id,name__en,name,image,gender,birth_date,given_name,identifier__VIAF,family_name,identifier__LCAuth,identifier__SUDOC,website,identifier__ISNI,identifier__NTA,identifier__freebase,identifier__hansard,wikipedia__en,twitter,identifier__parliamentDOTuk,name__cy,name__es,name__nl,name__fr,name__de,name__gl,wikipedia__cy,wikipedia__gl,name__fa,name__ca,wikipedia__ca,name__eu,name__br,wikipedia__br,wikipedia__eu,wikipedia__fr,wikipedia__de,name__nb,name__da,name__nn,name__sv,name__en_ca,name__en_gb,name__pl,name__gd,name__ko,name__ru,name__tr,name__hu,name__sco,name__scn,name__oc,name__ie,name__el,name__uk,name__cs,name__sk,wikipedia__commons,wikipedia__cs,wikipedia__el,wikipedia__es,wikipedia__gd,wikipedia__hu,wikipedia__ie,wikipedia__ko,wikipedia__pl,wikipedia__ru,wikipedia__scn,wikipedia__sco,wikipedia__simple,wikipedia__tr,wikipedia__uk,name__nds,wikipedia__nds,name__it,name__la,name__az,name__zh,wikipedia__az,wikipedia__la,wikipedia__oc,wikipedia__zh,name__vmf,identifier__BNF,wikipedia__fa,name__vi,name__id,name__ga,original_wikiname,identifier__publicwhip,name__pt,name__pcd,name__eo,last_seen,identifier__TWFY,name__mg,wikipedia__mg,name__ja,name__zh_cn,identifier__FAST,name__ro,wikipedia__ro,identifier__EuroparlMEP,identifier__journalisted,identifier__current_hansard,identifier__bbc_democracy_live,name__fi,wikipedia__fi,identifier__OLID,name__de_ch,occupation,identifier__snac,weblog,wikipedia__it,name__ar,identifier__quora,identifier__BBC_things,name__te,name__an,name__ast,name__ext,wikipedia__enwikiquote,name__zh_hant,wikipedia__cywikiquote,facebook,identifier__google_knowledge,identifier__Britannica,identifier__GND,identifier__BIBSYS,identifier__NUKAT,name__fo,name__kl,wikipedia__ms,death_date,name__ms,name__he,name__af,name__bar,name__bm,name__co,name__de_at,name__et,name__frc,name__frp,name__fur,name__gsw,name__hr,name__ia,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__LNB,name__sl,identifier__national_archives,name__bn,identifier__rush,identifier__Oxforddnb,identifier__NPG,identifier__NNDB,identifier__ne_se,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__da,wikipedia__id,wikipedia__sv,wikipedia__pt,identifier__WelshBiography,name__is,name__sr_el,identifier__welsh_assembly,honorific_suffix,wikipedia__ga,wikipedia__wuu,name__wuu,wikipedia__zh_yue,name__yue,identifier__NKC
Q6153343,Janet Finch-Saunders,Janet Finch-Saunders,https://upload.wikimedia.org/wikipedia/commons/2/24/Janet_Finch-Saunders.jpg,female,,Janet,,Finch-Saunders,,,,,,,,Janet Finch-Saunders,JFinchSaunders,,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,,,,Janet Finch-Saunders,,,,,,,,,,,,,,,,,,,,,,Janet Finch-Saunders,,,,,,,,,Category:Janet Finch-Saunders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,
Q6153592,Janet Ryder,Janet Ryder,,female,1955-06-21,Janet,,Ryder,,,,,,,,Janet Ryder,,,Janet Ryder,,Janet Ryder,Janet Ryder,Janet Ryder,,Janet Ryder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janet Ryder,,,,,,,,,,,,,,,,,,,4553,,,,,,,
Q6154241,Janice Gregory,Janice Gregory,https://upload.wikimedia.org/wikipedia/commons/b/b6/Janice_Gregory.jpg,female,1955-01-10,Janice,,Gregory,,,,,,,,Janice Gregory,Janice4Ogmore,,Janice Gregory,,Janice Gregory,Janice Gregory,Janice Gregory,,,,,,,,,,,,,,,,,,,,,,Дженис Грегори,,,,,Janice Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janice Gregory,,,,,,,,,,,,,,,,,,,152,,,,,,,
Q6175921,Jeffrey Cuthbert,Jeffrey Cuthbert,https://upload.wikimedia.org/wikipedia/commons/f/f9/Jeffrey_Cuthbert.jpg,male,1948-06-04,Jeffrey,,Cuthbert,,,,,,,,Jeffrey Cuthbert,JeffCuthbert,,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,,Jeffrey Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,
Q6207115,Jocelyn Davies,Jocelyn Davies,https://upload.wikimedia.org/wikipedia/commons/f/f2/Jocelyn_Davies_2011.jpg,female,1959-06-18,Jocelyn,,Davies,,,,,,,,Jocelyn Davies,parkgirl59,,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,,,Jocelyn Davies,,Jocelyn Davies,Jocelyn Davies,,,,,,,,,,,,Jocelyn Davies,,Жоселин Дэвис,,Jocelyn Davies,Jocelyn Davies,,Jocelyn Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,,,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jocelyn Davies,,,,,,,,,,,,,,,,,,,144,,,,,,,
Q6236400,John Griffiths,John Griffiths,https://upload.wikimedia.org/wikipedia/commons/b/b9/John_Griffiths.jpg,male,1956-12-19,John,,Griffith,,,,,,,,John Griffiths (Welsh politician),JGriffithsLab,,John Griffiths,,John Griffiths,John Griffiths,John Griffiths,,John Griffiths,,,,,,,,,,,,,,,,,,,,,,John Griffiths,John Griffiths,,John Griffiths,,,,,,Category:John Griffiths,,,,,,,,,,,,,,,,,,,,約翰·格里菲思,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,جون غريفيثز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Griffiths,,,,,,,,,,,,,,,,,,,153,,,,,,,
Q6246713,John Marek,John Marek,,male,1940-12-24,John,,Marek,,,,,,,dr-john-marek,John Marek,,,John Marek,John Marek,John Marek,John Marek,John Marek,,John Marek,,,,,,,,,,,,,,John Marek,,,,,,Джон Марек,,John Marek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Marek,F35994,,467,,,,,,,,,,,,,,,,348,,,,,,,
Q6297656,Joyce Watson,Joyce Watson,https://upload.wikimedia.org/wikipedia/commons/3/37/Joyce_Watson.jpg,female,1955,Joyce,,Watson,,,,,,,,Joyce Watson,JoyceWatsonAM,,Joyce Watson,Joyce Watson,Joyce Watson,Joyce Watson,Joyce Watson,,Joyce Watson,,,,,,,,,,,,,,,Joyce Watson,Joyce Watson,,,,Джойс Уотсон,,,,,,,,,,,Category:Joyce Watson,,,,,,,,,,,,,,,Joyce Watson,,,,,,,,,,Joyce Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,joycewatsonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,
Q6308284,Julie James,Julie James,https://upload.wikimedia.org/wikipedia/commons/b/b0/Julie_James_-_National_Assembly_for_Wales.jpg,female,1957-02-25,Julie,,James,,,http://swanseawest.wales/,,,,,Julie James,JulieJamesAM,,Julie James,,Julie James,,Julie James,,Julie James,,,,,,,,,,,,,,,,,,,,Джули Джеймс,,,Julie James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,,,,,,,
Q6308404,Julie Morgan,Julie Morgan,https://upload.wikimedia.org/wikipedia/commons/c/c2/Julie_Morgan.jpg,female,1944-11-02,Julie,,Morgan,,,,,,,ms-julie-morgan,Julie Morgan,JulieMorganLAB,,Julie Morgan,Julie Morgan,Julie Morgan,Julie Morgan,Julie Morgan,Julie Morgan,Julie Morgan,,جولی مورگان,Julie Morgan,,Julie Morgan,Julie Morgan,,,,,,,,Julie Morgan,,,,Julie Morgan,,,,Julie Morgan,Julie Morgan,,Julie Morgan,,,,,,Category:Julie Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Morgan,Julie Morgan,Julie Morgan,,Julie_Morgan,Julie Morgan,Julie Morgan,Julie Morgan,,julie_morgan,,,,,,,,,,,,,,,,politician,,,,جولي مورغان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Morgan,,,515,,,,,,,,,,,,,,,,245,,,,,,,
Q6370035,Karen Sinclair,Karen Sinclair,,female,1952-11-20,Karen,,Sinclair,,,,,,,,Karen Sinclair,,,Karen Sinclair,,Karen Sinclair,Karen Sinclair,Karen Sinclair,,Karen Sinclair,,,,,,,,,,,,,,,,,,,,Карен Синклер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karen Sinclair,,,,,,,,,,,,,,,,,,,2118,,,,,,,
Q6384255,Keith Davies,Keith Davies,https://upload.wikimedia.org/wikipedia/commons/7/77/Keith_Davies_-_National_Assembly_for_Wales.jpg,male,,Keith,,Davies,,,,,,,,Keith Davies,KeithDaviesAC,,Keith Davies,,Keith Davies,,Keith Davies,,Keith Davies,,,,,,,,,,,,,,,,,,,,Кит Дэвис,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,كيث ديفيز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,,,,,,,
Q6388501,Ken Skates,Ken Skates,https://upload.wikimedia.org/wikipedia/commons/9/9c/Ken_Skates_-_National_Assembly_for_Wales.jpg,male,1976,Ken,,Skates,,,,,,,,Ken Skates,KenSkatesAM,,Ken Skates,Ken Skates,Ken Skates,Ken Skates,Ken Skates,,Ken Skates,,,,,,,,,,,,,,,,,,,,,,Ken Skates,,,,,,,,,Category:Ken Skates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,,,,,,,
Q6519732,Leighton Andrews,Leighton Andrews,https://upload.wikimedia.org/wikipedia/commons/f/f3/Leighton_Andrews.jpg,male,1957-08-11,Leighton,44222793,Andrews,,122624351,http://www.leightonandrews.com,0000 0000 4915 890X,,,,Leighton Andrews,LeightonAndrews,,Leighton Andrews,Leighton Andrews,Leighton Andrews,Leighton Andrews,Leighton Andrews,,Leighton Andrews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,LeightonAndrews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,,,,,,,
Q6530486,Lesley Griffiths,Lesley Griffiths,https://upload.wikimedia.org/wikipedia/commons/a/aa/Lesley_Griffiths.jpg,female,1960,Lesley,,Griffiths,,,,,,,,Lesley Griffiths,Lesley4Wrexham,,Lesley Griffiths,,Lesley Griffiths,Lesley Griffiths,Lesley Griffiths,,Lesley Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Lesley Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,
Q6552839,Lindsay Whittle,Lindsay Whittle,https://upload.wikimedia.org/wikipedia/commons/f/f6/Lindsay_Whittle_2011.jpg,male,,Lindsay,,Whittle,,,,,,,,Lindsay Whittle,Lindsay_Whittle,,Lindsay Whittle,,Lindsay Whittle,,Lindsay Whittle,,Lindsay Whittle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,,,,,,,
Q6557998,Lisa Francis,Lisa Francis,,female,1960,Lisa,,Francis,,,,,,,,Lisa Francis,,,Lisa Francis,,Lisa Francis,Lisa Francis,Lisa Francis,,Lisa Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisa Francis,,,,,,,,,,,,,,,,,,,362,,,,,,,
Q6662955,Llyr Huws Gruffydd,Llyr Huws Gruffydd,https://upload.wikimedia.org/wikipedia/commons/d/da/Llyr_Huws_Gruffydd_2011.jpg,male,1970-09-25,Llŷr,,Gruffydd,,,,,,,,Llyr Gruffydd,LlyrGruffydd,,Llyr Huws Gruffydd,,Llyr Huws Gruffydd,Llyr Huws Gruffydd,Llyr Huws Gruffydd,,Llyr Huws Gruffydd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Llyr Huws Gruffydd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,,,,,,,
Q6709399,Lynne Neagle,Lynne Neagle,https://upload.wikimedia.org/wikipedia/commons/7/7e/Lynne_Neagle.jpg,female,1968-01-18,Lynne,,Neagle,,,,,,,,Lynne Neagle,lynne_neagle,,Lynne Neagle,Lynne Neagle,Lynne Neagle,Lynne Neagle,Lynne Neagle,,Lynne Neagle,,,,,,,,,,,,,,,,,,,,,,Lynne Neagle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lynne Neagle,,,,,,,,,,,,,,,,,,,174,,,,,,,
Q6767407,Mark Drakeford,Mark Drakeford,https://upload.wikimedia.org/wikipedia/commons/c/c7/Mark_Drakeford_-_National_Assembly_for_Wales.jpg,male,1954-09-19,Mark,71727654,Drakeford,no96033332,11198968X,,0000 0001 1574 2427,191876550,,,Mark Drakeford,MarkDrakeford,,Mark Drakeford,Mark Drakeford,Mark Drakeford,Mark Drakeford,Mark Drakeford,,Mark Drakeford,,,,,,Mark Drakeford,Mark Drakeford,,Mark Drakeford,Mark Drakeford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcus Drakeford,,,,Marcus Drakeford,,,,158151498,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,90970269,n2004045332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000021731,,,,,,,,,,,,,,,,,,,,253,,,,,,,
Q6768190,Mark Isherwood,Mark Isherwood,https://upload.wikimedia.org/wikipedia/commons/9/9d/Mark_Isherwood.jpg,male,1959-01-21,Mark,,Isherwood,,,,,,,,Mark Isherwood (politician),MarkIsherwoodAM,,Mark Isherwood,Mark Isherwood,Mark Isherwood,Mark Isherwood,Mark Isherwood,,Mark Isherwood,,,,,,,,,,,,,,,,,,,,,,Mark Isherwood,,,,,,,,,Category:Mark Isherwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Isherwood,,,,,,,,,,,,,,,,,,,157,,,,,,,
Q6838044,Mick Antoniw,Mick Antoniw,https://upload.wikimedia.org/wikipedia/commons/b/b1/Mick_Antoniw_2011.jpg,male,1954,Mick,,Antoniw,,,,,,,,Mick Antoniw,MickAntoniw1,,Mick Antoniw,Mick Antoniw,Mick Antoniw,Mick Antoniw,Mick Antoniw,,Mick Antoniw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,,,,,,
Q6838058,Mick Bates,Mick Bates,,male,1947-09-24,Mick,,Bates,,,,,,,,Mick Bates (politician),,,Mick Bates,Mick Bates,Mick Bates,Mick Bates,Mick Bates,,,,میک بیتس,,,,,,,,,Mick Bates,Mick Bates,Mick Bates,Mick Bates,,,,,,Мик Бейтс,,Mick Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mick Bates,,,,,,,,,,,,,,,,,,,4500,,,,,,,
Q6847187,Mike Hedges,Mike Hedges,https://upload.wikimedia.org/wikipedia/commons/9/97/Mike_Hedges_AM.jpg,male,1956-07-08,Mike,1773149235087376690000,Hedges,nb2017007893,,,,,,,Mike Hedges (politician),MikeHedgesAM,,Mike Hedges,Mike Hedges,Mike Hedges,Mike Hedges,Mike Hedges,,Mike Hedges,,,,,,,,,,,,,,,,,,,,,,Mike Hedges,,,Mike Hedges,,,,,,Category:Mike Hedges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,mike.john.hedges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Hedges,,,,,,,,,,,,,,,,,,,332,,,,,,,
Q691388,Huw Irranca-Davies,Huw Irranca-Davies,https://upload.wikimedia.org/wikipedia/commons/9/93/Huw_Irranca_Davies.jpg,male,1963-01-22,Huw,,Davies,,,,,,/m/025vw3,mr-huw-irranca-davies,Huw Irranca-Davies,huw4ogmore,commons/huw-irranca-davies/1476,Huw Irranca-Davies,Huw Irranca-Davies,Huw Irranca-Davies,Huw Irranca-Davies,Huw Irranca-Davies,Huw Irranca-Davies,Huw Irranca-Davies,,,Huw Irranca-Davies,,Huw Irranca-Davies,Huw Irranca-Davies,,,,,,,,Huw Irranca-Davies,Huw Irranca-Davies,Huw Irranca-Davies,,Huw Irranca-Davies,,,,Huw Irranca-Davies,Huw Irranca-Davies,,Huw Irranca-Davies,,,,,,Category:Huw Irranca-Davies,,,,,,,,,,,,,,,,,,,,休·伊蘭卡-戴維斯,,,,休·伊蘭卡-戴維斯,,,,Huw Irranca-Davies,Huw Irranca-Davies,Huw Irranca-Davies,,,Huw Irranca-Davies,Huw Irranca-Davies,Huw Irranca-Davies,,huw_irranca-davies,,,,,,,,,huw-irrancadavies,1124,25197,,,,,politician,,,,,,,,,,,,,,huw.irrancadavies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huw Irranca-Davies,,,9406,,,,,,,,,,,,,,,,5053,,,,,,,
Q6997045,Nerys Evans,Nerys Evans,,female,1980,Nerys,,Evans,,,,,,,,Nerys Evans,,,Nerys Evans,Nerys Evans,Nerys Evans,Nerys Evans,Nerys Evans,,Nerys Evans,,,,,,,,,,,,,,,,,,,,,,Nerys Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nerys Evans,,,,,,,,,,,,,,,,,,,261,,,,,,,
Q7026799,Nick Bourne,Nick Bourne,https://upload.wikimedia.org/wikipedia/commons/4/43/Nick-bourne-580x358.jpg,male,1952-01-01,Nick,6355929,Bourne,n85043001,174540817,,0000 0000 6357 4061,074922335,,,Nick Bourne,LordNickBourne,lords/lord-bourne-of-aberystwyth/4282,Nick Bourne,Nick Bourne,Nick Bourne,Nick Bourne,Nick Bourne,,Nick Bourne,,,,,,,,,,"Nicholas Bourne, Baron Bourne of Aberystwyth",,,,,,,,,,,,Nick Bourne,,,,,,,,,"Category:Nicholas Bourne, Baron Bourne of Aberystwyth",,,,,,,,,,,,,,,,,,,,尼克·布恩,,,,,,17083551s,,,,,,,,,,,,,,,,155629,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,90692643,n99012855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Bourne,,,,,,,,,,,,,,,,,,,104,,,,,,,
Q7027777,Nick Ramsay,Nick Ramsay,https://upload.wikimedia.org/wikipedia/commons/9/94/Nick_Ramsay_2011.jpg,male,1975-06-10,Nick,,Ramsay,,,,,,,,Nick Ramsay,NickRamsayAM,,Nick Ramsay,Nick Ramsay,,Nick Ramsay,Nick Ramsay,,Nick Ramsay,,,,,,,,,,,,,,,,,,,,Ник Рамсей,,,,,,,,,,,Category:Nick Ramsay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ニック・ラムゼイ,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,,,
Q7114528,Owen John Thomas,Owen John Thomas,,male,1939,Owen,,Thomas,,,,,,,,Owen John Thomas,,,Owen John Thomas,Owen John Thomas,,,Owen John Thomas,,Owen John Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Owen John Thomas,Owen John Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,أوين جون توماس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4412,,,,,,,
Q7150146,Paul Davies,Paul Davies,https://upload.wikimedia.org/wikipedia/commons/d/df/Paul_Davies_AM_2001.jpg,male,1969,Paul,532148632926830630009,Davies,no2017011532,,,,,,,Paul Davies (politician),,,Paul Davies,,Paul Davies,Paul Davies,Paul Davies,,Paul Davies,,,,,,,,,,,,,,,,,,,,Пол Дэвис,,,Paul Davies,,Paul Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,بول ديفيز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Davies,,,,,,,,,,,,,,,,,,,145,,,,,,,
Q7155038,Pauline Jarman,Pauline Jarman,,female,1945-12-15,Pauline,,Jarman,,,,,,,,Pauline Jarman,,,Pauline Jarman,,Pauline Jarman,Pauline Jarman,Pauline Jarman,,,,,,,,,,,,,,,,,,,,,,,,Pauline Jarman,Pauline Jarman,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶蓮·賈曼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pauline Jarman,,,,,,,,,,,,,,,,,,,4561,,,,,,,
Q7172838,Peter Black,Peter Black,https://upload.wikimedia.org/wikipedia/commons/c/cd/Peter_Black_2011.jpg,male,1960-01-30,Peter,29672987,Black,n91118989,035358904,,0000 0001 1440 6093,291414435,,,Peter Black (Welsh politician),PeterBlackWales,,Peter Black,Peter Black,Peter Black,Peter Black,Peter Black,,Peter Black (gwleidydd Seisnig),,,,,,,,,,,Peter Black,Peter Black,Peter Black,Peter Black,,,,,,Петер Блэк,,Peter Black,,,,,,,,,Category:Peter Black,,,,,,,,,,,,,,,,,,,,,,,,,,131841010,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,بيتر بلاك,,,,,,,,,,,,,140716254,10012697,n95001965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Black,,,,,,,,,,,,,,,,,,,133,,,,,,,
Q7175376,Peter Law,Peter Law,,male,1948-04-01,Peter,,Law,,,,,,,mr-peter-law,Peter Law,,,Peter Law,Peter Law,Peter Law,Peter Law,Peter Law,,Peter Law,,,,,,,,,,,,,,Peter Law,,,,,,Питер Лоу,,Peter Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,2006-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Law,,,9470,,,,,,,,,,,,,,,,4394,,,,,,,
Q7176650,Peter Rogers,Peter Rogers,,male,1940-01-02,Peter,,Rogers,,,,,,,,Peter Rogers (politician),,,Peter Rogers,,,Peter Rogers,Peter Rogers,,,,,,,,,,,,,,,,,,,,,,Питер Роджерс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4556,,,,,,,
