id,name__es,name__en,name,wikipedia__en,wikipedia__es,image,gender,birth_date,given_name,original_wikiname,name__fr,name__nl,name__hu,name__de,name__nb,name__da,name__nn,name__sv,twitter,name__uk,name__gl,name__fa,name__pt,name__zh,wikipedia__de,wikipedia__fa,wikipedia__fr,wikipedia__gl,wikipedia__pt,wikipedia__uk,identifier__freebase,name__it,wikipedia__commons,wikipedia__nl,facebook,name__br,name__ca,name__co,name__cs,name__cy,name__eo,name__et,name__eu,name__fi,name__hr,name__lt,name__lv,name__oc,name__pcd,name__pl,name__ro,name__sk,name__sr_el,name__tr,name__vec,name__vi,name__vls,name__vo,name__wa,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__ru,name__id,name__ja,name__mr,name__ar,name__mg,wikipedia__ar,wikipedia__ca,wikipedia__da,wikipedia__fi,wikipedia__hu,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__lt,wikipedia__mg,wikipedia__mr,wikipedia__no,wikipedia__pl,wikipedia__ru,wikipedia__sv,wikipedia__zh,name__ast,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__el,family_name,wikipedia__eswikiquote,wikipedia__eswikisource,identifier__FAST,name__he,wikipedia__cs,wikipedia__eo,wikipedia__he,wikipedia__simple,wikipedia__tr,death_date,name__sw,wikipedia__sw,name__la,wikipedia__la,wikipedia__oc,name__af,name__an,name__bar,name__bs,name__eml,name__fo,name__frr,name__gsw,name__is,name__lb,name__min,name__nds,name__pt_br,name__rm,name__sco,name__sh,name__sl,name__sq,identifier__google_knowledge,name__en_ca,name__en_gb,identifier__ISNI,identifier__SBN_it,website,identifier__NTA,wikipedia__sl,name__be,wikipedia__eu,identifier__BNE,instagram,name__hy,occupation,name__sr_ec,name__bg,name__sr,wikipedia__bg,wikipedia__ptwikiquote,wikipedia__sr,identifier__IMDB,identifier__MusicBrainz,identifier__AlloCine,identifier__Munzinger,identifier__GNC,identifier__moviemeter,identifier__discogs,identifier__allmovie,identifier__SFDb,identifier__elonet,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__filmportal_de,second_surname,identifier__snac,wikipedia__eswikinews,identifier__quora,name__bm,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__ga,name__gd,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__li,name__lij,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pms,name__prg,name__rgn,name__sc,name__scn,name__vmf,name__wo,name__zu,identifier__bna,identifier__ssrn,identifier__cinenacional,name__gn,wikipedia__sk,identifier__ATP,identifier__ITF,linkedin,identifier__youtube,wikipedia__tg,name__tg,identifier__Britannica,married_name,wikipedia__plwikiquote,identifier__BIBSYS,identifier__NUKAT,identifier__CANTIC,identifier__LNB,identifier__argentine_senate,pseudonym,name__lfn,wikipedia__ast,wikipedia__vi,wikipedia__hy,name__ka,wikipedia__ka,identifier__argentine_deputies,identifier__google_scholar,identifier__ORCID
Q47455149,Andres Alberto Vallone,Andres Alberto Vallone,Andres Alberto Vallone,,,,male,,,,Andres Alberto Vallone,Andres Alberto Vallone,,,,,,,,,,,,,,,,,,,,,,,,,Andres Alberto Vallone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andres Alberto Vallone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andres Alberto Vallone,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avallones,,
Q47455151,Astrid Hummel,Astrid Hummel,Astrid Hummel,,,,female,,Astrid,,Astrid Hummel,Astrid Hummel,,,,,,,,,,,,,,,,,,,,,,,,,Astrid Hummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astrid Hummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astrid Hummel,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahummel,,
Q47455152,Hector Antonio Stefani,Hector Antonio Stefani,Hector Antonio Stefani,,,,male,,Hector,,Hector Antonio Stefani,Hector Antonio Stefani,,,,,,,,,,,,,,,,,,,,,,,,,Hector Antonio Stefani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hector Antonio Stefani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hector Antonio Stefani,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hstefani,,
Q4838458,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,https://upload.wikimedia.org/wikipedia/commons/7/72/Maurice-Closs.JPG,male,1971-06-10,Maurice,,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,,,,,,,,,,,,,,,Category:Maurice Closs,,,,Maurice Closs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Closs,,,,,,,Closs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Closs,,,Maurice Closs,Maurice Closs,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,,,,,,,,mcloss,,
Q4838522,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,https://upload.wikimedia.org/wikipedia/commons/a/ad/Claudio_Javier_Poggi.png,male,1963-10-07,Claudio,,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,claudiojpoggi,,,,,,,,,,,,/m/0hrfz5y,,Category:Claudio Poggi,,claudio.javier.poggi,,Claudio Poggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudio Poggi,,,,,,,Poggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudio Poggi,,,Claudio Poggi,Claudio Poggi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,,,,,,,,cpoggi,,
Q5041910,Carlos Castagneto,Carlos Castagneto,Carlos Castagneto,Carlos Castagneto,Carlos Castagneto,,male,1960-11-01,Carlos papa de julio,,Carlos Castagneto,Carlos Castagneto,Carlos Castagneto,Carlos Castagneto,Carlos Castagneto,Carlos Castagneto,Carlos Castagneto,Carlos Castagneto,,,,,,,,,,,,,,,,,,,Carlos Castagneto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Castagneto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Castagneto,,,,,,,,,,,,,,,association football player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Карлос Кастагнето,Карлос Кастагнето,,,,,,,,,,,,,,,,ccastagneto,,
Q5042165,Carlos Salomón Heller,Carlos Heller,Carlos Salomón Heller,Carlos Heller,Carlos Heller (político argentino),https://upload.wikimedia.org/wikipedia/commons/6/69/Carlos_heller.jpg,male,1940-10-17,Carlos papa de julio,Carlos Salomón Heller,Carlos Salomón Heller,Carlos Heller,Carlos Salomón Heller,Carlos Heller,Carlos Salomón Heller,Carlos Salomón Heller,Carlos Salomón Heller,Carlos Salomón Heller,,,,,,,,,,,,,,,Category:Carlos Heller,,,,Carlos Salomón Heller,,,,Carlos Salomón Heller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heller,,,,,,Carlos Salomón Heller,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Salomón Heller,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cheller,,
Q5042309,Carlos Mac Allister,Carlos Mac Allister,Carlos Mac Allister,Carlos Mac Allister,Carlos Mac Allister,https://upload.wikimedia.org/wikipedia/commons/f/fd/Cmacallister.jpg,male,1968-03-06,Carlos papa de julio,Carlos Mac Allister,Carlos Mac Allister,Carlos Mac Allister,Carlos Mac Allister,Carlos Mac Allister,Carlos Mac Allister,Carlos Mac Allister,Carlos Mac Allister,Carlos Mac Allister,,,Carlos Mac Allister,,Carlos Mac Allister,,,,Carlos Mac Allister,,Carlos Mac Allister,,/m/0411ng0,Carlos Mac Allister,Category:Carlos Mac Allister,,,,Carlos Mac Allister,,,,,,Carlos Mac Allister,,,,,,,Carlos Mac Allister,Carlos Mac Allister,,,,,,,,,,,,,,,,Карлос Макаллистер,,,,,,,,,,,,Carlos Mac Allister,,,,,,,,"Макаллистер, Карлос",,,Carlos Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Mac Allister,,,,Carlos Mac Allister,,,,,,,,,,,,,,,association football player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Карлос Мак Алистер,Карлос Мак Алистер,,,,,,,,,,,,,,,,,,
Q51003630,Roberto Salvarezza,Roberto Salvarezza,Roberto Salvarezza,,Roberto Salvarezza,https://upload.wikimedia.org/wikipedia/commons/e/e4/Roberto_Salvarezza.png,male,1952-01-30,Roberto Carlos,,Roberto Salvarezza,Roberto Salvarezza,,,,,,,RCSalvarezza,,,,,,,,,,,,,,,,RCSalvarezza,,Roberto Salvarezza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Salvarezza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Salvarezza,,,,,,,,,,,,,,,biochemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rsalvarezza,pZvODKgAAAAJ,0000-0002-7617-4539
Q5186335,Cristina Cremer de Busti,Cristina Cremer de Busti,Cristina Cremer de Busti,Cristina Cremer de Busti,Cristina Cremer de Busti,https://upload.wikimedia.org/wikipedia/commons/b/b6/Maria_Cristina_Cremer_de_Busti.jpg,female,1949,Cristina,María Cristina Cremer de Busti,Cristina Cremer de Busti,Cristina Cremer de Busti,Cristina Cremer de Busti,Cristina Cremer de Busti,,,,,,,,,,,,,,,,,,Cristina Cremer de Busti,,,,,Cristina Cremer de Busti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristina Cremer de Busti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristina Cremer de Busti,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristina Cremer de Busti,,,,,mcremer,,
Q5217139,Daniel Filmus,Daniel Filmus,Daniel Filmus,Daniel Filmus,Daniel Filmus,https://upload.wikimedia.org/wikipedia/commons/7/73/DanielFilmus2011.jpg,male,1955-06-03,Daniel,,Daniel Filmus,Daniel Filmus,,Daniel Filmus,Daniel Filmus,Daniel Filmus,Daniel Filmus,Daniel Filmus,,,,,,,,,,,,,,,Category:Daniel Filmus,,,,Daniel Filmus,,,,Daniel Filmus,,,,,,,,,,,,,,,,,,,,,,,,,,"Фильмус, Даниэль",,,,,,,,,,,,,,,,,,,,"Фильмус, Даниэль",,,Daniel Filmus,,,,,,,,,,,,,Daniel Filmus,,,,,Daniel Filmus,Daniel Filmus,,,,,,,,,,,,,,,,,,,,Daniel Filmus,,,,,,,,,,,,,,,sociologist,,,,,,,,,,,,,,,,,,,,,,,,,Categoría:Daniel Filmus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfilmus,,
Q5271125,Diana Conti,Diana Conti,Diana Conti,Diana Conti,Diana Conti,https://upload.wikimedia.org/wikipedia/commons/9/9e/Diana_Conti_-_Diputados.jpg,female,1956-03-29,Diana,Diana Conti,Diana Conti,Diana Conti,Diana Conti,Diana Conti,Diana Conti,Diana Conti,Diana Conti,Diana Conti,,,,,,,,,,,,,,,Category:Diana Conti,,,,Diana Conti,,,,,,,,,,,,,,,,,,,Diana Conti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana Conti,,,,,,,Conti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana Conti,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana Conti,,,,dconti,,
Q5274589,Diego Bossio,Diego Bossio,Diego Bossio,Diego Bossio,Diego Bossio,https://upload.wikimedia.org/wikipedia/commons/0/0a/DiegoBossio.jpg,male,1979-09-09,Diego,,Diego Bossio,Diego Bossio,Diego Bossio,Diego Bossio,Diego Bossio,Diego Bossio,Diego Bossio,Diego Bossio,diegobossio,,,,,,,,,,,,,,Category:Diego Bossio,,,,Diego Bossio,,,,,,,,,,,,,,,,,,,,,,,迭戈·波西欧,迭戈·波西歐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Bossio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Bossio,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbossio,,
Q5402890,Darío Giustozzi,Darío Giustozzi,Darío Giustozzi,,Darío Giustozzi,https://upload.wikimedia.org/wikipedia/commons/e/e5/Dariogiustozzi2018.jpg,male,1964-03-15,Darío,Darío Giustozzi,Darío Giustozzi,Darío Giustozzi,Darío Giustozzi,Darío Giustozzi,Darío Giustozzi,Darío Giustozzi,Darío Giustozzi,Darío Giustozzi,,,,,Darío Giustozzi,,,,,,,,,Darío Giustozzi,,,,,Darío Giustozzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darío Giustozzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darío Giustozzi,,,,Darío Giustozzi,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5495211,Gabriela Cerruti,Gabriela Cerruti,Gabriela Cerruti,Gabriela Cerruti,Gabriela Cerruti,https://upload.wikimedia.org/wikipedia/commons/d/d8/Gabriela_Cerruti.jpg,female,1965-12-09,Gabriela,,Gabriela Cerruti,Gabriela Cerruti,,,Gabriela Cerruti,Gabriela Cerruti,Gabriela Cerruti,Gabriela Cerruti,gabicerru,,,,,,,,,,,,,Gabriela Cerruti,Category:Gabriela Cerruti,,,,Gabriela Cerruti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,غابرييلا سيروتي,,غابرييلا سيروتي,,,,,,,,,,,,,,,,,Gabriela Cerruti,24705588,105624464X,n92021730,,,,,,,300078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriela Cerruti,,,,,0000 0000 2850 7023,,http://www.gabrielacerruti.com/,130681008,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000045154,,,,,,,,,,,,,,,,,,,,,,,,,,gcerruti,,
Q5515970,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,https://upload.wikimedia.org/wikipedia/commons/3/37/Gabriela_Michetti_Vicepresidenta_2015.jpg,female,1965-05-28,Gabriela,,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,,Габріела Мікетті,Gabriela Michetti,,Gabriela Michetti,加布里埃拉·米凱蒂,Gabriela Michetti,,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Габріела Мікетті,,Gabriela Michetti,Category:Gabriela Michetti,,gabrielamichetti,,Gabriela Michetti,,,,Gabriela Michetti,,,,,,,Gabriela Michetti,,Gabriela Michetti,,,,,,Gabriela Michetti,,,,加布里埃拉·米凯蒂,,,,,,가브리엘라 미케티,"Микетти, Габриэла",,,,غابرييلا ميكاتي,,غابرييلا ميكاتي,Gabriela Michetti,,,,,Gabriela Michetti,,가브리엘라 미케티,,,,,Gabriela Michetti,"Микетти, Габриэла",Gabriela Michetti,,Gabriela Michetti,,,n2016010704,,,,,,,,גבריאלה מיקטי,,Gabriela Michetti,גבריאלה מיקטי,Gabriela Michetti,,,,,,,Gabriela Michetti,,,,,,,,,,,,,Gabriela Michetti,,,,Gabriela Michetti,,,,,,,,,,,,,,,politician,,Габриела Мичети,,Габриела Мичети,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriela Michetti,Gabriela Michetti,,გაბრიელა მიკეტი,გაბრიელა მიკეტი,,,
Q55773927,Estela Mary Neder,Estela Mary Neder,Estela Mary Neder,,,,female,,,,Estela Mary Neder,Estela Mary Neder,,,,,,,,,,,,,,,,,,,,,,,,,Estela Mary Neder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estela Mary Neder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estela Mary Neder,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55825598,Fernando Asencio,Fernando Asencio,Fernando Asencio,,,,male,,Fernando,,Fernando Asencio,Fernando Asencio,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Asencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Asencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Asencio,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasencio,,
Q55825599,Sebastian Bragagnolo,Sebastian Bragagnolo,Sebastian Bragagnolo,,,,male,,Sebastian,,Sebastian Bragagnolo,Sebastian Bragagnolo,,,,,,,,,,,,,,,,,,,,,,,,,Sebastian Bragagnolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastian Bragagnolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastian Bragagnolo,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sbragagnolo,,
Q55825600,Jorge Ricardo Enriquez,Jorge Ricardo Enriquez,Jorge Ricardo Enriquez,,,,male,,Jorge,,Jorge Ricardo Enriquez,Jorge Ricardo Enriquez,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Ricardo Enriquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Ricardo Enriquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Ricardo Enriquez,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jenriquez,,
Q55825601,Rosa Rosario Muñoz,Rosa Rosario Muñoz,Rosa Rosario Muñoz,,,,female,,Rosa,,Rosa Rosario Muñoz,Rosa Rosario Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,Rosa Rosario Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosa Rosario Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosa Rosario Muñoz,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rmunoz,,
Q55825603,Nadia Lorena Ricci,Nadia Lorena Ricci,Nadia Lorena Ricci,,,,female,,,,Nadia Lorena Ricci,Nadia Lorena Ricci,,,,,,,,,,,,,,,,,,,,,,,,,Nadia Lorena Ricci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadia Lorena Ricci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadia Lorena Ricci,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nricci,,
Q5591576,Graciela Ocaña,Graciela Ocaña,Graciela Ocaña,Graciela Ocaña,Graciela Ocaña,https://upload.wikimedia.org/wikipedia/commons/9/92/Graciela_Ocaña.jpg,female,1960-09-16,Graciela,,Graciela Ocaña,Graciela Ocaña,Graciela Ocaña,Graciela Ocaña,Graciela Ocaña,Graciela Ocaña,Graciela Ocaña,Graciela Ocaña,gracielaocana,,,,Graciela Ocaña,,,,,,Graciela Ocaña,,/m/05h303c,,Category:Graciela Ocaña,,graciela.ocana,,Graciela Ocaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graciela Ocaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graciela Ocaña,,,,Graciela Ocaña,,,,,,,http://gracielaocana.com.ar/,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000035536,,,,,,,,,,,,,,,,,,,,,,,,,,mocana,,
Q5640784,José Manuel Cano,José Manuel Cano,José Manuel Cano,,José Manuel Cano,https://upload.wikimedia.org/wikipedia/commons/d/d0/Diputadocano.jpg,male,1965-07-15,José,José Manuel Cano,José Manuel Cano,José Manuel Cano,José Manuel Cano,José Manuel Cano,José Manuel Cano,José Manuel Cano,José Manuel Cano,José Manuel Cano,,,,,,,,,,,,,,,Category:José Manuel Cano,,,,José Manuel Cano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Manuel Cano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Manuel Cano,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jcano,,
Q5649262,José Ignacio de Mendiguren,José Ignacio de Mendiguren,José Ignacio de Mendiguren,,José Ignacio de Mendiguren,https://upload.wikimedia.org/wikipedia/commons/6/6e/CFKyMendiguren.jpg,male,1950-08-23,José,José Ignacio de Mendiguren,José Ignacio de Mendiguren,José Ignacio de Mendiguren,José Ignacio de Mendiguren,José Ignacio de Mendiguren,,,,,,,,,,,,,,,,,,,Category:José Ignacio de Mendiguren,,,,José Ignacio de Mendiguren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Ignacio de Mendiguren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Ignacio de Mendiguren,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jdemendiguren,,
Q5662066,Sergio Bergman,Sergio Bergman,Sergio Bergman,Sergio Bergman,Sergio Bergman,https://upload.wikimedia.org/wikipedia/commons/5/51/Sergio_Bergman_Cropped.jpg,male,1962-01-23,Sergio,Sergio Bergman,Sergio Bergman,Sergio Bergman,Sergio Bergman,Sergio Bergman,Sergio Bergman,Sergio Bergman,Sergio Bergman,Sergio Bergman,sergiobergman,,,,,,,,Sergio Bergman,,,,/m/012c5y5h,,Category:Sergio Bergman,,sergiobergman,,Sergio Bergman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Bergman,90804620,,no2009136466,,,,,,,,סרחיו ברגמן,,,סרחיו ברגמן,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Bergman,,,,,0000 0000 7887 3507,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5665422,Alejandro Ramos,Alejandro Ramos,Alejandro Ramos,,Alejandro Ramos,"https://upload.wikimedia.org/wikipedia/commons/f/fe/Alejandro_Ramos,_secretario_de_Transporte_de_la_Nación.jpg",male,1975-08-02,Alejandro,,Alejandro Ramos,Alejandro Ramos,Alejandro Ramos,Alejandro Ramos,Alejandro Ramos,Alejandro Ramos,Alejandro Ramos,Alejandro Ramos,gestionaleramos,,Alejandro Ramos,,,,,,,,,,,,,,,,Alejandro Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandro Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandro Ramos,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aramos,,
Q5666054,Alex Roberto Ziegler,Alex Roberto Ziegler,Alex Roberto Ziegler,,Alex Roberto Ziegler,https://upload.wikimedia.org/wikipedia/commons/3/3f/Alex_Ziegler.jpg,male,1965-12-28,Alex,Alex Roberto Ziegler,Alex Roberto Ziegler,Alex Roberto Ziegler,Alex Roberto Ziegler,Alex Roberto Ziegler,Alex Roberto Ziegler,Alex Roberto Ziegler,Alex Roberto Ziegler,Alex Roberto Ziegler,,,,,,,,,,,,,,,,,,,Alex Roberto Ziegler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Roberto Ziegler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Roberto Ziegler,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aziegler,,
