id,name,sort_name,district,mandate_start,mandate_end,party,term,source,image,phone,email,end_date,start_date
jpatino,Jose Luis Patiño,"Patiño, Jose Luis",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/jpatino/,"","","",,
jpedrini,Juan Manuel Pedrini,"Pedrini, Juan Manuel",Chaco,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jpedrini/,"","","",,
mpenalozam,Maria Florencia Peñaloza Marianetti,"Peñaloza Marianetti, Maria Florencia",San Juan,2015-12-10,2019-12-09,COMPROMISO CON SAN JUAN,133,http://www.hcdn.gob.ar/diputados/mpenalozam/,"","","",,2015-12-10
jpereyra,Juan Manuel Pereyra,"Pereyra, Juan Manuel",Cordoba,2015-12-10,2019-12-09,CONCERTACION FORJA,133,http://www.hcdn.gob.ar/diputados/jpereyra/,"","","",,2015-12-10
rperez,Raul Joaquin Perez,"Perez, Raul Joaquin",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/rperez/,"","","",,2015-12-10
mperez,Martin Alejandro Perez,"Perez, Martin Alejandro",Tierra Del Fuego,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mperez/,"","","",,
lpetri,Luis Alfonso Petri,"Petri, Luis Alfonso",Mendoza,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/lpetri/,"","","",,
cpitiot,Carla Betina Pitiot,"Pitiot, Carla Betina",Ciudad De Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/cpitiot/,"","","",,2015-12-10
npitrola,Nestor Antonio Pitrola,"Pitrola, Nestor Antonio",Buenos Aires,2015-12-10,2019-12-09,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,133,http://www.hcdn.gob.ar/diputados/npitrola/,"","","",,2015-12-10
oplaini,Francisco Omar Plaini,"Plaini, Francisco Omar",Buenos Aires,2013-12-10,2017-12-09,"CULTURA, EDUCACION Y TRABAJO",133,http://www.hcdn.gob.ar/diputados/oplaini/,"","","",,
cpoggi,Claudio Javier Poggi,"Poggi, Claudio Javier",San Luis,2015-12-10,2019-12-09,AVANZAR SAN LUIS,133,http://www.hcdn.gob.ar/diputados/cpoggi/,"","","",,2015-12-10
jpretto,Pedro Javier Pretto,"Pretto, Pedro Javier",Cordoba,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/jpretto/,"","","",,2015-12-10
aquintar,Amado Quintar,"Quintar, Amado",Catamarca,2015-12-10,2019-12-09,FRENTE CIVICO Y SOCIAL DE CATAMARCA,133,http://www.hcdn.gob.ar/diputados/aquintar/,"","","",,2015-12-10
arachq,Analia Rach Quiroga,"Rach Quiroga, Analia",Chaco,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/arachq/,"","","",,2015-12-10
jraffo,Julio Raffo,"Raffo, Julio",Ciudad De Buenos Aires,2013-12-10,2017-12-09,DIALOGO Y TRABAJO,133,http://www.hcdn.gob.ar/diputados/jraffo/,"","","",,
aramos,Alejandro Ramos,"Ramos, Alejandro",Santa Fe,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/aramos/,"","","",,2015-12-10
fraverta,Maria Fernanda Raverta,"Raverta, Maria Fernanda",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/fraverta/,"","","",,2015-12-10
hrecalde,Hector Pedro Recalde,"Recalde, Hector Pedro",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/hrecalde/,"","","",,
jriccardo,Jose Luis Riccardo,"Riccardo, Jose Luis",San Luis,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/jriccardo/,"","","",,
srisko,Silvia Lucrecia Risko,"Risko, Silvia Lucrecia",Misiones,2013-12-10,2017-12-09,FRENTE DE LA CONCORDIA MISIONERO,133,http://www.hcdn.gob.ar/diputados/srisko/,"","","",,
orista,Olga Maria Rista,"Rista, Olga Maria",Cordoba,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/orista/,"","","",,2015-12-10
aroberti,Alberto Oscar Roberti,"Roberti, Alberto Oscar",Buenos Aires,2015-12-10,2019-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/aroberti/,"","","",,2015-12-10
mrodriguez,Matias David Rodriguez,"Rodriguez, Matias David",Tierra Del Fuego,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mrodriguez/,"","","",,2015-12-10
rrodriguez,Rodrigo Martin Rodriguez,"Rodriguez, Rodrigo Martin",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/rrodriguez/,"","","",,2015-12-10
croma,Carlos Gaston Roma,"Roma, Carlos Gaston",Tierra Del Fuego,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/croma/,"","","",,2015-12-10
oromero,Oscar Alberto Romero,"Romero, Oscar Alberto",Buenos Aires,2013-12-10,2017-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/oromero/,"","","",,
hroquel,Hector Alberto Roquel,"Roquel, Hector Alberto",Santa Cruz,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/hroquel/,"","","",,2015-12-10
brossi,Blanca Araceli Rossi,"Rossi, Blanca Araceli",Cordoba,2013-12-10,2017-12-09,UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/brossi/,"","","",,
crubin,Carlos Gustavo Rubin,"Rubin, Carlos Gustavo",Corrientes,2013-12-10,2017-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/crubin/,"","","",,
crucci,Claudia Monica Rucci,"Rucci, Claudia Monica",Buenos Aires,2013-12-10,2017-12-09,UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/crucci/,"","","",,
jruiza,Jose Arnaldo Ruiz Aragon,"Ruiz Aragon, Jose Arnaldo",Corrientes,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jruiza/,"","","",,2015-12-10
asanmartin,Adrian San Martin,"San Martin, Adrian",Neuquen,2013-12-10,2017-12-09,MOV POP NEUQUINO,133,http://www.hcdn.gob.ar/diputados/asanmartin/,"","","",,
fsanchez,Fernando Sanchez,"Sanchez, Fernando",Ciudad De Buenos Aires,2013-12-10,2017-12-09,COALICION CIVICA,133,http://www.hcdn.gob.ar/diputados/fsanchez/,"","","",,
wsantillan,Walter Marcelo Santillan,"Santillan, Walter Marcelo",Tucuman,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/wsantillan/,"","","",,2015-12-10
gscaglia,Gisela Scaglia,"Scaglia, Gisela",Santa Fe,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/gscaglia/,"","","",,
csliermann,Cornelia Schmidt Liermann,"Schmidt Liermann, Cornelia",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/csliermann/,"","","",,2015-12-10
mschwindt,Maria Liliana Schwindt,"Schwindt, Maria Liliana",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/mschwindt/,"","","",,
cselva,Carlos Americo Selva,"Selva, Carlos Americo",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/cselva/,"","","",,2015-12-10
msemhan,Maria De Las Mercedes Semhan,"Semhan, Maria De Las Mercedes",Corrientes,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/msemhan/,"","","",,
eseminara,Eduardo Jorge Seminara,"Seminara, Eduardo Jorge",Santa Fe,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/eseminara/,"","","",,
gsnopek,Guillermo Snopek,"Snopek, Guillermo",Jujuy,2015-12-10,2019-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/gsnopek/,"","","",,2015-12-10
asnopek,Alejandro Francisco Snopek,"Snopek, Alejandro Francisco",Jujuy,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/asnopek/,"","","",,2015-12-10
fsola,Felipe Carlos Sola,"Sola, Felipe Carlos",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/fsola/,"","","",,
jsolanas,Julio Rodolfo Solanas,"Solanas, Julio Rodolfo",Entre Rios,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jsolanas/,"","","",,2015-12-10
asoraire,Mirta Alicia Soraire,"Soraire, Mirta Alicia",Tucuman,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/asoraire/,"","","",,2015-12-10
msorgente,Marcelo Adolfo Sorgente,"Sorgente, Marcelo Adolfo",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/msorgente/,"","","",,
msoria,Maria Emilia Soria,"Soria, Maria Emilia",Rio Negro,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/msoria/,"","","",,
ssosa,Soledad Sosa,"Sosa, Soledad",Mendoza,2013-12-10,2017-12-09,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,133,http://www.hcdn.gob.ar/diputados/ssosa/,"","","",,
rspinozzi,Ricardo Adrian Spinozzi,"Spinozzi, Ricardo Adrian",Santa Fe,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/rspinozzi/,"","","",,
mstolbizer,Margarita Rosa Stolbizer,"Stolbizer, Margarita Rosa",Buenos Aires,2013-12-10,2017-12-09,GEN,133,http://www.hcdn.gob.ar/diputados/mstolbizer/,"","","",,
jtaboada,Jorge Taboada,"Taboada, Jorge",Chubut,2015-12-10,2019-12-09,CHUBUT SOMOS TODOS,133,http://www.hcdn.gob.ar/diputados/jtaboada/,"","","",,2015-12-10
ltailhade,Luis Rodolfo Tailhade,"Tailhade, Luis Rodolfo",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ltailhade/,"","","",,2015-12-10
htentor,Hector Olindo Tentor,"Tentor, Hector Olindo",Jujuy,2013-12-10,2017-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/htentor/,"","","",,
aterada,Alicia Terada,"Terada, Alicia",Chaco,2013-12-10,2017-12-09,COALICION CIVICA,133,http://www.hcdn.gob.ar/diputados/aterada/,"","","",,
stoledo,Susana Maria Toledo,"Toledo, Susana Maria",Santa Cruz,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/stoledo/,"","","",,
htomas,Hector Daniel Tomas,"Tomas, Hector Daniel",San Juan,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/htomas/,"","","",,
ntomassi,Nestor Nicolas Tomassi,"Tomassi, Nestor Nicolas",Catamarca,2013-12-10,2017-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/ntomassi/,"","","",,
ptonelli,Pablo Gabriel Tonelli,"Tonelli, Pablo Gabriel",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/ptonelli/,"","","",,2015-12-10
ptorello,Pablo Torello,"Torello, Pablo",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/ptorello/,"","","",,2015-12-10
ftorroba,Francisco Javier Torroba,"Torroba, Francisco Javier",La Pampa,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/ftorroba/,"","","",,
gtroiano,Gabriela Alejandra Troiano,"Troiano, Gabriela Alejandra",Buenos Aires,2013-12-10,2017-12-09,PARTIDO SOCIALISTA,133,http://www.hcdn.gob.ar/diputados/gtroiano/,"","","",,
mtundis,Mirta Tundis,"Tundis, Mirta",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/mtundis/,"","","",,
purroz,Paula Marcela Urroz,"Urroz, Paula Marcela",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/purroz/,"","","",,2015-12-10
gvaldes,Gustavo Adolfo Valdes,"Valdes, Gustavo Adolfo",Corrientes,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/gvaldes/,"","","",,
mvega,Maria Clara Del Valle Vega,"Vega, Maria Clara Del Valle",La Rioja,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mvega/,"","","",,
jvillalonga,Juan Carlos Villalonga,"Villalonga, Juan Carlos",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/jvillalonga/,"","","",,2015-12-10
mvillarm,Maria Ines Villar Molina,"Villar Molina, Maria Ines",Neuquen,2013-12-10,2017-12-09,MOV POP NEUQUINO,133,http://www.hcdn.gob.ar/diputados/mvillarm/,"","","",,
tvillavicencio,Maria Teresita Villavicencio,"Villavicencio, Maria Teresita",Tucuman,2015-12-10,2019-12-09,DEL BICENTENARIO,133,http://www.hcdn.gob.ar/diputados/tvillavicencio/,"","","",,2015-12-10
lvolnovich,Luana Volnovich,"Volnovich, Luana",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/lvolnovich/,"","","",,2015-12-10
mwechsler,Marcelo German Wechsler,"Wechsler, Marcelo German",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/mwechsler/,"","","",,2015-12-10
swisky,Sergio Javier Wisky,"Wisky, Sergio Javier",Rio Negro,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/swisky/,"","","",,2015-12-10
wwolff,Waldo Ezequiel Wolff,"Wolff, Waldo Ezequiel",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/wwolff/,"","","",,2015-12-10
aziegler,Alex Roberto Ziegler,"Ziegler, Alex Roberto",Misiones,2013-12-10,2017-12-09,LIBERTAD VALORES Y CAMBIO,133,http://www.hcdn.gob.ar/diputados/aziegler/,"","","",,
sziliotto,Sergio Raul Ziliotto,"Ziliotto, Sergio Raul",La Pampa,2015-12-10,2019-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/sziliotto/,"","","",,2015-12-10
