id,name__nl,name__en,name__es,name__pl,name__fr,name__nb,name__da,name__nn,name__sv,name__de,name__hu,name,wikipedia__en,wikipedia__es,wikipedia__nl,wikipedia__pl,image,gender,identifier__VIAF,birth_date,identifier__freebase,given_name,identifier__FAST,original_wikiname,name__it,name__en_ca,identifier__SUDOC,name__ca,name__cy,wikipedia__ca,death_date,twitter,name__gl,name__pt,family_name,wikipedia__commons,name__eu,name__fi,name__ko,name__fa,name__he,wikipedia__de,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__it,wikipedia__ko,wikipedia__no,wikipedia__pt,website,wikipedia__simple,name__ru,name__nds,name__en_gb,name__sr,name__ms,wikipedia__ms,wikipedia__sr,name__tr,wikipedia__tr,name__zh_hant,name__zh_cn,name__ja,identifier__PACE,occupation,name__ro,facebook,identifier__LCAuth,wikipedia__cs,name__cs,wikipedia__az,name__oc,name__az,identifier__snac,wikipedia__zh_yue,name__yue,name__ar,wikipedia__ar,wikipedia__zh,name__zh,second_surname,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__eo,name__et,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__GND,instagram,name__sl,identifier__ISNI,name__hi,wikipedia__ast,name__es_419,name__ht,name__tl,wikipedia__ht,wikipedia__hu,wikipedia__ru,wikipedia__sco,wikipedia__tl,identifier__allmovie,identifier__AlloCine,identifier__PORT,identifier__kinopoisk,identifier__elonet,identifier__SFDb,identifier__BNF,wikipedia__eswikiquote,wikipedia__sv
Q50808144,María Monserrath Sobreyra Santos,María Monserrath Sobreyra Santos,María Monserrath Sobreyra Santos,,,,,,,,,María Monserrath Sobreyra Santos,,María Monserrath Sobreyra Santos,,,,female,,,,María,,María Monserrath Sobreyra Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Monserrath Sobreyra Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Monserrath Sobreyra Santos,,,,,,,,,,,,,,,,,
Q50821016,Pablo Gamboa Miner,Pablo Gamboa Miner,Pablo Gamboa Miner,,,,,,,,,Pablo Gamboa Miner,,Pablo Gamboa Miner,,,,male,,1986-04-05,,Pablo,,Pablo Gamboa Miner,,,,,,,,PabloGamboa_MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q51516320,Xavier Nava Palacios,Xavier Nava Palacios,Xavier Nava Palacios,,,,,,,,,Xavier Nava Palacios,,Xavier Nava Palacios,,,,male,,"",,Xavier,,Xavier Nava Palacios,,,,,,,,navaslp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q51816757,Clemente Castañeda Hoeflich,Clemente Castañeda Hoeflich,Clemente Castañeda Hoeflich,,,,,,,,,Clemente Castañeda Hoeflich,,Clemente Castañeda Hoeflich,,,,male,,1972-03-11,,Clemente,,Clemente Castañeda Hoeflich,,,,,,,,ClementeCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q52172885,,Santiago Taboada Cortina,Santiago Taboada Cortina,,,,,,,,,Santiago Taboada Cortina,,Santiago Taboada Cortina,,,https://upload.wikimedia.org/wikipedia/commons/e/e7/Santiago_Taboada.jpg,male,,1985-10-14,,Santiago,,Santiago Taboada Cortina,,,,,,,,STaboadaMx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q52550271,,Alex Le Baron González,Alex Le Baron González,,,,,,,,,Alex Le Baron González,,Alex Le Baron González,,,,male,,1980-07-14,,Alex,,Alex Le Baron González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5399354,Alicia Ricalde Magaña,Alicia Ricalde Magaña,Alicia Ricalde Magaña,,Alicia Ricalde Magaña,Alicia Ricalde Magaña,Alicia Ricalde Magaña,Alicia Ricalde Magaña,Alicia Ricalde Magaña,Alicia Ricalde Magaña,Alicia Ricalde Magaña,Alicia Ricalde Magaña,Alicia Ricalde Magaña,Alicia Ricalde Magaña,,,,female,,1965-11-10,,Alicia,,Alicia Ricalde Magaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alicia Ricalde Magaña,,,,,,,,,,,,,,,,,,,,
Q5406856,Eufrosina Cruz,Eufrosina Cruz,Eufrosina Crus,,Eufrosina Cruz,,,,,Eufrosina Cruz,Eufrosina Cruz Mendoza,Eufrosina Crus,Eufrosina Cruz,Eufrosina Cruz,,,,female,,1979-01-01,,Eufrosina,,Eufrosina Cruz,Eufrosina Cruz,,,,,,,,,,Cruz,,Eufrosina Cruz,,,,,,Eufrosina Cruz,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eufrosina Crus,,,,,,,,,,,,,,,,,,,,
Q5440988,Federico Döring,Federico Döring,Federico Döring Casar,,Federico Döring,Federico Döring,Federico Döring,Federico Döring,Federico Döring,Federico Döring,Federico Döring,Federico Döring Casar,Federico Döring,Federico Döring,,,,male,,1971-09-13,,Federico,,Federico Döring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federico Döring Casar,,,,,,,,,,,,,,,,,,,,
Q5444644,Fernando Castro Trenti,Fernando Castro Trenti,Fernando Castro Trenti,,Fernando Castro Trenti,Fernando Castro Trenti,Fernando Castro Trenti,Fernando Castro Trenti,Fernando Castro Trenti,Fernando Castro Trenti,Fernando Castro Trenti,Fernando Castro Trenti,Fernando Castro Trenti,Fernando Castro Trenti,,,https://upload.wikimedia.org/wikipedia/commons/8/8f/Castro_Trenti_(17150600019)_(cropped).jpg,male,,1955,,Fernando,,Fernando Jorge Castro Trenti,,,,,,,,,,,Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,فرناندو كاسترو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Castro Trenti,,,,,,,,,,,,,,,,,,,,
Q5445014,Fernando de las Fuentes,Fernando de las Fuentes,Fernando de las Fuentes,,Fernando de las Fuentes,,,,,Fernando de las Fuentes,Fernando de las Fuentes,Fernando de las Fuentes,Fernando de las Fuentes,,,,https://upload.wikimedia.org/wikipedia/commons/5/5d/Fernando_De_Las_Fuentes.jpg,male,,1960-08-07,,Fernando,,Fernando De las Fuentes,Fernando de las Fuentes,,,Fernando de las Fuentes,,,,,Fernando de las Fuentes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando de las Fuentes,,,,,,,,,,,,,,,,,,,,
Q5460225,Flor Ayala,Flor Ayala Robles Linares,Flor Ayala,,Flor Ayala,Flor Ayala,Flor Ayala,Flor Ayala,Flor Ayala,Flor Ayala,Flor Ayala,Flor Ayala,Flor Ayala,Flor Ayala,,,https://upload.wikimedia.org/wikipedia/commons/6/6d/Flor_Ayala_Robles_Linares.jpg,female,,1972-04-22,,Flor,,Flor Ayala,,,,,,,,,,,,Category:Flor Ayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flor Ayala,,,,,,,,,,,,,,,,,,,,
Q5475632,Martí Batres,Martí Batres,Martí Batres Guadarrama,,Martí Batres Guadarrama,Martí Batres Guadarrama,Martí Batres Guadarrama,Martí Batres Guadarrama,Martí Batres Guadarrama,Martí Batres,Martí Batres Guadarrama,Martí Batres Guadarrama,Martí Batres,Martí Batres Guadarrama,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/Martí_Batres_Guadarrama.JPG,male,103026166,1967-01-26,/m/0zc1jll,Martí,,Martí Batres,,,,,,,,martibatres,,,,Category:Martí Batres Guadarrama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,marti.batresguadarrama,no2009180571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martí Batres Guadarrama,0000 0000 7292 4297,मार्ती बैट्रेस,,,,,,,,,,,,,,,,,,
Q5486850,René Cervera García,René Cervera García,René Cervera García,,René Cervera García,René Cervera García,René Cervera García,René Cervera García,René Cervera García,,René Cervera García,René Cervera García,,René Cervera García,,,,male,,1959-10-16,,René,,René Cervera García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,René Cervera García,0000 0000 7379 6098,,,,,,,,,,,,,,,,,,,
Q5488990,Agustín Basave Benítez,Agustín Basave Benítez,Agustín Basave Benítez,,Agustín Basave Benítez,,,,,,Agustín Basave Benítez,Agustín Basave Benítez,Agustín Basave Benítez,Agustín Basave Benítez,,,,male,,1958-09-21,,Agustín,,Agustín Basave Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agustín Basave Benítez,,,,,,,,,,,,,,,,,,,,
Q55098099,,,Yasmín Copete Zapot,,,,,,,,,Yasmín Copete Zapot,,Yasmín Copete Zapot,,,,female,,,,,,Yasmín Copete Zapot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5650453,Martha Hilda González Calderón,Martha Hilda González Calderón,Martha Hilda González Calderón,,Martha Hilda González Calderón,Martha Hilda González Calderón,Martha Hilda González Calderón,Martha Hilda González Calderón,Martha Hilda González Calderón,Martha Hilda González Calderón,Martha Hilda González Calderón,Martha Hilda González Calderón,Martha Hilda González Calderón,Martha Hilda González Calderón,,,,female,,1965-08-13,/m/0125zzgn,Martha,,Martha Hilda González Calderón,,,,,,,,Martha_Hilda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,marthahildagc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martha Hilda González Calderón,,,,,,,,,,,,,,,,,,,,
Q5658070,Adolfo Mota Hernández,Adolfo Mota Hernández,Adolfo Mota Hernández,,Adolfo Mota Hernández,Adolfo Mota Hernández,Adolfo Mota Hernández,Adolfo Mota Hernández,Adolfo Mota Hernández,Adolfo Mota Hernández,Adolfo Mota Hernández,Adolfo Mota Hernández,Adolfo Mota Hernández,Adolfo Mota Hernández,,,,male,,1976-01-31,,Adolfo,,Adolfo Mota Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adolfo Mota Hernández,,,,,,,,,,,,,,,,,,,,
Q5658088,Adolfo Orive Bellinger,Adolfo Orive Bellinger,Adolfo Orive Bellinger,,Adolfo Orive Bellinger,Adolfo Orive Bellinger,Adolfo Orive Bellinger,Adolfo Orive Bellinger,Adolfo Orive Bellinger,Adolfo Orive Bellinger,Adolfo Orive Bellinger,Adolfo Orive Bellinger,Adolfo Orive Bellinger,Adolfo Orive Bellinger,,,,male,,1940-08-13,,Adolfo,,Adolfo Orive Bellinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adolfo Orive Bellinger,,,,,,,,,,,,,,,,,,,,
Q5658341,Adriana González Carrillo,Adriana González Carrillo,Adriana González Carrillo,,Adriana González Carrillo,Adriana González Carrillo,Adriana González Carrillo,Adriana González Carrillo,Adriana González Carrillo,Adriana González Carrillo,Adriana González Carrillo,Adriana González Carrillo,Adriana González Carrillo,Adriana González Carrillo,,,https://upload.wikimedia.org/wikipedia/commons/6/65/Adriana_Gonzalez_Carrillo_oficial.jpg,female,,1975-03-16,,Adriana,,Adriana González Carrillo,,,,,,,,,,,González,Category:Adriana González Carrillo,,,,,,,,,,Adriana González Carrillo,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,Adriana González Carriellu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriana González Carrillo,,,Adriana González Carriellu,,,,,,,,,,,,,,,,,
Q5658386,Adriana Terrazas Porras,Adriana Terrazas Porras,Adriana Terrazas Porras,,Adriana Terrazas Porras,Adriana Terrazas Porras,Adriana Terrazas Porras,Adriana Terrazas Porras,Adriana Terrazas Porras,,Adriana Terrazas Porras,Adriana Terrazas Porras,Adriana Terrazas Porras,Adriana Terrazas Porras,,,,female,,1966-03-26,,Adriana,,Adriana Terrazas Porras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriana Terrazas Porras,,,,,,,,,,,,,,,,,,,,
Q5664630,Aleida Alavez Ruiz,Aleida Alavez Ruiz,Aleida Alavez Ruiz,,Aleida Alavez Ruiz,Aleida Alavez Ruiz,Aleida Alavez Ruiz,Aleida Alavez Ruiz,Aleida Alavez Ruiz,Aleida Alavez Ruiz,Aleida Alavez Ruiz,Aleida Alavez Ruiz,Aleida Alavez Ruiz,Aleida Alavez Ruiz,,,https://upload.wikimedia.org/wikipedia/commons/6/6c/Aleida_Alavez.jpg,female,,1974-01-10,,Aleida,,Aleida Alavez Ruiz,Aleida Alavez Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleida Alavez Ruiz,,,,,,,,,,,,,,,,,,,,
Q5665275,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,,,"https://upload.wikimedia.org/wikipedia/commons/2/2e/Reunión_con_el_Gobernador_Electo_del_Estado_de_Campeche,_Alejandro_Moreno_Cárdenas.jpg",male,,1975-04-25,,Alejandro,,Alejandro Moreno Cárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandro Moreno Cárdenas,,,,,,,,,,,,,,,,,,,,
Q5665530,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,,,,male,,1960-08-26,,Alejandro,,Alejandro Sánchez Camacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandro Sánchez Camacho,,,,,,,,,,,,,,,,,,,,
Q5668133,,Alfredo del Mazo Maza,Alfredo del Mazo Maza,,Alfredo del Mazo Maza,,,,,Alfredo del Mazo Maza,,Alfredo del Mazo Maza,Alfredo del Mazo Maza,Alfredo del Mazo Maza,,,https://upload.wikimedia.org/wikipedia/commons/3/3a/Alfredo_del_Mazo_Maza_en_2017.jpg,male,,1978-12-05,,,,Alfredo del Mazo Maza,Alfredo del Mazo Maza,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.alfredodelmazo.com/,,,,,,,,,,,,,,,politician,,AlfredoDelMazoMx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfredo del Mazo Maza,,,,,,,,,,,,,,,,,,,,
Q5669529,Carolina Viggiano,Carolina Viggiano,Alma Carolina Viggiano Austria,,Alma Carolina Viggiano Austria,Alma Carolina Viggiano Austria,Alma Carolina Viggiano Austria,Alma Carolina Viggiano Austria,Alma Carolina Viggiano Austria,,Alma Carolina Viggiano Austria,Alma Carolina Viggiano Austria,Carolina Viggiano,Carolina Viggiano Austria,,,https://upload.wikimedia.org/wikipedia/commons/2/2d/ACVATwitter.jpg,female,,1968-07-06,,Alma,,Carolina Viggiano Austria,,,,,,,,,,,Viggiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alma Carolina Viggiano Austria,,,,,,,,,,,,,,,,,,,,
Q5672701,Amira Gómez Tueme,Amira Gómez Tueme,Amira Gómez Tueme,,Amira Gómez Tueme,Amira Gómez Tueme,Amira Gómez Tueme,Amira Gómez Tueme,Amira Gómez Tueme,Amira Gómez Tueme,Amira Gómez Tueme,Amira Gómez Tueme,Amira Griselda Gómez,Amira Gómez Tueme,,,,female,,1954-09-21,,Amira,,Amira Griselda Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amira Gómez Tueme,,,,,,,,,,,,,,,,,,,,
Q5675721,Andrés Eloy Martínez,Andrés Eloy Martínez,"Andrés Eloy Martínez Rojas,",,Andrés Eloy Martínez Rojas,,,,,Andrés Eloy Martínez,"Andrés Eloy Martínez Rojas,","Andrés Eloy Martínez Rojas,",Andrés Eloy Martínez,Andrés Eloy Martínez Rojas,,,,male,,1963-06-23,,Andrés,,Andrés Eloy Martínez,,,,,,,,,,,,Category:Andrés Eloy Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrés Eloy Martínez Rojas,",,,,,,,,,,,,,,,,,,,,
Q5676914,,Angélica Moya Marín,Angélica Moya Marín,,Angélica Moya Marín,,,,,,,Angélica Moya Marín,,Angélica Moya Marín,,,,female,,"",,Angélica,,Angélica Moya Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angélica Moya Marín,,,,,,,,,,,,,,,,,,,,
Q5680996,Luis Alberto Villarreal,Luis Alberto Villarreal,Luis Alberto Villarreal García,,Luis Alberto Villarreal García,Luis Alberto Villarreal García,Luis Alberto Villarreal García,Luis Alberto Villarreal García,Luis Alberto Villarreal García,Luis Alberto Villarreal,Luis Alberto Villarreal García,Luis Alberto Villarreal García,Luis Alberto Villarreal,Luis Alberto Villarreal García,,,,male,,1974-11-11,,Luis Alberto,,Luis Alberto Villarreal,,,,,,,,,,,Villareal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Alberto Villarreal García,,,,,,,,,,,,,,,,,,,,
Q5695097,Fernando Rodríguez Doval,Fernando Rodríguez Doval,Fernando Rodríguez Doval,,Fernando Rodríguez Doval,Fernando Rodríguez Doval,Fernando Rodríguez Doval,Fernando Rodríguez Doval,Fernando Rodríguez Doval,,Fernando Rodríguez Doval,Fernando Rodríguez Doval,Fernando Rodríguez Doval,Fernando Rodríguez Doval,,,https://upload.wikimedia.org/wikipedia/commons/b/b8/FERNANDO_RODRIGUEZ_DOVAL.jpg,male,,1980-04-29,,Fernando,,Fernando Rodríguez Doval,,,,,,,,,,,Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Rodríguez Doval,,,,,,,,,,,,,,,,,,,,
Q5703388,Areli Madrid Tovilla,Areli Madrid Tovilla,Arely Madrid Tovilla,,Arely Madrid Tovilla,,,,,,Arely Madrid Tovilla,Arely Madrid Tovilla,Areli Madrid Tovilla,Arely Madrid Tovilla,,,,female,,1952-02-18,,,,Areli Madrid Tovilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arely Madrid Tovilla,,,,,,,,,,,,,,,,,,,,
Q5749523,Carlos Aceves del Olmo,Carlos Aceves del Olmo,Carlos Aceves del Olmo,,Carlos Aceves del Olmo,,,,,,Carlos Aceves del Olmo,Carlos Aceves del Olmo,Carlos Humberto Aceves,Carlos Aceves del Olmo,,,https://upload.wikimedia.org/wikipedia/commons/5/52/Carlos_Aceves_del_Olmo_ABRIL_2017.jpg,male,,1940-11-05,,Carlos,,Carlos Humberto Aceves,Carlos Aceves del Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Aceves del Olmo,,,,,,,,,,,,,,,,,,,,
Q5771741,Claudia Corichi García,Claudia Corichi García,Claudia Corichi García,,Claudia Corichi García,,,,,Claudia Corichi García,Claudia Corichi García,Claudia Corichi García,Claudia Corichi García,Claudia Corichi García,,,https://upload.wikimedia.org/wikipedia/commons/8/82/CCorichi.jpg,female,60285744,1974-05-20,/m/0zrnd1y,Claudia,,Claudia Corichi García,,,,,,,,ClaudiaCorichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133970183,,Claudia Corichi García,,,Claudia Corichi García,,,,,,,,,,,,,,,,,
Q5791520,Cristina Ruiz Sandoval,Cristina Ruiz Sandoval,Cristina Ruiz Sandoval,,Cristina Ruiz Sandoval,,,,,Cristina Ruiz Sandoval,Cristina Ruiz Sandoval,Cristina Ruiz Sandoval,Cristina Ruiz Sandoval,Cristina Ruiz Sandoval,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/Cristina_Ruiz_(cropped).jpg,female,,1972-10-23,,Cristina,,Cristina Ruiz Sandoval,,,,,,,,,,Cristina Ruiz Sandoval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristina Ruiz Sandoval,,,Cristina Ruiz Sandoval,,,,,,,,,,,,,,,,,
Q5800085,David Jiménez Rumbo,David Jiménez Rumbo,David Jiménez Rumbo,,David Jiménez Rumbo,,,,,David Jiménez Rumbo,David Jiménez Rumbo,David Jiménez Rumbo,David Jiménez Rumbo,David Jiménez Rumbo,,,,male,,1970-11-27,,David,,David Jiménez Rumbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Jiménez Rumbo,,,,,,,,,,,,,,,,,,,,
Q5800316,David Sánchez Guevara,David Sánchez Guevara,David Ricardo Sánchez Guevara,,David Ricardo Sánchez Guevara,,,,,,David Ricardo Sánchez Guevara,David Ricardo Sánchez Guevara,David Sánchez Guevara,David Ricardo Sánchez Guevara,,,,male,,1974-12-29,/m/012g46kd,David,,David Ricardo Sánchez Guevara,,,,,,,,davidsanchezg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,DavidSanchezGuevara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Ricardo Sánchez Guevara,,,,,,,,,,,,,,,,,,,,
