party,party_id,term,id,sort_name,source,area,area_id,name,image,email
Partido Revolucionario Institucional,PRI,63,2015-299,Anaya Mota Claudia Edith,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=299,Zacatecas 3,ocd-division/country:mx/entidad:zacatecas/distrito:3,Claudia Edith Anaya Mota,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/119_FOTO_CHICA.jpg,claudia.anaya@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-3,López Martín Jorge,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=3,Aguascalientes 3,ocd-division/country:mx/entidad:aguascalientes/distrito:3,Jorge López Martín,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/201_FOTO_CHICA.jpg,jorge.lopez@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-30,Ávila Serna María,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=30,Chihuahua 3,ocd-division/country:mx/entidad:chihuahua/distrito:3,María Ávila Serna,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/239_FOTO_CHICA.jpg,maria.avila@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-300,Guerrero Esquivel Araceli,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=300,Zacatecas 4,ocd-division/country:mx/entidad:zacatecas/distrito:4,Araceli Guerrero Esquivel,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/129_FOTO_CHICA.jpg,araceli.guerrero@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-302,Talavera Hernández María Eloísa,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=302,Baja California 1,ocd-division/country:mx/entidad:baja-california/circunscripción:1,María Eloísa Talavera Hernández,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/446_FOTO_CHICA.jpg,maria.talavera@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-303,Rodríguez Torres Luis Agustín,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=303,Sonora 1,ocd-division/country:mx/entidad:sonora/circunscripción:1,Luis Agustín Rodríguez Torres,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/435_FOTO_CHICA.jpg,luis.rodriguez@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-304,Lizárraga Figueroa Teresa de Jesús,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=304,Sonora 1,ocd-division/country:mx/entidad:sonora/circunscripción:1,Teresa de Jesús Lizárraga Figueroa,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/430_FOTO_CHICA.jpg,teresa.lizarraga@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-305,Corral Estrada Herminio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=305,Baja California Sur 1,ocd-division/country:mx/entidad:baja-california-sur/circunscripción:1,Herminio Corral Estrada,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/411_FOTO_CHICA.jpg,herminio.corral@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-306,Arámbula Meléndez Mariana,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=306,Jalisco 1,ocd-division/country:mx/entidad:jalisco/circunscripción:1,Mariana Arámbula Meléndez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/445_FOTO_CHICA.jpg,mariana.arambula@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-307,Barraza López José Teodoro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=307,Baja California 1,ocd-division/country:mx/entidad:baja-california/circunscripción:1,José Teodoro Barraza López,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/449_FOTO_CHICA.jpg,jose.barraza@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-308,Vega Olivas Nadia Haydee,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=308,Sinaloa 1,ocd-division/country:mx/entidad:sinaloa/circunscripción:1,Nadia Haydee Vega Olivas,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/417_FOTO_CHICA.jpg,nadia.vega@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-31,Terrazas Porras Adriana,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=31,Chihuahua 4,ocd-division/country:mx/entidad:chihuahua/distrito:4,Adriana Terrazas Porras,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/118_FOTO_CHICA.jpg,adriana.terrazas@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-310,Jiménez Márquez Martha Cristina,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=310,Chihuahua 1,ocd-division/country:mx/entidad:chihuahua/circunscripción:1,Martha Cristina Jiménez Márquez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/489_FOTO_CHICA.jpg,martha.jimenez@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-311,Valenzuela Armas Rafael,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=311,Nayarit 1,ocd-division/country:mx/entidad:nayarit/circunscripción:1,Rafael Valenzuela Armas,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/455_FOTO_CHICA.jpg,rafael.valenzuela@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-312,Cruz Blackledge Gina Andrea,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=312,Baja California 1,ocd-division/country:mx/entidad:baja-california/circunscripción:1,Gina Andrea Cruz Blackledge,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/433_FOTO_CHICA.jpg,gina.cruz@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-313,Cortés Berumen José Hernán,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=313,Jalisco 1,ocd-division/country:mx/entidad:jalisco/circunscripción:1,José Hernán Cortés Berumen,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/419_FOTO_CHICA.jpg,jose.cortes@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-314,López Gutiérrez David Epifanio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=314,Sinaloa 1,ocd-division/country:mx/entidad:sinaloa/circunscripción:1,David Epifanio López Gutiérrez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/318_FOTO_CHICA.jpg,david.lopez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-315,Ponce Beltrán Esthela de Jesús,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=315,Baja California Sur 1,ocd-division/country:mx/entidad:baja-california-sur/circunscripción:1,Esthela de Jesús Ponce Beltrán,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/305_FOTO_CHICA.jpg,esthela.ponce@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-316,Jackson Ramírez Jesús Enrique,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=316,Sinaloa 1,ocd-division/country:mx/entidad:sinaloa/circunscripción:1,Jesús Enrique Jackson Ramírez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/278_FOTO_CHICA.jpg,jesus.jackson@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-317,Tamayo Morales Martha Sofía,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=317,Sinaloa 1,ocd-division/country:mx/entidad:sinaloa/circunscripción:1,Martha Sofía Tamayo Morales,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/319_FOTO_CHICA.jpg,martha.tamayo@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-318,Yerena Zambrano Rafael,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=318,Jalisco 1,ocd-division/country:mx/entidad:jalisco/circunscripción:1,Rafael Yerena Zambrano,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/295_FOTO_CHICA.jpg,rafael.yerena@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-32,Meléndez Ortega Juan Antonio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=32,Chihuahua 5,ocd-division/country:mx/entidad:chihuahua/distrito:5,Juan Antonio Meléndez Ortega,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/252_FOTO_CHICA.jpg,juan.melendez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-320,García Ayala Marco Antonio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=320,Baja California 1,ocd-division/country:mx/entidad:baja-california/circunscripción:1,Marco Antonio García Ayala,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/314_FOTO_CHICA.jpg,marco.garcia@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-321,Beltrones Sánchez Sylvana,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=321,Sonora 1,ocd-division/country:mx/entidad:sonora/circunscripción:1,Sylvana Beltrones Sánchez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/323_FOTO_CHICA.jpg,sylvana.beltrones@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-322,Santillán Oceguera Francisco Javier,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=322,Jalisco 1,ocd-division/country:mx/entidad:jalisco/circunscripción:1,Francisco Javier Santillán Oceguera,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/303_FOTO_CHICA.jpg,francisco.santillan@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-323,Sánchez Arredondo Nancy Guadalupe,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=323,Baja California 1,ocd-division/country:mx/entidad:baja-california/circunscripción:1,Nancy Guadalupe Sánchez Arredondo,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/285_FOTO_CHICA.jpg,nancy.sanchez@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-324,Acosta Naranjo Guadalupe,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=324,Nayarit 1,ocd-division/country:mx/entidad:nayarit/circunscripción:1,Guadalupe Acosta Naranjo,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/484_FOTO_CHICA.jpg,guadalupe.acosta@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-325,Aragón Castillo Hortensia,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=325,Chihuahua 1,ocd-division/country:mx/entidad:chihuahua/circunscripción:1,Hortensia Aragón Castillo,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/375_FOTO_CHICA.jpg,hortensia.aragon@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-326,Sesma Suárez Jesús,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=326,Jalisco 1,ocd-division/country:mx/entidad:jalisco/circunscripción:1,Jesús Sesma Suárez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/428_FOTO_CHICA.jpg,jesus.sesma@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-327,Corona Valdés Lorena,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=327,Durango 1,ocd-division/country:mx/entidad:durango/circunscripción:1,Lorena Corona Valdés,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/402_FOTO_CHICA.jpg,lorena.corona@congreso.gob.mx
Movimiento Ciudadano,MC,63,2015-328,Castañeda Hoeflich José Clemente,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=328,Jalisco 1,ocd-division/country:mx/entidad:jalisco/circunscripción:1,José Clemente Castañeda Hoeflich,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/359_FOTO_CHICA.jpg,clemente.castaneda@congreso.gob.mx
Encuentro Social,PES,63,2015-329,García Soberanes Cynthia Gissel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=329,Baja California 1,ocd-division/country:mx/entidad:baja-california/circunscripción:1,Cynthia Gissel García Soberanes,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/374_FOTO_CHICA.jpg,cynthia.garcia@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-33,Blanco Zaldívar Juan Alberto,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=33,Chihuahua 6,ocd-division/country:mx/entidad:chihuahua/distrito:6,Juan Alberto Blanco Zaldívar,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/178_FOTO_CHICA.jpg,juan.blanco@congreso.gob.mx
Movimiento Regeneración Nacional,MORENA,63,2015-330,Lomelí Bolaños Carlos,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=330,Jalisco 1,ocd-division/country:mx/entidad:jalisco/circunscripción:1,Carlos Lomelí Bolaños,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/370_FOTO_CHICA.jpg,carlos.lomeli@congreso.gob.mx
Movimiento Ciudadano,MC,63,2015-331,Mercado Sánchez Ma. Victoria,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=331,Jalisco 1,ocd-division/country:mx/entidad:jalisco/circunscripción:1,Ma. Victoria Mercado Sánchez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/364_FOTO_CHICA.jpg,victoria.mercado@congreso.gob.mx
Movimiento Ciudadano,MC,63,2015-332,Álvarez Maynez Jorge,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=332,Jalisco 1,ocd-division/country:mx/entidad:jalisco/circunscripción:1,Jorge Álvarez Maynez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/369_FOTO_CHICA.jpg,jorge.alvarez@congreso.gob.mx
Encuentro Social,PES,63,2015-333,Garzón Canchola Refugio Trinidad,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=333,Sonora 1,ocd-division/country:mx/entidad:sonora/circunscripción:1,Refugio Trinidad Garzón Canchola,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/366_FOTO_CHICA.jpg,refugio.garzon@congreso.gob.mx
Movimiento Ciudadano,MC,63,2015-334,Guerra Mota Moisés,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=334,Nayarit 1,ocd-division/country:mx/entidad:nayarit/circunscripción:1,Moisés Guerra Mota,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/367_FOTO_CHICA.jpg,moises.guerra@congreso.gob.mx
Partido Nueva Alianza,PANAL,63,2015-335,Valles Mendoza Luis Alfredo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=335,Durango 1,ocd-division/country:mx/entidad:durango/circunscripción:1,Luis Alfredo Valles Mendoza,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/384_FOTO_CHICA.jpg,luis.valles@congreso.gob.mx
Movimiento Regeneración Nacional,MORENA,63,2015-337,Cañedo Jiménez Roberto Alejandro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=337,Baja California 1,ocd-division/country:mx/entidad:baja-california/circunscripción:1,Roberto Alejandro Cañedo Jiménez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/335_FOTO_CHICA.jpg,diputadocanedo@gmail.com
Movimiento Regeneración Nacional,MORENA,63,2015-338,Cárdenas Mariscal María Antonia,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=338,Jalisco 1,ocd-division/country:mx/entidad:jalisco/circunscripción:1,María Antonia Cárdenas Mariscal,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/349_FOTO_CHICA.jpg,maria.cardenas@congreso.gob.mx
Encuentro Social,PES,63,2015-339,Ferreiro Velazco José Alfredo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=339,Baja California 1,ocd-division/country:mx/entidad:baja-california/circunscripción:1,José Alfredo Ferreiro Velazco,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/354_FOTO_CHICA.jpg,jose.ferreiro@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-34,Le Baron González Alex,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=34,Chihuahua 7,ocd-division/country:mx/entidad:chihuahua/distrito:7,Alex Le Baron González,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/245_FOTO_CHICA.jpg,alex.lebaron@congreso.gob.mx
Encuentro Social,PES,63,2015-340,Martínez Guzmán Norma Edith,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=340,Jalisco 1,ocd-division/country:mx/entidad:jalisco/circunscripción:1,Norma Edith Martínez Guzmán,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/356_FOTO_CHICA.jpg,edith.martinez@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-341,Rodríguez Dávila Alfredo Javier,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=341,Nuevo León 2,ocd-division/country:mx/entidad:nuevo-león/circunscripción:2,Alfredo Javier Rodríguez Dávila,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/443_FOTO_CHICA.jpg,alfredo.rodriguez@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-342,Enríquez Vanderkam Mayra Angélica,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=342,Guanajuato 2,ocd-division/country:mx/entidad:guanajuato/circunscripción:2,Mayra Angélica Enríquez Vanderkam,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/439_FOTO_CHICA.jpg,mayra.enriquez@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-343,Rivera Castillejos Armando Alejandro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=343,Querétaro 2,ocd-division/country:mx/entidad:querétaro/circunscripción:2,Armando Alejandro Rivera Castillejos,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/415_FOTO_CHICA.jpg,armando.rivera@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-344,Alfaro García Lorena del Carmen,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=344,Guanajuato 2,ocd-division/country:mx/entidad:guanajuato/circunscripción:2,Lorena del Carmen Alfaro García,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/459_FOTO_CHICA.jpg,lorena.alfaro@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-345,Martínez Montemayor Baltazar,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=345,Nuevo León 2,ocd-division/country:mx/entidad:nuevo-león/circunscripción:2,Baltazar Martínez Montemayor,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/444_FOTO_CHICA.jpg,baltazar.martinez@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-346,Valles Olvera Elva Lidia,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=346,Tamaulipas 2,ocd-division/country:mx/entidad:tamaulipas/circunscripción:2,Elva Lidia Valles Olvera,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/460_FOTO_CHICA.jpg,elva.valles@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-347,Flores Sosa Cesar,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=347,Coahuila 2,ocd-division/country:mx/entidad:coahuila/circunscripción:2,Cesar Flores Sosa,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/486_FOTO_CHICA.jpg,cesar.flores@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-348,Murguía Gutiérrez María Guadalupe,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=348,Querétaro 2,ocd-division/country:mx/entidad:querétaro/circunscripción:2,María Guadalupe Murguía Gutiérrez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/414_FOTO_CHICA.jpg,maria.murguia@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-349,Gama Basarte Marco Antonio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=349,San Luis Potosí 2,ocd-division/country:mx/entidad:san-luis-potosí/circunscripción:2,Marco Antonio Gama Basarte,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/463_FOTO_CHICA.jpg,marco.gama@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-35,Domínguez Domínguez Cesar Alejandro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=35,Chihuahua 8,ocd-division/country:mx/entidad:chihuahua/distrito:8,Cesar Alejandro Domínguez Domínguez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/028_FOTO_CHICA.jpg,cesar.dominguez@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-350,García García Patricia,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=350,Aguascalientes 2,ocd-division/country:mx/entidad:aguascalientes/circunscripción:2,Patricia García García,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/437_FOTO_CHICA.jpg,patricia.garcia@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-351,Cordero Lerma Leonel Gerardo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=351,Zacatecas 2,ocd-division/country:mx/entidad:zacatecas/circunscripción:2,Leonel Gerardo Cordero Lerma,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/410_FOTO_CHICA.jpg,leonel.cordero@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-352,Velázquez Valdez Brenda,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=352,Nuevo León 2,ocd-division/country:mx/entidad:nuevo-león/circunscripción:2,Brenda Velázquez Valdez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/490_FOTO_CHICA.jpg,brenda.velazquez@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-353,Salim Alle Miguel Ángel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=353,Guanajuato 2,ocd-division/country:mx/entidad:guanajuato/circunscripción:2,Miguel Ángel Salim Alle,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/416_FOTO_CHICA.jpg,miguel.salim@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-354,Osuna Carranco Karla Karina,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=354,Coahuila 2,ocd-division/country:mx/entidad:coahuila/circunscripción:2,Karla Karina Osuna Carranco,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/431_FOTO_CHICA.jpg,karla.osuna@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-355,Rendón García Cesar Augusto,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=355,Tamaulipas 2,ocd-division/country:mx/entidad:tamaulipas/circunscripción:2,Cesar Augusto Rendón García,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/481_FOTO_CHICA.jpg,cesar.rendon@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-356,Dávila Flores Jorge Enrique,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=356,Coahuila 2,ocd-division/country:mx/entidad:coahuila/circunscripción:2,Jorge Enrique Dávila Flores,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/302_FOTO_CHICA.jpg,jorge.davila@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-357,Botello Santibáñez María Bárbara,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=357,Guanajuato 2,ocd-division/country:mx/entidad:guanajuato/circunscripción:2,María Bárbara Botello Santibáñez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/306_FOTO_CHICA.jpg,maria.botello@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-358,Hinojosa Ochoa Baltazar Manuel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=358,Tamaulipas 2,ocd-division/country:mx/entidad:tamaulipas/circunscripción:2,Baltazar Manuel Hinojosa Ochoa,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/322_FOTO_CHICA.jpg,baltazar.hinojosa@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-359,Etcheverry Aranda Azul,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=359,Guanajuato 2,ocd-division/country:mx/entidad:guanajuato/circunscripción:2,Azul Etcheverry Aranda,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/329_FOTO_CHICA.jpg,maricela.etcheverry@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-36,Hermosillo Arteaga Carlos Gerardo (DECESO),http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=36,Chihuahua 9,ocd-division/country:mx/entidad:chihuahua/distrito:9,Carlos Gerardo (DECESO) Hermosillo Arteaga,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/029_FOTO_CHICA.jpg,carlos.hermosillo@congreso.gob.mx
Sin Partido,_IND,63,2015-360,Guerrero García Javier,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=360,Coahuila 2,ocd-division/country:mx/entidad:coahuila/circunscripción:2,Javier Guerrero García,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/304_FOTO_CHICA.jpg,javier.guerrero@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-361,Guerrero Coronado Delia,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=361,San Luis Potosí 2,ocd-division/country:mx/entidad:san-luis-potosí/circunscripción:2,Delia Guerrero Coronado,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/298_FOTO_CHICA.jpg,delia.guerrero@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-362,Montoya Díaz Tomás Roberto,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=362,Nuevo León 2,ocd-division/country:mx/entidad:nuevo-león/circunscripción:2,Tomás Roberto Montoya Díaz,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/315_FOTO_CHICA.jpg,tomas.montoya@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-363,Arcos Velázquez Montserrat Alicia,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=363,Tamaulipas 2,ocd-division/country:mx/entidad:tamaulipas/circunscripción:2,Montserrat Alicia Arcos Velázquez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/327_FOTO_CHICA.jpg,montserrat.arcos@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-364,Ibarra Hinojosa Álvaro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=364,Nuevo León 2,ocd-division/country:mx/entidad:nuevo-león/circunscripción:2,Álvaro Ibarra Hinojosa,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/297_FOTO_CHICA.jpg,alvaro.ibarra@congreso.gob.mx
