id,name__en,name__mt,name__nl,name__pl,name__de,name__it,name,wikipedia__en,wikipedia__it,wikipedia__mt,wikipedia__pl,gender,birth_date,given_name,name__fr,name__es,wikipedia__de,wikipedia__fr,identifier__freebase,name__pt,name__sv,wikipedia__nl,wikipedia__pt,wikipedia__sv,identifier__VIAF,identifier__GND,identifier__IMDB,name__da,wikipedia__da,identifier__LCAuth,website,identifier__EuroparlMEP,name__la,wikipedia__la,name__az,wikipedia__az,name__ga,name__ro,name__ru,name__hu,name__pt_br,name__tr,name__eo,name__lb,name__cs,name__et,name__de_ch,name__el,name__en_ca,name__en_gb,name__nb,name__lmo,name__uk,name__zh,name__io,name__fi,name__lt,name__fa,name__nn,name__id,name__ja,name__be,name__ko,wikipedia__be,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__no,wikipedia__ro,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__zh,image,identifier__parlement,name__ka,wikipedia__ka,wikipedia__commons,identifier__BNF,wikipedia__ar,name__ar,wikipedia__plwikiquote,death_date,name__he,name__oc,name__yo,name__gl,name__sr,name__ca,wikipedia__ca,wikipedia__gl,wikipedia__he,wikipedia__oc,wikipedia__sr,wikipedia__yo,twitter,facebook,identifier__SUDOC,original_wikiname,last_seen,wikipedia__be_x_old,name__be_tarask,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cy,name__de_at,name__eu,name__frc,name__frp,name__fur,name__gd,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__italian_cod,wikipedia__scn,identifier__ISNI,identifier__FAST,name__bg,name__zh_hk,name__zh_cn,name__is,wikipedia__bg,wikipedia__is,wikipedia__lv,name__zh_hans,name__zh_hant,name__zh_sg,name__zh_tw,name__ilo,wikipedia__ilo,family_name,identifier__britishmuseum,identifier__NTA,identifier__NLAtrove,identifier__Oxforddnb,identifier__NPG,identifier__AuDB,identifier__hansard,wikipedia__nn,identifier__Munzinger,name__sl,name__uz,wikipedia__sl,wikipedia__uz,identifier__Britannica,name__mr,wikipedia__an,wikipedia__ast,wikipedia__cy,wikipedia__mr,name__hi,wikipedia__hi,identifier__GNC,identifier__GTAA,identifier__PACE,wikipedia__hsb,name__hsb,occupation,name__dsb,name__jv,name__pdc,name__sh,name__stq,name__tl,name__war,name__qu,wikipedia__qu,name__tt,identifier__snac,identifier__youtube,identifier__wikitree,wikipedia__simple,name__fo,name__kl,name__egl,name__eml,wikipedia__br,wikipedia__itwikiquote,identifier__BAV,name__kn,identifier__national_archives,identifier__catholic_hierarchy,wikipedia__eu,identifier__ne_se,identifier__SELIBR,wikipedia__sk,identifier__google_plus,instagram,identifier__bigenc_ru,identifier__OLID,name__ty,identifier__rush,noble_title,wikipedia__af,identifier__CONOR,name__ee,identifier__NKC
Q37860981,Anthony Agius Decelis,,Anthony Agius Decelis,,Anthony Agius Decelis,Anthony Agius Decelis,Anthony Agius Decelis,,,,,male,,Anthony,Anthony Agius Decelis,Anthony Agius Decelis,,,,Anthony Agius Decelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agius Decelis,,,,,,,,,,Anthony Agius Decelis,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37860993,Karol Aquilina,,Karol Aquilina,,Karol Aquilina,Karol Aquilina,Karol Aquilina,,,,,male,,Karol,Karol Aquilina,Karol Aquilina,,,,Karol Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aquilina,,,,,,,,,,Karol Aquilina,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861005,Clayton Bartolo,,Clayton Bartolo,,Clayton Bartolo,Clayton Bartolo,Clayton Bartolo,,,,,male,,Clayton,Clayton Bartolo,Clayton Bartolo,,,,Clayton Bartolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bartolo,,,,,,,,,,Clayton Bartolo,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861023,Ivan Bartolo,,Ivan Bartolo,,Ivan Bartolo,Ivan Bartolo,Ivan Bartolo,,,,,male,,Ivan,Ivan Bartolo,Ivan Bartolo,,,,Ivan Bartolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bartolo,,,,,,,,,,Ivan Bartolo,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861035,Anthony Bezzina,,Anthony Bezzina,,Anthony Bezzina,Anthony Bezzina,Anthony Bezzina,,,,,male,,Anthony,Anthony Bezzina,Anthony Bezzina,,,,Anthony Bezzina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bezzina,,,,,,,,,,Anthony Bezzina,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861044,Byron Camilleri,,Byron Camilleri,,Byron Camilleri,Byron Camilleri,Byron Camilleri,,,,,male,,Byron,Byron Camilleri,Byron Camilleri,,,,Byron Camilleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camilleri,,,,,,,,,,Byron Camilleri,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861054,Clint Camilleri,,Clint Camilleri,,Clint Camilleri,Clint Camilleri,Clint Camilleri,,,,,male,,Clint,Clint Camilleri,Clint Camilleri,,,,Clint Camilleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camilleri,,,,,,,,,,Clint Camilleri,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861067,Justyne Caruana,,Justyne Caruana,,Justyne Caruana,Justyne Caruana,Justyne Caruana,Justyne Caruana,,,,female,,Justyne,Justyne Caruana,Justyne Caruana,Wikipedia:Artikelwerkstatt/Friedjof/Justyne Caruana,,,Justyne Caruana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justyne Caruana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caruana,,,,,,,,,,Justyne Caruana,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861077,Rosianne Cutajar,,Rosianne Cutajar,,Rosianne Cutajar,Rosianne Cutajar,Rosianne Cutajar,Rosianne Cutajar,,,,female,,Rosianne,Rosianne Cutajar,Rosianne Cutajar,,,,Rosianne Cutajar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cutajar,,,,,,,,,,Rosianne Cutajar,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861089,Deo Debattista,,Deo Debattista,,Deo Debattista,Deo Debattista,Deo Debattista,,,,,male,,Deo,Deo Debattista,Deo Debattista,,,,Deo Debattista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debattista,,,,,,,,,,Deo Debattista,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861103,Jean Pierre Debono,,Jean Pierre Debono,,Jean Pierre Debono,Jean Pierre Debono,Jean Pierre Debono,,,,,male,,Jean-Pierre,Jean Pierre Debono,Jean Pierre Debono,,,,Jean Pierre Debono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debono,,,,,,,,,,Jean Pierre Debono,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861118,Kristy Debono,,Kristy Debono,,Kristy Debono,Kristy Debono,Kristy Debono,Kristy Debono,,,,female,,Kristy,Kristy Debono,Kristy Debono,,,,Kristy Debono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristy Debono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debono,,,,,,,,,,Kristy Debono,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861132,Maria Deguara,,Maria Deguara,,Maria Deguara,Maria Deguara,Maria Deguara,Maria Deguara,,,,female,1949-09,Maria,Maria Deguara,Maria Deguara,,,,Maria Deguara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deguara,,,,,,,,,,Maria Deguara,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861149,Michael Farrugia,,Michael Farrugia,,Michael Farrugia,Michael Farrugia,Michael Farrugia,,,,,male,,Michael,Michael Farrugia,Michael Farrugia,,Michael Farrugia,,Michael Farrugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dr_micfarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farrugia,,,,,,,,,,Michael Farrugia,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861162,Julia Farrugia Portelli,,Julia Farrugia Portelli,,Julia Farrugia Portelli,Julia Farrugia Portelli,Julia Farrugia Portelli,Julia Farrugia Portelli,,,,female,,Julia,Julia Farrugia Portelli,Julia Farrugia Portelli,,,,Julia Farrugia Portelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farrugia Portelli,,,,,,,,,,Julia Farrugia Portelli,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861176,Karl Gouder,,Karl Gouder,,Karl Gouder,Karl Gouder,Karl Gouder,,,,,male,,Karl,Karl Gouder,Karl Gouder,,,,Karl Gouder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gouder,,,,,,,,,,Karl Gouder,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861189,Claudio Grech,,Claudio Grech,,Claudio Grech,Claudio Grech,Claudio Grech,,,,,male,,Claudio,Claudio Grech,Claudio Grech,,,,Claudio Grech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grech,,,,,,,,,,Claudio Grech,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861203,Etienne Grech,,Etienne Grech,,Etienne Grech,Etienne Grech,Etienne Grech,,,,,male,,Etienne,Etienne Grech,Etienne Grech,,,,Etienne Grech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grech,,,,,,,,,,Etienne Grech,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861219,Clifton Grima,,Clifton Grima,,Clifton Grima,Clifton Grima,Clifton Grima,,,,,male,,Clifton,Clifton Grima,Clifton Grima,,,,Clifton Grima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grima,,,,,,,,,,Clifton Grima,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861230,Silvio Grixti,,Silvio Grixti,,Silvio Grixti,Silvio Grixti,Silvio Grixti,,,,,male,,Silvio,Silvio Grixti,Silvio Grixti,,,,Silvio Grixti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grixti,,,,,,,,,,Silvio Grixti,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861244,Josè Herrera,Josè Herrera,Josè Herrera,,Josè Herrera,Josè Herrera,Josè Herrera,,,Josè Herrera,,male,,Jose,Josè Herrera,Josè Herrera,,,,Josè Herrera,,,,,,,,,,,,,,,,,,,Жозе Эррера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josè Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herrera,,,,,,,,,,Josè Herrera,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861255,Alex Muscat,,Alex Muscat,,Alex Muscat,Alex Muscat,Alex Muscat,,,,,male,,Alex,Alex Muscat,Alex Muscat,,,,Alex Muscat,,,,,,,,,,,,,,,,,,,Алекс Мускат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muscat,,,,,,,,,,Alex Muscat,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861267,Marthese Portelli,,Marthese Portelli,,Marthese Portelli,Marthese Portelli,Marthese Portelli,,,,,male,,Marthese,Marthese Portelli,Marthese Portelli,,,,Marthese Portelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portelli,,,,,,,,,,Marthese Portelli,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861279,Anton Refalo,,Anton Refalo,,Anton Refalo,Anton Refalo,Anton Refalo,,,,,male,,Anton,Anton Refalo,Anton Refalo,,,,Anton Refalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refalo,,,,,,,,,,Anton Refalo,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861292,Hermann Schiavone,,Hermann Schiavone,,Hermann Schiavone,Hermann Schiavone,Hermann Schiavone,,,,,male,,Hermann,Hermann Schiavone,Hermann Schiavone,,,,Hermann Schiavone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schiavone,,,,,,,,,,Hermann Schiavone,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861307,Stephen Spiteri,,Stephen Spiteri,,Stephen Spiteri,Stephen Spiteri,Stephen Spiteri,,,,,male,,Stephen,Stephen Spiteri,Stephen Spiteri,,,,Stephen Spiteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spiteri,,,,,,,,,,Stephen Spiteri,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861319,David Stellini,,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,,,,,male,,David,David Stellini,David Stellini,,,,David Stellini,David Stellini,,,,,,,David Stellini,,,,,,,,,David Stellini,David Stellini,,David Stellini,David Stellini,,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,,David Stellini,David Stellini,David Stellini,,,,David Stellini,David Stellini,,,David Stellini,David Stellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Stellini,,David Stellini,,David Stellini,,,,,,,,,,,,,,David Stellini,David Stellini,David Stellini,David Stellini,,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,,,David Stellini,David Stellini,David Stellini,,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,,David Stellini,David Stellini,,,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,David Stellini,,David Stellini,David Stellini,David Stellini,David Stellini,,,,,,,,David Stellini,,,,,,,,,,Stellini,,,,,,,,,,David Stellini,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,David Stellini,David Stellini,,,,,,,,,,,,,,,David Stellini,,,,,,
Q37861332,Edwin Vassallo,,Edwin Vassallo,,Edwin Vassallo,Edwin Vassallo,Edwin Vassallo,,,,,male,,Edwin,Edwin Vassallo,Edwin Vassallo,,,,Edwin Vassallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vassallo,,,,,,,,,,Edwin Vassallo,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861343,Edward Zammit Lewis,,Edward Zammit Lewis,,Edward Zammit Lewis,Edward Zammit Lewis,Edward Zammit Lewis,,,,,male,,Edward,Edward Zammit Lewis,Edward Zammit Lewis,,,,Edward Zammit Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zammit Lewis,,,,,,,,,,Edward Zammit Lewis,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37861353,Stefan Zrinzo Azzopardi,,Stefan Zrinzo Azzopardi,,Stefan Zrinzo Azzopardi,Stefan Zrinzo Azzopardi,Stefan Zrinzo Azzopardi,,,,,male,,Stefan,Stefan Zrinzo Azzopardi,Stefan Zrinzo Azzopardi,,,,Stefan Zrinzo Azzopardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zrinzo Azzopardi,,,,,,,,,,Stefan Zrinzo Azzopardi,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q38220741,Ian Borg,,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,,,,,male,,Ian,Ian Borg,Ian Borg,,,,Ian Borg,Ian Borg,,,,,,,Ian Borg,,,,,,,,,Ian Borg,Ian Borg,Иан Борг,Ian Borg,Ian Borg,,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,,Ian Borg,Ian Borg,Ian Borg,,,,Ian Borg,Ian Borg,,,Ian Borg,Ian Borg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ian Borg,,Ian Borg,,Ian Borg,,,,,,,,,,,,,,Ian Borg,Ian Borg,Ian Borg,Ian Borg,,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,,,Ian Borg,Ian Borg,Ian Borg,,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,,Ian Borg,Ian Borg,,,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,Ian Borg,,Ian Borg,Ian Borg,Ian Borg,Ian Borg,,,,,,,,Ian Borg,,,,,,,,,,Borg,,,,,,,,,,Ian Borg,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,Ian Borg,Ian Borg,,,,,,,,,,,,,,,,,,,,,
Q39079256,Adrian Delia,Adrian Delia,Adrian Delia,Adrian Delia,Adrian Delia,,Adrian Delia,Adrian Delia,,Adrian Delia,Adrian Delia,male,1969-08-08,Adrian,,,Adrian Delia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/53/Adrian_Delia.jpg,,,,Category:Adrian Delia,,,,,,,,,,,,,,,,,,,,,Adrian Delia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
