id,name__en,name__de,name__en_ca,name__en_gb,name__fr,name__lzh,name__yue,name__zh,name__zh_cn,name__zh_hk,name__zh_sg,name__zh_tw,name__nl,name,wikipedia__en,gender,occupation,birth_date,original_wikiname,name__pt,wikipedia__pt,death_date,name__es,name__hu,name__zh_mo,name__zh_hans,name__zh_hant,name__zh_my,given_name,facebook,wikipedia__commons,image,name__hak,name__nan,name__cy,wikipedia__de,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__freebase,name__id,name__vi,name__ms,name__nb,name__da,name__nn,name__sv,wikipedia__fr,wikipedia__id,wikipedia__ms,wikipedia__vi,wikipedia__zh_min_nan,wikipedia__zh,family_name,name__it,identifier__ISNI,identifier__SUDOC,identifier__FAST,wikipedia__no,twitter,name__ru,name__ta,name__ar,wikipedia__ta,identifier__Oxforddnb,identifier__snac,name__pl,name__qu,name__ko,name__he,name__oc,name__yo,name__lv,name__gl,name__ja,name__el,name__my,name__hi,name__eo,name__sr,name__tr,name__th,name__fi,name__uk,name__cs,name__io,name__fa,name__mr,name__ca,name__et,name__pt_br,name__tl,name__bn,name__be,name__ro,name__az,name__la,name__hy,name__eu,name__sco,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bn,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hy,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lv,wikipedia__mr,wikipedia__my,wikipedia__nl,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh_yue,identifier__IMDB,identifier__NNDB,instagram,identifier__CSPAN,name__pa,website,identifier__NTA,identifier__OLID,identifier__Britannica,identifier__BNF,name__ne,wikipedia__ne,wikipedia__pa,identifier__quora,name__nds,name__vmf,wikipedia__itwikiquote,name__jv,name__ml,name__ka,wikipedia__jv,wikipedia__ka,wikipedia__ml,name__bg,wikipedia__bg,electoral_district,identifier__Munzinger,identifier__NLAtrove,identifier__NLA,wikipedia__eu,name__km,wikipedia__km,identifier__NDL,identifier__NLI,name__is,name__mk,name__be_tarask,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__li,name__sh,name__sa,name__war,name__kk,name__ky,name__new,name__si,name__mg,name__bcl,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__sd,name__tt,name__vo,name__lb,name__lo,name__mn,name__te,name__gu,name__ast,name__kn,wikipedia__arwikiquote,wikipedia__ast,wikipedia__ba,wikipedia__bcl,wikipedia__be_x_old,wikipedia__cy,wikipedia__gu,wikipedia__hu,wikipedia__is,wikipedia__kk,wikipedia__kn,wikipedia__ky,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__mg,wikipedia__mk,wikipedia__mn,wikipedia__new,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__pnb,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sd,wikipedia__sh,wikipedia__te,wikipedia__thwikiquote,wikipedia__tt,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zhwikiquote,identifier__CANTIC,identifier__wikitree,identifier__kinopoisk
Q4663710,Abbas Abu Amin,Abbas Abu Amin,,,Abbas Abu Amin,,,,,,,,Abbas Abu Amin,Abbas Abu Amin,Abbas Abu Amin,male,politician,,,,,,Abbas Abu Amin,Abbas Abu Amin,,,,,Abbas,,,,,,,,,,,,,,,,,,,,,,,,,,Abbas Abu Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4666073,Abdullah Tarmugi,Abdullah Tarmugi,,,Abdullah Tarmugi,,,,阿都拉,,,,Abdullah Tarmugi,Abdullah Tarmugi,Abdullah Tarmugi,male,politician,1944-08-25,Abdullah Tarmugi,,,,Abdullah Tarmugi,Abdullah Tarmugi,,,阿都拉,,Abdullah,,,,,,,,,,,,Abdullah Tarmugi,,,,,,,,Abdullah Tarmugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4738255,Alvin Yeo,Alvin Yeo,Alvin Yeo,Alvin Yeo,Alvin Yeo,楊康海,楊康海,杨康海,杨康海,楊康海,杨康海,楊康海,Alvin Yeo,Alvin Yeo,Alvin Yeo,male,politician,1962-03-28,Alvin Yeo,,,,,,,,,,Alvin,,,,Yòng Không-hói,Iûⁿ Khong-hái,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4749263,Amy Khor,Amy Khor,Amy Khor,Amy Khor,Amy Khor,許連碹,許連碹,许连碹,许连碹,許連碹,许连碹,許連碹,Amy Khor,Amy Khor,Amy Khor,female,politician,1958-02-23,Amy Khor,,,,Amy Khor,Amy Khor,許連碹,许连碹,許連碹,许连碹,Amy,AmyKhorPage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4761856,Ang Mong Seng,Ang Mong Seng,,,Ang Mong Seng,,,,,,,,Ang Mong Seng,Ang Mong Seng,Ang Mong Seng,male,politician,1949-09-30,Ang Mong Seng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ang Mong Seng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4798703,Arthur Fong,Arthur Fong,,,Arthur Fong,,,,,,,,Arthur Fong,Arthur Fong,Arthur Fong,male,politician,1964-05-24,Arthur Fong,,,,,,,,,,Arthur,,,,,,,,,,,,,,,,,,,,,,,,,,Arthur Fong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4841314,Baey Yam Keng,Baey Yam Keng,,,Baey Yam Keng,,,,,,,,Baey Yam Keng,Baey Yam Keng,Baey Yam Keng,male,politician,1970-08-31,Baey Yam Keng,,,,,,,,,,,,Category:Baey Yam Keng,https://upload.wikimedia.org/wikipedia/commons/1/15/Baey_Yam_Keng_at_a_cycling_event_in_Singapore_-_20120923.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4849852,Balaji Sadasivan,Balaji Sadasivan,,,Balaji Sadasivan,,,,,,,,Balaji Sadasivan,Balaji Sadasivan,Balaji Sadasivan,male,neurosurgeon,1955-07-11,Balaji Sadasivan,Balaji Sadasivan,Balaji Sadasivan,2010-09-27,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/b/b1/Balaji_Sadasivan_at_the_World_Economic_Forum_on_East_Asia,_Ho_Chi_Minh_City,_Vietnam_-_20100606.jpg",,,,,177722838,,,,Balaji Sadasivan,,,,,,,,Balaji Sadasivan,,,,,,,,171018710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL7008403A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5024354,Calvin Cheng,Calvin Cheng,,,Calvin Cheng,,,鄭恩里,郑恩里,,,,Calvin Cheng,Calvin Cheng,Calvin Cheng,male,,1975-09-24,Calvin Cheng,,,,Calvin Cheng,,,,,,Calvin,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/CalvinCheng.jpg,,,,,,,,,,,,,,,,,,,,,,,Calvin Cheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5070296,Chan Chun Sing,Chan Chun Sing,,,Chan Chun Sing,,,陈振声,陈振声,,,,Chan Chun Sing,Chan Chun Sing,Chan Chun Sing,male,politician,1969,Chan Chun Sing,,,,Chan Chun Sing,Chan Chun Sing,,,陳振聲,,,,,https://upload.wikimedia.org/wikipedia/commons/1/14/Chan_Chun_Sing_at_the_We_Welcome_Families_Awards_Ceremony_-_20130425_(cropped_-_02).jpg,,,,,,,,,,,,Chan Chun Sing,Chan Chun Sing,Chan Chun Sing,Chan Chun Sing,,,,,,陈振声 (政治人物),,Chan Chun Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5070367,Chan Soo Sen,Chan Soo Sen,,,Chan Soo Sen,,,曾士生,,,,,Chan Soo Sen,Chan Soo Sen,Chan Soo Sen,male,politician,1956-10-01,Chan Soo Sen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chan Soo Sen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5076232,Charles Chong,Charles Chong,Charles Chong,Charles Chong,Charles Chong,張有福,張有福,张有福,张有福,張有福,张有福,張有福,Charles Chong,Charles Chong,Charles Chong,male,politician,1953-06-24,Charles Chong,,,,,,,,,,Charles,,,,Chông Yû-fuk,Tiuⁿ Iú-hok,,,,,,,,,,,,,,,,,,,,,Charles Chong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5088602,Chay Wai Chuen,Chay Wai Chuen,,,Chay Wai Chuen,,,,,,,,Chay Wai Chuen,Chay Wai Chuen,Chay Wai Chuen,male,diplomat,1950-03-05,,,,,,,,,,,Chay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5091569,Cheo Chai Chen,Cheo Chai Chen,,,Cheo Chai Chen,,,,,,,,Cheo Chai Chen,Cheo Chai Chen,Cheo Chai Chen,male,,,,,,,Cheo Chai Chen,,,,蔣才正,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheo Chai Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5095139,Chia Thye Poh,Chia Thye Poh,,,Chia Thye Poh,,,謝太寶,,,,,Chia Thye Poh,Chia Thye Poh,Chia Thye Poh,male,,1941,,,,,Chia Thye Poh,,,,謝太寶,,,,,,,,,,53578202,,n2006053399,,,,,,,,,,,,,,謝太寶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chia-Thye-Poh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5099506,Chin Tet Yung,Chin Tet Yung,,,Chin Tet Yung,,,,,,,,Chin Tet Yung,Chin Tet Yung,Chin Tet Yung,male,politician,1951-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5104732,Choo Wee Khiang,Choo Wee Khiang,,,,,,,,,,,Choo Wee Khiang,Choo Wee Khiang,Choo Wee Khiang,male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5113490,Christopher de Souza,Christopher de Souza,Christopher de Souza,Christopher de Souza,Christopher de Souza,迪舒沙,迪舒沙,迪舒沙,迪舒沙,迪舒沙,迪舒沙,迪舒沙,Christopher de Souza,Christopher de Souza,Christopher de Souza,male,politician,1976-01-21,Christopher de Souza,,,,Christopher de Souza,Christopher de Souza,,,,,Christopher,,,https://upload.wikimedia.org/wikipedia/commons/6/68/Chris_de_Souza.JPG,,,,,,,,,,,,,,,,,,,,,,,Christopher de Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5200144,Cynthia Phua,Cynthia Phua,,,Cynthia Phua,,,,,,,,Cynthia Phua,Cynthia Phua,Cynthia Phua,female,politician,1958-08-19,Cynthia Phua,,,,,,,,,,Cynthia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5241790,Davinder Singh,Davinder Singh,,,Davinder Singh,,,,,,,,Davinder Singh,Davinder Singh,Davinder Singh,male,politician,1957-08-01,,,,,Davinder Singh,Davinder Singh,,,,,Davinder,,,,,,,,,,,,,,,,,,,,,,,,,,Davinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davinder-Singh-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5257739,Denise Phua,Denise Phua,Denise Phua,Denise Phua,Denise Phua,潘麗萍,潘麗萍,潘丽萍,潘丽萍,潘麗萍,潘丽萍,潘麗萍,Denise Phua,Denise Phua,Denise Phua,female,politician,1959-12-09,Denise Phua,,,,Denise Phua,Denise Phua,,,,,Denise,,,,Phân Li-phìn,Phoaⁿ Lē-phêng,,,,,,,,,,,,,,,,,,,,,Denise Phua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5264684,Desmond Choo,Desmond Choo,,,Desmond Choo,,,朱倍庆,,,,,Desmond Choo,Desmond Choo,Desmond Choo,male,politician,1977,Desmond Choo,,,,Desmond Choo,Desmond Choo,,,,,Desmond,,,,,,,,,,,,,,,,,,,,,,,,朱倍庆,,Desmond Choo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5346875,Edwin Tong,Edwin Tong,Edwin Tong,Edwin Tong,Edwin Tong,唐振輝,唐振輝,唐振辉,唐振辉,唐振輝,唐振辉,唐振輝,Edwin Tong,Edwin Tong,Edwin Tong,male,politician,1970,Edwin Tong,,,,,,,,,,Edwin,,,,Thòng Chṳ́n-fî,Tn̂g Chín-hui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5407786,Eugene Tan,Eugene Tan,,,Eugene Tan,,,,,,,,Eugene Tan,Eugene Tan,Eugene Tan,male,university teacher,1970-02-18,Eugene Tan,,,,,,,陈庆文,,,Eugene,,Category:Eugene Tan,"https://upload.wikimedia.org/wikipedia/commons/a/ac/Eugene_Tan_at_the_Mochtar_Riady_Auditorium,_Singapore_Management_University_-_20151111-02_(cropped).jpg",,,,,311825954,,,,,,,,,,,,,,,,,Chen,Eugene Tan,,,,,,,,يوجين تشن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://law.smu.edu.sg/faculty/profile/9597/Eugene-TAN-Kheng-Boon,381349616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5409769,Eunice Olsen,Eunice Olsen,,,Eunice Olsen,,,,,,,,Eunice Olsen,Eunice Olsen,Eunice Olsen,female,actor,1977-10-24,Eunice Olsen,,,,Eunice Olsen,Eunice Olsen,,,,,Eunika,,Category:Eunice Olsen,https://upload.wikimedia.org/wikipedia/commons/8/8b/Eunice_Olsen_MSU2011.jpg,,,,,,,,,,,,,,,,,,,,,,,Eunice Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm2642700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662347
Q543664,Ong Teng Cheong,Ong Teng Cheong,,,Ong Teng Cheong,,,王鼎昌,,王鼎昌,,,Ong Teng Cheong,Ong Teng Cheong,Ong Teng Cheong,male,architect,1936-01-22,,Ong Teng Cheong,Ong Teng Cheong,2002-02-08,Ong Teng Cheong,Ong Teng Cheong,,王鼎昌,王鼎昌,,,,,,,Ông Téng-chhiong,Ong Teng Cheong,Ong Teng Cheong,13623315,13269753X,n80157759,/m/02jhbs,Ong Teng Cheong,Vương Đỉnh Xương,Ong Teng Cheong,Ong Teng Cheong,Ong Teng Cheong,Ong Teng Cheong,Ong Teng Cheong,Ong Teng Cheong,Ong Teng Cheong,Ong Teng Cheong,Vương Đỉnh Xương,Ông Téng-chhiong,王鼎昌,,Ong Teng Cheong,0000 0001 0955 9757,,64913,Ong Teng Cheong,,,ஓங் டெங் சியோங்,أونج تنغ تشيونغ,,,,Ong Teng Cheong,,옹텅청,,,,,,オン・テンチョン,,,,,,,ออง เท็ง เชียง,Ong Teng Cheong,,,,,,,,,,ওং তিং ছয়ং,,,,,,,,أونج تنغ تشيونغ,,,ওং তিং ছয়ং,,,,,,,,,,,,Ong Teng Cheong,,,,,,,Ong Teng Cheong,,옹텅청,,,,,,,Ong Teng Cheong,,,,Онг Тен Чеонг,,,,,ออง เท็ง เชียง,,,,,,,,,,,,,,,,,,,Ong-Teng-Cheong,,,,,,,,,,,,,00000020821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5465241,Foo Mee Har,Foo Mee Har,,,Foo Mee Har,,,,,,,,Foo Mee Har,Foo Mee Har,Foo Mee Har,female,politician,1966-01-10,Foo Mee Har,,,,Foo Mee Har,Foo Mee Har,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foo Mee Har,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5520446,Gan Kim Yong,Gan Kim Yong,Gan Kim Yong,Gan Kim Yong,Gan Kim Yong,顏金勇,顏金勇,颜金勇,颜金勇,顏金勇,颜金勇,顏金勇,Gan Kim Yong,Gan Kim Yong,Gan Kim Yong,male,politician,1952-12-08,Gan Kim Yong,,,,Gan Kim Yong,Gan Kim Yong,,,顏金勇,,,,Category:Gan Kim Yong,https://upload.wikimedia.org/wikipedia/commons/7/72/Gan_Kim_Yong_at_a_PCF_graduation_ceremony_-_20081113_(cropped).jpg,Ngièn Kîm-yúng,Gân Kim-ióng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ガン・キム・ヨン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5549173,Gerald Giam,Gerald Giam,,,Gerald Giam,,,嚴燕松,,,,,Gerald Giam,Gerald Giam,Gerald Giam,male,politician,1977-11-22,Gerald Giam,,,,Gerald Giam,Gerald Giam,,,,,Gerald,,,"https://upload.wikimedia.org/wikipedia/commons/8/80/Gerald_Giam_at_a_Workers'_Party_general_election_rally,_Bedok_Stadium,_Singapore_-_20110430-04.jpg",,,,,129435717,,,,,,,,,,,,,,,,嚴燕松,,Gerald Giam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5591179,Grace Fu,Grace Fu,,,Grace Fu,,,傅海燕,,,,,Grace Fu,Grace Fu,Grace Fu,female,politician,1964-03-29,Grace Fu,,,,Grace Fu,Grace Fu,,,,,Grace,gracefu.hy,,https://upload.wikimedia.org/wikipedia/commons/1/14/GraceFu-2010SummerYouthOlympics-20090426-02.jpg,,,,,,,,,,,,,,,,,,,,,,,Grace Fu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
