id,name__ps,name__fr,name__en,name__de,name__ur,name__es,name__fa,name__nl,name__sd,name,wikipedia__de,wikipedia__en,wikipedia__fa,wikipedia__fr,wikipedia__ps,wikipedia__sd,wikipedia__ur,gender,birth_date,original_wikiname,given_name,wikipedia__enwikiquote,name__it,name__en_gb,identifier__VIAF,name__pnb,wikipedia__pnb,name__ru,name__ar,wikipedia__ar,wikipedia__ru,identifier__freebase,name__bn,name__gu,name__hi,name__id,name__ja,name__ka,name__kn,name__ko,name__ml,name__mr,name__ms,name__sv,name__ta,name__te,name__zh,name__nb,name__pa,name__bg,name__mzn,name__he,name__et,name__fi,name__da,name__tr,name__ne,wikipedia__bg,wikipedia__bn,wikipedia__commons,wikipedia__es,wikipedia__gu,wikipedia__he,wikipedia__hi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pa,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__zh,image,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__NPG,identifier__FAST,name__mg,wikipedia__mg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__yo,name__vi,name__sh,name__pt,name__th,name__ca,name__uk,name__nn,name__eu,name__lb,name__pam,name__sr,name__eo,name__el,name__io,name__ks,name__cs,name__en_ca,name__pt_br,name__sa,name__mai,name__be,wikipedia__be,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eowikinews,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__io,wikipedia__ks,wikipedia__lb,wikipedia__mai,wikipedia__nn,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__sa,wikipedia__sh,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,website,identifier__NNDB,facebook,name__az,wikipedia__az,name__oc,name__hu,last_seen,name__sco,wikipedia__sco,wikipedia__plwikiquote,twitter,occupation,name__cy,death_date,identifier__nyt_topic,name__la,wikipedia__la,identifier__quora,wikipedia__hif,name__hif,wikipedia__hr,name__hr,wikipedia__dty,name__dty,name__fo,name__kl,name__bar,name__gl,wikipedia__azb,wikipedia__bcl,wikipedia__fawikiquote,wikipedia__hy,wikipedia__cy,name__azb,name__bcl,name__hy,name__mk,family_name,wikipedia__br,name__be_tarask,name__br,name__lv,wikipedia__lv,wikipedia__uz,name__uz,identifier__Britannica,identifier__GTAA,identifier__OLID,identifier__NTA,wikipedia__wuu,name__wuu,name__tg,name__sl,name__ga,name__ast,wikipedia__ast,wikipedia__ga,wikipedia__gl,wikipedia__sl,identifier__BIBSYS,wikipedia__ckb,wikipedia__urwikiquote,wikipedia__bh,honorific_prefix,wikipedia__af,name__bho,name__af,name__ckb,wikipedia__ie,wikipedia__xmf,name__xmf,name__ie,wikipedia__sat,name__sat
Q18764133,,,Ibad Ullah Khan,,عباداللہ,,,Ibad Ullah,,Ibad Ullah Khan,,Ibadullah Khan,,,,,عباد اللہ,male,1974-11-15,Ibad Ullah,Ibad,,Ibad Ullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764134,,,Iffat Liaqat,,,,,Iffat Liaqat,,Iffat Liaqat,,Iffat Liaqat,,,,,,female,,,,,Iffat Liaqat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764135,,,Iftikhar Cheema,,,,,Iftikhar Cheema,,Iftikhar Cheema,,Iftikhar Cheema,,,,,,male,1939-01-01,Iftikhar Cheema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764138,,,Imran Khattak,,عمران خٹک,,,Imran Khattak,,Imran Khattak,,Imran Khattak,,,,,عمران خٹک,male,,Imran Khattak,Imran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764139,,,Imran Zafar,,,,,Imran Zafar,,Imran Zafar,,Imran Zafar,,,,,,male,1979-10-29,Imran Zafar,Imran,,Imran Zafar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764141,,,Iqbal Muhammad Ali Khan,,اقبال محمد علی خان,,,Iqbal Muhammad Ali Khan,,Iqbal Muhammad Ali Khan,,Iqbal Muhammad Ali Khan,,,,,,male,1958-01-01,Iqbal Muhammad Ali Khan,Iqbal,,,,,,,,,,,,ইকবাল মহম্মদ আলী খান,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764142,,,Iqbal Qadri,,,,,Iqbal Qadri,اقبال قادري,Iqbal Qadri,,Iqbal Qadri,,,,اقبال قادري,,male,1948-11-21,Iqbal Qadri,Iqbal,,Iqbal Qadri,,,,,,,,,,ইকবাল কাদরী,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764145,,,Isphanyar M. Bhandara,,اسفن یار ایم بھنڈارا,,,Isphanyar M. Bhandara,,Isphanyar M. Bhandara,,Isphanyar M. Bhandara,,,,,اسفن یار ایم بھنڈارا,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815872,,,Muhammad Arshad Khan Leghari,,,,,Muhammad Arshad Khan Leghari,,Muhammad Arshad Khan Leghari,,Arshad Khan Leghari,,,,,,male,1960-01-01,Muhammad Arshad Khan Leghari,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815874,,,Mian Imtiaz Ahmed,,,,,Mian Imtiaz Ahmed,,Mian Imtiaz Ahmed,,Mian Imtiaz Ahmed,,,,,,male,1961-04-14,Mian Imtiaz Ahmed,,,Mian Imtiaz Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815877,,,Syed Mustafa Mahmud,,سید مصطفی محمود,,,Mustafa Mehmood,,Syed Mustafa Mahmud,,Mustafa Mehmood,,,,,سید مصطفی محمود,male,1986-06-29,Mustafa Mehmood,Mustafa,,Mustafa Mehmood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815883,,,Sheikh Fayyaz ud din,,شیخ فیاض الدین,,,Sheikh Fayyaz Ud Din,,Sheikh Fayyaz ud din,,Sheikh Fayyaz Ud Din,,,,,,male,1945-12-15,Sheikh Fayyaz Ud Din,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815885,,,Khwaja Ghulam Rasool Koreja,,,,,Khwaja Ghulam Rasool Koreja,,Khwaja Ghulam Rasool Koreja,,Khwaja Ghulam Rasool Koreja,,,,,,male,1970-10-21,Khwaja Ghulam Rasool Koreja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815895,,,Tahir Bashir Cheema,,طاہر بشیر چیمہ,,طاهر بشیر چیمه,Tahir Bashir Cheema,,Tahir Bashir Cheema,,Tahir Bashir Cheema,طاهر بشیر چیمه,,,,,male,1960-05-11,Tahir Bashir Cheema,Tahir,,Tahir Bashir Cheema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tahir Bashir Cheema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815897,,,Syed Muhammad Asghar Shah,,,,سید محمد اصغرشاه,Syed Muhammad Asghar Shah,,Syed Muhammad Asghar Shah,,Syed Muhammad Asghar Shah,سید محمد اصغرشاه,,,,,male,1949-11-10,Syed Muhammad Asghar Shah,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3094 8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815900,,,Chaudhary Tariq Bashir Cheema,,چوہدری طارق بشیر چیما,,,Tariq Bashir Cheema,,Chaudhary Tariq Bashir Cheema,,Tariq Bashir Cheema,,,,,طارق بشیر چیمہ,male,,Tariq Bashir Cheema,Tariq,,Tariq Bashir Cheema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815902,,,Mian Riaz Hussain Pirzada,,میاں ریاض حسین پیرزادہ,,,Riaz Hussain Pirzada,,Mian Riaz Hussain Pirzada,,Riaz Hussain Pirzada,,,,,,male,1948-08-01,Riaz Hussain Pirzada,,,Riaz Hussain Pirzada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815903,,,Mian Najeeb Ud Din Awaisi,,میاں نجیب الدین اویسی,,,Najibuddin Awaisi,,Mian Najeeb Ud Din Awaisi,,Najibuddin Awaisi,,,,,,male,,Najibuddin Awaisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815906,,,Syed Ali Hassan Gilani,,,,,Syed Ali Hassan Gilani,,Syed Ali Hassan Gilani,,Syed Ali Hassan Gilani,,,,,,male,1974-09-16,Syed Ali Hassan Gilani,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815909,,,Syed Muhammad Saqlain,,,,,Syed Muhammad Saqlain,,Syed Muhammad Saqlain,,Syed Muhammad Saqlain,,,,,,male,1981-01-01,Syed Muhammad Saqlain,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815910,,,Sardar Ashiq Hussain,,,,,Sardar Ashiq Hussain,,Sardar Ashiq Hussain,,Sardar Ashiq Hussain,,,,,,male,,Sardar Ashiq Hussain,Sardar,,Sardar Ashiq Hussain,,,,,,,,,,সরদার আশিক হুসাইন,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815911,,,Makhdoomzada Sayed Basit Ahmad,,مخدوم زادہ سید باسط احمد,,,Syed Basit Sultan Bukhari,,Makhdoomzada Sayed Basit Ahmad,,Syed Basit Sultan Bukhari,,,,,,male,1969-05-28,Syed Basit Sultan Bukhari,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815919,,,Sultan Mehmood,,,,,Sultan Mehmood,,Sultan Mehmood,,Sultan Mehmood,,,,,,male,1948-01-01,Sultan Mehmood,Sultan,,Sultan Mehmood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815925,,,Sardar Muhammad Jaffar Khan Leghari,,سردار محمد جعفر خان لغاری,,,Muhammad Jaffar Khan,,Sardar Muhammad Jaffar Khan Leghari,,Jaffar Khan Leghari,,,,,,male,1942-06-23,Muhammad Jaffar Khan,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815931,,,Muhammad Amjad Farooq Khan Khosa,,محمد امجد فاروق خان کھوسہ,,,Muhammad Amjad Farooq,,Muhammad Amjad Farooq Khan Khosa,,Amjad Farooq Khan,,,,,,male,1949-01-01,Muhammad Amjad Farooq,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815939,,,Saeed Ahmed Khan,,,,,Saeed Ahmed Khan,,Saeed Ahmed Khan,,Saeed Ahmed Khan,,,,,,male,1951-01-01,Saeed Ahmed Khan,Saeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815943,,,Tahir Iqbal Chaudhry,,طاہر اقبال چودھری,,,Tahir Iqbal Chaudhry,,Tahir Iqbal Chaudhry,,Tahir Iqbal Chaudhry,,,,,طاہر اقبال چودھری,male,1969-04-10,Tahir Iqbal Chaudhry,Tahir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815946,,,Sajid Mehdi,,ساجد مہدی,,,Syed Sajid Mehdi,,Sajid Mehdi,,Syed Sajid Mehdi,,,,,,male,1948-06-18,Syed Sajid Mehdi,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815954,,,Rana Zahid Hussain,,,,,Rana Zahid Hussain,,Rana Zahid Hussain,,Rana Zahid Hussain,,,,,,male,1954-10-16,Rana Zahid Hussain,,,Rana Zahid Hussain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815957,,,Syed Athar Hussain Gilani,,,,,Syed Athar Hussain Gilani,,Syed Athar Hussain Gilani,,Syed Athar Hussain Gilani,,,,,,male,1959-10-24,Syed Athar Hussain Gilani,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815958,,,Sardar Mansab Ali Dogar,,,,,Sardar Mansab Ali Dogar,,Sardar Mansab Ali Dogar,,Sardar Mansab Ali Dogar,,,,,,male,1959-03-30,Sardar Mansab Ali Dogar,Sardar,,Sardar Mansab Ali Dogar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815960,,,Muhammad Munir Azhar,,,,,Muhammad Munir Azhar,,Muhammad Munir Azhar,,Muhammad Munir Azhar,,,,,,male,1941-10-01,Muhammad Munir Azhar,Muhammed,,Muhammad Munir Azhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815967,,,Syed Imran Ahmad Shah,,سید عمران احمد شاہ,,,Syed Imran Ahmed,,Syed Imran Ahmad Shah,,Syed Imran Ahmed,,,,,,male,1962-08-16,Syed Imran Ahmed,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815970,,,Muhammad Khan Daha,,محمد خان ڈاھا,,,Muhammad Khan Daha,,Muhammad Khan Daha,,Muhammad Khan Daha,,,,,,male,1978-08-01,Muhammad Khan Daha,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815973,,,Riyaz Hayat Hiraj,,,,,Riyaz Hayat Hiraj,,Riyaz Hayat Hiraj,,Raza Hayat Hiraj,,,,,,male,1968-07-21,Riyaz Hayat Hiraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815977,,,Khan Muhammad Siddique Khan Baloch,,خان محمد صدیق خان بلوچ,,,Muhammad Siddique Khan,,Khan Muhammad Siddique Khan Baloch,,Siddique Khan Baloch,,,,,,male,1959,Muhammad Siddique Khan,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 8011 1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815984,,,Syed Ashiq Hussain Bukhari,,,,,Syed Ashiq Hussain Bukhari,,Syed Ashiq Hussain Bukhari,,Syed Ashiq Hussain Bukhari,,,,,,male,,Syed Ashiq Hussain Bukhari,Syed,,,,,,,,,,,,সৈয়দ আশিক হুসাইন বুখারি,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815989,,,Syed Javed Ali Shah,,,,,Syed Javed Ali Shah,,Syed Javed Ali Shah,,Syed Javed Ali Shah,,,,,,male,1955-01-06,Syed Javed Ali Shah,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
