id,name,name__en,name__ht,name__es,name__fr,name__de,name__zh,wikipedia__en,wikipedia__ht,wikipedia__zh,identifier__VIAF,death_date,birth_date,gender,image,given_name,identifier__LCAuth,identifier__snac,original_wikiname,name__pt,name__pl,name__ru,name__yo,name__sv,name__nl,name__uk,name__nb,name__da,name__nn,name__hu,name__ar,wikipedia__ar,wikipedia__de,wikipedia__es,wikipedia__fr,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__yo,identifier__freebase,identifier__BNF,occupation,identifier__ISNI,identifier__SUDOC,identifier__Britannica,name__it,identifier__OLID,family_name,identifier__FAST,identifier__GND,identifier__CERL,name__fa,name__gl,wikipedia__commons,wikipedia__fa,wikipedia__frwikisource,wikipedia__gl,identifier__NLAtrove,name__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__ml,name__ja,name__br,name__vi,name__eo,name__sr_el,name__sr_ec,name__tr,name__ro,name__fi,name__la,name__war,name__cs,name__th,name__sr,name__eu,name__hy,name__id,name__be,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__eu,wikipedia__fi,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__plwikiquote,wikipedia__ro,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__vi,wikipedia__war,identifier__NTA,identifier__GNC,identifier__NLI,identifier__bigenc_ru,identifier__CTHS,identifier__persee,name__mg,wikipedia__mg,identifier__IIAF,name__sl,wikipedia__sl,identifier__britishmuseum,identifier__GTAA,name__qu,wikipedia__qu,name__cy,identifier__nlg,name__ka,name__he,wikipedia__he,wikipedia__ka,name__el,wikipedia__el,identifier__NNDB,identifier__MusicBrainz,name__mr,wikipedia__mr,name__et,wikipedia__et,name__en_ca,name__en_gb,name__ca,name__oc,name__io,wikipedia__ca,wikipedia__io,wikipedia__simple,identifier__NUKAT,identifier__Munzinger,identifier__IMDB,name__mzn,wikipedia__frwikiquote,wikipedia__mzn,wikipedia__cy,identifier__SELIBR,name__hr,wikipedia__hr,name__mn,wikipedia__mn,wikipedia__enwikisource,identifier__OpenPlaques,name__jv,name__mk,name__sco,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__jv,wikipedia__mk,wikipedia__sco,identifier__CSPAN,website,twitter,identifier__BNE,name__csb,name__dsb,name__om,wikipedia__oc,name__szl,name__fo,name__ilo,wikipedia__fo,wikipedia__ilo,wikipedia__szl,wikipedia__vo,identifier__NLA,wikipedia__elwikisource,name__sh,wikipedia__enwikinews,wikipedia__sh,wikipedia__sk,identifier__discogs,identifier__quora,identifier__votesmart,identifier__FEC
Q272439,Mirlande Manigat,Mirlande Manigat,Myrlande Manigat,Mirlande Manigat,Mirlande Manigat,Mirlande Manigat,,Mirlande Manigat,Mirlande Manigat,,8736100,,1940-11-03,female,https://upload.wikimedia.org/wikipedia/commons/e/ea/Manigat.JPG,,n82118659,,Mirlande Manigat,Mirlande Manigat,Mirlande Manigat,"Манига, Мирланд",,Mirlande Manigat,Mirlande Manigat,,Mirlande Manigat,Mirlande Manigat,Mirlande Manigat,Mirlande Manigat,,,Mirlande Manigat,Mirlande Manigat,Mirlande Manigat,Mirlande Manigat,Mirlande Manigat,"Манига, Мирланд",,,,/m/0ds333t,,politician,0000 0000 7982 6593,079317324,,,,,,1057496367,,,Mirlande Manigat,,,,Mirlande Manigat,,,,,,,,,,,,,,Mirlande Manigat,,,,,,,,,,,,,,,,,,,Mirlande Manigat,,,,,,,,,,,,,,,,,,,,,,126325359,,,,,,,,,,,,,,,,,მირლანდ მანიგა,,,მირლანდ მანიგა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q274660,Élie Lescot,Élie Lescot,Elie Lescot,Elie Lescot,Élie Lescot,Élie Lescot,埃利·莱斯科,Élie Lescot,Élie Lescot,埃利·莱斯科,43554130,1974-10-20,1883-12-09,male,https://upload.wikimedia.org/wikipedia/commons/6/6a/Elie_Lescot_portrait.jpg,Élie,n95094207,w6bs32tk,Élie Lescot,Elie Lescot,Élie Lescot,Эли Леско,Élie Lescot,Élie Lescot,Élie Lescot,Елі Леско,Elie Lescot,Elie Lescot,elie Lescot,Elie Lescot,,,Élie Lescot,Elie Lescot,Élie Lescot,Élie Lescot,Elie Lescot,"Леско, Эли",Élie Lescot,Елі Леско,Élie Lescot,/m/0g1zks,16715586j,artist,,159822793,,,OL1882650A,Lescot,363333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755071,Laurent Dunel,,,,Laurent Dunel,,,,,,,,,male,,,,,Laurent Dunel,,,,,,Laurent Dunel,,,,,,,,,,Laurent Dunel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q283218,Léon Cantave,Léon Cantave,,,Léon Cantave,Léon Cantave,里昂·卡塔夫,,,,,1968-02-13,1910-07-04,male,,Léon,,,Léon Cantave,,,"Кантав, Леон",,Léon Cantave,Léon Cantave,Леон Кантав,Léon Cantave,Léon Cantave,Léon Cantave,,,,Léon Cantave,,Léon Cantave,,,"Кантав, Леон",Léon Cantave,Леон Кантав,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2837287,Alix Mathon,Alix Mathon,Alix Mathon,,Alix Mathon,Alix Mathon,,Alix Mathon,Alix Mathon,,18646771,1985-05-04,1908-10-09,male,,Alix,n85058589,,Alix Mathon,,,,,Alix Mathon,Alix Mathon,,Alix Mathon,Alix Mathon,Alix Mathon,,,,,,Alix Mathon,,,,,,,/m/026fp4q,,journalist,0000 0000 3508 5308,139083553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2843462,Amiot Métayer,Amiot Métayer,Amiot Métayer,Amiot Métayer,Amiot Métayer,Amiot Métayer,,Amiot Métayer,Amiot Métayer,,24368037,2003,1968,male,,,,,Amiot Métayer,,,,,,Amiot Métayer,,,,,Amiot Métayer,,,,Amiot Métayer,Amiot Métayer,,,,,,,/m/02dc8_,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amiot Métayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2852891,Anthony Lespès,Anthony Lespès,Anthony Lespès,,Anthony Lespès,,,,Anthony Lespès,,67939435,1978,1907-02-07,male,,Anthony,n86004961,,Anthony Lespès,,,,,,Anthony Lespès,,,,,,,,,,Anthony Lespès,,,,,,,,12865926f,writer,0000 0000 7144 0979,080240135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q286050,Émile Jonassaint,Émile Jonassaint,Émile Jonassaint,Émile Jonassaint,Émile Jonassaint,Émile Jonassaint,,Émile Jonassaint,Émile Jonassaint,,,1995-10-10,1913-05-20,male,,Émile,,,Émile Jonassaint,,Émile Jonassaint,"Жонассен, Эмиль",Émile Jonassaint,Émile Jonassaint,Émile Jonassaint,Еміль Жонассен,Émile Jonassaint,Émile Jonassaint,Émile Jonassaint,Émile Jonassaint,,,Émile Jonassaint,Émile Jonassaint,Émile Jonassaint,Émile Jonassaint,,"Жонассен, Эмиль",Émile Jonassaint,Еміль Жонассен,Émile Jonassaint,/m/03bflf,,politician,,,biography/Emile-Jonassaint,Émile Jonassaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Émile Jonassaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28801985,Youri Latortue,Youri Latortue,,,Youri Latortue,,,,,,,,,male,,,,,Youri Latortue,,,,,,Youri Latortue,,,,,,,,,,Youri Latortue,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28836953,Jack Guy Lafontant,Jack Guy Lafontant,Jack Guy Lafontant,Jack Guy Lafontant,Jack Guy Lafontant,Jack Guy Lafontant,傑克·蓋伊·拉豐唐,Jack Guy Lafontant,Jack Guy Lafontant,傑克·蓋伊·拉豐唐,,,1961-04-04,male,,,,,Jack Guy Lafontant,Jack Guy Lafontant,Jack Guy Lafontant,,,,Jack Guy Lafontant,,,,,,,,,Jack Guy Lafontant,Jack Guy Lafontant,Jack Guy Lafontant,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Guy Lafontant,,,Iacobus Guido Lafontant,,,,,,,,,,,,,,,,,,,,,,Iacobus Guido Lafontant,,,,,,,,,,Jack Guy Lafontant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2893123,Beaubrun Ardouin,Beaubrun Ardouin,Beaubrun Ardouin,Beaubrun Ardouin,Beaubrun Ardouin,Beaubrun Ardouin,,Beaubrun Ardouin,Beaubrun Ardouin,,51816104,1865-08-30,1796-10-30,male,https://upload.wikimedia.org/wikipedia/commons/7/79/Beaubrun_Ardouin.jpg,Alexis,n86846194,w6pp3d2x,Beaubrun Ardouin,,Beaubrun Ardouin,,,Alexis Beaubrun Ardouin,Beaubrun Ardouin,,Beaubrun Ardouin,Beaubrun Ardouin,Beaubrun Ardouin,Beaubrun Ardouin,,,,,Beaubrun Ardouin,Beaubrun Ardouin,,,Alexis Beaubrun Ardouin,,,/m/0kt7xj,12751257f,historian,0000 0000 2712 1815,144152819,,,,Ardouin,181195,,,,,,,Auteur:Beaubrun Ardouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168512718,,,,,,,,,,,,,,,,212326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2896435,Benoît Batraville,Benoît Batraville,Benoît Batraville,Benoît Batraville,Benoît Batraville,,,,Benoît Batraville,,,1920,1877,male,,Benoît,,,Benoît Batraville,,,,,,Benoît Batraville,,,,,,,,,Benoît Batraville,Benoît Batraville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q289738,André Rigaud,Andre Rigaud,André Rigaud,André Rigaud,André Rigaud,André Rigaud,,André Rigaud,André Rigaud,,228367278,1811-09-18,1761-01-17,male,https://upload.wikimedia.org/wikipedia/commons/4/47/André_Rigaud.gif,André,nr2003022691,w6wr2znb,André Rigaud,,,,,,André Rigaud,,,,,André Rigaud,,,André Rigaud,André Rigaud,André Rigaud,,,,,,,/m/04fw72,104507584,politician,0000 0003 6465 9077,,biography/Andre-Rigaud,,OL6803881A,,,,,,,André Rigaud,,,,,,,,,,,,,,アンドレ・リゴー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アンドレ・リゴー,,,,,,,,,,,,,,,,,,,,,André Rigaud,Wikipedia:Fivoarana/*/André Rigaud,,,,,,,,,,,,,,,,,,,,,,,Andre Rigaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2928835,Buteur Métayer,Buteur Métayer,Buteur Métayer,Buteur Métayer,Buteur Métayer,Buteur Métayer,,Buteur Métayer,Buteur Métayer,,,2005,1970,male,,,,,Buteur Métayer,,,,,,Buteur Métayer,,,,,,,,,Buteur Métayer,Buteur Métayer,,,,,,,,,criminal,,,,Buteur Métayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buteur Métayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2957888,Charlemagne Péralte,Charlemagne Péralte,Charlemagne Péralte,Carlomagno Péralte,Charlemagne Péralte,Charlemagne Péralte,,Charlemagne Péralte,Charlemagne Péralte,,45660832,1919-11-01,1886,male,https://upload.wikimedia.org/wikipedia/commons/e/e1/Charlemagne_Péralte.jpg,Charlemagne,n82215942,w67d3wm3,Charlemagne Péralte,Charlemagne Péralte,Charlemagne Péralte,"Перальт, Шарлемань",,,Charlemagne Péralte,,,,,Carlomagno Péralte,,,Charlemagne Péralte,Carlomagno Peralta,Charlemagne Péralte,Charlemagne Péralte,Charlemagne Péralte,"Перальт, Шарлемань",,,,/m/098b4q,121753452,politician,,030311764,,,,,1840866,,,,,,,,,,,,,,,,,,,シャルルマーニュ・ペラルト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2959853,Charles Moravia,Charles Moravia,Charles Moravia,Charles Moravia,Charles Moravia,Charles Moravia,,Charles Moravia,Charles Moravia,,229071057,1938-02-11,1875-06-17,male,,Charles,no2012003785,w6dk9gff,Charles Moravia,,,,,,Charles Moravia,,,,,Charles Moravia,,,,,Charles Moravia,,,,,,,,,politician,0000 0003 6466 8926,,,,,,,1032277408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2990316,Roger Dorsinville,Roger Dorsinville,Roger Dorsinville,Roger Dorsinville,Roger Dorsinville,Roger Dorsinville,,Roger Dorsinville,Roger Dorsinville,,114358405,1992-01-12,1911-03-11,male,,Roger,n50026152,w63c06hr,Roger Dorsinville,,,"Дорсенвиль, Роже",,Roger Dorsinville,Roger Dorsinville,,Roger Dorsinville,Roger Dorsinville,Roger Dorsinville,Roger Dorsinville,,,,,Roger Dorsinville,,,"Дорсенвиль, Роже",,,,/m/026f1f_,119004646,journalist,0000 0001 1084 7561,026835541,,,,,8660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roger Dorsinville,Roger Dorsinville,,,,,,,,068068840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3010134,Céligny Ardouin,Céligny Ardouin,Celigny Ardouin,Céligny Ardouin,Céligny Ardouin,Céligny Ardouin,,Céligny Ardouin,Céligny Ardouin,,73842928,1849-08-07,1806-07-06,male,,,,,Céligny Ardouin,,,,,Céligny Ardouin,Céligny Ardouin,,Celigny Ardouin,Celigny Ardouin,Celigny Ardouin,Céligny Ardouin,,,,,Céligny Ardouin,,,,Céligny Ardouin,,,,10384873q,historian,0000 0000 0014 0629,,,,,Ardouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3015752,Dantès Bellegarde,Dantès Bellegarde,Dantès Bellegarde,Dantès Bellegarde,Dantès Bellegarde,Dantès Bellegarde,,Dantès Bellegarde,Dantès Bellegarde,,46803770,1966-06-16,1877-05-18,male,https://upload.wikimedia.org/wikipedia/commons/8/84/Dantès_Bellegarde.jpg,,n84041390,w62j8f5m,Dantès Louis Bellegarde,,,,,Dantès Bellegarde,Dantès Bellegarde,,Dantès Bellegarde,Dantès Bellegarde,Dantès Bellegarde,Dantès Bellegarde,,,,,Dantès Louis Bellegarde,,,,,,,,12179005z,historian,0000 0000 2314 2651,06706311X,,,OL1042625A,,136319,,,,,,,,,,,,,,,,,,,,,,,,,Dantès Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dantès Bellegarde,,,133473740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q301677,Silvio Cator,Silvio Cator,Silvio Cator,Silvio Cator,Silvio Cator,Silvio Cator,,Silvio Cator,Silvio Cator,,,1952-07-21,1900-10-09,male,https://upload.wikimedia.org/wikipedia/commons/e/ed/Silvio_Cator.jpg,Silvio,,,Silvio Cator,Silvio Cator,Silvio Cator,,,Silvio Cator,Silvio Cator,,Silvio Cator,Silvio Cator,Silvio Cator,Silvio Cator,,,Silvio Cator,,Silvio Cator,Silvio Cator,Silvio Cator,,Silvio Cator,,,/m/0ks4gn,,association football player,,,,Silvio Cator,,Cator,,,,,,,,,,,,,,,,,,실비오 카토르,,シルヴィオ・カトール,,,,,,,,Silvio Cator,,,,,,,,,,,,,,,,Silvio Cator,Silvio Cator,,,Silvio Cator,シルヴィオ・カトール,실비오 카토르,,,,Silvio Cator,,Silvio Cator,,,,,,,,,,,,,,Silvio Cator,Silvio Cator,5543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3031679,Jacques Stéphen Alexis,Jacques Stephen Alexis,Jacques-Stephen Alexis,Jacques Stephen Alexis,Jacques Stéphen Alexis,Jacques Stephen Alexis,,Jacques Stephen Alexis,Jacques-Stephen Alexis,,68924500,1961-04,1922-04-22,male,,Jacques,n84056306,,Jacques-Stephen Alexis,,Jacques Stephen Alexis,"Алексис, Жак-Стефен",,,Jacques Stephen Alexis,,,,,Jacques Stephen Alexis,,,Jacques Stephen Alexis,,Jacques Stephen Alexis,Jacques Stephen Alexis,,"Алексис, Жак-Стефен",,,,/m/0260882,11888412c,politician,0000 0003 6864 3558,026681633,,,OL23636A,,128351,118644696,,,,,,,,,,,,,,,,,,ジ・エス・アレクシ,,,,,,,,,,,,,,,,,Жак-Стэфен Алексіс,Жак-Стэфен Алексіс,,,,,,,,,,,,,,,,,,,Jacques Stephen Alexis,,,,,,,06953473X,,,1811918,,,,,,Jacques Stephen Alexis,Jacques Stephen Alexis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX860205,,,,,,,,,,,,,,,,,,,,,
Q3045898,Rosny Smarth,Rosny Smarth,Rosny Smarth,Rosny Smarth,Rosny Smarth,Rosny Smarth,,Rosny Smarth,Rosny Smarth,,,,1940-10-19,male,,,,,Rosny Smarth,,Rosny Smarth,,,,Rosny Smarth,Росні Смарт,,,,Rosny Smarth,,,,,Rosny Smarth,Rosny Smarth,,,,Росні Смарт,,,,politician,,,,,,,,,,,Rosny Smarth,,,,Rosny Smarth,,,,羅尼·斯馬斯,,罗尼·斯马斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3045911,Jean Price-Mars,Jean Price-Mars,Jean Price-Mars,Jean Price-Mars,Jean Price-Mars,Jean Price-Mars,讓·普里斯-馬斯,Jean Price-Mars,Jean Price-Mars,,19710657,1969-03-01,1876-10-15,male,https://upload.wikimedia.org/wikipedia/commons/6/67/Jean_Price-Mars.jpg,Jean,n81139654,w66t8hsh,Jean Price Mars,,Jean Price-Mars,,,Jean Price-Mars,Jean Price-Mars,,Jean Price-Mars,Jean Price-Mars,Jean Price-Mars,,,,,,Jean Price Mars,Jean Price-Mars,,,,,,,12120492m,anthropologist,0000 0000 8098 4249,029616743,,,OL145579A,,83188,119419416,,,,,,,,1028255,,,,,,,,,,ジャン・プリス＝マルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000107761,,,255334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3045927,Robert Malval,Robert Malval,Robert Malval,Robert Malval,Robert Malval,Robert Malval,,Robert Malval,Robert Malval,,21411232,,1943-07-11,male,,Robert,n96101370,,Robert Malval,,Robert Malval,,,Robert Malval,Robert Malval,Робер Мальваль,Robert Malval,Robert Malval,Robert Malval,Robert Malval,,,,,Robert Malval,Robert Malval,,,,Робер Мальваль,,,,businessperson,0000 0000 7407 1048,,,,,,382131,,,,Robert Malval,,,,Robert Malval,,,,羅伯特·馬爾瓦爾,,罗伯特·马尔瓦尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3045967,Jean Marie Chérestal,Jean Marie Chérestal,Jean Marie Cherestal,Jean Marie Chérestal,Jean Marie Chérestal,Jean Marie Chérestal,,Jean Marie Chérestal,Jean Marie Chérestal,,,,1947-06-18,male,,Jean,,,Jean Marie Chérestal,,Jean-Marie Chérestal,,,,Jean Marie Chérestal,,,,,Jean Marie Chérestal,,,,,Jean Marie Chérestal,Jean-Marie Chérestal,,,,,,,,politician,,,,,,,,,,,Jean Marie Chérestal,,,,Jean Marie Chérestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3047892,Edmond Laforest,Edmond Laforest,Edmond Laforest,Edmond Laforest,Edmond Laforest,Edmond Laforest,,Edmond Laforest,Edmond Laforest,,,1915,1876-06-20,male,,Edmond,,,Edmond Laforest,,,,,,Edmond Laforest,,,,,,,,,,Edmond Laforest,,,,,,,/m/026c505,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3047963,Edmond Polynice,Edmond Polynice,,,Edmond Polynice,,,,,,,,,male,,Edmond,,,Edmond Polynice,,,,,Edmond Polynice,Edmond Polynice,,,,,,,,,,Edmond Polynice,,,,Edmond Polynice,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
