id,name,sort_name,given_name,family_name,party,party_id,area,start_date,end_date,email,twitter,term,source
47,María del Carmen Navarro,"Navarro Cruz, María del Carmen",María del Carmen,Navarro Cruz,PP,1,Almería,2011-11-29,,"",https://twitter.com/cnavarrocruz,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D47&idLegislatura=10
331,Albert Soler,"Soler Sicilia, Albert",Albert,Soler Sicilia,PSC-PSOE,7,Barcelona,2011-12-09,,"",https://twitter.com/albertsolerbcn,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D331&idLegislatura=10
27,Cristóbal Ricardo Montoro,"Montoro Romero, Cristóbal Ricardo",Cristóbal Ricardo,Montoro Romero,PP,1,Sevilla,2011-11-28,,cristobal.montoro@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D27&idLegislatura=10
48,Francisco Molinero,"Molinero Hoyos, Francisco",Francisco,Molinero Hoyos,PP,1,Albacete,2011-11-29,,francisco.molinero@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D48&idLegislatura=10
267,Eugenio Nasarre,"Nasarre Goicoechea, Eugenio",Eugenio,Nasarre Goicoechea,PP,1,Granada,2011-12-05,,eugenio.nasarre@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D267&idLegislatura=10
77,Elvira Ramón,"Ramón Utrabo, Elvira",Elvira,Ramón Utrabo,PSOE,5,Granada,2011-11-29,,elvira.ramon@psoe,https://twitter.com/ElviraRamon,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D77&idLegislatura=10
166,José Ignacio Landaluce,"Landaluce Calleja, José Ignacio",José Ignacio,Landaluce Calleja,PP,1,Cádiz,2011-12-01,,ignacio.landaluce@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D166&idLegislatura=10
139,María Paz Lago,"Lago Martínez, María Paz",María Paz,Lago Martínez,PP,1,Pontevedra,2011-11-30,,paz.lago@congreso.es,https://twitter.com/PazLagoM,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D139&idLegislatura=10
373,José Juan Sánchez,"Sánchez Barrera, José Juan",José Juan,Sánchez Barrera,PP,1,Jaén,2012-09-26,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D373&idLegislatura=10
118,Ana Mato,"Mato Adrover, Ana",Ana,Mato Adrover,PP,1,Madrid,2011-11-30,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D118&idLegislatura=10
301,Alfredo Pérez,"Pérez Rubalcaba, Alfredo",Alfredo,Pérez Rubalcaba,PSOE,5,Madrid,2011-12-05,,secretaria.general@psoe.es,https://twitter.com/_Rubalcaba_,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D301&idLegislatura=10
103,Félix Lavilla,"Lavilla Martínez, Félix",Félix,Lavilla Martínez,PSOE,5,Soria,2011-11-30,,felix.lavilla@congreso.es,http://twitter.com/felixlavilla,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D103&idLegislatura=10
306,José Ignacio Sánchez,"Sánchez Amor, José Ignacio",José Ignacio,Sánchez Amor,PSOE,5,Badajoz,2011-12-07,,nachosamor@congreso.es,https://twitter.com/NachoSAmor,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D306&idLegislatura=10
358,Ildefonso R. Pastor,"Pastor González, Ildefonso R.",Ildefonso R.,Pastor González,PP,1,Valladolid,2012-01-10,,ildefonso.pastor@congreso.es,https://twitter.com/ildepg,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D358&idLegislatura=10
98,Juan de Dios Ruano,"Ruano Gómez, Juan de Dios",Juan de Dios,Ruano Gómez,PP,1,A Coruña,2011-11-30,,juande.ruano@congreso.es,https://twitter.com/JuandeRuano,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D98&idLegislatura=10
224,José Cruz Pérez,"Pérez Lapazarán, José Cruz",José Cruz,Pérez Lapazarán,PP,1,Navarra,2011-12-02,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D224&idLegislatura=10
168,José Manuel Soria,"Soria López, José Manuel",José Manuel,Soria López,PP,1,Las Palmas,2011-12-01,,jose.soria@congreso.es,https://twitter.com/jmsoria,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D168&idLegislatura=10
324,José Enrique Serrano,"Serrano Martínez, José Enrique",José Enrique,Serrano Martínez,PSOE,5,Madrid,2011-12-07,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D324&idLegislatura=10
227,Joan Josep Nuet,"Nuet Pujals, Joan Josep",Joan Josep,Nuet Pujals,EUiA,18,Barcelona,2011-12-02,,joanj.nuet@congreso.es,https://twitter.com/NUET,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D227&idLegislatura=10
106,Trinidad Jiménez,"Jiménez García-Herrera, Trinidad",Trinidad,Jiménez García-Herrera,PSOE,5,Málaga,2011-11-30,,trinidad.jimenez@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D106&idLegislatura=10
196,Francisco Márquez,"Márquez de la Rubia, Francisco",Francisco,Márquez de la Rubia,PP,1,Ceuta,2011-12-01,,"",https://twitter.com/PacoMarquezdlR,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D196&idLegislatura=10
61,María Eugenia Romero,"Romero Rodríguez, María Eugenia",María Eugenia,Romero Rodríguez,PP,1,Sevilla,2011-11-29,,maria.romero@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D61&idLegislatura=10
164,María Consuelo Rumí,"Rumí Ibáñez, María Consuelo",María Consuelo,Rumí Ibáñez,PSOE,5,Almería,2011-12-01,,consuelo.rumi@congreso.es,https://twitter.com/ConsueloRumi,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D164&idLegislatura=10
212,Beatriz Rodríguez-Salmones,"Rodríguez-Salmones Cabeza, Beatriz",Beatriz,Rodríguez-Salmones Cabeza,PP,1,Madrid,2011-12-01,,beatriz.rsalmones@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D212&idLegislatura=10
353,María Piedra Escrita Jiménez,"Jiménez Díaz, María Piedra Escrita",María Piedra Escrita,Jiménez Díaz,PP,1,Badajoz,2012-01-10,,mariap.jimenez@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D353&idLegislatura=10
44,Carlos Martínez,"Martínez Gorriarán, Carlos",Carlos,Martínez Gorriarán,UPyD,3,Madrid,2011-11-29,,secretaria.upyd@congreso.es,https://twitter.com/cmgorriaran,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D44&idLegislatura=10
361,Enrique Luis Martín,"Martín Rodríguez, Enrique Luis",Enrique Luis,Martín Rodríguez,PP,1,Palencia,2012-01-10,,enrique.martin@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D361&idLegislatura=10
58,Juan Carlos Lagares,"Lagares Flores, Juan Carlos",Juan Carlos,Lagares Flores,PP,1,Huelva,2011-11-29,,"",https://twitter.com/juancarloslagar,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D58&idLegislatura=10
178,Mariano Rajoy,"Rajoy Brey, Mariano",Mariano,Rajoy Brey,PP,1,Madrid,2011-12-01,,"",https://twitter.com/marianorajoy,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D178&idLegislatura=10
190,Marc Solsona,"Solsona Aixalà, Marc",Marc,Solsona Aixalà,CiU,9,LLeida,2011-12-01,,marc.solsona@congreso.es,https://twitter.com/solsona_marc,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D190&idLegislatura=10
305,Carmen Montón,"Montón Giménez, Carmen",Carmen,Montón Giménez,PSOE,5,Valencia,2011-12-05,,carmen.monton@congreso.es,https://twitter.com/CarmenMonton,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D305&idLegislatura=10
260,Ricardo Sixto,"Sixto Iglesias, Ricardo",Ricardo,Sixto Iglesias,EUPV,20,Valencia,2011-12-03,,ricardo.sixto@congreso.es,https://twitter.com/Rsixtoiglesias,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D260&idLegislatura=10
352,Antonio Pérez,"Pérez Insua, Antonio",Antonio,Pérez Insua,PP,1,A Coruña,2012-01-10,,antoniop.insua@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D352&idLegislatura=10
354,María Teresa Martín,"Martín Pozo, María Teresa",María Teresa,Martín Pozo,PP,1,Zamora,2012-01-10,,teresa.martin@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D354&idLegislatura=10
374,María Carmen Rodríguez,"Rodríguez Flores, María Carmen",María Carmen,Rodríguez Flores,PP,1,Madrid,2012-10-08,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D374&idLegislatura=10
336,Rafael Larreina,"Larreina Valderrama, Rafael",Rafael,Larreina Valderrama,AMAIUR,2,Gipuzkoa,2011-12-12,,rafael.larreina@congreso.es,https://twitter.com/larreina,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D336&idLegislatura=10
359,Javier Puente,"Puente Redondo, Javier",Javier,Puente Redondo,PP,1,Cantabria,2012-01-10,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D359&idLegislatura=10
289,Pere Macias,"Macias i Arau, Pere",Pere,Macias i Arau,CiU,9,Barcelona,2011-12-05,,pere.macias@congreso.es,http://twitter.com/peremaciasiarau,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D289&idLegislatura=10
102,Susana Sumelzo,"Sumelzo Jordán, Susana",Susana,Sumelzo Jordán,PSOE,5,Zaragoza,2011-11-30,,susana.sumelzo@congreso.es,http://twitter.com/SSumelzo,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D102&idLegislatura=10
100,Luis López,"López Jiménez, Luis",Luis,López Jiménez,PSOE,5,Almería,2011-11-30,2012-04-09,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=100
62,Álvaro María Nadal,"Nadal Belda, Álvaro María",Álvaro María,Nadal Belda,PP,1,Albacete,2011-11-29,2012-01-04,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=62
174,Guillermo Mariscal,"Mariscal Anaya, Guillermo",Guillermo,Mariscal Anaya,PP,1,Las Palmas,2011-12-01,,guillermomariscal@congreso.es,https://twitter.com/gmariscalanaya,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D174&idLegislatura=10
81,Teófilo de Luis,"Luis Rodríguez, Teófilo de",Teófilo de,Luis Rodríguez,PP,1,Madrid,2011-11-29,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D81&idLegislatura=10
64,Santiago Lanzuela,"Lanzuela Marina, Santiago",Santiago,Lanzuela Marina,PP-PAR,14,Teruel,2011-11-29,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D64&idLegislatura=10
210,María Aránzazu Miguélez,"Miguélez Pariente, María Aránzazu",María Aránzazu,Miguélez Pariente,PP,1,León,2011-12-01,,aranzazu.miguelez@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D210&idLegislatura=10
163,Carles Pàramo,"Pàramo i Ponsetí, Carles",Carles,Pàramo i Ponsetí,CiU,9,Girona,2011-11-30,,carles.paramo@congreso.es,https://twitter.com/carlesparamo,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D163&idLegislatura=10
181,Daniel Serrano,"Serrano Coronado, Daniel",Daniel,Serrano Coronado,PP,1,Barcelona,2011-12-01,,daniel.serrano@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D181&idLegislatura=10
263,Tristana María Moraleja,"Moraleja Gómez, Tristana María",Tristana María,Moraleja Gómez,PP,1,A Coruña,2011-12-05,,"",https://twitter.com/TristanaMg,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D263&idLegislatura=10
320,Ovidio Sánchez,"Sánchez Díaz, Ovidio",Ovidio,Sánchez Díaz,PP,1,Asturias,2011-12-07,,ovidio.sanchez@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D320&idLegislatura=10
232,Manuel Mora,"Mora Bernat, Manuel",Manuel,Mora Bernat,PP,1,Huesca,2011-12-02,,manuel.mora@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D232&idLegislatura=10
337,Iker Urbina,"Urbina Fernández, Iker",Iker,Urbina Fernández,AMAIUR,2,Araba,2011-12-12,,iker.urbina@congreso.es,https://twitter.com/ikerurbina1,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D337&idLegislatura=10
135,Elena Valenciano,"Valenciano Martínez-Orozco, Elena",Elena,Valenciano Martínez-Orozco,PSOE,5,Madrid,2011-11-30,,evalenciano@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D135&idLegislatura=10
295,Joan Tardà,"Tardà i Coma, Joan",Joan,Tardà i Coma,ERC-RI.cat,12,Barcelona,2011-12-05,,jtarda@congreso.es,https://twitter.com/JoanTarda,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D295&idLegislatura=10
397,José Manuel Girela,"Girela de la Fuente, José Manuel",José Manuel,Girela de la Fuente,PSOE,5,Sevilla,2014-07-08,,jmgirela@gmail.com,https://twitter.com/JoseMGirela,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D397&idLegislatura=10
223,María Jesús Susinos,"Susinos Tarrero, María Jesús",María Jesús,Susinos Tarrero,PP,1,Cantabria,2011-12-02,,mjsusinos@congreso.es,https://twitter.com/mariajsusinos,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D223&idLegislatura=10
57,Jesús Posada,"Posada Moreno, Jesús",Jesús,Posada Moreno,PP,1,Soria,2011-11-29,,jesus.posada@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D57&idLegislatura=10
343,Luis Tudanca,"Tudanca Fernández, Luis",Luis,Tudanca Fernández,PSOE,5,Burgos,2011-12-12,,luis.tudanca@congreso.es,https://twitter.com/luistudanca,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D343&idLegislatura=10
200,Montserrat Surroca,"Surroca i Comas, Montserrat",Montserrat,Surroca i Comas,CiU,9,Girona,2011-12-01,,montse.surroca@congreso.es,https://twitter.com/montsesurroca,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D200&idLegislatura=10
16,Pedro Ramón Gómez,"Gómez de la Serna y Villacieros, Pedro Ramón",Pedro Ramón,Gómez de la Serna y Villacieros,PP,1,Segovia,2011-11-28,,pedro.gomezdelaserna@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D16&idLegislatura=10
265,Celso Luis Delgado,"Delgado Arce, Celso Luis",Celso Luis,Delgado Arce,PP,1,Ourense,2011-12-05,,celso.delgado@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D265&idLegislatura=10
42,Rosa María Díez,"Díez González, Rosa María",Rosa María,Díez González,UPyD,3,Madrid,2011-11-29,,secretaria.upyd@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D42&idLegislatura=10
394,Antoni Such,"Such Botella, Antoni",Antoni,Such Botella,PSOE,5,Valencia,2014-07-08,,a.such.botella@gmail.com,https://twitter.com/tonisuch,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D394&idLegislatura=10
323,Antonio Ramón María Trevín,"Trevín Lombán, Antonio Ramón María",Antonio Ramón María,Trevín Lombán,PSOE,5,Asturias,2011-12-07,,antoniotrevin@yahoo.es,https://twitter.com/antoniotrevin,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D323&idLegislatura=10
184,Carme Chacón,"Chacón Piqueras, Carme",Carme,Chacón Piqueras,PSC-PSOE,7,Barcelona,2011-12-01,2013-08-31,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=184
314,Manuel Cervera,"Cervera Taulet, Manuel",Manuel,Cervera Taulet,PP,1,Castellón,2011-12-07,2013-09-06,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=314
387,Teresa García,"García Sena, Teresa",Teresa,García Sena,PP,1,Valencia,2014-03-11,,teresa.garcia@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D387&idLegislatura=10
152,Santiago Cervera,"Cervera Soto, Santiago",Santiago,Cervera Soto,PP,1,Madrid,2011-11-30,2012-12-10,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=152
388,José Ramón García,"García Hernández, José Ramón",José Ramón,García Hernández,PP,1,Madrid,2014-04-24,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D388&idLegislatura=10
186,Gaspar Carlos Zarrías,"Zarrías Arévalo, Gaspar Carlos",Gaspar Carlos,Zarrías Arévalo,PSOE,5,Jaén,2011-12-01,,"",https://twitter.com/gzarrias,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D186&idLegislatura=10
367,María de los Ángeles Fernández-Ahuja,"Fernández-Ahuja García, María de los Ángeles",María de los Ángeles,Fernández-Ahuja García,PP,1,Asturias,2012-05-16,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D367&idLegislatura=10
18,Isabel María Borrego,"Borrego Cortés, Isabel María",Isabel María,Borrego Cortés,PP,1,Illes Balears,2011-11-28,2012-01-04,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=18
391,Inmaculada Guaita,"Guaita Vañó, Inmaculada",Inmaculada,Guaita Vañó,PP,1,Valencia,2014-07-02,,inmaculada.guaita@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D391&idLegislatura=10
253,José Zaragoza,"Zaragoza Alonso, José",José,Zaragoza Alonso,PSC-PSOE,7,Barcelona,2011-12-02,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D253&idLegislatura=10
38,José Andrés Torres,"Torres Mora, José Andrés",José Andrés,Torres Mora,PSOE,5,Málaga,2011-11-29,,jandres@congreso.es,http://twitter.com/JATorresMora,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D38&idLegislatura=10
71,Chesús Yuste,"Yuste Cabello, Chesús",Chesús,Yuste Cabello,CHA,21,Zaragoza,2011-11-29,,chesus.yuste@congreso.es,https://twitter.com/ChesusYuste,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D71&idLegislatura=10
365,Gracia Fernández,"Fernández Moya, Gracia",Gracia,Fernández Moya,PSOE,5,Almería,2012-04-10,,gracia.fernandez@congreso.es,https://twitter.com/gracitacary,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D365&idLegislatura=10
