iddiputado,name,sort_name,given_name,family_name,gender,party,faction_id,faction,source,dob,term,start_date,end_date,email,twitter,facebook,phone,fax,constituency,photo,id
,Sofía Fernández Castañón,"Fernández Castañón, Sofía",Sofía,Fernández Castañón,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=76,,11,,,"","","","","",Asturias,"",11_76
,Marta Domínguez Álvarez,"Domínguez Álvarez, Marta",Marta,Domínguez Álvarez,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=77&idLegislatura=11,,11,,,"","","","","",Córdoba,"",11_77
,Alberto Rodríguez Rodríguez,"Rodríguez Rodríguez, Alberto",Alberto,Rodríguez Rodríguez,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=78,,11,,,"","","","","",S/C Tenerife,"",11_78
,Rosa Ana Alonso Clusa,"Alonso Clusa, Rosa Ana",Rosa Ana,Alonso Clusa,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=79,,11,,,"","","","","",Cantabria,"",11_79
,Ana Marcello Santos,"Marcello Santos, Ana",Ana,Marcello Santos,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=80,,11,,,"","","","","",León,"",11_80
,María Isabel Medina Suárez,"Medina Suárez, María Isabel",María Isabel,Medina Suárez,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=81&idLegislatura=11,,11,,,"","","","","",Málaga,"",11_81
,Juan Antonio Delgado Ramos,"Delgado Ramos, Juan Antonio",Juan Antonio,Delgado Ramos,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=82,,11,,,"","","","","",Cádiz,"",11_82
,Sergio Pascual Peña,"Pascual Peña, Sergio",Sergio,Pascual Peña,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=83,,11,,,"","","","","",Sevilla,"",11_83
,María Auxiliadora Honorato Chulián,"Honorato Chulián, María Auxiliadora",María Auxiliadora,Honorato Chulián,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=84,,11,,,"","","","","",Sevilla,"",11_84
,Joaquín Albaladejo Martínez,"Albaladejo Martínez, Joaquín",Joaquín,Albaladejo Martínez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=85,,11,,,"","","","","",Alicante/Alacant,"",11_85
,Jaime Miguel Mateu Istúriz,"Mateu Istúriz, Jaime Miguel",Jaime Miguel,Mateu Istúriz,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=86,,11,,,"","","","","",Burgos,"",11_86
,Juan Pedro Yllanes Suárez,"Yllanes Suárez, Juan Pedro",Juan Pedro,Yllanes Suárez,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=87,,11,,,"","","","","",Balears (Illes),"",11_87
,Félix Alonso Cantorné,"Alonso Cantorné, Félix",Félix,Alonso Cantorné,male,EN COMÚ PODEM,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=88,,11,,,"","","","","",Tarragona,"",11_88
,María Asunción Jacoba Pía De la Concha García-Mauriño,"De la Concha García-Mauriño, María Asunción Jacoba Pía",María Asunción Jacoba Pía,De la Concha García-Mauriño,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=89,,11,,,"","","","","",Balears (Illes),"",11_89
,David Serrada Pariente,"Serrada Pariente, David",David,Serrada Pariente,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=9,,11,,,"","","","","",Salamanca,"",11_9
,Artemi Vicent Rallo Lombarte,"Rallo Lombarte, Artemi Vicent",Artemi Vicent,Rallo Lombarte,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=90,,11,,,"","","","","",Castellón/Castelló,"",11_90
,Alberto Montero Soler,"Montero Soler, Alberto",Alberto,Montero Soler,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=91,,11,,,"","","","","",Málaga,"",11_91
,Isabel Franco Carmona,"Franco Carmona, Isabel",Isabel,Franco Carmona,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=92,,11,,,"","","","","",Huelva,"",11_92
,Ione Belarra Urteaga,"Belarra Urteaga, Ione",Ione,Belarra Urteaga,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=93,,11,,,"","","","","",Navarra,"",11_93
,Raimundo Viejo Viñas,"Viejo Viñas, Raimundo",Raimundo,Viejo Viñas,male,EN COMÚ PODEM,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=94,,11,,,"","","","","",Barcelona,"",11_94
,María Victoria Rosell Aguilar,"Rosell Aguilar, María Victoria",María Victoria,Rosell Aguilar,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=95&idLegislatura=11,,11,,,"","","","","",Palmas (Las),"",11_95
,Josep Vendrell Gardeñes,"Vendrell Gardeñes, Josep",Josep,Vendrell Gardeñes,male,EN COMÚ PODEM,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=96,,11,,,"","","","","",Barcelona,"",11_96
,Diego Clemente Giménez,"Clemente Giménez, Diego",Diego,Clemente Giménez,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=97,,11,,,"","","","","",Almería,"",11_97
,Arturo García-Tizón López,"García-Tizón López, Arturo",Arturo,García-Tizón López,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=51,,11,,,"","","","","",Toledo,"",2_144
,Celia Villalobos Talero,"Villalobos Talero, Celia",Celia,Villalobos Talero,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=14,,11,,,"","","","","",Málaga,"",3_208
,Patxi López Álvarez,"López Álvarez, Patxi",Patxi,López Álvarez,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=324,,11,,,"","","","","",Bizkaia,"",3_376
,Mariano Rajoy Brey,"Rajoy Brey, Mariano",Mariano,Rajoy Brey,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=295,,11,,,"","","","","",Madrid,"",3_43
,Jorge Fernández Díaz,"Fernández Díaz, Jorge",Jorge,Fernández Díaz,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=140,,11,,,"","","","","",Barcelona,"",4_115
,Teófila Martínez Saiz,"Martínez Saiz, Teófila",Teófila,Martínez Saiz,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=35,,11,,,"","","","","",Cádiz,"",4_193
,Juan Carlos Vera Pró,"Vera Pró, Juan Carlos",Juan Carlos,Vera Pró,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=151,,11,,,"","","","","",Madrid,"",5_116
,Gerardo Camps Devesa,"Camps Devesa, Gerardo",Gerardo,Camps Devesa,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=301,,11,,,"","","","","",Alicante/Alacant,"",5_189
,Rafael Antonio Hernando Fraile,"Hernando Fraile, Rafael Antonio",Rafael Antonio,Hernando Fraile,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=55,,11,,,"","","","","",Almería,"",5_20
,Jesús Posada Moreno,"Posada Moreno, Jesús",Jesús,Posada Moreno,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=23,,11,,,"","","","","",Soria,"",5_204
,Cristóbal Ricardo Montoro Romero,"Montoro Romero, Cristóbal Ricardo",Cristóbal Ricardo,Montoro Romero,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=243,,11,,,"","","","","",Madrid,"",5_224
,José María Chiquillo Barber,"Chiquillo Barber, José María",José María,Chiquillo Barber,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=163,,11,,,"","","","","",Valencia/València,"",5_368
,Teófilo de Luis Rodríguez,"Luis Rodríguez, Teófilo de",Teófilo de,Luis Rodríguez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=149,,11,,,"","","","","",Madrid,"",5_388
,Tomás Burgos Gallego,"Burgos Gallego, Tomás",Tomás,Burgos Gallego,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=173,,11,,,"","","","","",Valladolid,"",5_97
,Salvador Antonio De la Encina Ortega,"De la Encina Ortega, Salvador Antonio",Salvador Antonio,De la Encina Ortega,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=136,,11,,,"","","","","",Cádiz,"",6_134
,Ramón Moreno Bustos,"Moreno Bustos, Ramón",Ramón,Moreno Bustos,male,PP-PAR,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=129,,11,,,"","","","","",Zaragoza,"",6_183
,Carles Campuzano i Canadés,"Campuzano i Canadés, Carles",Carles,Campuzano i Canadés,male,DL,DL,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=322,,11,,,"","","","","",Barcelona,"",6_201
,José Antonio Bermúdez de Castro Fernández,"Bermúdez de Castro Fernández, José Antonio",José Antonio,Bermúdez de Castro Fernández,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=311,,11,,,"","","","","",Salamanca,"",6_287
,Miguel Ángel Heredia Díaz,"Heredia Díaz, Miguel Ángel",Miguel Ángel,Heredia Díaz,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=6,,11,,,"","","","","",Málaga,"",6_292
,María Sandra Moneo Díez,"Moneo Díez, María Sandra",María Sandra,Moneo Díez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=291,,11,,,"","","","","",Burgos,"",6_353
,María Teresa de Lara Carbó,"Lara Carbó, María Teresa de",María Teresa de,Lara Carbó,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=221,,11,,,"","","","","",Madrid,"",6_356
,José Ignacio Echániz Salgado,"Echániz Salgado, José Ignacio",José Ignacio,Echániz Salgado,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=279,,11,,,"","","","","",Madrid,"",6_361
,María Soledad Pérez Domínguez,"Pérez Domínguez, María Soledad",María Soledad,Pérez Domínguez,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=170,,11,,,"","","","","",Badajoz,"",7_117
,Micaela Navarro Garzón,"Navarro Garzón, Micaela",Micaela,Navarro Garzón,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=116,,11,,,"","","","","",Jaén,"",7_118
,Pedro María Azpiazu Uriarte,"Azpiazu Uriarte, Pedro María",Pedro María,Azpiazu Uriarte,male,EAJ-PNV,EAJ-PNV,G.P. Vasco,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=121,,11,,,"","","","","",Bizkaia,"",7_161
,Andrés José Ayala Sánchez,"Ayala Sánchez, Andrés José",Andrés José,Ayala Sánchez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=28&idLegislatura=11,,11,,,"","","","","",Murcia,"",7_18
,María Fátima Báñez García,"Báñez García, María Fátima",María Fátima,Báñez García,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=62,,11,,,"","","","","",Huelva,"",7_185
,Juan José Matarí Sáez,"Matarí Sáez, Juan José",Juan José,Matarí Sáez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=59,,11,,,"","","","","",Almería,"",7_214
,María del Carmen Quintanilla Barba,"Quintanilla Barba, María del Carmen",María del Carmen,Quintanilla Barba,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=157,,11,,,"","","","","",Ciudad Real,"",7_226
,Alfonso Alonso Aranegui,"Alonso Aranegui, Alfonso",Alfonso,Alonso Aranegui,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=61,,11,,,"","","","","",Araba/Álava,"",7_266
,Ana María Pastor Julián,"Pastor Julián, Ana María",Ana María,Pastor Julián,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=17,,11,,,"","","","","",Pontevedra,"",7_279
,Celso Luis Delgado Arce,"Delgado Arce, Celso Luis",Celso Luis,Delgado Arce,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=36,,11,,,"","","","","",Ourense,"",7_330
,Fernando Martínez-Maillo Toribio,"Martínez-Maillo Toribio, Fernando",Fernando,Martínez-Maillo Toribio,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=106,,11,,,"","","","","",Zamora,"",7_360
,Rosa María Romero Sánchez,"Romero Sánchez, Rosa María",Rosa María,Romero Sánchez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=210,,11,,,"","","","","",Ciudad Real,"",7_369
,José Luis Ayllón Manso,"Ayllón Manso, José Luis",José Luis,Ayllón Manso,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=260,,11,,,"","","","","",Madrid,"",7_380
,Rafael Merino López,"Merino López, Rafael",Rafael,Merino López,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=134,,11,,,"","","","","",Córdoba,"",7_51
,Carme Chacón Piqueras,"Chacón Piqueras, Carme",Carme,Chacón Piqueras,female,PSC-PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=290&idLegislatura=11,,11,,,"","","","","",Barcelona,"",7_97
,Ana María Madrazo Díaz,"Madrazo Díaz, Ana María",Ana María,Madrazo Díaz,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=204,,11,,,"","","","","",Cantabria,"",8_10
,José Andrés Torres Mora,"Torres Mora, José Andrés",José Andrés,Torres Mora,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=248,,11,,,"","","","","",Málaga,"",8_120
,Jordi Xuclà i Costa,"Xuclà i Costa, Jordi",Jordi,Xuclà i Costa,male,DL,DL,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=1,,11,,,"","","","","",Girona,"",8_124
,José María Lassalle Ruiz,"Lassalle Ruiz, José María",José María,Lassalle Ruiz,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=212,,11,,,"","","","","",Cantabria,"",8_172
,Pedro José Muñoz González,"Muñoz González, Pedro José",Pedro José,Muñoz González,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=70,,11,,,"","","","","",Ávila,"",8_202
,Pablo Matos Mascareño,"Matos Mascareño, Pablo",Pablo,Matos Mascareño,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=68,,11,,,"","","","","",S/C Tenerife,"",8_229
,Carlos Casimiro Salvador Armendáriz,"Salvador Armendáriz, Carlos Casimiro",Carlos Casimiro,Salvador Armendáriz,male,UPN-PP,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=10,,11,,,"","","","","",Navarra,"",8_255
,Meritxell Batet Lamaña,"Batet Lamaña, Meritxell",Meritxell,Batet Lamaña,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=174,,11,,,"","","","","",Madrid,"",8_256
,Herick Manuel Campos Arteseros,"Campos Arteseros, Herick Manuel",Herick Manuel,Campos Arteseros,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=199&idLegislatura=11,,11,,,"","","",913907693 Fax: 913906016 Fecha alta: 07/01/2016. Causó baja el 19/07/2016.,913906016 Fecha alta: 07/01/2016. Causó baja el 19/07/2016.,Alicante/Alacant,"",8_260
,Aitor Esteban Bravo,"Esteban Bravo, Aitor",Aitor,Esteban Bravo,male,EAJ-PNV,EAJ-PNV,G.P. Vasco,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=123,,11,,,"","","","","",Bizkaia,"",8_284
,Pedro Saura García,"Saura García, Pedro",Pedro,Saura García,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=179,,11,,,"","","","","",Murcia,"",8_294
,Joan Tardà i Coma,"Tardà i Coma, Joan",Joan,Tardà i Coma,male,ERC-CATSÍ,GER,G.P. Esquerra Republicana,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=321,,11,,,"","","","","",Barcelona,"",8_302
,Alicia Sánchez-Camacho Pérez,"Sánchez-Camacho Pérez, Alicia",Alicia,Sánchez-Camacho Pérez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=203,,11,,,"","","","","",Barcelona,"",8_310
,Miguel Barrachina Ros,"Barrachina Ros, Miguel",Miguel,Barrachina Ros,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=42,,11,,,"","","","","",Castellón/Castelló,"",8_323
,Jorge Moragas Sánchez,"Moragas Sánchez, Jorge",Jorge,Moragas Sánchez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=344,,11,,,"","","","","",Barcelona,"",8_327
,María Soraya Rodríguez Ramos,"Rodríguez Ramos, María Soraya",María Soraya,Rodríguez Ramos,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=316,,11,,,"","","","","",Valladolid,"",8_328
,Antonio Hernando Vera,"Hernando Vera, Antonio",Antonio,Hernando Vera,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=175,,11,,,"","","","","",Madrid,"",8_352
,María Soraya Sáenz de Santamaría Antón,"Sáenz de Santamaría Antón, María Soraya",María Soraya,Sáenz de Santamaría Antón,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=259,,11,,,"","","","","",Madrid,"",8_362
,Guillermo Mariscal Anaya,"Mariscal Anaya, Guillermo",Guillermo,Mariscal Anaya,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=334,,11,,,"","","","","",Palmas (Las),"",8_372
,Joaquín María García Díez,"García Díez, Joaquín María",Joaquín María,García Díez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=156,,11,,,"","","","","",Lugo,"",8_39
,Ana María Oramas González-Moro,"Oramas González-Moro, Ana María",Ana María,Oramas González-Moro,female,CCa-PNC,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=302,,11,,,"","","","","",S/C Tenerife,"",8_393
,Álvaro María Nadal Belda,"Nadal Belda, Álvaro María",Álvaro María,Nadal Belda,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=261,,11,,,"","","","","",Madrid,"",9_112
,Alejandro Ramírez del Molino Morán,"Ramírez del Molino Morán, Alejandro",Alejandro,Ramírez del Molino Morán,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=50,,11,,,"","","","","",Badajoz,"",9_115
,Rafael Simancas Simancas,"Simancas Simancas, Rafael",Rafael,Simancas Simancas,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=171,,11,,,"","","","","",Madrid,"",9_120
