id,name__ne,name,wikipedia__ne,original_wikiname,name__en,name__de,name__fr,name__nl,wikipedia__en,wikipedia__fr,gender,name__ja,name__es,name__nb,name__zh,name__hu,wikipedia__de,wikipedia__ja,wikipedia__no,wikipedia__zh,birth_date,identifier__freebase,given_name,name__hi,identifier__VIAF,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__new,name__ru,name__fi,name__it,wikipedia__es,wikipedia__fi,wikipedia__hi,wikipedia__it,wikipedia__new,wikipedia__nl,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ru,image,name__jv,name__ko,name__ta,name__ms,name__id,name__ml,name__el,name__sv,name__kn,name__tr,name__la,name__cy,name__fa,name__da,name__mr,name__ca,name__bn,name__mai,name__sk,name__pa,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__fa,wikipedia__frwikiquote,wikipedia__id,wikipedia__jv,wikipedia__kn,wikipedia__ko,wikipedia__la,wikipedia__mai,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__pa,wikipedia__simple,wikipedia__sk,wikipedia__sv,wikipedia__ta,wikipedia__tr,identifier__GND,identifier__LCAuth,name__oc,name__lb,name__yo,name__ar,name__en_ca,name__en_gb,wikipedia__ar,wikipedia__lb,wikipedia__yo,twitter,death_date,name__sa,identifier__ISNI,identifier__SUDOC,website,identifier__Munzinger,identifier__FAST,name__mk,name__cs,name__de_ch,name__uk,name__vi,name__ka,name__az,name__pt,name__pt_br,name__xmf,name__eo,name__lv,name__uz,name__af,name__hif,name__nn,wikipedia__af,wikipedia__az,wikipedia__bh,wikipedia__cs,wikipedia__eo,wikipedia__hif,wikipedia__hu,wikipedia__ka,wikipedia__lv,wikipedia__oc,wikipedia__pt,wikipedia__sa,wikipedia__uk,wikipedia__uz,wikipedia__vi,wikipedia__xmf,name__sco,wikipedia__sco,identifier__Britannica,occupation,wikipedia__cawikiquote,wikipedia__as,name__as,wikipedia__te,name__te,name__he,wikipedia__ur,name__ur,identifier__quora,wikipedia__dty,name__dty,name__fo,name__kl,wikipedia__he,identifier__BIBSYS,name__bho,electoral_district,facebook,family_name,name__hy,wikipedia__hy,name__an,name__ast,name__bar,name__br,name__co,name__de_at,name__et,name__eu,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__is,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__GTAA,wikipedia__ast,wikipedia__mg,name__be,name__mn,name__sr,name__qu,wikipedia__be,wikipedia__et,wikipedia__io,wikipedia__mn,wikipedia__qu,wikipedia__sr,wikipedia__itwikiquote
Q3675222,चित्रबहादुर केसी,चित्रबहादुर केसी,चित्रबहादुर केसी,,Chitra Bahadur K.C.,,,Chitra Bahadur K.C.,Chitra Bahadur K.C.,,male,,Chitra Bahadur K.C.,,,Chitra Bahadur K.C.,,,,,1934-01-01,,Chitra,,,,,,,,,,,,,Chitra Bahadur K.C.,,,,Chitra Bahadur K.C.,,,,,,,,,,,,,,,,,,,,,,,,चित्रबहादुर केसी,,,,,,,,,,,,,,,,चित्रबहादुर केसी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Chitra Bahadur K.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3757183,गगन कुमार थापा,गगन कुमार थापा,गगन थापा,गगन थापा,Gagan Kumar Thapa,Gagan Thapa,Gagan Thapa,Gagan Thapa,Gagan Thapa,Gagan Thapa,male,,Gagan Thapa,Gagan Thapa,,Gagan Thapa,,,Gagan Thapa,,1976-07-16,/m/0421tzb,,गगन थापा,,,,,,,,,,,,Gagan Thapa,,,गगन थापा,Gagan Thapa,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a7/GAGAN.jpg,,,,,,,,,,,,,,,,,গগন কুমার থাপা,गगन कुमार थापा,,,,,Category:Gagan Thapa,,,,,,,,,,,गगन थापा,,,,,,,,,,,,,,,,,,,,,thapagk,,,,,http://gaganthapa.com.np,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,गगन थापा,गगन थापा,,,,,,,thapagk,Thapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q40793800,,Laxmilal Chaudhary,,,Laxmilal Chaudhary,,,,Laxmilal Chaudhary,,male,,Laxmilal Chaudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Laxmilal Chaudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44147906,ज्ञानुदेवी गैरे,ज्ञानुदेवी गैरे,,,Gyanu Devi Gaire,,,Gyanu Devi Gaire,,,female,,Gyanu Devi Gaire,,,,,,,,1955-11-22,,,ज्ञानुदेवी गैरे,,,,,,,,,ज्ञानुदेवी गैरे,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ज्ञानुदेवी गैरे,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,ज्ञानुदेवी गैरे,,,,,,,Gyanu Devi Gaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44148025,डोर प्रसाद उपाध्याय,डोर प्रसाद उपाध्याय,,,Dor Prasad Upadhyay,,,Dor Prasad Upadhyay,,,male,,Dor Prasad Upadhyay,,,,,,,,1971-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Dor Prasad Upadhyay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44150406,जीवन श्रेष्ठ,जीवन श्रेष्ठ,,,Jeevan Shrestha,,,Jeevan Shrestha,,,male,,Jeevan Shrestha,,,,,,,,1957-01-01,,Jeevan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44150800,मिना चौधरी,मिना चौधरी,,,Mina Chaudhary,,,Mina Chaudhary,,,female,,Mina Chaudhary,,,,,,,,1958-01-16,,,मिना चौधरी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Mina Chaudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44159339,हरिवोल प्रसाद गजुरेल,हरिवोल प्रसाद गजुरेल,,,Haribol Prasad Gajurel,,,Haribol Prasad Gajurel,,,male,,Haribol Prasad Gajurel,,,,,,,,1955-04-19,,,हरिवोल प्रसाद गजुरेल,,,,,,,,,हरिवोल प्रसाद गजुरेल,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Haribol Prasad Gajurel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44184156,हिरा बहादुर के.सी.,हिरा बहादुर के.सी.,,,Hira Bahadur K.C.,,,Hira Bahadur K.C.,,,male,,Hira Bahadur K.C.,,,,,,,,1952-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Hira Bahadur K.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4446146,सुनिलबाबु पन्त,सुनिलबाबु पन्त,सुनिलबाबु पन्त,,Sunil Babu Pant,Sunil Babu Pant,Sunil Babu Pant,Sunil Babu Pant,Sunil Babu Pant,,male,,Sunil Babu Pant,,,Sunil Babu Pant,,,,,1972-06-28,,Sunil,,,,,,,,,,,Сунил Бабу Пант,,,,,,,,,,,Сунил Бабу Пант,,,,,,,,,,,Sunil Pant,,,,,,Sunil Babu Pant,সুনীল বাবু পন্থ,,,,,Sunil Babu Pant,,,,,,,,,,,,,,,,,,,,,Sunil Babu Pant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Sunil Babu Pant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44782103,राजीव विक्रम शाह,राजीव विक्रम शाह,,,Rajeev Bikram Shah,,,Rajeev Bikram Shah,Rajeev Bikram Shah,,male,,Rajeev Bikram Shah,,,,,,,,1968-04-08,,,राजीव विक्रम शाह,,,,,,,,,राजीव विक्रम शाह,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,राजीव विक्रम शाह,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,राजीव विक्रम शाह,,,,,,,Rajeev Bikram Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4583760,चन्द्र प्रकाश गजुरेल,चन्द्र प्रकाश गजुरेल,चन्द्र प्रकाश गजुरेल,चन्द्र प्रकाश गजुरेल,Chandra Prakash Gajurel,Chandra Prakash Gajurel,Chandra Prakash Gajurel,Chandra Prakash Gajurel,Chandra Prakash Gajurel,,male,チャンドラ・プラサッド・ガジュレル,Chandra Prakash Gajurel,Chandra Prakash Gajurel,,,,チャンドラ・プラサッド・ガジュレル,Chandra Prakash Gajurel,,1948-04-29,,Chandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Chandra Prakash Gajurel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4591915,नारायणमान बिजुक्छे,नारायणमान बिजुक्छे,नारायणमान बिजुक्छे,,Narayan Man Bijukchhe,Narayan Man Bijukchhe,Narayan Man Bijukchhe,Narayan Man Bijukchhe,Narayan Man Bijukchhe,,male,,Narayan Man Bijukchhe,Narayan Man Bijukche,,,,,Narayan Man Bijukche,,1940-03-09,,Narayan,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f1/Narayanman_bijukchhe_comrade_rohit.png,,,,,,,,,,,,,,,,,,नारायणमान बिजुक्छे,,,,,,,,,,,,,,,,नारायणमान बिजुक्छे,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Narayan Man Bijukchhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4667475,अभिषेक प्रताप शाह,अभिषेक प्रताप शाह,,,Abhishek Pratap Shah,Abhishek Pratap Shah,Abhishek Pratap Shah,Abhishek Pratap Shah,Abhishek Pratap Shah,,male,,Abhishek Pratap Shah,,,,,,,,1982-10-01,,Abhishek,अभिषेक प्रताप शाह,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/Abhishek_Pratap_Shah_(2010).jpg,,,,,,,,,,,,,,,,,অভিষেক প্রতাপ শাহ,अभिषेक प्रताप शाह,,,,,Category:Abhishek Pratap Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,अभिषेक प्रताप शाह,,,,,,,Abhishek Pratap Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4693207,अग्नी प्रसाद सापकोटा,अग्नी प्रसाद सापकोटा,अग्नी प्रसाद सापकोटा,अग्नी प्रसाद सापकोटा,Agni Sapkota,Agni Sapkota,Agni Sapkota,,Agni Sapkota,,male,,Agni Sapkota,,,,,,,,1960-03-07,,Agni,अग्नी प्रसाद सापकोटा,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/29/Agni_Spkta.jpg,,,,,,,,,,,,,,,,,অগ্নি সাপকোটা,अग्नी प्रसाद सापकोटा,,,অগ্নি সাপকোটা,,Category:Agni Sapkota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,अग्नी प्रसाद सापकोटा,,,Sapkota,,,,Agni Sapkota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4699669,अजय कुमार चौरासिया,अजय कुमार चौरासिया,अजय कुमार चौरासिया,अजय कुमार चौरासिया,Ajaya Kumar Chaurasiya Barai,Ajaya Kumar Chaurasiya Barai,,Ajaya Kumar Chaurasiya Barai,Ajaya Kumar Chaurasiya Barai,,male,,Ajaya Kumar Chaurasiya Barai,,,,,,,,,,,अजय कुमार चौरासिया,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Ajaya Kumar Chaurasiya Barai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q470903,शेरबहादुर देउवा,शेरबहादुर देउवा,शेरबहादुर देउवा,शेरबहादुर देउवा,Sher Bahadur Deuba,Sher Bahadur Deuba,Sher Bahadur Deuba,Sher Bahadur Deuba,Sher Bahadur Deuba,Sher Bahadur Deuba,male,シェル・バハドゥール・デウバ,Sher Bahadur Deuba,Sher Bahadur Deuba,謝爾·巴哈杜爾·德烏帕,Sher Bahadur Deuba,Sher Bahadur Deuba,シェール・バハドゥル・デウバ,Sher Bahadur Deuba,謝爾·巴哈杜爾·德烏帕,1946-06-13,/m/02xrk1,,शेर बहादुर देउवा,,谢尔·巴哈杜尔·德乌帕,謝爾·巴哈杜爾·德烏帕,謝爾·巴哈杜爾·德烏帕,谢尔·巴哈杜尔·德乌帕,谢尔·巴哈杜尔·德乌帕,謝爾·巴哈杜爾·德烏帕,Sher Bahadur Deuba,शेरबहादुर देउवा,Шер Бахадур Деуба,Sher Bahadur Deuba,Sher Bahadur Deuba,Sher Bahadur Deuba,Sher Bahadur Deuba,शेर बहादुर देउवा,Sher Bahadur Deuba,शेरबहादुर देउवा,Sher Bahadur Deuba,Sher Bahadur Deuba,Sher Bahadur Deuba,"Деуба, Шер Бахадур",https://upload.wikimedia.org/wikipedia/commons/3/3d/Sher_bahadur.jpg,,,செர் பகதூர் தேவ்பா,,,ഷേര്‍ ബഹാദൂർ ദ്യുബ,,Sher Bahadur Deuba,,Sher Bahadur Deuba,Śerabahādura Deubā,,,Sher Bahadur Deuba,शेरबहादूर देऊबा,,শের বাহাদুর দেউবা,शेरबहादुर देउबा,,,,,Category:Sher Bahadur Deuba,,,,,,,,,,Śerabahādura Deubā,शेरबहादुर देउवा,,शेरबहादुर देउवा,,,,,,செர் பகதூர் தேவ்பா,Sher Bahadur Deuba,,,,,,شير بهادور ديوبا,Sher Bahadur Deuba,Sher Bahadur Deuba,,,,,,,,,,,,,,Sher Bahadur Deuba,,,,,,,,,,,,,Sher Bahadur Deuba,,,शेरबहादुर देउवा,,,,,,,,,,,,,,,,,politician,,,,,,,,,,शेरबहादुर देउवा,शेरबहादुर देउवा,Sher Bahadur Deuba,Sher Bahadur Deuba,,,शेरबहादुर देउवा,,,,,,,Sher Bahadur Deuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47091347,शेख अबुलकलाम आजाद,शेख अबुलकलाम आजाद,शेख अबुलकलाम आजाद,,Phool Babu,,,Phool Babu,Phool Babu,,male,,Phool Babu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3e/Abul_kalam_azad.jpg,,,,,,,,,,,,,,,,,,शेख अबुलकलाम आजाद,,,,,,,,,,,,,,,,शेख अबुलकलाम आजाद,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4747451,आमोद प्रसाद उपाध्याय,आमोद प्रसाद उपाध्याय,आमोद प्रसाद उपाध्याय,आमोद प्रसाद उपाध्याय,Amod Prasad Upadhyay,Amod Prasad Upadhyay,Amod Prasad Upadhyay,,Amod Prasad Upadhyay,,male,,Amod Prasad Upadhyay,,,,,,,,1936-03-29,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/eb/Amod_Upadhyay.jpg,,,,,,,,,,,,,,,,,আমোদ প্রসাদ উপাধ্যায়,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Amod Prasad Upadhyay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4791578,अर्जुन प्रसाद जोशी,अर्जुन प्रसाद जोशी,,,Arjun Prasad Joshi,Arjun Prasad Joshi,,,Arjun Prasad Joshi,,male,,Arjun Prasad Joshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,অর্জুন প্রসাদ জোশী,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Arjun Prasad Joshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4791581,,Arjun Rai,,,Arjun Rai,Arjun Rai,,Arjun Rai,Arjun Rai,,male,,Arjun Rai,,,,,,,,,,Arjun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,অর্জুন রাই,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Arjun Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4802770,आरजु राणा देउवा,आरजु राणा देउवा,आरजु राणा देउवा,आरजु राणा देउवा,Arzu Rana Deuba,Arzu Rana Deuba,Arzu Rana Deuba,Arzu Rana Deuba,Arzu Rana Deuba,,female,,Arzu Rana Deuba,,,,,,,,1962-01-26,,Arzu,,7062618,,,,,,,,,Арзу Рана Деуба,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Arzu Rana Deuba,,,,,,,,,,,,,,,,,,,,,,no2002072062,,,,,Arzu Rana Deuba,Arzu Rana Deuba,,,,,,,0000 0000 5363 3259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,आरजु राणा देउवा,आरजु राणा देउवा,,,,,,,,,,,,Arzu Rana Deuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4837495,,Baban Singh,,,Baban Singh,Baban Singh,,Baban Singh,Baban Singh,,male,,Baban Singh,,,,,,,,,,,,,,,,,,,,,,,Baban Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,ববন সিং,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Baban Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48811841,,Govinda Subba,,,Govinda Subba,,,Govinda Subba,Govinda Subba,,male,,Govinda Subba,,,,,,,,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4900591,,Bhagat Bahadur Baduwal,,,Bhagat Bahadur Baduwal,Bhagat Bahadur Baduwal,,Bhagat Bahadur Baduwal,Bhagat Bahadur Baduwal,,male,,Bhagat Bahadur Baduwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Bhagat Bahadur Baduwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4900847,,Bhakta Bahadur Shah,,,Bhakta Bahadur Shah,Bhakta Bahadur Shah,,Bhakta Bahadur Shah,Bhakta Bahadur Shah,,male,,Bhakta Bahadur Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ভক্ত বাহাদুর শাহ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Bhakta Bahadur Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4901033,,Bhanu Bhakta Joshi,,,Bhanu Bhakta Joshi,Bhanu Bhakta Joshi,,Bhanu Bhakta Joshi,Bhanu Bhakta Joshi,,male,,Bhanu Bhakta Joshi,,,,,,,,1969-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Bhanu Bhakta Joshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4913693,विमलेन्द्र निधि,विमलेन्द्र निधि,विमलेन्द्र निधि,विमलेन्द्र निधि,Bimalendra Nidhi,Bimalendra Nidhi,Bimalendra Nidhi,Bimalendra Nidhi,Bimalendra Nidhi,,male,,Bimalendra Nidhi,,,,,,,,1956-09-25,,,,,,,,,,,,,,,Bimalendra Nidhi,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/Bimalendranidhi.jpg,,,,,,,,,,,,,,,,,,,,,,,Category:Bimalendra Nidhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Bimalendra Nidhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4915551,,Bir Man Chaudhari,,,Bir Man Chaudhari,Bir Man Chaudhari,Bir Man Chaudhari,Bir Man Chaudhari,Bir Man Chaudhari,,male,,Bir Man Chaudhari,,,,,,,,,,,,,,,,,,,,,,,Bir Man Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Bir Man Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4917367,,Bishnu Prasad Chaudhari Tharu,,,Bishnu Prasad Chaudhari Tharu,Bishnu Prasad Chaudhari Tharu,Bishnu Prasad Chaudhari Tharu,Bishnu Prasad Chaudhari Tharu,Bishnu Prasad Chaudhari Tharu,,male,,Bishnu Prasad Chaudhari Tharu,,,,,,,,,,,,,,,,,,,,,,,Bishnu Prasad Chaudhari Tharu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Bishnu Prasad Chaudhari Tharu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4918163,,Bishwodip Lingden Limbu,,,Bishwodip Lingden Limbu,Bishwodip Lingden Limbu,,Bishwodip Lingden Limbu,Bishwodip Lingden Limbu,,male,,Bishwodip Lingden Limbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Bishwodip Lingden Limbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
