id,name,image,given_name,family_name,sort_name,birth_date,gender,chamber,start_date,state,area,group,website,address,phone,fax,term,area_id,identifier__bioguide,identifier__thomas,identifier__lis,identifier__govtrack,identifier__opensecrets,identifier__votesmart,identifier__fec,identifier__cspan,identifier__wikipedia,identifier__house_history,identifier__ballotpedia,identifier__maplight,identifier__washington_post,identifier__icpsr,twitter,facebook,facebook_id,youtube_id,twitter_id,youtube,instagram,instagram_id,sameas,sameasnote,validthrough,census_geoid,census_geoid_12,census_geoid_14,openstates_district,placeholder_id,sch_dist_stateid,state_id
H001065,George Holding,https://theunitedstates.io/images/congress/original/H001065.jpg,George,Holding,"Holding, George",1968-04-17,male,rep,2015-01-06,NC,North Carolina's 13th congressional district,Republican,http://holding.house.gov,507 Cannon HOB; Washington DC 20515-3313,202-225-3032,919-782-4490,114,ocd-division/country:us/state:nc/cd:13,H001065,02143,,412553,N00033399,136462,H2NC13110,623728,George Holding,,George E.B. Holding,1777,f31bb79e-4bbb-11e2-8758-b64a2997a921,21349,RepHolding,CongressmanGeorgeHolding,384164668340890,UCx6IgBfJmIhXSXymnPr78hw,1058460818,repholding,,,,,,,,,,,,
C001096,Kevin Cramer,https://theunitedstates.io/images/congress/original/C001096.jpg,Kevin,Cramer,"Cramer, Kevin",1961-01-21,male,rep,2015-01-06,ND,North Dakota,Republican,http://cramer.house.gov,1032 Longworth HOB; Washington DC 20515-3400,202-225-2611,202-226-0893,114,ocd-division/country:us/state:nd,C001096,02144,,412555,N00004614,444,H0ND01026,7600,Kevin Cramer,,Kevin Cramer,1779,6a855e58-4bbb-11e2-8758-b64a2997a921,21350,RepKevinCramer,CongressmanKevinCramer,498751820147706,UCqUPdO9XaAW-dvwwXKbIVdA,1048784496,kevincramer,,,,,,,,,,,,
K000382,Ann M. Kuster,https://theunitedstates.io/images/congress/original/K000382.jpg,Ann,Kuster,"Kuster, Ann",1956-09-05,female,rep,2015-01-06,NH,New Hampshire's 2nd congressional district,Democrat,http://kuster.house.gov,137 Cannon HOB; Washington DC 20515-2902,202-225-5206,202-225-2946,114,ocd-division/country:us/state:nh/cd:2,K000382,02145,,412557,N00030875,122256,H0NH02181,62650,Ann McLane Kuster,15032387341,Annie Kuster,1781,2487b9f4-4bb7-11e2-8758-b64a2997a921,21340,RepAnnieKuster,CongresswomanAnnieKuster,115543081952049,UCYAD_Eti2b5gXSicbgPsBYA,1058717720,RepKuster,,,,,,,,,,,,
L000580,Michelle Lujan Grisham,https://theunitedstates.io/images/congress/original/L000580.jpg,Michelle,Lujan Grisham,"Lujan Grisham, Michelle",1959-10-24,female,rep,2015-01-06,NM,New Mexico's 1st congressional district,Democrat,https://lujangrisham.house.gov,214 Cannon HOB; Washington DC 20515-3101,202-225-6316,202-225-4975,114,ocd-division/country:us/state:nm/cd:1,L000580,02146,,412558,N00029400,102404,H8NM01257,94791,Michelle Lujan Grisham,15032387385,Michelle Lujan Grisham,1782,5c69cf42-4bbc-11e2-8758-b64a2997a921,21341,RepLujanGrisham,RepLujanGrisham,191640657646128,UCS_N-wEnUBEbVYCD-CXpNjw,1061385474,RepLujanGrisham,replujangrisham,379143191,,,,,,,,,,
M001188,Grace Meng,https://theunitedstates.io/images/congress/original/M001188.jpg,Grace,Meng,"Meng, Grace",1975-10-01,female,rep,2015-01-06,NY,New York's 6th congressional district,Democrat,http://meng.house.gov,1317 Longworth HOB; Washington DC 20515-3206,202-225-2601,202-225-1589,114,ocd-division/country:us/state:ny/cd:6,M001188,02148,,412560,N00034547,69157,H2NY06116,68411,Grace Meng,15032387500,Grace Meng,1784,caf57010-4bbc-11e2-8758-b64a2997a921,21342,RepGraceMeng,repgracemeng,195734010571362,UCHg516zJKbIBtXFAJ0nu3XQ,1051127714,,,,,,,,,,,,,
J000294,Hakeem S. Jeffries,https://theunitedstates.io/images/congress/original/J000294.jpg,Hakeem,Jeffries,"Jeffries, Hakeem",1970-08-04,male,rep,2015-01-06,NY,New York's 8th congressional district,Democrat,http://jeffries.house.gov,1607 Longworth HOB; Washington DC 20515-3208,202-225-5936,,114,ocd-division/country:us/state:ny/cd:8,J000294,02149,,412561,N00033640,55285,H2NY10092,79612,Hakeem Jeffries,,Hakeem Jeffries,1785,08cb2674-4bbc-11e2-8758-b64a2997a921,21343,RepJeffries,RepHakeemJeffries,118349138343701,UCYVmbsjoNbQ4j-PCQIYgpWQ,467823431,,,,,,,,,,,,,
M001185,Sean Patrick Maloney,https://theunitedstates.io/images/congress/original/M001185.jpg,Sean,Maloney,"Maloney, Sean",1966-07-30,male,rep,2015-01-06,NY,New York's 18th congressional district,Democrat,http://seanmaloney.house.gov,1529 Longworth HOB; Washington DC 20515-3218,202-225-5441,202-225-3289,114,ocd-division/country:us/state:ny/cd:18,M001185,02150,,412562,N00034277,139760,H2NY22139,79760,Sean Patrick Maloney,,Sean Maloney,1786,7935c716-4bbc-11e2-8758-b64a2997a921,21344,RepSeanMaloney,RepSeanMaloney,551199354892891,UCNiVzzf4Vz-vCMPBcnjGuXQ,1072467470,,,,,,,,,,,,,
C001092,Chris Collins,https://theunitedstates.io/images/congress/original/C001092.jpg,Chris,Collins,"Collins, Chris",1950-05-20,male,rep,2015-01-06,NY,New York's 27th congressional district,Republican,http://chriscollins.house.gov,1117 Longworth HOB; Washington DC 20515-3227,202-225-5265,202-225-5910,114,ocd-division/country:us/state:ny/cd:27,C001092,02151,,412563,N00001285,139770,H8NY29032,94144,Chris Collins (American politician),,Chris Collins,1787,f06054ec-4bb6-11e2-8758-b64a2997a921,21345,RepChrisCollins,RepChrisCollins,467047586692268,UCSwQQJaKI4TzuYDUwHwwnxQ,1058256326,RepChrisCollins,repchriscollins,379808544,,,,,,,,,,
W000815,Brad R. Wenstrup,https://theunitedstates.io/images/congress/original/W000815.jpg,Brad,Wenstrup,"Wenstrup, Brad",1958-06-17,male,rep,2015-01-06,OH,Ohio's 2nd congressional district,Republican,http://wenstrup.house.gov,1318 Longworth HOB; Washington DC 20515-3502,202-225-3164,202-225-1992,114,ocd-division/country:us/state:oh/cd:2,W000815,02152,,412564,N00033310,135326,H2OH02085,1034044,Brad Wenstrup,,Brad Wenstrup,1788,738c1fea-4bb7-11e2-8758-b64a2997a921,21351,RepBradWenstrup,RepBradWenstrup,124462944390458,UCaK7SeUvmHdHTMtF3HXb-jA,518644221,repbradwenstrup,repbradwenstrup,305496379,,,,,,,,,,
B001281,Joyce Beatty,https://theunitedstates.io/images/congress/original/B001281.jpg,Joyce,Beatty,"Beatty, Joyce",1950-03-12,female,rep,2015-01-06,OH,Ohio's 3rd congressional district,Democrat,http://beatty.house.gov,133 Cannon HOB; Washington DC 20515-3503,202-225-4324,202-225-1984,114,ocd-division/country:us/state:oh/cd:3,B001281,02153,,412565,N00033904,2427,H2OH03125,67294,Joyce Beatty,15032386867,Joyce Beatty,1789,2548b43e-4bbb-11e2-8758-b64a2997a921,21352,RepBeatty,RepJoyceBeatty,,UCtVl3kb7Xvt3pY7l6x-M6LA,1531521632,,repbeatty,554027718,,,,,,,,,,
J000295,David P. Joyce,https://theunitedstates.io/images/congress/original/J000295.jpg,David,Joyce,"Joyce, David",1957-03-17,male,rep,2015-01-06,OH,Ohio's 14th congressional district,Republican,http://joyce.house.gov,1124 Longworth HOB; Washington DC 20515-3514,202-225-5731,202-225-3307,114,ocd-division/country:us/state:oh/cd:14,J000295,02154,,412566,N00035007,143052,H2OH14064,68561,David Joyce (politician),,David Joyce,1790,6d3ab89a-4bb7-11e2-8758-b64a2997a921,21353,RepDaveJoyce,RepDaveJoyce,404318572981934,UCTu9xz2VYk-jtQv0TVsLyYA,976969338,repdavejoyce,repdavejoyce,360743678,,,,,,,,,,
B001283,Jim Bridenstine,https://theunitedstates.io/images/congress/original/B001283.jpg,Jim,Bridenstine,"Bridenstine, Jim",1975-06-15,male,rep,2015-01-06,OK,Oklahoma's 1st congressional district,Republican,http://bridenstine.house.gov,216 Cannon HOB; Washington DC 20515-3601,202-225-2211,918-935-2716,114,ocd-division/country:us/state:ok/cd:1,B001283,02155,,412567,N00033532,135894,H2OK01143,79705,Jim Bridenstine,,Jim Bridenstine,1791,1ba9a374-4bbc-11e2-8758-b64a2997a921,21354,RepJBridenstine,CongressmanJimBridenstine,460003650715961,UC4uUpWvIK-fiOfTG_D3rX8g,1092757885,RepJimBridenstine,repjbridenstine,295797332,,,,,,,,,,
M001190,Markwayne Mullin,https://theunitedstates.io/images/congress/original/M001190.jpg,Markwayne,Mullin,"Mullin, Markwayne",1977-07-26,male,rep,2015-01-06,OK,Oklahoma's 2nd congressional district,Republican,http://mullin.house.gov,1113 Longworth HOB; Washington DC 20515-3602,202-225-2701,202-225-3038,114,ocd-division/country:us/state:ok/cd:2,M001190,02156,,412568,N00033410,135898,H2OK02083,1034045,Markwayne Mullin,,Markwayne Mullin,1792,55872562-4bbc-11e2-8758-b64a2997a921,21355,RepMullin,CongressmanMarkwayneMullin,453637624684399,,1060370282,,,,,,,,,,,,,
P000605,Scott Perry,https://theunitedstates.io/images/congress/original/P000605.jpg,Scott,Perry,"Perry, Scott",1962-05-27,male,rep,2015-01-06,PA,Pennsylvania's 4th congressional district,Republican,http://perry.house.gov,1207 Longworth HOB; Washington DC 20515-3804,202-225-5836,202-226-1000,114,ocd-division/country:us/state:pa/cd:4,P000605,02157,,412569,N00034120,59980,H2PA04135,79873,Scott Perry (politician),,Scott Perry,1793,a05aac8a-4bbc-11e2-8758-b64a2997a921,21356,RepScottPerry,Rep.ScottPerry,376801102416184,UCzgrU5PT_HHRgf5hXPen4dQ,18773159,RepScottPerry,repscottperry,519463466,,,,,,,,,,
R000598,Keith J. Rothfus,https://theunitedstates.io/images/congress/original/R000598.jpg,Keith,Rothfus,"Rothfus, Keith",1962-04-25,male,rep,2015-01-06,PA,Pennsylvania's 12th congressional district,Republican,https://rothfus.house.gov,1205 Longworth HOB; Washington DC 20515-3812,202-225-2065,202-225-5709,114,ocd-division/country:us/state:pa/cd:12,R000598,02158,,412570,N00031253,119466,H0PA04220,61949,Keith Rothfus,,Keith Rothfus,1794,f31f081c-4bbc-11e2-8758-b64a2997a921,21357,KeithRothfus,keithrothfus,133803223451004,UCPe5SCZKXEyUAMNUprj46Pg,1155212191,reprothfus,,,,,,,,,,,,
C001090,Matt Cartwright,https://theunitedstates.io/images/congress/original/C001090.jpg,Matthew,Cartwright,"Cartwright, Matthew",1961-05-01,male,rep,2015-01-06,PA,Pennsylvania's 17th congressional district,Democrat,http://cartwright.house.gov,1419 Longworth HOB; Washington DC 20515-3817,202-225-5546,570-341-1055,114,ocd-division/country:us/state:pa/cd:17,C001090,02159,,412571,N00034128,136236,H2PA17079,79865,Matt Cartwright,,Matt Cartwright,1795,3a43408e-4bbb-11e2-8758-b64a2997a921,21358,RepCartwright,CongressmanMattCartwright,248507065275406,UCnAOvexSGLBnYidaFzguhTQ,776664410,,,,,,,,,,,,,
R000597,Tom Rice,https://theunitedstates.io/images/congress/original/R000597.jpg,Tom,Rice,"Rice, Tom",1957-08-04,male,rep,2015-01-06,SC,South Carolina's 7th congressional district,Republican,http://rice.house.gov,223 Cannon HOB; Washington DC 20515-4007,202-225-9895,,114,ocd-division/country:us/state:sc/cd:7,R000597,02160,,412572,N00033832,132382,H2SC07066,79473,Tom Rice,,Tom Rice (South Carolina),1796,33a9ef8c-4bbd-11e2-8758-b64a2997a921,21359,RepTomRice,reptomrice,403403083083104,UCEmPVQphMGoXAfWJli68BEw,1058345042,RepTomRice,,,,,,,,,,,,
W000814,Randy K. Weber Sr.,https://theunitedstates.io/images/congress/original/W000814.jpg,Randy,Weber,"Weber, Randy",1953-07-02,male,rep,2015-01-06,TX,Texas's 14th congressional district,Republican,http://weber.house.gov,510 Cannon HOB; Washington DC 20515-4314,202-225-2831,202-225-0271,114,ocd-division/country:us/state:tx/cd:14,W000814,02161,,412574,N00033539,102026,H2TX14149,79698,Randy Weber,,Randy Weber,1798,407de97a-4bbd-11e2-8758-b64a2997a921,21360,TXRandy14,TXRandy14,128891177274584,UCJSZRrAcd5i1bHLjR66PZdg,1058051748,TXRandy14,,,,,,,,,,,,
O000170,Beto O'Rourke,https://theunitedstates.io/images/congress/original/O000170.jpg,Beto,O'Rourke,"O'Rourke, Beto",1972-09-26,male,rep,2015-01-06,TX,Texas's 16th congressional district,Democrat,http://orourke.house.gov,1330 Longworth HOB; Washington DC 20515-4316,202-225-4831,,114,ocd-division/country:us/state:tx/cd:16,O000170,02162,,412575,N00033540,78533,H2TX16185,79697,Beto O'Rourke,,Beto O'Rourke,1799,4308607c-4bb7-11e2-8758-b64a2997a921,21361,RepBetoORourke,betoorourketx16,460776160654909,UClxfjz6tgqTbwYwQNy0VURg,1134292500,betoorourketx16,,,,,,,,,,,,
C001091,Joaquin Castro,https://theunitedstates.io/images/congress/original/C001091.jpg,Joaquin,Castro,"Castro, Joaquin",1974-09-16,male,rep,2015-01-06,TX,Texas's 20th congressional district,Democrat,http://castro.house.gov,212 Cannon HOB; Washington DC 20515-4320,202-225-3236,202-225-1915,114,ocd-division/country:us/state:tx/cd:20,C001091,02163,,412576,N00033316,49227,H2TX35011,63974,Joaquín Castro,,Joaquin Castro,1800,625d409c-4bbb-11e2-8758-b64a2997a921,21362,JoaquinCastrotx,326420614138023,326420614138023,UCsRxWnFdRiV2od1O5v5nEeQ,231510077,JoaquinCastroTX,joaquincastrotx,378492005,,,,,,,,,,
W000816,Roger Williams,https://theunitedstates.io/images/congress/original/W000816.jpg,Roger,Williams,"Williams, Roger",1949-09-13,male,rep,2015-01-06,TX,Texas's 25th congressional district,Republican,http://williams.house.gov,1323 Longworth HOB; Washington DC 20515-4325,202-225-9896,512-473-8946,114,ocd-division/country:us/state:tx/cd:25,W000816,02165,,412578,N00030602,50112,H2TX33040,623742,Roger Williams (U.S. politician),,Roger Williams,1802,46eb6828-4bbd-11e2-8758-b64a2997a921,21364,RepRWilliams,RepRogerWilliams,322383274535068,UCBtfmMMQarjtLB9U_pWMOhw,1077446982,,,,,,,,,,,,,
V000131,Marc A. Veasey,https://theunitedstates.io/images/congress/original/V000131.jpg,Marc,Veasey,"Veasey, Marc",1971-01-03,male,rep,2015-01-06,TX,Texas's 33rd congressional district,Democrat,http://veasey.house.gov,414 Cannon HOB; Washington DC 20515-4333,202-225-9897,202-225-9702,114,ocd-division/country:us/state:tx/cd:33,V000131,02166,,412579,N00033839,49671,H2TX33073,79466,Marc Veasey,,Mark Veasey,1803,01e1bbba-4bbd-11e2-8758-b64a2997a921,21365,RepVeasey,CongressmanMarcVeasey,394849110600016,UC2CRp1KF5uljZyhDRPR-72Q,1074129612,marcveasey,repveasey,676925345,,,,,,,,,,
V000132,Filemon Vela,https://theunitedstates.io/images/congress/original/V000132.jpg,Filemon,Vela,"Vela, Filemon",1963-02-13,male,rep,2015-01-06,TX,Texas's 34th congressional district,Democrat,http://vela.house.gov,437 Cannon HOB; Washington DC 20515-4334,202-225-9901,202-225-9770,114,ocd-division/country:us/state:tx/cd:34,V000132,02167,,412580,N00034349,137719,H2TX27190,95434,"Filemon Vela, Jr.",,Filemon Vela,1804,9636abe4-5505-11e2-bf3e-76c0a789346f,21366,RepFilemonVela,USCongressmanFilemonVela,510462622331477,,1083448909,,,,,,,,,,,,,
S001192,Chris Stewart,https://theunitedstates.io/images/congress/original/S001192.jpg,Chris,Stewart,"Stewart, Chris",1960-07-15,male,rep,2015-01-06,UT,Utah's 2nd congressional district,Republican,http://stewart.house.gov,323 Cannon HOB; Washington DC 20515-4402,202-225-9730,801-364-5551,114,ocd-division/country:us/state:ut/cd:2,S001192,02168,,412581,N00033932,135930,H2UT02324,68466,Chris Stewart (politician),,Chris Stewart,1805,57b0efa8-4bb7-11e2-8758-b64a2997a921,21367,RepChrisStewart,RepChrisStewart,242042855928904,UCKYqzTvmQVWys-WhrCkbyPw,1072008757,repchrisstewart,repChrisStewart,,,,,,,,,,,
K000381,Derek Kilmer,https://theunitedstates.io/images/congress/original/K000381.jpg,Derek,Kilmer,"Kilmer, Derek",1974-01-01,male,rep,2015-01-06,WA,Washington's 6th congressional district,Democrat,http://kilmer.house.gov,1520 Longworth HOB; Washington DC 20515-4706,202-225-5916,,114,ocd-division/country:us/state:wa/cd:6,K000381,02169,,412583,N00034453,51516,H2WA06129,68310,Derek Kilmer,,Derek Kilmer,1807,3518ebbc-4bb7-11e2-8758-b64a2997a921,21368,RepDerekKilmer,derek.kilmer,450819048314124,,1058917562,,,,,,,,,,,,,
H001064,Denny Heck,https://theunitedstates.io/images/congress/original/H001064.jpg,Denny,Heck,"Heck, Denny",1952-07-29,male,rep,2015-01-06,WA,Washington's 10th congressional district,Democrat,http://dennyheck.house.gov,425 Cannon HOB; Washington DC 20515-4710,202-225-9740,202-225-0129,114,ocd-division/country:us/state:wa/cd:10,H001064,02170,,412584,N00031557,126058,H0WA03161,9269006,Dennis Heck,,Denny Heck,1808,07bb54a2-4bb7-11e2-8758-b64a2997a921,21369,RepDennyHeck,CongressmanDennyHeck,547907568553615,UCU89cl5_yhHzo-oTHiEyaRg,1068499286,RepDennyHeck,,,,,,,,,,,,
P000607,Mark Pocan,https://theunitedstates.io/images/congress/original/P000607.jpg,Mark,Pocan,"Pocan, Mark",1964-08-14,male,rep,2015-01-06,WI,Wisconsin's 2nd congressional district,Democrat,http://pocan.house.gov,313 Cannon HOB; Washington DC 20515-4902,202-225-2906,202-225-6942,114,ocd-division/country:us/state:wi/cd:2,P000607,02171,,412585,N00033549,26238,H2WI02124,79688,Mark Pocan,,Mark Pocan,1809,933d8a40-4bbc-11e2-8758-b64a2997a921,21370,RepMarkPocan,repmarkpocan,436881033058309,UCz5b47WER_u3dUGV_Zi70dQ,1206227149,repmarkpocan,repmarkpocan,1422301608,,,,,,,,,,
K000385,Robin L. Kelly,https://theunitedstates.io/images/congress/original/K000385.jpg,Robin,Kelly,"Kelly, Robin",1956-04-30,female,rep,2015-01-06,IL,Illinois's 2nd congressional district,Democrat,http://robinkelly.house.gov,1239 Longworth HOB; Washington DC 20515-1302,202-225-0773,202-225-4583,114,ocd-division/country:us/state:il/cd:2,K000385,02190,,412595,N00035215,33384,H2IL02172,70399,Robin Kelly,15032393262,Robin Kelly,2045,0e9272ea-b743-11e2-b94c-b684dda07add,21371,RepRobinKelly,reprobinkelly,150380975141321,UCLhcNPX2nNQLNzwKW0nEykg,1339931490,,,,,,,,,,,,,
S000051,Mark Sanford,https://theunitedstates.io/images/congress/original/S000051.jpg,Marshall,Sanford,"Sanford, Marshall",1960-05-28,male,rep,2015-01-06,SC,South Carolina's 1st congressional district,Republican,http://sanford.house.gov,2201 Rayburn HOB; Washington DC 20515-4001,202-225-3176,843-521-2535,114,ocd-division/country:us/state:sc/cd:1,S000051,01012,,400607,N00002424,21991,H4SC01073,6513,Mark Sanford,21195,Mark Sanford,2046,gIQAd8Ty9O,29565,RepSanfordSC,RepSanfordSC,118387985037658,UCS33edNAxXe2pyFbnUUcZWA,1499993378,RepSanfordSC,,,,,,,,,,,,
S001195,Jason Smith,https://theunitedstates.io/images/congress/original/S001195.jpg,Jason,Smith,"Smith, Jason",1980-06-16,male,rep,2015-01-06,MO,Missouri's 8th congressional district,Republican,http://jasonsmith.house.gov,1118 Longworth HOB; Washington DC 20515-2508,202-225-4404,202-226-0326,114,ocd-division/country:us/state:mo/cd:8,S001195,02191,,412596,N00035282,59318,H4MO08162,71083,Jason T. Smith,,Jason Smith (Missouri representative),2047,,21373,RepJasonSmith,repjasonsmith,544741092252764,UCzj9-27Lr4gcqopmZAobXXg,1623308912,RepJasonSmith,,,,,,,,,,,,
C001101,Katherine M. Clark,https://theunitedstates.io/images/congress/original/C001101.jpg,Katherine,Clark,"Clark, Katherine",1963-07-17,female,rep,2015-01-06,MA,Massachusetts's 5th congressional district,Democrat,https://katherineclark.house.gov,1721 Longworth HOB; Washington DC 20515-2105,202-225-2836,202-226-0092,114,ocd-division/country:us/state:ma/cd:5,C001101,02196,,412600,N00035278,35858,H4MA05084,73178,Katherine Clark,15032398493,Katherine Clark,2053,,,RepKClark,CongresswomanClark,1408040802774787,UCgaI52w7QKI8LtkSeCCmSuw,2293131060,,,,,,,,,,,,,
B001289,Bradley Byrne,https://theunitedstates.io/images/congress/original/B001289.jpg,Bradley,Byrne,"Byrne, Bradley",1955-02-16,male,rep,2015-01-06,AL,Alabama's 1st congressional district,Republican,https://byrne.house.gov,119 Cannon HOB; Washington DC 20515-0101,202-225-4931,202-225-0562,114,ocd-division/country:us/state:al/cd:1,B001289,02197,,412601,N00035380,27584,H4AL01123,73486,Bradley Byrne,,Bradley Byrne,2054,,,RepByrne,RepByrne,1374832002773142,UCRUXmqQbrKo0T6xi_GT7TEA,2253968388,,repbyrne,944262792,,,,,,,,,,
J000296,David W. Jolly,https://theunitedstates.io/images/congress/original/J000296.jpg,David,Jolly,"Jolly, David",1972-10-31,male,rep,2015-01-06,FL,Florida's 13th congressional district,Republican,http://jolly.house.gov,1728 Longworth HOB; Washington DC 20515-0913,202-225-5961,202-225-9764,114,ocd-division/country:us/state:fl/cd:13,J000296,02199,,412603,N00035717,146146,H4FL13101,73783,David Jolly,,David Jolly,2056,,,USRepDavidJolly,repdavidjolly,712496765463007,UCmZt80RWeJF6F-cBw7zjP0g,2482022082,,,,,,,,,,,,,
C001102,Curt Clawson,https://theunitedstates.io/images/congress/original/C001102.jpg,Curtis,Clawson,"Clawson, Curtis",1959-09-28,male,rep,2015-01-06,FL,Florida's 19th congressional district,Republican,http://clawson.house.gov,228 Cannon HOB; Washington DC 20515-0919,202-225-2536,,114,ocd-division/country:us/state:fl/cd:19,C001102,02200,,412604,N00035854,148899,H4FL19074,75516,,,,2060,,,RepCurtClawson,RepCurtClawson,,,2730150631,,,,,,,,,,,,,
B001290,Dave Brat,https://theunitedstates.io/images/congress/original/B001290.jpg,David,Brat,"Brat, David",1964-07-27,male,rep,2015-01-06,VA,Virginia's 7th congressional district,Republican,http://brat.house.gov,330 Cannon HOB; Washington DC 20515-4607,202-225-2815,,114,ocd-division/country:us/state:va/cd:7,B001290,02203,,412605,N00036013,,H4VA07143,75248,Dave Brat,15032409257,David Brat,2061,,,RepDaveBrat,RepDaveBrat,,,2560169238,,,,,,,,,,,,,
N000188,Donald Norcross,https://theunitedstates.io/images/congress/original/N000188.jpg,Donald,Norcross,"Norcross, Donald",1958-12-13,male,rep,2015-01-06,NJ,New Jersey's 1st congressional district,Democrat,http://norcross.house.gov,1531 Longworth HOB; Washington DC 20515-3001,202-225-6501,202-225-6583,114,ocd-division/country:us/state:nj/cd:1,N000188,02202,,412606,N00036154,,H4NJ01084,76311,Donald Norcross,15032409258,Donald Norcross,2062,,,Donald_Norcross,DonaldNorcrossNJ,,,3122099613,,,,,,,,,,,,,
A000370,Alma S. Adams,https://theunitedstates.io/images/congress/original/A000370.jpg,Alma,Adams,"Adams, Alma",1946-05-27,female,rep,2015-01-06,NC,North Carolina's 12th congressional district,Democrat,http://adams.house.gov,222 Cannon HOB; Washington DC 20515-3312,202-225-1510,202-225-1512,114,ocd-division/country:us/state:nc/cd:12,A000370,02201,,412607,N00035451,,H4NC12100,76386,Alma Adams,15032409256,Alma Adams,2063,,,RepAdams,CongresswomanAdams,,,2916086925,,,,,,,,,,,,,
D000613,Robert J. Dold,https://theunitedstates.io/images/congress/original/D000613.jpg,Bob,Dold,"Dold, Bob",1969-06-23,male,rep,2015-01-06,IL,Illinois's 10th congressional district,Republican,https://dold.house.gov,221 Cannon HOB; Washington DC 20515-1310,202-225-4835,,114,ocd-division/country:us/state:il/cd:10,D000613,02013,,412420,N00031103,116548,H0IL10302,,Robert Dold,12599,,1432,,21127,RepDold,RepDold,,,245408102,,,,,,,,,,,,,
G000570,Frank C. Guinta,https://theunitedstates.io/images/congress/original/G000570.jpg,Frank,Guinta,"Guinta, Frank",1970-09-26,male,rep,2015-01-06,NH,New Hampshire's 1st congressional district,Republican,https://guinta.house.gov,326 Cannon HOB; Washington DC 20515-2901,202-225-5456,202-225-5822,114,ocd-division/country:us/state:nh/cd:1,G000570,02038,,412447,N00030801,42946,H0NH01217,,Frank Guinta,14291,,1457,,21152,RepFrankGuinta,repfrankguinta,,,236960387,,,,,,,,,,,,,
P000609,Gary J. Palmer,https://theunitedstates.io/images/congress/original/P000609.jpg,Gary,Palmer,"Palmer, Gary",1954-05-14,male,rep,2015-01-06,AL,Alabama's 6th congressional district,Republican,https://palmer.house.gov,206 Cannon HOB; Washington DC 20515-0106,202-225-4921,202-225-2082,114,ocd-division/country:us/state:al/cd:6,P000609,02221,,412608,N00035691,,H4AL06098,,,,,2064,,,USRepGaryPalmer,USRepresentativeGaryPalmer,,,2861616083,,usrepgarypalmer,1551536636,,,,,,,,,,
H001072,J. French Hill,https://theunitedstates.io/images/congress/original/H001072.jpg,French,Hill,"Hill, French",1956-12-05,male,rep,2015-01-06,AR,Arkansas's 2nd congressional district,Republican,https://hill.house.gov,1229 Longworth HOB; Washington DC 20515-0402,202-225-2506,202-225-5903,114,ocd-division/country:us/state:ar/cd:2,H001072,02223,,412609,N00035792,,H4AR02141,,,,,2065,,,RepFrenchHill,RepFrenchHill,,,2953974395,,,,,,,,,,,,,
W000821,Bruce Westerman,https://theunitedstates.io/images/congress/original/W000821.jpg,Bruce,Westerman,"Westerman, Bruce",1967-11-18,male,rep,2015-01-06,AR,Arkansas's 4th congressional district,Republican,https://westerman.house.gov,130 Cannon HOB; Washington DC 20515-0404,202-225-3772,,114,ocd-division/country:us/state:ar/cd:4,W000821,02224,,412610,N00035527,,H4AR04048,,,,,2066,,,RepWesterman,RepWesterman,,,2852998461,,,,,,,,,,,,,
M001197,Martha McSally,https://theunitedstates.io/images/congress/original/M001197.jpg,Martha,McSally,"McSally, Martha",1966-03-22,female,rep,2015-01-06,AZ,Arizona's 2nd congressional district,Republican,https://mcsally.house.gov,1029 Longworth HOB; Washington DC 20515-0302,202-225-2542,202-225-0378,114,ocd-division/country:us/state:az/cd:2,M001197,02225,,412611,N00033982,,H2AZ08102,,,15032414876,,2067,,,RepMcSally,RepMcSally,,,2964949642,,,,,,,,,,,,,
G000574,Ruben Gallego,https://theunitedstates.io/images/congress/original/G000574.jpg,Ruben,Gallego,"Gallego, Ruben",1979-11-20,male,rep,2015-01-06,AZ,Arizona's 7th congressional district,Democrat,https://rubengallego.house.gov,1218 Longworth HOB; Washington DC 20515-0307,202-225-4065,,114,ocd-division/country:us/state:az/cd:7,G000574,02226,,412612,N00036097,,H4AZ07043,,,,,2068,,,RepRubenGallego,RepRubenGallego,,,2966570782,,,,,,,,,,,,,
D000623,Mark DeSaulnier,https://theunitedstates.io/images/congress/original/D000623.jpg,Mark,DeSaulnier,"DeSaulnier, Mark",1952-03-31,male,rep,2015-01-06,CA,California's 11th congressional district,Democrat,https://desaulnier.house.gov,327 Cannon HOB; Washington DC 20515-0511,202-225-2095,202-225-5609,114,ocd-division/country:us/state:ca/cd:11,D000623,02227,,412613,N00030709,,H0CA10073,,,,,2069,,,RepDeSaulnier,RepMarkDeSaulnier,,,2968007206,,,,,,,,,,,,,
K000387,Stephen Knight,https://theunitedstates.io/images/congress/original/K000387.jpg,Steve,Knight,"Knight, Steve",1966-12-17,male,rep,2015-01-06,CA,California's 25th congressional district,Republican,https://knight.house.gov,1023 Longworth HOB; Washington DC 20515-0525,202-225-1956,202-226-0683,114,ocd-division/country:us/state:ca/cd:25,K000387,02228,,412614,N00035820,,H4CA25123,,,,,2070,,,SteveKnight25,RepresentativeSteveKnight,,,2974648323,,,,,,,,,,,,,
