id,name,name__en,name__da,name__fr,name__es,name__de,name__nl,name__nb,name__nn,name__sv,name__hu,name__ru,name__sl,name__pl,name__ast,name__ar,name__ca,wikipedia__ar,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__pl,gender,identifier__GND,identifier__LCAuth,identifier__VIAF,birth_date,identifier__EuroparlMEP,occupation,death_date,given_name,identifier__ISNI,family_name,identifier__ne_se,original_wikiname,name__it,name__fo,name__is,name__kl,name__fi,website,twitter,facebook,wikipedia__sv,name__sq,name__cy,name__he,wikipedia__commons,wikipedia__nl,wikipedia__no,wikipedia__sq,identifier__freebase,image,identifier__NTA,identifier__BIBSYS,identifier__PACE,name__eo,name__ro,name__zh,wikipedia__cy,wikipedia__eo,wikipedia__es,wikipedia__fi,wikipedia__ro,identifier__FAST,name__ia,wikipedia__ia,name__zh_hant,name__zh_cn,name__zh_hans,wikipedia__ca,wikipedia__fo,wikipedia__hu,wikipedia__is,wikipedia__ru,name__nds,identifier__DNF,name__de_ch,name__bar,name__en_ca,name__en_gb,name__gl,name__aa,name__af,name__ak,name__aln,name__an,name__ang,name__arn,name__ay,name__az,name__bcl,name__bi,name__bjn,name__bm,name__br,name__brh,name__bs,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chr,name__chy,name__co,name__cr,name__crh_latn,name__cs,name__csb,name__de_at,name__diq,name__dsb,name__dtp,name__ee,name__eml,name__et,name__eu,name__ext,name__ff,name__fit,name__fj,name__frp,name__frr,name__fur,name__fy,name__ga,name__gag,name__gd,name__gn,name__got,name__gsw,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__hr,name__hsb,name__ht,name__hz,name__id,name__ie,name__ig,name__ik,name__ike_latn,name__ilo,name__io,name__iu,name__jam,name__jbo,name__jv,name__kaa,name__kab,name__kg,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kr,name__krj,name__ksh,name__ku,name__la,name__lad,name__lb,name__lfn,name__li,name__lij,name__lmo,name__ln,name__loz,name__lt,name__ltg,name__lus,name__lv,name__lzz,name__map_bms,name__mi,name__min,name__ms,name__mt,name__mus,name__mwl,name__na,name__nah,name__nap,name__nds_nl,name__ng,name__nov,name__nrm,name__nso,name__nv,name__ny,name__oc,name__om,name__pag,name__pam,name__pcd,name__pdc,name__pdt,name__pfl,name__pih,name__pms,name__prg,name__pt,name__pt_br,name__qu,name__qug,name__rif,name__rm,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sc,name__scn,name__sco,name__sdc,name__se,name__sei,name__sg,name__sgs,name__sh,name__shi_latn,name__sk,name__sli,name__sm,name__sma,name__sn,name__so,name__sr_el,name__srn,name__st,name__stq,name__sw,name__szl,name__tet,name__tg_latn,name__tk,name__tl,name__tn,name__to,name__tpi,name__tr,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__uz,name__ve,name__vec,name__vep,name__vi,name__vls,name__vmf,name__vo,name__vot,name__wa,name__war,name__wo,name__xh,name__yo,name__za,name__zea,name__zu,wikipedia__dawikiquote,name__uk,name__ka,name__ja,name__ko,name__el,name__fa,wikipedia__ast,wikipedia__el,wikipedia__fa,wikipedia__he,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__pt,wikipedia__simple,wikipedia__tr,wikipedia__uk,wikipedia__zh,identifier__Britannica,name__frc,name__mg,name__pap,name__rgn,wikipedia__eu,wikipedia__gl,identifier__CERL,identifier__google_knowledge,weblog,name__sje,name__smj,identifier__NUKAT,identifier__NLP,wikipedia__eswikiquote,identifier__CSFD,identifier__SFDb,identifier__PORT,wikipedia__et,wikipedia__mg,wikipedia__ie,identifier__GTAA,identifier__wikitree,wikipedia__sl,identifier__snac,wikipedia__br,wikipedia__kl,wikipedia__sh,identifier__youtube,identifier__google_plus,name__sr_ec,name__sr,wikipedia__sr,wikipedia__vi,instagram,wikipedia__cs,identifier__parlement,identifier__dialnet,name__lg,wikipedia__id,wikipedia__plwikiquote,wikipedia__io,wikipedia__nn,wikipedia__oc,name__be,name__ta,name__be_tarask,name__arz,name__hy,name__th,wikipedia__arz,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__hy,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ms,wikipedia__nds,wikipedia__sco,wikipedia__se,wikipedia__sk,wikipedia__ta,wikipedia__th,identifier__NNDB,identifier__quora,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__dawikisource,wikipedia__enwikisource,identifier__BAV,identifier__allmovie,identifier__google_scholar,identifier__ORCID,wikipedia__cswikiquote,political_alignment,wikipedia__dewikiquote,identifier__SCOPE,name__bg,name__tt,wikipedia__af,wikipedia__bg,wikipedia__enwikiquote,wikipedia__hsb,wikipedia__itwikiquote,wikipedia__jv,wikipedia__ka,wikipedia__qu,wikipedia__tt,wikipedia__uz,wikipedia__yo,identifier__bigenc_ru,identifier__AGORHA,name__azb,wikipedia__azb,wikipedia__gd,linkedin,name__kk,wikipedia__kk,wikipedia__fy,wikipedia__fiwikiquote,name__bn,name__mr,name__vro,name__ba,name__ne,name__mk,wikipedia__an,wikipedia__bn,wikipedia__bs,wikipedia__dewikinews,wikipedia__fawikiquote,wikipedia__fiu_vro,wikipedia__ga,wikipedia__hr,wikipedia__ku,wikipedia__mk,wikipedia__mr,wikipedia__ruwikinews,wikipedia__srwikinews,wikipedia__trwikinews,wikipedia__ukwikiquote,wikipedia__nowikiquote,name__gv,wikipedia__gv,identifier__nlg,wikipedia__li,identifier__TED,wikipedia__svwikiquote,wikipedia__species,identifier__N6I,identifier__PTBNP,wikipedia__nowikisource,wikipedia__svwikisource,identifier__LAC,name__ur,wikipedia__ur,name__aeb_arab,wikipedia__frwikiquote,name__pnb,name__ku_arab,name__ku_latn,name__pa,name__te,wikipedia__pa,wikipedia__pnb,wikipedia__slwikiquote,wikipedia__sw,identifier__nobel_prize,wikipedia__frwikisource,identifier__NPG
Q10974089,"Jacob Lindenskov","Jacob Lindenskov","Jacob Lindenskov","Jacob Lindenskov","Jacob Lindenskov","Jacob Lindenskov",,"Jacob Lindenskov",,,,,"Jacob Lindenskov",,"Jacob Lindenskov",,,,"Jacob Lindenskov","Jacob Lindenskov",,,,male,,n92006796,6583204,1933-06-10,,politician,2018-08-18,Jacob,"0000 0000 4260 1403",,,,,"Jacob Lindenskov",,,,,,,,,,,,,"Jacob Lindenskov",,,,,,,,,,,,,,,,,,,,,,"Jacob Lindenskov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11001684,"Moses Olsen","Moses Olsen","Moses Olsen","Moses Olsen","Moses Olsen","Moses Olsen",,,,,,,"Moses Olsen",,"Moses Olsen",,,,"Moses Olsen","Moses Olsen",,,,male,,,287722251,1938-06-10,,teacher,2008-09-25,Moses,,Olsen,moses-olsen,,,"Moses Olsen",,,,,,,,,,,,,,,,,13568059X,,,,,,,,,,,,,,,,,,"Moses Olsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1101406,"Erling Olsen","Erling Olsen","Erling Olsen","Erling Olsen","Erling Olsen","Erling Olsen","Erling Olsen",,,"Erling Olsen","Erling Olsen","Эрлинг Олсен","Erling Olsen","Erling Olsen","Erling Olsen",,"Erling Olsen",,"Erling Olsen",,"Erling Olsen","Erling Olsen","Erling Olsen",male,17020345X,n78033523,51849329,1927-04-18,,politician,2011-06-27,Erling,"0000 0001 0901 0908",Olsen,,,,,,,"Erling Olsen",,,,"Erling Olsen",,"Erling Olsen",,,,,,/m/04zzr8y,,148651283,,1087,,,,,,,,,1759902,,,,,,,,,,,,,,,,,"Erling Olsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11024179,"Ejnar Jørgensen","Ejnar Jørgensen","Ejnar Jørgensen","Ejnar Jørgensen","Ejnar Jørgensen",,,,,,,,"Ejnar Jørgensen","Ejnar Jørgensen","Ejnar Jørgensen",,"Ejnar Jørgensen",,"Ejnar Jørgensen",,,,"Ejnar Jørgensen",male,,,,1898-03-20,,politician,"",Ejnar,,"Jørgensen",,,,,,,"Ejnar Jørgensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11028079,"Edward Mitens","Edward Mitens","Edward Mitens","Edward Mitens","Edward Mitens","Edward Mitens","Edward Mitens","Edward Mitens",,,,,"Edward Mitens",,"Edward Mitens",,,,"Edward Mitens","Edward Mitens",,,,male,1055393420,no2008157681,63833905,1889-11-30,,lawyer,1973-06-03,Edward,"0000 0000 4720 7560",,,,,"Edward Mitens",,,,,,,,,,,"Category:Edward Mitens",,"Edward Mitens",,,https://upload.wikimedia.org/wikipedia/commons/a/a5/Edward_Mitens_older.jpg,,,,,,,,,,,,,,,,,,,"Edward Mitens",,,,,,,"Edward Mitens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11126408,"Knud Enggaard","Knud Enggaard","Knud Enggaard","Knud Enggaard","Knud Enggaard",,"Knud Enggaard","Knud Enggaard",,"Knud Enggaard",,,"Knud Enggaard",,"Knud Enggaard",,"Knud Enggaard",,"Knud Enggaard",,"Knud Enggaard","Knud Enggaard",,male,,,,1929-06-04,,politician,,Knud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knud Enggaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knud Enggaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knud Enggaard",,,,,,,,,,,,,,,,,,,,,"Knud Enggaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11160885,"Christen Pedersen Aaberg","Christen Pedersen Aaberg","Christen Pedersen Aaberg","Christen Pedersen Aaberg","Christen Pedersen Aaberg",,"Christen Pedersen Aaberg",,,,,,"Christen Pedersen Aaberg",,"Christen Pedersen Aaberg",,"Christen Pedersen Aaberg",,"Christen Pedersen Aaberg",,,"Christen Pedersen Aaberg",,male,,n79087887,72672696,1819-09-15,,agriculturalist,1897-10-17,Christen,"0000 0000 2188 6286",Aaberg,,,,,,,,,,,,,,,"Category:Christen Pedersen Aaberg",,,,,https://upload.wikimedia.org/wikipedia/commons/7/73/Christen_Pedersen_Aaberg_by_Harry_Paetz.jpg,,,,,,,,,,,,40414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christen Aaberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christen Aaberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11246068,"Emil Piper","Emil Piper","Emil Piper","Emil Piper","Emil Piper","Emil Piper",,"Emil Piper",,"Emil Piper",,,"Emil Piper",,"Emil Piper",,"Emil Piper",,"Emil Piper",,,,,male,,,,1856-01-13,,politician,1928-02-18,Emil,,Piper,,,,,,,"Emil Piper",,,,"Emil Piper",,,,,,"Emil Piper",,,https://upload.wikimedia.org/wikipedia/commons/4/41/Emil_Georg_Piper.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11257352,"Hans-Pavia Rosing","Hans-Pavia Rosing","Hans-Pavia Rosing","Hans-Pavia Rosing","Hans-Pavia Rosing","Hans Pavia Rosing",,"Hans-Pavia Rosing",,"Hans-Pavia Rosing",,,"Hans-Pavia Rosing",,"Hans-Pavia Rosing",,,,"Hans-Pavia Rosing","Hans Pavia Rosing","Hans-Pavia Rosing",,,male,,,315553820,1948-06-22,,politician,2018-07-09,,,,,,,,,,,,,,"Hans-Pavia Rosing",,,,,,"Hans-Pavia Rosing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hans-Pavia Rosing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hans-Pavia Rosing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11259626,"Augo Lynge","Augo Lynge","Augo Lynge","Augo Lynge","Augo Lynge","Augo Lynge","Augo Lynge","Augo Lynge",,,,,"Augo Lynge",,"Augo Lynge",,"Augo Lynge",,"Augo Lynge","Augo Lynge","Augo Lynge",,,male,124178081,,57539596,1899-10-16,,politician,1959-01-30,,"0000 0000 1439 7062",Lynge,augo-lynge,,,,,,"Augo Lynge",,,,,,,,,,"Augo Lynge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q113921,"Frank Jensen","Frank Jensen","Frank Jensen","Frank Jensen","Frank Jensen","Frank Jensen","Frank Jensen","Frank Jensen","Frank Jensen","Frank Jensen","Frank Jensen",,"Frank Jensen","Frank Jensen","Frank Jensen","فرانك جنسن","Frank Jensen","فرانك جنسن","Frank Jensen","Frank Jensen","Frank Jensen","Frank Jensen","Frank Jensen",male,,,182609815,1961-05-28,,politician,,Frank,"0000 0004 1754 395X",Jensen,,,,"Frank Jensen","Frank Jensen","Frank Jensen","Frank Jensen",http://frank-jensen.dk/om-frank-jensen/,FrankJensenKBH,frank.jensen,"Frank Jensen",,,,"Category:Frank Jensen",,"Frank Jensen (dansk politiker)",,/m/05t87y,https://upload.wikimedia.org/wikipedia/commons/b/b7/Frank_Jensen_Mipim_20140312_1_(13119723535)_(cropped).jpg,,,,,,"法蘭克·延森",,,"Frank Jensen (político)","Frank Jensen",,,,,"弗蘭克·延森","弗兰克·延森","弗兰克·延森",,,,"Frank Jensen",,,,,,,"Frank Jensen","Frank Jensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frank Jensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frank Jensen",,,,,,,,,,,,,,,,,,,,,,,,,,,"フランク・イェンセン",,,,,,,,,,,,,"Frank Jensen",,,,,,,,,"Frank Jensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1159092,"Dan Jørgensen","Dan Jørgensen","Dan Jørgensen","Dan Jørgensen","Dan Jørgensen","Dan Jørgensen","Dan Jørgensen","Dan Jørgensen","Dan Jørgensen","Dan Jørgensen","Dan Jørgensen",,"Dan Jørgensen","Dan Jørgensen","Dan Jørgensen",,"Dan Jørgensen",,"Dan Jørgensen","Dan Jørgensen","Dan Jørgensen","Dan Jørgensen","Dan Jørgensen",male,,no2018172773,230533254,1975-06-12,28156,politician,,Dan,"0000 0003 6703 3125","Jørgensen",,,,"Dan Jørgensen","Dan Jørgensen","Dan Jørgensen","Dan Jørgensen",http://www.socialdemokraterne.dk/default.aspx?site=danjoergensen&,DanJoergensen,,,,,,"Category:Dan Jørgensen","Dan Jørgensen","Dan Jørgensen",,/m/054qph,"https://upload.wikimedia.org/wikipedia/commons/9/95/Dan_Jørgensen_0009.JPG",,11058829,,"Dan Jørgensen","Dan Jørgensen",,,"Dan Jørgensen",,,"Dan Jørgensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dan Jørgensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dan Jørgensen","Dan Jørgensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11865387,"Ivar Berendsen","Ivar Berendsen","Ivar Berendsen","Ivar Berendsen","Ivar Berendsen","Ivar Berendsen","Ivar Berendsen","Ivar Berendsen","Ivar Berendsen","Ivar Berendsen",,,"Ivar Berendsen","Ivar Berendsen","Ivar Berendsen",,"Ivar Berendsen",,"Ivar Berendsen",,,,,male,,n82133928,16122293,1865-10-05,,politician,1939-11-13,Ivar,"0000 0000 5366 707X",Berendsen,,,"Ivar Berendsen",,,,"Ivar Berendsen",,,,,,,,,,,,,,,,,,,,,,,"Ivar Berendsen",,100024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ivar Berendsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ivar Berendsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11959133,"Arnold Christian Normann","Arnold Christian Normann","A.C. Normann","A.C. Normann","Arnold Christian Normann","Arnold Christian Normann","Arnold Christian Normann","Arnold C. Normann",,"A.C. Normann",,,"Arnold Christian Normann",,"Arnold Christian Normann",,"Arnold Christian Normann",,"A.C. Normann","Arnold Christian Normann",,"A. C. Normann",,male,,,,1904-03-23,,politician,1978-12-11,Arnold,,Normann,,,,,,,,,,,"A.C. Normann","Arnold Christian Normann",,,,,"Arnold C. Normann",,,,,,837,,"Arnold Christian Normann",,,,,,,,,,,,,,,,,,,,,"Arnold Christian Normann",,,"Arnold Christian Normann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arnold Christian Normann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11975656,"Holger Vivike","Holger Vivike","Holger Vivike","Holger Vivike","Holger Vivike",,,"Holger Vivike",,,,,"Holger Vivike",,"Holger Vivike",,"Holger Vivike",,"Holger Vivike",,,,,male,,,,1910,,politician,1992,Holger,,Vivike,,,,,,,,,,,,,,,,,"Holger Vivike",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11977816,"Jacob Andreas Lunddahl","Jacob Andreas Lunddahl","Jacob Andreas Lunddahl","Jacob Andreas Lunddahl","Jacob Andreas Lunddahl",,,"Jacob Andreas Lunddahl",,,,,"Jacob Andreas Lunddahl",,"Jacob Andreas Lunddahl",,"Jacob Andreas Lunddahl",,"Jacob Andreas Lunddahl",,,,,male,,,,1807-09-19,,"civil servant",1888-11-20,Jacob,,Lunddahl,,,,"Jacob Andreas Lunddahl",,,,,,,,,,,,,"Jacob Andreas Lunddahl",,,https://upload.wikimedia.org/wikipedia/commons/5/58/Jacob_Andreas_Lunddahl.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
