id,name__en,name__es,name__de,name__nb,name__da,name__nn,name__sv,name__fr,name__ru,name__gl,name__it,name__pt,name__ca,name__nl,name__hu,name,wikipedia__en,wikipedia__es,image,gender,birth_date,given_name,twitter,original_wikiname,name__zh,wikipedia__de,identifier__freebase,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__eu,name__he,name__ko,name__oc,name__yo,name__ms,name__et,name__id,name__ja,name__sh,name__ar,name__gn,name__sk,name__tr,name__ro,name__fi,name__uk,name__la,name__io,name__fa,name__mr,name__bg,name__ka,name__hr,name__lt,name__jv,name__cs,name__eo,name__qu,wikipedia__ar,wikipedia__bg,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eswikinews,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gl,wikipedia__gn,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ptwikiquote,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__BNE,identifier__NNDB,identifier__Munzinger,identifier__FAST,identifier__BVMC,name__mg,wikipedia__mg,name__sl,name__vi,name__be,wikipedia__be,wikipedia__sl,wikipedia__vi,name__en_ca,name__en_gb,name__br,wikipedia__br,pseudonym,name__sr_el,name__sr_ec,name__sr,name__el,wikipedia__sr,identifier__MusicBrainz,website,identifier__AlloCine,identifier__GNC,identifier__moviemeter,identifier__senate_nl,identifier__allmovie,identifier__SFDb,identifier__elonet,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__filmportal_de,name__de_ch,name__pt_br,identifier__discogs,family_name,wikipedia__eswikisource,occupation,facebook,death_date,wikipedia__lv,identifier__snac,name__lv,identifier__Britannica,identifier__bna,name__cy,instagram,name__lb,name__bs,name__uz,name__ta,name__af,name__is,name__sco,name__mzn,name__kk,name__an,name__pms,name__nah,name__ay,name__yue,name__hi,name__hy,name__th,name__vep,name__sgs,name__gv,name__ckb,name__ml,name__sq,name__tl,name__war,name__bn,name__co,name__ast,name__be_tarask,name__pa,name__ky,name__cbk_zam,name__xmf,name__bi,wikipedia__af,wikipedia__an,wikipedia__arwikinews,wikipedia__ast,wikipedia__ay,wikipedia__bat_smg,wikipedia__be_x_old,wikipedia__bi,wikipedia__bn,wikipedia__bs,wikipedia__cbk_zam,wikipedia__ckb,wikipedia__co,wikipedia__cswikiquote,wikipedia__cy,wikipedia__el,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__gv,wikipedia__hi,wikipedia__hy,wikipedia__is,wikipedia__kk,wikipedia__ky,wikipedia__lb,wikipedia__ml,wikipedia__mzn,wikipedia__nah,wikipedia__nn,wikipedia__pa,wikipedia__pms,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sq,wikipedia__srwikinews,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__trwikinews,wikipedia__uz,wikipedia__vep,wikipedia__war,wikipedia__xmf,wikipedia__zh_yue,identifier__CANTIC,electoral_district,identifier__NTA,identifier__NKC,identifier__nyt_topic,identifier__quora,identifier__argentine_senate,identifier__bigenc_ru,identifier__GTAA,name__bat_smg,wikipedia__ie,wikipedia__sc,name__nds,name__ty,name__sc,name__ie,wikipedia__itwikinews,identifier__flickr
Q5925147,Jaime Linares,Jaime Linares,Jaime Linares,,,,,Jaime Linares,,,,,,Jaime Linares,Jaime Linares,Jaime Linares,,Jaime Linares (político),https://upload.wikimedia.org/wikipedia/commons/4/4c/JaimeLinares.jpg,male,1951-03-03,Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaime Linares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linares,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5934565,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,Jorge Banicevich,,male,1945-09-21,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Banicevich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5948411,Juan Carlos Marino,Juan Carlos Marino,Juan Carlos Marino,Juan Carlos Marino,Juan Carlos Marino,Juan Carlos Marino,Juan Carlos Marino,Juan Carlos Marino,,Juan Carlos Marino,Juan Carlos Marino,Juan Carlos Marino,Juan Carlos Marino,Juan Carlos Marino,Juan Carlos Marino,Juan Carlos Marino,Juan Carlos Marino (Argentine politician),Juan Carlos Marino,https://upload.wikimedia.org/wikipedia/commons/f/f5/Juan_Carlos_Marino.jpg,male,1963-10-23,Juan Carlos,,Juan Carlos Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Carlos Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,,,,,,,,,,,
Q5955126,Julio César Catalán Magni,Julio César Catalán Magni,Julio César Catalán Magni,Julio César Catalán Magni,Julio César Catalán Magni,Julio César Catalán Magni,Julio César Catalán Magni,Julio César Catalán Magni,,Julio César Catalán Magni,,,Julio César Catalán Magni,Julio César Catalán Magni,Julio César Catalán Magni,Julio César Catalán Magni,,Julio Catalán Magni,https://upload.wikimedia.org/wikipedia/commons/d/d3/Julio_Catalán_Magni.png,male,1968-08-14,Julio César,,Julio César Catalán Magni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julio César Catalán Magni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racing driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,,,,,,,,,,,
Q5995804,Marcelo Fuentes,Marcelo Fuentes,Marcelo Fuentes,,,,,Marcelo Fuentes,,Marcelo Fuentes,Marcelo Fuentes,Marcelo Fuentes,Marcelo Fuentes,Marcelo Fuentes,Marcelo Fuentes,Marcelo Fuentes,Marcelo Fuentes,Marcelo Jorge Fuentes,https://upload.wikimedia.org/wikipedia/commons/6/61/Marcelo_Fuentes.png,male,1948-10-06,Marcelo,,Marcelo Jorge Fuentes,,,/m/047psd_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcelo Fuentes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuentes,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,,,,,,,,,,,
Q6003917,María Inés Pilatti Vergara,María Inés Pilatti Vergara,María Inés Pilatti Vergara,María Inés Pilatti Vergara,María Inés Pilatti Vergara,María Inés Pilatti Vergara,María Inés Pilatti Vergara,María Inés Pilatti Vergara,,,,,,María Inés Pilatti Vergara,María Inés Pilatti Vergara,María Inés Pilatti Vergara,,María Inés Pilatti Vergara,https://upload.wikimedia.org/wikipedia/commons/d/d9/María_Inés_Pilatti_Vergara.png,female,1965-08-02,María,,María Inés Pilatti Vergara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Inés Pilatti Vergara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,,,,,,,,,,,
Q6043332,Nito Artaza,Nito Artaza,Nito Artaza,Nito Artaza,Nito Artaza,Nito Artaza,Nito Artaza,Nito Artaza,,,Nito Artaza,,,Nito Artaza,Nito Artaza,Nito Artaza,,Nito Artaza,"https://upload.wikimedia.org/wikipedia/commons/7/7f/Eugenio_""Nito""_Artaza.jpg",male,1959-10-01,Nito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Nito Artaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nito Artaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6049818,Olga Inés Brizuela y Doria,Olga Inés Brizuela y Doria,Olga Inés Brizuela y Doria,,,,,Olga Inés Brizuela y Doria,,,,,,Olga Inés Brizuela y Doria,Olga Inés Brizuela y Doria,Olga Inés Brizuela y Doria,,Olga Inés Brizuela y Doria,https://upload.wikimedia.org/wikipedia/commons/5/57/Olga_Ines_Brizuela_Y_Doria_de_Cara.png,female,1971,Olga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olga Inés Brizuela y Doria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,,,,,,,,,,,
Q6068353,Pedro Braillard Poccard,Pedro Braillard Poccard,,Pedro Braillard Poccard,Pedro Braillard Poccard,Pedro Braillard Poccard,Pedro Braillard Poccard,Pedro Braillard Poccard,,,Pedro Braillard Poccard,,,Pedro Braillard Poccard,,Pedro Braillard Poccard,,Pedro Braillard Poccard,"https://upload.wikimedia.org/wikipedia/commons/d/dc/Néstor_Pedro_Braillard_Poccard,_Vicegobernador.jpg",male,1954-04-08,Pedro,,Néstor Pedro Braillard Poccard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Pedro Braillard Poccard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Braillard Poccard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,,,,,,,,,,,
Q6069019,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,Pedro Guillermo Ángel Guastavino,Pedro Guastavino,Pedro Guillermo Ángel Guastavino,https://upload.wikimedia.org/wikipedia/commons/b/b1/Pedro_Guastavino.png,male,1954-07-01,Pedro,,Pedro Guillermo Ángel Guastavino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Guillermo Ángel Guastavino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,,,,,,,,
Q6113696,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,Ruperto Eduardo Godoy,,Ruperto Eduardo Godoy,https://upload.wikimedia.org/wikipedia/commons/5/54/Ruperto_E._Godoy.jpg,male,1953-03-13,Ruperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruperto Eduardo Godoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6293394,José Mayans,José Miguel Ángel Mayans,José Mayans,,,,,José Mayans,,,,,,José Mayans,José Miguel Ángel Mayans,José Miguel Ángel Mayans,José Mayans,José Mayans,https://upload.wikimedia.org/wikipedia/commons/0/0e/Jose_Mayans.png,male,,José,,José Mayans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Miguel Ángel Mayans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,
Q6299395,Juan Carlos Romero,Juan Carlos Romero,Juan Carlos Romero,Juan Carlos Romero,Juan Carlos Romero,Juan Carlos Romero,Juan Carlos Romero,Juan Carlos Romero,Хуан Карлос Ромеро,Juan Carlos Romero,Juan Carlos Romero,Juan Carlos Romero,Juan Carlos Romero,Juan Carlos Romero,Juan Carlos Romero,Juan Carlos Romero,Juan Carlos Romero (politician),Juan Carlos Romero (político argentino),https://upload.wikimedia.org/wikipedia/commons/6/6a/Dr._Juan_Carlos_Romero.png,male,1950-11-16,Juan Carlos,romeroxsalta,Juan Carlos Romero (político argentino),,,/m/056698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Juan Carlos Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Carlos Romero,,,,,,,,,,,,,,,,,http://www.romerojuancarlos.com.ar/,,,,,,,,,,,,,,,,,,,politician,RomeroxSalta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,
Q6389305,María José Bongiorno,María José Bongiorno,María José Bongiorno,María José Bongiorno,María José Bongiorno,María José Bongiorno,María José Bongiorno,María José Bongiorno,,,,,,María José Bongiorno,María José Bongiorno,María José Bongiorno,María José Bongiorno,María José Bongiorno,,female,"",María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María José Bongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6547740,Liliana Fellner,Liliana Fellner,Liliana Fellner,Liliana Fellner,Liliana Fellner,Liliana Fellner,Liliana Fellner,Liliana Fellner,,,,,,Liliana Fellner,Liliana Fellner,Liliana Fellner,Liliana Fellner,Liliana Fellner,https://upload.wikimedia.org/wikipedia/commons/3/31/LilianaFellner.jpg,female,1957-02-28,Liliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Liliana Fellner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liliana Fellner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fellner,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6547754,Liliana Negre de Alonso,Liliana Negre de Alonso,Liliana Negre de Alonso,,Liliana Negre de Alonso,,Liliana Negre de Alonso,Liliana Negre de Alonso,,,Liliana Negre de Alonso,Liliana Negre de Alonso,,Liliana Negre de Alonso,Liliana Negre de Alonso,Liliana Negre de Alonso,Liliana Negre de Alonso,Liliana Negre de Alonso,https://upload.wikimedia.org/wikipedia/commons/b/b9/LilianaNegreDeAlonso.jpg,female,1954-05-18,Liliana,,,莉莉安娜·內格雷·德·阿隆索,,,,,,,,,,,,,,,,,Liliana Negre de Alonso,,,,,,,Liliana Negre de Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 7983 9773,14082203,1056239050,n98026799,,,,,,,,,,,Liliana Negre de Alonso,Liliana Negre de Alonso,,,,Liliana Negre de Alonso,,,Liliana Negre de Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liliana Negre de Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liliana Negre de Alonso,Liliana Negre de Alonso,,,,
Q6700989,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,Luis Petcoff Naidenoff,https://upload.wikimedia.org/wikipedia/commons/7/75/Luis_Carlos_Petcoff_Naidenoff.png,male,1967-07-13,Luis,,Luis Petcoff Naidenoff,路易斯·佩特科夫·內汀諾夫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Petcoff Naidenoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,,,,,,,,,,,
Q6763895,Marina Riofrío,Marina Riofrío,Marina Riofrío,,,,,Marina Riofrío,,,,,,Marina Riofrío,Marina Riofrío,Marina Riofrío,Marina Riofrío,,,female,1958-05-30,Marina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marina Riofrío,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,,,,,,,,,,,
Q6782046,María Laura Leguizamón,María Laura Leguizamón,María Laura Leguizamón,María Laura Leguizamón,María Laura Leguizamón,María Laura Leguizamón,María Laura Leguizamón,María Laura Leguizamón,,,,,,María Laura Leguizamón,María Laura Leguizamón,María Laura Leguizamón,María Laura Leguizamón,María Laura Leguizamón,https://upload.wikimedia.org/wikipedia/commons/b/b7/María_Laura_Leguizamón.jpg,female,1965-01-21,María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:María Laura Leguizamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Laura Leguizamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7105913,Oscar Castillo,Oscar Castillo,Oscar Castillo,Oscar Castillo,Oscar Castillo,Oscar Castillo,Oscar Castillo,Oscar Castillo,Оскар Кастильо,,,,,Oscar Castillo,Oscar Castillo,Oscar Castillo,Oscar Castillo,Oscar Castillo,https://upload.wikimedia.org/wikipedia/commons/b/b2/Oscar_Castillo.png,male,1954-01-18,Oscar,,Oscar Aníbal Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscar Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castillo,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,,,,,,,,,,,
Q7351592,Roberto Basualdo,Roberto Basualdo,Roberto Basualdo,,,,,Roberto Basualdo,,,Roberto Basualdo,,,Roberto Basualdo,Roberto Basualdo,Roberto Basualdo,Roberto Basualdo,Roberto Basualdo,https://upload.wikimedia.org/wikipedia/commons/3/3a/RobertoGustavoBasualdo.jpg,male,1957-12-15,Roberto,,,羅伯托·巴蘇阿爾多,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Roberto Basualdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Basualdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,,,,,,,,,,,
Q7964257,Walter Barrionuevo,Walter Barrionuevo,Walter Barrionuevo,Walter Barrionuevo,Walter Barrionuevo,Walter Barrionuevo,Walter Barrionuevo,Walter Barrionuevo,,,,,,Walter Barrionuevo,Walter Barrionuevo,Walter Barrionuevo,Walter Barrionuevo,Walter Barrionuevo,https://upload.wikimedia.org/wikipedia/commons/c/c6/Barrionuevo_2.jpg,male,1954-03-01,Walter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walter Barrionuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walter Barrionuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barrionuevo,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8195420,Alfredo de Angeli,Alfredo de Angeli,Alfredo de Angeli,,,,,Alfredo de Angeli,,,,,,Alfredo de Angeli,Alfredo de Angeli,Alfredo de Angeli,Alfredo de Angeli,Alfredo de Angeli (dirigente rural),https://upload.wikimedia.org/wikipedia/commons/7/7c/Alfredo_De_Angelis_-_ruralista.jpg,male,1956-07-01,Alfredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Alfredo de Angeli,,,,,,Alfredo de Angeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83633304,,,,,,,,,,,,,Alfredo de Angeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,,,,,,,,,,,
Q9048549,Nanci Parrilli,Nanci Parrilli,Nanci Parrilli,Nanci Parrilli,Nanci Parrilli,Nanci Parrilli,Nanci Parrilli,Nanci Parrilli,,,,,,Nanci Parrilli,Nanci Parrilli,Nanci Parrilli,Nanci Parrilli,Nanci Parrilli,https://upload.wikimedia.org/wikipedia/commons/b/b2/Nanci_Parrilli.jpg,female,1953-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nanci Parrilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nanci Parrilli,,,,,,,,,,Nanci Parrilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
