id,name__en,name__es,name__nl,name__fr,name__de,name__nb,name__da,name__nn,name__sv,name__ru,name__zh,name__hu,name,wikipedia__en,wikipedia__zh,gender,birth_date,given_name,original_wikiname,name__pl,wikipedia__pl,image,family_name,name__cs,wikipedia__commons,wikipedia__cswikiquote,wikipedia__enwikiquote,wikipedia__enwikisource,identifier__VIAF,identifier__NLAtrove,wikipedia__de,name__it,website,twitter,wikipedia__fr,name__zh_hant,name__zh_cn,wikipedia__ru,identifier__IMDB,name__el,identifier__ISNI,identifier__LCAuth,identifier__SUDOC,identifier__NLA,identifier__FAST,wikipedia__nl,identifier__freebase,name__vep,wikipedia__vep,name__vi,wikipedia__vi,wikipedia__it,wikipedia__sv,identifier__IIAF,name__ar,wikipedia__ar,wikipedia__simple,name__fa,wikipedia__fa,name__pt,wikipedia__pt,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__ko,name__id,wikipedia__id,wikipedia__ko,name__fi,wikipedia__fi,facebook,death_date,name__la,name__ja,name__ca,name__oc,name__en_gb,name__mg,wikipedia__ja,wikipedia__la,wikipedia__mg,wikipedia__plwikiquote,identifier__MusicBrainz,wikipedia__cs,wikipedia__es,name__cy,identifier__BNF,name__th,wikipedia__th,identifier__GND,name__en_ca,name__nds,name__vmf,identifier__NTA,identifier__Munzinger,identifier__CSPAN,identifier__ULAN,name__uk,wikipedia__uk,name__he,wikipedia__he,wikipedia__sh,name__sh,identifier__youtube,wikipedia__tr,identifier__NNDB,name__tr,occupation,identifier__wikitree,identifier__google_knowledge,identifier__Britannica,identifier__snac,identifier__quora,wikipedia__fawikiquote,identifier__AuDB,identifier__Gutenberg,identifier__NPG,name__wuu,wikipedia__wuu,name__lmo,name__sk,wikipedia__skwikiquote,name__si,wikipedia__si,name__pa,wikipedia__pa,name__bg,wikipedia__bgwikiquote,identifier__Oxforddnb,identifier__OLID,wikipedia__hu,name__sl,wikipedia__sl,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,name__bs,wikipedia__bs,wikipedia__hr,name__hi,name__be,name__yo,name__mr,name__ne,wikipedia__be,wikipedia__da,wikipedia__ga,wikipedia__hi,wikipedia__mr,wikipedia__ne,wikipedia__no,wikipedia__sk,wikipedia__yo,noble_title,identifier__hansard,identifier__CONOR,name__mi,wikipedia__ms,identifier__BIBSYS,name__bn,identifier__NUKAT,identifier__SELIBR,identifier__NLP,name__sq,wikipedia__cy,identifier__national_archives,identifier__GTAA,honorific_prefix,name__is,name__yue,wikipedia__zh_yue,name__fo,name__kl,wikipedia__gl,identifier__rush,identifier__NKC,wikipedia__enwikinews,wikipedia__et,name__dsb,name__hsb,name__jv,name__pdc,name__stq,name__tl,name__war,name__ur,wikipedia__ur,name__mt,name__ty
Q6962576,Nancy Buttfield,Nancy Buttfield,Nancy Buttfield,Nancy Buttfield,Nancy Buttfield,,,,,,,,Nancy Buttfield,Nancy Buttfield,,female,1912-11-12,Nancy,,,,,Holden,,,,,,94254089,,,,,,,,,,,,0000 0000 6553 299X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-09-04,,,Nancy Buttfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Holden-3236,,,w6tf081h,,,,,mp136484,,,,,,,,,,,,,,,Nancy Buttfield,,,,Nancy Buttfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nancy Buttfield,,,,,,,,,,,,,,,,,,,,,,,,,
Q6968504,Natasha Stott Despoja,Natasha Stott Despoja,Natasha Stott Despoja,Natasha Stott Despoja,Natasha Stott Despoja,,,,,"Десподжа, Наташа Стотт",,Natasha Stott Despoja,Natasha Stott Despoja,Natasha Stott Despoja,,female,1969-09-09,Natasha,Natasha Stott Despoja,,,https://upload.wikimedia.org/wikipedia/commons/8/88/Natasha_Stott_Despoja_(cropped).jpg,Despoja,,Category:Natasha Stott Despoja,,,,92962252,,,,,NStottDespoja,,,,"Десподжа, Наташа Стотт",,,,,,,,,/m/05hfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,ナターシャ・ストット・デスポジャ,Natasha Stott Despoja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,biography/Natasha-Stott-Despoja,,,,,,,,,,,,,,,,,,,,,Natasha Stott Despoja,,,,Natasha Stott Despoja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natasha Stott Despoja,,,,,,,,,,,,,,,,,,,,,,,,,
Q7026792,Nick Bolkus,Nick Bolkus,Nick Bolkus,Nick Bolkus,Nick Bolkus,,,,,,,Nick Bolkus,Nick Bolkus,Nick Bolkus,,male,1950-07-17,Nick,Nick Bolkus,,,,,,,,,,93051434,,,,,,,,,,,Nίκος Μπόλκας,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Bolkus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Nick Bolkus,,,,Nick Bolkus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Bolkus,,,,,,,,,,,,,,,,,,,,,,,,,
Q7032631,Nigel Scullion,Nigel Scullion,Nigel Scullion,Nigel Scullion,Nigel Scullion,,,,,,奈格爾·斯卡良,,Nigel Scullion,Nigel Scullion,奈格爾·斯卡良,male,1956-05-04,Nigel,Nigel Scullion,Nigel Scullion,Nigel Scullion,https://upload.wikimedia.org/wikipedia/commons/0/09/Nigel_Scullion.jpg,Scullion,,Category:Nigel Scullion,,,,,,,Nigel Scullion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SenatorNigelScullion,,,ナイジェル・スカリオン,Nigel Scullion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Nigel Scullion,,,,Nigel Scullion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigel Scullion,,,,,,,,,,,,,,,,,,,,,,,,,
Q7046901,Noel Crichton-Browne,Noel Crichton-Browne,Noel Crichton-Browne,Noel Crichton-Browne,,,,,,,,,Noel Crichton-Browne,Noel Crichton-Browne,,male,1944-02-02,Noel,Noel Crichton-Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noel Crichton-Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Noel Crichton-Browne,,,,Noel Crichton-Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noel Crichton-Browne,,,,,,,,,,,,,,,,,,,,,,,,,
Q7051574,Norm Sanders,Norm Sanders,Norm Sanders,Norm Sanders,Norm Sanders,,,,,Норм Сандерс,,Norm Sanders,Norm Sanders,Norm Sanders,,male,1932-10-15,Norm,Norm Sanders,,,,Sanders,,,,,,62909487,,,Norm Sanders,,,,,,,,,0000 0000 6735 1711,n82244125,,,,,/m/0kr_m7,,,,,,,,نورمان ساندرز,نورمان ساندرز,,,,,,,,,,,,,,,,,,,,Norm Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Norm Sanders,,,,Norm Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norm Sanders,,,,,,,,,,,,,,,,,,,,,,,,,
Q7052200,Norman Ewing,Norman Ewing,Norman Ewing,Norman Ewing,Norman Ewing,,,,,Норман Юинг,,Norman Ewing,Norman Ewing,Norman Ewing,,male,1870-12-26,Norman,,,,https://upload.wikimedia.org/wikipedia/commons/8/85/Norman_K._Ewing.jpg,Ewing,,Category:Norman Ewing,,,,91337800,,,,,,,,,,,,,,,,,,,,,,,,,,نورمان إيوينغ,نورمان إيوينغ,,,,,,,,,,,,,,,,,1928-07-19,,,Norman Ewing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,ewing-norman-kirkwood-6128,,,,,,,,,,,,,,,,,Norman Ewing,,,,Norman Ewing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norman Ewing,,,,,,,,,,,,,,,,,,,,,,,,,
Q7087226,Olive Zakharov,Olive Zakharov,Olive Zakharov,Olive Zakharov,,,,,,,,Olive Zakharov,Olive Zakharov,Olive Zakharov,,female,1929-03-19,Olive,Olive Zakharov,,,,,,,,,,93394355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-03-06,,,Olive Zakharov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,zakharov-alice-olive-27773,,,,,,,,,,,,,,,,,Olive Zakharov,,,,Olive Zakharov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olive Zakharov,,,,,,,,,,,,,,,,,,,,,,,,,
Q7146371,Pat Dodson,Patrick Dodson,Patrick Dodson,Patrick Dodson,Patrick Dodson,,,,,,,,Pat Dodson,Pat Dodson,,male,1948-01-29,Patrick,Pat Dodson,,,https://upload.wikimedia.org/wikipedia/commons/2/24/Pat_Dodson_2010.jpg,Dodson,,Category:Pat Dodson,,,,13382837,,,,,SenatorDodson,,,,,,Πάτρικ Ντόντσον,0000 0000 7870 2361,n91107538,,,293882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Dodson,,,,,,,,,,,,,,,,,,,310241286,,,,,,,,,,,,,,politician,,,biography/Patrick-Dodson,w6z332gs,,,,,,,,,,,,,,,,,,,,Pat Dodson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pat Dodson,,,,,,,,,,,,,,,,,,,,,,,,,
Q7149687,Paul Calvert,Paul Calvert,Paul Calvert,Paul Calvert,Paul Calvert,,,,,"Калверт, Пол",,Paul Calvert,Paul Calvert,Paul Calvert,,male,1940-01-19,Paul,Paul Calvert,,,,,,,,,,92789519,,,Paul Calvert,,,,,,"Калверт, Пол",,,,,,,,,,,,,,,,,باول كالفرت,باول كالفرت,,,,,,,,,,,,,,,,,,,,Paul Calvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Paul Calvert,,,,Paul Calvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Calvert,,,,,,,,,,,,,,,,,,,,,,,,,
Q7152401,Paul McLean,Paul McLean,,Paul McLean,Paul McLean,,,,,,,,Paul McLean,Paul McLean (politician),,male,1937-03-13,Paul,Paul McLean (Australian politician),,,,McLean,,,,,,94141834,,,,,,,,,,,,0000 0000 7905 8088,n95015746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul McLean,,,,,,,,,,,,,,,171175883,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Paul McLean,,,,Paul McLean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul McLean,,,,,,,,,,,,,,,,,,,,,,,,,
Q7167212,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,,,Percy Abbott,Percy Abbott,Percy Abbott (Australian politician),,male,1869-05-14,Percy,,Percy Abbott,,https://upload.wikimedia.org/wikipedia/commons/b/be/Percy_Abbott.jpg,Abbott,Percy Abbott,Category:Percy Abbott (Australian politician),,,,,,,Percy Abbott,,,,,,,,,,,,,,,,,,Percy Abbott,,,,,بيرسي أبوت,بيرسي أبوت,,,,Percy Abbott,,,,,,,Percy Abbott,,,Percy Abbott,,,1940-09-09,,,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,,,,,,,,Percy Abbott,,,,,Percy Abbott,Percy Abbott,,,,,,,,,,,,,,,,politician,,,,,,,abbott-percy-phipps-4962,,,,,,Percy Abbott,,,,,,,,,,,Percy Abbott,,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,,,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,,,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,,Percy Abbott,Percy Abbott,,Percy Abbott,,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,Percy Abbott,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percy Abbott,,,,,Percy Abbott,,,,,,,,,,,,,,,,,,,,
Q7172714,Peter Baume,Peter Baume,Peter Baume,Peter Baume,Peter Baume,,,,,,,,Peter Baume,Peter Baume,,male,1935-01-30,Peter,Peter Baume,,,,Baume,,,,,,106239469,,,Peter Baume,,,,,,,,,0000 0000 7901 0471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Baume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,Peter Baume,,,,Peter Baume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Baume,,,,,,,,,,,,,,,,,,,,,,,,,
Q7173773,Peter Durack,Peter Durack,Peter Durack,Peter Durack,Peter Durack,,,,,,,,Peter Durack,Peter Durack,,male,1926-10-20,Peter,Peter Durack,,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Peter_Durack(1948).jpg,Durack,,Category:Peter Durack,,,,78026276,,,,,,,,,,,,0000 0000 6769 5434,n95049346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-07-13,,,Peter Durack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barrister,,,,w67403rg,,,,,,,,,,,,,,,,,,,,Peter Durack,,,,Peter Durack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Durack,,,,,,,,,,,,,,,,,,,,,,,,,
Q7176513,Peter Rae,Peter Rae,Peter Rae,Peter Rae,Peter Rae,,,,,,,,Peter Rae,Peter Rae,,male,1932-09-24,Peter,,,,,Rae,,,,,,94398779,,,Peter Rae,,,,,,,,,,,,,,,,,,,,,,,بيتر راي,بيتر راي,,,,,,,,,,,,,,,,,,,,Peter Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Peter Rae,,,,Peter Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Rae,,,,,,,,,,,,,,,,,,,,,,,,,
Q7176939,Peter Sim,Peter Sim,Peter Sim,Peter Sim,Peter Sim,,,,,Питер Сим,,,Peter Sim,Peter Sim,,male,1917-06-21,Peter,,,,,,,,,,,,,,Peter Sim,,,,,,,,,,,,,,,,,,,,,,,بيتر سيم,بيتر سيم,,,,,,,,,,,,,,,,,2015-07-29,,,Peter Sim,,,,,,,,,,,Peter Sim,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Peter Sim,,,,Peter Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Sim,,,,,,,,,,,,,,,,,,,,,,,,,
Q7297395,Ray Devlin,Ray Devlin,Ray Devlin,Ray Devlin,,,,,,Рэй Дэвлин,,,Ray Devlin,Ray Devlin,,male,1926-03-17,Ray,Ray Devlin,,,,Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-05-17,,,Ray Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Ray Devlin,,,,Ray Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ray Devlin,,,,,,,,,,,,,,,,,,,,,,,,,
Q7307830,Reg Murray,Reg Murray,Reg Murray,Reg Murray,Reg Murray,,,,,Рег Мюррей,,,Reg Murray,Reg Murray,,male,1909-04-25,Reg,,,,https://upload.wikimedia.org/wikipedia/commons/7/79/Reginald_Murray.jpg,Murray,,Category:Reg Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ريج موراي,ريج موراي,,,,,,,,,,,,,,Reg Murray,,,1962-11-25,,,Reg Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Reg Murray,,,,Reg Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reg Murray,,,,,,,,,,,,,,,,,,,,,,,,,
Q7307875,Reg Turnbull,Reg Turnbull,Reg Turnbull,Reg Turnbull,Reg Turnbull,,,,,,,Reg Turnbull,Reg Turnbull,Reg Turnbull,,male,1908-02-21,Reg,,,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Reg_Turnbull_1962.jpg,Turnbull,,Category:Reg Turnbull,,,,93264504,,,Reg Turnbull,,,,,,,,,,,,,,,,,,,,,,,ريج تورنبول,ريج تورنبول,,,,,,,,,,,,,,,,,2006-07-17,,,Reg Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military physician,,,,,,,,,,,,,,,,,,,,,,,,Reg Turnbull,,,,Reg Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reg Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,
Q7307885,Reg Withers,Reg Withers,Reg Withers,Reg Withers,Reg Withers,,,,,,,,Reg Withers,Reg Withers,,male,1924-10-26,Reg,,,,https://upload.wikimedia.org/wikipedia/commons/b/b0/Reg_Withers_1991.png,Withers,,Category:Reg Withers,,,,92926658,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reg Withers,,,,,,,,,,,,,,,,2014-11-15,,,Reg Withers,,,,,,,,,,,Reg Withers,,,,,,,,,,,,,,,,,,,,,,politician,,,,w68d07r6,,,,,,,,,,,,,,,,,,,,Reg Withers,,,,Reg Withers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reg Withers,,,,,,,,,,,,,,,,,,,,,,,,,
Q7307886,Reg Wright,Reg Wright,Reg Wright,Reg Wright,Reg Wright,,,,,,,,Reg Wright,Reg Wright,,male,1905-07-10,Reg,,,,https://upload.wikimedia.org/wikipedia/commons/3/34/RegWright1954.jpg,Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ريج رايت,ريج رايت,,,,,,,,,,,,,,Reg Wright,,,1990-03-10,,,Reg Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Wright-36174,,,,,,wright-sir-reginald-charles-15815,,,,,,,,,,,,,,,,,Reg Wright,,,,Reg Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reg Wright,,,,,,,,,,,,,,,,,,,,,,,,,
Q7319275,Rex Pearson,Rex Pearson,Rex Pearson,Rex Pearson,Rex Pearson,,,,,,,,Rex Pearson,Rex Pearson,,male,1905-01-13,Rex,,,,,Pearson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ريكس بيرسون,ريكس بيرسون,,,,,,,,,,,,,,Rex Pearson,,,1961-09-11,,,Rex Pearson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Rex Pearson,,,,Rex Pearson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rex Pearson,,,,,,,,,,,,,,,,,,,,,,,,,
Q7323613,Richard Abbott,Richard Abbott,Richard Abbott,Richard Abbott,Richard Abbott,,,,,Ричард Эбботт,,Richard Abbott,Richard Abbott,Richard Abbott (politician),,male,1859,Richard,,,,https://upload.wikimedia.org/wikipedia/commons/5/59/Richard_Abbott.jpg,Abbott,,Category:Richard Abbott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ريتشارد أبوت,ريتشارد أبوت,,,,,,,,,,,,,,Richard Abbott,,,1940-02-28,,,Richard Abbott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,ਰਿਚਰਡ ਐਬਟ,ਰਿਚਰਡ ਐਬਟ,,,,,,Richard Abbott,,,,Richard Abbott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Abbott,,,,,,,,,,,,,,,,,,,,,,,,,
Q7323916,Richard Baker,Richard Baker,Richard Baker,Richard Baker,Richard Chaffey Baker,,,,,Ричард Бэйкер,,,Richard Baker,Richard Baker (Australian politician),,male,1842-06-22,Richard,,,,https://upload.wikimedia.org/wikipedia/commons/d/da/Richard_Chaffey_Baker.jpg,Baker,,Category:Richard Baker (Australian politician),,,,103536801,,,,,,,,,,,,0000 0001 1792 7134,no2009194034,,,,,,,,,,,,,ريتشارد بيكر,ريتشارد بيكر (سياسي أسترالي),,,,,,,,,,,,,,,,,1911-03-18,,,Richard Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Baker-16605,,,,,,baker-sir-richard-chaffey-5107,,,,,,,,,,,,,,,,,Richard Baker,,,,Richard Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Baker,,,,The Honourable,,,,,,,,,,,,,,,,,,,,,
Q7324512,Richard Buzacott,Richard Buzacott,Richard Buzacott,Richard Buzacott,Richard Buzacott,Richard Buzacott,Richard Buzacott,Richard Buzacott,Richard Buzacott,,,Richard Buzacott,Richard Buzacott,Richard Buzacott,,male,1867-09-07,Richard,,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/Richard_Buzacott.jpg,Buzacott,,Richard Buzacott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933-01-10,,,Richard Buzacott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,miner,,,,,,,,,,,,,,,,,,,,,,,,Richard Buzacott,,,,Richard Buzacott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Buzacott,,,,,,,,,,,,,,,,,,,,,,,,,
Q7324825,Richard Colbeck,Richard Colbeck,Richard Colbeck,Richard Colbeck,Richard Colbeck,Richard Colbeck,Richard Colbeck,Richard Colbeck,Richard Colbeck,,里察·柯拜克,,Richard Colbeck,Richard Colbeck,里察·柯拜克,male,1958-04-05,Richard,Richard Colbeck,,,https://upload.wikimedia.org/wikipedia/commons/0/02/Richard_Colbeck.jpg,Colbeck,,Category:Richard Colbeck,,,,,,,,,richardmcolbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Colbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Richard Colbeck,,,,Richard Colbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Colbeck,,,,,,,,,,,,,,,,,,,,,,,,,
Q7325093,Richard Darcey,Richard Darcey,Richard Darcey,Richard Darcey,Richard Darcey,,,,,,,Richard Darcey,Richard Darcey,Richard Darcey,,male,1870-02-26,Richard,,,,https://upload.wikimedia.org/wikipedia/commons/6/68/Richard_Darcey.jpg,Darcey,,Category:Richard Darcey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944-07-26,,,Richard Darcey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Richard Darcey,,,,Richard Darcey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Darcey,,,,,,,,,,,,,,,,,,,,,,,,,
Q7327011,Richard Keane,Richard Keane,Richard Keane,Richard Keane,Richard Keane,,,,,,,Richard Keane,Richard Keane,Richard Keane,,male,1881-02-14,Richard,,,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Senator_Richard_Keane.jpg,Keane,,Category:Richard Keane,,,,93018187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-04-26,,,Richard Keane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,w6vr0xqr,,,keane-richard-valentine-10663,,,,,,,,,,,,,,,,,Richard Keane,,,,Richard Keane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Keane,,,,,,,,,,,,,,,,,,,,,,,,,
