start_date,end_date,name,sort_name,given_name,family_name,area,party,source,identifier__aph,email,website,facebook,twitter,term,id,wikipedia,wikipedia_name,identifier__openaustralia,party_id
2001-11-10,2004-10-09,Judith Troeth,"Troeth, Judith",Judith,Troeth,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10639,liberal_party
2004-10-09,2007-11-24,Judith Troeth,"Troeth, Judith",Judith,Troeth,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10639,liberal_party
2007-11-24,2010-08-21,Judith Troeth,"Troeth, Judith",Judith,Troeth,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10639,liberal_party
2010-08-21,2011-06-30,Judith Troeth,"Troeth, Judith",Judith,Troeth,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10639,liberal_party
2005-07-01,2007-11-24,Russell Trood,"Trood, Russell",Russell,Trood,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10640,liberal_party
2007-11-24,2010-08-21,Russell Trood,"Trood, Russell",Russell,Trood,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10640,liberal_party
2010-08-21,2011-06-30,Russell Trood,"Trood, Russell",Russell,Trood,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10640,liberal_party
1987-07-11,1990-03-24,Josephine Vallentine,"Vallentine, Josephine",Josephine,Vallentine,WA,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10648,australian_greens
1990-03-24,1992-01-31,Josephine Vallentine,"Vallentine, Josephine",Josephine,Vallentine,WA,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10648,australian_greens
1987-07-11,1990-03-24,Amanda Vanstone,"Vanstone, Amanda",Amanda,Vanstone,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10650,liberal_party
1990-03-24,1993-03-13,Amanda Vanstone,"Vanstone, Amanda",Amanda,Vanstone,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10650,liberal_party
1993-03-13,1996-03-02,Amanda Vanstone,"Vanstone, Amanda",Amanda,Vanstone,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10650,liberal_party
1996-03-02,1998-10-03,Amanda Vanstone,"Vanstone, Amanda",Amanda,Vanstone,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10650,liberal_party
1998-10-03,2001-11-10,Amanda Vanstone,"Vanstone, Amanda",Amanda,Vanstone,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10650,liberal_party
2001-11-10,2004-10-09,Amanda Vanstone,"Vanstone, Amanda",Amanda,Vanstone,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10650,liberal_party
2004-10-09,2007-04-26,Amanda Vanstone,"Vanstone, Amanda",Amanda,Vanstone,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10650,liberal_party
1987-07-11,1990-03-24,Peter Walsh,"Walsh, Peter",Peter,Walsh,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10657,australian_labor_party
1990-03-24,1993-03-13,Peter Walsh,"Walsh, Peter",Peter,Walsh,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10657,australian_labor_party
1993-03-13,1993-06-30,Peter Walsh,"Walsh, Peter",Peter,Walsh,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10657,australian_labor_party
1987-07-11,1990-03-24,Mary Walters,"Walters, Mary",Mary,Walters,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10658,liberal_party
1990-03-24,1993-03-13,Mary Walters,"Walters, Mary",Mary,Walters,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10658,liberal_party
1993-03-13,1993-06-30,Mary Walters,"Walters, Mary",Mary,Walters,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10658,liberal_party
1987-07-11,1990-03-24,John Watson,"Watson, John",John,Watson,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10661,liberal_party
1990-03-24,1993-03-13,John Watson,"Watson, John",John,Watson,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10661,liberal_party
1993-03-13,1996-03-02,John Watson,"Watson, John",John,Watson,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10661,liberal_party
1996-03-02,1998-10-03,John Watson,"Watson, John",John,Watson,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10661,liberal_party
1998-10-03,2001-11-10,John Watson,"Watson, John",John,Watson,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10661,liberal_party
2001-11-10,2004-10-09,John Watson,"Watson, John",John,Watson,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10661,liberal_party
2004-10-09,2007-11-24,John Watson,"Watson, John",John,Watson,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10661,liberal_party
2007-11-24,2008-06-30,John Watson,"Watson, John",John,Watson,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10661,liberal_party
2002-07-01,2004-10-09,Ruth Webber,"Webber, Ruth",Ruth,Webber,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10662,australian_labor_party
2004-10-09,2007-11-24,Ruth Webber,"Webber, Ruth",Ruth,Webber,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10662,australian_labor_party
2007-11-24,2008-06-30,Ruth Webber,"Webber, Ruth",Ruth,Webber,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10662,australian_labor_party
1990-07-01,1993-03-13,Suzanne West,"West, Suzanne",Suzanne,West,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10668,australian_labor_party
1993-03-13,1996-03-02,Suzanne West,"West, Suzanne",Suzanne,West,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10668,australian_labor_party
1996-03-02,1998-10-03,Suzanne West,"West, Suzanne",Suzanne,West,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10668,australian_labor_party
1998-10-03,2001-11-10,Suzanne West,"West, Suzanne",Suzanne,West,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10668,australian_labor_party
2001-11-10,2002-06-30,Suzanne West,"West, Suzanne",Suzanne,West,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10668,australian_labor_party
1995-05-24,1996-03-02,Thomas Wheelwright,"Wheelwright, Thomas",Thomas,Wheelwright,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10670,australian_labor_party
1996-03-02,1996-06-30,Thomas Wheelwright,"Wheelwright, Thomas",Thomas,Wheelwright,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10670,australian_labor_party
2002-07-01,2004-10-09,Penny Wong,"Wong, Penny",Penny,Wong,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOU,"",http://www.pennywong.com.au/,"","",40,00AOU,,,10678,australian_labor_party
2004-10-09,2007-11-24,Penny Wong,"Wong, Penny",Penny,Wong,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOU,"",http://www.pennywong.com.au/,"","",41,00AOU,,,10678,australian_labor_party
2007-11-24,2010-08-21,Penny Wong,"Wong, Penny",Penny,Wong,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOU,"",http://www.pennywong.com.au/,"","",42,00AOU,,,10678,australian_labor_party
2010-08-21,2013-09-07,Penny Wong,"Wong, Penny",Penny,Wong,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOU,"",http://www.pennywong.com.au/,"","",43,00AOU,,,10678,australian_labor_party
2013-09-07,2016-05-09,Penny Wong,"Wong, Penny",Penny,Wong,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOU,"",http://www.pennywong.com.au/,"","",44,00AOU,,,10678,australian_labor_party
2016-07-02,,Penny Wong,"Wong, Penny",Penny,Wong,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOU,"",http://www.pennywong.com.au/,"","",45,00AOU,,,10678,australian_labor_party
1987-07-11,1988-05-12,William Wood,"Wood, William",William,Wood,NSW,Nuclear Disarmament Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10680,nuclear_disarmament_party
1993-07-01,1996-03-02,John Woodley,"Woodley, John",John,Woodley,Queensland,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10681,australian_democrats
1996-03-02,1998-10-03,John Woodley,"Woodley, John",John,Woodley,Queensland,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10681,australian_democrats
1998-10-03,2001-07-27,John Woodley,"Woodley, John",John,Woodley,Queensland,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10681,australian_democrats
1994-03-08,1996-03-02,Bob Woods,"Woods, Bob",Bob,Woods,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10683,liberal_party
1996-03-02,1997-03-07,Bob Woods,"Woods, Bob",Bob,Woods,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10683,liberal_party
2005-07-01,2007-11-24,Dana Wortley,"Wortley, Dana",Dana,Wortley,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10686,australian_labor_party
2007-11-24,2010-08-21,Dana Wortley,"Wortley, Dana",Dana,Wortley,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10686,australian_labor_party
2010-08-21,2011-06-30,Dana Wortley,"Wortley, Dana",Dana,Wortley,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10686,australian_labor_party
1987-07-11,1990-03-24,Alice Zakharov,"Zakharov, Alice",Alice,Zakharov,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10693,australian_labor_party
1990-03-24,1993-03-13,Alice Zakharov,"Zakharov, Alice",Alice,Zakharov,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10693,australian_labor_party
1993-03-13,1995-03-06,Alice Zakharov,"Zakharov, Alice",Alice,Zakharov,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10693,australian_labor_party
1996-07-01,1998-10-03,Bob Brown,"Brown, Bob",Bob,Brown,Tasmania,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10696,australian_greens
1998-10-03,2001-11-10,Bob Brown,"Brown, Bob",Bob,Brown,Tasmania,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10696,australian_greens
2001-11-10,2004-10-09,Bob Brown,"Brown, Bob",Bob,Brown,Tasmania,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10696,australian_greens
2004-10-09,2007-11-24,Bob Brown,"Brown, Bob",Bob,Brown,Tasmania,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10696,australian_greens
2007-11-24,2010-08-21,Bob Brown,"Brown, Bob",Bob,Brown,Tasmania,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10696,australian_greens
2010-08-21,2012-06-15,Bob Brown,"Brown, Bob",Bob,Brown,Tasmania,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10696,australian_greens
2008-07-01,2010-08-21,Mark Arbib,"Arbib, Mark",Mark,Arbib,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10704,australian_labor_party
2010-08-21,2012-03-05,Mark Arbib,"Arbib, Mark",Mark,Arbib,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10704,australian_labor_party
2008-07-01,2010-08-21,Catryna Bilyk,"Bilyk, Catryna",Catryna,Bilyk,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,HZB,"",http://www.catrynabilyk.com,"","",42,HZB,,,10705,australian_labor_party
2010-08-21,2013-09-07,Catryna Bilyk,"Bilyk, Catryna",Catryna,Bilyk,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,HZB,"",http://www.catrynabilyk.com,"","",43,HZB,,,10705,australian_labor_party
2013-09-07,2016-05-09,Catryna Bilyk,"Bilyk, Catryna",Catryna,Bilyk,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,HZB,"",http://www.catrynabilyk.com,"","",44,HZB,,,10705,australian_labor_party
2016-07-02,,Catryna Bilyk,"Bilyk, Catryna",Catryna,Bilyk,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,HZB,"",http://www.catrynabilyk.com,"","",45,HZB,,,10705,australian_labor_party
2008-07-01,2010-08-21,Doug Cameron,"Cameron, Doug",Doug,Cameron,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AI6,senator.cameron@aph.gov.au,http://dougcameron.com.au,http://facebook.com/senator.doug.cameron,"",42,AI6,,,10706,australian_labor_party
2010-08-21,2013-09-07,Doug Cameron,"Cameron, Doug",Doug,Cameron,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AI6,senator.cameron@aph.gov.au,http://dougcameron.com.au,http://facebook.com/senator.doug.cameron,"",43,AI6,,,10706,australian_labor_party
2013-09-07,2016-05-09,Doug Cameron,"Cameron, Doug",Doug,Cameron,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AI6,senator.cameron@aph.gov.au,http://dougcameron.com.au,http://facebook.com/senator.doug.cameron,"",44,AI6,,,10706,australian_labor_party
2016-07-02,,Doug Cameron,"Cameron, Doug",Doug,Cameron,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AI6,senator.cameron@aph.gov.au,http://dougcameron.com.au,http://facebook.com/senator.doug.cameron,"",45,AI6,,,10706,australian_labor_party
2008-07-01,2010-08-21,Michaelia Cash,"Cash, Michaelia",Michaelia,Cash,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,I0M,"","","","",42,I0M,,,10707,liberal_party
2010-08-21,2013-09-07,Michaelia Cash,"Cash, Michaelia",Michaelia,Cash,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,I0M,"","","","",43,I0M,,,10707,liberal_party
2013-09-07,2016-05-09,Michaelia Cash,"Cash, Michaelia",Michaelia,Cash,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,I0M,"","","","",44,I0M,,,10707,liberal_party
2016-07-02,,Michaelia Cash,"Cash, Michaelia",Michaelia,Cash,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,I0M,"","","","",45,I0M,,,10707,liberal_party
2008-07-01,2010-08-21,Don Farrell,"Farrell, Don",Don,Farrell,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0N,"","","","",42,I0N,,,10708,australian_labor_party
2010-08-21,2013-09-07,Don Farrell,"Farrell, Don",Don,Farrell,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0N,"","","","",43,I0N,,,10708,australian_labor_party
2013-09-07,2014-06-30,Don Farrell,"Farrell, Don",Don,Farrell,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0N,"","","","",44,I0N,,,10708,australian_labor_party
2016-07-02,,Don Farrell,"Farrell, Don",Don,Farrell,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0N,"","","","",45,I0N,,,10708,australian_labor_party
2008-07-01,2010-08-21,David Feeney,"Feeney, David",David,Feeney,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0O,"",http://www.davidfeeney.com.au,"",https://twitter.com/Feeney4Batman,42,I0O,,,10709,australian_labor_party
2010-08-21,2013-08-12,David Feeney,"Feeney, David",David,Feeney,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0O,"",http://www.davidfeeney.com.au,"",https://twitter.com/Feeney4Batman,43,I0O,,,10709,australian_labor_party
2008-07-01,2010-08-21,Mark Furner,"Furner, Mark",Mark,Furner,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0P,"",http://www.markfurner.com/,"","",42,I0P,,,10710,australian_labor_party
2010-08-21,2013-09-07,Mark Furner,"Furner, Mark",Mark,Furner,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0P,"",http://www.markfurner.com/,"","",43,I0P,,,10710,australian_labor_party
2013-09-07,2014-06-30,Mark Furner,"Furner, Mark",Mark,Furner,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0P,"",http://www.markfurner.com/,"","",44,I0P,,,10710,australian_labor_party
2008-07-01,2010-08-21,Sarah Hanson-Young,"Hanson-Young, Sarah",Sarah,Hanson-Young,SA,Australian Greens,http://data.openaustralia.org/members/senators.xml,I0U,senator.hanson-young@aph.gov.au,"","","",42,I0U,,,10711,australian_greens
2010-08-21,2013-09-07,Sarah Hanson-Young,"Hanson-Young, Sarah",Sarah,Hanson-Young,SA,Australian Greens,http://data.openaustralia.org/members/senators.xml,I0U,senator.hanson-young@aph.gov.au,"","","",43,I0U,,,10711,australian_greens
2013-09-07,2016-05-09,Sarah Hanson-Young,"Hanson-Young, Sarah",Sarah,Hanson-Young,SA,Australian Greens,http://data.openaustralia.org/members/senators.xml,I0U,senator.hanson-young@aph.gov.au,"","","",44,I0U,,,10711,australian_greens
2016-07-02,,Sarah Hanson-Young,"Hanson-Young, Sarah",Sarah,Hanson-Young,SA,Australian Greens,http://data.openaustralia.org/members/senators.xml,I0U,senator.hanson-young@aph.gov.au,"","","",45,I0U,,,10711,australian_greens
2008-07-01,2010-08-21,Helen Kroger,"Kroger, Helen",Helen,Kroger,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,G1N,"","","","",42,G1N,,,10712,liberal_party
2010-08-21,2013-09-07,Helen Kroger,"Kroger, Helen",Helen,Kroger,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,G1N,"","","","",43,G1N,,,10712,liberal_party
2013-09-07,2014-06-30,Helen Kroger,"Kroger, Helen",Helen,Kroger,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,G1N,"","","","",44,G1N,,,10712,liberal_party
2008-07-01,2010-08-21,Scott Ludlam,"Ludlam, Scott",Scott,Ludlam,WA,Australian Greens,http://data.openaustralia.org/members/senators.xml,I07,senator.ludlam@aph.gov.au,"","","",42,I07,,,10713,australian_greens
2010-08-21,2013-09-07,Scott Ludlam,"Ludlam, Scott",Scott,Ludlam,WA,Australian Greens,http://data.openaustralia.org/members/senators.xml,I07,senator.ludlam@aph.gov.au,"","","",43,I07,,,10713,australian_greens
2013-09-07,2016-05-09,Scott Ludlam,"Ludlam, Scott",Scott,Ludlam,WA,Australian Greens,http://data.openaustralia.org/members/senators.xml,I07,senator.ludlam@aph.gov.au,"","","",44,I07,,,10713,australian_greens
2016-07-02,2017-07-14,Scott Ludlam,"Ludlam, Scott",Scott,Ludlam,WA,Australian Greens,http://data.openaustralia.org/members/senators.xml,I07,senator.ludlam@aph.gov.au,"","","",45,I07,,,10713,australian_greens
2008-07-01,2010-08-21,Louise Pratt,"Pratt, Louise",Louise,Pratt,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0T,"","","","",42,I0T,,,10714,australian_labor_party
2010-08-21,2013-09-07,Louise Pratt,"Pratt, Louise",Louise,Pratt,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0T,"","","","",43,I0T,,,10714,australian_labor_party
2013-09-07,2014-06-30,Louise Pratt,"Pratt, Louise",Louise,Pratt,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0T,"","","","",44,I0T,,,10714,australian_labor_party
2016-07-02,,Louise Pratt,"Pratt, Louise",Louise,Pratt,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,I0T,"","","","",45,I0T,,,10714,australian_labor_party
2008-07-01,2010-08-21,Scott Ryan,"Ryan, Scott",Scott,Ryan,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,I0Q,"",http://www.scottryan.com.au,"","",42,I0Q,,,10715,liberal_party
2010-08-21,2013-09-07,Scott Ryan,"Ryan, Scott",Scott,Ryan,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,I0Q,"",http://www.scottryan.com.au,"","",43,I0Q,,,10715,liberal_party
2013-09-07,2016-05-09,Scott Ryan,"Ryan, Scott",Scott,Ryan,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,I0Q,"",http://www.scottryan.com.au,"","",44,I0Q,,,10715,liberal_party
2016-07-02,,Scott Ryan,"Ryan, Scott",Scott,Ryan,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,I0Q,"",http://www.scottryan.com.au,"","",45,I0Q,,,10715,liberal_party
2008-07-01,2010-08-21,John Williams,"Williams, John",John,Williams,NSW,National Party,http://data.openaustralia.org/members/senators.xml,I0V,"",http://www.johnwilliams.com.au/,"","",42,I0V,,,10716,national_party
2010-08-21,2013-09-07,John Williams,"Williams, John",John,Williams,NSW,National Party,http://data.openaustralia.org/members/senators.xml,I0V,"",http://www.johnwilliams.com.au/,"","",43,I0V,,,10716,national_party
2013-09-07,2016-05-09,John Williams,"Williams, John",John,Williams,NSW,National Party,http://data.openaustralia.org/members/senators.xml,I0V,"",http://www.johnwilliams.com.au/,"","",44,I0V,,,10716,national_party
2016-07-02,,John Williams,"Williams, John",John,Williams,NSW,National Party,http://data.openaustralia.org/members/senators.xml,I0V,"",http://www.johnwilliams.com.au/,"","",45,I0V,,,10716,national_party
2008-07-01,2010-08-21,Nick Xenophon,"Xenophon, Nick",Nick,Xenophon,SA,Independent,http://data.openaustralia.org/members/senators.xml,8IV,senator.xenophon@aph.gov.au,http://www.nickxenophon.com.au,"","",42,8IV,,,10717,independent
2010-08-21,2013-09-07,Nick Xenophon,"Xenophon, Nick",Nick,Xenophon,SA,Independent,http://data.openaustralia.org/members/senators.xml,8IV,senator.xenophon@aph.gov.au,http://www.nickxenophon.com.au,"","",43,8IV,,,10717,independent
2013-09-07,2016-05-09,Nick Xenophon,"Xenophon, Nick",Nick,Xenophon,SA,Independent,http://data.openaustralia.org/members/senators.xml,8IV,senator.xenophon@aph.gov.au,http://www.nickxenophon.com.au,"","",44,8IV,,,10717,independent
2016-07-02,,Nick Xenophon,"Xenophon, Nick",Nick,Xenophon,SA,Nick Xenophon Team,http://data.openaustralia.org/members/senators.xml,8IV,senator.xenophon@aph.gov.au,http://www.nickxenophon.com.au,"","",45,8IV,,,10717,nick_xenophon_team
2009-03-11,2010-08-21,Christopher Back,"Back, Christopher",Christopher,Back,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,J7Q,"","","","",42,J7Q,,,10722,liberal_party
2010-08-21,2013-09-07,Christopher Back,"Back, Christopher",Christopher,Back,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,J7Q,"","","","",43,J7Q,,,10722,liberal_party
2013-09-07,2016-05-09,Christopher Back,"Back, Christopher",Christopher,Back,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,J7Q,"","","","",44,J7Q,,,10722,liberal_party
2016-07-02,,Christopher Back,"Back, Christopher",Christopher,Back,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,J7Q,"","","","",45,J7Q,,,10722,liberal_party
2013-11-13,2016-05-09,Deborah O'Neill,"O'Neill, Deborah",Deborah,O'Neill,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,140651,"","","","",44,140651,,,10747,australian_labor_party
2016-07-02,,Deborah O'Neill,"O'Neill, Deborah",Deborah,O'Neill,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,140651,"","","","",45,140651,,,10747,australian_labor_party
2011-07-01,2013-09-07,Richard Di Natale,"Di Natale, Richard",Richard,Di Natale,Victoria,Australian Greens,http://data.openaustralia.org/members/senators.xml,53369,senator.dinatale@aph.gov.au,"",http://www.facebook.com/SenatorDiNatale,http://www.twitter.com/RichardDiNatale,43,53369,,,10755,australian_greens
2013-09-07,2016-05-09,Richard Di Natale,"Di Natale, Richard",Richard,Di Natale,Victoria,Australian Greens,http://data.openaustralia.org/members/senators.xml,53369,senator.dinatale@aph.gov.au,"",http://www.facebook.com/SenatorDiNatale,http://www.twitter.com/RichardDiNatale,44,53369,,,10755,australian_greens
2016-07-02,,Richard Di Natale,"Di Natale, Richard",Richard,Di Natale,Victoria,Australian Greens,http://data.openaustralia.org/members/senators.xml,53369,senator.dinatale@aph.gov.au,"",http://www.facebook.com/SenatorDiNatale,http://www.twitter.com/RichardDiNatale,45,53369,,,10755,australian_greens
2011-07-01,2013-09-07,Sean Edwards,"Edwards, Sean",Sean,Edwards,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,225307,senator.edwards@aph.gov.au,http://www.senatoredwards.com.au/Home.aspx,https://www.facebook.com/Sean.Edwards.Clare,https://twitter.com/SeanC_Edwards,43,225307,,,10756,liberal_party
2013-09-07,2016-05-09,Sean Edwards,"Edwards, Sean",Sean,Edwards,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,225307,senator.edwards@aph.gov.au,http://www.senatoredwards.com.au/Home.aspx,https://www.facebook.com/Sean.Edwards.Clare,https://twitter.com/SeanC_Edwards,44,225307,,,10756,liberal_party
2011-07-01,2013-09-07,Alex Gallacher,"Gallacher, Alex",Alex,Gallacher,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,204953,senator.gallacher@aph.gov.au,"","","",43,204953,,,10757,australian_labor_party
2013-09-07,2016-05-09,Alex Gallacher,"Gallacher, Alex",Alex,Gallacher,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,204953,senator.gallacher@aph.gov.au,"","","",44,204953,,,10757,australian_labor_party
2016-07-02,,Alex Gallacher,"Gallacher, Alex",Alex,Gallacher,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,204953,senator.gallacher@aph.gov.au,"","","",45,204953,,,10757,australian_labor_party
2011-07-01,2013-09-07,Bridget McKenzie,"McKenzie, Bridget",Bridget,McKenzie,Victoria,National Party,http://data.openaustralia.org/members/senators.xml,207825,senator.mckenzie@aph.gov.au,"","","",43,207825,,,10758,national_party
2013-09-07,2016-05-09,Bridget McKenzie,"McKenzie, Bridget",Bridget,McKenzie,Victoria,National Party,http://data.openaustralia.org/members/senators.xml,207825,senator.mckenzie@aph.gov.au,"","","",44,207825,,,10758,national_party
2016-07-02,,Bridget McKenzie,"McKenzie, Bridget",Bridget,McKenzie,Victoria,National Party,http://data.openaustralia.org/members/senators.xml,207825,senator.mckenzie@aph.gov.au,"","","",45,207825,,,10758,national_party
2011-07-01,2013-09-07,John Madigan,"Madigan, John",John,Madigan,Victoria,Democratic Labor Party,http://data.openaustralia.org/members/senators.xml,217571,senator.madigan@aph.gov.au,"","","",43,217571,,,10759,democratic_labor_party
2013-09-07,2014-09-04,John Madigan,"Madigan, John",John,Madigan,Victoria,Democratic Labor Party,http://data.openaustralia.org/members/senators.xml,217571,senator.madigan@aph.gov.au,"","","",44,217571,,,10759,democratic_labor_party
