id,name__en,name__zh,name__ms,name__es,name__id,name__de,name__nb,name__da,name__nn,name__sv,name__nl,name__hu,name,wikipedia__en,wikipedia__id,wikipedia__ms,wikipedia__zh,gender,birth_date,identifier__freebase,original_wikiname,name__fr,image,given_name,name__cy,wikipedia__de,identifier__VIAF,identifier__GND,identifier__LCAuth,death_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__jv,name__pl,name__eu,name__qu,name__ta,name__et,name__my,name__pt,name__eo,name__is,name__ru,name__tr,name__hak,name__mk,name__fi,name__uk,name__be_tarask,name__ne,name__az,name__tl,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__nan,name__be,name__ko,name__he,name__lv,name__it,name__li,name__ja,name__vi,name__yue,name__sh,name__sa,name__hi,name__ro,name__th,name__ca,name__war,name__cs,name__bg,name__fa,name__mr,name__km,name__kk,name__sr,name__ar,name__ky,name__new,name__sco,name__si,name__la,name__mg,name__bcl,name__lzh,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__ka,name__ml,name__sd,name__tt,name__vo,name__hy,name__io,name__lb,name__lo,name__mn,name__te,name__gu,name__bn,name__gl,name__ast,name__el,wikipedia__ar,wikipedia__arwikiquote,wikipedia__ast,wikipedia__az,wikipedia__ba,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gu,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__ko,wikipedia__ky,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__lv,wikipedia__mg,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__ne,wikipedia__new,wikipedia__nl,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__no,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sco,wikipedia__sd,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vi,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikiquote,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NDL,family_name,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__FAST,identifier__CSPAN,identifier__wikitree,identifier__NLA,identifier__NTA,identifier__NLAtrove,name__nds,name__vmf,name__en_ca,name__en_gb,twitter,facebook,name__min,wikipedia__min,website,name__so,name__ckb,name__bs,name__ace,wikipedia__ace,wikipedia__bswikiquote,wikipedia__ckb,wikipedia__itwikiquote,wikipedia__so,wikipedia__trwikiquote,identifier__MusicBrainz,identifier__GTAA,name__yo,name__lt,name__oc,wikipedia__eowikinews,wikipedia__lt,wikipedia__yo,name__de_ch,name__pt_br,wikipedia__oc,identifier__Oxforddnb,identifier__bigenc_ru,name__br,name__co,name__ty,identifier__OLID,wikipedia__gl,name__zh_mo,name__lmo,name__pa,wikipedia__pa,name__sk,name__zh_my,identifier__NLI,identifier__britishmuseum,identifier__NPG,occupation,identifier__google_knowledge,identifier__nyt_topic,wikipedia__kn,name__kn,identifier__snac,identifier__Britannica,identifier__quora,wikipedia__si,name__fo,name__kl,wikipedia__uz,identifier__ioc_athlete,name__uz,instagram
Q10909916,Kamarul Bahrin Abbas,卡玛鲁,Kamarul Bahrin Abbas,,Kamarul Bahrin Abbas,Kamarul Bahrin Abbas,Kamarul Bahrin Abbas,Kamarul Bahrin Abbas,Kamarul Bahrin Abbas,Kamarul Bahrin Abbas,Kamarul Bahrin Abbas,,Kamarul Bahrin Abbas,Kamarul Baharin Abbas,Kamarul Bahrin Abbas,Kamarul Bahrin Abbas,卡玛鲁,male,1947-06-12,,Kamarul Baharin Abbas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q10918522,Liew Chin Tong,刘镇东,Liew Chin Tong,Liew Chin Tong,Liew Chin Tong,Liew Chin Tong,Liew Chin Tong,Liew Chin Tong,Liew Chin Tong,Liew Chin Tong,Liew Chin Tong,Liew Chin Tong,Liew Chin Tong,Liew Chin Tong,Liew Chin Tong,Liew Chin Tong,刘镇东,male,1977-11-27,/m/09v6rsm,Liew Chin Tong,Liew Chin Tong,,,,,103455111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liu,,,,,,,,,,,,,,,,,,http://www.en.liewchintong.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q10943714,William Nyallau Badak,威廉耶劳巴达,William @ Nyallau Anak Badak,,William Nyallau Badak,William Nyallau Badak,William @ Nyallau Anak Badak,William @ Nyallau Anak Badak,William @ Nyallau Anak Badak,William @ Nyallau Anak Badak,William Nyallau Badak,,William Nyallau Badak,William Nyallau Badak,William Nyallau Badak,William @ Nyallau Anak Badak,威廉耶劳巴达,male,1950-07-22,,William Nyallau Badak,William Nyallau Badak,,William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q11064479,Leo Michael Toyad,廖麦克,Leo Michael Toyad,,Leo Michael Toyad,Leo Michael Toyad,Leo Michael Toyad,Leo Michael Toyad,Leo Michael Toyad,Leo Michael Toyad,Leo Michael Toyad,,Leo Michael Toyad,Leo Michael Toyad,Leo Michael Toyad,Leo Michael Toyad,廖麦克,male,1950-04-11,/m/0bs6cpn,Leo Michael Toyad,Leo Michael Toyad,,Leo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q11176608,Ng Yen Yen,黃燕燕,Ng Yen Yen,Ng Yen Yen,Ng Yen Yen,Ng Yen Yen,,,,,Ng Yen Yen,,Ng Yen Yen,Ng Yen Yen,Ng Yen Yen,Ng Yen Yen,黃燕燕,female,1946-04-06,,Ng Yen Yen,Ng Yen Yen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,응옌옌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,응옌옌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,
Q11668101,Aishah Ghani,,Aishah Ghani,,Aisyah Gani,Aishah Ghani,,,,,Aishah Ghani,,Aishah Ghani,Aishah Ghani,Aishah Ghani,Aishah Ghani,,female,1923-12-15,,Aishah Ghani,Aishah Ghani,,,Aishah Ghani,,306001745,,,2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aishah Ghani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q11773336,Irmohizam Ibrahim,,Irmohizam Ibrahim,,,Irmohizam Ibrahim,,,,,Irmohizam Ibrahim,,Irmohizam Ibrahim,Irmohizam Ibrahim,,Irmohizam Ibrahim,,male,1976-04-06,,Irmohizam Ibrahim,Irmohizam Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q11837215,Ariff Sabri Abdul Aziz,,Mohd Ariff Sabri Aziz,,Ariff Sabri Abdul Aziz,Ariff Sabri Abdul Aziz,,,,,Ariff Sabri Abdul Aziz,,Ariff Sabri Abdul Aziz,Ariff Sabri Abdul Aziz,Ariff Sabri Abdul Aziz,Mohd Ariff Sabri Aziz,,male,,,Ariff Sabri Abdul Aziz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q11879080,Loke Siew Fook,陆兆福,Loke Siew Fook,Loke Siew Fook,Loke Siew Fook,Loke Siew Fook,,,,,Loke Siew Fook,Loke Siew Fook,Loke Siew Fook,Loke Siew Fook,Loke Siew Fook,Loke Siew Fook,陆兆福,male,1976-02-05,,Loke Siew Fook,Loke Siew Fook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q12470566,Abdul Rahim Ishak,,,,Abdul Rahim Ishak,,,,,,Abdul Rahim Ishak,,Abdul Rahim Ishak,Abdul Rahim Ishak,Abdul Rahim Ishak,,,male,1925-07-25,,Abdul Rahim Ishak,Abdul Rahim Ishak,,Abdur Rahim,,,,,,2001-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q12491594,Khatijah Sidek,,Khadijah Sidek,,Khatijah Sidek,,,,,,,,Khatijah Sidek,Khadijah Sidek,Khatijah Sidek,Khadijah Sidek,,female,1918,,Khadijah Sidek,Khatijah Sidek,,,,,17120325,,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khatijah Sidek,Khatijah Sidek,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL523181A,,,,,,,,,,,,,,,,,,,,,,,,,
Q1252922,Mohammad Said Keruak,,Mohamed Said Bin Keruak,,,Mohamad Said Keruak,,,,,Mohamad Said Keruak,,Mohammad Said Keruak,Mohammad Said Keruak,,Mohamed Said Bin Keruak,,male,1926-11-15,,Mohammad Said Keruak,Mohamad Said Keruak,,Mohamad,,Mohamad Said Keruak,,,,1995-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,モハマド・サイード・ケラク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,/g/120mt4mh,,,,,,,,,,,,,
Q12681878,Abdul Azeez Abdul Rahim,,Abdul Azeez Abdul Rahim,,Abdul Azeez Abdul Rahim,Abdul Azeez Abdul Rahim,,,,,Abdul Azeez Abdul Rahim,,Abdul Azeez Abdul Rahim,Abdul Azeez Abdul Rahim,Abdul Azeez Abdul Rahim,Abdul Azeez Abdul Rahim,,male,1966-11-19,,Abdul Azeez Abdul Rahim,Abdul Azeez Abdul Rahim,https://upload.wikimedia.org/wikipedia/commons/d/dd/Abdul_Azeez_Abdul_Rahim.jpg,Abd al-Aziz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12681894,Abdul Hamid Khan Sakhawat Ali Khan,,Abdul Hamid Khan Sakhawat Ali Khan,,,,,,,,,,Abdul Hamid Khan Sakhawat Ali Khan,,,Abdul Hamid Khan Sakhawat Ali Khan,,male,,,Abdul Hamid Khan Sakhawat Ali Khan,,,Abdul Hamid,,,,,,,,阿都哈密·汗·薩卡瓦特·阿里·汗,,阿都哈密·汗·萨卡瓦特·阿里·汗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12681909,Abdul Khalid Awang Osman,,Abdul Khalid Awang Osman,,,,,,,,,,Abdul Khalid Awang Osman,,,Abdul Khalid Awang Osman,,male,,,Abdul Khalid Awang Osman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12682034,Adenan Satem,阿德南·沙甸,Adenan Hj. Satem,,Adenan Satem,Adenan Satem,,,,,Adenan Satem,,Adenan Satem,Adenan Satem,Adenan Satem,Adenan Satem,,male,1944-01-27,,Adenan Satem,Adenan Satem,https://upload.wikimedia.org/wikipedia/commons/6/62/Adenan_Satem_during_the_Sejiwa_Sanada_programme_at_Kota_Samarahan.jpg,,,,,,,2017-01-11,,,,,,,,,,,,,,,,,Аденан Сатем,Adenan Satem,,,,,,,,,,,,,,,,,아데난 사템,,,Adenan Satem,,アデナン・サテム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Adenan Satem,,,,,,,,,,,,,,,,,,,,,,,Adenan Satem,,,,,,아데난 사템,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adenan Satem,,,,,,,,Adenan Satem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adenan Satem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q12682110,Ahmad Abdullah,,Ahmad Abdullah,,,,,,,,,,Ahmad Abdullah,,,Ahmad Abdullah (Kelantan),,male,,,Ahmad Abdullah (Kelantan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12682140,,,Ahmad Mohamed Shah,,,,,,,,,,Ahmad Mohamed Shah,,,Ahmad Mohamed Shah,,male,,,Ahmad Mohamed Shah,,,Ahmad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmad Mohamed Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12682147,Ahmad Saaid,,Ahmad Saaid,,,,,,,,,,Ahmad Saaid,,,Ahmad Saaid,,,,,Ahmad Saaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12682157,,,Ahmad Yusof,,,,,,,,,,Ahmad Yusof,,,Ahmad Yusof,,male,,,Ahmad Yusof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12683034,Awang Adek Hussin,,Awang Adek Hussin,,,,,,,,,,Awang Adek Hussin,Awang Adek Hussin,,Awang Adek Hussin,,male,1955-05-18,,Awang Adek Hussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12683213,,,Bahaman Samsudin,,,,,,,,,,Bahaman Samsudin,,,Bahaman Samsudin,,,,,Bahaman Samsudin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12684970,Chan Swee Ho,,Chan Swee Ho,,,,,,,,,,Chan Swee Ho,,,Chan Swee Ho,,,,,Chan Swee Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12684972,Chan Siang Sun,,Chan Siang Sun,,,,,,,,,,Chan Siang Sun,,,Chan Siang Sun,,,,,Chan Siang Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chan Siang Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12684976,,,Chan Chong Wen,,,,,,,,,,Chan Chong Wen,,,Chan Chong Wen,,,,,Chan Chong Wen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12685015,,,Cheah Theam Swee,,,,,,,,,,Cheah Theam Swee,,,Cheah Theam Swee,,male,,,Cheah Theam Swee,,,,,,,,,,,謝添瑞,,谢添瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12685056,Chin See Yin,,Chin See Yin,,,,,,,,,,Chin See Yin,,,Chin See Yin,,,,,Chin See Yin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12686849,,,Geh Chong Keat,,,,,,,,,,Geh Chong Keat,,,Geh Chong Keat,,,,,Geh Chong Keat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12687472,Hamzah Alang,,Hamzah Alang,,,,,,,,,,Hamzah Alang,,,Hamzah Alang,,,,,Hamzah Alang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
