id,name__de,name__pl,name__el,name__ru,name__fr,name__en,name__it,name__nl,name__es,name__nb,name__da,name__nn,name__sv,name,wikipedia__de,wikipedia__el,wikipedia__en,wikipedia__fr,wikipedia__it,wikipedia__pl,wikipedia__ru,image,gender,birth_date,identifier__freebase,given_name,original_wikiname,name__be,name__sr,name__be_tarask,wikipedia__be_x_old,wikipedia__be,wikipedia__sr,name__et,wikipedia__es,wikipedia__et,name__pt_br,name__ca,name__oc,wikipedia__nn,name__gl,name__ba,name__yo,wikipedia__ba,wikipedia__gl,wikipedia__yo,name__cy,death_date,name__tr,name__uk,wikipedia__tr,wikipedia__uk,name__sh,wikipedia__sh,wikipedia__oc,family_name,name__hu,identifier__VIAF,identifier__SUDOC,name__pt,wikipedia__pt,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SBN_it,identifier__NLA,identifier__BAV,identifier__NUKAT,wikipedia__nl,name__id,wikipedia__id,name__lt,name__fi,wikipedia__lt,name__sr_el,name__sr_ec,name__nds,name__zh,name__ar,wikipedia__ar,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__mg,wikipedia__mg,name__eo,wikipedia__eo,wikipedia__commons,identifier__OLID,last_seen,identifier__treccani,name__zh_cn,name__ja,identifier__PACE,name__ro,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__sco,occupation,name__la,wikipedia__la,identifier__snac,name__ty,wikipedia__lmo,name__lmo,name__dsb,name__hsb,name__is,name__jv,name__pdc,name__stq,name__tl,name__war,name__fit,name__fo,name__kl,name__ky,wikipedia__ky,identifier__google_knowledge,name__ceb,name__ko,wikipedia__ko,wikipedia__ast,name__he,wikipedia__he,name__fy,wikipedia__fy,wikipedia__no,wikipedia__ga,name__sl,identifier__GNC,identifier__ioc_athlete,name__lfn,wikipedia__th,name__th,website,wikipedia__simple,identifier__italian_cod,identifier__CiNii,identifier__NLAtrove,identifier__dialnet,identifier__NLI
Q437309,Rosa Zafferani,Rosa Zafferani,Ρόζα Ζαφεράνι,"Дзафферани, Роза",Rosa Zafferani,Rosa Zafferani,Rosa Zafferani,Rosa Zafferani,Rosa Zafferani,Rosa Zafferani,Rosa Zafferani,Rosa Zafferani,Rosa Zafferani,Rosa Zafferani,Rosa Zafferani,Ρόζα Ζαφεράνι,Rosa Zafferani,Rosa Zafferani,Rosa Zafferani,Rosa Zafferani,"Дзафферани, Роза",,female,1960-08-16,/m/0chljy,Rosa,Rosa Zafferani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zafferani,Rosa Zafferani,,,Rosa Zafferani,Rosa Zafferani,,,,,,,,,,,,,,,,,,,,,,,羅莎·扎費拉尼,,,,,,,,,,罗莎·扎费拉尼,ローザ・ザッファラーニ,4621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosa Zafferani,,,,,,,,,,,,
Q437620,Assunta Meloni,Assunta Meloni,Ασούντα Μελόνι,"Мелони, Ассунта",Assunta Meloni,Assunta Meloni,Assunta Meloni,Assunta Meloni,Assunta Meloni,Assunta Meloni,Assunta Meloni,Assunta Meloni,Assunta Meloni,Assunta Meloni,Assunta Meloni,Ασούντα Μελόνι,Assunta Meloni,Assunta Meloni,Assunta Meloni,Assunta Meloni,"Мелони, Ассунта",,female,1951-04-21,/m/04n08tw,Assunta,Assunta Meloni,,,,,,,,Assunta Meloni,,,,,,,,,,,,,,,,,,,,,Meloni,Assunta Meloni,,,,,,,,,,,,,,,,,,,,,,阿桑塔·梅隆尼,,,,,,,,,,,,,,,,アスンタ・メローニ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assunta Meloni,,,,,,,,,,,,
Q495277,Andrea Zafferani,Andrea Zafferani,,"Дзафферани, Андреа",Andrea Zafferani,Andrea Zafferani,Andrea Zafferani,Andrea Zafferani,Andrea Zafferani,Andrea Zafferani,Andrea Zafferani,Andrea Zafferani,Andrea Zafferani,Andrea Zafferani,Andrea Zafferani,,Andrea Zafferani,Andrea Zafferani,Andrea Zafferani,Andrea Zafferani,"Дзафферани, Андреа",,male,1982-12-19,/m/0dgqyf2,Andrea,Andrea Zafferani,Андрэа Дзаферані,Андреа Заферани,Андрэа Дзафэрані,Андрэа Дзафэрані,Андрэа Дзаферані,Андреа Заферани,,,,,,,,,,,,,,,,,,,,,,,Zafferani,Andrea Zafferani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrea Zafferani,,,,,,,,,,,,
Q5026696,Camillo Bonelli,,,,,Camillo Bonelli,Camillo Bonelli,Camillo Bonelli,,,,,,Camillo Bonelli,,,Camillo Bonelli,,,,,,male,,,Camillo,Camillo Bonelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camillo Bonelli,,,,,,,,,,,,
Q507718,Roberto Giorgetti,Roberto Giorgetti,Ρομπέρτο Τζιορτζέτι,"Джорджетти, Роберто",Roberto Giorgetti,Roberto Giorgetti,Roberto Giorgetti,Roberto Giorgetti,Roberto Giorgetti,Roberto Giorgetti,Roberto Giorgetti,Roberto Giorgetti,Roberto Giorgetti,Roberto Giorgetti,Roberto Giorgetti,Ρομπέρτο Τζιορτζέτι,Roberto Giorgetti,Roberto Giorgetti,Roberto Giorgetti,Roberto Giorgetti,"Джорджетти, Роберто",,male,1962-11-04,/m/025xc70,Roberto,Roberto Giorgetti,,,,,,,Roberto Giorgetti,,Roberto Giorgetti,,,,,,,,,,,,,,,,,,,,Giorgetti,Roberto Giorgetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Giorgetti,,,,,,,,,,,,
Q50772653,Matteo Ciacci,Matteo Ciacci,Ματέο Τσιάτσι,"Чакки, Маттео",Matteo Ciacci,Matteo Ciacci,Matteo Ciacci,Matteo Ciacci,Matteo Ciacci,,,,,Matteo Ciacci,Matteo Ciacci,Ματέο Τσιάτσι,Matteo Ciacci,Matteo Ciacci,Matteo Ciacci,Matteo Ciacci,"Чакки, Маттео",,male,1990-05-05,,,Matteo Ciacci,,,,,,,Matteo Ciacci,Matteo Ciacci,Matteo Ciacci,,Matteo Ciacci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Ciacci,,Matteo Ciacci,,,,馬特奧·奇雅茨,,,馬特奧·奇雅茨,,,,,,,,,,,,,マッテオ・チャッチ,,,,,,,,,,,,,Matteo Ciacci,Matteo Ciacci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Ciacci,,,,มัตตีโอ คีอัคซี,มัตตีโอ คีอัคซี,,,,,,,
Q522511,Giuseppe Amici,,,"Амичи, Джузеппе",Giuseppe Amici,Giuseppe Amici,Giuseppe Amici,Giuseppe Amici,Giuseppe Amici,Giuseppe Amici,Giuseppe Amici,Giuseppe Amici,Giuseppe Amici,Giuseppe Amici,,,Giuseppe Amici,Giuseppe Amici,,,"Амичи, Джузеппе",,male,1939-01-06,/m/03cjpzd,Giuseppe,Giuseppe Amici,,,,,,,,,,,,,,,,,,,,Giuseppe Amici,2006-02-23,,,,,,,,,Giuseppe Amici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giuseppe Amici,,,,,,,,,,,,
Q5290108,Domenico Maria Belzoppi,Domenico Maria Belzoppi,,,,Domenico Maria Belzoppi,,Domenico Maria Belzoppi,,,,,,Domenico Maria Belzoppi,,,Domenico Maria Belzoppi,,,Domenico Maria Belzoppi,,,male,1796-11-14,,Domenico,Domenico Maria Belzoppi,,,,,,,,,,,,,,,,,,,,,1864-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domenico-maria-belzoppi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domenico Maria Belzoppi,,,,,,,,,,,,
Q5335762,Edda Ceccoli,Edda Ceccoli,,,Edda Ceccoli,Edda Ceccoli,Edda Ceccoli,Edda Ceccoli,Edda Ceccoli,,,,,Edda Ceccoli,Edda Ceccoli,,Edda Ceccoli,Edda Ceccoli,,Edda Ceccoli,,,female,1947-06-26,,Edda,Edda Ceccoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceccoli,Edda Ceccoli,,,,,,,,,,,,,,,,,,,,,,埃達·切科利,,,,,埃達·切科利,,,,,,,,,,埃达·切科利,エッダ・チェッコリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edda Ceccoli,,,,,,,,,,,,
Q5389884,Ermenegildo Gasperoni,,,"Гасперони, Эрменеджильдо",Ermenegildo Gasperoni,Ermenegildo Gasperoni,Ermenegildo Gasperoni,Ermenegildo Gasperoni,Ermenegildo Gasperoni,Ermenegildo Gasperoni,Ermenegildo Gasperoni,Ermenegildo Gasperoni,Ermenegildo Gasperoni,Ermenegildo Gasperoni,Ermenegildo Gasperoni,,Ermenegildo Gasperoni,,,,"Гасперони, Эрменеджильдо",,male,1906-08-04,,Ermenegildo,Ermenegildo Gasperoni,,,,,,,,,,,,,,,,,,,,,1994-06-26,,,,,,,,Gasperoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,"Гасперони, Эрменежильдо","Гасперони, Эрменежильдо",,,,,,,,,,,,Ermenegildo Gasperoni,,,,,,,,,,,,
Q542939,Maria Lea Pedini Angelini,,,,Maria Lea Pedini,Maria Lea Pedini-Angelini,Maria Lea Pedini,Maria Lea Pedini-Angelini,Maria Lea Pedini-Angelini,Maria Lea Pedini,Maria Lea Pedini,Maria Lea Pedini-Angelini,Maria Lea Pedini,Maria Lea Pedini-Angelini,Maria Lea Pedini Angelini,,Maria Lea Pedini-Angelini,Maria Lea Pedini,Maria Lea Pedini,,,,female,1954-07-15,/m/02pnk7v,Maria,Maria Lea Pedini Angelini,,,,,,,,Maria Lea Pedini Angelini,,,Maria Lea Pedini-Angelini,,Maria Lea Pedini-Angelini,Maria Lea Pedini-Angelini,,,,,,,,,,,,,,,,Maria Lea Pedini-Angelini,,,,,,,,,,,,,Maria Lea Pedini Angelini,,,,,,,,,,,,,,瑪利亞·利·佩迪尼-安傑利尼,,,,,,,,,,玛利亚·利·佩迪尼-安杰利尼,マリア・レア・ペディーニ＝アンジェリーニ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Lea Pedini-Angelini,,,,,,,,,,,,
Q5441009,Federico Gozi,,,,Federico Gozi,Federico Gozi,Federico Gozi,Federico Gozi,Federico Gozi,,,,,Federico Gozi,,,Federico Gozi,,,,,,male,,,Federico,Federico Gozi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gozi,Federico Gozi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federico Gozi,,,,,,,,,,,,
Q557019,Marino Riccardi,Marino Riccardi,,"Риккарди, Марино",Marino Riccardi,Marino Riccardi,Marino Riccardi,Marino Riccardi,Marino Riccardi,Marino Riccardi,Marino Riccardi,Marino Riccardi,Marino Riccardi,Marino Riccardi,Marino Riccardi,,Marino Riccardi,Marino Riccardi,Marino Riccardi,Marino Riccardi,"Риккарди, Марино",https://upload.wikimedia.org/wikipedia/commons/9/9a/Riccardi-marino_.jpg,male,1958-07-09,/m/02r52v,Marino,Marino Riccardi,,,,,,,,Marino Riccardi,,,,Marino Riccardi,,,,,,,,,,,Маріно Ріккарді,,Маріно Ріккарді,,,Marino Riccardi,Riccardi,Marino Riccardi,,,,,,,,,,,,,,,,,,,,,,馬里諾·里卡爾迪,,,馬里諾·里卡爾迪,,,,,,,,,,,,,マリノ・リカルディ,4405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marino Riccardi,,,,,,,,,,,,
Q557046,Paolo Bollini,Paolo Bollini,,,Paolo Bollini,Paolo Bollini,Paolo Bollini,Paolo Bollini,Paolo Bollini,Paolo Bollini,Paolo Bollini,Paolo Bollini,Paolo Bollini,Paolo Bollini,Paolo Bollini,,Paolo Bollini,,Paolo Bollini,Paolo Bollini,,,male,1960,/m/02r52f,Paolo,Paolo Bollini,,,,,,,,Paolo Bollini,,,,,,,,,,,,,,,,,,,,,Bollini,Paolo Bollini,,,,,,,,,,,,,,,,,,,,,,保羅·博利尼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paolo Bollini,,,,เปาโล โบลลีนี,เปาโล โบลลีนี,,,,,,,
Q56849253,,Luca Santolini,Λούκα Σαντολίνι,"Сантолини, Лука",Luca Santolini,Luca Santolini,,Luca Santolini,Luca Santolini,,,,,Luca Santolini,,Λούκα Σαντολίνι,Luca Santolini,Luca Santolini,,Luca Santolini,"Сантолини, Лука",,male,1985-02-22,,,Luca Santolini,,,,,,,,Luca Santolini,,,,Luca Santolini,,,,,,,,,,,,,,,,Luca Santolini,,,,,Luca Santolini,Luca Santolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルカ・サントリーニ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ลูคา ซานโตลินี,ลูคา ซานโตลินี,,Luca Santolini,,,,,
Q57546,Denise Bronzetti,Denise Bronzetti,,Денизе Бронцетти,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,"Бронцетти, Денизе",,female,1972-12-12,/m/0nd4fk7,Denise,Denise Bronzetti,,Дениз Бронцети,,,,Дениз Бронцети,,,,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,Denise Bronzetti,,,,,,,,,,,,,,,,,Denise Bronzetti,,,,,,,,,,,,,,,,,,,,,,,,,,,丹尼斯·布龍澤蒂,,,,,,,,,,丹尼斯·布龙泽蒂,デニス・ブロンゼッティ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denise Bronzetti,,,,,,,,,,,,
Q57547,Teodoro Lonfernini,Teodoro Lonfernini,,"Лонфернини, Теодоро",Teodoro Lonfernini,Teodoro Lonfernini,Teodoro Lonfernini,Teodoro Lonfernini,Teodoro Lonfernini,Teodoro Lonfernini,Teodoro Lonfernini,Teodoro Lonfernini,Teodoro Lonfernini,Teodoro Lonfernini,"Teodoro Lonfernini (Politiker, 1976)",,Teodoro Lonfernini,Teodoro Lonfernini,Teodoro Lonfernini,Teodoro Lonfernini,"Лонфернини, Теодоро",,male,1976-05-12,/m/0nd4wpl,Teodoro,"Teodoro Lonfernini (Politiker, 1976)",,Теодоро Лонфернини,,,,Теодоро Лонфернини,,,,Teodoro Lonfernini,Teodoro Lonfernini,Teodoro Lonfernini,,,,,,,,,,,,,,,,,Lonfernini,Teodoro Lonfernini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teodoro Lonfernini,,,,,,,,,,,,
Q58075,Antonella Mularoni,Antonella Mularoni,,"Муларони, Антонелла",Antonella Mularoni,Antonella Mularoni,Antonella Mularoni,Antonella Mularoni,Antonella Mularoni,Antonella Mularoni,Antonella Mularoni,Antonella Mularoni,Antonella Mularoni,Antonella Mularoni,Antonella Mularoni,,Antonella Mularoni,Antonella Mularoni,Antonella Mularoni,Antonella Mularoni,"Муларони, Антонелла",https://upload.wikimedia.org/wikipedia/commons/a/a3/Antonella_Mularoni.jpg,female,1961-09-27,/m/064ld2d,Antonella,Antonella Mularoni,,,,,,,Antonella Mularoni,Antonella Mularoni,Antonella Mularoni,,Antonella Mularoni,Antonella Mularoni,,,,,,,,,,Antonella Mularoni,Антонелла Мулароні,Antonella Mularoni,Антонелла Мулароні,,,,Mularoni,Antonella Mularoni,220401190,147996015,,,,,,,,,,,,,,,,,,,,,,,,,安東內拉·穆拉羅尼,,,,,,Category:Antonella Mularoni,,,,安东内拉·穆拉罗尼,アントネッラ・ムラローニ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,אנטונלה מולרוני,אנטונלה מולרוני,,,,,Antonella Mularoni,,,,,,,,,,,,
Q596870,Antonello Bacciocchi,Antonello Bacciocchi,,"Баччокки, Антонелло",Antonello Bacciocchi,Antonello Bacciocchi,Antonello Bacciocchi,Antonello Bacciocchi,Antonello Bacciocchi,Antonello Bacciocchi,Antonello Bacciocchi,Antonello Bacciocchi,Antonello Bacciocchi,Antonello Bacciocchi,Antonello Bacciocchi,,Antonello Bacciocchi,Antonello Bacciocchi,Antonello Bacciocchi,Antonello Bacciocchi,"Баччокки, Антонелло",,male,1957-11-02,/m/084bl2,Antonello,Antonello Bacciocchi,,,,,,,,Antonello Bacciocchi,,,,,,,,,,,,,2007,,,,,,,,,Antonello Bacciocchi,,,,,,,,,,,,,,Antonello Bacciocchi,Antonello Bacciocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonello Bacciocchi,,,,,,,,,,,,
Q601273,Antonio Carattoni,Antonio Carattoni,Αντόνιο Καρατόνι,"Караттони, Антонио",Antonio Carattoni,Antonio Carattoni,Antonio Carattoni,Antonio Carattoni,Antonio Carattoni,Antonio Carattoni,Antonio Carattoni,Antonio Carattoni,Antonio Carattoni,Antonio Carattoni,Antonio Carattoni,Αντόνιο Καρατόνι,Antonio Carattoni,Antonio Carattoni,Antonio Carattoni,Antonio Carattoni,"Караттони, Антонио",,male,1945-11-08,/m/025xc5n,Antonio,Antonio Carattoni,,,,,,,Antonio Carattoni,,Antonio Carattoni,,,,,,,,,,,,,,,,,,,,,Antonio Carattoni,,,Antonio Carattoni,Antonio Carattoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Carattoni,,,,,,,,,,,,
Q6036094,Innocenzo Bonelli,,,,Innocenzo Bonelli,Innocenzo Bonelli,Innocenzo Bonelli,Innocenzo Bonelli,Innocenzo Bonelli,,,,,Innocenzo Bonelli,,,Innocenzo Bonelli,,,,,,male,,,Innocenzo,Innocenzo Bonelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innocenzo Bonelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innocenzo Bonelli,,,,,,,,,,,,
Q663639,Maurizio Rattini,Maurizio Rattini,,"Раттини, Маурицио",Maurizio Rattini,Maurizio Rattini,Maurizio Rattini,Maurizio Rattini,Maurizio Rattini,Maurizio Rattini,Maurizio Rattini,Maurizio Rattini,Maurizio Rattini,Maurizio Rattini,Maurizio Rattini,,Maurizio Rattini,Maurizio Rattini,Maurizio Rattini,Maurizio Rattini,"Раттини, Маурицио",,male,1949-11-13,/m/0j7kq7r,Maurizio,Maurizio Rattini,,,,,,,,,,,,,,,,,,,,,,Maurizio Rattini,,Maurizio Rattini,,,,,,Maurizio Rattini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurizio Rattini,,,,,,,,,,,,
Q6666474,,,,,,Lodovico Belluzzi,Lodovico Belluzzi,Lodovico Belluzzi,Lodovico Belluzzi,,,,,Lodovico Belluzzi,,,Lodovico Belluzzi,,,,,,male,,,Lodovico,Lodovico Belluzzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lodovico Belluzzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lodovico Belluzzi,,,,,,,,,,,,
Q6693543,Pasquale Valentini,Pasquale Valentini,,"Валентини, Паскуале",Pasquale Valentini,Pasquale Valentini,Pasquale Valentini,,,,,,,Pasquale Valentini,Pasquale Valentini,,Pasquale Valentini,Pasquale Valentini,,Pasquale Valentini,"Валентини, Паскуале",https://upload.wikimedia.org/wikipedia/commons/4/4b/Pasquale_Valentini_2014_(14090005026).jpg,male,1953-07-19,,Pasquale,Pasquale Valentini,,,,,,,,,,,,,,,,,,,,,,,Паскуале Валентіні,,Паскуале Валентіні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Pasquale Valentini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pasquale Valentini,,,,,,,,,,,,
Q694614,Gabriele Gatti,Gabriele Gatti,,Габриэле Гатти,Gabriele Gatti,Gabriele Gatti,Gabriele Gatti,Gabriele Gatti,Gabriele Gatti,Gabriele Gatti,Gabriele Gatti,Gabriele Gatti,Gabriele Gatti,Gabriele Gatti,Gabriele Gatti,,Gabriele Gatti,Gabriele Gatti,Gabriele Gatti,Gabriele Gatti,"Гатти, Габриеле",,male,1953-03-27,/m/0h7n6k2,Gabriel,Gabriele Gatti,,,,,,,,,,,,,,,,,,,,,,,Габріеле Гатті,,Габріеле Гатті,,,,Gatti,Gabriele Gatti,,,Gabriele Gatti,Gabriele Gatti,,,,,,,,,,,,,,,,,,加布里埃萊·加蒂,,,加布里埃萊·加蒂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriele Gatti,,,,,,,,,,,,
Q7148082,Patrizia Busignani,,,,Patrizia Busignani,Patrizia Busignani,Patrizia Busignani,Patrizia Busignani,Patrizia Busignani,,,,,Patrizia Busignani,Patrizia Busignani,,Patrizia Busignani,Patrizia Busignani,,,,,female,1959,,Patrizia,Patrizia Busignani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrizia Busignani,,,,,,,,,,,,,,,,,,,,,,,,,,,帕特里奇亞·布西尼亞尼,,,,,,,,,,帕特里奇亚·布西尼亚尼,パトリツィア・ブジィニャーニ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrizia Busignani,,,,,,,,,,,,
Q7313632,Renzo Renzi,,,,Renzo Renzi,Renzo Renzi,Renzo Renzi,Renzo Renzi,,,,,,Renzo Renzi,,,Renzo Renzi,,,,,,male,1956,,Renzo,Renzo Renzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renzo Renzi,,,,,,,,,,,,
Q767664,Claudio Muccioli,Claudio Muccioli,,"Муччоли, Клаудио",Claudio Muccioli,Claudio Muccioli,Claudio Muccioli,Claudio Muccioli,Claudio Muccioli,Claudio Muccioli,Claudio Muccioli,Claudio Muccioli,Claudio Muccioli,Claudio Muccioli,Claudio Muccioli,,Claudio Muccioli,Claudio Muccioli,Claudio Muccioli,Claudio Muccioli,"Муччоли, Клаудио",,male,1958-04-08,/m/084bhw,Claudio,Claudio Muccioli,,,,,,,,Claudio Muccioli,,,,,,,,,,,,,,,,,,,,,Muccioli,Claudio Muccioli,,,,,,,,,,,,,,Claudio Muccioli,Claudio Muccioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudio Muccioli,,,,,,,,,,,,
