id,name__ru,name__fr,name__en,name__uk,name__hr,name__de,name__nl,name__sh,name__nb,name__da,name__nn,name__sv,name,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__hr,wikipedia__ru,wikipedia__sh,wikipedia__uk,image,gender,birth_date,identifier__freebase,given_name,name__pl,name__pt,name__sr,name__es,wikipedia__es,wikipedia__pl,wikipedia__pt,wikipedia__sr,death_date,name__sl,name__zh,wikipedia__sl,wikipedia__zh,wikipedia__enwikiquote,wikipedia__hrwikiquote,identifier__EuroparlMEP,name__fi,wikipedia__fi,wikipedia__sv,name__sr_el,name__sr_ec,identifier__VIAF,name__bs,wikipedia__bs,wikipedia__nl,name__nan,name__lb,name__ko,name__be,name__oc,name__yo,name__ie,name__it,name__gl,name__et,name__ja,name__sq,name__el,name__ar,name__eo,name__sk,name__mn,name__tr,name__ca,name__be_tarask,name__la,name__cs,name__io,name__bg,name__ka,name__eu,name__fa,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__gl,wikipedia__ie,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__mn,wikipedia__no,wikipedia__oc,wikipedia__sk,wikipedia__sq,wikipedia__tr,wikipedia__yo,wikipedia__zh_min_nan,family_name,wikipedia__srwikiquote,identifier__ISNI,identifier__LCAuth,identifier__SUDOC,identifier__NUKAT,identifier__GND,website,name__tw,wikipedia__commons,wikipedia__tw,wikipedia__bswikiquote,name__af,name__an,name__ast,name__bar,name__br,name__co,name__cy,name__fur,name__ga,name__gd,name__gsw,name__hu,name__is,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__vec,name__vls,name__wa,name__pt_br,name__he,name__vi,name__hy,name__id,wikipedia__cswikiquote,wikipedia__he,wikipedia__hy,wikipedia__id,wikipedia__lmo,wikipedia__simple,wikipedia__vi,identifier__Munzinger,wikipedia__hrwikisource,identifier__parlement,wikipedia__hu,original_wikiname,identifier__FAST,name__zh_hans,identifier__Britannica,name__ku,wikipedia__ku,name__en_ca,name__en_gb,name__bn,name__lv,wikipedia__bn,wikipedia__lt,wikipedia__lv,wikipedia__nn,identifier__IIAF,twitter,facebook,last_seen,name__zh_hant,name__zh_cn,identifier__PACE,wikipedia__mk,name__mk,identifier__IMDB,name__bm,name__de_at,name__de_ch,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__vo,name__wo,name__zu,occupation,identifier__BNF,identifier__NKC,identifier__NLP,name__uz,wikipedia__hsb,name__hsb,identifier__google_knowledge,wikipedia__srwikinews,identifier__NSK,identifier__goodreads,identifier__CONOR,identifier__quora,name__te,name__ext,identifier__ioc_athlete,identifier__GTAA,identifier__ne_se,wikipedia__ast,identifier__BIBSYS,wikipedia__tl,name__aa,name__ace,name__ang,name__ay,name__bcl,name__bi,name__cdo,name__ceb,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__cu,name__diq,name__dsb,name__eml,name__ff,name__fj,name__fo,name__frr,name__fy,name__gn,name__got,name__gv,name__hak,name__haw,name__hif,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kl,name__kr,name__ksh,name__ku_latn,name__kw,name__lad,name__lg,name__ln,name__lo,name__ltg,name__map_bms,name__mh,name__mi,name__mo,name__mt,name__mus,name__mwl,name__my,name__na,name__nah,name__nov,name__nso,name__nv,name__om,name__pag,name__pam,name__pdc,name__pih,name__qu,name__rmy,name__rn,name__ruq_latn,name__rw,name__se,name__sg,name__shi_latn,name__sm,name__sn,name__so,name__srn,name__ss,name__st,name__stq,name__su,name__szl,name__tet,name__tg_latn,name__tk,name__tl,name__tn,name__to,name__tpi,name__ts,name__tt,name__tt_latn,name__tum,name__ty,name__ug_latn,name__ve,name__vep,name__war,name__xh,name__za,name__zea,wikipedia__itwikiquote,identifier__youtube,identifier__flickr,identifier__NTA,wikipedia__af
Q28962281,,Bruna Esih,Bruna Esih,,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,,Bruna Esih,,Bruna Esih,,Bruna Esih,,,female,1975-05-20,,Bruna,Bruna Esih,Bruna Esih,,Bruna Esih,,,,,,Bruna Esih,,,,,,,Bruna Esih,,,,,,Bruna Esih,,,,Bruna Esih,,,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,,Bruna Esih,,,Bruna Esih,Bruna Esih,,Bruna Esih,Bruna Esih,,Bruna Esih,Bruna Esih,Bruna Esih,,,Bruna Esih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 2006 2661,,,,,,Bruna Esih,,,,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,,Bruna Esih,,Bruna Esih,,,,,,,,,,,,,,,,,,Bruna Esih,Bruna Esih,,Bruna Esih,,,,,,,,,,,,,,,Bruna Esih,Bruna Esih,Bruna Esih,,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,,,Bruna Esih,,Bruna Esih,Bruna Esih,Bruna Esih,politician,,,,Bruna Esih,,Bruna Esih,,,,,,,,Bruna Esih,,,,,,,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,Bruna Esih,,,,,
Q2986845,"Опачич, Миланка",Milanka Opačić,Milanka Opačić,Міланка Опачич,Milanka Opačić,Milanka Opačić,Milanka Opačić,Milanka Opačić,,,,,Milanka Opačić,,Milanka Opačić,Milanka Opačić,Milanka Opačić,"Опачич, Миланка",Milanka Opačić,Міланка Опачич,https://upload.wikimedia.org/wikipedia/commons/9/9b/M_opacic.jpg,female,1968-04-17,/m/0cp0b_2,Milanka,Milanka Opačić,,Миланка Опачић,,,Milanka Opačić,,Миланка Опачић,,Milanka Opačić,,,,,,,,,,Milanka Opačić,Миланка Опачић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Milanka Opačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Миланка Опачић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3109021,,Ivan Jakovčić,Ivan Jakovčić,Іван Яковчич,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,,,,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,,Ivan Jakovčić,Іван Яковчич,https://upload.wikimedia.org/wikipedia/commons/f/f0/16_obljetnica_vojnoredarstvene_operacije_Oluja_04082011_Ivan_Jakovcic_863.jpg,male,1957-11-15,/m/0b76zm_,Ivan,Ivan Jakovčić,,Иван Јаковчић,,,Ivan Jakovčić,,Иван Јаковчић,,Ivan Jakovčić,,,,,,124754,,,Ivan Jakovčić,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Jakovcic,,,,,,,,,,,,,Ivan Jakovcic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ivan Jakovčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Иван Јаковчић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31200370,,,,,Nikola Grmoja,,,,,,,,Nikola Grmoja,,,,Nikola Grmoja,,,,,male,1981-07-28,,Nikola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3441723,,Jozo Radoš,Jozo Radoš,Йозо Радош,Jozo Radoš,Jozo Radoš,Jozo Radoš,Jozo Radoš,,,,,Jozo Radoš,Jozo Radoš,Jozo Radoš,Jozo Radoš,Jozo Radoš,,Jozo Radoš,Йозо Радош,https://upload.wikimedia.org/wikipedia/commons/7/78/Jozo_Rados_Svecanost_podizanja_NATOve_zastave_Zagreb_13.jpg,male,1956-11-03,/m/02rw0f_,,Jozo Radoš,,,,,Jozo Radoš,,,,Jozo Radoš,,Jozo Radoš,,,,112753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jozo Radoš,,,,,,,,,,,,,,,,,,,,4028,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3443168,"Мимица, Невен",Neven Mimica,Neven Mimica,Невен Міміка,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,"Мимица, Невен",Neven Mimica,Невен Мимиця,https://upload.wikimedia.org/wikipedia/commons/e/ee/N_mimica.jpg,male,1953-10-12,/m/0b75g41,Neven,Neven Mimica,,Невен Мимица,Neven Mimica,Neven Mimica,Neven Mimica,,Невен Мимица,,Neven Mimica,聶文·米米卡,,,,,,,,Neven Mimica,Neven Mimica,Невен Мимица,,,,Neven Mimica,,,,,,,,Neven Mimica,,Neven Mimica,ネヴェン・ミミツァ,,,,,,,,,,,Neven Mimica,,Невен Мимица,,,,,,,Невен Мимица,,Neven Mimica,,,,Neven Mimica,,,,,,Neven Mimica,,,,,,,Neven Mimica,,,,,,,,,,,,,,http://ec.europa.eu/commission_2010-2014/mimica/index_en.htm,,Category:Neven Mimica,,,,,,,,,,,,,,Neven Mimica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vja7bf4bx5ng,,Невен Мимица,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,Neven-Mimica,,,,,neven-mimica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3446032,Желько Йованович,Željko Jovanović,Željko Jovanović,,Željko Jovanović,Željko Jovanović,Željko Jovanović,Željko Jovanović,,,,,Željko Jovanović,Željko Jovanović,Željko Jovanović,Željko Jovanović,Željko Jovanović,,Željko Jovanović,,https://upload.wikimedia.org/wikipedia/commons/2/25/Z_jovanovic.jpg,male,1965-11-26,/m/0hr7l4f,Željko,Željko Jovanović,,Жељко Јовановић,,,Željko Jovanović,,Жељко Јовановић,,Željko Jovanović,,,,,Željko Jovanović,,,,,Željko Jovanović,Жељко Јовановић,305570498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jovanović,,,,,,,,,Category:Željko Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autor:Željko Jovanović,,,Жељко Јовановић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3754806,,Furio Radin,Furio Radin,,,Furio Radin,Furio Radin,,,,,,Furio Radin,,Furio Radin,,,,,,,male,1950-06-01,,Furio,Furio Radin,,,,,Furio Radin,,,,Furio Radin,,,,,,,,,,,,,,,,,,,,,,,Furio Radin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furio Radin,,,,,,,,,,,,,,Radin,,,,,,,http://www.sabor.hr/Default.aspx?sec=268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furio Radin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q393673,,Željko Kerum,Željko Kerum,,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,,Željko Kerum,,Željko Kerum,,,male,1960-09-25,/m/05z_rnk,Željko,Željko Kerum,Željko Kerum,,Željko Kerum,,Željko Kerum,,,,Željko Kerum,,,,,,,Željko Kerum,,,,,308697860,Željko Kerum,,,,Željko Kerum,,,,,,Željko Kerum,Željko Kerum,Željko Kerum,,Željko Kerum,,,Željko Kerum,Željko Kerum,,Željko Kerum,Željko Kerum,,,Željko Kerum,,,,Željko Kerum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,,,,,,,,,,,,,,,,,Željko Kerum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,entrepreneur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q40890926,,,Tomislav Čuljak,,,,,,,,,,Tomislav Čuljak,,Tomislav Čuljak,,,,,,,male,1987-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomislav Čuljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association football player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43666754,,,Marija Alfirev,,,,,,,,,,Marija Alfirev,,,,,,,,,female,1961-12-10,,Marija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43676698,,,Vedran Babić,,Vedran Babić,,,,,,,,Vedran Babić,,,,,,,,,male,1976-12-10,,Vedran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43676703,,,Ante Bačić,,Ante Bačić,,,,,,,,Ante Bačić,,,,,,,,,male,1984-01-16,,Ante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43676707,,,Branko Bačić,,Branko Bačić,,,,,,,,Branko Bačić,,,,,,,,,male,1959-06-07,,Branko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43676712,,,Marijana Balić,,Marijana Balić,,,,,,,,Marijana Balić,,,,,,,,,female,1981-12-25,,Marijana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43677099,,,Milorad Batinić,,Milorad Batinić,,,,,,,,Milorad Batinić,,,,,,,,,male,1957-09-07,,Milorad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43677141,,,Vesna Bedeković,,Vesna Bedeković,,,,,,,,Vesna Bedeković,,,,,,,,,female,1966-02-22,,Vesna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43677144,,,Goran Beus Richembergh,,Goran Beus Richembergh,,,,,,,,Goran Beus Richembergh,,,,,,,,,male,1965-07-31,,Goran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43677148,,,Vladimir Bilek,,Vladimir Bilek,,,,,,,,Vladimir Bilek,,,,,,,,,male,1979-07-10,,Vladimír,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43677152,,,Josip Borić,,Josip Borić,,,,,,,,Josip Borić,,,,,,,,,male,1972-10-23,,Josip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43677156,,,Milijan Brkić,,Milijan Brkić,,,,,,,,Milijan Brkić,,,,,,,,,male,1970-10-25,,Milijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43677159,,,Miro Bulj,,Miro Bulj,,,,,,,,Miro Bulj,,,,,,,,,male,1972-03-11,,Miro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
