id,name__zh,name,wikipedia__zh,image,gender,family_name,name__zh_tw,wikipedia__commons,birth_date,name__en,name__es,wikipedia__en,name__de,name__fr,name__nan,wikipedia__zh_min_nan,identifier__VIAF,name__ja,wikipedia__ja,name__zh_hant,name__ko,wikipedia__de,wikipedia__enwikiquote,wikipedia__fr,name__zh_hans,name__zh_hk,name__id,name__vi,name__nds,name__vmf,name__en_ca,name__en_gb,name__nl,wikipedia__id,wikipedia__vi,identifier__freebase,identifier__LCAuth,name__it,name__pl,name__ru,name__ca,name__pt,wikipedia__ca,wikipedia__es,wikipedia__pl,wikipedia__pt,wikipedia__ru,name__yue,wikipedia__zh_yue,identifier__ISNI,identifier__NLA,wikipedia__it,wikipedia__ko,given_name,name__cdo,wikipedia__cdo,wikipedia__no,name__nb,wikipedia__wuu,name__wuu,original_wikiname,electoral_district,name__oc,identifier__SUDOC,name__gan_hans,name__gan_hant,name__gan,wikipedia__gan,name__tr,identifier__BNF,identifier__IMDB,identifier__MusicBrainz,name__hu,identifier__NCL,last_seen,wikipedia__zhwikiquote,facebook,name__zh_cn,name__zh_mo,name__zh_my,name__zh_sg,name__sv,name__et,wikipedia__et,wikipedia__sv,wikipedia__tr,identifier__FAST,identifier__wikitree,occupation,website,name__ar,identifier__discogs,identifier__GND,identifier__NTA,wikipedia__hak,name__hak,name__ace,name__jv,name__su,identifier__BIBSYS,twitter,death_date,name__cy,identifier__OLID,wikipedia__simple,wikipedia__nl,identifier__NNDB,name__de_ch,name__lzh,wikipedia__zh_classical,identifier__NDL,identifier__Britannica,name__kana,wikipedia__ar,name__tl,identifier__Munzinger,name__ta,name__af,name__ms,name__gl,name__sh,name__fi,name__war,name__io,name__ka,name__th,name__mk,name__la,name__da,name__azb,name__he,name__lb,name__pt_br,name__sco,name__ilo,name__bcl,name__cs,name__fa,name__mai,name__ne,name__ro,name__uk,name__ur,name__eo,name__hi,name__mr,name__xmf,name__za,name__co,name__el,name__or,name__pa,name__is,name__lv,name__uz,name__eu,name__ast,wikipedia__af,wikipedia__ast,wikipedia__azb,wikipedia__bcl,wikipedia__cawikiquote,wikipedia__co,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__ilo,wikipedia__io,wikipedia__is,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mai,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__oc,wikipedia__pa,wikipedia__ro,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__uk,wikipedia__ur,wikipedia__uz,wikipedia__war,wikipedia__xmf,wikipedia__za,wikipedia__zhwikinews,identifier__quora,identifier__NLI,identifier__NKC,wikipedia__plwikiquote,name__az,name__my,name__mg,name__an,name__ext,wikipedia__az,wikipedia__mg,wikipedia__my,wikipedia__zhwikisource,identifier__NLC,identifier__NUKAT,identifier__CANTIC,identifier__GTAA,name__yo,wikipedia__yo,name__bn,wikipedia__bn,name__sl,wikipedia__sl,identifier__IIAF,identifier__ioc_athlete,name__hy,name__nn,wikipedia__nn,wikipedia__te,name__te,identifier__NLAtrove
Q5924403,許世賢,許世賢,許世賢,https://upload.wikimedia.org/wikipedia/commons/9/9c/嘉義市中正公園許世賢銅像.jpg,female,Xu,,Category:Hsu Shih-Hsien,1908-04-01,Hsu Shih-hsien,Hsu Shih-hsien,Hsu Shih-hsien,,Hsu Shih-hsien,Khóo Sè-hiân,,2414113,,,,,,,,,,,,,,,,Hsu Shih-hsien,,,,nr2003030668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hsu Shih-hsien,,,,,,,,,,,,,,500943,,politician,,,,,,,,,,,,,1983-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5925638,黃敏惠,黃敏惠,黃敏惠,,female,Huang,,Category:Huang Min-hui,1959-01-20,Huang Ming-hui,Huang Ming-hui,Huang Min-hui,,Huang Ming-hui,,,308759659,黄敏恵,黄敏恵,,,,,,,,,,,,,,Huang Ming-hui,,,,nb2014010946,,,,,,,,,,,,,0000 0004 3466 7970,,,,,,,,,,,,,,188701451,,,,,,,,,Huang Ming-hui,,,,huangminhui,,,,,,,,,,,,politician,,,,,382691660,,,,,,14017436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6134031,陳文茜,陳文茜,陳文茜,,female,Chen,,,1958-03-25,Sisy Chen,Sisy Chen,Sisy Chen,Sisy Chen,,,,58988966,陳文茜,陳文茜,陳文茜,,,,,陈文茜,陳文茜,,,,,,,Sisy Chen,,,,nr97031082,,,,,,,,,,,,,0000 0000 6433 4887,36725090,,,,,,,,,,,,,,,,,,,,,,,,,陳文茜,,,,,,,,,,,396916,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6143206,王建煊,王建煊,王建煊,https://upload.wikimedia.org/wikipedia/commons/5/54/Wang_Chien-shien_at_NIU.jpg,male,Wang,,Category:Wang Chien-shien,1938-08-07,Wang Chien-shien,Wang Chien-shien,Wang Chien-shien,,,,,265315251,王建ケン,王建ケン,王建煊,,,,,王建煊,王建煊,,,,,,,Wang Chien-shien,,,,nr91035031,,Wang Chien-shien,,,,,,Wang Chien-shien,,,,,0000 0003 8261 0023,36694805,,,,,,,,,,,,,,,,,,,,,,Wang Chien-shien,000001594,,王建煊,,,,,,,,,,,292333,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6148708,葉菊蘭,葉菊蘭,葉菊蘭,https://upload.wikimedia.org/wikipedia/commons/0/09/臺灣前總統府秘書長與行政院副院長暨鄭南榕遺孀葉菊蘭_Former_Vice_Premier_Yeh_Chu-lan_in_2008.jpg,female,Ye,,Category:Yeh Chu-lan,1949-02-13,Yeh Chu-lan,Yeh Chu-lan,Yeh Chu-lan,,Yeh Chu-lan,Ia̍p Kiok-lân,Ia̍p Kiok-lân,,葉菊蘭,葉菊蘭,葉菊蘭,,,,,叶菊兰,葉菊蘭,,,,,,,Yeh Chu-lan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeh Chu-lan,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6393270,柯建銘,柯建銘,柯建銘,https://upload.wikimedia.org/wikipedia/commons/2/27/Ker_Chien-ming.jpg,male,Ke,柯建銘,Category:Ker Chien-ming,1951-09-08,Ker Chien-ming,Ker Chien-ming,Ker Chien-ming,,Ker Chien-ming,Koa Kiàn-bêng,Koa Kiàn-bêng,,,,柯建銘,,,,,,,,,,,,,Ker Chien-ming,,,,,,,,,,,Ker Chien-ming,,,,,,,,,,,,,,,,,Ker Chien-ming,,,,,,,,,,,,Ker Chien-ming,,,柯建銘,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6445219,郭林勇,郭林勇,郭林勇,,male,,,,1946-11-20,Kuo Lin-yung,Kuo Lin-yung,Kuo Lin-yung,,Kuo Lin-yung,,,,,,,,,,Kuo Lin-yung,,,,,,,,,Kuo Lin-yung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6515593,李應元,李應元,李應元,https://upload.wikimedia.org/wikipedia/commons/9/92/DPP_LongForever2007_YYLi.jpg,male,Li,李應元,Category:Lee Ying-yuan,1953-03-16,Lee Ying-yuan,Lee Ying-yuan,Lee Ying-yuan,,,Lí Èng-goân,Lí Èng-goân,4810725,,,李應元,,,,,,,,,,,,,Lee Ying-yuan,,,,nr94008829,,,,,,,,,,,,,0000 0000 6422 9147,36708495,,,,,,,,,,Lee Ying-yuan,,,,,,,,,,,,,000001952,,,,,,,,,,,,,336873,,general secretary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6550004,林佳龍,林佳龍,林佳龍,https://upload.wikimedia.org/wikipedia/commons/d/dc/Lin_Chia-lung.jpg,male,Lin,林佳龍,Category:Lin Chia-lung,1964-02-13,Lin Chia-lung,Lin Chia-lung,Lin Chia-lung,,Lin Chia-lung,Lîm Ka-liông,Lîm Ka-liông,169445791,林佳龍,林佳龍,林佳龍,임가룡,,Lin Chia-lung,,,,,,,,,,Lin Chia-lung,,,,no2002000437,,Lin Chia-lung,,,,,,,,,林佳龍,林佳龍,0000 0000 5217 7669,,,,,,,,,,,Lin Chia-lung,,,,,,,,,,,,Lin Chia-lung,,,,forpeople,,,,,,,,,,1568516,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6550136,林郁方,林郁方,林郁方,https://upload.wikimedia.org/wikipedia/commons/e/ec/Lin_Yu-fang_from_VOA_(1).jpg,male,Lin,林郁方,Category:Lin Yu-fang,1951-03-15,Lin Yu-fang,Lin Yu-fang,Lin Yu-fang,,Lin Yu-fang,,,,林郁方,林郁方,林郁方,,,Lin Yu-fang,,,,,,,,,,Lin Yu-fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lin Yu-fang,,,,,,,,,,,,Lin Yu-fang,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6653712,劉世芳,劉世芳,劉世芳,https://upload.wikimedia.org/wikipedia/commons/6/6f/台灣執政黨民進黨立委劉世芳.jpg,female,Liu,劉世芳,Category:Liu Shyh-fang,1959-08-13,Liu Shih-fang,Liu Shih-fang,Liu Shyh-fang,,Liu Shih-fang,,,,,,劉世芳,,,,,,,,,,,,,Liu Shih-fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liu Shyh-fang,,,,,,,,,,,,Liu Shih-fang,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6653738,劉松藩,劉松藩,劉松藩,,male,Liu,,,1931-12-03,Liu Sung-pan,Liu Sung-pan,Liu Sung-pan,,,,,59148451570215970007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000001325,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6653764,劉文雄,劉文雄,劉文雄 (基隆市),https://upload.wikimedia.org/wikipedia/commons/6/66/Liu_Wen-hsiung.jpg,male,Liu,,Category:Liu Wen-hsiung,1954-09-18,Liu Wen-hsiung,Liu Wen-hsiung,Liu Wen-hsiung (1954–2017),,Liu Wen-hsiung,,,2147422852844880128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000002513,,,,,,,,,,,,,,,politician,,ليو ون هسيونغ,,,,,,,,,,,2017-07-31,,,Liu Wen-hsiung,,,,,,,,,ليو ون هسيونغ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6694853,盧修一,盧修一,盧修一,,male,Lu,,,1941-05-22,Lu Hsiu-yi,Lu Hsiu-yi,Lu Hsiu-yi,,,,,52009313,,,盧修一,,,,,,,,,,,,,Lu Hsiu-yi,,,,n85269280,,,,,,,,,,,,,0000 0000 8130 9990,36640702,,,,,,,,,,,,,111781205,,,,,,15582131d,,,Lu Hsiu-yi,000001921,,,,,,,,,,,,,176128,,politician,,,,,,,,,,,,,1998-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q697862,高金素梅,高金素梅,高金素梅,https://upload.wikimedia.org/wikipedia/commons/7/77/2008TaiwanPresidentialElection_May_Chin_at_Anti-Referendum_Protest.jpg,female,,高金素梅,Category:Giwas Ali,1965-09-21,Kao Chin Su-mei,May Chin,Kao Chin Su-mei,May Chin,May Chin,Ko Kim Sò͘-mûi,Ko Kim Sò͘-mûi,53699516,高金素梅,高金素梅,高金素梅,가오진수메이,,,,高金素梅,高金素梅,May Chin,,May Chin,,May Chin,May Chin,May Chin,,,/m/02qlb8f,no00073687,,,Мэй Чин,,,,May Chin,,,,,,0000 0001 1444 2617,,,,,,,,,,,Kao Chin Su-mei,,,093322615,,,,,May Chin,14164308p,,,,,,,,,,,,,,,,,,,singer,,,,137416237,,,,May Chin,May Chin,May Chin,7022454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q698464,許添財,許添財,許添財,https://upload.wikimedia.org/wikipedia/commons/1/1c/Hsu_Tain-tsair_from_VOA.jpg,male,Xu,,Category:Hsu Tain-tsair,1951-01-23,Hsu Tain-tsair,Hsu Tain-tsair,Hsu Tain-tsair,,Hsu Tain-tsair,,,,,,許添財,,,,,许添财,許添財,Tain-Tsair Hsu,,,,,,Hsu Tain-tsair,Tain-Tsair Hsu,,/m/03cbl_7,,Hsu Tain-tsair,,,,,,,,,,,,,,Hsu Tain-tsair,,,,,,,,,Hsu Tain-tsair,,,,,,,,,,,,Hsu Tain-tsair,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q698512,吳淑珍,吳淑珍,吳淑珍,https://upload.wikimedia.org/wikipedia/commons/c/c7/2008TaiwanLegislativeElection_Shu-chen_Wu.jpg,female,Wu,吳淑珍,,1953-07-11,Wu Shu-chen,Wu Shu-chen,Wu Shu-chen,,Wu Shu-chen,,Ngô͘ Siok-tin,,,,吳淑珍,,,,,吴淑珍,吳淑珍,Wu Shu-chen,,,,,,Wu Shu-chen,Wu Shu-chen,,/m/082l81,,,,У Шучэнь,,,,,,,,吳淑珍,吳淑珍,,,,,,,,,Wu Shu-chen,吴淑珍,吴淑珍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q700659,蕭萬長,蕭萬長,蕭萬長,https://upload.wikimedia.org/wikipedia/commons/0/0b/2007TaipeiAudioVideoFair_VincentSiew.jpg,male,Siew,蕭萬長,Category:Vincent Siew,1939-01-03,Vincent Siew,Vincent Siew,Vincent Siew,Vincent Siew,Vincent Siew,Siau Bān-tiông,Siau Bān-tiông,277301877,蕭万長,蕭万長,蕭萬長,샤오완창,Vincent Siew,Vincent Siew,,萧万长,蕭萬長,Vincent Siew,,,,,,Vincent Siew,Vincent Siew,,/m/01z1fx,nr96001850,,Vincent Siew,,,,,Vincent Siew,Vincent Siew,,,蕭萬長,蕭萬長,,,,샤오완창,Vincent,,,Vincent Siew,Vincent Siew,,,,,,,,,,,,,,,Vincent Siew,,,,,,,,,,,,,,23105,,politician,,,,1017713529,,,,,,,,,,,,,,,,,,,,,,Vincent Siew,00000022382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q700752,蕭美琴,蕭美琴,蕭美琴,https://upload.wikimedia.org/wikipedia/commons/e/ec/Hsiao_Bi-khim_from_VOA_(1).jpg,female,Xiao,蕭美琴,Category:Hsiao Bi-khim,1971-08-07,Bi-khim Hsiao,Hsiao Bi-khim,Hsiao Bi-khim,,Hsiao Bi-khim,Siau Bí-khîm,Siau Bí-khîm,,,,蕭美琴,,,,Hsiao Bi-khim,萧美琴,蕭美琴,,,,,,,Hsiao Bi-khim,,,/m/06m95b,,,,,,,,,,,,,,,,,,,,,,,,,Hsiao Bi-khim,,,,,,,,,,,,Hsiao Bi-khim,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q700774,蘇嘉全,蘇嘉全,蘇嘉全,https://upload.wikimedia.org/wikipedia/commons/7/73/Su-Candidate-Cropped.png,male,Su,蘇嘉全,Category:Su Chia-chyuan,1956-10-22,Su Chia-chyuan,Su Chia-chyuan,Su Chia-chyuan,Su Jia-chyuan,Su Chia-chyuan,So͘ Ka-choân,So͘ Ka-choân,315952214,蘇嘉全,蘇嘉全,蘇嘉全,쑤자취안,Su Jia-chyuan,,,苏嘉全,蘇嘉全,,,,,,,Su Chia-chyuan,,,/m/0gl06zw,,,,Су Цзяцюань,,,,,,,Су Цзяцюань,蘇嘉全,蘇嘉全,,,,쑤자취안,,,,,,,,Su Chia-chyuan,,,,,,,,,,,,Su Chia-chyuan,000001210,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q706728,江鵬堅,江鵬堅,江鵬堅,https://upload.wikimedia.org/wikipedia/commons/2/23/江鵬堅委員.jpg,male,Jiang,,,1940-04-25,Chiang Peng-chien,Chiang Peng-chien,Chiang Peng-chien,,,Kang Pêng-kian,Kang Pêng-kian,8748852,江鵬堅,江鵬堅,江鵬堅,,,,,江鹏坚,江鵬堅,,,,,,,Chiang Peng-chien,,,/m/047s8fg,n82251129,,,Цзян Пэнцзянь,,,,Chiang Peng-chien,,,Цзян Пэнцзянь,,,0000 0000 6345 3251,36616571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124999,,human rights activist,,,,,,,,,,,,,2000-12-15,Chiang Peng-chien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q707601,王金平,王金平,王金平,https://upload.wikimedia.org/wikipedia/commons/c/ca/2007NewYearHopeWalking_JPWang.jpg,male,Wang,王金平,Category:Wang Jin-pyng,1941-03-17,Wang Jin-pyng,Wang Jin-pyng,Wang Jin-pyng,Wang Jin-pyng,Wang Jin-pyng,,,,王金平,王金平,王金平,왕금평,Wang Jin-pyng,,,王金平,王金平,Wang Jin-pyng,Vương Kim Bình,Wang Jin-pyng,Wang Jin-pyng,Wang Jin-pyng,Wang Jin-pyng,Wang Jin-pyng,Wang Jin-pyng,Vương Kim Bình,/m/02vlx8,,,Wang Jin-pyng,,,,,,Wang Jin-pyng,,,,,,,,,,,,,,,,Wang Jin-pyng,,,,,,,,,,,,Wang Jin-pyng,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q707648,陳唐山,陳唐山,陳唐山,https://upload.wikimedia.org/wikipedia/commons/f/f0/Voa_chinese_Chen_Tangshan_01Dec09.jpg,male,Chen,,Category:Chen Tangshan,1935-09-16,Mark Chen,Mark Chen,Mark Chen,Mark Chen,Mark Chen,,,31895431,陳唐山,陳唐山,陳唐山,천탕산,Mark Chen,Mark Chen,,陈唐山,陳唐山,Mark Chen,,,,,,Mark Chen,Mark Chen,,/m/02rs_47,nr96022602,Mark Chen,,Марк Чэнь,,,,,,,,,,0000 0000 6428 2466,36720880,,천탕산,Mark,,,,,,,Mark Chen,,,,,,,,,,,,,,,陳唐山,,,,,,,,,,,376677,Chen-127,diplomat,,مارك تشن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q708121,施明德,施明德,施明德,https://upload.wikimedia.org/wikipedia/commons/5/5d/Shih_Ming-de_2006_Depose_Abian.jpg,male,Shi,,Category:Shih Ming-teh,1941-01-15,Shih Ming-teh,Shih Ming-teh,Shih Ming-teh,Shih Ming-teh,Shih Ming-teh,Si Bêng-tek,Si Bêng-tek,16048798,施明徳,施明徳,施明德,,Shih Ming-teh,,,施明德,施明德,,Thi Minh Đức,,,,,Shih Ming-teh,,Thi Minh Đức,/m/02338c,n79075386,,Shih Ming-teh,Ши Миндэ,,,,,Shih Ming-teh,,Ши Миндэ,,,0000 0000 6327 4544,36597222,,,,Siĕ Mìng-dáik,Siĕ Mìng-dáik,,,,,,,,,,,,,,,,,,,,施明德,,,,,,,,,,,38794,,human rights activist,,,,,,,,,,,,,,,,Shih Ming-teh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q708403,黃信介,黃信介,黃信介,,male,Huang,,,1938-06-15,Huang Hsin-chieh,Huang Shin-chieh,Huang Hsin-chieh,Huang Shin-chieh,Huang Shin-chieh,N̂g Sìn-kài,N̂g Sìn-kài,9688257,黄信介,黄信介,黃信介,,Huang Shin-chieh,,,黄信介,黃信介,,,,,,,Huang Shin-chieh,,,/m/0b75077,nr88005427,,,Хуан Синьцзе,,,,,,,Хуан Синьцзе,,,0000 0000 6396 0229,36683208,,,,,,,,,,,,,,,,,,,,,,Huang Shin-chieh,,,,,,,,,,,,,,232141,,politician,,,,,,,,,,,,,1999-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q709307,郝龍斌,郝龍斌,郝龍斌,https://upload.wikimedia.org/wikipedia/commons/b/b8/2008TaipeiCityNewYearCountdownParty_ParadeFestival_Lung-pin_Hau.jpg,male,Hao,郝龍斌,Category:Hau Lung-pin,1952-08-22,Hau Lung-pin,Hau Lung-pin,Hau Lung-pin,,Hau Lung-pin,Hok Liông-pin,Hok Liông-pin,56034283,カク龍斌,カク龍斌,郝龍斌,,,Hau Lung-pin,,郝龙斌,郝龍斌,Hau Lung-pin,,,,,,Hau Lung-pin,Hau Lung-pin,,/m/0d32lm,n2006018164,,Hau Lung-pin,,,,,Hau Lung-pin,Hau Lung-pin,,,郝龍斌,,,,,,,,,,,郝龙斌,郝龙斌,,,,,,,,,,,,,,,,,hauhigh,郝龙斌,郝龍斌,郝龙斌,郝龙斌,,,,,,1637355,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q709508,王定宇,王定宇,王定宇,https://upload.wikimedia.org/wikipedia/commons/1/1b/Wang_Ting-Yu_-_by_Huang_Kuan-Ju.JPG,male,Wang,王定宇,Category:Wang Ding-yu,1969-03-05,Wang Ding-yu,,,,,Ông Tēng-ú,Ông Tēng-ú,,,,王定宇,,,,,王定宇,王定宇,,,,,,,Wang Ding-yu,,,,,,,,,,,,,,,王定宇,王定宇,,,,,,,,,,王定宇,王定宇,王定宇,,,,王定宇,王定宇,王定宇,王定宇,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
