id,name__en,name__it,name,wikipedia__en,gender,original_wikiname,name__de,name__es,name__nl,wikipedia__de,birth_date,given_name,name__fr,name__ie,name__ru,wikipedia__commons,wikipedia__ie,image,death_date,name__cy,name__hu,last_seen,name__ja,occupation,wikipedia__fr,identifier__freebase,name__la,wikipedia__la,name__zh,name__sl,family_name,wikipedia__es,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__ISNI,name__sq,wikipedia__sq,twitter,name__en_gb,name__en_ca,name__pt,name__ca,name__ast,name__ar,wikipedia__ar,name__ak,name__ee
Q61694761,Salifu Adam Braimah,,Salifu Adam Braimah,Salifu Adam Braimah,male,,,Salifu Adam Braimah,,,1965-09-25,,Salifu Adam Braimah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Salifu Adam Braimah,,,,
Q61694762,Abdul-Rauf Tanko Ibrahim,,Abdul-Rauf Tanko Ibrahim,Abdul-Rauf Tanko Ibrahim,male,,,Abdul-Rauf Tanko Ibrahim,,,1968-10-10,,Abdul-Rauf Tanko Ibrahim,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Abdul-Rauf Tanko Ibrahim,,,,
Q61694763,Alhassan Umar,,Alhassan Umar,Alhassan Umar,male,,,Alhassan Umar,,,1966-06-29,,Alhassan Umar,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Alhassan Umar,الحسن عمر,الحسن عمر,,
Q61694764,Ben Abdallah Banda,,Ben Abdallah Banda,Ben Abdallah Banda,male,,,Ben Abdallah Banda,,,1971-08-15,,Ben Abdallah Banda,,,,,,,,,,,politician,,,,,,,,,,,,,,,benbbanda1,,,,,Ben Abdallah Banda,بين عبد الله باندا,بين عبد الله باندا,,
Q61694767,Fuseini Issah,,Fuseini Issah,Fuseini Issah,male,,,Fuseini Issah,,,1975-02-02,,Fuseini Issah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Fuseini Issah,,,,
Q61694768,Habib Saad,,Habib Saad,Habib Saad,male,,,Habib Saad,,,1968-10-10,,Habib Saad,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Habib Saad,حبيب سعد,حبيب سعد,,
Q61694769,Laadi Ayii Ayamba,,Laadi Ayii Ayamba,Laadi Ayii Ayamba,female,,,Laadi Ayii Ayamba,,,1961-12-25,,Laadi Ayii Ayamba,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Laadi Ayii Ayamba,,,,
Q61694772,Muhammad Bawah Braimah,,Muhammad Bawah Braimah,Muhammad Bawah Braimah,male,,,Muhammad Bawah Braimah,,,1959-11-28,,Muhammad Bawah Braimah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Muhammad Bawah Braimah,,,,
Q61694773,Patrick Al-Hassan Adamah,,Patrick Al-Hassan Adamah,Patrick Al-Hassan Adamah,male,,,Patrick Al-Hassan Adamah,,,1948-11-23,,Patrick Al-Hassan Adamah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Patrick Al-Hassan Adamah,,,,
Q61694774,Sagre Bambangi,,Sagre Bambangi,Sagre Bambangi,male,,,Sagre Bambangi,,,1966-05-02,,Sagre Bambangi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Sagre Bambangi,,,,
Q61694776,Sualihu Dandaawa Alhassan,,Sualihu Dandaawa Alhassan,Alhassan Sualihu Dandaawa,male,,,Sualihu Dandaawa Alhassan,,,1983-07-01,,Sualihu Dandaawa Alhassan,,,,,,,,,,,politician,,,,,,,,,,,,,,,SUHUYINI1,,,,,Sualihu Dandaawa Alhassan,,,,
Q61694777,Tijani Habibu Mohammad,,Tijani Habibu Mohammad,Mohammad Habibu Tijani,male,,,Tijani Habibu Mohammad,,,1965-02-16,,Tijani Habibu Mohammad,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Tijani Habibu Mohammad,,,,
Q61694778,Yusif Sulemana,,Yusif Sulemana,Yusif Sulemana,male,,,Yusif Sulemana,,,1972-07-29,,Yusif Sulemana,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Yusif Sulemana,,,,
Q61694779,Yussif Issaka Jajah,,Yussif Issaka Jajah,Yussif Issaka Jajah,male,,,Yussif Issaka Jajah,,,1979-10-21,,Yussif Issaka Jajah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Yussif Issaka Jajah,,,,
Q61694780,Ziblim Iddi,,Ziblim Iddi,Ziblim Iddi,male,,,Ziblim Iddi,,,1967-09-15,,Ziblim Iddi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Ziblim Iddi,,,,
Q61694785,Samuel Ayeh-Paye,,Samuel Ayeh-Paye,Samuel Ayeh-Paye,male,,,Samuel Ayeh-Paye,,,1973-05-17,,Samuel Ayeh-Paye,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Samuel Ayeh-Paye,,,,
Q61695373,Richard Mawuli Koku Quashigah,,Richard Mawuli Koku Quashigah,Richard Quashigah,male,,,Richard Mawuli Koku Quashigah,,,1968-10-16,,Richard Mawuli Koku Quashigah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Richard Mawuli Koku Quashigah,,,,
Q61695502,Collins Owusu Amankwah,,Collins Owusu Amankwah,Collins Owusu Amankwah,male,,,Collins Owusu Amankwah,,,1980-08-21,,Collins Owusu Amankwah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Collins Owusu Amankwah,,,,
Q61696427,Joseph Mensah,,Joseph Mensah,Joseph Mensah (politician),male,,,Joseph Mensah,,,1957-08-22,,Joseph Mensah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Joseph Mensah,جوزيف منساه,جوزيف منساه (سياسي),,
Q61696429,Abraham Dwuma Odoom,,Abraham Dwuma Odoom,Abraham Dwuma Odoom,male,,,Abraham Dwuma Odoom,,,1952-08-11,,Abraham Dwuma Odoom,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Abraham Dwuma Odoom,,,,
Q61697679,Lydia Seyram Alhassan,,Lydia Seyram Alhassan,Lydia Alhassan,female,,,Lydia Seyram Alhassan,,,,,Lydia Seyram Alhassan,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Lydia Seyram Alhassan,,,,
Q61748023,Kofi Brako,,Kofi Brako,Kofi Brako,male,,,Kofi Brako,,,1959-09-11,Kofi,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kofi Brako,,,,
Q6307729,Juliana Azumah-Mensah,,Juliana Azumah-Mensah,Juliana Azumah-Mensah,female,Juliana Azumah-Mensah,,Juliana Azumah-Mensah,Juliana Azumah-Mensah,,1950-06-15,Juliana,Juliana Azumah-Mensah,,,,,,,,Juliana Azumah-Mensah,,,politician,,,,,,Juliana Azumah-Mensah,,,,,,,,,,,,,,Juliana Azumah-Mensah,,,,
Q6425709,Kofi Amoatey,,Kofi Amoatey,Kofi Amoatey,male,,Kofi Amoatey,Kofi Amoatey,Kofi Amoatey,,1948-12-10,Kofi,Kofi Amoatey,,,,,,,,,,,politician,,,,,,Kofi Amoatey,,,,,,,,,,,,,,Kofi Amoatey,,,,
Q6732981,Mahama Ayariga,,Mahama Ayariga,Mahama Ayariga,male,Mahama Ayariga,Mahama Ayariga,Mahama Ayariga,Mahama Ayariga,,1974-05-24,Mahama,Mahama Ayariga,,,,,,,,,,,lawyer,,,,,,Mahama Ayariga,,,,,,,,,,,,,,Mahama Ayariga,,,,
Q6770431,Mark Woyongo,,Mark Woyongo,Mark Woyongo,male,Mark Woyongo,Mark Woyongo,Mark Woyongo,,,,Mark,Mark Woyongo,,,,,,,,,,,politician,,,,,,Mark Woyongo,,,,,,,,,,,,,,Mark Woyongo,,,,
Q7106472,Osei Kyei Mensah Bonsu,,Osei Kyei Mensah Bonsu,Osei Kyei Mensah Bonsu,male,Osei Kyei Mensah Bonsu,Osei Kyei Mensah Bonsu,Osei Kyei Mensah Bonsu,Osei Kyei Mensah Bonsu,,1957-02-03,,Osei Kyei Mensah Bonsu,,,,,,,,,,,politician,,,,,,Osei Kyei Mensah Bonsu,,,,,,,,,,,,,,Osei Kyei Mensah Bonsu,,,,
Q7377135,Rudolf Amenga-Etego,Rudolf Amenga-Etego,Rudolf Amenga-Etego,Rudolf Amenga-Etego,male,,,Rudolf Amenga-Etego,Rudolf Amenga-Etego,,1958-12-17,Rudolf,Rudolf Amenga-Etego,,,,,,,,,,,lawyer,,,,,,Rudolf Amenga-Etego,,,,,,,,,RudolfAmenga,,,,,Rudolf Amenga-Etego,,,,
