id,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__en,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,name,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__en,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Munzinger,identifier__journalisted,identifier__hansard,name__be,name__gl,name__id,name__bn,name__ar,name__pt,name__eo,name__uk,name__be_tarask,name__cs,name__bg,name__fa,name__ckb,name__az,name__ko,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__ko,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__uk,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,family_name,identifier__NTA,identifier__EuroparlMEP,name__gd,name__yo,name__et,name__ja,name__pnb,name__sk,name__ku_arab,name__ku_latn,name__tr,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ja,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__tr,wikipedia__ur,wikipedia__yo,identifier__SELIBR,identifier__NNDB,identifier__parliamentDOTuk,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__is,name__ro,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__ro,wikipedia__zh_min_nan,identifier__GTAA,death_date,identifier__Oxforddnb,name__el,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,name__af,wikipedia__af,wikipedia__el,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__sco,wikipedia__sr,identifier__NLA,identifier__NPG,name__en_ca,name__en_gb,name__tl,wikipedia__tl,name__de_ch,honorific_prefix,name__an,name__bs,name__ceb,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__sq,name__vec,name__wa,name__vmf,name__ta,wikipedia__ta,identifier__MusicBrainz,identifier__discogs,twitter,name__yue,identifier__GNC,wikipedia__plwikiquote,identifier__publicwhip,original_wikiname,wikipedia__hiwikiquote,identifier__FAST,identifier__Britannica,wikipedia__sh,last_seen,identifier__TWFY,identifier__bbc_democracy_live,identifier__CSPAN,identifier__parliamentary_record,identifier__N6I,name__sh,identifier__OLID,identifier__BNE,name__fit,identifier__senate_nl,identifier__PACE,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vi,name__vls,name__vo,name__wo,name__zu,identifier__guardian_topic,wikipedia__enwikinews,occupation,identifier__nobel_prize,identifier__nlg,wikipedia__cawikiquote,identifier__snac,facebook,wikipedia__sl,noble_title,identifier__DoUB,identifier__wikitree,wikipedia__bgwikiquote,identifier__BBC_things,identifier__MGP,wikipedia__nrm,wikipedia__vi,name__aa,name__ace,name__ak,name__ang,name__ay,name__bcl,name__bi,name__bjn,name__cbk_zam,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dsb,name__dtp,name__ee,name__egl,name__eml,name__ext,name__ff,name__fj,name__fo,name__frr,name__fy,name__gag,name__gn,name__gv,name__ha,name__hak,name__hif_latn,name__hil,name__ho,name__hsb,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__jv,name__kaa,name__ki,name__kk_latn,name__kk_tr,name__ksh,name__lad,name__nah,name__qu,name__rup,name__sn,name__su,name__tpi,name__uz,name__war,name__zea,identifier__quora,identifier__ITF,identifier__ne_se,wikipedia__hi,identifier__national_archives,name__mk,wikipedia__lrc,identifier__rush,name__lrc,wikipedia__si,honorific_suffix,identifier__oireachtas,identifier__ricorso,name__si,identifier__persee,wikipedia__slwikiquote,wikipedia__ms,name__kana,identifier__NKC,parlid
Q16190807,,,,,,,Gerry McHugh,,,,,,,Gerry McHugh,,,,,,,,,,,Gerry McHugh,,,,,Gerry McHugh,,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/6/63/Gerry_McHugh_Constituency_Office,_Enniskillen_-_geograph.org.uk_-_1370256.jpg",male,,,,1957-10-09,,Gerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16193334,,,,Mark Robinson,Марк Робинсон,,Mark Robinson,,Mark Robinson,,,,,Mark Robinson,,,Mark Robinson,,,,,,,,Mark Robinson,,,,,Mark Robinson (Northern Ireland politician),,,,,,,,,,,,,,,,,,male,,,,1959-05-12,,Mark,,,,,,,,,مارك روبنسون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16195114,,,,David Hilditch,,,David Hilditch,,David Hilditch,,David Hilditch,,,David Hilditch,,,David Hilditch,,,,,,,,David Hilditch,,,,,David Hilditch,,,,,,,,,,,,,,,,,,male,,,,1963-12-11,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Hilditch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16214843,,,,Paul Frew,,,Paul Frew,,Paul Frew,,,,,Paul Frew,,,Paul Frew,,,,,,,,Paul Frew,,,,,Paul Frew,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a6/Paul_Frew.jpg,male,,,,1974-09-20,,Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Frew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16225949,,,,,,,Norman Hillis,,,,Norman Hillis,,,Norman Hillis,,,,,,,,,,,Norman Hillis,,,,,Norman Hillis,,,,,,,,,,,,,,,,,,male,,,,"",,Norman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norman Hillis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16239299,,,,Willie Clarke,,,Willie Clarke,,Willie Clarke,,,,,Willie Clarke,,,Willie Clarke,,,,,,,,Willie Clarke,,,,,Willie Clarke (politician),,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/84/Willie_Clarke.jpg,male,,,,1966-10-13,,Willie,,,,,,,,,ويلي كلارك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willie Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17017367,,,,Claire Sugden,,,Claire Sugden,,Claire Sugden,,Claire Sugden,,,Claire Sugden,,,Claire Sugden,,,,,,,,Claire Sugden,,,,,Claire Sugden,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d1/Clairesugden.jpeg,female,,,,1986-08-07,,Claire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sugden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claire Sugden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17306227,,,,Nichola Mallon,,,Nichola Mallon,,,,Nichola Mallon,,,Nichola Mallon,,Nichola Mallon,Nichola Mallon,,,,,,,,Nichola Mallon,,,,,Nichola Mallon,,,,,Nichola Mallon,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6b/Nichola_Mallon_-_SDLP_Lord_Mayor_of_Belfast.jpg,female,,,,1979,,Nichola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18358115,,,,Maurice Devenney,,,Maurice Devenney,,Maurice Devenney,,,,,,,,,,,,,,,,Maurice Devenney,,,,,Maurice Devenney,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fc/Maurice_Devenney.jpg,male,,,,1959-01-01,,Maurice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Devenney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Devenney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1911383,莫羅男爵莫里斯·莫羅,,,Maurice Morrow,"Морис Морроу, барон Морроу","Maurice Morrow, Baron Morrow","Maurice Morrow, Baron Morrow",,"Maurice Morrow, Baron Morrow",,,,,"Maurice Morrow, Baron Morrow",,,"Maurice Morrow, Baron Morrow",,,,,,,,"Maurice Morrow, Baron Morrow",,,,"Maurice Morrow, Baron Morrow",Maurice Morrow,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Official_portrait_of_Lord_Morrow_crop_2.jpg,male,,,,1948-09-27,,Maurice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lords/lord-morrow/3795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maurice Morrow, Baron Morrow","Maurice Morrow, Baron Morrow",,,"Maurice Morrow, Baron Morrow",,,,,,,,,,,Maurice Morrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3795
Q192556,戴维·特林布尔,David Trimble,David Trimble,David Trimble,Дэвид Тримбл,David Trimble,David Trimble,David Trimble,David Trimble,David Trimble,David Trimble,David Trimble,David Trimble,David Trimble,,David Trimble,David Trimble,David Trimble,,,David Trimble,David Trimble,David Trimble,דייוויד טרימבל,David Trimble,,David Trimble,David Trimble,David Trimble,David Trimble,David Trimble,David Trimble,David Trimble,David Trimble,David Trimble,דייוויד טרימבל,David Trimble,David Trimble,David Trimble,,David Trimble,David Trimble,"Тримбл, Дэвид",David Trimble,David Trimble,戴维·特林布尔,https://upload.wikimedia.org/wikipedia/commons/5/54/Official_portrait_of_Lord_Trimble_crop_2.jpg,male,72939112,122611276,n88081332,1944-10-15,/m/01hbqv,David,,00000021664,,mr-david-trimble,Дэвід Трымбл,David Trimble,David Trimble,,دافيد تريمبل,David Trimble,,Девід Трімбл,Дэйвід Трымбл,David Trimble,Дейвид Тримбъл,دیوید تریمبل,,,데이비드 트림블,,دافيد تريمبل,,Дэйвід Трымбл,Дэвід Трымбл,Дейвид Тримбъл,,,Category:David Trimble,David Trimble,David Trimble,,,دیوید تریمبل,David Trimble,David Trimble,데이비드 트림블,,David Trimble,David Trimble,Девід Трімбл,0000 0000 7866 1088,,094198187,,Trimble,,,Daibhidh Trimble,David Trimble,David Trimble,デヴィッド・トリンブル,ڈیوڈ ٹرمبل,David Trimble,داڤد ترمبلە,David Trimble,David Trimble,David Trimble,david trimble,ڈیوڈ ٹرمبل,David Trimble,Daibhidh Trimble,デヴィッド・トリンブル,David Trimble,ڈیوڈ ٹرمبل,David Trimble,David Trimble,ڈیوڈ ٹرمبل,David Trimble,319402,195/000089925,lords/lord-trimble/658,,,大衛·特林布林,,大卫·特林布尔,,,,,,David Trimble,David Trimble,,,,,161864,,,Ντέιβιντ Τριμπλ,,,,David Trimble,,,,,Ντέιβιντ Τριμπλ,,,,David Trimble,,,,,,,,,,,,,,,,,,,David Trimble,,,,,,,,,,,,,,,,233628,biography/David-Trimble,,,,,davidtrmble,,,,,,,,,,,,,,,,,,,,,,,,,,,David Trimble,,,,,,,,,,,,,,,,,,,politician,peace/laureates/1998/trimble,,,,,David Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,डेविड ट्रिम्बल,,,,674,,,,,t/Trimble_D/life,,,,David Trimble,,,658
Q193630,約翰·休姆,John Hume,John Hume,John Hume,Джон Хьюм,John Hume,John Hume,John Hume,John Hume,John Hume,John Hume,Ioannes Hume,John Hume,John Hume,,John Hume,John Hume,John Hume,,,John Hume,John Hume,,ג'ון יום,John Hume,,John Hume,John Hume,John Hume,John Hume,John Hume,John Hume,John Hume,John Hume,John Hume,ג'ון יום,,John Hume,Ioannes Hume,,John Hume,John Hume,"Хьюм, Джон",,John Hume,約翰·休姆,https://upload.wikimedia.org/wikipedia/commons/5/5c/John_Hume_2008.jpg,male,30346937,119444666,n85127099,1937-01-18,/m/015rlt,John,,00000020903,,mr-john-hume,Джон Х'юм,,John Hume,,جون هيوم,John Hume,,Джон Г'юм,Джон Г’юм,John Hume,Джон Хюм,جان هیوم,,,존 흄,,جون هيوم,,Джон Г’юм,Джон Х’юм,Джон Хюм,,,,John Hume,John Hume,,,جان هیوم,,John Hume,존 흄,,John Hume,John Hume,Джон Г'юм,0000 0000 7859 8701,140037758,028944488,,Hume,151582467,1408,,John Hume,John Hume,ジョン・ヒューム,جان ہیوم,,ژۆهن حومە,John Hume,John Hume,John Hume,जॉन ह्यूम,جان ہیوم,John Hume,,ジョン・ヒューム,John Hume,جان ہیوم,,John Hume,جان ہیوم,John Hume,319395,197/000089927,,John Hume,约翰·休姆,約翰·休姆,約翰·休姆,约翰·休姆,约翰·休姆,約翰·休姆,John Hume,John Hume,जॉन ह्यूम,John Hume,John Hume,John Hume,जॉन ह्यूम,John Hume,John Hume,111580,,,Τζων Χιουμ,,,,John Hume,,,,,Τζων Χιουμ,,,,John Hume,,,,,,,,,,,,,,,,,,,John Hume,,,,,,,,,,,,,,,,160708,biography/John-Hume,,,,,,,,,OL3285169A,,,,,,,,,,,,,,,,,,,,,,,John Hume,,,,,,,,,,,,,,,,,,,politician,peace/laureates/1998/hume,,,w68h8f1b,,John Hume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,जॉन ह्यूम,,,,375,,,,,,,,,John Hume,,jn20000700745,
Q20312324,,,,Adrian Cochrane-Watson,,,Adrian Cochrane-Watson,,Adrian Cochrane-Watson,,,,,,,,Adrian Cochrane-Watson,,,,,,,,Adrian Cochrane-Watson,,,,,Adrian Cochrane-Watson,,,,,,,,,,,,,,,,,,male,,,,1967-02-18,,Adrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Cochrane-Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20631177,,,,Claire Hanna,,,Claire Hanna,,Claire Hanna,,,,,,,,Claire Hanna,,,,,,,,Claire Hanna,,,,,Claire Hanna,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Claire_Hanna.JPG,female,,,,1980-06-19,,Claire,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Claire Hanna,,,,,,,,,,,,,,,,,Hanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claire Hanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20675966,,,,,,,Doug Beattie,,,,,,,,,,"Doug Beattie, British Army Officer",,,,,,,,Doug Beattie,,,,,Doug Beattie,,,,,,,,,,,,,,,,,,male,,,,1965-10-13,,Doug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 7056 3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doug Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20713559,,,,Neil Somerville,,,Neil Somerville,,Neil Somerville,,,,,,,,Neil Somerville,,,,,,,,Neil Somerville,,,,,Neil Somerville,,,,,,,,,,,,,,,,,,male,,,,1973-05-15,,Neil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neil Somerville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20966622,,,,Gordon Lyons,,,Gordon Lyons,,Gordon Lyons,,,,,,,,Gordon Lyons,,,,,,,,Gordon Lyons,,,,,Gordon Lyons,,,,,,,,,,,,,,,,,,male,,,,1986-03-06,,Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Lyons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20979148,,,,Andy Allen,,,Andy Allen,,Andy Allen,,,,,,,,Andy Allen,,,,,,,,Andy Allen,,,,,Andy Allen (politician),,,,,,,,,,,,,,,,,,male,,,,1988-11-02,,Andy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andy Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20979152,,,,Gerry Carroll,,,Gerry Carroll,,Gerry Carroll,,,,,Gerry Carroll,,,Gerry Carroll,,,,,,,,Gerry Carroll,,,,Gerry Carroll,Gerry Carroll,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Gerry_Carroll_2016.jpg,male,,,,1987-04-27,,Gerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerry Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21130106,,,,Gary Middleton,,,Gary Middleton,,Gary Middleton,,,,,,,,Gary Middleton,,,,,,,,Gary Middleton,,,,,Gary Middleton,,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/c/cc/Gary_Middleton,_DUP.jpg",male,,,,1990-06-20,,Gary,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Gary Middleton,,,,,,,,,,,,,,,,,Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gary Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21234823,,,,Emma Pengelly,,,Emma Pengelly,,Emma Pengelly,,,,,,,,Emma Pengelly,,,,,,,,Emma Pengelly,,,,,Emma Little-Pengelly,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ee/Official_portrait_of_Emma_Little_Pengelly_crop_2.jpg,female,,,,1980-01-01,,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pengelly,,,,,,,,,,,,,,,,,,,,,,,,,,commons/emma-little-pengelly/4611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emma Pengelly,,,,,,,,,little_pengelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4611
Q2134210,,,,Raymond McCartney,,Raymond McCartney,Raymond McCartney,,Raymond McCartney,,,,,Raymond McCartney,,,Raymond McCartney,,,,,,,,Raymond McCartney,,,,Raymond McCartney,Raymond McCartney,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e5/RaymondMcCartney.jpg,male,,,,1954-11-29,,Raymond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McCartney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raymond McCartney,,,,,,,,,RaymondMcCartn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
