id,name__lv,name__en,name__de,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__da,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__it,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nb,name__nds,name__nds_nl,name__nl,name__nn,name__pcd,name__pl,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__sv,name__tr,name__vec,name__vls,name__wa,name,wikipedia__lv,image,gender,birth_date,original_wikiname,wikipedia__commons,wikipedia__pl,given_name,twitter,name__ru,wikipedia__ru,identifier__VIAF,wikipedia__en,identifier__freebase,wikipedia__plwikiquote,website,wikipedia__ca,wikipedia__et,identifier__ISNI,identifier__LCAuth,identifier__LNB,name__az,wikipedia__az,wikipedia__fr,name__he,name__ko,name__be,name__oc,name__id,name__la,name__be_tarask,name__io,name__ka,name__zh,name__uk,name__fa,name__tt,name__ar,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__sv,wikipedia__tt,wikipedia__uk,wikipedia__zh,identifier__GND,identifier__Munzinger,identifier__FAST,wikipedia__tr,name__ltg,wikipedia__ltg,identifier__SUDOC,name__sgs,wikipedia__bat_smg,identifier__EuroparlMEP,identifier__BNF,name__en_ca,name__en_gb,name__kk,name__de_ch,name__ja,name__el,name__pt_br,name__bg,name__vi,name__tl,wikipedia__bg,wikipedia__el,wikipedia__eo,wikipedia__hu,wikipedia__ja,wikipedia__kk,wikipedia__lb,wikipedia__ruwikiquote,wikipedia__tl,wikipedia__vi,name__fo,wikipedia__fo,identifier__NLP,wikipedia__ukwikiquote,wikipedia__ro,name__ie,wikipedia__ie,wikipedia__sk,identifier__parlement,name__yo,name__hy,name__sr,wikipedia__hy,wikipedia__lmo,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sr,wikipedia__yo,name__vmf,name__pdc,identifier__MusicBrainz,identifier__NTA,identifier__IMDB,name__th,name__sh,wikipedia__nn,wikipedia__sh,wikipedia__th,identifier__moviemeter,identifier__allmovie,identifier__elonet,identifier__PORT,identifier__CSFD,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__tg_latn,name__sr_el,name__sr_ec,name__ilo,name__mr,name__tg,name__nov,wikipedia__co,wikipedia__gl,wikipedia__ilo,wikipedia__mr,wikipedia__nov,wikipedia__sl,wikipedia__tg,wikipedia__hsb,name__hsb,occupation,identifier__snac,wikipedia__itwikiquote,identifier__persee,identifier__GTAA,identifier__google_knowledge,identifier__NNDB,name__bm,name__de_at,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vo,name__wo,name__zu,name__kl,wikipedia__eu
Q11685225,,,,,,,,,,,,,,,,,,,,Aleksiej Burunow,,,,,,,,,,,,,,,,,,,,,,Aleksiej Burunow,,,,,,,,,,,,,,,,Aleksiej Burunow,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Flickr_-_Saeima_-_10.Saeimas_deputāts_Aleksejs_Burunovs.jpg,male,1950,Aleksiej Burunow,,Aleksejs Burunovs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11692641,Dainis Liepiņš,Dainis Liepiņš,,,,,,,,Dainis Liepiņš,,,,,,Dainis Liepiņš,,,,Dainis Liepiņš,,,,,,,,,,,,,,,,,,,Dainis Liepiņš,,,Dainis Liepiņš,,,,,,,,,,,,,,,,Dainis Liepiņš,Dainis Liepiņš (riteņbraucējs),,male,1962-08-13,Dainis Liepiņš,,Dainis Liepiņš,Dainis,,,,,,,,,Dainis Liepiņš,,,,,,,Dainis Liepiņš,,,,,,,,,,,,,,دينيس ليبينش,,,,,,,Dainis Liepiņš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport cyclist,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11702908,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,Gunārs Rusiņš,https://upload.wikimedia.org/wikipedia/commons/e/ec/Gunārs_Rusiņš.jpg,male,1960-03-16,Gunārs Rusiņš,Category:Gunārs Rusiņš,Gunārs Rusiņš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11711456,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igor Mielnikow,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,Igors Meļņikovs,https://upload.wikimedia.org/wikipedia/commons/7/74/Flickr_-_Saeima_-_10.Saeimas_deputāts_Igors_Meļņikovs.jpg,male,1969-06-26,Igor Mielnikow,Category:Igors Meļņikovs,Igors Meļņikovs,Igor,IMelnikovs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11711469,Igors Pimenovs,Igors Pimenovs,Igors Pimenovs,,,,,,,,,,,,,,,,,Igors Pimenovs,,,,,,,,,,,,,,,,,,,Igors Pimenovs,,,Igor Pimonow,,,,,,,,,,,,,,,,Igors Pimenovs,Igors Pimenovs,https://upload.wikimedia.org/wikipedia/commons/5/53/Flickr_-_Saeima_-_10.Saeimas_deputāts_Igors_Pimenovs.jpg,male,1953,Igor Pimonow,Category:Igors Pimenovs,Igors Pimenovs,Igor,,,,,Igors Pimenovs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11711794,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Jānis Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,Imants Bekešs,https://upload.wikimedia.org/wikipedia/commons/5/52/Flickr_-_Saeima_-_10.Saeimas_deputāts_Imants_Jānis_Bekešs.jpg,male,1955-08-16,Imants Jānis Bekešs,,Imants Jānis Bekešs,Imants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11711795,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,Imants Parādnieks,https://upload.wikimedia.org/wikipedia/commons/0/04/Imants_Paradnieks.jpg,male,1968-08-27,Imants Parādnieks,Category:Imants Parādnieks,Imants Parādnieks,Imants,Paradnieks,Имант Парадниекс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11712388,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,Inese Aizstrauta,https://upload.wikimedia.org/wikipedia/commons/a/ad/Inese_Aizstrauta.jpg,female,1957-07-23,Inese Aizstrauta,,Inese Aizstrauta,Inese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11712509,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,Ingmārs Līdaka,https://upload.wikimedia.org/wikipedia/commons/2/2e/Flickr_-_Saeima_-_10.Saeimas_deputāts_Ingmars_Līdaka.jpg,male,1966-08-13,Ingmārs Līdaka,Category:Ingmārs Līdaka,Ingmārs Līdaka,,,,,305056312,Ingmārs Līdaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingmārs Līdaka,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingmārs Līdaka,Ingmārs Līdaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zoologist,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11712510,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,Ingmārs Čaklais,https://upload.wikimedia.org/wikipedia/commons/5/55/Ingmārs_Čaklais.jpg,male,1971-04-27,Ingmārs Čaklais,Category:Ingmārs Čaklais,Ingmārs Čaklais,,ingmarscaklais,,,,,,,http://www.ingmarscaklais.lv/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11713991,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cwietkowa,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,Irina Cvetkova,https://upload.wikimedia.org/wikipedia/commons/2/2f/Irina_Cvetkova-2.jpg,female,1973-08-21,Irina Cwietkowa,Category:Irina Cvetkova,Irina Cvetkova,Irina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11714346,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,Ivars Zariņš,https://upload.wikimedia.org/wikipedia/commons/0/07/Ivars_Zariņš.jpg,male,1969,Ivars Zariņš,Category:Ivars Zariņš,Ivars Zariņš,,,,,,Ivars Zariņš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11714349,Iveta Grigule,Iveta Grigule,Iveta Grigule,,,,,,,,,,,,,,,,,Iveta Grigule,,,,,,,,,Iveta Grigule,,,,,,,,,,Iveta Grigule,,,Iveta Grigule,,,,,,,,,,,,,,,,Iveta Grigule,Iveta Grigule,https://upload.wikimedia.org/wikipedia/commons/d/d6/Iveta_Grigule.jpg,female,1964-09-30,Iveta Grigule,Category:Iveta Grigule,Iveta Grigule,Iveta,,,,,Iveta Grigule,,,,,,,,,,,Iveta Grigule,,,,,,,,,,,,,,,,,,,,Iveta Grigule,,,,,,,Iveta Grigule,,,,,,,,,,,,,,,,,,,,Iveta Grigule,Iveta Grigule,124745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11724060,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jelena Lazarowa,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,Jeļena Lazareva,https://upload.wikimedia.org/wikipedia/commons/8/8f/Jeļena_Lazereva.jpg,female,1972-03-03,Jelena Lazarowa,Category:Jeļena Lazareva,Jeļena Lazareva,Jeļena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11729592,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs,Juris Silovs (politiķis),https://upload.wikimedia.org/wikipedia/commons/6/6c/Flickr_-_Saeima_-_10.Saeimas_deputāts_Juris_Silovs.jpg,male,1965-10-26,Juris Silovs (rugbysta),,Juris Silovs (rugbysta),Juris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
