id,name__es,name__it,name__en,name__fr,name,wikipedia__es,image,gender,birth_date,given_name,original_wikiname,name__nl,name__hu,name__de,name__nb,name__da,name__nn,name__sv,wikipedia__en,identifier__IMDB,wikipedia__eswikiquote,identifier__VIAF,twitter,wikipedia__fr,name__hr,wikipedia__hr,death_date,name__ca,name__eo,name__ro,name__fy,name__pt,name__cs,name__el,name__ru,name__hy,wikipedia__ca,wikipedia__de,wikipedia__fy,wikipedia__it,wikipedia__pt,wikipedia__sv,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__NLA,identifier__freebase,website,identifier__BNE,identifier__NTA,identifier__NLP,identifier__PORT,identifier__kinopoisk,identifier__filmportal_de,wikipedia__commons,family_name,wikipedia__nl,name__gl,name__cy,name__pl,name__ko,name__tr,name__si,name__ja,name__ne,name__az,name__ml,name__ta,name__uk,name__id,wikipedia__az,wikipedia__cs,wikipedia__eo,wikipedia__hu,wikipedia__id,wikipedia__ja,wikipedia__ko,wikipedia__ml,wikipedia__ne,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ru,wikipedia__si,wikipedia__ta,wikipedia__tr,wikipedia__uk,wikipedia__simple,wikipedia__itwikiquote,name__zh,identifier__OLID,wikipedia__no,identifier__FAST,name__lmo,identifier__BVMC,identifier__ULAN,name__nds,wikipedia__hy,identifier__GTAA,identifier__AlloCine,identifier__allmovie,identifier__elonet,name__sco,wikipedia__sco,wikipedia__enwikiquote,identifier__google_knowledge,identifier__Britannica,occupation,facebook,identifier__snac,wikipedia__vi,name__vi,name__ar,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,second_surname,name__he,instagram,identifier__youtube,wikipedia__mai,name__mai,identifier__BNC,identifier__BIBSYS,identifier__NUKAT,name__zh_hant,name__zh_cn,name__ace,wikipedia__zh,name__sl,name__arn,name__tl,identifier__MusicBrainz,name__be,name__ty,wikipedia__ast
Q5889453,Gustavo Alessandri Valdés,,Gustavo Alessandri Valdés,Gustavo Alessandri Valdés,Gustavo Alessandri Valdés,Gustavo Alessandri Valdés,https://upload.wikimedia.org/wikipedia/commons/0/0e/Gustavo_Alessandri_Valdés.jpg,male,1929-04-30,Gustavo,Gustavo Alessandri Valdés,Gustavo Alessandri Valdés,Gustavo Alessandri Valdés,,,,,,Gustavo Alessandri Valdés,,,63222919,,,,,2017-07-18,,,,,,,,,,,,,,,,0000 0000 3177 3779,1060665573,n93078423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustavo Alessandri Valdés,,古斯塔沃·亞歷山德里·巴爾德斯,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000000000000013244,,,,,,,Gustavo Alessandri Valdés,,,,,,
Q5889966,Gutenberg Martínez,,Gutenberg Martínez,Gutenberg Martínez,Gutenberg Martínez,Gutenberg Martínez,https://upload.wikimedia.org/wikipedia/commons/8/8e/Gutenberg_Martínez_Ocamica.jpg,male,1950-08-29,,Gutenberg Martínez,Gutenberg Martínez,Gutenberg Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gutenberg Martínez,,,,,,
Q5906325,Héctor Olivares Solís,,Héctor Olivares Solís,Héctor Olivares Solís,Héctor Olivares Solís,Héctor Olivares,https://upload.wikimedia.org/wikipedia/commons/2/20/Héctor_Luis_Olivares_Solís.jpg,male,1924-08-22,Héctor,Héctor Olivares,,,,,,,,,,,,,,,,2009-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor Olivares Solís,,,,,,
Q5921242,Isidoro Tohá,,Isidoro Tohá,Isidoro Tohá,Isidoro Tohá,Isidoro Tohá,https://upload.wikimedia.org/wikipedia/commons/0/0e/Isidorotoha.jpg,male,1929-01-24,Isidoro,Isidoro Tohá,Isidoro Tohá,,,,,,,,,,,,,,,2007-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tohá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,González,,,,,,,,,,,,,Isidoro Tohá,,,,,,
Q5925226,Jaime Mulet,,Jaime Mulet,Jaime Mulet,Jaime Mulet,Jaime Mulet,https://upload.wikimedia.org/wikipedia/commons/0/09/Jaime_Mulet_Martínez_(2018).jpg,male,1963-08-03,Jaime,Jaime Mulet,Jaime Mulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mulet,,,,,,,,ハイム・ムレット・マルティネス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,Jaime-Mulet-Martínez-68846675598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaime Mulet,,,,,,
Q5925233,Jaime Naranjo,,Jaime Naranjo,Jaime Naranjo,Jaime Naranjo,Jaime Naranjo,https://upload.wikimedia.org/wikipedia/commons/7/79/Jaime_Naranjo_Ortiz_(2018).jpg,male,1951-01-12,Jaime,Jaime Naranjo,Jaime Naranjo,Jaime Naranjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naranjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaime Naranjo,,,,,,
Q5925247,Jaime Orpis,,Jaime Orpis,Jaime Orpis,Jaime Orpis,Jaime Orpis,https://upload.wikimedia.org/wikipedia/commons/9/97/Jaime_Orpis_Bouchon.jpg,male,1956-09-16,Jaime,Jaime Orpis,Jaime Orpis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaime Orpis,,,,,,
Q5935636,Jorge Molina Valdivieso,,Jorge Molina Valdivieso,Jorge Molina Valdivieso,Jorge Molina Valdivieso,Jorge Molina Valdivieso,https://upload.wikimedia.org/wikipedia/commons/6/67/Jorge_Molina_Valdivieso.jpg,male,1932-02-16,Jorge,Jorge Molina Valdivieso,Jorge Molina Valdivieso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Molina Valdivieso,,,,,,
Q5935666,Jorge Morales Adriasola,,Jorge Morales Adriasola,Jorge Morales Adriasola,Jorge Morales Adriasola,Jorge Morales Adriasola,https://upload.wikimedia.org/wikipedia/commons/f/fd/Jorge_Morales_Adriasola.jpg,male,1931-10-02,Jorge,Jorge Morales Adriasola,Jorge Morales Adriasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Morales Adriasola,,,,,,
Q5936037,Jorge Schaulsohn,,Jorge Schaulsohn,Jorge Schaulsohn,Jorge Schaulsohn,Jorge Schaulsohn,https://upload.wikimedia.org/wikipedia/commons/5/56/Jorge_Schaulsohn_Brodsky.jpg,male,1952-12-22,Jorge,Jorge Schaulsohn,Jorge Schaulsohn,Jorge Schaulsohn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Schaulsohn,,,,,,
Q5936071,Jorge Soria Macchiavello,,Jorge Soria Macchiavello,Jorge Soria Macchiavello,Jorge Soria Macchiavello,Jorge Soria Macchiavello,,male,1969-03-03,Jorge,Jorge Soria Macchiavello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Soria Macchiavello,,,,,,
Q5936177,Jorge Ulloa,,Jorge Ulloa,Jorge Ulloa,Jorge Ulloa,Jorge Ulloa,https://upload.wikimedia.org/wikipedia/commons/5/51/Jorge_Iván_Ulloa_Aguillón.jpg,male,1958-09-15,Jorge,Jorge Ulloa,Jorge Iván Ulloa Aguillón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,JorgeIvanUlloaAguillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Ulloa,,,,,,
Q5937826,José Antonio Galilea,,José Antonio Galilea,José Antonio Galilea,José Antonio Galilea,José Antonio Galilea,https://upload.wikimedia.org/wikipedia/commons/a/a1/José_Galilea.jpg,male,1961-11-19,José Antonio,José Antonio Galilea,José Antonio Galilea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:José Antonio Galilea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Antonio Galilea,,,,,,
Q5943992,José Miguel Ortiz,,José Miguel Ortiz,José Miguel Ortiz,José Miguel Ortiz,José Miguel Ortiz,https://upload.wikimedia.org/wikipedia/commons/4/4d/José_Miguel_Ortiz_Novoa.jpg,male,1941-11-22,José,José Miguel Ortiz,José Miguel Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Miguel Ortiz,,,,,,
Q5947246,Juan Antonio Coloma,,Juan Antonio Coloma,Juan Antonio Coloma,Juan Antonio Coloma,Juan Antonio Coloma,https://upload.wikimedia.org/wikipedia/commons/9/91/Juan_Antonio_Coloma_Correa_oficial.jpg,male,1956-07-15,Juan Antonio,Juan Antonio Coloma,Juan Antonio Coloma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Juan Antonio Coloma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Antonio Coloma,,,,,,
Q5951382,Juan Masferrer,,Juan Masferrer,Juan Masferrer,Juan Masferrer,Juan Masferrer,https://upload.wikimedia.org/wikipedia/commons/6/6a/Juan_Masferrer.jpg,male,1940-11-19,Juan,Juan Masferrer,,,,,,,,Juan Masferrer,,,,,,,,2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masferrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Masferrer,,,,,,
Q5951802,Juan Pablo Letelier,,Juan Pablo Letelier,Juan Pablo Letelier,Juan Pablo Letelier,Juan Pablo Letelier,https://upload.wikimedia.org/wikipedia/commons/2/2f/Juan_Pablo_Letelier_Morel.jpg,male,1961-01-07,Juan Pablo,Juan Pablo Letelier,Juan Pablo Letelier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Juan Pablo Letelier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Pablo Letelier,,,,,,
Q5952252,Juan Ramón Núñez Valenzuela,,Juan Ramón Núñez Valenzuela,Juan Ramón Núñez Valenzuela,Juan Ramón Núñez Valenzuela,Juan Ramón Núñez,,male,1943-10-18,Juan,Juan Ramón Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Ramón Núñez Valenzuela,,,,,,
Q5955225,Julio Dittborn,,Julio Dittborn,Julio Dittborn,Julio Dittborn,Julio Dittborn,https://upload.wikimedia.org/wikipedia/commons/4/49/Julio_Dittborn_Cordua.jpg,male,1951-10-19,Julio,Julio Dittborn,Julio Dittborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julio Dittborn,,,,,,
Q5971703,Laura Soto,Laura Soto,Laura Soto,Laura Soto,Laura Soto,Laura Soto,,female,1931-12-15,Laura,Laura Soto,Laura Soto,Laura Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laura Soto,,,,,,
Q5976459,Lily Pérez,,Lily Pérez,Lily Pérez,Lily Pérez,Lily Pérez,https://upload.wikimedia.org/wikipedia/commons/e/e2/Lily_Pérez_San_Martín.jpg,female,1963-05-10,Lily,Lily Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Lily Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lily Pérez,,,,,,
Q5983758,Luis Leblanc Valenzuela,Luis Leblanc Valenzuela,Luis Leblanc Valenzuela,Luis Leblanc Valenzuela,Luis Leblanc Valenzuela,Luis Leblanc Valenzuela,,male,1950-04-12,Luis,Luis Leblanc Valenzuela,,,,,,,,,,,,,,,,2017-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Leblanc Valenzuela,,,,,,
Q5984142,Luis Pareto González,,Luis Pareto González,Luis Pareto González,Luis Pareto González,Luis Pareto,https://upload.wikimedia.org/wikipedia/commons/6/66/Luis_Pareto_González.jpg,male,1928-08-29,Luis,Luis Pareto,Luis Pareto González,,Luis Pareto González,Luis Pareto González,Luis Pareto González,Luis Pareto González,Luis Pareto González,Luis Pareto González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Luis Pareto González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Pareto González,,,,,,
Q5992495,Manuel Bustos,Manuel Bustos,Manuel Bustos,Manuel Bustos,Manuel Bustos,Manuel Bustos,https://upload.wikimedia.org/wikipedia/commons/e/e1/Manuel_Antonio_Bustos_Huerta.jpg,male,1943-12-03,Manuel,Manuel Bustos,Manuel Bustos,Manuel Bustos,,,,,,,,,,,,,,1999-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Manuel Bustos Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Bustos,,,,,,
Q5994240,Manuel Rojas Molina,,Manuel Rojas Molina,Manuel Rojas Molina,Manuel Rojas Molina,Manuel Rojas Molina,https://upload.wikimedia.org/wikipedia/commons/e/e9/Manuel_Rojas_Molina.jpg,male,1959-11-03,Manuel,Manuel Rojas Molina,,,,,,,,,,,,,,,,,Manuel Rojas Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Rojas Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Rojas Molina,,,,,,
Q5997406,Mariana Aylwin,,Mariana Aylwin,Mariana Aylwin,Mariana Aylwin,Mariana Aylwin,https://upload.wikimedia.org/wikipedia/commons/9/9a/Mariana_Aylwin_Oyarzún.jpg,female,1949-07-13,Mariana,Mariana Aylwin,,,,,,,,,,,,maylwino,,,,,Mariana Aylwin,,,,,,,Мариана Эйлвин,,,,,,,,0000 0000 8291 5482,,,,,,,,,,,,,,Category:Mariana Aylwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariana Aylwin,,,,,,
Q5998513,Mario Bertolino,Mario Bertolino,Mario Bertolino,Mario Bertolino,Mario Bertolino,Mario Bertolino,https://upload.wikimedia.org/wikipedia/commons/1/1b/Mario_Bertolino_Rendic.jpg,male,1954-02-03,Mario,Mario Bertolino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Bertolino,,,,,,
Q5998739,Mario Hamuy Berr,,Mario Hamuy Berr,Mario Hamuy Berr,Mario Hamuy Berr,Mario Hamuy Berr,,male,1926-08-10,Mario,Mario Hamuy Berr,Mario Hamuy Berr,,,,,,,,,,,,,,,2011-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Hamuy Berr,,,,,,
Q6003380,María Antonieta Saa,,María Antonieta Saa,María Antonieta Saa,María Antonieta Saa,María Antonieta Saa,https://upload.wikimedia.org/wikipedia/commons/3/30/María_Antonieta_Saa_Díaz.jpg,female,1943-01-08,María,María Antonieta Saa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:María Antonieta Saa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Antonieta Saa,,,,,,
Q6004266,María Maluenda,,María Maluenda,María Maluenda,María Maluenda,María Maluenda,https://upload.wikimedia.org/wikipedia/commons/d/da/María_Adela_Maluenda_Campos.jpg,female,1920-03-06,María,María Maluenda,,,,,,,,María Maluenda,,,232145858113523022239,,,,,2011-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,María Maluenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000000000000162730,,,,,,,María Maluenda,,,,,,María Maluenda
Q6004540,María Rozas,,María Rozas,María Rozas,María Rozas,María Rozas,,female,1955-11-08,María,María Rozas,María Rozas,,,,,,,,,,,,,,,2011-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trade unionist,,,,,,,,María Rozas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Rozas,,,,,,María Rozas
Q6004763,María Victoria Ovalle,,María Victoria Ovalle,María Victoria Ovalle,María Victoria Ovalle,María Victoria Ovalle,https://upload.wikimedia.org/wikipedia/commons/f/f8/María_Victoria_Ovalle_Ovalle.jpg,female,1947-06-12,María,María Victoria Ovalle,María Victoria Ovalle,María Victoria Ovalle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Victoria Ovalle,,,,,,
Q6007422,Maximiano Errázuriz,,Maximiano Errázuriz,Maximiano Errázuriz,Maximiano Errázuriz,Maximiano Errázuriz,https://upload.wikimedia.org/wikipedia/commons/8/8e/Maximiliano_Errazuriz.jpg,male,1945-09-28,Maximiano,Maximiano Errázuriz,Maximiano Errázuriz,,,,,,,,,,310594819,,,,,,,,,,,,,,,,,,,,,0000 0000 2468 5930,1057719854,n85072401,12415163q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000039783,,,,,,,Maximiano Errázuriz,,,,,,
Q6039721,Nelson Ávila,,Nelson Ávila,Nelson Ávila,Nelson Ávila,Nelson Ávila (político chileno),https://upload.wikimedia.org/wikipedia/commons/5/53/Nelson_Jaime_Ávila_Contreras.jpg,male,1942-11-29,Nelson,Nelson Ávila (político chileno),Nelson Ávila,Nelson Ávila,,,,,,,,Nelson Ávila,63610473,nelsonavila,,,,,,,,,,,,,,,,,,,,0000 0001 1730 6151,,no97017780,,,,,,,291394248,,,,,Category:Nelson Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389197,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2009086148,,,,,Nelson Ávila,,,,,,
Q6048653,Octavio Jara Wolff,,Octavio Jara Wolff,Octavio Jara Wolff,Octavio Jara Wolff,Octavio Jara Wolff,,male,1944-07-22,Octavio,Octavio Jara Wolff,Octavio Jara Wolff,,,,,,,,,,,,,,,2001-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Octavio Jara Wolff,,,,,,
Q6056002,Pablo Galilea,Pablo Galilea,Pablo Galilea,Pablo Galilea,Pablo Galilea,Pablo Galilea,,male,1963-01-31,Pablo,Pablo Galilea,Pablo Galilea,Pablo Galilea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Galilea,,,,,,
Q6056154,Pablo Lorenzini,Pablo Lorenzini,Pablo Lorenzini,Pablo Lorenzini,Pablo Lorenzini,Pablo Lorenzini,https://upload.wikimedia.org/wikipedia/commons/f/f6/Pablo_Lorenzini_Basso_(2018).jpg,male,1949-10-25,Pablo,Pablo Lorenzini,Pablo Lorenzini,Pablo Lorenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Pablo Lorenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Lorenzini,,,,,,
