id,name__bg,name__mk,name__fr,name__en,name__de,name__nb,name__nn,name,wikipedia__bg,wikipedia__mk,gender,birth_date,original_wikiname,name__sq,name__es,name__nl,name__uk,name__ru,wikipedia__bgwikiquote,wikipedia__de,wikipedia__en,wikipedia__ru,wikipedia__sq,wikipedia__uk,identifier__VIAF,identifier__GND,identifier__LCAuth,death_date,given_name,name__ie,wikipedia__ie,name__sr,wikipedia__sr,name__sr_el,name__sr_ec,name__el,wikipedia__el,wikipedia__fr,image,identifier__freebase,name__et,wikipedia__et,name__id,name__pl,name__bs,name__fi,name__hsb,name__it,wikipedia__bs,wikipedia__fi,wikipedia__id,wikipedia__it,wikipedia__pl,name__cs,wikipedia__cs,name__ja,wikipedia__ja,name__hu,last_seen,wikipedia__hr,name__hr,wikipedia__mg,name__mg,name__zh_hant,name__zh_cn,identifier__PACE,wikipedia__fa,name__fa,occupation,wikipedia__tr,name__tr,wikipedia__commons,wikipedia__sh,name__sh,identifier__BNF,name__ka,wikipedia__ka,name__zh_hans,name__zh_hk,name__zh,wikipedia__zh,identifier__IMDB,identifier__NSK,identifier__ISNI,name__da,wikipedia__da,wikipedia__es,identifier__Munzinger,name__la,name__fo,name__kl,wikipedia__la,wikipedia__nl,name__hy,name__pt,wikipedia__hy,wikipedia__pt,name__he,name__oc,name__yo,name__ms,name__gl,name__vi,name__sv,name__ar,name__sk,name__ro,name__ca,name__io,name__be,name__lmo,wikipedia__ar,wikipedia__ca,wikipedia__gl,wikipedia__he,wikipedia__hsb,wikipedia__io,wikipedia__lmo,wikipedia__ms,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__ro,wikipedia__sk,wikipedia__sv,wikipedia__vi,wikipedia__yo,name__nds,wikipedia__enwikiquote,name__cy,identifier__SUDOC,identifier__OLID,identifier__FAST,identifier__google_knowledge,identifier__nlg,website,family_name,name__en_ca,name__en_gb,facebook,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__eo,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu
Q31207069,,Жаклина Лазаревска,Zaklina Lazarevska,Zaklina Lazarevska,Zaklina Lazarevska,,,Жаклина Лазаревска,,,female,1964-11-03,,Zhaklina Llazarevska,Zaklina Lazarevska,Zaklina Lazarevska,,,,,,,Zhaklina Llazarevska,,,,,,Żaklina,,,,,,,,,,,,,,,,,,,Zaklina Lazarevska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Zaklina Lazarevska,,,,,,,,,Zaklina Lazarevska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207147,,Кети Смилеска,Keti Smileska,Keti Smileska,Keti Smileska,,,Кети Смилеска,,,female,1974-12-13,,Keti Smileska,Keti Smileska,Keti Smileska,,,,,,,Keti Smileska,,,,,,Keti,,,,,,,,,,,,,,,,,,,Keti Smileska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Keti Smileska,,,,,,,,,Keti Smileska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207150,,Мери Лазарова,Meri Lazarova,Meri Lazarova,Meri Lazarova,,,Мери Лазарова,,,female,1984-09-17,,Meri Llazarova,Meri Lazarova,Meri Lazarova,,,,,,,Meri Llazarova,,,,,,Meri,,,,,,,,,,,,,,,,,,,Meri Lazarova,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Meri Lazarova,,,,,,,,,Meri Lazarova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207158,,Милева Горгиева,Mileva Gorgieva,Mileva Gorgieva,Mileva Gorgieva,,,Милева Горгиева,,,female,1963-03-17,,Mileva Gorgieva,Mileva Gorgieva,Mileva Gorgieva,,,,,,,Mileva Gorgieva,,,,,,Mileva,,,,,,,,,,,,,,,,,,,Mileva Gorgieva,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Mileva Gorgieva,,,,,,,,,Mileva Gorgieva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207162,,Мира Стојчевска,Mira Stojchevska,Mira Stojchevska,Mira Stojchevska,,,Мира Стојчевска,,,female,1966-07-19,,Mira Stojçevska,Mira Stojchevska,Mira Stojchevska,,,,,,,Mira Stojçevska,,,,,,Mira,,,,,,,,,,,,,,,,,,,Mira Stojchevska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Mira Stojchevska,,,,,,,,,Mira Stojchevska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207167,,Славица Шуманска-Mитева,Slavica Sumanska-Miteva,Slavica Sumanska-Miteva,Slavica Sumanska-Miteva,,,Славица Шуманска-Mитева,,,female,1980-10-20,,Sllavica Shumanska-Miteva,Slavica Sumanska-Miteva,Slavica Sumanska-Miteva,,,,,,,Sllavica Shumanska-Miteva,,,,,,Slavica,,,,,,,,,,,,,,,,,,,Slavica Sumanska-Miteva,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Slavica Sumanska-Miteva,,,,,,,,,Slavica Sumanska-Miteva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207173,,Тања Ковачев,Tanja Kovachev,Tanja Kovachev,Tanja Kovachev,,,Тања Ковачев,,,female,1983-07-07,,Tanja Kovaçev,Tanja Kovachev,Tanja Kovachev,,,,,,,Tanja Kovaçev,,,,,,Tanja,,,,,,,,,,,,,,,,,,,Tanja Kovachev,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Tanja Kovachev,,,,,,,,,Tanja Kovachev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207178,,Татјана Прентовиќ,Tatjana Prentovic,Tatjana Prentovic,Tatjana Prentovic,,,Татјана Прентовиќ,,,female,1964-07-27,,Tatjana Prentoviq,Tatjana Prentovic,Tatjana Prentovic,,,,,,,Tatjana Prentoviq,,,,,,Tatjana,,,,,,,,,,,,,,,,,,,Tatjana Prentovic,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Tatjana Prentovic,,,,,,,,,Tatjana Prentovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207185,,Фросина Ташевска-Pеменски,Frosina Tashevska - Remenski,Frosina Tashevska - Remenski,Frosina Tashevska - Remenski,,,Фросина Ташевска-Pеменски,,,female,1977-02-22,,Frosina Tashevska - Remenski,Frosina Tashevska - Remenski,Frosina Tashevska - Remenski,,,,,,,Frosina Tashevska - Remenski,,,,,,,,,,,,,,,,,,,,,,,,,Frosina Tashevska - Remenski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Frosina Tashevska - Remenski,,,,,,,,,Frosina Tashevska - Remenski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207190,,Маја Морачанин,Maja Morachanin,Maja Morachanin,Maja Morachanin,,,Маја Морачанин,,,female,1970-04-14,,Maja Moraçanin,Maja Morachanin,Maja Morachanin,,,,,,,Maja Moraçanin,,,,,,Maja,,,,,,,,,,,,,,,,,,,Maja Morachanin,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Maja Morachanin,,,,,,,,,Maja Morachanin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207195,,Јулиана Николова,Juliana Nikolova,Juliana Nikolova,Juliana Nikolova,,,Јулиана Николова,,,female,1975-07-14,,Juliana Nikollova,Juliana Nikolova,Juliana Nikolova,,,,,,,Juliana Nikollova,,,,,,Juliana,,,,,,,,,,,,,,,,,,,Juliana Nikolova,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Juliana Nikolova,,,,,,,,,Juliana Nikolova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207202,,Никица Корубин,Nikica Korubin,Nikica Korubin,Nikica Korubin,,,Никица Корубин,,,female,1976-05-22,,Nikica Korubin,Nikica Korubin,Nikica Korubin,,,,,,,Nikica Korubin,,,,,,Nikica,,,,,,,,,,,,,,,,,,,Nikica Korubin,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Nikica Korubin,,,,,,,,,Nikica Korubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207215,,Ирена Стефоска,Irena Stefoska,Irena Stefoska,Irena Stefoska,,,Ирена Стефоска,,,female,1967-09-16,,Irena Stefoska,Irena Stefoska,Irena Stefoska,,,,,,,Irena Stefoska,,,,,,Irena,,,,,,,,,,,,,,,,,,,Irena Stefoska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Irena Stefoska,,,,,,,,,Irena Stefoska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31207220,,Соња Мираковска,Sonja Mirakovska,Sonja Mirakovska,Sonja Mirakovska,,,Соња Мираковска,,,female,1963-09-12,,Sonja Mirakovska,Sonja Mirakovska,Sonja Mirakovska,,,,,,,Sonja Mirakovska,,,,,,Sonja,,,,,,,,,,,,,,,,,,,Sonja Mirakovska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Sonja Mirakovska,,,,,,,,,Sonja Mirakovska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31360356,,Љубомир Јосифовски,,,,,,Љубомир Јосифовски,,Љубомир Јосифовски,,,Љубомир Јосифовски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31360843,,Самка Ибраимовски,,,,,,Самка Ибраимовски,,Самка Ибраимовски,,,Самка Ибраимовски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31360846,,Рамиз Мерко,,,,,,Рамиз Мерко,,Рамиз Мерко,,,Рамиз Мерко,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31367496,,Крсто Јовановски,Krsto Jovanovski,Krsto Jovanovski,Krsto Jovanovski,,,Крсто Јовановски,,,male,1960-03-13,,Kërsto Jovanovski,Krsto Jovanovski,Krsto Jovanovski,,,,,,,Kërsto Jovanovski,,,,,,Krsto,,,,,,,,,,,,,,,,,,,Krsto Jovanovski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Krsto Jovanovski,,,,,,,,,Krsto Jovanovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31367562,,Љубен Арнаудов,Luben Arnaudov,Luben Arnaudov,Luben Arnaudov,,,Љубен Арнаудов,,,male,1957-11-17,,Luben Arnaudov,Luben Arnaudov,Luben Arnaudov,,,,,,,Luben Arnaudov,,,,,,,,,,,,,,,,,,,,,,,,,Luben Arnaudov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Luben Arnaudov,,,,,,,,,Luben Arnaudov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31367631,,Никола Мицевски,Nikolla Micevski,Nikolla Micevski,Nikolla Micevski,,,Никола Мицевски,,,male,,,Nikolla Micevski,Nikolla Micevski,Nikolla Micevski,,,,,,,Nikolla Micevski,,,,,,Nikola,,,,,,,,,,,,,,,,,,,Nikolla Micevski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Nikolla Micevski,,,,,,,,,Nikolla Micevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31367739,,Сашо Василевски,Sasho Vasilevski,Sasho Vasilevski,Sasho Vasilevski,,,Сашо Василевски,,,male,1966-06-16,,Sasho Vasilevski,Sasho Vasilevski,Sasho Vasilevski,,,,,,,Sasho Vasilevski,,,,,,Sasho,,,,,,,,,,,,,,,,,,,Sasho Vasilevski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Sasho Vasilevski,,,,,,,,,Sasho Vasilevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31367847,,,,,,,,,,,male,,,Trajço Dimkov,,,,,,,,,Trajço Dimkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31367942,,Васил Пишев,Vasil Pishev,Vasil Pishev,Vasil Pishev,,,Васил Пишев,,,male,1965-04-22,,Vasil Pishev,Vasil Pishev,Vasil Pishev,,,,,,,Vasil Pishev,,,,,,Vasil,,,,,,,,,,,,,,,,,,,Vasil Pishev,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Vasil Pishev,,,,,,,,,Vasil Pishev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31368035,,Зоран Илиоски,Zoran Ilioski,Zoran Ilioski,Zoran Ilioski,,,Зоран Илиоски,,,male,1962-10-28,,Zoran Ilioski,Zoran Ilioski,Zoran Ilioski,,,,,,,Zoran Ilioski,,,,,,Zoran,,,,,,,,,,,,,,,,,,,Zoran Ilioski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Zoran Ilioski,,,,,,,,,Zoran Ilioski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31368120,,Зоран Ѓорѓиевски,Zoran Gjorgjievski,Zoran Gjorgjievski,Zoran Gjorgjievski,,,Зоран Ѓорѓиевски,,,male,1958-11-18,,Zoran Gjorgjievski,Zoran Gjorgjievski,Zoran Gjorgjievski,,,,,,,Zoran Gjorgjievski,,,,,,Zoran,,,,,,,,,,,,,,,,,,,Zoran Gjorgjievski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Zoran Gjorgjievski,,,,,,,,,Zoran Gjorgjievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31368221,,Владимир Ѓорчев,Vladimir Gjorchev,Vladimir Gjorchev,Vladimir Gjorchev,,,Владимир Ѓорчев,,,male,1978-08-31,,Vlladimir Gjorçev,Vladimir Gjorchev,Vladimir Gjorchev,,,,,,,Vlladimir Gjorçev,,,,,,Vladimir,,,,,,,,,,,,,,,,,,,Vladimir Gjorchev,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Vladimir Gjorchev,,,,,,,,,Vladimir Gjorchev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31376527,,Ванковер Манчев,Vankover Mancev,Vankover Mancev,Vankover Mancev,,,Ванковер Манчев,,,male,1980-03-16,,Vankover Mançev,Vankover Mancev,Vankover Mancev,,,,,,,Vankover Mançev,,,,,,,,,,,,,,,,,,,,,,,,,Vankover Mancev,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Vankover Mancev,,,,,,,,,Vankover Mancev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31454550,,Томислав Тунтев,Tomislav Tuntev,Tomislav Tuntev,Tomislav Tuntev,,,Томислав Тунтев,,,male,1966-07-07,,Tomisllav Tuntev,Tomislav Tuntev,Tomislav Tuntev,,,,,,,Tomisllav Tuntev,,,,,,Tomislav,,,,,,,,,,,,,,,,,,,Tomislav Tuntev,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Tomislav Tuntev,,,,,,,,,Tomislav Tuntev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31454567,,Јован Митрески,Jovan Mitreski,Jovan Mitreski,Jovan Mitreski,,,Јован Митрески,,,male,1980-11-20,,Jovan Mitreski,Jovan Mitreski,Jovan Mitreski,,,,,,,Jovan Mitreski,,,,,,Jovan,,,,,,,,,,,,,,,,,,,Jovan Mitreski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Jovan Mitreski,,,,,,,,,Jovan Mitreski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31454584,,Александар Кирацовски,Aleksandar Kiracovski,Aleksandar Kiracovski,Aleksandar Kiracovski,,,Александар Кирацовски,,,male,1983-02-23,,Aleksandar Kiracovski,Aleksandar Kiracovski,Aleksandar Kiracovski,,,,,,,Aleksandar Kiracovski,,,,,,Aleksandar,,,,,,,,,,,,,,,,,,,Aleksandar Kiracovski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Aleksandar Kiracovski,,,,,,,,,Aleksandar Kiracovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31454597,,Бетиан Китев,Betian Kitev,Betian Kitev,Betian Kitev,,,Бетиан Китев,,,male,1985-06-23,,Betian Kitev,Betian Kitev,Betian Kitev,,,,,,,Betian Kitev,,,,,,,,,,,,,,,,,,,,,,,,,Betian Kitev,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Betian Kitev,,,,,,,,,Betian Kitev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31454648,,Благој Бочварски,Blagoj Bocvarski,Blagoj Bocvarski,Blagoj Bocvarski,,,Благој Бочварски,,,male,1985-01-09,,Bllagoj Boçvarski,Blagoj Bocvarski,Blagoj Bocvarski,,,,,,,Bllagoj Boçvarski,,,,,,Blagoj,,,,,,,,,,,,,,,,,,,Blagoj Bocvarski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Blagoj Bocvarski,,,,,,,,,Blagoj Bocvarski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31454663,,Благојче Трпевски,Blagojce Trpevski,Blagojce Trpevski,Blagojce Trpevski,,,Благојче Трпевски,,,male,1965-09-11,,Bllagojçe Tërpevski,Blagojce Trpevski,Blagojce Trpevski,,,,,,,Bllagojçe Tërpevski,,,,,,,,,,,,,,,,,,,,,,,,,Blagojce Trpevski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Blagojce Trpevski,,,,,,,,,Blagojce Trpevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31454681,,Васко Ковачевски,Vasko Kovacevski,Vasko Kovacevski,Vasko Kovacevski,,,Васко Ковачевски,,,male,1969-07-06,,Vasko Kovaçevski,Vasko Kovacevski,Vasko Kovacevski,,,,,,,Vasko Kovaçevski,,,,,,,,,,,,,,,,,,,,,,,,,Vasko Kovacevski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Vasko Kovacevski,,,,,,,,,Vasko Kovacevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31454699,,Диме Велковски,Dime Velkovski,Dime Velkovski,Dime Velkovski,,,Диме Велковски,,,male,1973-12-03,,Dime Velkovski,Dime Velkovski,Dime Velkovski,,,,,,,Dime Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,Dime Velkovski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Dime Velkovski,,,,,,,,,Dime Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3400921,Неджати Якупи,Неџати Јакупи,,,,Nedzjati Jakupi,Nedzjati Jakupi,Неџати Јакупи,Неджати Якупи,Неџати Јакупи,male,1973-07-10,,,,,,"Якупи, Неджати",,,,"Якупи, Неджати",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3402934,Елизабета Канческа-Милевска,Елизабета Канческа Милевска,Elizabeta Kancheska-Milevska,Elizabeta Kancheska-Milevska,Elizabeta Kancheska-Milevska,,,Елизабета Канческа Милевска,Елизабета Канческа-Милевска,Елизабета Канческа Милевска,female,1970-06-30,,Elizabeta Kançeska-Milevska,Elizabeta Kancheska-Milevska,Elizabeta Kancheska-Milevska,,"Канческая Милевская, Елизабета",,,,"Канческая Милевская, Елизабета",Elizabeta Kançeska-Milevska,,,,,,Emilia,,,Елизабета Канческа Милевска,Елизабета Канческа Милевска,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/01/Reeker_i_Kančeska.jpg,,,,,,,,,Elizabeta Kancheska-Milevska,,,,,,,,,,,,,,,,,,,,,politician,,,Category:Elizabeta Kančeska - Milevska,,,,,,,,,,,,,,,,,,,,,,,Elizabeta Kancheska-Milevska,,,,,,,,,Elizabeta Kancheska-Milevska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3403101,Павле Траянов,Павле Трајанов,,Pavle Trajanov,,Pavle Trajanov,Pavle Trajanov,Павле Трајанов,Павле Траянов,Павле Трајанов,male,1952-12-25,Павле Трајанов,,,,,"Траянов, Павле",,,,"Траянов, Павле",,,,,,,,Pavle Trajanov,Pavle Trajanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
