id,name__es,name__en,name__nl,name__fr,name__hu,name,wikipedia__es,gender,birth_date,given_name,original_wikiname,name__it,image,name__de,wikipedia__en,identifier__ISNI,identifier__VIAF,identifier__SUDOC,death_date,identifier__FAST,name__cy,identifier__GND,identifier__LCAuth,name__nb,name__da,name__nn,name__sv,name__ru,name__ca,name__gl,second_surname,name__pl,name__mg,wikipedia__mg,wikipedia__pl,wikipedia__de,wikipedia__ru,wikipedia__fr,name__zh_hant,name__zh_cn,name__tr,name__zh,wikipedia__trwikiquote,identifier__freebase,wikipedia__it,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__eu,name__wa,name__ko,name__he,name__oc,name__lv,name__ja,name__scn,name__pt,name__eo,name__fi,name__uk,name__la,name__cs,name__bg,name__fa,name__ksh,name__lt,name__tl,wikipedia__bg,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__ksh,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__scn,wikipedia__simple,wikipedia__sv,wikipedia__tl,wikipedia__uk,wikipedia__wa,wikipedia__zh,identifier__BNF,identifier__NDL,identifier__SBN_it,identifier__NTA,family_name,name__nov,wikipedia__nov,website,twitter,facebook,name__en_ca,name__en_gb,name__sk,name__et,wikipedia__et,identifier__GTAA,name__qu,name__gd,name__be,name__af,name__yo,name__id,name__sq,name__vi,name__el,name__ar,name__sr_el,name__sr_ec,name__be_tarask,name__io,name__gv,name__sr,name__ro,name__az,name__sco,wikipedia__af,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__el,wikipedia__gd,wikipedia__gl,wikipedia__gv,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__sq,wikipedia__sr,wikipedia__tr,wikipedia__vi,wikipedia__yo,identifier__IMDB,identifier__NKC,identifier__CANTIC,identifier__Munzinger,identifier__CSPAN,identifier__OLID,identifier__BNE,instagram,name__de_ch,name__pt_br,identifier__NNDB,linkedin,occupation,identifier__google_plus,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wo,name__zu,identifier__nlg,identifier__snac,wikipedia__fawikiquote,wikipedia__eswikinews,identifier__TED,identifier__Britannica,identifier__PTBNP,identifier__SELIBR,wikipedia__plwikiquote,wikipedia__eswikisource,name__sl,identifier__bigenc_ru,identifier__CiNii,pseudonym,identifier__youtube,wikipedia__ast,name__hy,wikipedia__hy,identifier__goodreads,wikipedia__lb,wikipedia__zh_yue,name__yue,identifier__BVMC,identifier__BIBSYS,identifier__BAV,identifier__N6I,wikipedia__ruwikinews,wikipedia__tt,name__tt,identifier__NLP,honorific_prefix
Q29204228,,Honorio Miguel Henríquez Pinedo,Honorio Miguel Henríquez Pinedo,,,Honorio Miguel Henríquez Pinedo,,male,,Honorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29204293,,Carlos Felipe Mejía Mejía,Carlos Felipe Mejía Mejía,,,Carlos Felipe Mejía Mejía,,male,,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3045986,Marco Fidel Suárez,Marco Fidel Suárez,Marco Fidel Suárez,Marco Fidel Suárez,Marco Fidel Suárez,Marco Fidel Suárez,Marco Fidel Suárez,male,1855-04-23,Marco,,,https://upload.wikimedia.org/wikipedia/commons/a/a9/Marco_Fidel_Suárez.jpg,Marco Fidel Suárez,Marco Fidel Suárez,0000 0001 0880 460X,24914897,061496448,1927-04-03,310022,,,no92022950,Marco Fidel Suárez,Marco Fidel Suárez,Marco Fidel Suárez,Marco Fidel Suárez,Марко Фидель Суарес,,,,Marco Fidel Suárez,,,Marco Fidel Suárez,,,Marco Fidel Suárez,,,,,,/m/03dd31,,,,,,,,,,,,,,Marco Fidel Suárez,,,,Marcus Fidel Suárez,,,,,,,,,Category:Marco Fidel Suárez,,,,,,,Marco Fidel Suárez,,,,,,,,,Marcus Fidel Suárez,,,,,,Marco Fidel Suárez,,,,,,,,15552728j,,,120008165,,,,,,,,,,,,,,Marco Fidel Suárez,,,Marco Fidel Suárez,,,,,ماركو فيديل سواريس,,,,,,,,,,,ماركو فيديل سواريس,,,,,Marco Fidel Suárez,,,,,,,,,,,,,Marco Fidel Suárez,,,,,,OL76078A,XX1603416,,,,,,statesperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marco Fidel Suárez,,,,,,,,,,,,,,,,,,,,
Q3046401,Luis Carlos Galán,Luis Carlos Galán Sarmiento,Luis Carlos Galán,Luis Carlos Galán,Luis Carlos Galán,Luis Carlos Galán,Luis Carlos Galán,male,1943-09-29,Luis,,Luis Carlos Galán,https://upload.wikimedia.org/wikipedia/commons/2/20/LuisCarlosGalan_RodrigoLaraBonilla_NancyRestrepodeLara.jpg,Luis Carlos Galán,Luis Carlos Galán,0000 0000 8124 2837,45653764,,1989-08-18,99338,,,n82127898,Luis Carlos Galán,Luis Carlos Galán,Luis Carlos Galán,Luis Carlos Galán,"Галан, Луис Карлос",Luis Carlos Galán Sarmiento,,,,,,,Luis Carlos Galán,"Галан, Луис Карлос",Luis Carlos Galán,,,,,,/m/03nsxw,Luis Carlos Galán,,,,,,,,לואיס קרלוס גלאן,,,ルイス・カルロス・ガラン,,Luis Carlos Galán,,,,,,,,,,,,Luis Carlos Galán Sarmiento,Category:Luis Carlos Galán,,,,,,,Luis Galán,,,,לואיס קרלוס גלאן,,ルイス・カルロス・ガラン・サルミエント,,,,,,Luis Carlos Galán,,,Luis Carlos Galán,,Luis Carlos Galán,,,,,,,,,13191250X,,,,,,,,,,Luis Carlos Galán,Luis Carlos Galán,100667,,,,,,,,,,لويس كارلوس غالان,,,,,,,,,,,لويس كارلوس غالان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Carlos Galán,,,,,,,,,,,,,,,,,,,,
Q3183832,Jorge Géchem Turbay,Jorge Géchem Turbay,,Jorge Géchem Turbay,,Jorge Géchem Turbay,Jorge Géchem Turbay,male,1951,Jorge,,,https://upload.wikimedia.org/wikipedia/commons/d/dd/Jorge_Eduardo_Géchem.jpg,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Géchem Turbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Géchem Turbay,,,,,,,,,,,,,,,,,,,,
Q326405,Horacio Serpa,Horacio Serpa,Horacio Serpa,Horacio Serpa Uribe,Horacio Serpa,Horacio Serpa,Horacio Serpa,male,1943-01-03,Horacio,,,https://upload.wikimedia.org/wikipedia/commons/6/6f/HoracioSerpa.png,Horacio Serpa,Horacio Serpa,,,,,,,,,,,,,,,,,,,,,Horacio Serpa,,Horacio Serpa Uribe,,,,,,/m/0dfm5q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serpa,,,,HoracioSerpa,HoracioSerpaUribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horacioserpa,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horacio Serpa,,,,,,,,,,,,,,,,,,,,
Q3266656,Luis Eladio Pérez,Luis Eladio Pérez,Luis Eladio Pérez,Luis Eladio Pérez,Luis Eladio Pérez,Luis Eladio Pérez,Luis Eladio Pérez,male,1953,Luis,,,https://upload.wikimedia.org/wikipedia/commons/c/c9/Luis_Eladio_Pérez_junto_a_su_familia_luego_de_su_liberación.jpg,,Luis Eladio Pérez,,51466544,,,,,,,,,,,,,,,,Luis Eladio Pérez,Luis Eladio Pérez,,,,Luis Eladio Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Eladio Pérez,,,,,,,,,,,,,,,,,,,,
Q3479645,Sergio Arboleda,Sergio Arboleda,Sergio Arboleda,Sergio Arboleda,Sergio Arboleda,Sergio Arboleda,Sergio Arboleda,male,1822-10-11,Sergio,,,,,,0000 0000 6631 6295,70682555,077594940,1888-06-18,398924,,,n97104509,,,,,,,,,,,,,,,Sergio Arboleda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Arboleda,,,,,,,,,,,,,,,,,,,,,,,,,,184891345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL186805A,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Arboleda,,,,,,,,,,,,,,,,,,,,
Q4025161,Álvaro Araújo Castro,Álvaro Araújo Castro,Álvaro Araújo Castro,Álvaro Araújo,Álvaro Araújo Castro,Álvaro Araújo Castro,Álvaro Araújo Castro,male,1967-11-07,Álvaro,,Álvaro Araújo,,Álvaro Araújo Castro,Álvaro Araújo Castro,,,,,,,,,Álvaro Araújo Castro,Álvaro Araújo Castro,Álvaro Araújo Castro,Álvaro Araújo Castro,,,,Castro,,,,,,,,,,,,,/m/02pjc25,Álvaro Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Álvaro Araújo Castro,,,,,,,,,,,,,,,,,,,,
Q4208745,Rodrigo Lloreda Caicedo,Rodrigo Hernan Lloreda Caicedo,Rodrigo Hernán Lloreda Caicedo,Rodrigo Lloreda Caicedo,Rodrigo Lloreda Caicedo,Rodrigo Lloreda Caicedo,Rodrigo Lloreda Caicedo,male,1942-09-02,Rodrigo,,,,Rodrigo Hernan Lloreda Caicedo,Rodrigo Hernán Lloreda Caicedo,0000 0000 2607 6602,8754247,,2000-02-04,,,1056614668,n83022414,,,,,"Кайседо, Родриго Льореда",,,,,,,,Rodrigo Lloreda Caicedo,"Кайседо, Родриго Льореда",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodrigo Lloreda Caicedo,,,,,,,,,,,,,,,,,,,,
Q42685476,Manuel Virgüez,Manuel Virgüez,,,,Manuel Virgüez,Manuel Virgüez,male,1969-05-10,Manuel,,,https://upload.wikimedia.org/wikipedia/commons/c/c0/ManuelVirguez.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Virgüez,,,,,,,,,,,,,,,,,,,,
Q457148,Piedad Córdoba,Piedad Córdoba,Piedad Córdoba,Piedad Córdoba,Piedad Córdoba,Piedad Córdoba,Piedad Córdoba,female,1955-01-25,,,,https://upload.wikimedia.org/wikipedia/commons/8/87/Piedad-Cordoba-3.jpg,Piedad Córdoba,Piedad Córdoba,,,,,,,,,Piedad Córdoba,,,,,Piedad Córdoba,Piedad Córdoba,,,,,,Piedad Córdoba,,Piedad Córdoba,,,,,,/m/03d3hkq,,,,,,,,,,,,,,Piedad Córdoba,,Piedad Córdoba,,,,,,,,,,Piedad Córdoba,,,,,,,,Piedad Córdoba,,,Piedad Córdoba,,,,,,,,,,Piedad Córdoba,,Piedad Córdoba,,,,,,,,,,,,,,,,piedadcordoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piedad Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Categoría:Piedad Córdoba,,,,,,,Piedad Córdoba,,,,,,,,,,,,,,,,,,,,
Q4722052,Alfonso Lizarazo,Alfonso Lizarazo,Alfonso Lizarazo,Alfonso Lizarazo,,Alfonso Lizarazo,Alfonso Lizarazo,male,1940-12-29,Alfonso,,,,Alfonso Lizarazo,Alfonso Lizarazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,police officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfonso Lizarazo,,,,,,,,,,,,,,,,,,,,
Q4722056,Alfonso López Caballero,Alfonso López Caballero,Alfonso López Caballero,Alfonso López Caballero,Alfonso López Caballero,Alfonso López Caballero,Alfonso López Caballero,male,1944-08-17,Alfonso,,,,Alfonso López Caballero,Alfonso López Caballero,,,,,,,,,,,,,Альфонсо Лопес Кабальеро,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,López,,,,,,,,,,,,,,,,,,,,,ألفونسو لوبيز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfonso López Caballero,,,,,,,,,,,,,,,,,,,,
Q4753277,Ancízar López,Ancízar López López,Ancízar López López,Ancízar López,Ancízar López,Ancízar López,Ancízar López,male,1926-05-25,A.,,,,Ancízar López López,Ancízar López López,,,,2005,,,,,,,,,,,,López,,,,,,,,,,,,,,,,,,,,,,,,,アンシサル・ロペス・ロペス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ancízar López,,,,,,,,,,,,,,,,,,,,
Q4776830,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,male,1948-07-09,Antonio,,Antonio Navarro Wolff,https://upload.wikimedia.org/wikipedia/commons/1/15/Antonio_Navarro.jpg,Antonio Navarro Wolff,Antonio Navarro Wolff,0000 0000 4882 8772,34191846,,,1619129,Antonio Navarro Wolff,,no2005070859,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,,Antonio Navarro Wolff,Antonio Navarro Wolff,Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,,,,,,,Antonio Navarro Wolff,,,,,,,,,Antonio Navarro Wolff,Antonio Navarro Wolff,,,Antonio Navarro Wolff,Antonio Navarro Wolff,,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,,,Antonio Navarro Wolff,,,,Antonio Navarro Wolff,,,,Category:Antonio Navarro Wolff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293903611,Navarro,,,http://www.antonionavarrow.com/,navarrowolff,navarrowolffantonio,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,,,,Antonio Navarro Wolff,,Antonio Navarro Wolff,,Antonio Navarro Wolff,,Antonio Navarro Wolff,,,,,,Antonio Navarro Wolff,,,Antonio Navarro Wolff,,Antonio Navarro Wolff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Navarro Wolff,Antonio Navarro Wolff,,,,,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,Antonio Navarro Wolff,,,,,,,,,,,Antonio Navarro Wolff,,,,UCxa8WVm70kjqEp-ziyep-jw,,,,,,,,,,,,,,,,
Q4801717,Arturo Char,Arturo Char,Arturo Char Chaljub,Arturo Char,Arturo Char,Arturo Char,Arturo Char,male,1967-11-05,Arturo,,,,Arturo Char Chaljub,Arturo Char Chaljub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arturo Char,,,,,,,,,,,,,,,,,,,,
Q4895490,Bertha Hernández de Ospina,Bertha Hernández Fernández,Bertha Hernández Fernández,Bertha Hernández de Ospina,Bertha Hernández de Ospina,Bertha Hernández de Ospina,Bertha Hernández de Ospina,female,1907-04-17,Bertha,,Bertha Hernández,,Bertha Hernández Fernández,Bertha Hernández Fernández,0000 0000 2242 8156,16016979,,1993-09-11,16888,Bertha Hernández,,n50049654,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Берта Эрнандес Фернандес,Bertha Hernández,Bertha Hernández,Fernández,Bertha Hernández,Bertha Hernández,,,,,,,,Bertha Hernández,,,,,,,,,Bertha Hernández,Bertha Hernández,,,Bertha Hernández,Bertha Hernández,,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,,,Bertha Hernández,,,,Bertha Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hernández,,,,,,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,,,,Bertha Hernández,,Bertha Hernández,,Bertha Hernández,,Bertha Hernández,,,,,,Bertha Hernández,,,Bertha Hernández,,Bertha Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertha Hernández,Bertha Hernández,,,writer,,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,Bertha Hernández,,,,,,,,,,,Bertha Hernández de Ospina,,,,,,,,,,,,,,,,,,,,
Q4968512,Luis Alfredo Ramos,Luis Alfredo Ramos,Luis Alfredo Ramos,Luis Alfredo Ramos,Luis Alfredo Ramos,Luis Alfredo Ramos,Luis Alfredo Ramos,male,1948-04-19,Luis,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/Ramos.PNG,Luis Alfredo Ramos,Luis Alfredo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Alfredo Ramos Botero,,,,,,,,,,,,Category:Luis Alfredo Ramos,,,,,,Luis Alfredo Ramos Botero,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Alfredo Ramos,,,,,,,,,,,,,,,,,,,,
Q5041681,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,male,1967-11-12,Carlos,,Carlos Alberto Baena,https://upload.wikimedia.org/wikipedia/commons/6/65/Carlos_Alberto_Baena_López.jpg,Carlos Alberto Baena,Carlos Alberto Baena,,,,,,Carlos Alberto Baena,,,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,,Carlos Alberto Baena,Carlos Alberto Baena,López,Carlos Alberto Baena,Carlos Alberto Baena,,,,,,,,Carlos Alberto Baena,,,,,,,,,Carlos Alberto Baena,Carlos Alberto Baena,,,Carlos Alberto Baena,Carlos Alberto Baena,,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,,,Carlos Alberto Baena,,,,Carlos Alberto Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baena,,,,,,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,,,,Carlos Alberto Baena,,Carlos Alberto Baena,,Carlos Alberto Baena,,Carlos Alberto Baena,,,,,,Carlos Alberto Baena,,,Carlos Alberto Baena,,Carlos Alberto Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Alberto Baena,Carlos Alberto Baena,,,politician,,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,Carlos Alberto Baena,,,,,,,,,,,Carlos Alberto Baena,,,,,,,,,,,,,,,,,,,,
Q50676229,Feliciano Valencia,Feliciano Valencia Medina,Feliciano Valencia Medina,,,Feliciano Valencia,Feliciano Valencia,male,1955,,,,,,,,,,,,,,,,,,,,Feliciano Valencia Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feliciano Valencia Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q507869,Armando Benedetti,Armando Benedetti,Armando Benedetti,Armando Benedetti,Armando Benedetti,Armando Benedetti,Armando Benedetti,male,1962-08-29,Armando,,,https://upload.wikimedia.org/wikipedia/commons/8/87/Armando_Benedetti.jpg,Armando Benedetti,Armando Benedetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/03gr73z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benedetti,,,http://www.armandobenedetti.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armando Benedetti,,,,,,,,,,,,,,,,,,,,
Q51055683,Bernardo Gaitán Mahecha,Bernardo Gaitán Mahecha,,Bernardo Gaitán Mahecha,,Bernardo Gaitán Mahecha,Bernardo Gaitán Mahecha,male,1924-07-17,Bernardo,,,,,,0000 0000 3010 8902,3788293,165284684,2018-03-23,,,156596695,n81007042,,,,,,Bernardo Gaitán Mahecha,,Mahecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133603938,Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
