id,name__en,name__fr,name__de,name__ru,name__es,name__nl,name__nb,name__da,name__nn,name__sv,name__zh,name__cy,name__hu,name,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__ru,wikipedia__zh,gender,birth_date,death_date,given_name,original_wikiname,name__it,name__sw,name__ka,wikipedia__ka,wikipedia__sw,image,name__en_ca,name__en_gb,name__pl,name__tr,name__ro,name__yo,name__fi,name__et,name__id,name__ja,name__el,name__ca,name__oc,name__sr,name__pt,name__ko,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__yo,identifier__freebase,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__hr,wikipedia__hr,identifier__ISNI,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,identifier__NTA,name__la,name__eo,name__hi,name__de_ch,name__lb,name__vi,name__be,wikipedia__be,wikipedia__enwikiquote,wikipedia__eo,wikipedia__hi,wikipedia__la,wikipedia__lb,wikipedia__vi,twitter,website,wikipedia__commons,name__mg,wikipedia__mg,name__is,wikipedia__is,name__ml,wikipedia__ml,wikipedia__simple,wikipedia__fy,name__fy,name__eu,identifier__google_plus,occupation,identifier__GND,wikipedia__nn,wikipedia__uk,name__uk,wikipedia__ur,name__ur,wikipedia__ca,wikipedia__he,identifier__quora,name__he,wikipedia__ig,wikipedia__cawikiquote,wikipedia__nl,name__ig,name__fo,name__se,name__sje,name__sma,name__smj,family_name,name__gl,identifier__GTAA,identifier__MusicBrainz,name__nds,name__br,name__rw,name__ar,name__cs,name__io,name__mr,name__lt,name__fa,name__sco,name__ia,wikipedia__ar,wikipedia__br,wikipedia__cs,wikipedia__cy,wikipedia__fa,wikipedia__ia,wikipedia__io,wikipedia__lt,wikipedia__mr,wikipedia__rw,wikipedia__sco,identifier__IMDB,identifier__FAST,identifier__Britannica,identifier__snac,facebook,identifier__NLAtrove,identifier__OLID,identifier__BNF,wikipedia__nds,wikipedia__gl,identifier__SELIBR,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sr_el,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__sl,name__bn,identifier__GNC,wikipedia__ast,wikipedia__itwikiquote,identifier__Munzinger,identifier__NKC
Q46968282,Makame Foum,,,,,Makame Foum,,,,,,,,Makame Foum,,,,,,male,1972-02-05,,,,,Makame Mashaka Foum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makame Foum,,,,,,
Q46969942,Janeth Massaburi,,,,,Janeth Massaburi,,,,,,,,Janeth Massaburi,,,,,,female,,,,,,Janeth Maurice Massaburi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janeth Massaburi,,,,,,
Q46973475,Alfredina Kahigi,,,,,Alfredina Kahigi,,,,,,,,Alfredina Kahigi,,,,,,female,1956-01-19,,,,,Alfredina Apolinary Kahigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfredina Kahigi,,,,,,
Q46973521,Kiza Mayeye,,,,,Kiza Mayeye,,,,,,,,Kiza Mayeye,,,,,,female,1986-11-29,,,,,Kiza Hussein Mayeye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiza Mayeye,,,,,,
Q46973623,Rehema Migilla,,,,,Rehema Migilla,,,,,,,,Rehema Migilla,,,,,,female,1977-02-22,,,,,Rehema Juma Migilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rehema Migilla,,,,,,
Q46973695,Rukia Kassim,,,,,Rukia Kassim,,,,,,,,Rukia Kassim,,,,,,female,1964-01-01,,,,,Rukia Ahmed Kassim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rukia Kassim,,,,,,
Q46973733,Shamsia Mtamba,,,,,Shamsia Mtamba,,,,,,,,Shamsia Mtamba,,,,,,female,1986-07-05,,,,,Shamsia Aziz Mtamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shamsia Mtamba,,,,,,
Q46973768,Sonia Magogo,,,,,Sonia Magogo,,,,,,,,Sonia Magogo,,,,,,female,1979-05-09,,Sonia,,,Sonia Jumaa Magogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonia Magogo,,,,,,
Q46973799,Zainab Amir,,,,,Zainab Amir,,,,,,,,Zainab Amir,,,,,,female,1970-01-11,,Zainab,,,Zainab Mndolwa Amir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Amir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zainab Amir,,,,,,
Q4699150,Aisha Omar Kigoda,Aisha Omar Kigoda,Aisha Omar Kigoda,,,Aisha Omar Kigoda,Aisha Omar Kigoda,Aisha Omar Kigoda,Aisha Omar Kigoda,Aisha Omar Kigoda,,,,Aisha Omar Kigoda,,Aisha Omar Kigoda,,,,female,1955-12-26,,Aisha,,,Aisha Omar Kigoda,,,Aisha Omar Kigoda,,,,,,,,,,,,,Aisha Omar Kigoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aisha Omar Kigoda,,,,,,,,,politician,,,,,,,,,,,,,,,Aisha Omar Kigoda,Aisha Omar Kigoda,Aisha Omar Kigoda,Aisha Omar Kigoda,Aisha Omar Kigoda,Kigoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aisha Omar Kigoda,,,,,,
Q4703254,Al-Shymaa Kway-Geer,Al-Shymaa Kway-Geer,,,,Al-Shymaa Kway-Geer,,,,,,,,Al-Shymaa Kway-Geer,,Al-Shymaa Kway-Geer,Al-Shymaa Kway-Geer,,,female,1960,,,,Al-Shymaa Kway-Geer,Al-Shymaa Kway-Geer,,,Al-Shymaa Kway-Geer,,,,Al-Shaymaa Kwegyir,,,,,,,,,,Al-Shymaa Kway-Geer,,,,,,,,,,,,,,Al-Shaymaa Kwegyir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al-Shymaa Kway-Geer,,,,,,
Q4724837,Ali Haji Ali,Ali Haji Ali,Ali Haji Ali,Али Али,,Ali Haji Ali,Ali Haji Ali,Ali Haji Ali,Ali Haji Ali,Ali Haji Ali,,,,Ali Haji Ali,,Ali Haji Ali,,,,male,1948-04-07,,Ali,,Ali Alì,Ali Haji Ali,,,Ali Haji Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 2679 2254,38304833,,,,,,,,,,,,,,,,,,,,,,,Ali Haji Ali,,,,,,,,,politician,,,,,,,,,,,,,,,Ali Haji Ali,Ali Haji Ali,Ali Haji Ali,Ali Haji Ali,Ali Haji Ali,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Haji Ali,,,,,,
Q4724920,Ali Juma Haji,Ali Juma Haji,Ali Juma Haji,,,Ali Juma Haji,Ali Juma Haji,Ali Juma Haji,Ali Juma Haji,Ali Juma Haji,,,,Ali Juma Haji,,Ali Juma Haji,,,,male,,,Ali,Ali Juma Haji,,Ali Juma Haji,,,Ali Juma Haji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Juma Haji,,,,,,
Q4725243,Ali Tarab Ali,Ali Tarab Ali,Ali Tarab Ali,Али Али,,Ali Tarab Ali,Ali Tarab Ali,Ali Tarab Ali,Ali Tarab Ali,Ali Tarab Ali,,,,Ali Tarab Ali,,Ali Tarab Ali,,,,male,1947-07-20,,Ali,,Ali Alì,Ali Tarab Ali,,,Ali Tarab Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Tarab Ali,,,,,,,,,politician,,,,,,,,,,,,,,,Ali Tarab Ali,Ali Tarab Ali,Ali Tarab Ali,Ali Tarab Ali,Ali Tarab Ali,Ali,,,,,,,علي طرب علي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Tarab Ali,,,,,,
Q4739855,Amani W. A. Kabourou,Amani W. A. Kabourou,,,Amani W. A. Kabourou,Amani W. A. Kabourou,,,,,,,Amani W. A. Kabourou,Amani W. A. Kabourou,,Amani W. A. Kabourou,,,,male,1949-05-23,2018-03-06,Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3273 1837,16442430,n93080540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amani W. A. Kabourou,,,,,,
Q4742070,Ame Pandu Ame,Ame Pandu Ame,Ame Pandu Ame,,,Ame Pandu Ame,Ame Pandu Ame,Ame Pandu Ame,Ame Pandu Ame,Ame Pandu Ame,,,,Ame Pandu Ame,,Ame Pandu Ame,,,,male,1963-01-01,,Ame,,,Ame Pandu Ame,,,Ame Pandu Ame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ame Pandu Ame,,,,,,,,,politician,,,,,,,,,,,,,,,Ame Pandu Ame,Ame Pandu Ame,Ame Pandu Ame,Ame Pandu Ame,Ame Pandu Ame,Ame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ame Pandu Ame,,,,,,
Q4742159,Ameir Ali Ameir,Ameir Ali Ameir,Ameir Ali Ameir,,,Ameir Ali Ameir,Ameir Ali Ameir,Ameir Ali Ameir,Ameir Ali Ameir,Ameir Ali Ameir,,,,Ameir Ali Ameir,,Ameir Ali Ameir,,,,male,1961-09-23,,Ameir,,,Ameir Ali Ameir,,,Ameir Ali Ameir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ameir Ali Ameir,,,,,,,,,politician,,,,,,,,,,,,,,,Ameir Ali Ameir,Ameir Ali Ameir,Ameir Ali Ameir,Ameir Ali Ameir,Ameir Ali Ameir,Ameir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ameir Ali Ameir,,,,,,
Q4756599,Andrew Chenge,Andrew Chenge,Andrew Chenge,,,Andrew Chenge,Andrew John Chenge,Andrew John Chenge,Andrew John Chenge,Andrew John Chenge,,,,Andrew Chenge,,Andrew Chenge,,,,male,1947-12-24,,Andrew,Andrew Chenge,,Andrew John Chenge,,,Andrew Chenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew John Chenge,,,,,,,,,politician,,,,,,,,,,,,,,,Andrew John Chenge,Andrew John Chenge,Andrew John Chenge,Andrew John Chenge,Andrew John Chenge,Chenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Chenge,,,,,,
Q4764431,Ania Said Chaurembo,Ania Said Chaurembo,Ania Said Chaurembo,,,Ania Said Chaurembo,Ania Said Chaurembo,Ania Said Chaurembo,Ania Said Chaurembo,Ania Said Chaurembo,,,,Ania Said Chaurembo,,Ania Said Chaurembo,,,,female,1954-04-03,,Ania,,,Ania Said Chaurembo,,,Ania Said Chaurembo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ania Said Chaurembo,,,,,,,,,politician,,,,,,,,,,,,,,,Ania Said Chaurembo,Ania Said Chaurembo,Ania Said Chaurembo,Ania Said Chaurembo,Ania Said Chaurembo,Chaurembo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ania Said Chaurembo,,,,,,
Q4768588,Anne Makinda,Anne Makinda,Anne Makinda,,Anne Makinda,Anne Makinda,Anna Makinda,Anna Makinda,Anna Makinda,Anna Makinda,,,,Anne Makinda,,Anne Makinda,Anne Makinda,,,female,1949-07-26,,Anne,Anne Makinda,Anne Makinda,Anna Makinda,,,Anna Makinda,https://upload.wikimedia.org/wikipedia/commons/5/58/Anne_Makinda.jpg,,,Anne Makinda,,,,,,,,,,Anne Makinda,,Anne Makinda,,,,,,,,,,,,,,,,,,,/m/0fpjjh1,,,,,,,,,0000 0003 8877 3851,281985517,,,336575742,,,,,,,,,,,,,,,,http://www.annemakinda.com,Category:Anne Makinda,,,Anna Semamba Makinda,,,,,,,,,politician,,,,,,,,,,,,,,,Anna Semamba Makinda,Anna Semamba Makinda,Anna Semamba Makinda,Anna Semamba Makinda,Anna Semamba Makinda,Makinda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne Makinda,,,,,,
Q4804509,Asha Jecha,Asha Mshimba Jecha,Asha Mshimba Jecha,,,Asha Mshimba Jecha,Asha Mshimba Jecha,Asha Mshimba Jecha,Asha Mshimba Jecha,Asha Mshimba Jecha,,,,Asha Jecha,,Asha Mshimba Jecha,,,,female,1962-06-26,,Asha,,,Asha Mshimba Jecha,,,Asha Mshimba Jecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asha Mshimba Jecha,,,,,,,,,politician,,,,,,,,,,,,,,,Asha Mshimba Jecha,Asha Mshimba Jecha,Asha Mshimba Jecha,Asha Mshimba Jecha,Asha Mshimba Jecha,Jecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asha Mshimba Jecha,,,,,,
Q4815692,Athumani Saidi Mwinshehe Janguo,Athumani S. Janguo,,,Athumani S. Janguo,Athumani S. Janguo,Athumani Saidi Mwinshehe Janguo,Athumani Saidi Mwinshehe Janguo,Athumani Saidi Mwinshehe Janguo,Athumani Saidi Mwinshehe Janguo,,,Athumani S. Janguo,Athumani Saidi Mwinshehe Janguo,,Athumani S. Janguo,,,,male,1936-12-05,,Athumani,,,Athumani Saidi Janguo,,,Athumani Saidi Mwinshehe Janguo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athumani Saidi Mwinshehe Janguo,,,,,,,,,politician,,,,,,,,,,,,,,,Athumani Saidi Mwinshehe Janguo,Athumani Saidi Mwinshehe Janguo,Athumani Saidi Mwinshehe Janguo,Athumani Saidi Mwinshehe Janguo,Athumani Saidi Mwinshehe Janguo,Janguo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athumani S. Janguo,,,,,,
Q4821204,Augustine Lyatonga Mrema,Augustine Mrema,Augustine Mrema,,Augustine Mrema,Augustine Mrema,Augustine Lyatonga Mrema,Augustine Lyatonga Mrema,Augustine Lyatonga Mrema,Augustine Lyatonga Mrema,,,Augustine Mrema,Augustine Lyatonga Mrema,,Augustino Mrema,,,,male,1944-12-31,,Augustine,Augustino Mrema,,Augustine Lyatonga Mrema,,,Augustine Lyatonga Mrema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augustine Lyatonga Mrema,,,,,,,,,politician,,,,,,,,,,,,,,,Augustine Lyatonga Mrema,Augustine Lyatonga Mrema,Augustine Lyatonga Mrema,Augustine Lyatonga Mrema,Augustine Lyatonga Mrema,Mrema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augustine Mrema,,,,,,
Q4832710,Aziza Sleyum Ally,Aziza Sleyum Ally,Aziza Sleyum Ally,,,Aziza Sleyum Ally,Aziza Sleyum Ally,Aziza Sleyum Ally,Aziza Sleyum Ally,Aziza Sleyum Ally,,,,Aziza Sleyum Ally,,Aziza Sleyum Ally,,,,female,,,Aziza,,,Aziza Sleyum Ally,,,Aziza Sleyum Ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aziza Sleyum Ally,,,,,,,,,politician,,,,,,,,,,,,,,,Aziza Sleyum Ally,Aziza Sleyum Ally,Aziza Sleyum Ally,Aziza Sleyum Ally,Aziza Sleyum Ally,Ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aziza Sleyum Ally,,,,,,
Q4845816,Gosbert Begumisa Blandes,Gosbert Begumisa Blandes,Gosbert Begumisa Blandes,,,Gosbert Begumisa Blandes,Gosbert Begumisa Blandes,Gosbert Begumisa Blandes,Gosbert Begumisa Blandes,Gosbert Begumisa Blandes,,,,Gosbert Begumisa Blandes,,Gosbert Blandes,,,,male,1963-02-18,,Gosbert,Gosbert Blandes,,Gosbert Begumisa Blandes,,,Gosbert Begumisa Blandes,,,,,,,,,,,,,,,,Gosbert Begumisa Blandes,,,,,,,,,,,,,Gosbert Begumisa Blandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gosbert Begumisa Blandes,,,,,,,,,politician,,,,,,,,,,,,,,,Gosbert Begumisa Blandes,Gosbert Begumisa Blandes,Gosbert Begumisa Blandes,Gosbert Begumisa Blandes,Gosbert Begumisa Blandes,Blandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gosbert Begumisa Blandes,,,,,,
Q4849016,Bakari Shamis Faki,Bakari Shamis Faki,Bakari Shamis Faki,,,Bakari Shamis Faki,Bakari Shamis Faki,Bakari Shamis Faki,Bakari Shamis Faki,Bakari Shamis Faki,,,,Bakari Shamis Faki,,Bakari Shamis Faki,,,,male,,,Bakari,,,Bakari Shamis Faki,,,Bakari Shamis Faki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bakari Shamis Faki,,,,,,,,,politician,,,,,,,,,,,,,,,Bakari Shamis Faki,Bakari Shamis Faki,Bakari Shamis Faki,Bakari Shamis Faki,Bakari Shamis Faki,Faki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bakari Shamis Faki,,,,,,
Q4869270,Batilda Salha Burian,Batilda Salha Burian,Batilda Salha Burian,,,Batilda Salha Burian,Batilda Salha Burian,Batilda Salha Burian,Batilda Salha Burian,Batilda Salha Burian,,,,Batilda Salha Burian,,Batilda Salha Burian,,,,female,1965-10-19,,Batilda,,,Batilda Salha Burian,,,Batilda Salha Burian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batilda Salha Burian,,,,,,,,,politician,,,,,,,,,,,,,,,Batilda Salha Burian,Batilda Salha Burian,Batilda Salha Burian,Batilda Salha Burian,Batilda Salha Burian,Burian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batilda Salha Burian,,,,,,
Q4985236,George Mkuchika,George Mkuchika,George Mkuchika,,George Mkuchika,George Mkuchika,George Huruma Mkuchika,George Huruma Mkuchika,George Huruma Mkuchika,George Huruma Mkuchika,,,George Mkuchika,George Mkuchika,,George Mkuchika,,,,male,1948-10-06,,George,George Mkuchika,,George Huruma Mkuchika,,,George Huruma Mkuchika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Huruma Mkuchika,,,,,,,,,politician,,,,,,,,,,,,,,,George Huruma Mkuchika,George Huruma Mkuchika,George Huruma Mkuchika,George Huruma Mkuchika,George Huruma Mkuchika,Mkuchika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Mkuchika,,,,,,
Q4985242,Mary Nagu,Mary Nagu,Mary Nagu,,Mary Nagu,Mary Nagu,Mary Nagu,Mary Nagu,Mary Nagu,Mary Nagu,,,Mary Nagu,Mary Nagu,,Mary Nagu,,,,female,1952-05-11,,Mary,Mary Nagu,,Mary Nagu,,,Mary Nagu,https://upload.wikimedia.org/wikipedia/commons/4/4d/Mary_Nagu.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Nagu,,,,,,,,,politician,,,,,,,,,,,,,,,Mary Nagu,Mary Nagu,Mary Nagu,Mary Nagu,Mary Nagu,Nagu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Nagu,,,,,,
Q4985246,Celina Ompeshi Kombani,Celina Kombani,Celina Kombani,,Celina Kombani,Celina Kombani,Celina Ompeshi Kombani,Celina Ompeshi Kombani,Celina Ompeshi Kombani,Celina Ompeshi Kombani,,Celina Kombani,Celina Kombani,Celina Ompeshi Kombani,,Celina Kombani,,,,female,1959-06-19,2015-09-24,Celina,Celina Kombani,,Celina Ompeshi Kombani,,,Celina Ompeshi Kombani,,,,,,,,,,,,,Celina Kombani,,,Celina Kombani,,,,Celina Kombani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celina Ompeshi Kombani,,,,,,,,,politician,,,,,,,,,,,,,,,Celina Ompeshi Kombani,Celina Ompeshi Kombani,Celina Ompeshi Kombani,Celina Ompeshi Kombani,Celina Ompeshi Kombani,Kombani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celina Kombani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celina Kombani,,,Celina Kombani,,,
Q500345,Cleopa Msuya,Cleopa Msuya,Cleopa David Msuya,,Cleopa David Msuya,Cleopa Msuya,Cleopa Msuya,Cleopa David Msuya,Cleopa David Msuya,Cleopa David Msuya,,,Cleopa David Msuya,Cleopa Msuya,Cleopa David Msuya,Cleopa Msuya,,,,male,1931-11-04,,Cleopa,,,Cleopa David Msuya,,,Cleopa David Msuya,https://upload.wikimedia.org/wikipedia/commons/a/af/Cleopa_David_Msuya.jpg,,,,,,Cleopa David Msuya,,,Cleopa David Msuya,,,,,,,,,,Cleopa David Msuya,,,Cleopa David Msuya,,,,Cleopa Msuya,,,,,Cleopa David Msuya,,Cleopa David Msuya,/m/09vxs5,,克萊奧帕·姆蘇亞,,克莱奥帕·姆苏亚,,,,,,51152079148307112217,,,,,,,,,,,,,,,,,,,,,,,Cleopa Msuya,,,,Cleopa Msuya,,,,,politician,1153852322,Cleopa Msuya,,,,,,,,,,,,,Cleopa Msuya,Cleopa Msuya,Cleopa Msuya,Cleopa Msuya,Cleopa Msuya,Msuya,,,,Cleopa David Msuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleopa David Msuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleopa Msuya,,,,,00000016141,
