id,given_name,family_name,name,sort_name,birth_date,gender,area,area_id,party,party_id,term,source,image
SMY,Sverre,Myrli,Sverre Myrli,"Myrli, Sverre",1971-08-26,male,Akershus,Ak,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=SMY&storrelse=middels
SMY,Sverre,Myrli,Sverre Myrli,"Myrli, Sverre",1971-08-26,male,Akershus,Ak,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=SMY&storrelse=middels
SMY,Sverre,Myrli,Sverre Myrli,"Myrli, Sverre",1971-08-26,male,Akershus,Ak,Arbeiderpartiet,A,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=SMY&storrelse=middels
SNB,Sandra,Borch,Sandra Borch,"Borch, Sandra",1988-04-23,female,Troms,Tr,Senterpartiet,Sp,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=SNB&storrelse=middels
SNV,Snorre Serigstad,Valen,Snorre Serigstad Valen,"Valen, Snorre Serigstad",1984-09-16,male,Sør-Trøndelag,ST,Sosialistisk Venstreparti,SV,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=SNV&storrelse=middels
SNV,Snorre Serigstad,Valen,Snorre Serigstad Valen,"Valen, Snorre Serigstad",1984-09-16,male,Sør-Trøndelag,ST,Sosialistisk Venstreparti,SV,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=SNV&storrelse=middels
SOH,Sigvald Oppebøen,Hansen,Sigvald Oppebøen Hansen,"Hansen, Sigvald Oppebøen",1950-09-21,male,Telemark,Te,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=SOH&storrelse=middels
SOH,Sigvald Oppebøen,Hansen,Sigvald Oppebøen Hansen,"Hansen, Sigvald Oppebøen",1950-09-21,male,Telemark,Te,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=SOH&storrelse=middels
SOH,Sigvald Oppebøen,Hansen,Sigvald Oppebøen Hansen,"Hansen, Sigvald Oppebøen",1950-09-21,male,Telemark,Te,Arbeiderpartiet,A,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=SOH&storrelse=middels
SOH,Sigvald Oppebøen,Hansen,Sigvald Oppebøen Hansen,"Hansen, Sigvald Oppebøen",1950-09-21,male,Telemark,Te,Arbeiderpartiet,A,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=SOH&storrelse=middels
SOH,Sigvald Oppebøen,Hansen,Sigvald Oppebøen Hansen,"Hansen, Sigvald Oppebøen",1950-09-21,male,Telemark,Te,Arbeiderpartiet,A,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
SOM,Sonja,Mandt,Sonja Mandt,"Mandt, Sonja",1960-03-29,female,Vestfold,Ve,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=SOM&storrelse=middels
SOM,Sonja,Mandt,Sonja Mandt,"Mandt, Sonja",1960-03-29,female,Vestfold,Ve,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=SOM&storrelse=middels
SOM,Sonja,Mandt,Sonja Mandt,"Mandt, Sonja",1960-03-29,female,Vestfold,Ve,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=SOM&storrelse=middels
SONS,Sonja Irene,Sjøli,Sonja Irene Sjøli,"Sjøli, Sonja Irene",1949-06-06,female,Akershus,Ak,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=SONS&storrelse=middels
SONS,Sonja Irene,Sjøli,Sonja Irene Sjøli,"Sjøli, Sonja Irene",1949-06-06,female,Akershus,Ak,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=SONS&storrelse=middels
SONS,Sonja Irene,Sjøli,Sonja Irene Sjøli,"Sjøli, Sonja Irene",1949-06-06,female,Akershus,Ak,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=SONS&storrelse=middels
SONS,Sonja Irene,Sjøli,Sonja Irene Sjøli,"Sjøli, Sonja Irene",1949-06-06,female,Akershus,Ak,Høyre,H,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=SONS&storrelse=middels
SR,Steinar,Reiten,Steinar Reiten,"Reiten, Steinar",1963-05-10,male,Møre og Romsdal,MR,Kristelig Folkeparti,KrF,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=SR&storrelse=middels
SRH,Svein Roald,Hansen,Svein Roald Hansen,"Hansen, Svein Roald",1949-08-20,male,Østfold,Øs,Arbeiderpartiet,A,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=SRH&storrelse=middels
SRH,Svein Roald,Hansen,Svein Roald Hansen,"Hansen, Svein Roald",1949-08-20,male,Østfold,Øs,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=SRH&storrelse=middels
SRH,Svein Roald,Hansen,Svein Roald Hansen,"Hansen, Svein Roald",1949-08-20,male,Østfold,Øs,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=SRH&storrelse=middels
SRH,Svein Roald,Hansen,Svein Roald Hansen,"Hansen, Svein Roald",1949-08-20,male,Østfold,Øs,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=SRH&storrelse=middels
SRH,Svein Roald,Hansen,Svein Roald Hansen,"Hansen, Svein Roald",1949-08-20,male,Østfold,Øs,Arbeiderpartiet,A,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=SRH&storrelse=middels
SSA,Solveig Sundbø,Abrahamsen,Solveig Sundbø Abrahamsen,"Abrahamsen, Solveig Sundbø",1963-09-13,female,Telemark,Te,Høyre,H,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=SSA&storrelse=middels
ST,Solveig,Torsvik,Solveig Torsvik,"Torsvik, Solveig",1954-12-30,female,Akershus,Ak,Arbeiderpartiet,A,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
STEG,Steinar,Gullvåg,Steinar Gullvåg,"Gullvåg, Steinar",1946-10-27,male,Vestfold,Ve,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=STEG&storrelse=middels
STEG,Steinar,Gullvåg,Steinar Gullvåg,"Gullvåg, Steinar",1946-10-27,male,Vestfold,Ve,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=STEG&storrelse=middels
STER,Steinar,Eriksen,Steinar Eriksen,"Eriksen, Steinar",1939-05-22,male,Finnmark,Fi,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
STK,Saera,Khan,Saera Khan,"Khan, Saera",1979-04-23,female,Oslo,Os,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=STK&storrelse=middels
STMA,Steinar,Maribo,Steinar Maribo,"Maribo, Steinar",1942-01-22,male,Buskerud,Bu,Fremskrittspartiet,FrP,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
STMH,Stefan,Heggelund,Stefan Heggelund,"Heggelund, Stefan",1984-10-08,male,Oslo,Os,Høyre,H,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=STMH&storrelse=middels
STMH,Stefan,Heggelund,Stefan Heggelund,"Heggelund, Stefan",1984-10-08,male,Oslo,Os,Høyre,H,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=STMH&storrelse=middels
STRH,Stine Renate,Håheim,Stine Renate Håheim,"Håheim, Stine Renate",1984-05-13,female,Oppland,Op,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=STRH&storrelse=middels
STTO,Steffen Ingebriktsen,Toppe,Steffen Ingebriktsen Toppe,"Toppe, Steffen Ingebriktsen",1902-10-12,male,Hordaland,Ho,Arbeiderpartiet,A,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
STØR,Stein,Ørnhøi,Stein Ørnhøi,"Ørnhøi, Stein",1935-11-15,male,Oslo,Os,Sosialistisk Venstreparti,SV,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
STØR,Stein,Ørnhøi,Stein Ørnhøi,"Ørnhøi, Stein",1935-11-15,male,Oslo,Os,Sosialistisk Venstreparti,SV,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
SUB,Susanne,Bratli,Susanne Bratli,"Bratli, Susanne",1966-06-10,female,Nord-Trøndelag,NT,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=SUB&storrelse=middels
SUMØ,Sunniva Hakestad,Møller,Sunniva Hakestad Møller,"Møller, Sunniva Hakestad",1907-01-05,female,Rogaland,Ro,Arbeiderpartiet,A,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
SUMØ,Sunniva Hakestad,Møller,Sunniva Hakestad Møller,"Møller, Sunniva Hakestad",1907-01-05,female,Rogaland,Ro,Arbeiderpartiet,A,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
SUMØ,Sunniva Hakestad,Møller,Sunniva Hakestad Møller,"Møller, Sunniva Hakestad",1907-01-05,female,Rogaland,Ro,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
SVAL,Svein,Alsaker,Svein Alsaker,"Alsaker, Svein",1940-03-11,male,Hordaland,Ho,Kristelig Folkeparti,KrF,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
SVAL,Svein,Alsaker,Svein Alsaker,"Alsaker, Svein",1940-03-11,male,Hordaland,Ho,Kristelig Folkeparti,KrF,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
SVAN,Sverre Oddvar,Andresen,Sverre Oddvar Andresen,"Andresen, Sverre Oddvar",1924-03-11,male,Buskerud,Bu,Arbeiderpartiet,A,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
SVES,Sveinung,Stensland,Sveinung Stensland,"Stensland, Sveinung",1972-11-06,male,Rogaland,Ro,Høyre,H,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=SVES&storrelse=middels
SVFA,Sven Trygve,Falck,Sven Trygve Falck,"Falck, Sven Trygve",1943-03-09,male,Telemark,Te,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
SVFL,Sveinung O.,Flaaten,Sveinung O. Flaaten,"Flaaten, Sveinung O.",1898-01-25,male,Telemark,Te,Høyre,H,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
SVH,Sverre J.,Hoddevik,Sverre J. Hoddevik,"Hoddevik, Sverre J.",1946-06-10,male,Sogn og Fjordane,SF,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=SVH&storrelse=middels
SVH,Sverre J.,Hoddevik,Sverre J. Hoddevik,"Hoddevik, Sverre J.",1946-06-10,male,Sogn og Fjordane,SF,Høyre,H,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=SVH&storrelse=middels
SVHE,Sverre,Helland,Sverre Helland,"Helland, Sverre",1924-09-18,male,Hordaland,Ho,Senterpartiet,Sp,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
SVHE,Sverre,Helland,Sverre Helland,"Helland, Sverre",1924-09-18,male,Hordaland,Ho,Senterpartiet,Sp,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
SVHE,Sverre,Helland,Sverre Helland,"Helland, Sverre",1924-09-18,male,Hordaland,Ho,Senterpartiet,Sp,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
SVHE,Sverre,Helland,Sverre Helland,"Helland, Sverre",1924-09-18,male,Hordaland,Ho,Senterpartiet,Sp,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
SVHO,Sverre,Hope,Sverre Hope,"Hope, Sverre",1902-04-04,male,Akershus,Ak,Høyre,H,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
SVHO,Sverre,Hope,Sverre Hope,"Hope, Sverre",1902-04-04,male,Akershus,Ak,Høyre,H,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
SVJU,Sverre Johan,Juvik,Sverre Johan Juvik,"Juvik, Sverre Johan",1922-04-20,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
SVJU,Sverre Johan,Juvik,Sverre Johan Juvik,"Juvik, Sverre Johan",1922-04-20,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
SVLØ,Sverre Offenberg,Løberg,Sverre Offenberg Løberg,"Løberg, Sverre Offenberg",1905-04-04,male,Telemark,Te,Arbeiderpartiet,A,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
SVLØ,Sverre Offenberg,Løberg,Sverre Offenberg Løberg,"Løberg, Sverre Offenberg",1905-04-04,male,Telemark,Te,Arbeiderpartiet,A,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
SVLØ,Sverre Offenberg,Løberg,Sverre Offenberg Løberg,"Løberg, Sverre Offenberg",1905-04-04,male,Telemark,Te,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
SVLØ,Sverre Offenberg,Løberg,Sverre Offenberg Løberg,"Løberg, Sverre Offenberg",1905-04-04,male,Telemark,Te,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
SVLØ,Sverre Offenberg,Løberg,Sverre Offenberg Løberg,"Løberg, Sverre Offenberg",1905-04-04,male,"Kjøpstedene i Telemark og Aust - Agder fylker(Arendal, Brevik, Grimstad, Kragerø, Notodden, Porsgrunn, Risør, Skien)",KiTA,Arbeiderpartiet,A,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
SVLØ,Sverre Offenberg,Løberg,Sverre Offenberg Løberg,"Løberg, Sverre Offenberg",1905-04-04,male,"Kjøpstedene i Telemark og Aust - Agder fylker(Arendal, Brevik, Grimstad, Kragerø, Notodden, Porsgrunn, Risør, Skien)",KiTA,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
SVMA,Sverre,Mauritzen,Sverre Mauritzen,"Mauritzen, Sverre",1943-10-06,male,Rogaland,Ro,Høyre,H,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
SVMA,Sverre,Mauritzen,Sverre Mauritzen,"Mauritzen, Sverre",1943-10-06,male,Rogaland,Ro,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
SVMA,Sverre,Mauritzen,Sverre Mauritzen,"Mauritzen, Sverre",1943-10-06,male,Rogaland,Ro,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
SVNI,Sven,Nielsen,Sven Nielsen,"Nielsen, Sven",1883-03-18,male,"Kjøpstedene i Vest - Agder og Rogaland fylker(Flekkefjord, Haugesund, Kristiansand, Mandal, Stavanger)",KiRV,Høyre,H,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
SVNI,Sven,Nielsen,Sven Nielsen,"Nielsen, Sven",1883-03-18,male,"Kjøpstedene i Vest - Agder og Rogaland fylker(Flekkefjord, Haugesund, Kristiansand, Mandal, Stavanger)",KiRV,Høyre,H,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
SVNY,Sverre Bernhard,Nybø,Sverre Bernhard Nybø,"Nybø, Sverre Bernhard",1903-11-24,male,Møre og Romsdal,MR,Høyre,H,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
SVNY,Sverre Bernhard,Nybø,Sverre Bernhard Nybø,"Nybø, Sverre Bernhard",1903-11-24,male,Møre og Romsdal,MR,Høyre,H,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
SVNY,Sverre Bernhard,Nybø,Sverre Bernhard Nybø,"Nybø, Sverre Bernhard",1903-11-24,male,Møre og Romsdal,MR,Høyre,H,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
SVNY,Sverre Bernhard,Nybø,Sverre Bernhard Nybø,"Nybø, Sverre Bernhard",1903-11-24,male,Møre og Romsdal,MR,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
SVNY,Sverre Bernhard,Nybø,Sverre Bernhard Nybø,"Nybø, Sverre Bernhard",1903-11-24,male,Møre og Romsdal,MR,Høyre,H,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
SVOF,Sven,Oftedal,Sven Oftedal,"Oftedal, Sven",1905-06-03,male,"Kjøpstedene i Vest - Agder og Rogaland fylker(Flekkefjord, Haugesund, Kristiansand, Mandal, Stavanger)",KiRV,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
SVR,Sveinung,Rotevatn,Sveinung Rotevatn,"Rotevatn, Sveinung",1987-05-15,male,Sogn og Fjordane,SF,Venstre,V,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=SVR&storrelse=middels
SVRE,Sverre,Reiten,Sverre Reiten,"Reiten, Sverre",1891-12-14,male,Møre og Romsdal,MR,Kristelig Folkeparti,KrF,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
SVRS,Sverre Walter,Rostoft,Sverre Walter Rostoft,"Rostoft, Sverre Walter",1912-12-12,male,Vest-Agder,VA,Høyre,H,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
SVRS,Sverre Walter,Rostoft,Sverre Walter Rostoft,"Rostoft, Sverre Walter",1912-12-12,male,Vest-Agder,VA,Høyre,H,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
SVST,Svenn Thorkild,Stray,Svenn Thorkild Stray,"Stray, Svenn Thorkild",1922-02-11,male,Østfold,Øs,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
SVST,Svenn Thorkild,Stray,Svenn Thorkild Stray,"Stray, Svenn Thorkild",1922-02-11,male,Østfold,Øs,Høyre,H,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
SVST,Svenn Thorkild,Stray,Svenn Thorkild Stray,"Stray, Svenn Thorkild",1922-02-11,male,Østfold,Øs,Høyre,H,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
SVST,Svenn Thorkild,Stray,Svenn Thorkild Stray,"Stray, Svenn Thorkild",1922-02-11,male,Østfold,Øs,Høyre,H,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
SVST,Svenn Thorkild,Stray,Svenn Thorkild Stray,"Stray, Svenn Thorkild",1922-02-11,male,Østfold,Øs,Høyre,H,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
SVST,Svenn Thorkild,Stray,Svenn Thorkild Stray,"Stray, Svenn Thorkild",1922-02-11,male,Østfold,Øs,Høyre,H,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
SVST,Svenn Thorkild,Stray,Svenn Thorkild Stray,"Stray, Svenn Thorkild",1922-02-11,male,Østfold,Øs,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
SVSØ,Sverre Kornelius Eilertsen,Støstad,Sverre Kornelius Eilertsen Støstad,"Støstad, Sverre Kornelius Eilertsen",1887-05-13,male,"Kjøpstedene i Sør - Trøndelag og Nord-Trøndelag fylker(Levanger, Trondheim)",KiTr,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
SVØR,Svein Olsen,Øraker,Svein Olsen Øraker,"Øraker, Svein Olsen",1886-08-10,male,"Kjøpstedene i Sør - Trøndelag og Nord-Trøndelag fylker(Levanger, Trondheim)",KiTr,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
SYG,Sylvi,Graham,Sylvi Graham,"Graham, Sylvi",1951-12-17,female,Akershus,Ak,Høyre,H,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=SYG&storrelse=middels
SYG,Sylvi,Graham,Sylvi Graham,"Graham, Sylvi",1951-12-17,female,Akershus,Ak,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=SYG&storrelse=middels
SYL,Sylvi,Listhaug,Sylvi Listhaug,"Listhaug, Sylvi",1977-12-25,female,Møre og Romsdal,MR,Fremskrittspartiet,FrP,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=SYL&storrelse=middels
SYME,Syvert Tobiassen,Messel,Syvert Tobiassen Messel,"Messel, Syvert Tobiassen",1897-07-22,male,Vest-Agder,VA,Venstre,V,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
SØMO,Søren Berg Sørensen,Moen,Søren Berg Sørensen Moen,"Moen, Søren Berg Sørensen",1899-03-17,male,Troms,Tr,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
SØSØ,Søren Hans,Smith Sørensen,Søren Hans Smith Sørensen,"Smith Sørensen, Søren Hans",1885-12-09,male,Aust-Agder,AA,Høyre,H,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
TAGP,Tage,Pettersen,Tage Pettersen,"Pettersen, Tage",1972-07-25,male,Østfold,Øs,Høyre,H,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=TAGP&storrelse=middels
TAJ,Tor André,Johnsen,Tor André Johnsen,"Johnsen, Tor André",1968-11-25,male,Hedmark,He,Fremskrittspartiet,FrP,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=TAJ&storrelse=middels
TAJ,Tor André,Johnsen,Tor André Johnsen,"Johnsen, Tor André",1968-11-25,male,Hedmark,He,Fremskrittspartiet,FrP,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=TAJ&storrelse=middels
TAL,Tore A.,Liltved,Tore A. Liltved,"Liltved, Tore A.",1939-05-08,male,Aust-Agder,AA,Høyre,H,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
TAL,Tore A.,Liltved,Tore A. Liltved,"Liltved, Tore A.",1939-05-08,male,Aust-Agder,AA,Høyre,H,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
TALI,Tord,Lien,Tord Lien,"Lien, Tord",1975-09-10,male,Sør-Trøndelag,ST,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=TALI&storrelse=middels
TALI,Tord,Lien,Tord Lien,"Lien, Tord",1975-09-10,male,Sør-Trøndelag,ST,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=TALI&storrelse=middels
TAN,Thore A.,Nistad,Thore A. Nistad,"Nistad, Thore A.",1949-05-23,male,Oppland,Op,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=TAN&storrelse=middels
TAN,Thore A.,Nistad,Thore A. Nistad,"Nistad, Thore A.",1949-05-23,male,Oppland,Op,Fremskrittspartiet,FrP,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=TAN&storrelse=middels
TAN,Thore A.,Nistad,Thore A. Nistad,"Nistad, Thore A.",1949-05-23,male,Oppland,Op,Fremskrittspartiet,FrP,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=TAN&storrelse=middels
TAS,Tor-Arne,Strøm,Tor-Arne Strøm,"Strøm, Tor-Arne",1952-05-06,male,Nordland,No,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=TAS&storrelse=middels
TAS,Tor-Arne,Strøm,Tor-Arne Strøm,"Strøm, Tor-Arne",1952-05-06,male,Nordland,No,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=TAS&storrelse=middels
