id,name__de,name__nds,name__nb,name__da,name__nn,name__sv,name__fr,name__en,name__cy,name__nl,name,wikipedia__de,wikipedia__nds,gender,birth_date,death_date,family_name,given_name,identifier__bundestag,original_wikiname,name__es,name__ca,name__oc,name__hu,wikipedia__en,image,identifier__VIAF,identifier__GND,name__la,name__pl,wikipedia__fr,wikipedia__la,wikipedia__pl,identifier__freebase,name__it,name__bar,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__fi,name__pt,name__tr,wikipedia__commons,identifier__ISNI,identifier__LCAuth,identifier__ULAN,identifier__NTA,identifier__Munzinger,identifier__BNF,name__gl,identifier__FAST,identifier__ODIS,identifier__GTAA,website,facebook,name__af,name__an,name__ast,name__br,name__co,name__eo,name__et,name__eu,name__frp,name__fur,name__ga,name__gd,name__hr,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__gsw,wikipedia__dewikiquote,identifier__SUDOC,wikipedia__no,identifier__NLI,identifier__EuroparlMEP,twitter,name__ja,wikipedia__ja,identifier__OLID,identifier__CANTIC,name__zh,name__ru,name__ko,name__fa,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__hu,wikipedia__it,wikipedia__ko,wikipedia__nl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__zh,identifier__NDL,identifier__filmportal_de,wikipedia__als,name__ar,name__el,name__he,name__uk,name__eml,name__nah,wikipedia__ar,wikipedia__bar,wikipedia__cswikiquote,wikipedia__el,wikipedia__eml,wikipedia__frwikiquote,wikipedia__he,wikipedia__ie,wikipedia__nah,wikipedia__plwikiquote,wikipedia__uk,name__be_tarask,wikipedia__be_x_old,wikipedia__enwikiquote,wikipedia__mg,wikipedia__oc,name__bs,name__lmo,name__lt,name__sq,name__war,name__hy,name__hsb,wikipedia__af,wikipedia__hsb,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__is,wikipedia__itwikiquote,wikipedia__lt,wikipedia__sco,wikipedia__sk,wikipedia__vi,wikipedia__war,identifier__NKC,name__ceb,wikipedia__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__be,name__sh,name__sr_ec,name__bg,name__ka,name__sr,name__lv,name__qu,name__fy,wikipedia__be,wikipedia__bg,wikipedia__eswikiquote,wikipedia__eu,wikipedia__hr,wikipedia__ka,wikipedia__lv,wikipedia__ptwikiquote,wikipedia__qu,wikipedia__sh,wikipedia__sl,wikipedia__sr,identifier__IMDB,identifier__MusicBrainz,identifier__BNE,identifier__NUKAT,identifier__NNDB,identifier__GNC,identifier__Britannica,identifier__SELIBR,identifier__ADS,identifier__N6I,name__dsb,name__ksh,name__ku,name__mk,name__mr,name__pnb,name__tg,name__yo,name__ta,name__hi,name__stq,name__uz,name__ur,wikipedia__an,wikipedia__br,wikipedia__bs,wikipedia__cy,wikipedia__dewikivoyage,wikipedia__dsb,wikipedia__eowikiquote,wikipedia__fy,wikipedia__gl,wikipedia__glwikiquote,wikipedia__hi,wikipedia__huwikiquote,wikipedia__ksh,wikipedia__ku,wikipedia__mk,wikipedia__mr,wikipedia__nn,wikipedia__pnb,wikipedia__ruwikiquote,wikipedia__sc,wikipedia__sq,wikipedia__stq,wikipedia__svwikiquote,wikipedia__sw,wikipedia__tg,wikipedia__ur,wikipedia__uz,wikipedia__yo,identifier__NLA,identifier__PTBNP,identifier__BIBSYS,identifier__NLAtrove,identifier__NPG,identifier__discogs,identifier__BVMC,name__vmf,name__kk,wikipedia__kk,name__az,name__bn,name__bo,name__ckb,name__cv,name__diq,name__ext,name__fo,name__gv,name__ha,name__ilo,name__jv,name__koi,name__lad,name__mhr,name__ml,name__mn,name__my,name__nov,name__pag,name__pdc,name__ps,name__sah,name__th,name__tl,name__tt,name__ty,name__mzn,name__se,name__nan,name__hak,name__pa,name__kw,name__arz,name__yi,name__tet,name__am,name__ne,name__yue,name__zea,name__wuu,name__mai,wikipedia__am,wikipedia__arz,wikipedia__ast,wikipedia__az,wikipedia__azwikiquote,wikipedia__bgwikiquote,wikipedia__bn,wikipedia__bo,wikipedia__cawikiquote,wikipedia__ckb,wikipedia__cswikinews,wikipedia__cv,wikipedia__cywikiquote,wikipedia__dewikinews,wikipedia__diq,wikipedia__elwikiquote,wikipedia__enwikinews,wikipedia__enwikisource,wikipedia__eowikinews,wikipedia__eswikinews,wikipedia__ext,wikipedia__fiwikiquote,wikipedia__fo,wikipedia__frp,wikipedia__frwikinews,wikipedia__ga,wikipedia__gd,wikipedia__gv,wikipedia__hak,wikipedia__ha,wikipedia__ia,wikipedia__idwikiquote,wikipedia__ilo,wikipedia__itwikinews,wikipedia__jv,wikipedia__koi,wikipedia__kowikinews,wikipedia__kw,wikipedia__lad,wikipedia__li,wikipedia__lmo,wikipedia__mai,wikipedia__mhr,wikipedia__ml,wikipedia__mn,wikipedia__ms,wikipedia__my,wikipedia__mzn,wikipedia__ne,wikipedia__nlwikiquote,wikipedia__nov,wikipedia__pag,wikipedia__pa,wikipedia__pdc,wikipedia__ps,wikipedia__ptwikinews,wikipedia__ruwikinews,wikipedia__sah,wikipedia__scn,wikipedia__se,wikipedia__slwikiquote,wikipedia__srwikinews,wikipedia__svwikinews,wikipedia__ta,wikipedia__tet,wikipedia__th,wikipedia__tl,wikipedia__trwikinews,wikipedia__trwikiquote,wikipedia__tt,wikipedia__ty,wikipedia__ukwikiquote,wikipedia__vo,wikipedia__wuu,wikipedia__yi,wikipedia__zea,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikinews,identifier__AlloCine,identifier__LNB,identifier__CSPAN,identifier__PORT,married_name,identifier__kinopoisk,identifier__CSFD,wikipedia__species,wikipedia__bswikiquote,identifier__CERL,wikipedia__rowikiquote,identifier__parlement,identifier__BAV,identifier__SFDb,identifier__PACE,identifier__halensis,name__rw,wikipedia__rw,electoral_district,identifier__DBNL,pseudonym,identifier__britishmuseum,identifier__heidelberg,identifier__BBF,identifier__MGP,identifier__zbMATH,identifier__NLP,name__ht,wikipedia__ht,identifier__BPN,name__aa,name__ace,name__ak,name__ang,name__ay,name__bcl,name__bi,name__bjn,name__bm,name__cbk_zam,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__de_formal,name__dtp,name__ee,name__egl,name__ff,name__fit,name__fj,name__frc,name__frr,name__gag,name__gn,name__jbo,name__sn,name__su,identifier__HDS,wikipedia__ltwikiquote,name__pfl,wikipedia__pfl,birth_name,identifier__BMLO,wikipedia__arwikiquote,wikipedia__co,wikipedia__hewikiquote,wikipedia__liwikiquote,wikipedia__pms,wikipedia__skwikiquote,identifier__OpenPlaques,name__vro,name__sa,wikipedia__fiu_vro,wikipedia__sa,identifier__SCOPE,wikipedia__fawikiquote,name__hrx,name__lfn,name__pdt,name__sli,wikipedia__ang,identifier__elonet,identifier__IIAF,identifier__CiNii,identifier__saebi,name__jam,name__kab,name__pap,name__prg,name__rgn,name__ky,wikipedia__ky,identifier__Oxforddnb,identifier__hansard,name__mt,identifier__senate_nl,identifier__DNF,name__kana,identifier__allmovie,name__te,wikipedia__te,instagram,wikipedia__kowikiquote,identifier__CTHS,identifier__magdeburg,identifier__bigenc_ru,identifier__youtube,identifier__wikitree,wikipedia__nowikiquote,name__szl,wikipedia__szl,identifier__NSK
Q1462656,Friedrich Vogel,,,,,,Friedrich Vogel,Friedrich Vogel,Friedrich Vogel,Friedrich Vogel,Friedrich Vogel,Friedrich Vogel (Politiker),,male,1929-06-02,2005-12-09,,Friedrich,,Friedrich Vogel (Politiker),Friedrich Vogel,,,Friedrich Vogel,,"https://upload.wikimedia.org/wikipedia/commons/4/41/KAS-Vogel,_Friedrich-Bild-915-1.jpg",1554508,1030486352,,,,,,,,,,,,,,,,,,,n88060395,,,00000011461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1560888,Günter Pauli,,Günter Pauli,Günter Pauli,Günter Pauli,Günter Pauli,Günter Pauli,Günter Pauli,Günter Pauli,Günter Pauli,Günter Pauli,Günter Pauli,,male,1929-12-01,2010-07-18,,Günter,,Günter Pauli,,,,,,,308712922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1581946,Hans Reif,,Hans Reif,Hans Reif,Hans Reif,Hans Reif,Hans Reif,Hans Reif,,Hans Reif,Hans Reif,Hans Reif,,male,1899-01-19,1984-11-11,,Hans,,Hans Reif,Hans Reif,,,Hans Reif,,,45098769,11881642X,,,,,,,Hans Reif,,,,,,,,,,,0000 0001 0535 1035,n86120587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104475803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1581228,Hans Martin Bury,,Hans Martin Bury,Hans Martin Bury,Hans Martin Bury,Hans Martin Bury,Hans Martin Bury,Hans Martin Bury,,Hans Martin Bury,Hans Martin Bury,Hans Martin Bury,,male,1966-04-05,,,Hans,http://webarchiv.bundestag.de/archive/2007/0206/mdb/mdb15/bio/B/bury_ha0.html,Hans Martin Bury,Hans Martin Bury,,,Hans Martin Bury,,,172083383,1012580598,,Hans Martin Bury,,,Hans Martin Bury,,,,,,,,,,,,,,,,,00000023069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q74165,Sylvia-Yvonne Kaufmann,,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,,female,1955-01-23,,Kaufmann,Sylvia,,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,https://upload.wikimedia.org/wikipedia/commons/d/d6/Sylvia-Yvonne_Kaufmann.jpg,42687196,121162184,,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,,Sylvia-Yvonne Kaufmann,/m/03h9dj,Sylvia Yvonne Kaufmann,,,,,,,,,Sylvia-Yvonne Kaufmann,,,nb2001009419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sylvia-Yvonne Kaufmann,,,,,,,,,,,,,,,,,160439442,,,1849,,,,,,,,,,,,,,,,,,Sylvia-Yvonne Kaufmann,Sylvia-Yvonne Kaufmann,,,,Sylvia-Yvonne Kaufmann,,,,Sylvia-Yvonne Kaufmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q817932,Benno Graf,,Benno Graf,Benno Graf,Benno Graf,Benno Graf,Benno Graf,Benno Graf,,Benno Graf,Benno Graf,Benno Graf,,male,1908-03-13,1977-05-20,,Benno,,Benno Graf,Benno Graf,,,Benno Graf,,,253712400,102480139X,,,,,,,Benno Graf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1731213,Karl Geldner,,,,,,Karl Geldner,Karl Geldner,,Karl Geldner,Karl Geldner,Karl Geldner (Politiker),,male,1927-07-06,,,Karl,,Karl Geldner (Politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1583887,Hansjörg Schäfer,,Hansjörg Schäfer,Hansjörg Schäfer,Hansjörg Schäfer,Hansjörg Schäfer,Hansjörg Schäfer,Hansjörg Schäfer,,Hansjörg Schäfer,Hansjörg Schäfer,Hansjörg Schäfer,,male,1944-02-17,,,Hansjörg,http://webarchiv.bundestag.de/archive/2007/0206/mdb/mdb14/bio/S/schaeha0.html,Hansjörg Schäfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1745492,Klaus Müller,,,,,,Klaus Müller,Klaus Müller,,Klaus Müller,Klaus Müller,"Klaus Müller (Politiker, 1971)",,male,1971-02-21,,Müller,Klaus,http://webarchiv.bundestag.de/archive/2007/0206/mdb/mdb14/bio/M/muellkl0.html,"Klaus Müller (Politiker, 1971)",Klaus Müller,,,Klaus Müller,,"https://upload.wikimedia.org/wikipedia/commons/0/0e/Flickr_-_boellstiftung_-_Klaus_Müller,_Verbraucherzentrale_Nordrhein-Westfahlen.jpg",296358795,1031976329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1597247,Heinrich Franke,,,,,,Heinrich Franke,Heinrich Franke,Heinrich Franke,Heinrich Franke,Heinrich Franke,Heinrich Franke (Politiker),,male,1928-01-26,2004-06-26,,Heinrich,,Heinrich Franke (Politiker),Heinrich Franke,,,Heinrich Franke,,,2845026,129256072,,,,,,,,,,,,,,,,,,,n85318116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1459826,Friedrich Hölscher,,Friedrich Hölscher,Friedrich Hölscher,Friedrich Hölscher,Friedrich Hölscher,Friedrich Hölscher,Friedrich Hölscher,Friedrich Hölscher,Friedrich Hölscher,Friedrich Hölscher,Friedrich Hölscher,,male,1935-06-22,2013-12-30,,Friedrich,,Friedrich Hölscher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q111206,Uwe Hansen,Uwe Hansen,Uwe Hansen,Uwe Hansen,Uwe Hansen,Uwe Hansen,Uwe Hansen,Uwe Hansen,,Uwe Hansen,Uwe Hansen,Uwe Hansen,Uwe Hansen,male,1938-09-19,,,Uwe,,Uwe Hansen,Uwe Hansen,,,Uwe Hansen,,https://upload.wikimedia.org/wikipedia/commons/7/7a/Uwe_Hansen_LPT_(2).jpg,11001426,132235153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1577234,Walther Kolbe,,Walther Kolbe,Walther Kolbe,Walther Kolbe,Walther Kolbe,Walther Kolbe,Walther Kolbe,,Walther Kolbe,Walther Kolbe,Walther Kolbe (Politiker),,male,1899-12-27,1953-12-25,,Walther,,Walther Kolbe (Politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q85851,Dorothee Bär,,Dorothee Bär,Dorothee Bär,Dorothee Bär,Dorothee Bär,Dorothee Bär,Dorothee Bär,,Dorothee Bär,Dorothee Bär,Dorothee Bär,,female,1978-04-19,,Bär,Dorothea,http://www.bundestag.de/bundestag/abgeordnete18/biografien/B/baer_dorothee.html,Dorothee Bär,Dorothee Bär,Dorothee Bär,Dorothee Bär,Dorothee Bär,Dorothee Bär,https://upload.wikimedia.org/wikipedia/commons/f/f2/DorotheeBaer.JPG,169074388,143887149,Dorothea Bär,,Dorothee Bär,Dorothea Bär,,/m/06znbt8,,,,,,,,,,,,,,,,00000029849,,,,,,http://www.dorothee-baer.de/,DorotheeBaerMdB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DoroBaer,ドロテー・ベア,ドロテー・ベア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
