id,name__ro,name__en,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__ca,name__co,name__cs,name__cy,name__da,name__de,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__it,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nb,name__nds,name__nds_nl,name__nl,name__nn,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name,wikipedia__ro,gender,birth_date,original_wikiname,name__la,wikipedia__en,wikipedia__fr,wikipedia__hu,wikipedia__la,identifier__freebase,given_name,name__bs,name__is,name__lmo,name__sl,name__sq,wikipedia__pl,image,website,wikipedia__sk,family_name,identifier__EuroparlMEP,wikipedia__de,wikipedia__it,wikipedia__sv,death_date,name__he,name__ru,name__ja,name__zh,name__uk,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__he,wikipedia__ja,wikipedia__mg,wikipedia__nl,wikipedia__pt,wikipedia__ru,wikipedia__sl,wikipedia__uk,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__Munzinger,identifier__FAST,wikipedia__commons,wikipedia__eo,name__bg,wikipedia__bg,wikipedia__rowikiquote,name__ar,wikipedia__ar,wikipedia__simple,name__ka,name__el,name__sr,name__az,name__ko,name__fa,name__mk,name__be,name__sh,wikipedia__az,wikipedia__be,wikipedia__el,wikipedia__enwikinews,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__ka,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__no,wikipedia__oc,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__tr,wikipedia__vi,identifier__GTAA,identifier__parlement,twitter,facebook,name__zh_hans,name__zh_hant,name__zh_hk,name__rup,name__sr_ec,wikipedia__roa_rup,last_seen,identifier__PACE,occupation,identifier__NSZL,wikipedia__rowikinews,wikipedia__br,name__fo,name__kl,wikipedia__hr,email,identifier__youtube,identifier__quora,identifier__google_knowledge,name__hsb,wikipedia__hsb,name__tt,name__ceb,identifier__Britannica,wikipedia__ms,name__be_tarask,identifier__NTA,wikipedia__lv,identifier__OLID,name__zh_cn,wikipedia__mk,linkedin,name__hy,wikipedia__hy,name__lfn,wikipedia__enwikisource,wikipedia__eswikiquote,wikipedia__frwikisource,wikipedia__itwikisource,wikipedia__rowikisource,wikipedia__sq,identifier__NKC,identifier__CANTIC,identifier__SELIBR,identifier__NLA,identifier__britishmuseum,identifier__GNC,identifier__AGORHA,identifier__NLAtrove,identifier__NLI,identifier__BNE,identifier__nlg,identifier__snac,identifier__persee,identifier__ne_se,identifier__BIBSYS,identifier__BAV,identifier__NUKAT,identifier__PTBNP,identifier__SBN_it,identifier__MusicBrainz,electoral_district,identifier__IMDB,identifier__PORT,name__uz,name__ta,name__pam,name__yo,name__fy,name__rmy,name__mr,name__qu,wikipedia__be_x_old,wikipedia__cy,wikipedia__fy,wikipedia__ga,wikipedia__gd,wikipedia__itwikiquote,wikipedia__mr,wikipedia__nn,wikipedia__pam,wikipedia__qu,wikipedia__rmy,wikipedia__scn,wikipedia__uz,wikipedia__yo,identifier__NNDB,name__dsb,name__pfl,name__frr,identifier__discogs,name__zh_sg,name__zh_tw,name__kk,wikipedia__kk,identifier__bigenc_ru,identifier__IIAF,identifier__ioc_athlete,name__mo,pseudonym,name__th,wikipedia__th,name__azb,wikipedia__azb,identifier__NDL,identifier__NSK,wikipedia__pms,identifier__zbMATH,identifier__MGP,identifier__ULAN,wikipedia__ast,wikipedia__enwikiquote,wikipedia__huwikiquote,wikipedia__svwikiquote,wikipedia__ltwikiquote,wikipedia__ukwikiquote,identifier__NPG,identifier__songkick,identifier__BVMC,identifier__CONOR,identifier__google_plus,wikipedia__species,identifier__JewishEnc,identifier__Gutenberg,identifier__NLP,wikipedia__ruwikisource,name__pa,name__ba,wikipedia__ba,wikipedia__pa,identifier__EGAXA,identifier__CERL,name__mi,identifier__BBC_things
Q1214030,Benedek Nagy,Benedek Nagy,,,,,,,,,,,,Benedek Nagy,,,,,Benedek Nagy,,,,,Benedek Nagy,,,,,,,,,Nagy Benedek,,,,,,,,,,,,,,,,,,,,,Benedek Nagy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benedek Nagy,Benedek Nagy,male,1937-05-29,,,,,Nagy Benedek,,,Benedek,,,,Benedek Nagy,,,https://upload.wikimedia.org/wikipedia/commons/c/c4/Nagy_Benedek.jpg,,,Nagy,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4908 1826,,,,,,,,,Benedek Nagy (patro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1214041,Bela Nagy,Béla Nagy,,,,,,,,,,,,,,,,,Béla Nagy,,,,,,,,,,,,,,Nagy Béla,,,,,,,,,,,,,,,,,,,,,Béla Nagy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bela Nagy,Bela Nagy,male,1943-08-21,,,,,Nagy Béla (dramaturg),,,Béla,,,,Béla Nagy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Béla Nagy (ĵurnalisto),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12157715,Ștefan Tcaciuc,Ștefan Tcaciuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ștefan Tcaciuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ștefan Tcaciuc,Ștefan Tcaciuc,male,1936-01-13,,,,,,,,,,,,Ștefan Tcaciuc,,,,,,,,,,,2005-07-27,,,,,Степан Ткачук,,,,,,,,,,,,,,Степан Ткачук,,0000 0000 6727 8630,94360162,,n80156508,,,,1446793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1220739,Ioan Németh,János Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Németh János,,,,,,,,,,,,,,,,,,,,,János Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ioan Németh,Ioan Németh,male,1947-01-06,,,,,Németh János (politikus),,,János,,,,János Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1224363,Gergely Olosz,Gergely Olosz,,,,,,,,,,,,,,,,,,,,,,Gergely Olosz,,,,,,,,,Olosz Gergely,,,,,,,,,,,,,,,,,,,,,Gergely Olosz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gergely Olosz,Gergely Olosz,male,1976-09-30,,,,,Olosz Gergely,,,Gergely,,,,Gergely Olosz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1225951,Dimitrie D. Pompeiu,Dimitrie Pompeiu,,,,,,,,,,,Dimitrie D. Pompeiu,Dimitrie Pompeiu,,,,,,Dimitrie Pompeiu,,,,Dimitrie Pompeiu,,,,,,,,,Dimitrie D. Pompeiu,,,,,Dimitrie Pompeiu,,,,,,,,,,,,,Dimitrie D. Pompeiu,,,Dimitrie Pompeiu,Dimitrie D. Pompeiu,,,,,Dimitrie Pompeiu,Dimitrie Pompeiu,,Dimitrie Pompeiu,,,,,,,,,Dimitrie D. Pompeiu,,,,,,,,,,,Dimitrie D. Pompeiu,Dimitrie D. Pompeiu,male,1873-10-04,,,Dimitrie Pompeiu,,,,/m/09bmx2,,,,,Dimitrie Pompeiu,,Dimitrie Pompeiu,,,,,,Dimitrie Pompeiu,Dimitrie Pompeiu,,1954-10-08,,"Помпей, Димитрие",,迪米特里·蓬佩尤,Димитріе Помпею,,,,,,,,,,,Dimitrie Pompeiu,"Помпей, Димитрие",,Димитріе Помпею,,0000 0000 8129 0417,49972277,116265558,n84801571,,113390661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathematician,,,,,,,,,,,,,,,,,,229546854,,OL2174135A,,,,Դմիտրիե Պոմպիեու,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dimitrie Pompeiu,pompeiu.dimitrie,105261,,,,,,,,,,,,,,,,,,,,,,,,,
Q12346475,Dezső-Kálmán Becsek-Garda,Dezső Garda,,,,,,,,,,,,,,,,,Dezső Garda,,,,,Dezső Garda,,,,,,,,,Garda Dezső,,,,,,,,,,,,,,,,,,,,,Dezső Garda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dezső-Kálmán Becsek-Garda,Dezső-Kálmán Becsek-Garda,male,1948-08-26,,,,,Garda Dezső,,,Dezső,,,,Dezső Garda,,,,,,Garda,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 7908 442X,48748327,,nb2006004247,,,,,,Dezső Garda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,000000004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1236080,Ladislau-Ștefan Pillich,László Pillich,,,,,,,,,,,,,,,,,László Pillich,,,,,,,,,,,,,,Pillich László,,,,,,,,,,,,,,,,,,,,,László Pillich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ladislau-Ștefan Pillich,Ladislau-Ștefan Pillich,male,1951-08-21,,,,,Pillich László,,,László,,,,László Pillich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294933027,,,,05745745X,,,,László Pillich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,06984657X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12719937,Acsinte Gaspar,Acsinte Gaspar,,,,,,,,,,,,,,,,,,,,,,Acsinte Gaspar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acsinte Gaspar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acsinte Gaspar,Acsinte Gaspar,male,1937-11-19,,Acsinte Gaspar,,,,Acsinte Gaspar,,,,,,Acsinte Gaspar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12719985,Adrian-Constantin Pitca,Adrian-Constantin Pitca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian-Constantin Pitca,,,,,,,,,,,,,,,,Adrian-Constantin Pitca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian-Constantin Pitca,Adrian-Constantin Pitca,male,1956-04-10,,,,,,,,Constantin,,,,Adrian-Constantin Pitca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12719988,Adrian Ciocănea-Teodorescu,Adrian Ciocănea-Teodorescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Ciocănea-Teodorescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Ciocănea-Teodorescu,Adrian Ciocănea-Teodorescu,male,1960-09-05,,,,,,,,Adrian,,,,Adrian Ciocănea-Teodorescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12719993,Adrian Cășunean-Vlad,Adrian Cășunean-Vlad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Cășunean-Vlad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Cășunean-Vlad,Adrian Cășunean-Vlad,male,1947-07-16,,,,,,,,Adrian,,,,Adrian Cășunean-Vlad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720001,Adrian Emanuil Semcu,Adrian Emanuil Semcu,,,,,,,,,,,,,,,,,,,,,,Adrian Emanuil Semcu,,,,,,,,,,,,,,Adrian Emanuil Semcu,,,,,,,,,,,,,,,,Adrian Emanuil Semcu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Emanuil Semcu,Adrian Emanuil Semcu,male,1960-07-09,,,,,,,,Adrian,,,,Adrian Emanuil Semcu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720002,Adrian Duță,Adrian Duță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Duță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Duță,Adrian Duță,male,1953-05-02,,,,,,,,Adrian,,,,Adrian Duță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720004,Adrian Gurzău,Adrian Gurzău,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Gurzău,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Gurzău,Adrian Gurzău,male,1977-04-20,Adrian Gurzău,,,,,,,Adrian,,,,Adrian Gurzău,,,https://upload.wikimedia.org/wikipedia/commons/d/dd/Adrian_Gurzău.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Adrian Gurzău,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720011,Adrian Ioan Vilău,Adrian Ioan Vilău,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Ioan Vilău,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Ioan Vilău,Adrian Ioan Vilău,male,1963-09-29,,,,,,,,Adrian,,,,Adrian Ioan Vilău,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720014,Adrian Moisoiu,Adrian Moisoiu,,,,,,,,,,,,,,,,,,,,,,Adrian Moisoiu,,,,,,,,,,,,,,Adrian Moisoiu,,,,,,,,,,,,,,,,Adrian Moisoiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Moisoiu,Adrian Moisoiu,male,1938-01-15,,,,,,,,Adrian,,,,Adrian Moisoiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720017,Adrian Nicoară,Adrian Nicoară,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Nicoară,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Nicoară,Adrian Nicoară,male,,,,,,,,,Adrian,,,,Adrian Nicoară,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720022,Adrian Paul Dumitrescu,Adrian Paul Dumitrescu,,,,,,,,,,,,,,,,,,,,,,Adrian Paul Dumitrescu,,,,,,,,,,,,,,Adrian Paul Dumitrescu,,,,,,,,,,,,,,,,Adrian Paul Dumitrescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Paul Dumitrescu,Adrian Paul Dumitrescu,male,1952-12-07,,,,,,,,Adrian,,,,Adrian Paul Dumitrescu,,,,,,,,,,,2015-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720029,Adrian Silistraru,Adrian Silistraru,,,,,,,,,,,,,,,,,,,,,,Adrian Silistraru,,,,,,,,,,,,,,Adrian Silistraru,,,,,,,,,,,,,,,,Adrian Silistraru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Silistraru,Adrian Silistraru,male,1961-07-23,,,,,,,,Adrian,,,,Adrian Silistraru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720034,Adrian Tudor Geamăn Moroianu,Adrian Tudor Geamăn Moroianu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Tudor Geaman Moroianu,,,,,,,,,,,,,,,,Adrian Tudor Geaman Moroianu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Tudor Geamăn Moroianu,Adrian Tudor Geamăn Moroianu,male,1953-09-01,,,,,,,,Adrian,,,,Adrian Tudor Geamăn Moroianu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720036,Adrian Valentin Iliescu,Valentin Adrian Iliescu,,,,,,,,,,,,,,,,,,,,,,Valentin Adrian Iliescu,,,,,,,,,,,,,,Adrian Valentin Iliescu,,,,,,,,,,,,,,,,Valentin Adrian Iliescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Valentin Iliescu,Valentin Adrian Iliescu,male,1961-11-01,,,,,,,,Adrian,,,,Valentin Adrian Iliescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720043,Diana Tușa,Diana Tușa,,,,,,,,,,,,Adriana-Diana Tușa,,,,,,,,,,Adriana-Diana Tușa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriana-Diana Tușa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana Tușa,Adriana-Diana Tușa,male,1978-06-22,Adriana-Diana Tușa,,,,,,,Diana,,,,Diana Tușa,,,,http://dianatusa.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720056,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,,,,,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,,,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,,,,,Adriana Săftoiu,,,,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,,,,,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,,,,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,,Adriana Săftoiu,,,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,,Adriana Săftoiu,,Adriana Săftoiu,Adriana Săftoiu,,Adriana Săftoiu,,,Adriana Săftoiu,,,Adriana Săftoiu,Adriana Săftoiu,female,1967-09-11,,,Adriana Săftoiu,,,,,Adriana,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,Adriana Săftoiu,,https://upload.wikimedia.org/wikipedia/commons/7/75/Adriana_Saftoiu.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12720073,Agata Nicolau Iliescu,Agata Nicolau Iliescu,,,,,,,,,,,,,,,,,,,,,,Agata Nicolau Iliescu,,,,,,,,,,,,,,Agata Nicolau Iliescu,,,,,,,,,,,,,,,,Agata Nicolau Iliescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agata Nicolau Iliescu,Agata Nicolau Iliescu,female,,,,,,,,,Agata,,,,Agata Nicolau Iliescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
