id,name__pt,name__en,name__de,name__it,name__fr,name,wikipedia__pt,gender,birth_date,death_date,given_name,original_wikiname,name__nb,name__da,name__nn,name__sv,website,name__es,wikipedia__en,identifier__ISNI,identifier__VIAF,name__pl,name__ro,wikipedia__pl,wikipedia__ro,identifier__EuroparlMEP,name__uk,name__nl,name__cs,wikipedia__commons,wikipedia__cs,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fr,wikipedia__it,wikipedia__nl,wikipedia__no,wikipedia__sv,wikipedia__uk,image,identifier__GTAA,identifier__parlement,identifier__BNF,identifier__SUDOC,identifier__freebase,name__fi,wikipedia__fi,identifier__LCAuth,name__ca,name__oc,name__tr,wikipedia__tr,identifier__GND,family_name,name__ru,wikipedia__ru,name__et,wikipedia__et,name__gl,name__zh,wikipedia__gl,wikipedia__zh,name__ar,name__be,name__bg,name__el,name__eo,name__eu,name__ga,name__gv,name__he,name__hi,name__hr,name__hu,name__id,name__io,name__ja,name__ka,name__ko,name__la,name__lb,name__li,name__lt,name__lv,name__mn,name__ms,name__roa_tara,name__scn,name__sk,name__sl,name__sr,name__tk,name__vi,name__war,name__fa,name__an,name__sco,name__sgs,wikipedia__an,wikipedia__ar,wikipedia__bat_smg,wikipedia__be,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__ca,wikipedia__cswikiquote,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__frwikiquote,wikipedia__ga,wikipedia__gv,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__itwikiquote,wikipedia__itwikisource,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__ms,wikipedia__nn,wikipedia__oc,wikipedia__plwikiquote,wikipedia__roa_tara,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sco,wikipedia__sk,wikipedia__sl,wikipedia__sr,wikipedia__tk,wikipedia__ukwikiquote,wikipedia__vi,wikipedia__war,identifier__NTA,identifier__CANTIC,name__tet,name__hy,wikipedia__hy,wikipedia__tet,name__en_ca,name__en_gb,name__pt_br,name__mr,name__sw,wikipedia__mr,wikipedia__sw,identifier__NLA,identifier__MusicBrainz,identifier__SELIBR,identifier__BNE,identifier__PTBNP,identifier__BAV,identifier__discogs,name__cy,wikipedia__glwikiquote,identifier__FAST,name__af,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__lij,name__mg,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__is,name__min,name__sr_el,name__pa,wikipedia__br,wikipedia__pa,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__qu,wikipedia__mg,wikipedia__qu,identifier__NNDB,identifier__Munzinger,name__ty,name__my,name__az,name__yo,name__ku,name__ext,name__ltg,name__bs,wikipedia__az,wikipedia__bs,wikipedia__ext,wikipedia__ie,wikipedia__is,wikipedia__ku,wikipedia__ltg,wikipedia__my,wikipedia__simple,wikipedia__ty,wikipedia__vo,wikipedia__yo,identifier__IMDB,identifier__SBN_it,name__mwl,wikipedia__mwl,name__sh,name__sr_ec,wikipedia__enwikisource,wikipedia__ptwikiquote,wikipedia__sh,identifier__OLID,name__tl,wikipedia__tl,wikipedia__rm,wikipedia__enwikiquote,identifier__britishmuseum,identifier__NKC,identifier__NUKAT,last_seen,identifier__TED,identifier__senate_nl,identifier__PACE,identifier__Britannica,identifier__NLI,wikipedia__hsb,name__hsb,wikipedia__eswikiquote,name__fo,name__kl,name__ky,wikipedia__ky,wikipedia__th,name__th,name__lmo,name__ba,name__si,name__bn,wikipedia__ba,wikipedia__bn,wikipedia__lmo,wikipedia__si,name__xmf,wikipedia__xmf,identifier__GNC,identifier__Gutenberg,occupation,name__ml,wikipedia__ml,wikipedia__ckb,wikipedia__ta,facebook,identifier__google_knowledge,name__mk,name__azb,name__ckb,name__sq,name__ta,wikipedia__azb,wikipedia__sq,wikipedia__uz,identifier__nlg,name__uz,wikipedia__tt,wikipedia__zh_yue,name__tt,identifier__ne_se,identifier__ORCID,name__yue,wikipedia__bewikiquote,wikipedia__nds,twitter,wikipedia__als,wikipedia__kk,wikipedia__fawikiquote,wikipedia__cy,name__kk,wikipedia__gom,wikipedia__ur,identifier__snac,wikipedia__eswikinews,name__ne,name__ur,wikipedia__ne,name__gom,wikipedia__af,wikipedia__arz,name__arz,wikipedia__zh_min_nan,name__nan,wikipedia__mai,identifier__persee,name__mai,identifier__BVMC,identifier__BBC_things,wikipedia__frr,name__frr,identifier__dialnet,identifier__whoswho_france,wikipedia__ast,wikipedia__ptwikisource,identifier__NLAtrove,name__pnb,wikipedia__pnb,identifier__NDL,identifier__nobel_prize,identifier__BIBSYS,wikipedia__pms,second_surname,identifier__AlloCine,identifier__allmovie,identifier__PORT,identifier__elonet,identifier__CSFD,identifier__kinopoisk,identifier__bigenc_ru,identifier__NLP,identifier__NPG,linkedin,wikipedia__enwikinews
Q10285168,Francisco Sousa Tavares,Francisco Sousa Tavares,Francisco Sousa Tavares,Francisco Sousa Tavares,Francisco Sousa Tavares,Francisco Sousa Tavares,Francisco Sousa Tavares,male,1920-06-12,1993-05-25,Francisco,Francisco Sousa Tavares,,,,,,,,0000 0003 8172 2904,262652206,,,,,,,,Francisco Sousa Tavares,,,,,,,,,,,,,,,169630146,,,,,n96100373,,,,,105330207X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Sousa Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10287923,Gabriela Canavilhas,Gabriela Canavilhas,Gabriela Canavilhas,Gabriela Canavilhas,Gabriela Canavilhas,Gabriela Canavilhas,Gabriela Canavilhas,female,1961-03-29,,Gabriela,,,,,,,Gabriela Canavilhas,,,306454199,Gabriela Canavilhas,,Gabriela Canavilhas,,,,Gabriela Canavilhas,,Category:Gabriela Canavilhas,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/f/f9/Gabriela_Canavilhas_-_VII_Reunião_de_Ministros_da_Cultura_da_CPLP,_Sintra,_Portugal,_18_de_Junho_de_2010.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriela Canavilhas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pianist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10289236,Germano da Silva Domingos,Germano da Silva Domingos,Germano da Silva Domingos,Germano da Silva Domingos,Germano da Silva Domingos,Germano da Silva Domingos,Germano da Silva Domingos,male,,,Germano,Germano da Silva Domingos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germano da Silva Domingos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10292842,Guilherme Silva,Guilherme Silva,Guilherme Silva,Guilherme Silva,Guilherme Silva,Guilherme Silva,Guilherme Silva,male,1943-07-16,,Guilherme,Guilherme Silva,Guilherme Silva,Guilherme Silva,Guilherme Silva,Guilherme Silva,,,,,,,,,,,,Guilherme Silva,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/38/Guilherme_Silva_-_21-04-2015.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guilherme Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10294458,Helena Pinto,Helena Pinto,Helena Pinto,Helena Pinto,Helena Pinto,Helena Pinto,Helena Pinto,female,1959-09-05,,Helena,Helena Pinto,,,,,,Helena Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helena Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10294464,Helena Roseta,Helena Roseta,Helena Roseta,Helena Roseta,Helena Roseta,Helena Roseta,Helena Roseta,female,1947-12-23,,Helena,Helena Roseta,Helena Roseta,Helena Roseta,Helena Roseta,Helena Roseta,,Helena Roseta,,0000 0000 5037 823X,4461010,,,,,,,Helena Roseta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helena Roseta,,,,,,,,,,,,,,,,Helena Roseta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10294715,Henrique Barrilaro Ruas,Henrique Barrilaro Ruas,Henrique Barrilaro Ruas,Henrique Barrilaro Ruas,Henrique Barrilaro Ruas,Henrique Barrilaro Ruas,Henrique Barrilaro Ruas,male,1921-03-02,2003-07-14,Henrique,Henrique Barrilaro Ruas,Henrique Barrilaro Ruas,Henrique Barrilaro Ruas,Henrique Barrilaro Ruas,Henrique Barrilaro Ruas,,,,0000 0001 2282 3161,79519417,,,,,,,Henrique Barrilaro Ruas,,,,,,,,,,,,,,,,,071462295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henrique Barrilaro Ruas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10295014,Herculano Pombo,Herculano Pombo,Herculano Pombo,Herculano Pombo,Herculano Pombo,Herculano Pombo,Herculano Pombo,male,,,Herculano,Herculano Pombo,Herculano Pombo,Herculano Pombo,Herculano Pombo,Herculano Pombo,,,,,,,,,,,,Herculano Pombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herculano Pombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10295257,Nuno da Câmara Pereira,Nuno da Câmara Pereira,Nuno da Câmara Pereira,,,Nuno da Câmara Pereira,Nuno da Câmara Pereira,male,1951-06-19,,Nuno,Nuno Maria de Figueiredo Cabral da Câmara Pereira,,,,,http://www.nuno-da-camara-pereira.com/,Nuno da Câmara Pereira,,,83495760,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2009017772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ヌノ・ダ・カマラ・ペレイラ,,,,,,,,,,,,,Nuno da Câmara Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10298152,Honório Novo,Honório Novo,Honório Novo,,Honório Novo,Honório Novo,Honório Novo,male,1950-10-24,,Honório,José Honório Faria Gonçalves Novo,,,,,,,Honório Novo,,,Honório Novo,,Honório Novo,,2047,,Honório Novo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Honório Novo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10299830,Idália Serrão,Idália Serrão,Idália Serrão,,,Idália Serrão,Idália Serrão,female,1964-05-16,,,,,,,,,Idália Serrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Idália Serrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10300977,Igrejas Caeiro,Igrejas Caeiro,Igrejas Caeiro,,Igrejas Caeiro,Igrejas Caeiro,Igrejas Caeiro,male,1917-08-18,2012-02-19,,Igrejas Caeiro,Igrejas Caeiro,Igrejas Caeiro,Igrejas Caeiro,Igrejas Caeiro,,,,0000 0003 5864 4880,208196490,,,,,,,Igrejas Caeiro,,,,,,,,,,,,,,,,,093328699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Igrejas Caeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm0128346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10303791,Isabel Castro,Isabel Castro,,Isabel Castro,,Isabel Castro,Isabel Castro,female,,,Isabel,Isabel Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isabel Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10307123,Joaquim Catanho de Menezes,Joaquim Catanho de Menezes,Joaquim Catanho de Menezes,,Joaquim Catanho de Menezes,Joaquim Catanho de Menezes,Joaquim Catanho de Menezes,male,1926-07-11,1985-06-03,Joaquim,Joaquim Catanho de Menezes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joaquim Catanho de Menezes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10307408,Joaquim Sarmento,Joaquim Sarmento,Joaquim Sarmento,,Joaquim Sarmento,Joaquim Sarmento,Joaquim Sarmento,male,1952-01-17,,Joaquim,Joaquim Sarmento,Joaquim Sarmento,Joaquim Sarmento,Joaquim Sarmento,Joaquim Sarmento,,,,0000 0000 7029 7023,98649030,,,,,,,Joaquim Sarmento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joaquim Sarmento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10307464,Joaquim da Silva Lourenço,Joaquim da Silva Lourenço,Joaquim da Silva Lourenço,,Joaquim da Silva Lourenço,Joaquim da Silva Lourenço,Joaquim Lourenço,male,,,Joaquim,Joaquim Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joaquim da Silva Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10308054,Jorge Bacelar Gouveia,Jorge Bacelar Gouveia,Jorge Bacelar Gouveia,,,Jorge Bacelar Gouveia,Jorge Bacelar Gouveia,male,1966,,Jorge,Jorge Bacelar Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Bacelar Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10308074,Jorge Braga de Macedo,Jorge Braga de Macedo,Jorge Braga de Macedo,,Jorge Braga de Macedo,Jorge Braga de Macedo,Jorge Braga de Macedo,male,1946-12-01,,Jorge,Jorge Braga de Macedo,,,,,,,,0000 0001 0905 5970,59144368,,,,,,,Jorge Braga de Macedo,,,,,,,Jorge Braga de Macedo,,,,,,,,,12278492r,031601952,,,,,,,,,122508351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Braga de Macedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10308079,Jorge Campinos,Jorge Campinos,Jorge Campinos,,Jorge Campinos,Jorge Campinos,Jorge Campinos,male,1937-06-30,1993-07-30,Jorge,Jorge Campinos,Jorge Campinos,Jorge Campinos,Jorge Campinos,Jorge Campinos,,,,,,,,,,1783,,Jorge Campinos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Campinos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10308185,Jorge Miranda,Jorge Miranda,Jorge Miranda,,Jorge Miranda,Jorge Miranda,Jorge Miranda,male,1941-04-15,,Jorge,Jorge Miranda,Jorge Miranda,Jorge Miranda,Jorge Miranda,Jorge Miranda,,,,0000 0000 7969 7349,4219278,,,,,,,Jorge Miranda,,Category:Jorge Miranda,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/03/JorgeMiranda.png,,,123864752,032932944,,,,n97083076,,,,,1057664812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146648889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n00093112,,,,,,,,,,,,,,,,,,,,,,,,,,,,university teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1192116X,,,
Q10308196,Jorge Neto,Jorge Neto,Jorge Neto,,,Jorge Neto,Jorge Neto,male,,,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10308904,José Augusto Gama,José Augusto Gama,José Augusto Gama,,José Augusto Gama,José Augusto Gama,José Augusto Gama,male,1942-03-02,2000-10-09,José,José Augusto Gama,,,,,,,,,,,,,,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Augusto Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Augusto Gama,José Augusto Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
