id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,honorific_prefix,birth_date,identifier__freebase,family_name,given_name,identifier__ISNI,identifier__NLA,website,identifier__NNDB,death_date,identifier__Muzinger,twitter,identifier__BNF,identifier__NLI,identifier__NTA,instagram,facebook,identifier__ATP,identifier__ITF,wikipedia__en,identifier__Munzinger,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__fr,name__ru,name__es,name__fi,name__it,name__la,name__de,name__ja,name__cs,name__fa,name__hr,name__nl,name__zh,name__sv,name__uk,name__mr,name__de_ch,name__el,name__en_ca,name__en_gb,name__he,name__id,name__ko,name__nb,name__pt_br,name__sh,name__ta,name__vi,name__hu,name__ms,name__be_tarask,name__da,name__fo,name__is,name__kl,name__nn,name__tl,name__sco,name__af,name__et,name__tr,name__ne,name__be,name__ur,name__bn,name__ro,name__sr,name__min,name__mn,name__hi,name__lt,name__bg,name__ar,name__io,name__th,name__ca,name__hy,name__mk,name__lv,name__mg,name__yi,name__ka,name__ckb,name__eo,wikipedia__af,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ur,wikipedia__vi,wikipedia__yi,wikipedia__zh,name__sq,wikipedia__sq,name__si,wikipedia__si,name__nds,name__eu,name__qu,name__uz,name__vo,name__oc,name__ga,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__yue,name__ht,name__wuu,name__ku,name__sk,name__cy,name__war,name__tpi,name__ceb,name__br,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__enwikinews,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__gd,name__gl,name__gsw,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,wikipedia__lb,wikipedia__mk,original_wikiname,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ie,wikipedia__is,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__MusicBrainz,identifier__discogs,identifier__IMDB,name__jv,wikipedia__dewikiquote,wikipedia__gl,wikipedia__jv,wikipedia__nowikiquote,wikipedia__svwikinews,wikipedia__ukwikiquote,name__gv,wikipedia__gv,identifier__CANTIC,identifier__NDL,identifier__NUKAT,name__bs,name__lmo,wikipedia__ast,identifier__ULAN,identifier__NLAtrove,wikipedia__hif,name__hif,identifier__GTAA,identifier__OLID,wikipedia__hiwikiquote,identifier__Britannica,wikipedia__sm,identifier__FAST,name__sm,last_seen,identifier__CSPAN,identifier__TED,identifier__AuDB,identifier__senate_nl,linkedin,identifier__google_plus,identifier__wikitree,wikipedia__mai,identifier__google_knowledge,name__mai,occupation,identifier__nlg
Q14946875,John Langmore,John Langmore,,male,57999658,,,119978393,,1939-09-03,,,John,,,,,,,,,,,,,,,John Langmore,,,,,,,,John Langmore,John Langmore,John Langmore,,John Langmore,John Langmore,John Langmore,,John Langmore,,John Langmore,,John Langmore,John Langmore,,John Langmore,,,,,,,,,,John Langmore,,,,,John Langmore,,,John Langmore,,John Langmore,,John Langmore,,,John Langmore,John Langmore,John Langmore,,,,,John Langmore,,,,,John Langmore,,,,,John Langmore,,,,,,,,John Langmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Langmore,,,,John Langmore,John Langmore,,,,,John Langmore,,,,,,,,,,,,,John Langmore,John Langmore,,,John Langmore,John Langmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Langmore,,,,,,,,John Langmore,John Langmore,,,,John Langmore,,,,John Langmore,,,John Langmore,,,John Langmore,,,John Langmore,,John Langmore,,,,,John Langmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Langmore,John Langmore,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q15452941,Paul Filing,Paul Filing,,male,28795437,,,,,1955-12-20,,,Paul,,,,,,,,,,,,,,,Paul Filing,,,,,,,,,,Paul Filing,,,,Paul Filing,,Paul Filing,,,,,Paul Filing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Filing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q15462333,Fred Chaney,Fred Chaney,https://upload.wikimedia.org/wikipedia/commons/d/d6/Recognise_Campaign_Fred_Chaney_Presser.jpg,male,94479641,,,,,1941-10-28,,Chaney,Fred,,,,,,,,,,,,,,,Fred Chaney,,,,,,,,,,Fred Chaney,,,,,,Fred Chaney,,,,,Fred Chaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fred Chaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q15485299,Nick Dondas,Nick Dondas,,male,92719676,,,,,1939-10-26,,,Nick,,,,,,,,,,,,,,,Nick Dondas,,,,,,,,,,Nick Dondas,,,,,,Nick Dondas,,,,,Nick Dondas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Dondas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q15485996,John Scott,John Scott,,male,48189283,,,,,1934-03-31,,,John,,,,,,,,,,,,,,,John Scott (Australian politician),,,,,,,,,,John Scott,,,,,,John Scott,,,,,John Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Scott (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q15500212,Mick Young,Mick Young,,male,91541329,,,,,1936-10-09,,,Mick,,,,,1996-04-08,,,,,,,,,,Mick Young,,,,,,,,,,Mick Young,,,,,,Mick Young,,,,,Mick Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mick Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476287,,,,,,,,,,,,,,,,,,,,,politician,
Q15504829,Ros Kelly,Ros Kelly,,female,96709723,,,,,1948-01-25,,,,,,,,,,,,,,,,,,Ros Kelly,,,,,,,,,,Ros Kelly,,,,,,Ros Kelly,,,,,Ros Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ros Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q15525005,Duncan Kerr,Duncan Kerr,,male,113525469,,,,,1952-02-26,,,Duncan,,,,,,,,,,,,,,,Duncan Kerr,,,,,,,,,,Duncan Kerr,,,,,,Duncan Kerr,,,,,Duncan Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duncan Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judge,
Q15525008,Jackie Kelly,Jackie Kelly,,female,95116797,,,,,1964-02-18,,,Jackie,,,,,,,,,,,,,,,Jackie Kelly,,,,,,,,,,Jacqueline Marie Kelly,,Jacqueline Marie Kelly,,,,Jackie Kelly,,,,,Jackie Kelly,,,,,,,,,,,,,,,,,Jacqueline Marie Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacqueline Marie Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jackie Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q15525018,Laurie Brereton,Laurie Brereton,https://upload.wikimedia.org/wikipedia/commons/6/6a/Laurie_Brereton.jpg,male,94791607,,,,,1946-05-29,,,Laurie,,,,,,,,,,,,,,,Laurie Brereton,,,,,,,,,,Laurie Brereton,,,,Laurie Brereton,,Laurie Brereton,,,,,Laurie Brereton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurie Brereton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q1579545,John Hewson,John Hewson,,male,222779465,119399326,,030569214,,1946-10-28,/m/023q3s,,John,0000 0003 5976 9570,,,,,,,12861837v,,,,,,,John Hewson,,,約翰·休森,,约翰·休森,,,,John Hewson,John Hewson,,John Hewson,,,,John Hewson,ジョン・ヒューソン,,,,John Hewson,,,,,,,,,,,,,,,,,John Hewson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Hewson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Hewson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Hewson,,,,,,,,,,,,,,,,,,,,,,,,,,,nm2267203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,
Q16019373,Harry Edwards,Harry Edwards,,male,,,,,,1927-01-10,,,Harry,,,,,2012-06-26,,,,,,,,,,Harry Edwards (Australian politician),,,,,,,,,,Harry Edwards,Гарри Эдвардс,,,,,Harry Edwards,,,,,Harry Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Edwards (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16091844,Ted Grace,Ted Grace,,male,,,,,,1931-03-13,,,Ted,,,,,,,,,,,,,,,Ted Grace,,,,,,,,,,Ted Grace,,,,Ted Grace,,Ted Grace,,,,,Ted Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ted Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16105752,John Riggall,John Riggall,,male,,,,,,1941-05-10,,,John,,,,,,,,,,,,,,,John Riggall,,,,,,,,,,John Riggall,,,,,,John Riggall,,,,,John Riggall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Riggall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16106114,Kathy Sullivan,Kathy Sullivan,,female,294925194,,,,,1942-03-08,,,Kathy,,,,,,,,,,,,,,,Kathy Sullivan (Australian politician),,,,,,,,,,Kathy Sullivan,,,,,,Kathy Sullivan,,,,,Kathy Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kathy Sullivan (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16136059,John Forrest,John Forrest,,male,,,,,,1949-08-24,,,John,,,,,,,,,,,,,,,John Forrest (Victorian politician),,,,,,,,,,John Forrest,Джон Форрест,,,,,John Forrest,,,,,John Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Alexander Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16145781,Jon Sullivan,Jon Sullivan,,male,,,,,,1950-11-10,,,Jon,,,,,,,,,,,,,,,Jon Sullivan,,,,,,,,,,Jon Sullivan,,,,,,Jon Sullivan,,,,,Jon Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jon Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16151880,Neville Newell,Neville Newell,,male,,,,,,1952-10-14,,,Neville,,,,,,,,,,,,,,,Neville Newell,,,,,,,,,,Neville Newell,,,,,,,,,,,Neville Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neville Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16185462,Cathy McGowan,Cathy McGowan,,female,273305801,,,,,1953-11-29,,,Cathy,,,,,,,,,,,,,,,Cathy McGowan (politician),,,,,,,,,,Cathy McGowan,,,,,,Cathy McGowan,,,,,Cathy McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathy McGowan (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16186916,Ann Sudmalis,Ann Sudmalis,,female,,,,,,1955-09-16,,,Ann,,,,,,,,,,,,,,,Ann Sudmalis,,,,,,,,,,Ann Sudmalis,,,,Ann Sudmalis,,Ann Sudmalis,,,,,Ann Sudmalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ann Sudmalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16187249,Michael Organ,Michael Organ,,male,,,,,,1956-09-22,,,Michael,,,,,,,,,,,,,,,Michael Organ,,,,,,,,,,Michael Organ,,,,Michael Organ,,Michael Organ,,,,,Michael Organ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Organ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16187305,Patrick Secker,Patrick Secker,,male,,,,,,1956-06-06,,,Patrick,,,,,,,,,,,,,,,Patrick Secker,,,,,,,,,,Patrick Secker,,,,,,Patrick Secker,,,,,Patrick Secker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Secker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16189272,David Gillespie,David Gillespie,,male,56655192,,,030508681,,1957-12-20,/m/0x0dvnq,Gillespie,David,,,http://www.davidgillespie.com.au/,,,,davegillespiemp,12190878m,,,,DavidGillespieMP,,,David Gillespie (politician),,,,,,,,,,David Gillespie,Дэвид Гиллеспи,,,,,David Gillespie,,,,,David Gillespie,大衛·吉列斯比,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大衛·吉列斯比,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Gillespie (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16191323,Mike Symon,Mike Symon,,male,,,,,,1965-02-21,,,Mike,,,,,,,,,,,,,,,Mike Symon,,,,,,,,,,Mike Symon,,,,,,Mike Symon,,,,,Mike Symon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Symon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16192767,Steve Irons,Steve Irons,,male,,,,,,1958-09-01,/m/03gtffy,,Steve,,,http://www.steveirons.com.au,,,,,,,,,,,,Steve Irons,,,,,,,,,,Steve Irons,,,,Steve Irons,,,,,,,Steve Irons,斯提夫·埃朗斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斯提夫·埃朗斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Irons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australian-rules footballer,
Q16193371,Brendan Smyth,Brendan Smyth,https://upload.wikimedia.org/wikipedia/commons/b/b1/Brendan_Smyth_Wanniassa_head.jpg,male,,,,,,1959-07-27,,,Brendan,,,,,,,,,,,,,,,Brendan Smyth (politician),,,,,,,,,,Brendan Smyth,,,,,,Brendan Smyth,,,,,Brendan Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brendan Smyth (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16194303,Joanne Ryan,Joanne Ryan,,female,,,,,,1961-07-29,/m/0x13hm2,Ryan,Joanne,,,http://www.joanneryan.com.au,,,,JoanneRyanLalor,,,,,,,,Joanne Ryan (politician),,,,,,,,,,Joanne Ryan,,,,,,Joanne Ryan,,,,,Joanne Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joanne Ryan (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q16194644,Michelle Landry,Michelle Landry,,female,,,,,,1962-10-15,,,Michelle,,,,,,,,,,,,,,,Michelle Landry,,,,,,,,,,Michelle Landry,,,,,,Michelle Landry,,,,,Michelle Landry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michelle Landry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
