id,name__en,name__ar,name__es,name__de,name__fr,name__nl,name,wikipedia__ar,wikipedia__en,gender,original_wikiname,name__pl,wikipedia__de,wikipedia__fr,wikipedia__pl,birth_date,identifier__freebase,given_name,name__it,name__ja,wikipedia__ja,image,identifier__VIAF,name__he,wikipedia__he,death_date,name__mg,wikipedia__mg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__yo,name__ms,name__id,name__el,name__sv,name__pt,name__ru,name__tr,name__ca,name__fi,name__nn,name__frp,name__bg,name__nb,name__zh,name__pam,name__scn,wikipedia__bg,wikipedia__ca,wikipedia__commons,wikipedia__el,wikipedia__es,wikipedia__fi,wikipedia__frp,wikipedia__id,wikipedia__it,wikipedia__itwikiquote,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__pam,wikipedia__pt,wikipedia__ru,wikipedia__scn,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__yo,wikipedia__zh,identifier__SUDOC,identifier__Munzinger,name__yi,name__hy,name__la,name__sl,name__fa,wikipedia__fa,wikipedia__hy,wikipedia__la,wikipedia__sl,wikipedia__yi,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__NLI,name__arz,name__cs,wikipedia__arz,name__oc,name__gl,name__io,name__sh,name__hu,name__et,name__pt_br,wikipedia__cs,wikipedia__et,wikipedia__gl,wikipedia__hu,wikipedia__io,wikipedia__oc,wikipedia__sh,website,name__eu,name__eo,name__th,wikipedia__eo,wikipedia__eu,wikipedia__th,name__cy,wikipedia__cy,wikipedia__enwikiquote,identifier__IMDB,name__br,wikipedia__br,family_name,name__en_ca,name__en_gb,name__ko,name__vi,name__uk,name__ie,wikipedia__ie,wikipedia__ko,wikipedia__uk,wikipedia__vi,identifier__NNDB,wikipedia__ro,wikipedia__trwikiquote,name__ro,wikipedia__frwikinews,wikipedia__arwikiquote,wikipedia__fawikiquote,name__da,identifier__FAST,identifier__GTAA,facebook,last_seen,identifier__Britannica,name__lt,wikipedia__mzn,name__mzn,name__ast,name__my,wikipedia__ast,wikipedia__my,name__ga,name__hi,name__jv,wikipedia__da,wikipedia__ga,wikipedia__hi,wikipedia__jv,wikipedia__plwikiquote,name__ps,name__ckb,wikipedia__ckb,wikipedia__ps,name__af,name__ka,wikipedia__af,wikipedia__ka,identifier__NTA,identifier__NLAtrove,name__sco,wikipedia__sco,name__tg_latn,name__tg,wikipedia__tg,identifier__OLID,identifier__GNC,identifier__BAV,identifier__CTHS,wikipedia__ptwikiquote,identifier__NUKAT,wikipedia__be_x_old,name__be_tarask,name__an,name__bar,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__fur,name__gd,name__gsw,name__hr,name__ia,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sk,name__sr_el,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,occupation,wikipedia__hr,wikipedia__xmf,identifier__EGAXA,wikipedia__tt,identifier__nlg,name__tt,name__xmf,identifier__ne_se,identifier__snac,wikipedia__trwikinews,identifier__quora,identifier__persee,name__fo,name__kl,wikipedia__ml,name__ml,twitter,wikipedia__bn,name__bn,wikipedia__azb,name__azb,identifier__SELIBR,name__ur,identifier__CSPAN,honorific_suffix,noble_title,identifier__NKC,instagram,wikipedia__az,name__az,identifier__youtube,wikipedia__ruwikinews
Q2094707,Selim al-Hoss,سليم الحص,Selim Hoss,Selim al-Hoss,Salim el-Hoss,Selim Ahmed al-Hoss,Selim al-Hoss,سليم الحص,Selim Hoss,male,Selim Hoss,Selim al-Hoss,Selim al-Hoss,Salim el-Hoss,Salim al-Huss,1929-12-20,/m/03_mq3,Selim,Selim al-Hoss,サリーム・アル＝ホス,,https://upload.wikimedia.org/wikipedia/commons/8/8b/Salim_el-Hoss_Axis_for_Peace_2005-11-17.jpg,54400130,סלים אל-חוס,סלים אל-חוס,,,,,,,,,,,,,,,Selim Hoss,"Хосс, Селим",,,,,,,,薩利姆·胡斯,,,,,Category:Selim Hoss,,,,,,Selim al-Hoss,,,Selim Ahmed al-Hoss,,,,Selim Hoss,"Хосс, Селим",,Selim Hoss,,,,,,,,,,,سلیم الحص,سلیم الحص,,,,,0000 0000 8133 4790,1145663184,n82032514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Селім Хосс,,,,Селім Хосс,,,,,,,,,,88469,,,,,,,,,,,,,,,,,,,,,,,,,,,,097393223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,سلیم الحص,,,,,,,,,
Q22688923,,عمر كامل مسقاوي,,,,,عمر كامل مسقاوي,عمر كامل مسقاوي,,male,,,,,,1935-01-15,,,,,,,7235586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 2119 1713,,nr89006563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2379068,Talal Arslan,طلال أرسلان,Talal Arslan,Talal Arslan,Talal Arslane,Talal Arslan,Talal Arslan,طلال أرسلان,Talal Arslan,male,طلال أرسلان,Talal Arslan,Talal Arslan,Talal Arslane,Talal Arslan,1965-06-12,/m/047nxtn,,,タラール・アルスラーン,,,,טלאל ארסלן,טלאל ארסלן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Talal Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,prince,,,,,,
Q24845150,,إبراهيم المنذر,,,,,إبراهيم المنذر,إبراهيم المنذر,,male,,,,,,1875-07-07,,,,,,,16508043,,,1950-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ابراهیم منذر,ابراهیم منذر,,,,,0000 0000 6691 1190,,n97043138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24950786,,,,,Simon Abi Ramia,Simon Abi Ramia,,,,male,,,,Simon Abi Ramia,,1965-06-03,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Simon_abiramia.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.simonabiramia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q251878,Muhammad Baydoun,محمد عبد الحميد بيضون,Muhammad Baydoun,Muhammad Baydoun,Mohammad Abdel-Hamid Beydoun,Muhammad Baydoun,Muhammad Baydoun,محمد عبد الحميد بيضون,Muhammad Baydoun,male,Muhammad Baydoun,Mohammad Abdel-Hamid Bejdun,,Mohammad Abdel-Hamid Beydoun,Mohammad Abdel-Hamid Bejdun,1952-02-05,/m/0nhjmh1,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad Baydoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26246919,Philippe Najib Boulos,,Philippe Najib Boulos,,Philippe Najib Boulos,Philippe Najib Boulos,Philippe Najib Boulos,,,male,,,,Philippe Najib Boulos,,1902,,Philippe,,,,https://upload.wikimedia.org/wikipedia/commons/3/32/Portrait_de_Philippe_Boulos.tif,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippe Najib Boulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2655676,Majid Arslan,مجيد أرسلان,Majid Arslan,Madschid Arslan,Magid Arslane,,Majid Arslan,مجيد أرسلان,Majid Arslan,male,Majid Arslan,,Madschid Arslan,Magid Arslane,,1908-02,/m/0bpdh2,Majid (name),,マジド・アルスラーン,,https://upload.wikimedia.org/wikipedia/commons/9/93/Majid_Arslan_portrait.jpg,238828565,מג'יד ארסלן,מג'יד ארסלן,1983-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Majid Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,emir,,,,,,
Q2739438,Ali Eid,علي عيد,Ali Eid,Ali Eid,Ali Eid,Ali Eid,Ali Eid,علي عيد,Ali Eid,male,,,Ali Eid,Ali Eid,,1940-07-14,/m/02rjpb5,Ali,,,,https://upload.wikimedia.org/wikipedia/commons/6/6a/Ali_Eid_2008.JPG,,,,2015-12-25,,,,,,,,,,,,,Ali Eid,,,,,,,,,,,,,,,Category:Ali Eid,,,,,,,,,,,,,,,,Ali Eid,Ali Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Eid,,,,,,,,,,,,,,,,,,,,,,Ali Eid,Ali Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2777828,Raymond Eddé,ريمون إده,Raymond Eddé,Raymond Eddé,Raymond Eddé,Raymond Eddé,Raymond Eddé,ريمون إده,Raymond Eddé,male,Raymond Eddé,,,Raymond Eddé,,1913-03-15,/m/05kqzv,Raymond,,,,https://upload.wikimedia.org/wikipedia/commons/8/8f/Raymond_Eddé_-_1988.jpg,46760543,ריימונד אדה,ריימונד אדה,2000-05-10,,,,,,,,,,,,,,,Раймон Эдде,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 2906 2660,,n88242600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497401,,,,,,,,Raymond Eddé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2797532,Maurice Gemayel,موريس الجميل,Maurice Gemayel,Maurice Gemayel,Maurice Gemayel,Maurice Gemayel,Maurice Gemayel,موريس الجميل,Maurice Gemayel,male,Maurice Gemayel,,,Maurice Gemayel,,1910,/m/026rwfd,Maurice,,,,,47703860,,,1970-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Gemayel,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4668 6109,,nr00011411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemayel,,,,,,,,,,,,,,,,,,,446216,,,,,,,,Maurice Gemayel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2820965,Abdul Rahim Mourad,عبد الرحيم مراد,Abdul Rahim Mourad,Abdul Rahim Mourad,Abdel Rahim Mrad,Abdel Rahim Mrad,Abdul Rahim Mourad,عبد الرحيم مراد,Abdul Rahim Mrad,male,,Abdel Rahim Mrad,,Abdel Rahim Mrad,Abdel Rahim Mrad,1942,/m/0gm_64,Abdur Rahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2821159,Abdel Latif El Zein,عبد اللطيف الزين,Abdel Latif El Zein,Abdel Latif El Zein,Abdellatif Zein,Abdel Latif El Zein,Abdel Latif El Zein,عبد اللطيف الزين,Abdel Latif El Zein,male,عبد اللطيف الزين,,,Abdellatif Zein,,1932-11-23,,Abdel,,,,https://upload.wikimedia.org/wikipedia/commons/1/15/Abdel_Latif_El_Zein.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdel Latif El Zein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2829137,Akram Chehayeb,أكرم شهيب,Akram Chehayeb,Akram Chehayeb,Akram Chehayeb,Akram Chehayeb,Akram Chehayeb,أكرم شهيب,Akram Chehayeb,male,أكرم شهيب,Akram Szihajeb,,Akram Chehayeb,Akram Szihajeb,1947-10-17,/m/0qfv34l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akram Chehayeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2829473,Alaeddine Terro,علاء الدين ترو,Alaeddine Terro,Alaaeddine Terro,Alaeddine Terro,Alaeddine Terro,Alaeddine Terro,علاء الدين ترو,Alaaeddine Terro,male,علاء الدين ترو,,,Alaeddine Terro,,1953-11-05,,,Alaaeddine Terro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2831419,Albert Moukheiber,ألبير مخيبر,Albert Moukheiber,,Albert Moukheiber,Albert Moukheiber,Albert Moukheiber,ألبير مخيبر,,male,,,,Albert Moukheiber,,1912,,Albert,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Moukheiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2836246,Ali Hassan Khalil,علي حسن خليل,Ali Hassan Khalil,Ali Hassan Khalil,Ali Hassan Khalil,Ali Hassan Khalil,Ali Hassan Khalil,علي حسن خليل,Ali Hassan Khalil,male,علي حسن خليل,Ali Hassan Chalil,,Ali Hassan Khalil,Ali Hassan Chalil,1964-07-15,/m/080dqmc,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Hassan Khalil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2836294,Ali Mekdad,علي المقداد,Ali Mekdad,Ali Mekdad,Ali Mekdad,Ali Mekdad,Ali Mekdad,علي المقداد (نائب),Ali Mekdad,male,علي المقداد (سياسي لبناني),,,Ali Mekdad,,1961,,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Mekdad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neurologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2836318,Ali Osseiran,علي عسيران,Ali Osseiran,Ali Osseiran,Ali Osseiran,Ali Osseiran,Ali Osseiran,علي عسيران,Ali Osseiran,male,علي عسيران,,,Ali Osseiran,,1947,,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Osseiran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civil servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2852389,Anwar Mohamad El-Khalil,أنور الخليل,Anwar Mohamad El-Khalil,Anwar Khalil,Anouar el-Khalil,,Anwar Mohamad El-Khalil,أنور الخليل,Anwar M. El-Khalil,male,أنور الخليل,Anwar al-Chalil,,Anouar el-Khalil,Anwar al-Chalil,1938-03-09,/m/080fhtv,Anwar,,,,https://upload.wikimedia.org/wikipedia/commons/9/98/Anwar_khalil.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anwar Mohamad El-Khalil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2853595,Antoine Andraos,أنطوان أندراوس,Antoine Andraos,Antoine Andraos,Antoine Andraos,Antoine Andraos,Antoine Andraos,أنطوان أندراوس,Antoine Andraos,male,Antoine Andraos,Antoine Andraos,,Antoine Andraos,Antoine Andraos,1950,,Antoine,,,,,,,,,Antoine Andraos,Antoine Andraos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Andraos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2854114,Antoine Khoury,أنطوان خوري,Antoine Khoury,,Antoine Khoury,Antoine Khoury,Antoine Khoury,,,male,,,,Antoine Khoury,,1938,,Antoine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Khoury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cardiologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2856820,Antoine Zahra,أنطوان زهرا,Antoine Zahra,Antoine Zahra,Antoine Zahra,Antoine Zahra,Antoine Zahra,أنطوان زهرا,Antoine Zahra (legislator),male,أنطوان زهرا,,,Antoine Zahra,,1956,/m/026_32m,Antoine,Antoine Zahra,アントワーヌ・ザーラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Zahra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2866926,Assaad Hardan,أسعد حردان,Assaad Hardan,Assaad Hardan,Assaad Hardan,Assaad Hardan,Assaad Hardan,أسعد حردان,Assaad Hardan,male,أسعد حردان,Assad Hardan,Assaad Hardan,Assaad Hardan,Assad Hardan,1951-07-31,/m/0gfds0c,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f2/Assaad_Hardan.JPG,,,,,,,,,,,,,,,,,,,Асаад Хардан,,,,,,Асад Хардан,,,,,Асад Хардан,,,,Assaad Hardan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assaad Hardan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assaad Hardan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2867000,Assem Araji,,Assem Araji,,Assem Araji,Assem Araji,Assem Araji,,,male,,,,Assem Araji,,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assem Araji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cardiologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2867013,Assem Qanso,عاصم قانصوه,Assem Qanso,Assem Qanso,Assem Qanso,Assem Qanso,Assem Qanso,عاصم قانصوه,Assem Qanso,male,عاصم قانصوه,Assem Kanso,,Assem Qanso,Assem Kanso,1937,/m/07n4x3,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Assem_Qanso_with_Nicolae_Ceaușescu.jpg,,,,,,,,,,,,,,,Assem Qanso,,,,,,,,,,,,,Assem Qanso,,,,Category:Assem Qanso,,,,,Assem Qanso,,,,,,,Assem Qanso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assem Qanso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2868800,Atef Majdalani,,Atef Majdalani,,Atef Majdalani,,Atef Majdalani,,,male,,,,Atef Majdalani,,1950,,Atef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atef Majdalani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2874903,Ayman Choucair,أيمن شقير,Ayman Choucair,,Ayman Choucair,,Ayman Choucair,,,male,,,,Ayman Choucair,,1950,,Ayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayman Choucair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2875006,Ayoub Hmayed,أيوب حميد,Ayoub Hmayed,Ayoub Hmayed,Ayoub Hmayed,Ayoub Hmayed,Ayoub Hmayed,أيوب حميد,Ayoub Hmayed,male,أيوب حميد,Ajub Hmajed,,Ayoub Hmayed,Ajub Hmajed,1954,/m/0808_8q,Ayoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayoub Hmayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayoub Hmayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2875285,Azzam Dandachi,,Azzam Dandachi,,Azzam Dandachi,Azzam Dandachi,Azzam Dandachi,,,male,,,,Azzam Dandachi,,1959,,,Azzam Dandachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azzam Dandachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
