id,name,image,gender,birth_date,given_name,identifier__IMDB,identifier__MusicBrainz,identifier__EuroparlMEP,identifier__VIAF,identifier__LCAuth,identifier__GND,identifier__discogs,name__et,name__en,identifier__freebase,wikipedia__et,wikipedia__en,identifier__ISNI,twitter,name__pt,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ru,name__fr,name__be,name__es,name__ro,name__ca,name__oc,name__fi,name__uk,name__lv,name__it,name__be_tarask,name__de,name__cs,name__io,name__lt,name__nl,name__sk,name__sl,name__da,name__hr,name__la,name__sv,name__zh,name__nb,name__nn,name__fa,name__ka,name__tr,wikipedia__be_x_old,wikipedia__be,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__es,wikipedia__etwikiquote,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__lt,wikipedia__lv,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__zh,wikipedia__la,name__is,wikipedia__is,name__ja,wikipedia__ja,name__en_ca,name__en_gb,wikipedia__sv,name__ie,wikipedia__ie,name__id,wikipedia__id,wikipedia__plwikiquote,name__bar,name__af,name__an,name__ast,name__br,name__bs,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hu,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sq,name__vec,name__vls,name__wa,identifier__SUDOC,name__ko,name__fo,wikipedia__ko,wikipedia__nn,wikipedia__sco,identifier__Munzinger,name__bg,wikipedia__bg,name__he,name__az,name__de_ch,name__el,name__vi,name__ar,name__ta,name__mk,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__el,wikipedia__he,wikipedia__lb,wikipedia__ruwikinews,wikipedia__ta,wikipedia__vi,identifier__parlement,website,original_wikiname,identifier__allmovie,name__mn,name__vro,wikipedia__fiu_vro,wikipedia__mn,identifier__IIAF,name__hy,wikipedia__hy,identifier__BNF,wikipedia__enwikiquote,wikipedia__hu,wikipedia__liwikiquote,death_date,name__yo,name__sr,name__se,name__pt_br,wikipedia__eo,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__ga,wikipedia__gl,wikipedia__se,wikipedia__simple,wikipedia__sl,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__GTAA,identifier__NTA,identifier__FAST,identifier__SFDb,name__de_at,last_seen,identifier__AlloCine,identifier__elonet,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__PORT,identifier__senate_nl,identifier__PACE,wikipedia__tpi,wikipedia__hsb,name__hsb,name__tpi,name__bm,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sr_el,name__sw,name__vmf,name__vo,name__wo,name__zu,identifier__etis_ee,family_name,identifier__google_knowledge,occupation,identifier__snac,name__tt,name__ba,wikipedia__myv,wikipedia__af,identifier__ioc_athlete,name__sje,name__sma,name__smj,facebook,wikipedia__azwikiquote,identifier__Britannica,name__nys,identifier__NUKAT,identifier__BIBSYS,identifier__SELIBR,married_name,identifier__LNB,instagram,identifier__riigikogu,name__lfn,wikipedia__sq,name__myv,name__mi,identifier__CONOR,identifier__NKC,wikipedia__tt,name__lo,name__th,wikipedia__lo,wikipedia__th,wikipedia__hr,name__kana,name__azb,wikipedia__azb,name__ceb,name__fy,name__eml,name__dsb,name__mt,name__frr,name__sh,name__tl,name__uz,name__hif,name__ht,name__jv,name__ang,name__su,name__ay,name__aa,name__ace,name__bcl,name__bi,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__cu,name__diq,name__ext,name__ff,name__fj,name__gn,name__got,name__gv,name__hak,name__haw,name__hif_latn,name__ho,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__kaa,name__ki,name__kj,name__kk_latn,name__kl,name__kr,name__ksh,name__ku_latn,name__kw,name__lad,name__lg,name__ln,name__ltg,name__map_bms,name__mh,name__mo,name__mus,name__mwl,name__my,name__na,name__nah,name__nov,name__nso,name__nv,name__om,name__pag,name__pam,name__pdc,name__pih,name__qu,name__rmy,name__rn,name__ruq_latn,name__rw,name__sg,name__shi_latn,name__sm,name__sn,name__so,name__srn,name__ss,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__ts,name__tt_latn,name__tum,name__tw,name__ty,name__ug_latn,name__ve,name__vep,name__war,name__xh,name__za,name__zea,name__ak,name__aln,name__arn,name__cbk_zam,name__chr,name__ee,name__fit,name__gag,name__dtp,name__ha,name__iu
Q12358429,Ain Lutsepp,https://upload.wikimedia.org/wikipedia/commons/a/a3/RK_Ain_Lutsepp.jpg,male,1954-05-06,Ain,,,,,no2014094229,,,Ain Lutsepp,Ain Lutsepp,,Ain Lutsepp,Ain Lutsepp,,,,,,,,,,,Айн Лутсепп,Ain Lutsepp,,Ain Lutsepp,,,,Ain Lutsepp,,,Ain Lutsepp,,Ain Lutsepp,,,,Ain Lutsepp,,Ain Lutsepp,,,,,,,,,,,,,,Category:Ain Lutsepp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain Lutsepp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutsepp,,actor,,,,,,,,,,,,,,,,,,,,e3adcdb3-582b-411a-9132-4dc292c56bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12358481,Aivar Sõerd,https://upload.wikimedia.org/wikipedia/commons/9/98/RE_Aivar_Sõerd.jpg,male,1964-11-22,Aivar,,,,,,,,Aivar Sõerd,Aivar Sõerd,,Aivar Sõerd,,,,,,,,,,,,,Aivar Sõerd,,,,,,Aivar Sõerd,,,,,,,,,,,Aivar Sõerd,,,,,,,,,,,,,,Category:Aivar Sõerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aivar Sõerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sõerd,,politician,,,,,,,,,,aivar.soerd,,,,,,,,,,5650dddf-f2ca-4b94-8888-e7482808f81b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12359125,Andres Jalak,,male,1953-03-19,Andres,,,,,,,,Andres Jalak,Andres Jalak,,Andres Jalak,,,,,,,,,,,,,Andres Jalak,,Andres Jalak,,,,Andres Jalak,,,,,,,,,,,Andres Jalak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andres Jalak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jalak,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12359339,Anti Poolamets,,male,1971-02-22,,,,,,nr2001045772,,,Anti Poolamets,Anti Poolamets,,Anti Poolamets,,0000 0000 4986 4257,,Anti Poolamets,,,,,,,Anti Poolamets,,Anti Poolamets,,Anti Poolamets,Anti Poolamets,Anti Poolamets,,Anti Poolamets,,,Anti Poolamets,,Anti Poolamets,Anti Poolamets,,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,,Anti Poolamets,,Anti Poolamets,Anti Poolamets,,,Anti Poolamets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anti Poolamets,,,,,,,,,,,,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,Anti Poolamets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poolamets,,historian,,,,,,,,,,Anti-Poolamets-poliitik-1532805486974348,,,,,,,,,,bc9c1725-2fd8-4f54-a0e3-58b87e9dfe1f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12360203,Barbi Pilvre,https://upload.wikimedia.org/wikipedia/commons/1/14/268_Barbi_volikogu_esindus_2016.jpg,female,1963-04-19,,,,,,,,,Barbi Pilvre,Barbi Pilvre,,Barbi Pilvre,,,barbipilvre,,,,,,,,,,Barbi Pilvre,,Barbi Pilvre,,,,Barbi Pilvre,,,Barbi Pilvre,,Barbi Pilvre,,,,,,Barbi Pilvre,,,,,,,,,,,,,,Category:Barbi Pilvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbi Pilvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbi_Pilvre,Pilvre,,journalist,,,,,,,,,,barbi.pilvre,,,,,,,,,,b12fce45-ee22-49c9-bfdc-cc3d8dcda5e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12363563,Heimar Lenk,https://upload.wikimedia.org/wikipedia/commons/c/c1/KE_Heimar_Lenk.jpg,male,1946-09-17,Heimar,,,,,,,,Heimar Lenk,Heimar Lenk,,Heimar Lenk,Heimar Lenk,,,Heimar Lenk,,,,,,,,,Heimar Lenk,,Heimar Lenk,,,,Heimar Lenk,,,,,Heimar Lenk,,,,Heimar Lenk,,Heimar Lenk,,,,,,,,,,,,,,Category:Heimar Lenk,,,,,,,,,,,,,,,,,,Heimar Lenk,,,,,,,,,,,,,,,,,,,,,,,Heimar Lenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lenk,,journalist,,,,,,,,,,heimar.lenk,,,,,,,,,,40766949-940e-4530-9377-1532bc22501b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12363696,Hele Everaus,https://upload.wikimedia.org/wikipedia/commons/7/7d/Hele_Everaus.jpg,female,1953-01-05,Hele,,,,188783293,,,,Hele Everaus,Hele Everaus,,Hele Everaus,,0000 0003 5661 0265,,,,,,,,,,,Hele Everaus,,Hele Everaus,,,,Hele Everaus,,,Hele Everaus,,,,,,,,Hele Everaus,Hele Everaus,,,Hele Everaus,,Hele Everaus,Hele Everaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hele Everaus,,,,,,,,,,,,,,,Hele Everaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hele Everaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hele Everaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hele Everaus,,,,,,Everaus,,physician,,,,,,,Hele Everaus,Hele Everaus,Hele Everaus,,,,,,,,,,,b29c93a9-f043-4b8f-b069-aa61e524f66b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12364480,Imre Sooäär,https://upload.wikimedia.org/wikipedia/commons/c/cc/Imre_Sooäär_2012.jpg,male,1969-03-13,Imre,,,,,,,,Imre Sooäär,Imre Sooäär,,Imre Sooäär,,,muhumees,,,,,,,,,,Imre Sooäär,,,,Imre Sooäär,,Imre Sooäär,,,,,,,,,,,Imre Sooäär,,,,,,,,,,,,,,Category:Imre Sooäär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imre Sooäär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sooäär,,politician,,,,,,,,,,610813978,,,,,,,,,,a137f382-44af-44b6-8ce7-1bfe7cc23007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12364487,Inara Luigas,https://upload.wikimedia.org/wikipedia/commons/5/51/KE_Inara_Luigas.jpg,female,1959-01-13,Inara,,,,,,,,Inara Luigas,Inara Luigas,,Inara Luigas,,,,,,,,,,,,,Inara Luigas,,Inara Luigas,,,,Inara Luigas,,,,,Inara Luigas,,,,,,Inara Luigas,,,,,,,,,,,,,,Category:Inara Luigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inara Luigas,Inara Luigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luigas,,politician,,,,,,,,,,Inara-Luigas,,,,,,,,,,24ddd323-b871-400f-9649-7aa6e76a260d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12364518,Indrek Raudne,https://upload.wikimedia.org/wikipedia/commons/4/4d/IRL_Indrek_Raudne.jpg,male,1975-12-18,Indrek,,,,,,,,Indrek Raudne,Indrek Raudne,,Indrek Raudne,,,,,,,,,,,,,Indrek Raudne,,Indrek Raudne,,,,Indrek Raudne,,,,,,,,,,,Indrek Raudne,,,,,,,,,,,,,,Category:Indrek Raudne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indrek Raudne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raudne,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12364786,Jaak Valge,"https://upload.wikimedia.org/wikipedia/commons/d/d4/Valge,_Jaak.IMG_3740.JPG",male,1955-03-01,Jaak,,,,,n98034585,,,Jaak Valge,Jaak Valge,,Jaak Valge,,0000 0001 1706 8827,,Jaak Valge,,,,,,,Jaak Valge,,Jaak Valge,,Jaak Valge,Jaak Valge,Jaak Valge,,Jaak Valge,,,Jaak Valge,,Jaak Valge,Jaak Valge,,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,,Jaak Valge,,Jaak Valge,Jaak Valge,,,Jaak Valge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaak Valge,,,,,,,,,,,,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,Jaak Valge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaak_Valge,Valge,,historian,,,,,,,,,,ekrejaakvalge,,,,,,,,,,54bc0d5b-7c98-4245-8682-4a3a0b6e0275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12364933,Jaan Õunapuu,https://upload.wikimedia.org/wikipedia/commons/e/e5/SDE_Jaan_Õunapuu.jpg,male,1958-09-13,Jaan,,,,,,,,Jaan Õunapuu,Jaan Õunapuu,,Jaan Õunapuu,,,,,,,,,,,,,Jaan Õunapuu,,,,,,Jaan Õunapuu,,,,,Jaan Õunapuu,,,,Jaan Õunapuu,,Jaan Õunapuu,,,,,,,,,,,,,,Category:Jaan Õunapuu,,,Jaan Õunapuu,,,,Jaan Õunapuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaan Õunapuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Õunapuu,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12365130,Jevgeni Ossinovski,https://upload.wikimedia.org/wikipedia/commons/0/09/SDE_Jevgeni_Ossinovski.jpg,male,1986-03-15,Jevgeni,,,,,,,,Jevgeni Ossinovski,Jevgeni Ossinovski,,Jevgeni Ossinovski,Jevgeni Ossinovski,,JevgeniO,,杰维热尼·歐西諾夫斯基,傑維熱尼·歐西諾夫斯基,,,,,Jewgienij Osinowski,"Осиновский, Евгений",Jevgeni Ossinovski,,Jevgeni Ossinovski,,,,Jevgeni Ossinovski,,,,,Jevgeni Ossinovski,,,,Jevgeni Ossinovski,,Jevgeni Ossinovski,,,Eugenius Ossinovski,Jevgeni Ossinovski,,,,,,,,,,Category:Jevgeni Ossinovski,,,Jevgeni Ossinovski,,,,Jevgeni Ossinovski,Jevgeni Ossinovski,,,,,,,,,Jevgeni Ossinovski,,,"Осиновский, Евгений Олегович",,,,葉夫格尼·奧辛諾夫斯基,Eugenius Ossinovski,,,,,,,Jevgeni Ossinovski,,,,,,,,,Jevgeni Ossinovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ossinovski,,politician,,,,,,,,,,jevgeni.ossinovski,,,,,,,,,,74be76ab-c833-4ae8-89bc-6e4c7bc3f7fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12365540,Juku-Kalle Raid,https://upload.wikimedia.org/wikipedia/commons/6/68/Jukukalle.jpg,male,1974-07-28,,,,,,,,,Juku-Kalle Raid,Juku-Kalle Raid,,Juku-Kalle Raid,,,,,,,,,,,,,Juku-Kalle Raid,,Juku-Kalle Raid,,,,Juku-Kalle Raid,,,,,,,,,,,Juku-Kalle Raid,,,,,,,,,,,,,,Category:Juku-Kalle Raid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juku-Kalle Raid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raid,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12365796,Jüri Adams,https://upload.wikimedia.org/wikipedia/commons/1/15/Jüri_Adams.jpg,male,1947-11-22,Jüri,,,,,,,,Jüri Adams,Jüri Adams,,Jüri Adams,Jüri Adams,,,,,,,,,,,Юри Адамс,Jüri Adams,,,,,,Jüri Adams,,,,,,,,,,,Jüri Adams,,,,,,,,,,,,,,Category:Jüri Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jüri Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adams,,politician,,,,,,,,,,juri.adams,,,,,,,,,,764a05b8-221d-4b65-b87b-a9b1f8b569fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12366112,Kaja Kreisman,,female,1968-03-20,Kaja,,,,,,,,Kaja Kreisman,Kaja Kreisman,,Kaja Kreisman,,,,,,,,,,,,,Kaja Kreisman,,Kaja Kreisman,,,,Kaja Kreisman,,,,,,,,,,,Kaja Kreisman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaja Kreisman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kreisman,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12366123,Kajar Lember,https://upload.wikimedia.org/wikipedia/commons/8/87/Kajar_Lember.jpg,male,1976-09-16,Kajar,,,,,,,,Kajar Lember,Kajar Lember,,Kajar Lember,,,,,,,,,,,,,Kajar Lember,,Kajar Lember,,,,Kajar Lember,,,,,Kajar Lember,,,,,,Kajar Lember,,,,,,,,,,,,,,Category:Kajar Lember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kajar Lember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lember,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12366157,Kalev Kotkas,https://upload.wikimedia.org/wikipedia/commons/1/1c/SDE_Kalev_Kotkas.jpg,male,1960-04-10,Kalev,,,,1741147270682835700006,,,,Kalev Kotkas,Kalev Kotkas,,Kalev Kotkas,,,,,,,,,,,,,Kalev Kotkas,,Kalev Kotkas,,,,Kalev Kotkas,,,,,,,,,,,Kalev Kotkas,,,,,,,,,,,,,,Category:Kalev Kotkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalev Kotkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kotkas,,politician,,,,,,,,,,,,,,,,,,,,6686a6a2-4c7f-4595-bda6-88a593183744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
