id,name__en,name__yo,name__es,name__de,name__nb,name__da,name__nn,name__sv,name__fr,name__cy,name__nl,name__hu,name,wikipedia__en,wikipedia__yo,gender,occupation,birth_date,death_date,given_name,original_wikiname,name__ig,wikipedia__ig,wikipedia__sv,image,wikipedia__es,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,identifier__FAST,twitter,identifier__google_knowledge,name__tr,name__ru,wikipedia__de,wikipedia__no,wikipedia__ru,wikipedia__tr,identifier__freebase,name__zh_hant,name__zh_cn,name__ar,name__eu,name__fi,name__hr,name__id,name__it,name__ja,name__ka,name__ko,name__pl,name__pt,name__qu,name__sr,name__sw,name__uk,name__af,name__zh,name__fa,name__eo,name__ca,wikipedia__af,wikipedia__ar,wikipedia__ca,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__hr,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__nl,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__qu,wikipedia__sr,wikipedia__sw,wikipedia__uk,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__OLID,identifier__NTA,identifier__NNDB,identifier__Munzinger,identifier__Oxforddnb,identifier__britishmuseum,identifier__bigenc_ru,identifier__snac,wikipedia__simple,name__vi,wikipedia__vi,identifier__BNF,name__cs,wikipedia__cswikiquote,name__en_ca,name__en_gb,name__ht,wikipedia__ht,name__zh_tw,wikipedia__hu,identifier__FIFA,wikipedia__enwikisource,identifier__quora,identifier__ne_se,wikipedia__commons,website
Q4840567,Badamasi Maccido,Badamasi Maccido,,Badamasi Maccido,,,,,Badamasi Maccido,,Badamasi Maccido,,Badamasi Maccido,Badamasi Maccido,Badamasi Maccido,male,politician,1961,2006-10-29,,Badamasi Maccido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4849691,Bala Mohammed,Bala Mohammed,,Bala Mohammed,,,,,Bala Mohammed,,Bala Mohammed,,Bala Mohammed,Bala Mohammed,Bala Mohammed,male,politician,1958-10-05,,Bala,Bala Mohammed,,,,,,314902550,,,,,,,,,,,,,,,,,,,,,ボーラ・マホメッド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4861327,Barnabas Andyar Gemade,Barnabas Andyar Gemade,,Barnabas Andyar Gemade,,,,,Barnabas Andyar Gemade,,Barnabas Andyar Gemade,,Barnabas Andyar Gemade,Barnabas Andyar Gemade,Barnabas Andyar Gemade,male,politician,1948-09-04,,Barnabas,Barnabas Andyar Gemade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4866793,Basheer Garba Mohammed,Basheer Garba Mohammed,,Basheer Garba Mohammed,,,,,Basheer Garba Mohammed,,Basheer Garba Mohammed,,Basheer Garba Mohammed,Basheer Garba Mohammed,Basheer Garba Mohammed,male,politician,1966-10-16,,,Basheer Garba Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4868127,Bassey Ewa-Henshaw,Bassey Henshaw,,,,,,,Bassey Ewa-Henshaw,,Bassey Ewa-Henshaw,,Bassey Ewa-Henshaw,Bassey Ewa-Henshaw,Bassey Henshaw,male,politician,1943-05-04,,,Bassey Ewa-Henshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4868129,Bassey Otu,Bassey Otu,,Bassey Otu,,,,,Bassey Otu,,Bassey Otu,,Bassey Otu,Bassey Otu,Bassey Otu,male,politician,1959-10-18,,,Bassey Otu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4884084,Bello Hayatu Gwarzo,Hayatu Bello,,Bello Hayatu Gwarzo,,,,,Bello Hayatu Gwarzo,,Bello Hayatu Gwarzo,,Bello Hayatu Gwarzo,Bello Hayatu Gwarzo,Hayatu Bello,male,politician,1960,,Bello,Bello Hayatu Gwarzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4884085,Bello Jibrin Gada,Bello Jibrin Gada,,Bello Jibrin Gada,,,,,Bello Jibrin Gada,,Bello Jibrin Gada,,Bello Jibrin Gada,Bello Jibrin Gada,Bello Jibrin Gada,male,politician,1954,,Bello,Bello Jibrin Gada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4884086,Bello Mohammed Tukur,Bello Mohammed Tukur,,Bello Mohammed Tukur,,,,,Bello Mohammed Tukur,,Bello Mohammed Tukur,,Bello Mohammed Tukur,Bello Mohammed Tukur,Bello Mohammed Tukur,male,politician,,,Bello,Bello Mohammed Tukur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4885148,Ben-Collins Ndu,Ben-Collins Ndu,,,,,,,Ben-Collins Ndu,,Ben-Collins Ndu,,Ben-Collins Ndu,Ben-Collins Ndu,Ben-Collins Ndu,male,politician,1961-11-06,,,Ben-Collins Ndu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4887251,Benedict Ayade,Benedict Ayade,,Benedict Ayade,,,,,Benedict Ayade,,Benedict Ayade,,Benedict Ayade,Benedict Ayade,Benedict Ayade,male,politician,1969-03-02,,Benedict,Benedict Ayade,,,,https://upload.wikimedia.org/wikipedia/commons/f/f0/Ben-ayade-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4914035,Bindo Jibrilla,Bindo Jibrilla,,Bindo Jibrilla,,,,,Bindo Jibrilla,,Bindo Jibrilla,,Bindo Jibrilla,Bindo Jibrilla,Bindo Jibrilla,male,politician,1963-06-16,,,Bindo Jibrilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4933535,Bob Nwannunu,Bob Nwannunu,,Bob Nwannunu,,,,,Bob Nwannunu,,Bob Nwannunu,,Bob Nwannunu,Bob Nwannunu,Bob Nwannunu,male,politician,,,Bob,Bob Nwannunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4936432,Bode Olajumoke,Bode Olajumoke,Bode Olajumoke,Bode Olajumoke,,,,,Bode Olajumoke,,Bode Olajumoke,Bode Olajumoke,Bode Olajumoke,Bode Olajumoke,Bode Olajumoke,male,politician,1944-07-01,,Bode,Bode Olajumoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4940288,Boluwaji Kunlere,Boluwaji Kunlere,,Boluwaji Kunlere,,,,,Boluwaji Kunlere,,Boluwaji Kunlere,,Boluwaji Kunlere,Boluwaji Kunlere,Boluwaji Kunlere,male,politician,1960-04,,,Boluwaji Kunlere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4968131,Brimmo Yusuf,Brimmo Yusuf,,Brimmo Yusuf,,,,,Brimmo Yusuf,,Brimmo Yusuf,,Brimmo Yusuf,Brimmo Yusuf,Brimmo Yusuf,male,politician,,,,Brimmo Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4986810,Bukar Ibrahim,Bukar Ibrahim,Bukar Ibrahim,Bukar Ibrahim,,,,,Bukar Ibrahim,,Bukar Ibrahim,Bukar Ibrahim,Bukar Ibrahim,Bukar Ibrahim,Bukar Ibrahim,male,politician,1950-10,,,Bukar Ibrahim,,,,,,33902863,n2007010845,,1667215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4986999,Bukola Saraki,Bukola Saraki,Bukola Saraki,Bukola Saraki,,,,,Bukola Saraki,,Bukola Saraki,Bukola Saraki,Bukola Saraki,Bukola Saraki,Bukola Saraki,male,politician,1962-12-19,,,Bukola Saraki,,,,,,68739285,no2008062262,,,,,,,,,,,,布科拉·薩拉基,布科拉·萨拉基,,,,,,,,,,,,,,,,,,,,,,,,,Bukola Saraki,,,,,,,,,,,,,,,,,,,,,0000 0000 4736 0506,,,,,,,,,,,,,,,,,,,,,,,Author:Bukola Saraki,,,,
Q5019332,Caleb Zagi,Caleb Zagi,,Caleb Zagi,,,,,Caleb Zagi,,Caleb Zagi,,Caleb Zagi,Caleb Zagi,Caleb Zagi,male,politician,1960-10,,Caleb,Caleb Zagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5112997,Christopher Omoworare Babajide,Christopher Omoworare Babajide,,Christopher Omoworare Babajide,,,,,Christopher Omoworare Babajide,,Christopher Omoworare Babajide,,Christopher Omoworare Babajide,Christopher Omoworare Babajide,Christopher Omoworare Babajide,male,politician,1968-10-31,,Christopher,Christopher Omoworare Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5132325,Clever Ikisikpo,Clever Ikisikpo,,,,,,,Clever Ikisikpo,,Clever Ikisikpo,,Clever Ikisikpo,Clever Ikisikpo,Clever Ikisikpo,male,politician,,,,Clever Ikisikpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5208840,Dahiru Awaisu Kuta,Dahiru Awaisu Kuta,Dahiru Awaisu Kuta,Dahiru Awaisu Kuta,,,,,Dahiru Awaisu Kuta,Dahiru Awaisu Kuta,Dahiru Awaisu Kuta,Dahiru Awaisu Kuta,Dahiru Awaisu Kuta,Dahiru Awaisu Kuta,Dahiru Awaisu Kuta,male,politician,1949-04-16,2014-06-11,,Dahiru Awaisu Kuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5208841,Dahiru Bako Gassol,Dahiru Bako Gassol,,Dahiru Bako Gassol,,,,,Dahiru Bako Gassol,,Dahiru Bako Gassol,,Dahiru Bako Gassol,Dahiru Bako Gassol,Dahiru Bako Gassol,male,politician,1954-05-04,,,Dahiru Bako Gassol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5210857,Dalhatu Tafida,Dalhatu Tafida,,Dalhatu Tafida,,,,,Dalhatu Tafida,,Dalhatu Tafida,,Dalhatu Tafida,Dalhatu Tafida,Dalhatu Tafida,male,politician,1940-11-24,,,Dalhatu Tafida,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Dalhatu_Tafida.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5210858,Dalhatu Umaru Sangari,Dalhatu Umaru Sangari,,Dalhatu Umaru Sangari,,,,,Dalhatu Umaru Sangari,,Dalhatu Umaru Sangari,,Dalhatu Umaru Sangari,Dalhatu Umaru Sangari,Dalhatu Umaru Sangari,male,politician,,,,Dalhatu Umaru Sangari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5214947,Danboyi Usman,Danboyi Usman,,Danboyi Usman,,,,,Danboyi Usman,,Danboyi Usman,,Danboyi Usman,Danboyi Usman,Danboyi Usman,male,politician,,,,Danboyi Usman,,,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Sen-_Saleh_Usman_Danboyi_2014-03-08_22-17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5218701,Daniel Saror,Daniel Saror,,Daniel Saror,,,,,Daniel Saror,,Daniel Saror,,Daniel Saror,Daniel Saror,Daniel Saror,male,politician,,,Daniel,Daniel Saror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5219980,Danladi Abdullahi Sankara,Danladi Abdullahi Sankara,,Danladi Abdullahi Sankara,,,,,Danladi Abdullahi Sankara,,Danladi Abdullahi Sankara,,Danladi Abdullahi Sankara,Danladi Abdullahi Sankara,Danladi Abdullahi Sankara,male,politician,1956,,,Danladi Abdullahi Sankara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5231744,David Brigidi,David Brigidi,,David Brigidi,,,,,David Brigidi,,David Brigidi,,David Brigidi,David Brigidi,David Brigidi,male,politician,,,David,David Brigidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5242118,Davou Zang,Davou Zang,,Davou Zang,,,,,Davou Zang,,Davou Zang,,Davou Zang,Davou Zang,Davou Zang,male,politician,,,,Davou Zang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5258823,Dennis Osadebay,Dennis Osadebay,,Dennis Osadebay,,,,,Dennis Osadebay,,Dennis Osadebay,,Dennis Osadebay,Dennis Osadebay,Dennis Osadebay,male,politician,1911-06-29,1994-12-26,Dennis,Dennis Osadebay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5290341,Domingo Alaba Obende,Domingo Alaba Obende,,Domingo Alaba Obende,,,,,Domingo Alaba Obende,,Domingo Alaba Obende,,Domingo Alaba Obende,Domingo Alaba Obende,Domingo Alaba Obende,male,politician,1954-12-05,,Domingo,Domingo Alaba Obende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5294316,Donald Etiebet,Donald Etiebet,,Donald Etiebet,,,,,Donald Etiebet,,Donald Etiebet,,Donald Etiebet,Donald Etiebet,Donald Etiebet,male,politician,1934,,Donald,Donald Etiebet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5347498,Effiong Dickson Bob,Effiong Dickson Bob,,Effiong Dickson Bob,,,,,Effiong Dickson Bob,,Effiong Dickson Bob,,Effiong Dickson Bob,Effiong Dickson Bob,Effiong Dickson Bob,male,politician,1959-10-01,,,Effiong Dickson Bob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5348580,Ehigie Edobor Uzamere,Ehigie Edobor Uzamere,,Ehigie Edobor Uzamere,,,,,Ehigie Edobor Uzamere,,Ehigie Edobor Uzamere,,Ehigie Edobor Uzamere,Ehigie Edobor Uzamere,Ehigie Edobor Uzamere,male,politician,,,,Ehigie Edobor Uzamere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5370301,Eme Ufot Ekaette,Eme Ufot Ekaette,,Eme Ufot Ekaette,,,,,Eme Ufot Ekaette,,Eme Ufot Ekaette,,Eme Ufot Ekaette,Eme Ufot Ekaette,Eme Ufot Ekaette,female,politician,1945-07-21,,,Eme Ufot Ekaette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5373159,Emmanuel Bwacha,Emmanuel Bwacha,,Emmanuel Bwacha,,,,,Emmanuel Bwacha,,Emmanuel Bwacha,,Emmanuel Bwacha,Emmanuel Bwacha,Emmanuel Bwacha,male,politician,,,Emmanuel,Emmanuel Bwacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5373202,Emmanuel Dangana Ocheja,Emmanuel Dangana Ocheja,Emmanuel Dangana Ocheja,Emmanuel Dangana Ocheja,,,,,Emmanuel Dangana Ocheja,,Emmanuel Dangana Ocheja,Emmanuel Dangana Ocheja,Emmanuel Dangana Ocheja,Emmanuel Dangana Ocheja,Emmanuel Dangana Ocheja,male,politician,1956-04-03,,Emmanuel,Emmanuel Dangana Ocheja,,,,https://upload.wikimedia.org/wikipedia/commons/2/26/APC_Rally.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5373222,Emmanuel Essien,Emmanuel Essien,,Emmanuel Essien,,,,,Emmanuel Essien,,Emmanuel Essien,,Emmanuel Essien,Emmanuel Essien,Emmanuel Essien,male,politician,,,Emmanuel,Emmanuel Essien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5373308,Emmanuel Nnamdi Uba,Emmanuel Nnamdi Uba,,Emmanuel Nnamdi Uba,,,,,Emmanuel Nnamdi Uba,,Emmanuel Nnamdi Uba,,Emmanuel Nnamdi Uba,Emmanuel Nnamdi Uba,Emmanuel Nnamdi Uba,male,politician,1958-12-14,,Emmanuel,Emmanuel Nnamdi Uba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5373326,Emmanuel Paulker,Paul Emmanuel,,Emmanuel Paulker,,,,,Emmanuel Paulker,,Emmanuel Paulker,,Emmanuel Paulker,Emmanuel Paulker,Paul Emmanuel,male,politician,1955-10-15,,Paul,Emmanuel Paulker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5381464,Enyinnaya Abaribe,Enyinnaya Abaribe,Enyinnaya Abaribe,Enyinnaya Abaribe,,,,,Enyinnaya Abaribe,,Enyinnaya Abaribe,Enyinnaya Abaribe,Enyinnaya Abaribe,Enyinnaya Abaribe,Enyinnaya Abaribe,male,politician,1955-03-01,,,Enyinnaya Abaribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5415377,Evan Enwerem,Evan Enwerem,Evan Enwerem,Evan Enwerem,,,,,Evan Enwerem,,Evan Enwerem,Evan Enwerem,Evan Enwerem,Evan Enwerem,Evan Enwerem,male,politician,1935-10-29,2007-08-02,Evan,Evan Enwerem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5442241,Felix Ibru,Felix Ibru,,Felix Ibru,,,,,Felix Ibru,,Felix Ibru,Felix Ibru,Felix Ibru,Felix Ibru,Felix Ibru,male,architect,1935-12-07,2016-03-12,Felix,Felix Ibru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5442251,Felix Kolawole Bajomo,Felix Kolawole Bajomo,,Felix Kolawole Bajomo,,,,,Felix Kolawole Bajomo,,Felix Kolawole Bajomo,,Felix Kolawole Bajomo,Felix Kolawole Bajomo,Felix Kolawole Bajomo,male,politician,1947,,Felix,Felix Kolawole Bajomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5442802,Femi Okurounmu,Femi Okurounmu,,Femi Okurounmu,,,,,Femi Okurounmu,,Femi Okurounmu,,Femi Okurounmu,Femi Okurounmu,Femi Okurounmu,male,politician,,,,Femi Okurounmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5445889,Festus Olabode Ola,Festus Olabode Ola,,Festus Olabode Ola,,,,,Festus Olabode Ola,,Festus Olabode Ola,,Festus Olabode Ola,Festus Olabode Ola,Festus Olabode Ola,male,politician,1956-11-12,,Festus,Festus Olabode Ola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5446766,Fidelis Okoro,Fidelis Okoro,,Fidelis Okoro,,,,,Fidelis Okoro,,Fidelis Okoro,,Fidelis Okoro,Fidelis Okoro,Fidelis Okoro,male,politician,,,Fidelis,Fidelis Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5460658,Florence Ita Giwa,Florence Ita Giwa,,Florence Ita Giwa,,,,,Florence Ita Giwa,,Florence Ita Giwa,,Florence Ita Giwa,Florence Ita Giwa,Florence Ita Giwa,female,politician,1946-02-19,,Florence,Florence Ita Giwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q548710,Jaja Wachuku,Jaja Wachuku,Jaja Wachuku,Jaja Wachuku,Jaja Wachuku,Jaja Wachuku,Jaja Wachuku,Jaja Wachuku,Jaja Wachuku,,Jaja Wachuku,Jaja Wachuku,Jaja Wachuku,Jaja Wachuku,Jaja Wachuku,male,diplomat,1918-01-01,1996-11-07,,Jaja Wachuku,,,,,,12013263,no2004028407,,,,,Jaja Wachuku,"Вачуку, Жажа",Jaja Wachuku,Jaja Wachuku,"Вачуку, Жажа",Jaja Wachuku,/m/0bmftn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5521330,Ganiyu Solomon,Ganiyu Solomon,,Ganiyu Solomon,,,,,Ganiyu Solomon,,Ganiyu Solomon,,Ganiyu Solomon,Ganiyu Solomon,Ganiyu Solomon,male,politician,1959-12-19,,,Ganiyu Solomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5521971,Garba Yakubu Lado,Garba Yakubu Lado,,Garba Yakubu Lado,,,,,Garba Yakubu Lado,,Garba Yakubu Lado,,Garba Yakubu Lado,Garba Yakubu Lado,Garba Yakubu Lado,male,politician,1961,,,Garba Yakubu Lado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5529326,Gbemisola Ruqayyah Saraki,Gbemisola Ruqayyah Saraki,,Gbemisola Ruqayyah Saraki,,,,,Gbemisola Ruqayyah Saraki,,Gbemisola Ruqayyah Saraki,,Gbemisola Ruqayyah Saraki,Gbemisola Ruqayyah Saraki,Gbemisola Ruqayyah Saraki,female,politician,1965,,,Gbemisola Ruqayyah Saraki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5529328,Gbenga Bareehu Ashafa,Gbenga Bareehu Ashafa,,Gbenga Bareehu Ashafa,,,,,Gbenga Bareehu Ashafa,,Gbenga Bareehu Ashafa,,Gbenga Bareehu Ashafa,Gbenga Bareehu Ashafa,Gbenga Bareehu Ashafa,male,politician,1955-07-22,,,Gbenga Bareehu Ashafa,,,,https://upload.wikimedia.org/wikipedia/commons/6/6e/GBAprofile.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5529329,Gbenga Aluko,Gbenga Aluko,,Gbenga Aluko,,,,,Gbenga Aluko,,Gbenga Aluko,,Gbenga Aluko,Gbenga Aluko,Gbenga Aluko,male,politician,1963-07-20,,,Gbenga Aluko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5529332,Gbenga Ogunniya,Gbenga Ogunniya,,Gbenga Ogunniya,,,,,Gbenga Ogunniya,,Gbenga Ogunniya,,Gbenga Ogunniya,Gbenga Ogunniya,Gbenga Ogunniya,male,politician,1949-09-24,,,Gbenga Ogunniya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
