id,name__lt,name__de,name__pl,name__nl,name__en,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__da,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__it,name__lb,name__li,name__lij,name__lmo,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__pcd,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__sv,name__tr,name__vec,name__vls,name__wa,name,wikipedia__de,wikipedia__lt,wikipedia__pl,gender,birth_date,given_name,original_wikiname,name__la,name__ja,name__ru,name__uk,name__el,name__zh,name__be,name__lv,name__ie,name__sr,name__fa,name__ko,name__vi,name__sgs,wikipedia__bat_smg,wikipedia__be,wikipedia__ca,wikipedia__da,wikipedia__el,wikipedia__en,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fr,wikipedia__gl,wikipedia__ie,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__nl,wikipedia__ru,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,image,identifier__freebase,identifier__parlement,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__oc,wikipedia__eo,wikipedia__fi,identifier__EuroparlMEP,name__he,name__id,name__ar,name__be_tarask,name__io,wikipedia__ar,wikipedia__be_x_old,wikipedia__cs,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__plwikiquote,identifier__NTA,name__ltg,name__yo,name__mg,wikipedia__af,wikipedia__ltg,wikipedia__ltwikiquote,wikipedia__mg,wikipedia__svwikiquote,wikipedia__yo,name__ka,wikipedia__ka,identifier__Munzinger,identifier__LNB,wikipedia__enwikiquote,wikipedia__ro,death_date,name__az,wikipedia__az,identifier__NUKAT,name__de_ch,website,wikipedia__ast,wikipedia__br,wikipedia__commons,last_seen,identifier__GTAA,family_name,twitter,facebook,identifier__PACE,wikipedia__hsb,name__hsb,wikipedia__bg,name__bg,name__zh_hant,name__zh_cn,occupation,name__en_ca,name__en_gb,wikipedia__sq,identifier__google_knowledge,wikipedia__hu,identifier__NNDB,wikipedia__simple,identifier__BIBSYS,identifier__NLP,wikipedia__vo,name__ba,wikipedia__ba,name__hy,wikipedia__hy,name__lfn,name__pt_br,identifier__FAST,wikipedia__ruwikinews,name__sr_el,name__sr_ec,name__mn,name__zh_hans,wikipedia__hr,wikipedia__mn,wikipedia__sk,wikipedia__sl,wikipedia__cswikiquote,name__ty,name__fo,name__kl,wikipedia__cy,wikipedia__ml,instagram,identifier__youtube,name__ml
Q541498,Neringa Venckienė,Neringa Venckienė,Neringa Venckienė,Neringa Venckienė,Neringa Venckienė,,,Neringa Venckienė,,,,,,,,,,,,,,Neringa Venckienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neringa Venckienė,,,,,,,Neringa Venckienė,Neringa Venckienė,Neringa Venckienė,Neringa Venckienė,female,1971,Neringa,,,,,,,,,,,,,,,,,,,,,Neringa Venckienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q545629,Antanas Vinkus,Antanas Vinkus,Antanas Vinkus,Antanas Vinkus,Antanas Vinkus,,,Antanas Vinkus,,,,,,,,,,Antanas Vinkus,Antanas Vinkus,,,Antanas Vinkus,,,,,,,Antanas Vinkus,,,,,,,,,,,,,,Antanas Vinkus,,,,,,,Antanas Vinkus,,,,,,,Antanas Vinkus,Antanas Vinkus,Antanas Vinkus,Antanas Vinkus,male,1942-12-25,Antanas,,,,,,,,,,,,,,,,,,,,,Antanas Vinkus,,Antanas Vinkus,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/44/Antanas_Vinkus01.JPG,/m/0bh6_c7,,,314818894,,,,,,,,,,,,,,,,,,,,,,,Antanas Vinkus,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Antanas Vinkus,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q547404,Povilas Gylys,Povilas Gylys,Povilas Gylys,Povilas Gylys,Povilas Gylys,,,Povilas Gylys,,,,,,,,,,Povilas Gylys,,,,Povilas Gylys,,,,,,,Povilas Gylys,,,,,,,,,,,,,,,,,,,,,Povilas Gylys,,,,,,,Povilas Gylys,Povilas Gylys,Povilas Gylys (1948),Povilas Gylys,male,1948-02-14,Povilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 8056 3858,122076480,1015940331,n2010040396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gylys,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q552283,Sergejus Dmitrijevas,Sergej Dmitrijew,Siergiej Dmitrijew,Siergiej Dmitrijew,Siergiej Dmitrijew,,,,,,,Sergej Dmitrijew,,,,Siergiej Dmitrijew,,Siergiej Dmitrijew,,,,Sergej Dmitrijew,,,,,,,,,,,,,,,Siergiej Dmitrijew,,,Siergiej Dmitrijew,,,,,,,,,,Siergiej Dmitrijew,Siergiej Dmitrijew,Siergiej Dmitrijew,,,,,Siergiej Dmitrijew,Sergej Dmitrijew,Sergej Dmitrijev,Siergiej Dmitrijew (polityk),male,1959-11-10,Sergej,,,,Сергей Васильевич Дмитриев,,,,,,,,,,,Sergej Dmitrijev,,,,,,,,,,,,,,,,,,,,,"Дмитриев, Сергей Васильевич",,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e6/Sergej_Dmitrijev02.JPG,,,0000 0001 1436 951X,,,no99007479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dmitriyev,,,4419,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q552497,Rokas Žilinskas,Rokas Žilinskas,Rokas Žilinskas,Rokas Žilinskas,Rokas Žilinskas,,,Rokas Žilinskas,,,,,,,,,,Rokas Žilinskas,,,,Rokas Žilinskas,,,,,,,Rokas Žilinskas,,,,,,,,Rokas Žilinskas,,,,,,,,,,,,,Rokas Žilinskas,,,Rokas Žilinskas,,,,Rokas Žilinskas,Rokas Žilinskas,Rokas Žilinskas,Rokas Žilinskas,male,1972-07-20,Rokas,,,,"Жилинскас, Рокас",,,,,,,,,,,Ruoks Žėlinskis,Ruoks Žėlinskis,,,,,Rokas Žilinskas,,,,,,,,,,,,,,,"Жилинскас, Рокас",,,Rokas Žilinskas,,,,https://upload.wikimedia.org/wikipedia/commons/d/dd/Rokas_Žilinskas_GM8R63731.jpg,/m/0h_bryz,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokas Žilinskas,,,,,,,,,,,,,,,,,2017-06-06,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,Rokas Žilinskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q556431,Vydas Gedvilas,Vydas Gedvilas,Vydas Gedvilas,Vydas Gedvilas,Vydas Gedvilas,,,Vydas Gedvilas,,,,,,,,,,Vydas Gedvilas,,,,Vydas Gedvilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vydas Gedvilas,,,,,,,Vydas Gedvilas,Vydas Gedvilas,Vydas Gedvilas,Vydas Gedvilas,male,1959-05-17,Vydas,,,ヴィーダス・ゲドヴィラス,"Гедвилас, Видас",Вітас Ґедвілас,,,,,,,,,,,,,,,,Vydas Gedvilas,,,,Vydas Gedvilas,,,,,ヴィーダス・ゲドヴィラス,,,,,,"Гедвилас, Видас",,,,Вітас Ґедвілас,,,https://upload.wikimedia.org/wikipedia/commons/8/83/Vydas_Gedvilas_01_Senate_of_Poland.jpg,,,,317287626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Vydas Gedvilas,,,Gedvilas,,,,,,,,,,politician,,,,/g/1231xj_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q556443,Kęstutis Glaveckas,Kęstutis Glaveckas,Kęstutis Glaveckas,Kęstutis Glaveckas,Kęstutis Glaveckas,,,Kęstutis Glaveckas,,,,,,,,,,Kęstutis Glaveckas,,,,Kęstutis Glaveckas,,,,,,,Kęstutis Glaveckas,,,,,,,,,,,,,,,,,,,,,Kęstutis Glaveckas,,,,,,,Kęstutis Glaveckas,Kęstutis Glaveckas,Kęstutis Glaveckas,Kęstutis Glaveckas,male,1949-04-30,Kęstutis,,,,,,,,,,,,,,,,,,,,,Kęstutis Glaveckas,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e4/2009_m._Respublikos_Prezidento_rinkimai_Dalia_Grybauskaitė_4_(cropped).jpg,/m/09g72g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Kęstutis Glaveckas,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q556555,Algirdas Vaclovas Patackas,Algirdas Vaclovas Patackas,Algirdas Vaclovas Patackas,Algirdas Vaclovas Patackas,Algirdas Vaclovas Patackas,,,Algirdas Vaclovas Patackas,,,,,,Algirdas Vaclovas Patackas,Algirdas Vaclovas Patackas,,,Algirdas Vaclovas Patackas,,,,Algirdas Vaclovas Patackas,,,,,,,Algirdas Vaclovas Patackas,,,,,,,,,,,,,,,,,,,,Algirdas Vaclovas Patackas,Algirdas Vaclovas Patackas,,,,,,,Algirdas Vaclovas Patackas,Algirdas Vaclovas Patackas,Algirdas Vaclovas Patackas,Algirdas Vaclovas Patackas,male,1943-09-28,Algirdas,,,,,,,,,,,,,,,,,,,,,Algirdas Vaclovas Patackas,,,,Algirdas Vaclovas Patackas,,,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/c/c0/Flickr_-_europeanpeoplesparty_-_CES_Seminar_'Baltic_Freedom,_The_Next_20_Years""_(33)_(cropped).jpg",/m/09gnjqs,,0000 0000 8825 1680,128256489,,no2010124114,,,,,,,,,,,,,,,,,,,,,,,121364704,,,,,,,,,,,,,,,,2015-04-03,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q557926,Pranas Žeimys,Pranas Žeimys,Pranas Žeimys,Pranas Žeimys,Pranas Žeimys,,,Pranas Žeimys,,,,,,,,,,,,,,Pranas Žeimys,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pranas Žeimys,,,,,,,Pranas Žeimys,Pranas Žeimys,Pranas Žeimys (1957),Pranas Žeimys,male,1957-02-05,Pranas,,,,,,,,,,,,,,,Pranas Žeimys,Pranis Žeimīs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aircraft pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q557932,Valentinas Mazuronis,Valentinas Mazuronis,Valentinas Mazuronis,Valentinas Mazuronis,Valentinas Mazuronis,,,Valentinas Mazuronis,,,,,,,,,,Valentinas Mazuronis,Valentinas Mazuronis,,,Valentinas Mazuronis,,,,,,,Valentinas Mazuronis,,,,,,,,Valentinas Mazuronis,,,,,,,,,,,,,Valentinas Mazuronis,,,,,,,Valentinas Mazuronis,Valentinas Mazuronis,Valentinas Mazuronis,Valentinas Mazuronis,male,1953-11-18,Valentinas,,,ヴァレンティナス・マズロニス,,Валентинас Мазуроніс,,,,,,,,,,Valentins Mazuruonis,Valentins Mazuruonis,,,,,Valentinas Mazuronis,,Valentinas Mazuronis,,Valentinas Mazuronis,,,,,ヴァレンティナス・マズロニス,,,,,,,,,,Валентінас Мазуроніс,,,https://upload.wikimedia.org/wikipedia/commons/6/6b/2009_m._Respublikos_Prezidento_rinkimai_Valentinas_Mazuronis_3.jpg,/m/0pb5xk2,,,,,,,,,,,124768,,,,,,,,,,,,,Valentinas Mazuronis,,,,,,,,,,,,,,,,,,,,,,,,,http://www.mazuronis.lt,,,Category:Valentinas Mazuronis,,,Mazuronis,valentinasmazu1,VMazuronis,,,,,,瓦連京納斯·馬祖羅尼斯,瓦连京纳斯·马祖罗尼斯,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q562964,Rimantas Dagys,Rimantas Jonas Dagys,Rimantas Dagys,Rimantas Dagys,Rimantas Dagys,,,Rimantas Dagys,,,,,,,,,,Rimantas Dagys,,,,Rimantas Dagys,,,,,,,Rimantas Dagys,,,,,,,,,,,,,,,,,,,,,Rimantas Dagys,,,,,,,Rimantas Dagys,Rimantas Jonas Dagys,Rimantas Dagys,Rimantas Dagys,male,1957-07-16,Rimantas,,,,,,,,,,,,,,,,,,,,,Rimantas Dagys,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/db/Rimantasdagys.jpg,/m/05zy8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagys,,,3846,,,,,,,chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q574618,Stasys Šedbaras,Stasys Šedbaras,Stasys Šedbaras,Stasys Šedbaras,Stasys Šedbaras,,,Stasys Šedbaras,,,,Stasys Šedbaras,,,,Stasys Šedbaras,,,,,,Stasys Šedbaras,,,,,,,,,,,,,,,Stasys Šedbaras,,,Stasys Šedbaras,,,,,,,,,,Stasys Šedbaras,Stasys Šedbaras,Stasys Šedbaras,,,,,Stasys Šedbaras,Stasys Šedbaras,Stasys Šedbaras,Stasys Šedbaras,male,1958-02-10,Stasys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3660 1773,65896550,,n2006042075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5765050,Michal Mackevič,Michał Mackiewicz,Michał Mackiewicz,Michał Mackiewicz,Michał Mackiewicz,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michał Mackiewicz,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michał Mackiewicz,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michal Mackevič,Michał Mackiewicz,Michal Mackevič,Michal Mackevič,Michał Mackiewicz,male,1953-10-01,Michał,,,,,,,,,,,,,,,,,,,,,Michal Mackevič,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1275 5935,164422268,,no2004044590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2002018856,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57663,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,,Andrius Kubilius,,,,Andrius Kubilius,,Andrius Kubilius,,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,,Andrius Kubilius,Andrius Kubilius,,,,Andrius Kubilius,,,Andrius Kubilius,,Andrius Kubilius,,,,,,Andrius Kubilius,,,Andrius Kubilius,,,Andrius Kubilius,,,,,,,Andrius Kubilius,,Andrius Kubilius,Andrius Kubilius,,,,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,male,1956-12-08,Andrius,,,アンドリュス・クビリュス,Андрюс Кубилюс,Андрюс Кубілюс,Άντριους Κουμπίλιους,安德留斯·库比柳斯,Андрус Кубілюс,Andrjus Kubiļus,,Андријус Кубилијус,آندریوس کوبیلیوس,안드류스 쿠빌류스,,Andrius Kubilius,Andrios Kobėlios,Андрус Кубілюс,Andrius Kubilius,Andrius Kubilius,Άντριους Κουμπίλιους,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,آندریوس کوبیلیوس,Andrius Kubilius,Andrius Kubilius,,Andrius Kubilius,,アンドリュス・クビリュス,안드류스 쿠빌류스,,,Andrjus Kubiļus,Andrius Kubilius,"Кубилюс, Андрюс",Андријус Кубилијус,Andrius Kubilius,Andrius Kubilius,Андрюс Кубілюс,,安德留斯·库比柳斯,https://upload.wikimedia.org/wikipedia/commons/0/0b/Balticfreedom_1c558_6368.Andrius_Kubilius.jpg,/m/0gvbgr,vi262tdcl8vz,0000 0004 4888 7798,91167052,1072605392,no2009110432,,,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,,אנדריוס קוביליוס,Andrius Kubilius,أندريوس كوبيليوس,Андрус Кубілюс,Andrius Kubilius,أندريوس كوبيليوس,Андрус Кубілюс,Andrius Kubilius,אנדריוס קוביליוס,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,,Andrjus Kubiļs,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,Andrjus Kubiļs,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,Andrius Kubilius,,,,,,,,,,,,,Andrius Kubilius,,,,,Kubilius,andriuskubilius,kubilius.lt,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5767027,Leonard Talmont,Leonard Talmont,Leonard Talmont,Leonard Talmont,Leonard Talmont,,,Leonard Talmont,,,,,,,,,,Leonard Talmont,,,,Leonard Talmont,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonard Talmont,,,,,,,Leonard Talmont,Leonard Talmont,Leonard Talmont,Leonard Talmont,male,1956-11-06,Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58201,Audronius Ažubalis,Audronius Ažubalis,Audronius Ažubalis,Audronius Ažubalis,Audronius Ažubalis,,,Audronius Ažubalis,,,,Audronius Ažubalis,,,,,Audronius Ažubalis,Audronius Ažubalis,Audronius Ažubalis,,Audronius Ažubalis,Audronius Ažubalis,,,,,,,Audronius Ažubalis,,,,,,,,,,,,,,,,,,,,,Audronius Ažubalis,,,,,,,Audronius Ažubalis,Audronius Ažubalis,Audronius Ažubalis,Audronius Ažubalis,male,1958-01-17,Audronius,,,アウドロニウス・アジュバリス,Аудронюс Ажубалис,Аудронюс Ажубаліс,,,Аўдронюс Ажубаліс,Audronis Ažubalis,,,,,,,,Аўдронюс Ажубаліс,,,,Audronius Ažubalis,,Audronius Ažubalis,,Audronius Ažubalis,,,,,アウドロニウス・アジュバリス,,,,Audronis Ažubalis,,"Ажубалис, Аудронюс",,,,Аудронюс Ажубаліс,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/Audronius_Ažubalis2.JPG,/m/0b6ndgq,,,311037583,1059076020,,,,Audronius Ažubalis,Audronius Ažubalis,Audronius Ažubalis,,,,,Аўдронюс Ажубаліс,,,Аўдронюс Ажубаліс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audronius Ažubalis,,,,Category:Audronius Ažubalis,,,,,,,,,,,,,diplomat,Audronius Ažubalis,Audronius Ažubalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59723,Rimantas Sinkevičius,Rimantas Sinkevičius,Rimantas Sinkevičius,Rimantas Sinkevičius,Rimantas Sinkevičius,,,Rimantas Sinkevičius,,,,Rimantas Sinkevičius,,,,,,Rimantas Sinkevičius,,,,Rimantas Sinkevičius,,,,,,,Rimantas Sinkevičius,,,,,,,,,,,,,,,,,,,,,Rimantas Sinkevičius,,,,,,,Rimantas Sinkevičius,Rimantas Sinkevičius,Rimantas Sinkevičius,Rimantas Sinkevičius,male,1952-04-03,Rimantas,,,,Римантас Синкявичус,,,,,,,,,,,,,,,,,Rimantas Sinkevičius,,,,Rimantas Sinkevičius,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Rim._Sinkev._20160706.jpg,/m/0pdcb_x,,,,,,,,Rimantas Sinkevičius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Rimantas Sinkevičius,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59725,Remigijus Žemaitaitis,Remigijus Žemaitaitis,Remigijus Žemaitaitis,Remigijus Žemaitaitis,Remigijus Žemaitaitis,,,Remigijus Žemaitaitis,,,,,,,,,,Remigijus Žemaitaitis,,,,Remigijus Žemaitaitis,,,,,,,Remigijus Žemaitaitis,,,,,,,,,,,,,,,,,,,,,Remigijus Žemaitaitis,,,,,,,Remigijus Žemaitaitis,Remigijus Žemaitaitis,Remigijus Žemaitaitis,Remigijus Žemaitaitis,male,1982-05-30,Remigijus,,,,,,,,,,,,,,,,,,,,,Remigijus Žemaitaitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jurist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6335633,Jonas Jarutis,Jonas Jarutis,Jonas Jarutis,,Jonas Jarutis,,,Jonas Jarutis,,,,,,,,,,Jonas Jarutis,,,,Jonas Jarutis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jonas Jarutis,,,,,,,Jonas Jarutis,Jonas Jarutis,Jonas Jarutis,Jonas Jarutis,male,1963-05-25,Jonas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6335993,Ričardas Juška,Ričardas Juška,Ričardas Juška,,Ričardas Juška,,,Ričardas Juška,,,,,,,,,,,,,,Ričardas Juška,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ričardas Juška,,,,,,,Ričardas Juška,Ričardas Juška,Ričardas Juška,Ričardas Juška,male,1960-05-11,Ričardas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6454618,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,Kęstutis Smirnovas,male,1976-04-08,Kęstutis,,,ケスタティス・スミルノヴァス,,,,,,,,,,,,,,,,,,Kęstutis Smirnovas,,,,,,,,,ケスタティス・スミルノヴァス,,,,,,,,,,,,,,,,0000 0003 6762 1963,233023905,,n2012018710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed martial artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6556452,Rimantė Šalaševičiūtė,Rimantė Šalaševičiūtė,Rimantė Šalaševičiūtė,Rimantė Šalaševičiūtė,Rimantė Šalaševičiūtė,,,Rimantė Šalaševičiūtė,,,,,,,,,,,Rimantė Šalaševičiūtė,,,Rimantė Šalaševičiūtė,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rimantė Šalaševičiūtė,,,,,,,Rimantė Šalaševičiūtė,Rimantė Šalaševičiūtė,Rimantė Šalaševičiūtė,Rimantė Šalaševičiūtė,female,1954-02-10,Rimantė,,,,Риманте Шалашявячюте,,,,,,,,,,,,,,,,,Rimantė Šalaševičiūtė,,Rimantė Šalaševičiūtė,,,,,,,,,,,,,"Шалашявячюте, Риманте",,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/77/Rimante_Salaseviciute_by_Augustas_Didzgalvis.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Rimantė Šalaševičiūtė,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
