id,name__en,name__ga,name__de,name__nl,name__fr,name,wikipedia__en,wikipedia__ga,gender,given_name,website,original_wikiname,name__ru,birth_date,name__es,name__nb,name__da,name__nn,name__sv,name__hu,wikipedia__de,identifier__VIAF,identifier__ISNI,identifier__BNF,identifier__SUDOC,death_date,identifier__BNE,image,wikipedia__nl,identifier__freebase,name__pl,wikipedia__fr,wikipedia__pl,family_name,identifier__EuroparlMEP,name__sco,wikipedia__sco,name__fi,name__ca,wikipedia__ca,wikipedia__fi,wikipedia__commons,name__ro,wikipedia__ro,wikipedia__sv,name__it,name__gv,name__tr,name__ie,name__zh,wikipedia__gv,wikipedia__ie,wikipedia__it,wikipedia__tr,wikipedia__zh,identifier__LCAuth,name__cy,wikipedia__plwikiquote,identifier__Britannica,name__lb,name__eu,name__qu,name__gd,name__ko,name__be,name__yo,name__ms,name__gl,name__et,name__ja,name__sh,name__pt,name__sr,name__uk,name__la,name__cs,name__bg,name__pt_br,name__ta,name__el,name__eo,name__war,name__lmo,name__oc,name__lt,name__fa,name__he,name__hy,name__ar,wikipedia__ar,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__gd,wikipedia__gl,wikipedia__he,wikipedia__hy,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__ms,wikipedia__no,wikipedia__pt,wikipedia__qu,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__uk,wikipedia__war,wikipedia__yo,identifier__NNDB,identifier__parlement,identifier__IMDB,identifier__FAST,identifier__N6I,name__br,wikipedia__br,name__id,name__bn,name__be_tarask,name__ckb,name__az,name__af,name__hi,wikipedia__af,wikipedia__az,wikipedia__be_x_old,wikipedia__bn,wikipedia__ckb,wikipedia__hiwikiquote,wikipedia__id,wikipedia__nn,identifier__GND,identifier__NTA,identifier__Munzinger,identifier__journalisted,identifier__hansard,identifier__TWFY,identifier__parliamentary_record,identifier__bbc_democracy_live,twitter,wikipedia__itwikiquote,identifier__OpenPlaques,wikipedia__vi,name__vi,name__bar,name__zh_hant,name__zh_cn,identifier__PACE,identifier__parliamentDOTuk,name__hsb,wikipedia__hsb,identifier__google_knowledge,identifier__guardian_topic,occupation,identifier__GTAA,identifier__snac,wikipedia__enwikinews,facebook,identifier__quora,identifier__BBC_things,name__en_gb,wikipedia__hi,wikipedia__is,name__is,name__mr,wikipedia__hu,wikipedia__mr,wikipedia__ta,name__hr,name__sk,name__tt,wikipedia__tt,name__fo,name__kl,name__kana,identifier__BIBSYS,name__en_ca,identifier__SELIBR,name__sl,wikipedia__lrc,identifier__bigenc_ru,name__an,name__ast,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__gsw,name__ia,name__io,name__jam,name__kab,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__NUKAT,name__lv,identifier__rush,name__lrc,honorific_suffix,identifier__oireachtas,identifier__Oxforddnb,identifier__national_archives,identifier__OLID,identifier__wikitree,noble_title,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__hr,identifier__NLI,identifier__ne_se,identifier__GNC,identifier__NLAtrove,wikipedia__oc,name__kk,wikipedia__kk,identifier__DoUB,identifier__CTHS,name__sr_el,name__fy,wikipedia__ast,wikipedia__fy,identifier__CLARA,name__tl,identifier__persee,identifier__BAV,identifier__NLA,name__ka,wikipedia__io,wikipedia__ka,identifier__CONOR,identifier__nlg,identifier__Gutenberg,name__th,wikipedia__th,name__sr_ec,wikipedia__svwikiquote,name__mk,name__lzh,name__yue,name__kn,name__szl,name__nan,wikipedia__frwikiquote,wikipedia__kn,wikipedia__mk,wikipedia__nnwikiquote,wikipedia__sk,wikipedia__szl,wikipedia__ur,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__NPG,identifier__CANTIC,wikipedia__pms,wikipedia__slwikiquote,wikipedia__ukwikiquote,wikipedia__itwikisource,wikipedia__lv,wikipedia__simplewikiquote,identifier__NKC,identifier__NLP,identifier__LNB,name__bs,wikipedia__bs,name__pnb,name__ku,name__ur,wikipedia__ku,wikipedia__pnb,wikipedia__sl,identifier__nobel_prize,name__ext,wikipedia__mg,identifier__britishmuseum,wikipedia__cswikiquote,identifier__CSPAN,identifier__NDL,identifier__LAC,identifier__BVMC,wikipedia__dewikiquote,identifier__filmportal_de,identifier__kinopoisk,identifier__allmovie,name__ml,name__uz,wikipedia__ml,wikipedia__uz,identifier__ricorso,identifier__ainm,name__ty,wikipedia__wuu,name__wuu,name__ee,wikipedia__min,wikipedia__fo,identifier__CiNii,identifier__ni_assembly,identifier__parliamentid,identifier__ukparliamentid,wikipedia__vo
Q1187575,Denis O'Donovan,Denis O'Donovan,Denis O’Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,male,Denis,,,,1955-07-23,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O’Donovan,9788418,0000 0000 5232 7209,,,,,https://upload.wikimedia.org/wikipedia/commons/3/30/Donovan6602.jpg,,/m/08y645,Denis O'Donovan,Denis O'Donovan,,O'Donovan,,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,,,,Denis O'Donovan,,,Denis O'Donovan,,,Denis O'Donovan,丹尼斯·奧多諾,,,,,,nr2003015671,Denis O'Donovan,,,Denis O'Donovan,Denis O'Donovan,,Denis O'Donovan,,,,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,,,Denis O'Donovan,,,,Denis O'Donovan,,Denis O'Donovan,,,Denis O'Donovan,,,Denis O'Donovan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis O'Donovan,,Denis O'Donovan,,,,,Denis O'Donovan,,,,,,,,,,,,,,,,,,,,,,Denis O'Donovan,Denis O'Donovan,,,,,,,,,politician,,,,,,,Denis O'Donovan,,,Denis O'Donovan,,,,,Denis O'Donovan,Denis O'Donovan,,,,,,,Denis O'Donovan,,Denis O'Donovan,,,Denis O'Donovan,Denis O'Donovan,,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,,,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,,Denis O'Donovan,Denis O'Donovan,,,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,Denis O'Donovan,,,,,,Denis-O'Donovan.S.1989-10-01,,,,,,,,,,,,,,,,,,,,Denis O'Donovan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1233610,Hugh Coveney,,Hugh Coveney,Hugh Coveney,Hugh Coveney,Hugh Coveney,Hugh Coveney,,male,Hugh,,,Хью Ковни,1935-07-20,Hugh Coveney,,,,,Hugh Coveney,Hugh Coveney,,,,,1998-03-14,,,,/m/045kyn,,,,Coveney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Hugh Coveney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugh-Coveney.D.1981-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1260655,Paddy Donegan,Pádraig Ó Donnagáin,Paddy Donegan,Paddy Donegan,Paddy Donegan,Paddy Donegan,Paddy Donegan,Pádraig Ó Donnagáin,male,Paddy,,,,1923-10-29,Paddy Donegan,Paddy Donegan,Paddy Donegan,Paddy Donegan,Paddy Donegan,Paddy Donegan,Paddy Donegan,,,,,2000-11-26,,,,/m/01n4p4,,,,Donegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Paddy Donegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick-S-Donegan.D.1954-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1271675,Paschal Donohoe,Paschal Donohoe,Paschal Donohoe,Paschal Donohoe,Paschal Donohoe,Paschal Donohoe,Paschal Donohoe,Paschal Donohoe,male,Paschal,http://www.paschaldonohoe.ie,,,1974-09-19,Paschal Donohoe,,,,,Paschal Donohoe,Paschal Donohoe,315945541,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/aa/Paschal_Donohoe_2012.jpg,,/m/02w779t,Paschal Donohoe,Paschal Donohoe,Paschal Donohoe,Donohoe,,,,,,,,Category:Paschal Donohoe,,,,,,,,帕斯卡·多諾霍,,,,,,,,,,,,,,,,,,,,パスカル・ドノホー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139463802,,,,,,,,Paschald,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Paschal Donohoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paschal-Donohoe.S.2007-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1280533,Patrick Lindsay,Patrick Lindsay,Patrick Lindsay,Patrick Lindsay,Patrick Lindsay,Patrick Lindsay,Patrick Lindsay (politician),Patrick Lindsay,male,Patrick,,,,1914-01-18,Patrick Lindsay,Patrick Lindsay,Patrick Lindsay,Patrick Lindsay,Patrick Lindsay,Patrick Lindsay,Patrick Lindsay,5735823,0000 0000 3982 2504,,,1993-06-29,,,,/m/04c21z,,,,Lindsay,,,,,,,,,,,,,,,,,,,,,,n93027215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,باتريك ليندسي,باتريك ليندسي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,w68352v8,,,,,,,,,,,,,,,,,,,,,,,Patrick Lindsay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick-James-Lindsay.D.1954-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,,,,,,,,,,,
Q1291672,Patrick Byrne,Patrick Byrne,Patrick Byrne,Patrick Byrne,Patrick Byrne,Patrick Byrne,Patrick Byrne (Irish politician),Patrick Byrne,male,Patrick,,,,1925-04-02,Patrick Byrne,Patrick Byrne,Patrick Byrne,Patrick Byrne,Patrick Byrne,Patrick Byrne,Patrick Byrne,,,,,,,,,/m/04f5427,,,,Byrne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,باتريك بيرن,باتريك بيرن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Patrick-Byrne-18,,,,,,,,,,,,,,,,,,,,Patrick Byrne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick-Byrne.D.1956-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1346298,Eoin MacNeill,Eoin Mac Néill,Eoin MacNeill,Eoin MacNeill,Eoin MacNeill,Eoin MacNeill,Eoin MacNeill,Eoin Mac Néill,male,Eoin,,,"Макнейл, Оуэн",1867-05-15,Eoin MacNeill,Eoin MacNeill,Eoin MacNeill,Eoin MacNeill,Eoin MacNeill,Eoin MacNeill,Eoin MacNeill,36907614,0000 0001 0887 6590,,,1945-10-15,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Eoin_MacNeill.jpg,Eoin MacNeill,/m/01q54p,,Eoin Mac Néill,,MacNeill,,,,Eoin MacNeill,Eoin MacNeill,Eoin Mac Néill,Eoin MacNeill,,,,Eoin Mac Néill,Eoin MacNeill,,,,艾歐因·麥克尼爾,,,,,,n82129141,,,biography/Eoin-MacNeill,,Eoin MacNeill,,,,,,,Eoin MacNeill,,,,,,,,,,,,,,,,,,,,,أوين ماكنيل,أوين ماكنيل,,,,,,,,,,,,Eoin MacNeill,,,Eoin MacNeill,,,,,,,,,,Eoin MacNeill,,,"Макнейл, Оуэн",,,,,,,,,,99502,vtls000141884,,,,,,,,,,,,,,,,,,115379746,145238199,,,professor-john-macneill,,,,,,,,,,伊萬·麥克尼爾,伊万·麦克尼尔,,,,,,,politician,,w6d92387,,,,,,,,,,,,,,,,,,,,,,,Eoin MacNeill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4873,,,Eoin-MacNeill.D.1919-01-21,34813,F61113,,,,伊万·麦克尼尔,,,,,,,,,,Джон Мак-Нейл,Джон Мак-Нейл,1067,115508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,,,,,,,,,,,
Q13526416,Helen Keogh,,Helen Keogh,Helen Keogh,Helen Keogh,Helen Keogh,Helen Keogh,,female,Helen,,,,1951-06-03,Helen Keogh,,,,,,Helen Keogh,78282860,,,,,,,,,,,,Keogh,,,,,,,,,,,,,,,,,,,,,,nb2001033835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Helen Keogh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helen-Keogh.S.1989-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1355110,Michael Begley,,Michael Begley,Michael Begley,Michael Begley,Michael Begley,Michael Begley (politician),,male,Michael,,,Майкл Бегли,1932-08-22,Michael Begley,,,,,Michael Begley,Michael Begley,,,,,2012-03-26,,,,/m/0bg41q,,,,Begley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Michael Begley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael-Begley.D.1969-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1356246,Ernest Blythe,Earnán de Blaghd,Ernest Blythe,Ernest Blythe,Ernest Blythe,Ernest Blythe,Ernest Blythe,Earnán de Blaghd (Ernest Blythe),male,Ernest,,,,1889-04-13,Ernest Blythe,Ernest Blythe,Ernest Blythe,Ernest Blythe,Ernest Blythe,Ernest Blythe,Ernest Blythe,31513584,0000 0000 4340 7039,,,1975-02-23,,https://upload.wikimedia.org/wikipedia/commons/9/92/Ernest_Blythe.jpg,,/m/0265qr,Ernest Blythe,Ernest Blythe,Ernest Blythe,Blythe,,,,,Ernest Blythe,,,,,,,Ernest Blythe,,,,,,,,,,nb2004313100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07170194X,,,mr-ernest-blythe,,,,,,,,,,,,,,,,,,politician,,w65f6h8x,,,,,,,,,,,,,,,,,,,,,,,Ernest Blythe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3243,,,Ernest-Blythe.D.1919-01-21,52525,F52545,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b/Blythe_E/life,610,,,,,,,,,,,
Q13570086,Kit Ahern,Kit Ahern,Kit Ahern,Kit Ahern,Kit Ahern,Kit Ahern,Kit Ahern,Kit Ahern,female,Kit,,,,1915-01-13,Kit Ahern,,,,,,,,,,,2007-12-27,,,,,,,,Ahern,,,,Kit Ahern,,,Kit Ahern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1496,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Kit Ahern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kathleen-Ahern.S.1964-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13653269,Nicky McFadden,Nicky McFadden,,Nicky McFadden,Nicky McFadden,Nicky McFadden,Nicky McFadden,Nicky McFadden,female,Nicky,http://www.nickymcfadden.ie,,,1962-12-25,Nicky McFadden,,,,,Nicky McFadden,,315945540,,,,2014-03-25,,,,/m/02w710q,,,,McFadden,,,,,,,,,,,,,,,,,,,,,,,Nicky McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Nicky McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicky-McFadden.S.2007-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1388454,Ray MacSharry,Réamann Mac Searraigh,Ray MacSharry,Ray MacSharry,Ray Mac Sharry,Ray MacSharry,Ray MacSharry,Réamann Mac Searraigh,male,Ray,,,,1938-04-29,Ray MacSharry,Ray MacSharry,Ray MacSharry,Ray MacSharry,Ray MacSharry,Ray MacSharry,Ray MacSharry,41677860,0000 0000 5146 6338,,,,,,Ray MacSharry,/m/01tsy8,Ray MacSharry,Ray Mac Sharry,Ray MacSharry,McSharry,1622,,,,Ray MacSharry,Ray MacSharry,,,Ray MacSharry,Ray MacSharry,,Ray MacSharry,,,,,,,Ray MacSharry,,,nr00014307,,,,,,,,,,,,,,,,,,,,,,,,,Ray MacSharry,,,,,,,,,,,,,,,,,,Ray MacSharry,Ray MacSharry,,,,,,,,,,,,,,,,,,,,,,,,,,vi2jm5xv9ji9,,,,,,,,,,,,,,,,,,,,,171850785,,,,,,,,,,,,,,雷·麥克薩里,雷·麦克萨里,,,,,,,politician,128589,,,,,,,,,,,,,,,,,,,,,,,,Ray MacSharry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raymond-MacSharry.D.1969-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1389005,Joe Higgins,Joe Higgins,Joe Higgins,Joe Higgins,Joe Higgins,Joe Higgins,Joe Higgins,Joe Higgins,male,Joe,http://joehiggins.ie/,,"Хиггинс, Джо",1949-05-20,Joe Higgins,Joe Higgins,Joe Higgins,Joe Higgins,Joe Higgins,Joe Higgins,Joe Higgins,315945531,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ec/Joe_Higgins.jpg,,/m/032ktj,Joe Higgins,Joe Higgins (homme politique),Joe Higgins,Higgins,96669,,,Joe Higgins,,,,Joe Higgins,,,,Joe Higgins,,,,,,,Joe Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ջո Հիգինս,جو هيغينز,جو هيغينز,,,,,,,Joe Higgins,,,,,,,,,,,,,,,,,,,,,"Хиггинс, Джо",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Joe Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe-Higgins.D.1997-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1390280,Hugh Kennedy,Hugh Kennedy,Hugh Kennedy,Hugh Kennedy,Hugh Kennedy,Hugh Kennedy,Hugh Kennedy,Hugh Kennedy,male,Hugh,,,Хью Кеннеди,1879-07-11,Hugh Kennedy,,,,,Hugh Kennedy,Hugh Kennedy (Jurist),38109709,0000 0000 6629 7848,,,1936-12-01,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hugh_Kennedy.jpg,,/m/032fh2,,,,Kennedy,,,,Hugh Kennedy,,,,,,,,Hugh Kennedy,,,,休·甘迺迪,,,,,,n85250941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,هيو كينيدي,هيو كينيدي (سياسي),,,,,,,,Author:Hugh Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133534723,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Hugh Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugh-Kennedy.D.1923-10-27,,F77540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1398283,John Ormonde,John Ormonde,John Ormonde,John Ormonde,John Ormonde,John Ormonde,John Ormonde,John Ormonde,male,John,,,,1905-09-15,John Ormonde,John Ormonde,John Ormonde,John Ormonde,John Ormonde,John Ormonde,John Ormonde,,,,,1981-06-25,,,,/m/044_sk,,,,Ormonde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,John Ormonde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John-Ormonde.D.1947-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1399304,Michael O'Kennedy,,Michael O’Kennedy,Michael O'Kennedy,Michael O'Kennedy,Michael O'Kennedy,Michael O'Kennedy,,male,Michael,,,Майкл Кеннеди,1936-02-21,Michael O'Kennedy,Michael O'Kennedy,Michael O'Kennedy,Michael O'Kennedy,Michael O'Kennedy,Michael O'Kennedy,Michael O’Kennedy,,,,,,,,Michael O'Kennedy,/m/01nz9k,Michael O’Kennedy,Michael O'Kennedy,Michael O’Kennedy,Kennedy,,,,,Michael O'Kennedy,Michael O'Kennedy,,,,,,Michael O'Kennedy,,,,,,,Michael O'Kennedy,,,,,,,,,,,,,,,,,マイケル・オケネディ,,,,,,,,,,,Michael O'Kennedy,,,,,,,,مايكل كينيدي,مايكل كينيدي,,,,,,,,,Michael O'Kennedy,Michael O'Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,vi2jm5xh9rzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Michael O'Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael-O'Kennedy.S.1965-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1399396,Proinsias De Rossa,Proinsias De Rossa,Proinsias De Rossa,Proinsias De Rossa,Proinsias De Rossa,Proinsias De Rossa,Proinsias De Rossa,Proinsias de Rossa,male,Proinsias,,,,1940-05-15,Proinsias De Rossa,Proinsias De Rossa,Proinsias De Rossa,Proinsias De Rossa,Proinsias De Rossa,Proinsias De Rossa,Proinsias De Rossa,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Proinsias_De_Rossa.jpg,,/m/03x3s_,Proinsias De Rossa,Proinsias De Rossa,Proinsias De Rossa,de Rossa,1289,,,,,,,,Proinsias De Rossa,Proinsias De Rossa,,,,,,,,,,,,,,,biography/Proinsias-De-Rossa,,Proinsias De Rossa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proinsias De Rossa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Proinsias De Rossa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prionsias-De-Rossa.D.1982-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
