id,name__nl,name__en,name__tl,name__es,name__de,name__fr,name__hu,name__ja,name,wikipedia__en,wikipedia__nl,wikipedia__tl,gender,identifier__VIAF,birth_date,given_name,original_wikiname,wikipedia__de,name__pl,name__ru,name__it,name__nb,name__da,name__nn,name__sv,name__id,wikipedia__es,wikipedia__fr,wikipedia__id,wikipedia__it,wikipedia__pl,wikipedia__ru,image,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__freebase,identifier__NTA,identifier__Munzinger,twitter,identifier__FAST,name__bcl,name__ilo,name__zh,wikipedia__bcl,wikipedia__commons,wikipedia__ilo,name__zh_hans,name__zh_hant,name__zh_hk,name__pam,name__pag,name__qu,name__ko,name__he,name__uz,name__ceb,name__cbk_zam,name__lv,name__vi,name__el,name__ia,name__ga,name__ar,name__pt,name__ro,name__th,name__fi,name__la,name__war,name__cs,name__az,name__hr,name__ca,name__af,name__an,name__br,name__eo,name__et,name__eu,name__gl,name__is,name__lb,name__lmo,name__lt,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__tr,name__wa,name__gsw,name__fa,name__uk,name__kk,name__ms,name__sr,name__my,wikipedia__ar,wikipedia__az,wikipedia__ca,wikipedia__cbk_zam,wikipedia__ceb,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__ia,wikipedia__itwikiquote,wikipedia__ja,wikipedia__kk,wikipedia__ko,wikipedia__la,wikipedia__lv,wikipedia__ms,wikipedia__my,wikipedia__no,wikipedia__pag,wikipedia__pam,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__sr,wikipedia__sv,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__zh,identifier__BNF,identifier__IMDB,website,identifier__NNDB,death_date,name__nan,name__zh_cn,name__zh_sg,name__zh_tw,name__jv,name__ml,name__bg,name__co,name__de_ch,name__en_ca,name__en_gb,name__fo,name__fy,name__haw,name__io,name__ksh,name__mg,name__nds,name__oc,name__pap,name__pdc,name__pih,name__pt_br,name__scn,name__sco,name__sc,name__yo,name__ta,name__hy,name__bn,name__am,name__be,name__gu,name__ha,name__ht,name__ig,name__km,name__ku,name__ur,wikipedia__af,wikipedia__als,wikipedia__am,wikipedia__be,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__bn,wikipedia__co,wikipedia__dewikiquote,wikipedia__eo,wikipedia__fo,wikipedia__fy,wikipedia__ha,wikipedia__haw,wikipedia__ht,wikipedia__ig,wikipedia__io,wikipedia__is,wikipedia__jv,wikipedia__km,wikipedia__ksh,wikipedia__ku,wikipedia__lb,wikipedia__mg,wikipedia__ml,wikipedia__nds,wikipedia__nn,wikipedia__oc,wikipedia__pap,wikipedia__pdc,wikipedia__pih,wikipedia__plwikiquote,wikipedia__pms,wikipedia__scn,wikipedia__sco,wikipedia__sc,wikipedia__simple,wikipedia__sq,wikipedia__ta,wikipedia__ur,wikipedia__yo,wikipedia__zh_min_nan,identifier__CiNii,identifier__NDL,identifier__GTAA,name__ast,name__bar,name__cy,name__de_at,name__frp,name__fur,name__gd,name__ie,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pcd,name__rm,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wo,name__zu,name__mk,name__yue,name__mr,name__ka,wikipedia__br,wikipedia__enwikisource,wikipedia__hy,wikipedia__ka,wikipedia__lt,wikipedia__mk,wikipedia__mr,wikipedia__sk,wikipedia__sw,wikipedia__zh_yue,identifier__NLA,family_name,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__CSFD,occupation,identifier__wikitree,wikipedia__fawikiquote,facebook,wikipedia__bi,name__bi,identifier__nyt_topic,wikipedia__enwikinews,identifier__snac,name__ty,identifier__quora,wikipedia__thwikiquote
Q6081048,Isidro Ungab,Isidro Ungab,Isidro Ungab,,Isidro Ungab,Isidro Ungab,,,Isidro Ungab,Isidro Ungab,,Isidro Ungab,male,,1961-05-08,Isidro,Isidro Ungab,Isidro Ungab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q6272048,Jonas Cortes,Jonas Cortes,Jonas Cortes,Jonas Cortes,Jonas Cortes,,,,Jonas Cortes,Jonas Cortes,,Jonas Cortes,male,,1966-07-20,Jonas,Jonas Cortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6310694,Jum Jainudin Akbar,Jum Jainudin Akbar,,,Jum Jainudin Akbar,,,,Jum Jainudin Akbar,Jum Jainudin Akbar,,,female,,,,Jum Jainudin Akbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q6311441,"Jun Chipeco, Jr.","Jun Chipeco, Jr.",,"Jun Chipeco, Jr.",Joaquin Chipeco,,"Jun Chipeco, Jr.",,"Jun Chipeco, Jr.","Jun Chipeco, Jr.",,,male,,1942-08-15,,"Jun Chipeco, Jr.",Joaquin Chipeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q6349093,Kaka Bag-ao,Kaka Bag-ao,Arlene Bag-ao,Kaka Bag-ao,,Kaka Bag-ao,,,Kaka Bag-ao,Kaka Bag-ao,,Arlene Bag-ao,female,,1969-07-03,,Kaka Bag-ao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://attykaka.wordpress.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6678907,Lord Allan Jay Velasco,Lord Allan Jay Velasco,,,Lord Allan Jay Velasco,Lord Allan Jay Velasco,,,Lord Allan Jay Velasco,Lord Allan Jay Velasco,,,male,,1977-11-09,Allan,Lord Allan Jay Velasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q6681390,Lorna Silverio,Lorna Silverio,Lorna Silverio,,Lorna Silverio,Lorna Silverio,,,Lorna Silverio,Lorna Silverio,,Lorna Silverio,female,,1948-02-01,Lorna,Lorna Silverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q6701032,,Luis Raymond Villafuerte,Luis Raymund Villafuerte,Luis Raymond Villafuerte,Luis Raymond Villafuerte,,,,Luis Raymond Villafuerte,Luis Raymund Villafuerte,,Luis Raymund Villafuerte,male,,1968-06-03,Luis,Luis Raymund Villafuerte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Raymond Villafuerte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6701308,Luisa Lloren Cuaresma,Luisa Lloren Cuaresma,,,Luisa Lloren Cuaresma,Luisa Lloren Cuaresma,,,Luisa Lloren Cuaresma,Luisa Lloren Cuaresma,,,female,,1955-01-18,Luisa,Luisa Lloren Cuaresma,,,,Luisa Lloren Cuaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q6706718,,Luzviminda Ilagan,Luzviminda Ilagan,Luzviminda Ilagan,Luzviminda Ilagan,,Luzviminda Ilagan,,Luzviminda Ilagan,Luzviminda Ilagan,,Luzviminda Ilagan,female,,,,Luzviminda Ilagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q6732490,Magtanggol Gunigundo I,Magtanggol Gunigundo I,Magtanggol Gunigundo II,Magtanggol Gunigundo I,,Magtanggol Gunigundo I,,,Magtanggol Gunigundo I,Magtanggol Gunigundo I,,Magtanggol Gunigundo II,male,,1964-12-11,,Magtanggol Gunigundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6756325,Marcelino Teodoro,Marcelino Teodoro,Marcelino Teodoro,,Marcelino Teodoro,Marcelino Teodoro,,,Marcelino Teodoro,Marcelino Teodoro,,Marcelino Teodoro,male,,1970-08-02,Marcelino,Marcelino Teodoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q6761357,Leni Robredo,Leni Robredo,Maria Leonor Robredo,Maria Leonor Robredo,Maria Leonor Robredo,Leni Robredo,,レニー・ロブレド,Leni Robredo,Leni Robredo,Leni Robredo,Leni Robredo,female,,1964-04-23,Maria,Maria Leonor Robredo,Leni Robredo,,Лени Робредо,Leni Robredo,,,,,Leni Robredo,Leni Robredo,Leni Robredo,Leni Robredo,Leni Robredo,,"Робредо, Лени",https://upload.wikimedia.org/wikipedia/commons/b/b9/Leni_Robredo_(2).jpg,,,,,/m/0n50kzg,,,lenirobredo,,Maria Leonor Robredo,Leni Robredo,萊妮·羅布雷多,Leni Robredo,,Leni Robredo,,,,,,,레니 로브레도,,,,,,,,,,,,,,,,Leni Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,,Leni Robredo,,,,,,,,,,,,,,,,,,,,,,,レニー・ロブレド,,레니 로브레도,,,Leni Robredo,,,,,,,,,,,,,,,,Leni Robredo,萊妮·羅布雷多,,,https://lenirobredo.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leni Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,LeniRobredoPH,,,,,,,Leni-Robredo,
Q6761644,,Maria Valentina Plaza,Maria Valentina Plaza,Maria Valentina Plaza,Maria Valentina Plaza,,,,Maria Valentina Plaza,Maria Valentina Plaza,,Maria Valentina Plaza,female,,1967-06-01,Maria,Maria Valentina Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6768452,Mark L. Mendoza,Mark L. Mendoza,Mark L. Mendoza,,Mark L. Mendoza,,,,Mark L. Mendoza,Mark L. Mendoza,,Mark L. Mendoza,male,,1973-08-28,Mark,Mark Llandro Mendoza,Mark L. Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q6995379,Neptali Gonzales II,Neptali Gonzales II,Neptali Gonzales II,,,Neptali Gonzales II,,,Neptali Gonzales II,Neptali Gonzales II,,Neptali Gonzales II,male,,1954-08-29,,Neptali Gonzales II,,,,Neptali Gonzales II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6996155,Neri Javier Colmenares,Neri Javier Colmenares,Neri Javier Colmenares,,Neri Javier Colmenares,Neri Javier Colmenares,,,Neri Javier Colmenares,Neri Colmenares,,Neri Javier Colmenares,male,,1959-12-04,Neri,Neri Colmenares,,,,Neri Javiér Colmenares,,,,,,,,,Neri Javiér Colmenares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q7031411,"Niel Tupas, Jr.","Niel Tupas, Jr.","Niel Tupas, Jr.",,,,,,"Niel Tupas, Jr.",Niel Tupas Jr.,,"Niel Tupas, Jr.",male,,1970-07-03,,"Niel Tupas, Jr.",,,,,,,,,,,,,,,,,,,,,/m/0hn9rvf,,,,,,,小尼爾·圖帕斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.congress.gov.ph/members/search.php?congress=14&id=tupas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q7106241,,Oscar Samson Rodriguez,,,Oscar Samson Rodriguez,Oscar Samson Rodriguez,,,Oscar Samson Rodriguez,Oscar Samson Rodriguez,,,male,,1945-09,Oscar,Oscar Samson Rodriguez,,,,Oscar Samson Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q712100,Arthur Yap,Arthur Yap,,Arthur Yap,Arthur Yap,Arthur Yap,Arthur Yap,,Arthur Yap,Arthur C. Yap,Arthur Yap,,male,,1965-11-10,Arthur,Arthur Yap (politician),Arthur Yap,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f4/Arthur_Yap.jpg,,,,,/m/0cc5_y5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q7250910,,"Prospero Pichay, Jr.",Prospero Pichay Jr.,,,,,,"Prospero Pichay, Jr.",Prospero Pichay Jr.,,Prospero Pichay Jr.,male,,1950-06-20,Prospero,"Prospero Pichay, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7253238,,Pryde Henry Teves,Pryde Henry Teves,Pryde Henry Teves,,Pryde Henry Teves,,,Pryde Henry Teves,Pryde Henry Teves,,Pryde Henry Teves,male,,1972-12-18,,Pryde Henry Teves,,,,,,,,,,,,,,,,,,,,,,,,,,,,亨利·特維斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7289824,Ramon Durano VI,Ramon Durano VI,Ramon Durano VI,Ramon Durano VI,,Ramon Durano VI,Ramon Durano VI,,Ramon Durano VI,Ramon Durano VI,,Ramon Durano VI,male,,1969-02-07,Ramon,Ramon Durano VI,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/1/1e/Ramon_""RED""_H-_Durano_VI_2013-07-20_10-15.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q7296195,Raul del Mar,Raul del Mar,Raul del Mar,,Raul del Mar,Raul del Mar,,,Raul del Mar,Raul del Mar,,Raul del Mar,male,,1941-03-20,Raul,Raul del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q7312934,,Rene Relampagos,,,Rene Relampagos,Rene Relampagos,,,Rene Relampagos,Rene Relampagos,,,male,,1963-12-28,Rene,Rene Relampagos,,,,Rene Relampagos,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6d/Rene_Relampagos.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7341150,"Robert ""Ace"" Barbers","Robert ""Ace"" Barbers",,,,,,,"Robert ""Ace"" Barbers","Robert ""Ace"" Barbers",,,male,,1969-05-31,Robert,"Robert ""Ace"" Barbers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7351859,Roberto Puno,Roberto Puno,Roberto Puno,,Roberto Puno,Roberto Puno,,,Roberto Puno,Roberto Puno,Roberto Puno,Roberto Puno,male,,1962-03-27,Roberto,Roberto Puno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q7360593,Rolando Uy,Rolando Uy,Rolando Uy,,Rolando Uy,Rolando Uy,,,Rolando Uy,Rolando Uy,,Rolando Uy,male,,1954-07-05,Rolando,Rolando Uy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q7363071,Romeo Acop,Romeo Acop,,,Romeo Acop,Romeo Acop,,,Romeo Acop,Romeo Acop,,,male,,"",Romeo,Romeo Acop,Romeo Acop,,,Romeo Acop,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/95/Romeo_Acop.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
