id,name__en,name,wikipedia__en,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__CiNii,identifier__IMDB,identifier__NDL,identifier__NLA,birth_date,identifier__freebase,identifier__NKC,family_name,given_name,website,identifier__RSL,identifier__NLI,identifier__dmoz,identifier__NTA,identifier__BIBSYS,identifier__NUKAT,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__GNC,identifier__EGAXA,identifier__Britannica,identifier__parlement,twitter,facebook,identifier__AlloCine,identifier__JewishEnc,death_date,identifier__MGP,identifier__BNE,identifier__PTBNP,identifier__BAV,birth_name,identifier__N6I,identifier__GTAA,identifier__MusicBrainz,identifier__discogs,identifier__SELIBR,identifier__OpenPlaques,identifier__NPG,identifier__NLP,name__he,wikipedia__he,name__zh,name__pl,name__eu,name__es,name__ta,name__af,name__oc,name__ms,name__hu,name__et,name__sq,name__el,name__bcl,name__my,name__nl,name__sv,name__ar,name__pt,name__is,name__eo,name__yi,name__ru,name__sr,name__tr,name__fi,name__uk,name__nn,name__io,name__sco,name__hr,name__tl,name__da,name__nan,name__gsw,name__ko,name__be,name__fr,name__lad,name__yo,name__lv,name__it,name__gl,name__de,name__id,name__ja,name__vi,name__wuu,name__sk,name__kn,name__fy,name__ro,name__ca,name__la,name__cy,name__war,name__cs,name__fa,name__bg,name__mr,name__arc,name__ka,name__nds,name__lt,name__nb,name__ckb,name__de_ch,name__en_ca,name__en_gb,name__pam,name__pt_br,name__sh,name__gv,name__az,name__ur,name__ie,name__arz,name__ml,name__mk,name__mzn,name__fo,name__hy,name__bn,wikipedia__af,wikipedia__als,wikipedia__arc,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__bcl,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__cy,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fawikinews,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__fy,wikipedia__gl,wikipedia__gv,wikipedia__hewikinews,wikipedia__hewikiquote,wikipedia__hewikisource,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__lad,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__my,wikipedia__mzn,wikipedia__nds,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vi,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh,name__hi,wikipedia__hi,name__jv,wikipedia__jv,wikipedia__simplewikiquote,name__mo,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__br,name__sr_el,name__sr_ec,name__ast,name__be_tarask,name__sl,name__ksh,wikipedia__ast,wikipedia__be_x_old,wikipedia__br,wikipedia__ksh,wikipedia__sl,wikipedia__trwikiquote,name__vmf,wikipedia__dewikiquote,name__pnb,name__scn,name__ku,name__qu,name__bs,name__yue,wikipedia__arwikiquote,wikipedia__bgwikiquote,wikipedia__bswikiquote,wikipedia__idwikiquote,wikipedia__ku,wikipedia__pnb,wikipedia__ptwikiquote,wikipedia__qu,wikipedia__scn,wikipedia__zh_yue,name__ga,name__tg_latn,name__mn,name__th,name__tg,wikipedia__bs,wikipedia__ga,wikipedia__mn,wikipedia__tg,wikipedia__th,name__ang,name__an,name__li,name__cv,name__kk,name__lb,name__nap,name__bar,name__tt,name__vo,name__de_at,name__min,name__lez,wikipedia__ang,wikipedia__an,wikipedia__bar,wikipedia__cv,wikipedia__fiwikiquote,wikipedia__kk,wikipedia__lb,wikipedia__lez,wikipedia__li,wikipedia__min,wikipedia__nap,wikipedia__nowikiquote,wikipedia__tt,wikipedia__vo,wikipedia__frwikiquote,name__mg,wikipedia__mg,name__uz,wikipedia__uz,name__os,wikipedia__mk,wikipedia__os,wikipedia__thwikiquote,name__szl,wikipedia__szl,name__ht,wikipedia__ht,wikipedia__liwikiquote,name__ba,name__pa,name__ku_arab,name__ku_latn,wikipedia__ba,wikipedia__pa,wikipedia__srwikiquote,wikipedia__svwikiquote,name__mwl,name__si,wikipedia__fawikiquote,wikipedia__mwl,wikipedia__si,wikipedia__slwikiquote,name__lij,name__new,name__nov,name__krc,wikipedia__azwikiquote,wikipedia__krc,wikipedia__kuwikiquote,wikipedia__lij,wikipedia__new,wikipedia__nlwikiquote,wikipedia__nov,name__sw,name__rue,name__wa,name__hif,name__sgs,name__pms,name__lrc,wikipedia__bat_smg,wikipedia__glwikiquote,wikipedia__hif,wikipedia__kowikiquote,wikipedia__lrc,wikipedia__pms,wikipedia__rue,wikipedia__ruwikisource,wikipedia__sw,wikipedia__wa,name__diq,wikipedia__diq,name__bm,name__co,name__frc,name__frp,name__fur,name__gd,name__ia,name__jam,name__kab,name__kg,name__nds_nl,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__vec,name__vls,name__wo,name__zu,wikipedia__kl,name__kl,identifier__NLAtrove,instagram,wikipedia__frwikinews,wikipedia__hywikiquote,wikipedia__azb,original_wikiname,identifier__FAST,identifier__OLID,identifier__NLC,identifier__rotten_tomatoes,identifier__BNC,name__azb,identifier__NSZL,identifier__ORCID,identifier__DoUB,identifier__SFDb,identifier__CSPAN,identifier__zbMATH,identifier__PORT,identifier__KLfG,last_seen,identifier__kinopoisk,wikipedia__cawikiquote,name__ceb,name__eml,name__frr,name__hak,name__hsb,name__nah,name__zea,wikipedia__xmf,name__xmf,identifier__filmportal_de,identifier__senate_nl,identifier__allmovie,name__kana,identifier__PACE,identifier__SCOPE,identifier__CSFD,wikipedia__hsb,identifier__bigenc_ru,identifier__wikitree,wikipedia__ky,identifier__dialnet,identifier__google_knowledge,identifier__guardian_topic,wikipedia__bewikiquote,wikipedia__lmo,name__lmo,occupation,identifier__nobel_prize,identifier__livejournal,identifier__youtube,identifier__google_plus,identifier__nyt_topic,identifier__nlg,identifier__ne_se,name__dsb,name__pfl,name__als,name__ky,identifier__quora,identifier__snac,wikipedia__arwikinews,wikipedia__dewikinews,wikipedia__rowikinews,wikipedia__srwikinews,wikipedia__svwikinews,wikipedia__eswikinews,wikipedia__itwikinews,wikipedia__trwikinews,identifier__politifact,identifier__persee,wikipedia__gom,name__gom,identifier__BVMC,name__ext,identifier__DNF,identifier__BBC_things,wikipedia__ay,name__ay,political_alignment,identifier__LAC,email,name__ne,wikipedia__ne,pseudonym,identifier__LNB,identifier__NSK,wikipedia__tk,wikipedia__sm,name__tk,name__sm,identifier__CONOR,identifier__goodreads,wikipedia__got,name__got,wikipedia__lfn,name__lfn,name__hil,name__aeb_arab,name__mai,wikipedia__mai,wikipedia__zea,identifier__CTHS,identifier__google_scholar,name__te,identifier__flickr,name__mt,name__hyw,wikipedia__hyw
Q19615491,Miki Zohar,מיקי זוהר,Miki Zohar,https://upload.wikimedia.org/wikipedia/commons/2/2d/Miki_Zohar_(cropped).jpg,male,,,,,,,,,,,1980-03-28,/m/0130h14h,,Zohar,Miki,,,,,,,,,,,,,,,zoharm7,micki.zohar,,,,,,,,,,,,,,,,,מיקי זוהר,מיקי זוהר,米基·佐哈尔,Miki Zohar,,Miki Zohar,,,,,,,,,,,Miki Zohar,,ميكي زوهار,,,,,Мики Зоар,,,,,,,,,,,,,미키 조하,,Miki Zohar,,,,,,Miki Zohar,,ミキ・ゾハール,,,,,,,Miki Zohar,,,,Miki Zohar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ميكي زوهار,,,,,,,,,Category:Miki Zohar,Miki Zohar,,,,Miki Zohar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miki Zohar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,米基·祖哈爾,,,,,,,,Miki Zohar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,มิกิ โซฮาร์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miki Zohar,,,,,,מיקי זוהר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19615664,Anat Berko,ענת ברקו,Anat Berko,https://upload.wikimedia.org/wikipedia/commons/6/62/Anat-Berko-0016_(cropped).jpg,female,0000 0001 1897 8267,15025345,,no2005014868,,,,,,,1960-01-14,/m/0130g_3w,,,Anat,,,,,306123991,7052650,n2008115148,,,,,,,,drAnatBerko,301325946716996,,,,,,,,,,,,,,,,A30936354,ענת ברקו,ענת ברקו,,,,Anat Berko,,,,,,,,,,,Anat Berko,,عنات بيركو,,,,,"Берко, Анат",,,,,,,,,,,,,,,Anat Berko,,,,,,Anat Berko,,,,,,,,,Anat Berko,,,,Anat Berko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عنات بيركو,,,,,,,,,Category:Anat Berko,Anat Berko,,,,Anat Berko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anat Berko,,,,,Anat Berko,,,,"Берко, Анат",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anat Berko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ענת ברקו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,UCAgwthZeIz-MC9ePO5-l5og,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19615870,Nava Boker,נאוה בוקר,Nava Boker,https://upload.wikimedia.org/wikipedia/commons/e/e5/Nava_Boker.jpg,female,,,,,,,,,,,1970-11-15,,,,Nava,,,,,,,,,,,,,,,,navaboker,,,,,,,,,,,,,,,,,נאוה בוקר,נאוה בוקר,,,,Nava Boker,,,,,,,,,,,Nava Boker,,نافا بوكر,,,,,,,,,,,,,,,,,,,,Nava Boker,,,,,,Nava Boker,,,,,,,,,Nava Boker,,,,Na'ava Boker,,,,,,Nava Boker,,,,,,,,,,,,,,,,,,,,,,,,نافا بوكر,,,,,,,,,Category:Nava Boker,Na'ava Boker,,,,Nava Boker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nava Boker,,,,,Nawa Boker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nava Boker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נאוה בוקר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7420,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19627844,Nurit Koren,נורית קורן,Nurit Koren,https://upload.wikimedia.org/wikipedia/commons/0/0b/Nurit_Koren.JPG,female,,,,,,,,,,,1960-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נורית קורן,נורית קורן,,Nurit Koren,,Nurit Koren,,,,,,,,,,,Nurit Koren,,نوريت كورين,,,,,"Корен, Нурит",,,,,,,,,,,,,,,Nurit Koren,,,,,,Nurit Koren,,,,,,,,,Nurit Koren,,,,Nurit Koren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,نوريت كورين,,,,,,,,,,Nurit Koren,,,,Nurit Koren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nurit Koren,,,,"Корен, Нурит",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nurit Koren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נורית קורן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19627861,Yaron Mazuz,ירון מזוז,Yaron Mazuz,https://upload.wikimedia.org/wikipedia/commons/8/8e/Yaron_Mazuz_(cropped).jpg,male,,,,,,,,,,,1962-07-11,,,Mazuz,Jaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ירון מזוז,ירון מזוז,,,,Yaron Mazuz,,,,,,,,,,,Yaron Mazuz,,يارون مزوز,,,,,,,,,,,,,,,,,,,,Yaron Mazuz,,,,,,Yaron Mazuz,,,,,,,,,Yaron Mazuz,,,,Jaron Mazuz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,يارون مزوز,,,,,,,,,Category:Yaron Mazuz,Jaron Mazuz,,,,Jaron Mazuz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yaron Mazuz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yaron Mazuz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ירון מזוז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19627890,Oren Hazan,אורן חזן,Oren Hazan,https://upload.wikimedia.org/wikipedia/commons/d/d1/JPG.אורן_חזן.jpg,male,,,,,,,,,,,1981-10-28,/m/0130pz48,,,Oren,,,,,,,,,,,,,,,oren_haz,orenhazanlikud,,,,,,,,,,,,,,,,,אורן חזן,אורן חזן,,Oren Chazzan,,Oren Hazan,,,,,,,,,,,Oren Hazan,,أورن حزان,,,,,"Хазан, Орен",,,,,,,,,,,,,,,Oren Hazan,,,,,,Oren Hazan,,,,,,,,,Oren Hazan,,,,Oren Chazan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أورن حزان,,,,,,,,,Category:Oren Hazan,Oren Chazan,,,,Oren Hazan,,,,,,,,,,,,,,Oren Hazan,,,,,אורן חזן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oren Chazzan,,,,"Хазан, Орен",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oren Hazan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורן חזן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19628142,Osama Saadi,אוסאמה סעדי,Osama Saadi,,male,,,,,,,,,,,1963-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אוסאמה סעדי,אוסאמה סעדי,,,,Osama Saadi,,,,,,,,,,,Osama Saadi,,أسامة السعدي,,,,,,,,,,,,,,,,,,,,Osama Saadi,,,,,,Osama Saadi,,,,,,,,,Osama Saadi,,,,Usáma Sa'adi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أسامة السعدي,,,,,,,,,,Usáma Sa'adi,,,,Osama Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osama Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אוסאמה סעדי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19628276,Yousef Jabareen,יוסף ג'בארין,Yousef Jabareen,https://upload.wikimedia.org/wikipedia/commons/1/1f/Yousef_Jabareen.jpg,male,0000 0003 9270 5085,,,no2014079533,,,,,,,1972-02-23,,,,Yousef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוסף ג'בארין,יוסף ג'בארין,,Jusuf Dżabarin,,Yousef Jabareen,,,,,,,,,,,Yousef Jabareen,,يوسف جبارين,,,,,,,,,,,,,,,,,,,,Yousef Jabareen,,,,,,Yousef Jabareen,,ヨセフ・ジャバリン,,,,,,,Yousef Jabareen,,,,Júsef Džabarín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,يوسف جبارين,,,,,,,,,,Júsef Džabarín,,,,Yousef Jabareen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf Dżabarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yousef Jabareen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוסף ג'בארין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19634009,Abdullah Abu Ma'aruf,עבדאללה אבו מערוף,Abdullah Abu Ma'aruf,https://upload.wikimedia.org/wikipedia/commons/5/51/עבדאללה_אבו_מערוף.jpg,male,,,,,,,,,,,1956-12-30,,,,Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עבדאללה אבו מערוף,עבדאללה אבו מערוף,,,,Abdullah Abu Ma'aruf,,,,,,,,,,,Abdullah Abu Ma'aruf,,عبد الله أبو معروف,,,,,,,,,,,,,,,,,,,,Abdullah Abu Ma'aruf,,,,,,Abdullah Abu Ma'aruf,Abdullah Abu Ma'aruf,アブドゥッラー・アブ・マアルフ,,,,,,,Abdullah Abu Ma'aruf,,,,Abdulláh abú Ma'arúf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عبد الله أبو معروف,,,,,,,,,,Abdulláh abú Ma'arúf,,,,Abdullah Abu Ma'aruf,,,,,,,,,,,,,,,,,,,,,,,,Abdullah Abu Ma'aruf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdullah Abu Ma'aruf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עבדאללה אבו מערוף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19634024,Eli Cohen,אלי כהן,Eli Cohen (politician born 1972),https://upload.wikimedia.org/wikipedia/commons/1/14/חבר_הכנסת_אלי_כהן.png,male,,,,,,,,,,,1972-10-03,,,Cohen,Eli,,,,,,,,,,,,,,,,cpa.eli.cohen,,,,,,,,,,,,,,,,,אלי כהן,אלי כהן (שר הכלכלה והתעשייה),,Eli Kohen,,Eli Cohen,,,,,,,,,,,Eli Cohen,,إيلي كوهين,,,,,Эли Коэн,,,,,,,,,,,,,,,Eli Cohen,,,,,,Eli Cohen,,エリ・コーヘン,,,,,,,Eli Cohen,,,,Eli Kohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,إيلي كوهين (سياسي مواليد 1972),,,,,,,,,Category:Eli Cohen (Kulanu MK),Eli Kohen (1973),,,,"Eli Cohen (Politiker, 1972)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,エリ・コーヘン (1972年生の政治家),,,,,,,,,,,,,,,,,,,Eli Kohen (ur. 1972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eli Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלי כהן (שר הכלכלה והתעשייה),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19634029,Meirav Ben-Ari,מירב בן-ארי,Meirav Ben-Ari,https://upload.wikimedia.org/wikipedia/commons/2/2d/Meirav_Ben_Ari_1.jpg,female,,,,,,,,,,,1975-11-13,/m/0130rwmy,,,,,,,,,,,,,,,,,,meravbenari,mkmeravbenari,,,,,,,,,,,,,,,,,מירב בן-ארי,מירב בן-ארי,,Meraw Ben-Ari,,Meirav Ben-Ari,,,,,,,,,,,Meirav Ben-Ari,,ميراف بن أري,,,,,Мейрав Бен-Ари,,,,,,,,,,,,,,,Meirav Ben-Ari,,,,,,Meirav Ben-Ari,,,,,,,,,Meirav Ben-Ari,,,,Mejrav Ben-Ari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ميراف بن أري,,,,,,,,,,Mejrav Ben-Ari,,,,Meirav Ben-Ari,,,,,,,,,,,,,,,,,,,מירב בן-ארי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meraw Ben-Ari,,,,"Бен-Ари, Мейрав",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meirav Ben-Ari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meravi11,,,,מירב בן-ארי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19634034,Ayelet Nahmias-Verbin,איילת נחמיאס-ורבין,Ayelet Nahmias-Verbin,https://upload.wikimedia.org/wikipedia/commons/6/68/חברת_הכנסת_איילת_נחמיאס_ורבין.jpg,female,,,,,,,,,,,1970-06-19,,,,,http://www.havoda.org.il/?p=254,,,,,,,,,,,,,,Ayeletnnv,AyeletNV,,,,,,,,,,,,,,,,,איילת נחמיאס-ורבין,איילת נחמיאס-ורבין,,Ajjelet Nahmias-Werbin,,Ayelet Nahmias-Verbin,,,,,,,,,,,Ayelet Nahmias-Verbin,,إيليت نحمياس فيربين,,,,,,,,,,,,,,,,,,,,Ayelet Nahmias-Verbin,,,,,,Ayelet Nahmias-Verbin,,,,,,,,,Ayelet Nahmias-Verbin,,,,Ajelet Nachmias Verbin,ایلت نهمیاس-وربین,,,,,,,,,,,,,,,,,,,,,,,,,,,,,إيليت نحمياس فيربين,,,,,,,,,Category:Ayelet Nahmias-Verbin,Ajelet Nachmias Verbin,,,,Ayelet Nahmias-Verbin,,,,,,,,,,ایلت نهمیاس-وربین,,,,Ayelet Nahmias-Verbin,,,,,איילת נחמיאס-ורבין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ajjelet Nahmias-Werbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayelet Nahmias-Verbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איילת נחמיאס-ורבין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,UCGzmRK0tl5nU-xXPA6Rstvg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
