result_row,source_page_url,id,image,name,given_name,family_name,honorific_prefix,honorific_suffix,area,group,term,gender,birth_date,start_date,end_date,email,website,twitter,facebook
227,http://www.parlament.gv.at/WWER/PAD_71459/index.shtml,PAD_71459,http://www.parlament.gv.at/WWER/PAD_71459/4158825_384.jpg,Elisabeth Reich,Elisabeth,Reich,,,In den Bundesrat entsendet vom Oberösterreichischen Landtag,SPÖ,Bundesrat,female, 31.01.1956,2012-04-17,,elisabeth.reich@parlament.gv.at, ,,
228,http://www.parlament.gv.at/WWER/PAD_80159/index.shtml,PAD_80159,http://www.parlament.gv.at/WWER/PAD_80159/4227736_384.jpg,Dr. Heidelinde Reiter,Heidelinde,Reiter,Dr.,,In den Bundesrat entsendet vom Salzburger Landtag,Grüne,Bundesrat,female, 19.08.1953,2013-07-18,,heidelinde.reiter@parlament.gv.at, ,,
229,http://www.parlament.gv.at/WWER/PAD_07235/index.shtml,PAD_07235,http://www.parlament.gv.at/WWER/PAD_07235/5881675_180.jpg,Josef Saller,Josef,Saller,,,In den Bundesrat entsendet vom Salzburger Landtag,ÖVP,Bundesrat,male, 25.12.1945,1999-04-27,,sepp.saller@aon.at, ,,
231,http://www.parlament.gv.at/WWER/PAD_02953/index.shtml,PAD_02953,http://www.parlament.gv.at/WWER/PAD_02953/5143106_180.jpg,Stefan Schennach,Stefan,Schennach,,,In den Bundesrat entsendet vom Wiener Landtag,SPÖ,Bundesrat,male, 31.08.1956,2010-10-05,,stefan.schennach@parlament.gv.at, ,,
232,http://www.parlament.gv.at/WWER/PAD_80160/index.shtml,PAD_80160,http://www.parlament.gv.at/WWER/PAD_80160/4227758_384.jpg,Dr. Dietmar Schmittner,Dietmar,Schmittner,Dr.,,In den Bundesrat entsendet vom Salzburger Landtag,ohne (none),Bundesrat,male, 21.12.1958,2015-06-16,,, ,,
233,http://www.parlament.gv.at/WWER/PAD_78582/index.shtml,PAD_78582,http://www.parlament.gv.at/WWER/PAD_78582/4158930_384.jpg,Gerhard Schödinger,Gerhard,Schödinger,,,In den Bundesrat entsendet vom Niederösterreichischen Landtag,ÖVP,Bundesrat,male, 20.12.1962,2013-04-24,,gerhard.schoedinger@parlament.gv.at, http://www.wolfsthal.gv.at,,
235,http://www.parlament.gv.at/WWER/PAD_65677/index.shtml,PAD_65677,http://www.parlament.gv.at/WWER/PAD_65677/5881290_180.jpg,Mag. Nicole Schreyer,Nicole,Schreyer,Mag.,,In den Bundesrat entsendet vom Tiroler Landtag,Grüne,Bundesrat,female, 05.02.1977,2013-07-18,,nicole.schreyer@gruene.at, ,,
236,http://www.parlament.gv.at/WWER/PAD_14813/index.shtml,PAD_14813,http://www.parlament.gv.at/WWER/PAD_14813/3487164_384.jpg,Werner Stadler,Werner,Stadler,,,In den Bundesrat entsendet vom Oberösterreichischen Landtag,SPÖ,Bundesrat,male, 15.07.1957,2002-12-10,,wernerstadler@aon.at, http://www.wernerstadler.at,,
238,http://www.parlament.gv.at/WWER/PAD_18446/index.shtml,PAD_18446,http://www.parlament.gv.at/WWER/PAD_18446/3487854_384.jpg,Ferdinand Tiefnig,Ferdinand,Tiefnig,,,In den Bundesrat entsendet vom Oberösterreichischen Landtag,ÖVP,Bundesrat,male, 17.06.1965,2003-10-23,,f.tiefnig@gmx.at, ,,
239,http://www.parlament.gv.at/WWER/PAD_11565/index.shtml,PAD_11565,http://www.parlament.gv.at/WWER/PAD_11565/3487500_384.jpg,Reinhard Todt,Reinhard,Todt,,,In den Bundesrat entsendet vom Wiener Landtag,SPÖ,Bundesrat,male, 22.01.1949,2001-04-27,,reinhard.todt@spoe.at, http://www.pvoe.at,,
240,http://www.parlament.gv.at/WWER/PAD_86614/index.shtml,PAD_86614,http://www.parlament.gv.at/WWER/PAD_86614/5881610_180.jpg,Martin Weber,Martin,Weber,,,In den Bundesrat entsendet vom Steiermärkischen Landtag,SPÖ,Bundesrat,male, 19.03.1971,2015-06-16,,martin.weber@parlament.gv.at, ,,
241,http://www.parlament.gv.at/WWER/PAD_78584/index.shtml,PAD_78584,http://www.parlament.gv.at/WWER/PAD_78584/5881312_384.jpg,Ingrid Winkler,Ingrid,Winkler,,,In den Bundesrat entsendet vom Niederösterreichischen Landtag,SPÖ,Bundesrat,female, 22.10.1958,2013-04-24,,ingrid.winkler@parlament.gv.at, ,,
242,http://www.parlament.gv.at/WWER/PAD_78587/index.shtml,PAD_78587,http://www.parlament.gv.at/WWER/PAD_78587/5881716_384.jpg,Mag. Gerald Zelina,Gerald,Zelina,Mag.,,In den Bundesrat entsendet vom Niederösterreichischen Landtag,ohne (none),Bundesrat,male, 10.10.1968,2013-04-24,,gerald.zelina@teamstronach.at, http://www.teamstronach.at,,
243,http://www.parlament.gv.at/WWER/PAD_16237/index.shtml,PAD_16237,http://www.parlament.gv.at/WWER/PAD_16237/5881756_180.jpg,Sonja Zwazl,Sonja,Zwazl,,,In den Bundesrat entsendet vom Niederösterreichischen Landtag,ÖVP,Bundesrat,female, 10.07.1946,2003-04-24,,sonja.zwazl@wknoe.at, http://www.wbnoe.at,,
243,http://www.parlament.gv.at/WWER/PAD_83139/index.shtml,PAD_83139,http://www.parlament.gv.at/WWER/PAD_83139/4386042_180.jpg,Dr. Kathrin Nachbaur,Kathrin ,Nachbaur,Dr. ,,Bundeswahlvorschlag,ÖVP,25,female, 02.04.1979,2015-08-02,,kathrin.nachbaur@parlament.gv.at, ,,
245,http://www.parlament.gv.at/WWER/PAD_83141/index.shtml,PAD_83141,http://www.parlament.gv.at/WWER/PAD_83141/4385896_180.jpg,Dr. Marcus Franz,Dr. Marcus ,Franz,,,Bundeswahlvorschlag,ÖVP,25,male, 06.03.1963,2015-06-04,,marcus.franz@parlament.gv.at,http://www.internist-franz.at ,,
246,http://www.parlament.gv.at/WWER/PAD_83143/index.shtml,PAD_83143,http://www.parlament.gv.at/WWER/PAD_83143/4385928_180.jpg,Dr. Georg Vetter,Georg,Vetter,Dr.,,Bundeswahlvorschlag,ÖVP,25,male, 26.04.1962,2015-06-04,,georg.vetter@parlament.gv.at, ,,
