id,name__en,name__gu,name__te,name__hi,name__mr,name__ne,name__sa,name__de,name__nl,name__fr,name,wikipedia__en,wikipedia__hi,gender,birth_date,given_name,original_wikiname,name__ta,wikipedia__mr,wikipedia__ta,image,website,name__nb,name__da,name__nn,name__sv,name__or,name__it,name__id,wikipedia__id,name__ru,name__es,wikipedia__ru,name__bn,wikipedia__bn,wikipedia__commons,wikipedia__es,identifier__IMDB,name__ml,wikipedia__ml,wikipedia__te,identifier__VIAF,name__pa,wikipedia__pa,wikipedia__enwikiquote,wikipedia__hiwikiquote,name__ur,name__zh,wikipedia__fr,wikipedia__sa,wikipedia__sv,wikipedia__ur,wikipedia__zh,identifier__freebase,identifier__FAST,name__pl,name__kn,wikipedia__kn,wikipedia__ne,wikipedia__pl,death_date,family_name,identifier__ISNI,identifier__BNF,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__jv,name__eu,name__ms,name__hu,name__et,name__my,name__ar,name__pt,name__eo,name__tr,name__fi,name__uk,name__be_tarask,name__tl,name__nan,name__be,name__he,name__ko,name__ja,name__vi,name__ca,name__la,name__cy,name__os,name__fa,name__bg,name__ka,name__arz,name__oc,name__el,name__yue,name__mai,wikipedia__ar,wikipedia__arz,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cy,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__gu,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__mai,wikipedia__ms,wikipedia__my,wikipedia__nl,wikipedia__no,wikipedia__or,wikipedia__os,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ruwikinews,wikipedia__simple,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__OLID,identifier__NKC,identifier__NTA,identifier__Munzinger,identifier__GTAA,name__en_ca,name__en_gb,name__as,wikipedia__as,name__de_ch,name__si,name__hif,name__gl,name__sh,name__sco,name__pnb,name__th,name__cs,name__lb,name__pt_br,name__lt,name__sr,name__bh,name__bcl,name__lv,name__yi,name__mk,name__br,name__ckb,name__xmf,name__hy,name__ks,name__uz,name__ga,name__af,wikipedia__af,wikipedia__bcl,wikipedia__bh,wikipedia__br,wikipedia__ckb,wikipedia__cs,wikipedia__cswikiquote,wikipedia__ga,wikipedia__gl,wikipedia__hif,wikipedia__hy,wikipedia__ks,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__nn,wikipedia__oc,wikipedia__pnb,wikipedia__sco,wikipedia__sh,wikipedia__si,wikipedia__sr,wikipedia__tewikiquote,wikipedia__th,wikipedia__uz,wikipedia__xmf,wikipedia__yi,identifier__Britannica,twitter,identifier__AlloCine,identifier__allmovie,identifier__MusicBrainz,identifier__NNDB,identifier__CANTIC,name__ro,name__yo,name__sq,wikipedia__ro,wikipedia__yo,name__dv,name__ps,name__az,name__kk,name__mg,name__ce,wikipedia__az,wikipedia__ce,wikipedia__dv,wikipedia__kk,wikipedia__mg,wikipedia__ps,facebook,name__bho,wikipedia__bgwikiquote,name__an,name__bs,name__ceb,name__hr,name__is,name__lmo,name__nds,name__nds_nl,name__pms,name__sk,name__sl,name__vec,name__wa,name__gsw,electoral_district,identifier__CSPAN,identifier__TED,identifier__elonet,identifier__PORT,identifier__KLfG,last_seen,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,identifier__DNF,identifier__NLA,wikipedia__tawikiquote,identifier__NUKAT,wikipedia__enwikisource,identifier__SFDb,name__sd,identifier__SCOPE,wikipedia__tcy,name__tcy,identifier__BNE,identifier__guardian_topic,wikipedia__itwikiquote,occupation,wikipedia__gom,name__gom,identifier__flickr,identifier__nyt_topic,identifier__quora,identifier__ne_se,identifier__BBC_things,wikipedia__ie,name__ie,name__ast,name__ext,wikipedia__vep,wikipedia__dty,name__dty,name__vep,identifier__BIBSYS,identifier__NSK,identifier__goodreads,wikipedia__sd,instagram,wikipedia__is,identifier__SELIBR,name__anp,identifier__EGAXA,wikipedia__azb,name__azb,identifier__NLP,wikipedia__wuu,identifier__bigenc_ru,identifier__GNC,wikipedia__an,name__wuu,wikipedia__io,wikipedia__war,name__war,name__io,identifier__discogs,wikipedia__ast,name__ace,name__min,name__su,name__map_bms,name__bug,name__bjn,name__tet,name__gor,identifier__prsindia,wikipedia__sat,name__sat,identifier__CONOR
Q14647783,Harsh Vardhan,હર્ષવર્ધન,హర్షవర్ధన్,हर्षवर्धन,हर्षवर्धन,हर्षवर्धन,हर्षवर्धन,Harsh Vardhan,Harsh Vardhan,Harsh Vardhan,Harsh Vardhan,Harsh Vardhan (Delhi politician),हर्षवर्धन (राजनेता),male,1954-12-13,,,ஹர்ஷ் வர்தன்,हर्षवर्धन (राजकारणी),ஹர்ஷ் வர்தன்,"https://upload.wikimedia.org/wikipedia/commons/a/ad/Harsh_Vardhan_briefing_the_media_persons_on_the_showcasing_of_solar_technology-led_innovations_with_the_support_of_Department_of_Science_&_Technology,_in_New_Delhi.jpg",http://www.drharshvardhan.com/,,,,,ହର୍ଷବର୍ଦ୍ଧନ,,,,Харш Вардхан,Harsh Vardhan,Харш Вардхан,হর্ষ বর্ধন,,Category:Harsh Vardhan,,,ഹർഷവർധൻ,ഹർഷവർധൻ,,,,,,,,,,,,,,/m/0wyq6f6,,,,,,,,,,,,,,,,,,,,Harsh Vardhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drharshvardhanofficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14917548,A. T. Patil,અશોક તાપીરામ પાટિલ,అశోక్ తాపీరామ్ నానా పాటిల్,अशोक तापीराम पाटील,अशोक तापीराम पाटील,अशोक तापीराम पाटील,अशोक तापीराम पाटील,,A. T. Patil,A. T. Patil,A. T. Patil,A. T. Patil,अशोक तापीराम पाटिल,male,1961-09-09,A.,,ஏ. டி. நானா பாட்டீல்,अशोक तापीराम पाटील,ஏ. டி. நானா பாட்டீல்,,,,,,,,,,,,A. T. Patil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A. T. Patil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14922951,Prakash Babanna Hukkeri,પ્રકાશ હુક્કેરી,ప్రకాష్ బాబన్న హుక్కేరి,प्रकाश हुक्केरी,प्रकाश हुक्केरी,प्रकाश हुक्केरी,प्रकाश हुक्केरी,Prakash Babanna Hukkeri,Prakash Babanna Hukkeri,Prakash Babanna Hukkeri,Prakash Babanna Hukkeri,Prakash Babanna Hukkeri,प्रकाश हुक्केरी,male,1947-10-07,Prakash,,பிரகாஷ் பாபண்ண ஹுக்கேரி,,பிரகாஷ் பாபண்ண ஹுக்கேரி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ප්‍රකාශ් බබානා හුකරි,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ප්‍රකාශ් බාබණ්ණ හූක්කේරි,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prakashbabannahukkeri,,,
Q15113996,Meenakshi Lekhi,મીનાક્ષી લેખી,మీనాక్షి లేఖీ,मीनाक्षी लेखी,मीनाक्षी लेखी,मीनाक्षी लेखी,मीनाक्षी लेखी,Meenakshi Lekhi,Meenakshi Lekhi,Meenakshi Lekhi,Meenakshi Lekhi,Meenakshi Lekhi,मीनाक्षी लेखी,female,1967-04-30,,,மீனாட்சி லேகி,,மீனாட்சி லேகி,https://upload.wikimedia.org/wikipedia/commons/7/72/Meenakshi_Lekhi.jpg,,,,,,ମୀନାକ୍ଷୀ ଲେଖୀ,,,,,Meenakshi Lekhi,,,,Category:Meenakshi Lekhi,Meenakshi Lekhi,,,,,,,,,,,,,,,,,/m/0t53tdd,,,,,,,,,,,,,,,,,,,,Meenakshi Lekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,मीनाक्षी लेखी,,,,,,,,,,,,,,,,,,,,,,,,,,M_Lekhi,,,,,,,,,,,,,,,,,,,,,,,,मीनाक्षी लेखी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Meenakshi-Lekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meenakashilekhi,,,
Q15216956,Pravesh Verma,પ્રવેશ વર્મા,పర్వేష్ వర్మ,प्रवेश वर्मा,प्रवेश वर्मा,प्रवेश वर्मा,प्रवेश वर्मा,Pravesh Verma,Pravesh Verma,Pravesh Verma,Pravesh Verma,Parvesh Verma,,male,1977-11-07,,,பர்வேஷ் சாகிப் சிங்,,பர்வேஷ் சாகிப் சிங்,,,,,,,ପ୍ରବେଶ ବର୍ମା,,,,,Pravesh Verma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pravesh Verma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parveshsahibsinghverma,,,
Q15456220,S. S. Ahluwalia,એસ૰એસ૰ અહલૂવાલિયા,ఎస్ ఎస్ అహ్లువాలియా,एस॰एस॰ अहलूवालिया,एस॰एस॰ अहलूवालिया,एस॰एस॰ अहलूवालिया,एस॰एस॰ अहलूवालिया,Surendrajeet Singh Ahluwalia,S. S. Ahluwalia,S. S. Ahluwalia,S. S. Ahluwalia,S. S. Ahluwalia,एस॰एस॰ अहलूवालिया,male,1951-07-04,S.,,,,,"https://upload.wikimedia.org/wikipedia/commons/c/cc/SS_Ahluwalia,_BJP.jpg",,,,,,,,,,,,,,,Category:S. S. Ahluwalia,,,,,,55742366,ਸੁਰੇਨ੍ਦ੍ਰਜੀਤ ਸਿੰਘ ਅਹਲੂਵਾਲਿਆ,,,,,,,,,,,,,,,,,,,Ahluwalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surendrajeet Singh Ahluwalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n89146027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15719409,Pratap Simha,પ્રતાપ સિમ્હા,ప్రతాప్ సింహా,प्रताप सिम्हा,प्रताप सिम्हा,प्रताप सिम्हा,प्रताप सिम्हा,Pratap Simha,Pratap Simha,Pratap Simha,Pratap Simha,Pratap Simha,प्रताप सिम्हा,male,1979-06-21,,,,,,,,,,,,,Pratap Simha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ಪ್ರತಾಪ್ ಸಿಂಹ,ಪ್ರತಾಪ್ ಸಿಂಹ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15730347,Rama Devi,રમા દેવી,రమా దేవి,रमा देवी,रमा देवी,रमा देवी,रमा देवी,,Rama Devi,Rama Devi,Rama Devi,Rama Devi (Bihar politician),रमा देवी (बिहार राजनेता),female,1965-07-07,,,ரமா தேவி,,ரமா தேவி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q158136,Kirron Kher,કિરણ ખેર,కిరణ్ ఖేర్,किरण खेर,किरण खेर,किरण खेर,किरण खेर,Kirron Kher,Kirron Kher,Kiron Kher,Kirron Kher,Kirron Kher,किरण खेर,female,1955-06-14,,,,किरण खेर,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Kirron_Kher_Saas_Bahu_aur_Sensex_launch.jpg,,Kirron Kher,Kirron Kher,Kirron Kher,Kirron Kher,କିରଣ ଖେର,Kirron Kher,Kirron Kher,Kirron Kher,Кирон Кхер,Kirron Kher,"Кхер, Кирон",কিরণ খের,,Category:Kirron Kher,Kirron Kher,,കിരൺ ഖേർ,കിരൺ ഖേർ,,95123295,ਕਿਰਨ ਖੇਰ,ਕਿਰਨ ਖੇਰ,,,کرن کھیر,,Kiron Kher,,,کرن کھیر,,/m/0g4m38,,Kirron Kher,ಕಿರಣ್ ಖೇರ್,ಕಿರಣ್ ಖೇರ್,किरण खेर,Kirron Kher,,,0000 0001 1689 9899,162578515,,,,,,,,Kirron Kher,,Kirron Kher,,,كيرون خير,,,,Kirron Kher,,,,,,,키론 커,キロン・ケール,,,,,,کیرون کهیر,,,,,,,किरण खेर,,,,,,,,,Kirron Kher,,,,,کیرون کهیر,Kirron Kher,,,,Kirron Kher,,,,키론 케르,,किरण खेर,,,,,,,,,,,,,,,,,1146899629,no2005116128,,,,298928833,,,,,,,,,,,,,کرن کھیر,,,,,,,,,,,,,,,Կիրոն Կհեր,,,,,,,किरण खेर,,,,,,,,,,,,,,,کرن کھیر,,,,,,,,,,,,133401,p230539,,,,,,,,,,,,,,,,,,,,,,किरण खेर,,,,,,,,,,,,,,,,,,,1216421,186799,,,,34090,,,,,,,319084,,,,,,,,politician,,,,,Kirron-Kher,,,,,,,,,,,,,,,,,,,,کیرون کهیر,کیرون کهیر,,,,,,,,,,,,,,,,,,,,,,,,
Q15940945,Mala Rajya Laxmi Shah,માલા રાજ્યલક્ષ્મી શાહ,మాలా రాజ్యలక్ష్మీ శాహ్,माला राज्यलक्ष्मी शाह,माला राज्यलक्ष्मी शाह,माला राज्यलक्ष्मी शाह,माला राज्यलक्ष्मी शाह,Mala Rajya Laxmi Shah,Mala Rajya Laxmi Shah,Mala Rajya Laxmi Shah,Mala Rajya Laxmi Shah,Mala Rajya Laxmi Shah,माला राज्यलक्ष्मी शाह,female,1950-08-23,Mala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malarajyalaxmishah,,,
Q15991037,Santosh Ahlawat,સંતોષ અહલાવત,సంతోష్ అహలావాత్,संतोंश अहलावत,संतोंश अहलावत,संतोंश अहलावत,संतोंश अहलावत,Santosh Ahlawat,Santosh Ahlawat,Santosh Ahlawat,Santosh Ahlawat,Santosh Ahlawat,संतोष अहलावत,female,1965,Santosh,,சந்தோஷ் அலாவத்,,சந்தோஷ் அலாவத்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahlawat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santoshahlawat,,,
Q1609586,Moon Moon Sen,મુનમુન સેન,మూన్ మూన్ సేన్,मुनमुन सेन,मुनमुन सेन,मुनमुन सेन,मुनमुन सेन,Moon Moon Sen,Moon Moon Sen,Moon Moon Sen,Moon Moon Sen,Moon Moon Sen,मुनमुन सेन,female,1948-03-28,,,மூன் மூன் சென்,,மூன் மூன் சென்,https://upload.wikimedia.org/wikipedia/commons/b/b2/Moon_moon_sen.jpg,,Moon Moon Sen,Moon Moon Sen,Moon Moon Sen,Moon Moon Sen,ମୁନ ମୁନ ସେନ,Moon Moon Sen,Moon Moon Sen,,Мун Мун Сен,Moon Moon Sen,,মুনমুন সেন,মুনমুন সেন,Category:Moon Moon Sen,Moon Moon Sen,,മൂൺ മൂൺ സെൻ,മൂൺ മൂൺ സെൻ,మూన్ మూన్ సేన్,,,,,,مون مون سین,,,,,مون مون سین,,/m/08t7tw,,,ಮೂನ್ ಮೂನ್ ಸೆನ್,,,,,,,,,,,,,,Moon Moon Sen,Moon Moon Sen,,Moon Moon Sen,,,مون مون سين,,,,,,,,,,,,,,,,,,مون مون سان,,,,,,,,مون مون سين,,,,,,,,,,,,,مون مون سان,,,,,Moon Moon Sen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,मुनमुन सेन,,,,,,,,,,,,,,,,,,,,,,,,,,,,p152357,,,,,,,,,,,,,,,,,,,,,,मुनमुन सेन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,Moon Moon Sen,,,,,,,,,,,,,,,مون مون سان,مون مون سان,,,,,,,,,,,,Moon Moon Sen,Moon Moon Sen,Moon Moon Sen,Moon Moon Sen,Moon Moon Sen,Moon Moon Sen,Moon Moon Sen,Moon Moon Sen,Moon Moon Sen,sreematidevvarmamoonmoonsen,,,
Q16104982,Hukum Singh,હુકુમ સિંહ,హుకుమ్ సింగ్,हुकुम सिंह,हुकुम सिंह,हुकुम सिंह,हुकुम सिंह,Hukum Singh,Hukum Singh,Hukum Singh,Hukum Singh,Hukum Singh,हुकुम सिंह,male,1938-04-05,,,ஹுக்கும் சிங்,,ஹுக்கும் சிங்,https://upload.wikimedia.org/wikipedia/commons/9/9e/Hukum_Singh.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-03,Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hukum Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hukumsingh,,,
Q16105255,Hukmdev Narayan Yadav,હુકુમદેવ નારાયણ યાદવ,హుక్మదేవ్ నారాయణ యాదవ్,हुकुमदेव नारायण यादव,हुकुमदेव नारायण यादव,हुकुमदेव नारायण यादव,हुकुमदेव नारायण यादव,,Hukmdev Narayan Yadav,Hukmdev Narayan Yadav,Hukmdev Narayan Yadav,Hukmdev Narayan Yadav,हुकुमदेव नारायण यादव,male,1939-11-17,,,ஹுகும்தேவ் நாராயண யாதவ்,,,,,,,,,,,,,,,,হুকুমদেব নারায়ণ যাদব,,,,,,,,,ਹੁਕਮਦੇਵ ਨਰਾਇਣ ਯਾਦਵ,ਹੁਕਮਦੇਵ ਨਰਾਇਣ ਯਾਦਵ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16105883,Ram Tahal Choudhary,રામ ટહલ ચૌધરી,రామ్‍ టహల్ చౌధరీ,राम टहल चौधरी,राम टहल चौधरी,राम टहल चौधरी,राम टहल चौधरी,Ram Tahal Choudhary,Ram Tahal Choudhary,Ram Tahal Choudhary,Ram Tahal Choudhary,Ram Tahal Choudhary,राम टहल चौधरी,male,1959-11-05,Ram,,ராம் தகல் சவுத்ரி,,ராம் தகல் சவுத்ரி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ramtahalchoudhary,,,
Q16106869,George Baker,,,,,,,George Baker,George Baker,George Baker,George Baker,George Baker (Indian actor),,male,1945-10-28,George,,,,,,,,,,,,,George Baker,,Джордж Бэйкер,George Baker,,,,,George Baker (actor bengalí),,ജോർജ് ബേക്കർ,ജോർജ് ബേക്കർ,,,,,,,,,,,,,,,,,,,,,,Baker,,,,,,,,,George Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Baker,George Baker,George Baker,George Baker,George Baker,George Baker,George Baker,George Baker,,,,
Q16145766,Kirit Premjibhai Solanki,કિરીટ પ્રેમજીભાઈ સોલંકી,కిరీట్ ప్రేంజీభాయీ సోలంకీ,किरीट प्रेमजीभाई सोलंकी,किरीट प्रेमजीभाई सोलंकी,किरीट प्रेमजीभाई सोलंकी,किरीट प्रेमजीभाई सोलंकी,Kirit Premjibhai Solanki,Kirit Premjibhai Solanki,Kirit Premjibhai Solanki,Kirit Premjibhai Solanki,Kirit Premjibhai Solanki,किरीट प्रेमजीभाई सोलंकी,male,1950-06-17,,,,किरीटभाई प्रेमजीभाई सोलंकी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kiritpremjibhaisolanki,,,
Q16146117,Bahadur Singh Koli,બહાદુર સિંહ કોલી,బహాదుర్ సింగ్ కోలీ,बहादुर सिंह कोली,बहादुर सिंह कोली,बहादुर सिंह कोली,बहादुर सिंह कोली,Bahadur Singh Koli,Bahadur Singh Koli,Bahadur Singh Koli,Bahadur Singh Koli,Bahadur Singh Koli,बहादुर सिंह कोली,male,1961-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bahadursinghkoli,,,
