id,identifier__parldata,name,family_name,birth_date,honorific_prefix,email,image,source,term,party,party_id,start_date,end_date,sort_name
v331,550303cc273a39033bab3581,Varga Mihály,"","","",mihaly.varga@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cc273a39033bab3581/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v331,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
v021,550303cd273a39033bab3587,Varga József,"","","",Jozsef.Varga@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cd273a39033bab3587/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v021,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
n004,550303cd273a39033bab3589,V. Németh Zsolt,"","","",zsolt.vnemeth@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cd273a39033bab3589/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n004,37,MDF,MDF,2002-05-15,2004-11-08,
n004,550303cd273a39033bab3589,V. Németh Zsolt,"","","",zsolt.vnemeth@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cd273a39033bab3589/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n004,37,MDF,MDF,2004-04-26,2004-11-08,
t021,550303ce273a39033bab358d,Tasó László,"","","",laszlo.taso@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303ce273a39033bab358d/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t021,37,Fidesz,Fidesz,2004-08-27,2006-05-15,
t017,550303cf273a39033bab3595,Dr. Tiba István,"","","",istvan.tiba@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3595/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t017,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,37,Fidesz,Fidesz,2005-05-18,2005-05-18,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,37,Fidesz,Fidesz,2005-04-04,2005-04-05,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,37,Fidesz,Fidesz,2004-11-22,2004-11-23,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,37,Fidesz,Fidesz,2004-04-06,2004-04-06,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,37,Fidesz,Fidesz,2004-03-30,2004-03-30,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,37,Fidesz,Fidesz,2003-12-08,2003-12-08,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,37,Fidesz,Fidesz,2003-11-24,2003-11-24,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,37,Fidesz,Fidesz,2003-05-27,2003-05-27,
s054,550303cf273a39033bab359b,Szijjártó Péter,"","","",peter.szijjarto@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab359b/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s054,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
s054,550303cf273a39033bab359b,Szijjártó Péter,"","","",peter.szijjarto@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab359b/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s054,37,Fidesz,Fidesz,2005-04-11,2005-04-12,
s054,550303cf273a39033bab359b,Szijjártó Péter,"","","",peter.szijjarto@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab359b/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s054,37,Fidesz,Fidesz,2004-04-05,2004-04-05,
r005,550303d0273a39033bab35a3,Révész Máriusz,"","","",mariusz.revesz@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d0273a39033bab35a3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=r005,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
p009,550303d1273a39033bab35a7,Potápi Árpád János,"","","",arpad.potapi@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d1273a39033bab35a7/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p009,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
n018,550303d1273a39033bab35ab,Nyitrai Zsolt,"","","",zsolt.nyitrai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d1273a39033bab35ab/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n018,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
s012,550303d2273a39033bab35b3,Dr. Simon Miklós,"","","",miklos.simon@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d2273a39033bab35b3/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s012,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
p012,550303d3273a39033bab35b7,Dr. Pósán László,"","","",laszlo.posan@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d3273a39033bab35b7/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p012,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
p006,550303d3273a39033bab35b9,Pogácsás Tibor,"","","",tibor.pogacsas@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d3273a39033bab35b9/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p006,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
o320,550303d3273a39033bab35bb,Orbán Viktor,"","","",viktor.orban@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d3273a39033bab35bb/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=o320,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
o320,550303d3273a39033bab35bb,Orbán Viktor,"","","",viktor.orban@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d3273a39033bab35bb/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=o320,37,Fidesz,Fidesz,2005-11-07,2006-05-15,
l016,550303d4273a39033bab35bf,Lázár János,"","","",janos.lazar@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35bf/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l016,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
k029,550303d4273a39033bab35c5,Kontrát Károly,"","","",karoly.kontrat@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35c5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k029,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
k029,550303d4273a39033bab35c5,Kontrát Károly,"","","",karoly.kontrat@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35c5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k029,37,Fidesz,Fidesz,2003-06-17,2003-06-17,
k012,550303d5273a39033bab35c7,Dr. Kerényi János,"","","",janos.kerenyi@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d5273a39033bab35c7/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k012,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
h021,550303d5273a39033bab35c9,Hende Csaba,"","","",csaba.hende@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d5273a39033bab35c9/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h021,37,MDF,MDF,2002-05-15,2004-06-22,
h021,550303d5273a39033bab35c9,Hende Csaba,"","","",csaba.hende@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d5273a39033bab35c9/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h021,37,Fidesz,Fidesz,2004-12-24,2006-05-15,
h021,550303d5273a39033bab35c9,Hende Csaba,"","","",csaba.hende@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d5273a39033bab35c9/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h021,37,MDF,MDF,2004-04-26,2004-06-22,
m014,550303d5273a39033bab35cb,Manninger Jenő,"","","",Jeno.Manninger@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d5273a39033bab35cb/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m014,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
m014,550303d5273a39033bab35cb,Manninger Jenő,"","","",Jeno.Manninger@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d5273a39033bab35cb/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m014,37,Fidesz,Fidesz,2002-12-18,2002-12-18,
h004,550303d6273a39033bab35cf,Halász János,"","","",janos.halasz@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35cf/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h004,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
h004,550303d6273a39033bab35cf,Halász János,"","","",janos.halasz@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35cf/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h004,37,Fidesz,Fidesz,2002-12-05,2006-05-15,
h366,550303d7273a39033bab35d9,Horváth László,"","","",laszlo.horvath@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d7273a39033bab35d9/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h366,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
h003,550303d7273a39033bab35db,Hadházy Sándor,"","","",sandor.hadhazy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d7273a39033bab35db/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h003,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
f001,550303d8273a39033bab35e3,Farkas Sándor,"","","",sandor.farkas@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f001,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
f006,550303d8273a39033bab35e5,Dr. Fónagy János,"","","",janos.fonagy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f006,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
f006,550303d8273a39033bab35e5,Dr. Fónagy János,"","","",janos.fonagy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f006,37,Fidesz,Fidesz,2005-06-14,2005-06-14,
f006,550303d8273a39033bab35e5,Dr. Fónagy János,"","","",janos.fonagy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f006,37,Fidesz,Fidesz,2005-06-07,2005-06-07,
f006,550303d8273a39033bab35e5,Dr. Fónagy János,"","","",janos.fonagy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f006,37,Fidesz,Fidesz,2004-04-26,2004-04-26,
f006,550303d8273a39033bab35e5,Dr. Fónagy János,"","","",janos.fonagy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f006,37,Fidesz,Fidesz,2004-02-17,2004-02-17,
f006,550303d8273a39033bab35e5,Dr. Fónagy János,"","","",janos.fonagy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f006,37,Fidesz,Fidesz,2003-10-27,2003-10-27,
f006,550303d8273a39033bab35e5,Dr. Fónagy János,"","","",janos.fonagy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f006,37,Fidesz,Fidesz,2003-10-13,2003-10-13,
c003,550303db273a39033bab35ff,Czerván György,"","","",gyorgy.czervan@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303db273a39033bab35ff/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=c003,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
c014,550303db273a39033bab3601,Cseresnyés Péter,"","","",peter.cseresnyes@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303db273a39033bab3601/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=c014,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
b013,550303dc273a39033bab3609,Becsó Zsolt,"","","",zsolt.becso@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303dc273a39033bab3609/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b013,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
t004,550303dc273a39033bab360b,Dr. Turi-Kovács Béla,"","","",bela.turi.kovacs@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303dc273a39033bab360b/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t004,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
u002,550303dd273a39033bab3611,Dr. Répássy Róbert,"","","",robert.repassy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303dd273a39033bab3611/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=u002,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
n322,550303de273a39033bab3617,Németh Zsolt,"","","",zsolt.nemeth@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303de273a39033bab3617/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n322,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
p003,550303de273a39033bab361b,Pánczél Károly,"","","",karoly.panczel@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303de273a39033bab361b/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p003,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
s038,550303de273a39033bab361d,Dr. Szűcs Lajos,"","","",lajos.szucs@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303de273a39033bab361d/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s038,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
s322,550303de273a39033bab361f,Dr. Selmeczi Gabriella,"","","",gabriella.selmeczi@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303de273a39033bab361f/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s322,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
p022,550303df273a39033bab3623,Dr. Papcsák Ferenc,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303df273a39033bab3623/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p022,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
n020,550303df273a39033bab3625,Németh Szilárd István,"","","",szilard.nemeth@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303df273a39033bab3625/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n020,37,Fidesz,Fidesz,2004-08-27,2006-05-15,
m006,550303df273a39033bab3627,Dr. Mátrai Márta,"","","",marta.matrai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303df273a39033bab3627/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m006,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
k018,550303e0273a39033bab362b,Dr. Kovács Zoltán,"","","",zoltan.kovacs@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e0273a39033bab362b/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k018,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
k018,550303e0273a39033bab362b,Dr. Kovács Zoltán,"","","",zoltan.kovacs@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e0273a39033bab362b/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k018,37,Fidesz,Fidesz,2003-06-22,2006-05-15,
k018,550303e0273a39033bab362b,Dr. Kovács Zoltán,"","","",zoltan.kovacs@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e0273a39033bab362b/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k018,37,Fidesz,Fidesz,2003-04-01,2003-04-01,
h275,550303e1273a39033bab3631,Dr. Hörcsik Richárd,"","","",richard.horcsik@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e1273a39033bab3631/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h275,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
h275,550303e1273a39033bab3631,Dr. Hörcsik Richárd,"","","",richard.horcsik@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e1273a39033bab3631/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h275,37,Fidesz,Fidesz,2004-09-06,2006-05-15,
f010,550303e1273a39033bab3635,Font Sándor,"","","",sandor.font@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e1273a39033bab3635/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f010,37,MDF,MDF,2002-05-15,2004-09-06,
f010,550303e1273a39033bab3635,Font Sándor,"","","",sandor.font@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e1273a39033bab3635/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f010,37,Fidesz,Fidesz,2005-05-15,2006-05-15,
k325,550303e1273a39033bab3637,Kósa Lajos,"","","",lajos.kosa@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e1273a39033bab3637/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k325,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
k308,550303e2273a39033bab363b,Kövér László,"","","",kover.laszlo@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e2273a39033bab363b/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k308,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
k308,550303e2273a39033bab363b,Kövér László,"","","",kover.laszlo@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e2273a39033bab363b/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k308,37,Fidesz,Fidesz,2002-07-08,2006-05-15,
f015,550303e2273a39033bab363d,Farkas Flórián,"","","",florian.farkas@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e2273a39033bab363d/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f015,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
l269,550303e2273a39033bab363f,Lezsák Sándor,"","","",sandor.lezsak@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e2273a39033bab363f/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l269,37,MDF,MDF,2002-05-15,2004-11-07,
l269,550303e2273a39033bab363f,Lezsák Sándor,"","","",sandor.lezsak@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e2273a39033bab363f/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l269,37,MDF,MDF,2002-06-11,2004-11-07,
b009,550303e2273a39033bab3641,Bánki Erik,"","","",erik.banki@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e2273a39033bab3641/image.76.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b009,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
b008,550303e3273a39033bab3643,Balla Mihály,"","","",mihaly.balla@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e3273a39033bab3643/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b008,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
b008,550303e3273a39033bab3643,Balla Mihály,"","","",mihaly.balla@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e3273a39033bab3643/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b008,37,Fidesz,Fidesz,2004-05-03,2004-05-03,
b007,550303e4273a39033bab364b,Balla György,"","","",gyorgy.balla@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e4273a39033bab364b/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b007,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
r008,550303e5273a39033bab3657,Rogán Antal,"","","",antal.rogan@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e5273a39033bab3657/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=r008,37,Fidesz,Fidesz,2002-05-15,2006-05-15,
m026,550303e5273a39033bab3659,Mesterházy Attila,"","","",attila.mesterhazy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e5273a39033bab3659/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m026,37,MSZP,MSZP,2004-08-27,2006-05-15,
t012,550303e5273a39033bab365b,Teleki László,"","","",teleki.laszlo@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e5273a39033bab365b/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t012,37,MSZP,MSZP,2002-05-15,2006-05-15,
h026,550303e7273a39033bab3663,Dr. Hiller István,"","","",istvan.hiller@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e7273a39033bab3663/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h026,37,MSZP,MSZP,2002-05-15,2006-05-15,
h026,550303e7273a39033bab3663,Dr. Hiller István,"","","",istvan.hiller@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e7273a39033bab3663/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h026,37,MSZP,MSZP,2005-02-14,2006-05-15,
h026,550303e7273a39033bab3663,Dr. Hiller István,"","","",istvan.hiller@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e7273a39033bab3663/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h026,37,MSZP,MSZP,2004-12-06,2004-12-07,
j005,550303e7273a39033bab3665,Dr. Józsa István,"","","",istvan.jozsa@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e7273a39033bab3665/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=j005,37,MSZP,MSZP,2002-05-15,2006-05-15,
k254,550303e9273a39033bab3669,Korózs Lajos,"","","",korozs.lajos@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e9273a39033bab3669/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k254,37,MSZP,MSZP,2002-05-15,2006-05-15,
k254,550303e9273a39033bab3669,Korózs Lajos,"","","",korozs.lajos@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e9273a39033bab3669/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k254,37,MSZP,MSZP,2004-09-27,2004-09-29,
k254,550303e9273a39033bab3669,Korózs Lajos,"","","",korozs.lajos@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303e9273a39033bab3669/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k254,37,MSZP,MSZP,2004-05-03,2004-05-04,
