id,name__hu,name__da,name__fo,name__is,name__sv,name__nb,name__en,name__fr,name__de,name__nds,name__nl,name,wikipedia__commons,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fo,wikipedia__fr,wikipedia__hu,wikipedia__is,wikipedia__no,wikipedia__sv,image,gender,birth_date,original_wikiname,given_name,name__pl,name__es,name__zh_hant,name__zh_cn,wikipedia__es,wikipedia__pl,identifier__freebase,website,name__no,death_date,name__ja,wikipedia__ja,identifier__VIAF,name__nn,wikipedia__nn,identifier__GND,identifier__LCAuth,name__it,name__zh,name__eo,name__ru,name__fi,name__id,name__cs,name__el,name__gv,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__fi,wikipedia__gv,wikipedia__id,wikipedia__it,wikipedia__nl,wikipedia__ru,wikipedia__zh,name__tr,name__os,name__sh,name__az,name__ca,name__lt,name__mg,wikipedia__az,wikipedia__ca,wikipedia__lt,wikipedia__mg,wikipedia__os,wikipedia__sh,wikipedia__tr,identifier__ISNI,identifier__BNF,name__cy,identifier__SUDOC,name__gl,wikipedia__ia,name__ia,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__et,wikipedia__nowikiquote,wikipedia__ar,name__ar,identifier__google_knowledge,occupation,facebook,name__he,family_name,wikipedia__gl,name__ko,wikipedia__ko,name__sl,wikipedia__pt,identifier__NTA,name__aa,name__ak,name__aln,name__ang,name__arn,name__ay,name__bcl,name__bi,name__bjn,name__brh,name__bs,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dsb,name__dtp,name__ee,name__eml,name__ext,name__ff,name__fit,name__fj,name__frr,name__fy,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__hsb,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__iu,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kl,name__kr,name__krj,name__ksh,name__ku,name__la,name__lad,name__lg,name__lmo,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mt,name__mus,name__mwl,name__na,name__nah,name__ng,name__nov,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__qu,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sdc,name__se,name__sei,name__sg,name__sgs,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__sq,name__srn,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tl,name__tn,name__to,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__uz,name__ve,name__vep,name__vot,name__war,name__xh,name__yo,name__za,name__zea,name__ace,name__cu,name__hif,name__ku_latn,name__kw,name__lo,name__mh,name__mo,name__my,name__ss,name__su,name__tt,name__tw,identifier__GTAA,wikipedia__ast,wikipedia__hy,name__hy,twitter,linkedin,identifier__NKC
Q17105913,,Rodmundur Nielsen,Rodmundur Nielsen,,,Rodmundur Nielsen,Rodmundur Nielsen,,,,Rodmundur Nielsen,Rodmundur Nielsen,Category:Rodmundur Nielsen,Rodmundur Nielsen,,,Rodmundur Nielsen,,,,Rodmundur Nielsen,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Rodmundur_Nielsen_2012.JPG,male,1966-08-22,Rodmundur Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Nielsen,,,,Rodmundur Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17106292,,,,,,Ingi Olsen,,,,,,Ingi Olsen,,,,,,,,,Ingi Olsen,,,male,1969-01-05,Ingi Olsen,,,,,,,,,,,,,,,,,,,Ingi Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17106528,,,,,,Niklái Petersen,,,,,,Niklái Petersen,,,,,,,,,Niklái Petersen,,,male,1957-09-12,Niklái Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17106531,,Pauli Trond Petersen,Pauli Trond Petersen,,,Pauli T. Petersen,Pauli Trond Petersen,,,,Pauli Trond Petersen,Pauli Trond Petersen,,Pauli Trond Petersen,,,Pauli Trond Petersen,,,,Pauli T. Petersen,,,male,1974-02-04,Pauli T. Petersen,Pauli,Pauli Trond Petersen,,,,,Pauli Trond Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Pauli Trond Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17106701,,Joen Magnus Rasmussen,Joen Magnus Rasmussen,,,Joen Magnus Rasmussen,Joen Magnus Rasmussen,,,,,Joen Magnus Rasmussen,Category:Joen Magnus Rasmussen,Joen Magnus Rasmussen,,,Joen Magnus Rasmussen,,,,Joen Magnus Rasmussen,,https://upload.wikimedia.org/wikipedia/commons/9/91/Joen_Magnus_Rasmussen_2012.JPG,male,1966-02-27,Joen Magnus Rasmussen,Joen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17106707,,Magnus Rasmussen,Magnus Rasmussen,,Magnus Rasmussen,Magnus Rasmussen,Magnus Rasmussen,Magnus Rasmussen,,,,Magnus Rasmussen,,Magnus Rasmussen,,,Magnus Rasmussen,,,,Magnus Rasmussen,Magnus Rasmussen,,male,1962,Magnus Rasmussen,Magnus,Magnus Rasmussen,,,,,Magnus Rasmussen,,,,,,,,,,,,Magnus Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20667495,,Hanna Jensen,Hanna Jensen,,Hanna Jensen,Hanna Jensen,Hanna Jensen,Hanna Jensen,Hanna Jensen,,Hanna Jensen,Hanna Jensen,Category:Hanna Jensen,Hanna Jensen,,Hanna Jensen,Hanna Jensen,,,,Hanna Jensen,,https://upload.wikimedia.org/wikipedia/commons/4/4d/Hanna_Jensen_2015.JPG,female,1973-02-19,Hanna Jensen,Hanna,Hanna Jensen,,,,,Hanna Jensen,,,,,,,,Hanna Jensen,,,,,,,,Hanna Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Jensen,,한나 옌센,한나 옌센,Hanna Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20900365,,Katrin Kallsberg,Katrin Kallsberg,,,,Katrin Kallsberg,,Katrin Kallsberg,,Katrin Kallsberg,Katrin Kallsberg,Category:Katrin Kallsberg,Katrin Kallsberg,Katrin Kallsberg,Katrin Kallsberg,Katrin Kallsberg,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f7/Løgtingsval_2015_Vágur-7-k.kallsberg-cropped.jpg,female,1967-07-30,Katrin Kallsberg,Katrin,Katrin Kallsberg,,,,,Katrin Kallsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gynaecologist,,,Kallsberg,,,,Katrin Kallsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20900614,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Category:Bjarni Hammer,Bjarni Hammer,,,Bjarni Hammer,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Bjarni_Hammer_2011.jpg,male,1975-03-08,Bjarni Hammer,Bjarni,Bjarni Hammer,Bjarni Hammer,,,,Bjarni Hammer,,,,,,,,Bjarni Hammer,,,,Bjarni Hammer,,Bjarni Hammer,,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,,,,,,,,,,,,,Bjarni Hammer,,,,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,,,,,,,,,,Bjarni Hammer,,Bjarni Hammer,,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,Bjarni Hammer,,,,,,rower,,,Hammer,,,,Bjarni Hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bjarni Hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20900706,,Sonja Jógvansdóttir,Sonja Jógvansdóttir,,,Sonja Jógvansdóttir,Sonja Jógvansdóttir,Sonja Jógvansdóttir,Sonja Jógvansdóttir,,Sonja Jógvansdóttir,Sonja Jógvansdóttir,,Sonja Jógvansdóttir,Sonja Jógvansdóttir,Sonja Jógvansdóttir,Sonja Jógvansdóttir,,,,Sonja Jógvansdóttir,,,female,1977-11-09,Sonja Jógvansdóttir,Sonja,Sonja Jógvansdóttir,,,,,Sonja Jógvansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonja Jógvansdóttir,,,,,,,,,,,,,,,,,,,,,سونيا يوغفانسدوتير,سونيا يوغفانسدوتير,,journalist,,,,,,,Sonja Jógvansdóttir,Sonja Jógvansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20927036,,Jørgen Thomsen,,,,Jørgen Thomsen,Jørgen Thomsen,Jørgen Thomsen,,,,Jørgen Thomsen,,Jørgen Thomsen (politiker),,,,,,,Jørgen Thomsen,,,male,1927-02-26,Jørgen Thomsen,Jørgen,,,,,,,,,,1995-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Thomsen,,,,Jørgen Thomsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21208240,,Jónleif Johannesen,Jónleif Johannesen,,,Jónleif Johannesen,Jónleif Johannesen,,,,Jónleif Johannesen,Jónleif Johannesen,,Jónleif Johannesen,,,Jónleif Johannesen,,,,Jónleif Johannesen,,,male,1978-07-28,Jónleif Johannesen,,Jónleif Johannesen,,,,,Jónleif Johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Jónleif Johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q254129,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Category:Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,https://upload.wikimedia.org/wikipedia/commons/c/c1/Jenis_av_Rana.jpg,male,1953-01-07,Jenis av Rana,,,,,,,,,,,,,,,,,,,,嚴尼斯·阿·瓦納,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenis av Rana,,,/g/121xkhkh,politician,,,,,,,Jenis av Rana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q255908,Hans Pauli Strøm,Hans Pauli Strøm,Hans Pauli Strøm,,Hans Pauli Strøm,Hans Pauli Strøm,Hans Pauli Strøm,,Hans Pauli Strøm,,Hans Pauli Strøm,Hans Pauli Strøm,Category:Hans Pauli Strøm,Hans Pauli Strøm,Hans Pauli Strøm,,Hans Pauli Strøm,,Hans Pauli Strøm,,Hans Pauli Strøm,Hans Pauli Strøm,https://upload.wikimedia.org/wikipedia/commons/c/c3/Hans_Pauli_Strøm_fyrilestur.JPG,male,1947-12-28,Hans Pauli Strøm,Hans,,,,,,,,,,,,,,,,,,,米漢斯·泡利·斯特羅姆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sociologist,,,,,,,Hans Pauli Strøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q272902,Marita Petersen,Marita Petersen,Marita Petersen,,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,,Marita Petersen,,Marita Petersen,Marita Petersen,,female,1940-10-21,Marita Petersen,Marita,Marita Petersen,Marita Petersen,馬麗塔·彼得森,马丽塔·彼得森,Marita Petersen,Marita Petersen,/m/09070_,,,2001-08-26,,,168341614,Marita Petersen,,,n2011010363,Marita Petersen,,Marita Petersen,"Петерсен, Марита",Marita Petersen,Marita Petersen,Marita Petersen,,,Marita Petersen,,,,,,,,"Петерсен, Марита",,Marita Petersen,,,,Marita Petersen,Marita Petersen,Marita Petersen,,,,,,,,,,Marita Petersen,,Marita Petersen,,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,,,,,,teacher,,,Petersen,,,,Marita Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marita Petersen,Մարիտա Պետերսեն,Մարիտա Պետերսեն,,,
Q273984,Helena Dam á Neystabø,Helena Dam á Neystabø,Helena Dam á Neystabø,,,Helena Dam á Neystabø,Helena Dam á Neystabø,,Helena Dam á Neystabø,,Helena Dam á Neystabø,Helena Dam á Neystabø,Category:Helena Dam á Neystabø,Helena Dam á Neystabø,Helena Dam á Neystabø,,Helena Dam á Neystabø,,Helena Dam á Neystabø,,Helena Dam á Neystabø,,https://upload.wikimedia.org/wikipedia/commons/8/8d/Helena_Dam_a_Neystabo.jpg,female,1955-12-10,Helena Dam á Neystabø,Helena,Helena Dam á Neystabø,,,,,Helena Dam á Neystabø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Helena Dam á Neystabø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q293032,Óli Breckmann,Óli Breckmann,Óli Breckmann,,,Óli Breckmann,Óli Breckmann,,Óli Breckmann,,Óli Breckmann,Óli Breckmann,Category:Óli Breckmann,Óli Breckmann,Óli Breckmann,,Óli Breckmann,,Óli Breckmann,,Óli Breckmann,,https://upload.wikimedia.org/wikipedia/commons/e/e7/Breckmann.jpg,male,1948-03-30,Óli Breckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Óli Breckmann,,,,politician,,,,,,,Óli Breckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q331736,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,,,Tórbjørn Jacobsen,Tórbjørn Jacobsen,,Tórbjørn Jacobsen,,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Category:Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,,Tórbjørn Jacobsen,,Tórbjørn Jacobsen,,Tórbjørn Jacobsen,,https://upload.wikimedia.org/wikipedia/commons/4/41/Torbjorn_Jacobsen_01_cut.jpg,male,1955-10-07,Tórbjørn Jacobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sailor,,,,,,,Tórbjørn Jacobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q331777,,Heðin Mortensen,Heðin Mortensen,,,Heðin Mortensen,Heðin Mortensen,,Heðin Mortensen,,Heðin Mortensen,Heðin Mortensen,Category:Heðin Mortensen,Heðin Mortensen,Heðin Mortensen,Heðin Mortensen,Heðin Mortensen,,,,Heðin Mortensen,,https://upload.wikimedia.org/wikipedia/commons/b/be/Hedin_Mortensen_Mayor_of_Torshavn.JPG,male,1946-04-07,Heðin Mortensen,Heðin,Heðin Mortensen,,,,,Heðin Mortensen,,http://www.hedinmortensen.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Heðin Mortensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q331786,Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Holm Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,,Kaj Leo Johannesen,Kaj Leo Johannesen,Category:Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Holm Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Holm Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,https://upload.wikimedia.org/wikipedia/commons/d/dd/KajLeoJohannesen_crop.jpg,male,1964-08-28,Kaj Leo Johannesen,Kaj,Kaj Leo Johannesen,Kaj Leo Johannesen,,,Kaj Leo Johannesen,Kaj Leo Johannesen,/m/04mzlgd,,,,カイ・レオ・ヨハンセン,カイ・レオ・ヨハンセン,,Kaj Leo Johannesen,Kaj Leo Johannesen,,,Kaj Johannesen,卡伊·莱奥·约翰内森,,Кай Лео Йоханнесен,Kaj Leo Johannesen,,,Κάι Λέο Γιοχάνεσεν,,,Κάι Λέο Γιοχάνεσεν,,Kaj Leo Johannesen,,,Kaj Leo Johannesen,Kaj Leo Johannesen,"Йоханнесен, Кай Лео",卡伊·莱奥·约翰内森,Kaj Leo Johannesen,Кай Лео Йоханнесен,Kaj Leo Johannesen,Kay Leo Yohannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Kay Leo Yohannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Кай Лео Йоханнесен,Kaj Leo Johannesen,Kaj Leo Johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كاج ليو جوهانسن,كاج ليو جوهانسن,,association football player,,,Johannesen,,,,Kaj Leo Johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
