id,name__ta,name__en,name,wikipedia__en,wikipedia__ta,gender,original_wikiname,given_name,name__nl,name__de,name__fr,name__si,wikipedia__si,birth_date,name__it,name__hi,name__es,wikipedia__hi,identifier__VIAF,image,identifier__ISNI,identifier__BNF,identifier__SUDOC,name__ru,wikipedia__de,wikipedia__fr,name__mr,name__te,name__bn,name__kn,wikipedia__bn,wikipedia__kn,wikipedia__mr,wikipedia__te,name__lb,name__zh,name__jv,name__pl,name__he,name__ko,name__oc,name__yo,name__ms,name__gl,name__et,name__id,name__ml,name__ja,name__el,name__sv,name__pt,name__eo,name__tr,name__ca,name__fi,name__mg,name__nn,name__cs,name__bg,name__io,name__fa,name__ka,name__lt,name__da,name__nb,name__eu,name__pam,name__ar,name__uk,name__be,name__ne,wikipedia__ar,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__ko,wikipedia__lb,wikipedia__lt,wikipedia__mg,wikipedia__ml,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh,identifier__GND,identifier__LCAuth,identifier__freebase,name__hif,wikipedia__hif,name__zh_hans,name__zh_hant,name__zh_hk,name__mk,name__la,wikipedia__la,wikipedia__vi,name__vi,website,wikipedia__pa,identifier__GNC,name__pa,wikipedia__commons,death_date,name__hu,identifier__FAST,last_seen,identifier__GTAA,name__zh_cn,wikipedia__plwikiquote,family_name,occupation,identifier__nyt_topic,wikipedia__trwikinews,identifier__quora,identifier__persee,identifier__NNDB
Q5673820,ஹர்சா டி சில்வா,Harsha de Silva,Harsha de Silva,Harsha de Silva,ஹர்சா டி சில்வா,male,Harsha de Silva,,Harsha de Silva,Harsha de Silva,,,,,,,Harsha de Silva,,,https://upload.wikimedia.org/wikipedia/commons/7/7f/Harsha_de_Silva_(4176211772).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harsha de Silva,,,,,,,economist,,,,,
Q57338,மகிந்த ராசபக்ச,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,மகிந்த ராசபக்ச,male,Mahinda Rajapaksa,,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapakse,මහින්ද රාජපක්ෂ,මහින්ද රාජපක්ෂ,1945-12-18,Mahinda Rajapaksa,महिन्दा राजपक्षे,Mahinda Rajapaksa,महिन्दा राजपक्षे,1889541,https://upload.wikimedia.org/wikipedia/commons/6/64/Mahinda_Rajapaksa_in_Russia.jpg,,,,"Раджапаксе, Махинда",Mahinda Rajapaksa,Mahinda Rajapakse,महिंद राजपक्ष,మహీంద రాజపక్స,মহিন্দ রাজাপক্ষ,ಮಹಿಂದಾ ರಾಜಪಕ್ಸೆ,মহিন্দ রাজাপক্ষ,ಮಹಿಂದಾ ರಾಜಪಕ್ಸೆ,महिंद राजपक्ष,మహీంద రాజపక్స,Mahinda Rajapaksa,马欣达·拉贾帕克萨,Mahinda Rajapaksa,Mahinda Rajapaksa,מהינדה ראג'פקסה,마힌다 라자팍사,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapakse,Mahinda Rajapaksa,Mahinda Rajapaksa,മഹിന്ദ രാജപക്‌സെ,マヒンダ・ラジャパクサ,Μαχίντα Ραγιαπάκσε,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapakse,Mahinda Rajapakse,Mahinda Radžapaksa,Махинда Раджапакса,Mahinda Rajapaksa,ماهیندا راجاپاکسا,მაჰინდა რაჯაპაკსე,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,ماهيندا راجاباكشا,Махінда Раджапаксе,Махінда Раджапаксэ,महिन्दा राजपाक्ष,ماهيندا راجاباكشا,Махінда Раджапаксэ,Махинда Раджапакса,Mahinda Rajapaksa,Mahinda Radžapaksa,Mahinda Rajapaksa,Μαχίντα Ραγιαπάκσε,Category:Mahinda Rajapaksa,Mahinda Rajapaksa,Author:Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,ماهیندا راجاپاکسا,Mahinda Rajapaksa,Mahinda Rajapakse,מהינדה ראג'פקסה,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,マヒンダ・ラージャパクサ,Mahinda Rajapaksa,მაჰინდა რაჯაპაკსე,마힌다 라자팍사,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapakse,മഹിന്ദ രാജപക്‌സെ,Mahinda Rajapaksa,महिन्दा राजपाक्ष,Mahinda Rajapaksa,Mahinda Rajapakse,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,"Раджапаксе, Махинда",Mahinda Rajapaksa,Mahinda Rajapaksa,Mahinda Rajapaksa,Махінда Раджапаксе,Mahinda Rajapaksa,马欣达·拉贾帕克萨,1012535088,n2005210699,/m/02s6jq,,,,,,,,,,,,ਮਹਿੰਦਾ ਰਾਜਪਕਸ਼ੇ,0280436,ਮਹਿੰਦਾ ਰਾਜਪਕਸ਼ੇ,Category:Mahinda Rajapaksa,,Mahinda Rajapaksa,1631182,,220543,,Mahinda Rajapaksa,,politician,person/mahinda-rajapaksa,Kategori:Mahinda Rajapakse,,,826/000162340
Q6024847,இந்திக பண்டாரநாயக்க,Indika Bandaranayake,Indika Bandaranayake,Indika Bandaranayake,இந்திக பண்டாரநாயக்க,male,Indika Bandaranaike,,Indika Bandaranayake,Indika Bandaranayake,Indika Bandaranayake,,,1972-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6218893,ஜோன் அமரதுங்க,John Amaratunga,John Amaratunga,John Amaratunga,ஜோன் அமரதுங்க,male,John Amaratunga,John,John Amaratunga,John Amaratunga,John Amaratunga,ජෝන් අමරතුංග,ජෝන් අමරතුංග,1940-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6257296,,John Seneviratne,John Seneviratne,John Seneviratne,,male,John Senewiratne,John,John Seneviratne,,John Seneviratne,,,1941-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6268633,ஜோன்ஸ்டன் பெர்னாண்டோ,Johnston Fernando,Johnston Fernando,Johnston Fernando,ஜோன்ஸ்டன் பெர்னாண்டோ,male,Johnston Fernando,,Johnston Fernando,Johnston Fernando,Johnston Fernando,,,1964-12-05,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/59/2009JF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6324127,க. துரைரத்தினசிங்கம்,K. Thurairetnasingam,K. Thurairetnasingam,K. Thurairetnasingam,க. துரைரத்தினசிங்கம்,male,K. Thurairetnasingam,K.,K. Thurairetnasingam,,,,,1941-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6344208,கபீர் ஹாசிம்,Kabir Hashim,Kabir Hashim,Kabir Hashim,கபீர் ஹாசிம்,male,Kabir Hashim,,Kabir Hashim,Kabir Hashim,Kabir Hashim,,,1959-05-19,,,Kabir Hashim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabir Hashim,,,,,,,economist,,,,,
Q6383477,கெஹெலிய ரம்புக்வெல,Keheliya Rambukwella,Keheliya Rambukwella,Keheliya Rambukwella,கெஹெலிய ரம்புக்வெல,male,Keheliya Rambukwella,,Keheliya Rambukwella,Keheliya Rambukwella,,කෙහෙලිය රඹුක්වැල්ල,කෙහෙලිය රඹුක්වැල්ල,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6443523,,Kumara Welgama,Kumara Welgama,Kumara Welgama,,male,Kumara Welgama,,Kumara Welgama,Kumara Welgama,Kumara Welgama,,,1950-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6479833,,Lakshman Senewiratne,Lakshman Senewiratne,Lakshman Senewiratne,,male,Lakshman Senewiratne,,Lakshman Senewiratne,Lakshman Senewiratne,Lakshman Senewiratne,,,1957-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6712364,ம. ஆ. சுமந்திரன்,M. A. Sumanthiran,M. A. Sumanthiran,M. A. Sumanthiran,ம. ஆ. சுமந்திரன்,male,M. A. Sumanthiran,M.,M. A. Sumanthiran,,,,,1964-02-09,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8b/M._A._Sumanthiran.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6712623,எம். எச். ஏ. ஹலீம்,M. H. A. Haleem,M. H. A. Haleem,M. H. A. Haleem,எம். எச். ஏ. ஹலீம்,male,M. H. A. Haleem,M.,M. H. A. Haleem,,,,,1956-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6713116,எம். எஸ். தௌஃபீக்,M. S. Thowfeek,M. S. Thowfeek,M. S. Thowfeek,எம். எஸ். தௌஃபீக்,male,M. S. Thowfeek,M.,M. S. Thowfeek,,,,,1971-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6734019,மஹிந்த அமரவீர,Mahinda Amaraweera,Mahinda Amaraweera,Mahinda Amaraweera,மகிந்த அமரவீர,male,Mahinda Amaraweera,,Mahinda Amaraweera,Mahinda Amaraweera,Mahinda Amaraweera,මහින්ද අමරවීර,,1962-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6734031,மஹிந்த யாப்பா அபேவர்தன,Mahinda Yapa Abeywardena,Mahinda Yapa Abeywardena,Mahinda Yapa Abeywardena,மஹிந்த யாப்பா அபேவர்தன,male,Mahinda Yapa Abeywardena,,Mahinda Yapa Abeywardena,Mahinda Yapa Abeywardena,Mahinda Yapa Abeywardena,,,1945-10-10,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5e/Mahinda_Yapa_Abeywardena.JPG,,,,,,,,,,,,,,,,馬欣達·亞帕·阿貝瓦德納,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q6753220,மனுசா நாணயக்கார,Manusha Nanayakkara,Manusha Nanayakkara,Manusha Nanayakkara,மனுசா நாணயக்கார,male,Manusha Nanayakkara,,Manusha Nanayakkara,Manusha Nanayakkara,Manusha Nanayakkara,,,1977-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,
Q6796853,,Mayantha Dissanayake,Mayantha Dissanayake,Mayantha Dissanayake,,male,Mayantha Dissanayake,,Mayantha Dissanayake,Mayantha Dissanayake,,,,1980-01-11,,,Mayantha Dissanayake,,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Mayantha_Yaswanth_Dissanayake.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6893552,மொஹான் லால் கிரேரோ,Mohan Lal Grero,Mohan Lal Grero,Mohan Lal Grero,மொஹான் லால் கிரேரோ,male,Mohan Lal Grero,,Mohan Lal Grero,Mohan Lal Grero,,,,,,,Mohan Lal Grero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohan Lal Grero,,,,,,,politician,,,,,
Q6943865,முத்து சிவலிங்கம்,Muthu Sivalingam,Muthu Sivalingam,Muthu Sivalingam,முத்து சிவலிங்கம்,male,Muthu Sivalingam,,Muthu Sivalingam,Muthu Sivalingam,Muthu Sivalingam,,,1943-07-20,Muthu Sivalingam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7034203,,Nihal Galappaththi,Nihal Galappaththi,Nihal Galappaththi,,male,Nihal Galappaththi,,Nihal Galappaththi,Nihal Galappaththi,Nihal Galappaththi,,,,Nihal Galappaththi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7117620,வீரகுமார திசாநாயக்க,P. Weerakumara Dissanayake,P. Weerakumara Dissanayake,Weerakumara Dissanayake,வீரகுமார திசாநாயக்க,male,P. Weerakumara Dissanayake,P.,P. Weerakumara Dissanayake,,,,,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7127628,,Palitha Thewarapperuma,Palitha Thewarapperuma,Palitha Thewarapperuma,,male,Palitha Thewarapperuma,,Palitha Thewarapperuma,Palitha Thewarapperuma,Palitha Thewarapperuma,,,1960-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7127630,பாலித ரங்கேபண்டார,Palitha Range Bandara,Palitha Range Bandara,Palitha Range Bandara,பாலித ரங்கேபண்டார,male,Palitha Range Bandara,,Palitha Range Bandara,Palitha Range Bandara,Palitha Range Bandara,,,1962-09-08,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Palitha_rangebandara.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7155896,,Pavithra Devi Wanniarachchi,Pavithra Devi Wanniarachchi,Pavithra Wanniarachchi,,female,Pavithra Devi Wanniarachchi,,Pavithra Wanniarachchi,,Pavithra Devi Wanniarachchi,පවිත්‍රා දේවී වන්නිආරච්චි,පවිත්‍රා වන්නිආරච්චි,1964-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7238464,,Prasanna Ranatunga,Prasanna Ranatunga,Prasanna Ranatunga,,male,Prasanna Ranatunga,,Prasanna Ranatunga,Prasanna Ranatunga,,ප්‍රසන්න රණතුංග,ප්‍රසන්න රණතුංග,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7273831,எம். ஆர். ரஞ்சித் மத்தும பண்டார,R. M. Ranjith Madduma Bandara,R. M. Ranjith Madduma Bandara,Ranjith Madduma Bandara,எம். ஆர். ரஞ்சித் மத்தும பண்டார,male,R. M. Ranjith Madduma Bandara,R.,R. M. Ranjith Madduma Bandara,,,,,1954-08-25,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/88/Ranjith_Madduma_Bandara.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7273981,இரா. சம்பந்தன்,R. Sampanthan,R. Sampanthan,R. Sampanthan,இரா. சம்பந்தன்,male,R. Sampanthan,R.,R. Sampanthan,,,,,1933-02-05,,,R. Sampanthan,,,https://upload.wikimedia.org/wikipedia/commons/0/03/R._Sampanthan.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. サンパンタン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Sampanthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Sampanthan,,,,,,,politician,,,,,
Q7286178,,Rajitha Senaratne,Rajitha Senaratne,Rajitha Senaratne,,male,Rajitha Senaratne,,Rajitha Senaratne,Rajitha Senaratne,Rajitha Senaratne,රාජිත සේනාරත්න,රාජිත සේනාරත්න,1950-05-29,,,Rajitha Senaratne,,,https://upload.wikimedia.org/wikipedia/commons/7/72/Dr.Rajitha_Senaratna.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajitha Senaratne,,,,,,,politician,,,,,
Q7289433,,Ramesh Pathirana,Ramesh Pathirana,Ramesh Pathirana,,male,Ramesh Pathirana,Ramesh,Ramesh Pathirana,Ramesh Pathirana,,,,1969,Ramesh Pathirana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7293104,ரஞ்சன் ராமநாயக்கா,Ranjan Ramanayake,Ranjan Ramanayake,Ranjan Ramanayake,ரஞ்சன் ராமநாயக்கா,male,Ranjan Ramanayake,,Ranjan Ramanayake,Ranjan Ramanayake,Ranjan Ramanayake,රන්ජන් රාමනායක,රන්ජන් රාමනායක,1963-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranjan Ramanayake,,,,,,,film director,,,,,
Q7293179,,Ranjith Aluvihare,Ranjith Aluvihare,Ranjith Aluwihare,,male,Ranjith Aluwihare,,Ranjith Aluwihare,Ranjith Aluvihare,Ranjith Aluvihare,,,1958-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7293188,ரஞ்சித் சியம்பலாபிட்டிய,Ranjith Siyambalapitiya,Ranjith Siyambalapitiya,Ranjith Siyambalapitiya,ரஞ்சித் சியம்பலாபிட்டிய,male,Ranjith Siyambalapitiya,,Ranjith Siyambalapitiya,Ranjith Siyambalapitiya,Ranjith Siyambalapitiya,රංජිත් සියඹලාපිටිය,රංජිත් සියඹලාපිටිය,1961-05-01,,,Ranjith Siyambalapitiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranjith Siyambalapitiya,,,,,,,politician,,,,,
Q7296130,ரவூப் ஹக்கீம்,Rauff Hakeem,Rauff Hakeem,Rauff Hakeem,ரவூப் ஹக்கீம்,male,Rauff Hakeem,,Rauff Hakeem,Rauff Hakeem,Rauff Hakeem,,,1960-04-13,,,Rauff Hakeem,,,https://upload.wikimedia.org/wikipedia/commons/4/4b/Rauff_Hakeem.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,ラウフ・ハキーム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rauff Hakeem,,,,,,,politician,,,,,
Q7296640,ரவி கருணாநாயக்க,Ravi Karunanayake,Ravi Karunanayake,Ravi Karunanayake,ரவி கருணாநாயக்க,male,Ravi Karunanayake,Ravi,Ravi Karunanayake,Ravi Karunanayake,Ravi Karunanayake,රවී කරුණානායක,රවී කරුණානායක,1963-02-19,,,Ravi Karunanayake,,,https://upload.wikimedia.org/wikipedia/commons/2/22/Ravi_Karunanayake.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ravi Karunanayake,,,,,,,politician,,,,,
Q7296740,,Ravindra Samaraweera,Ravindra Samaraweera,Ravindra Samaraweera,,male,Ravindra Samaraweera,Ravindra,Ravindra Samaraweera,Ravindra Samaraweera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7335810,ரிசாத் பதியுத்தீன்,Risad Badhiutheen,Risad Badhiutheen,Rishad Bathiudeen,ரிசாத் பதியுதீன்,male,Risad Badhiutheen,,Risad Badhiutheen,Risad Badhiutheen,Risad Badhiutheen,රිෂාද් බදියුදීන්,රිෂාද් බදියුදීන්,1972-11-27,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/Risad_Badhiutheen.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,
Q7359782,ரோஹித அபேகுணவர்தன,Rohitha Abeygunawardena,Rohitha Abeygunawardena,Rohitha Abeygunawardena,ரோஹித அபேகுணவர்தன,male,Rohitha Abeygunawardena,,Rohitha Abeygunawardena,Rohitha Abeygunawardena,Rohitha Abeygunawardena,,,1966-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7383588,,Ruwan Wijewardene,Ruwan Wijewardene,Ruwan Wijewardene,,male,Ruwan Wijewardene,,Ruwan Wijewardene,Ruwan Wijewardene,Ruwan Wijewardene,,,1975-08-04,,,Ruwan Wijewardene,,,https://upload.wikimedia.org/wikipedia/commons/1/19/Ruwan_Wijewardene.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruwan Wijewardene,,,,,,,politician,,,,,
Q7387338,,S. A. Jayantha Samaraweera,S. A. Jayantha Samaraweera,Jayantha Samaraweera,,male,S. A. Jayantha Samaraweera,S.,Jayantha Samaraweera,,,,,1930-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
