id,name,group,party_wikipedia,area,term,identifier__wikipedia_fo,source,name__fo,wikipedia__fo,name__da,wikipedia__da,name__en,wikipedia__en,gender,birth_date,given_name,image,identifier__freebase,death_date,identifier__viaf,identifier__gnd,identifier__lcauth,identifier__isni,identifier__bnf,website
jákup_mikkelsen_(politikari),Jákup Mikkelsen,Fólkaflokkurin,Fólkaflokkurin,Norðoyar,2011,Jákup Mikkelsen (politikari),https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Jákup Mikkelsen (politikari),Jákup Mikkelsen (politikari),Jákup Mikkelsen (politiker),Jákup Mikkelsen (politiker),,"",male,1957-08-22,Jákup,,,,,,,,,
janus_rein,Janus Rein,Framsókn,Framsókn,Suðurstreymoy,2011,Janus Rein,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Janus Rein,Janus Rein,Janus Rein,Janus Rein,,"",male,1974-05-29,,,,,,,,,,
jenis_av_rana,Jenis av Rana,Miðflokkurin,Miðflokkurin,Suðurstreymoy,2011,Jenis av Rana,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,"",male,1953-01-07,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Jenis_av_Rana.jpg,,,,,,,,
jógvan_á_lakjuni,Jógvan á Lakjuni,Fólkaflokkurin,Fólkaflokkurin,Eysturoy,2011,Jógvan á Lakjuni,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,male,1952-11-13,Jógvan,https://upload.wikimedia.org/wikipedia/commons/5/57/Jogvan_a_Lakjuni_2.jpeg,,,,,,,,
johan_dahl,Johan Dahl,Sambandsflokkurin,Sambandsflokkurin,Suðuroy,2011,Johan Dahl,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Johan Dahl,Johan Dahl,Johan Dahl,Johan Dahl,,"",male,1959-09-19,Johan,,,,,,,,,
jørgen_niclasen,Jørgen Niclasen,Fólkaflokkurin,Fólkaflokkurin,Vágar,2011,Jørgen Niclasen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,male,1969-01-17,Jørgen,https://upload.wikimedia.org/wikipedia/commons/9/9b/Jorgen_Niclasen_(2).jpg,/m/043ry58,,,,,,,
kaj_leo_holm_johannesen,Kaj Leo Holm Johannesen,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,2011,Kaj Leo Holm Johannesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Kaj Leo Johannesen,Kaj Leo Holm Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,Kaj Leo Johannesen,male,1964-08-28,Kaj,https://upload.wikimedia.org/wikipedia/commons/d/dd/KajLeoJohannesen_crop.jpg,/m/04mzlgd,,,,,,,
kristin_michelsen,Kristin Michelsen,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,2011,Kristin Michelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Kristin Michelsen,Kristin Michelsen,Kristin Michelsen,Kristin Michelsen,,"",male,1956-07-30,Kristin,,,,,,,,,
kristina_háfoss,Kristina Háfoss,Tjóðveldi,Tjóðveldi,Suðurstreymoy,2011,Kristina Háfoss,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,"",female,1975-06-26,Kristina,https://upload.wikimedia.org/wikipedia/commons/1/13/Kristina_Háfoss_2012.jpg,,,,,,,,
kári_p._højgaard,Kári P. Højgaard,Sjálvstýrisflokkurin,Sjálvstýrisflokkurin,Eysturoy,2011,Kári P. Højgaard,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,male,1951-07-21,,https://upload.wikimedia.org/wikipedia/commons/8/88/Kari_P_Hojgaard.jpg,/m/02q_qv7,,,,,,,
poul_michelsen,Poul Michelsen,Framsókn,Framsókn,Suðurstreymoy,2011,Poul Michelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,"",male,1944-07-22,Poul,,,,,,,,,
páll_á_reynatúgvu,Páll á Reynatúgvu,Tjóðveldi,Tjóðveldi,Sandoy,2011,Páll á Reynatúgvu,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,male,1967-07-26,,https://upload.wikimedia.org/wikipedia/commons/d/d9/Páll_á_Reynatúgvu_2012.jpg,/m/04ghrfc,,,,,,,
rigmor_dam,Rigmor Dam,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,2011,Rigmor Dam,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Rigmor Dam,Rigmor Dam,Rigmor Dam,Rigmor Dam,Rigmor Dam,"",female,1971-12-18,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Rigmor_Dam_2014.JPG,,,,,,,,
rósa_samuelsen,Rósa Samuelsen,Sambandsflokkurin,Sambandsflokkurin,Vágar,2011,Rósa Samuelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Rósa Samuelsen,Rósa Samuelsen,Rósa Samuelsen,Rósa Samuelsen,,"",female,1959-12-22,Rósa,,,,,,,,,
sirið_stenberg,Sirið Stenberg,Tjóðveldi,Tjóðveldi,Suðuroy[1],2011,Sirið Stenberg,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Sirið Stenberg,Sirið Stenberg,Sirið Stenberg,Sirið Stenberg,Sirið Stenberg,Sirið Stenberg,female,1968-05-26,,https://upload.wikimedia.org/wikipedia/commons/f/fd/Sirid_Stenberg_2014.JPG,,,,,,,,
