id,name__en,name__sq,name__nl,name__de,name__fr,name,wikipedia__en,wikipedia__sq,gender,birth_date,given_name,original_wikiname,name__es,name__hu,name__szl,name__uk,name__ro,name__it,name__pl,name__zh,name__ru,name__nb,name__da,name__nn,name__sv,wikipedia__de,wikipedia__it,wikipedia__pl,wikipedia__ro,wikipedia__ru,wikipedia__szl,wikipedia__uk,wikipedia__zh,identifier__VIAF,identifier__LCAuth,identifier__freebase,wikipedia__fr,name__hy,wikipedia__hy,image,name__bg,wikipedia__bg,wikipedia__da,name__vep,name__ckb,name__el,name__en_ca,name__en_gb,wikipedia__el,wikipedia__nl,wikipedia__sv,wikipedia__vep,identifier__ISNI,identifier__GND,identifier__IMDB,identifier__SUDOC,death_date,name__fi,name__tr,name__ka,name__hr,wikipedia__fi,wikipedia__hr,wikipedia__ka,wikipedia__tr,name__sh,wikipedia__sh,name__cs,wikipedia__cs,name__pt,name__oc,name__mk,name__io,wikipedia__es,wikipedia__io,wikipedia__mk,wikipedia__oc,wikipedia__pt,name__cy,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__eo,name__et,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sk,name__sl,name__vec,name__vls,name__wa,name__be,name__ko,name__he,name__sr,name__pt_br,name__ar,name__ty,name__ja,name__id,name__fa,name__az,name__ie,name__la,name__th,name__mr,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__commons,wikipedia__et,wikipedia__fa,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__mr,wikipedia__no,wikipedia__sco,wikipedia__simple,wikipedia__sr,wikipedia__th,wikipedia__tl,wikipedia__ty,identifier__SBN_it,name__yo,name__lv,wikipedia__ast,wikipedia__bar,wikipedia__br,wikipedia__ca,wikipedia__cswikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__ga,wikipedia__lmo,wikipedia__lv,wikipedia__nn,wikipedia__sl,wikipedia__sqwikiquote,wikipedia__yo,identifier__Munzinger,name__hi,name__sr_el,name__sr_ec,name__pa,name__mg,name__be_tarask,name__ms,wikipedia__als,wikipedia__be_x_old,wikipedia__hi,wikipedia__itwikiquote,wikipedia__mg,wikipedia__ms,wikipedia__pa,identifier__ULAN,name__tl,identifier__TED,last_seen,website,twitter,name__vi,identifier__AlloCine,identifier__allmovie,identifier__PORT,identifier__kinopoisk,facebook,identifier__filmportal_de,identifier__PACE,wikipedia__hsb,name__hsb,wikipedia__fawikiquote,occupation,identifier__google_knowledge,wikipedia__li,identifier__snac,identifier__NNDB,name__ba,wikipedia__ba,wikipedia__myv,wikipedia__ml,name__ml,name__zh_hant,name__zh_cn,identifier__Britannica,wikipedia__tg,name__tg,identifier__NKC,identifier__NLP,wikipedia__mn,name__mn,family_name,identifier__GTAA,identifier__NTA,wikipedia__uz,identifier__ne_se,identifier__bigenc_ru,wikipedia__af,wikipedia__azb,name__myv,name__azb,name__uz,honorific_suffix,identifier__FAST
Q5626069,Gëzim Dibra,Gëzim Dibra,Gëzim Dibra,Gëzim Dibra,Gëzim Dibra,Gëzim Dibra,Gëzim Dibra,Gëzim Dibra,male,1956-11-08,Gëzim,Gëzim Dibra,,Gëzim Dibra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gëzim Dibra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57526,Bujar Nishani,Bujar Nishani,Bujar Nishani,Bujar Nishani,Bujar Nishani,Bujar Nishani,Bujar Nishani,Bujar Nishani,male,1966-09-29,Bujar,Bujar Nishani,Bujar Nishani,Bujar Nishani,,Буяр Нішані,Bujar Nishani,Bujar Nishani,Bujar Nishani,布亚尔·尼沙尼,Буяр Нишани,Bujar Nishani,Bujar Nishani,Bujar Nishani,Bujar Nishani,Bujar Nishani,Bujar Nishani,Bujar Nishani,Bujar Nishani,"Нишани, Буяр",,Буяр Нішані,布亚尔·尼沙尼,,,/m/0g9wl2g,Bujar Nishani,Բույար Նիշանի,Բույար Նիշանի,https://upload.wikimedia.org/wikipedia/commons/4/46/Bujar_Nishani_at_meeting_with_Michael_Spindelegger.jpg,Буяр Нишани,Буяр Нишани,Bujar Nishani,Nišani Bujar,,Μπουγιάρ Νισάνι,,,Μπουγιάρ Νισάνι,Bujar Nishani,Bujar Nishani,Nišani Bujar,,,,,,Bujar Nishani,Bujar Nishani,ბუიარ ნიშანი,,Bujar Nishani,,ბუიარ ნიშანი,Bujar Nishani,,,Bujar Nishani,Bujar Nishani,Bujar Nishani,Bujar Nishani,,Bujar Nishani,Bujar Nishani,Bujar Nishani,,Bujar Nishani,Bujar Nishani,,Bujar Nishani,,Bujar Nishani,,Bujar Nishani,,Bujar Nishani,,,Bujar Nishani,,,,,Bujar Nishani,,,Bujar Nishani,Bujar Nishani,,,,,,,,,,,,Bujar Nishani,,Bujar Nishani,,,,Буяр Нішані,부야르 니샤니,בויאר נישני,Бујар Нишани,Bujar Nishani,بوجار نيشاني,Bujar Nishani,ブヤル・ニシャニ,Bujar Nishani,بوجار نیشانی,Buyar Nişani,Bujar Nishani,Bujar Nishani,บูชาร์ นิชานี,बुजार निशानी,بوجار نيشاني,Buyar Nişani,Буяр Нішані,Category:Bujar Nishani,Bujar Nishani,بویار نیشانی,Bujar Nishani,בויאר נישני,Bujar Nishani,Bujar Nishani,Bujar Nishani,ブヤル・ニシャニ,부야르 니샤니,Bujar Nishani,Bujar Nishani,बुजार निशानी,Bujar Nishani,Bujar Nishani,Bujar Nishani,Бујар Нишани,บูชาร์ นิชานี,Bujar Nishani,Bujar Nishani,,,Bujars Nišani,Bujar Nishani,,,,,,,,,,Bujars Nišani,,,,,,,,,,,,,,,,,,,,,Bujar Nishani,,,,,,,,,,,,5669,,,,politician,,Bujar Nishani,,,,,,,,,,,,,,,,,,,,,,3990573,,,,,,,
Q57625,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,male,1944-10-15,,Sali Berisha,Sali Berisha,Sali Berisha,,Салі Беріша,Sali Berisha,Sali Berisha,Sali Berisha,萨利·贝里沙,Сали Бериша,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,"Бериша, Сали",,Салі Беріша,萨利·贝里沙,84237468,n97057852,/m/01nlx8,Sali Berisha,Սալի Բերիշա,Սալի Բերիշա,"https://upload.wikimedia.org/wikipedia/commons/5/53/Msc_2006-Saturday,_16.00_-_18.00-Berisha.jpg",Сали Бериша,Сали Бериша,Sali Berisha,Beriša Sali,,Σαλί Μπερίσα,,,Σαλί Μπερίσα,Sali Berisha,Sali Berisha,Beriša Sali,0000 0000 5792 5646,123463556,,165916125,,Sali Berisha,Sali Berisha,სალი ბერიშა,Sali Berisha,Sali Berisha,Sali Berisha,სალი ბერიშა,Sali Berişa,Sali Berisha,Sali Berisha,Sali Beriša,Sali Beriša,Sali Berisha,Sali Berisha,Сали Бериша,Sali Berisha,Sali Berisha,Sali Berisha,Сали Бериша,Sali Berisha,Sali Berisha,,Sali Berisha,,Sali Berisha,Sali Berisha,Sali Berisha,,Sali Berisha,,Sali Berisha,Sali Berisha,Sali Berisha,,Sali Berisha,,Sali Berisha,,,,,,Sali Berisha,,,,,,,,,,Sali Berisha,,Sali Berisha,,,,Салі Берыша,살리 베리샤,סאלי ברישה,Сали Бериша,,صالح بريشا,Sali Berisha,サリ・ベリシャ,Sali Berisha,سالی بریشا,,,,,सली बेरिशा,صالح بريشا,,Салі Берыша,Category:Sali Berisha,Sali Berisha,سالی بریشا,Sali Berisha,סאלי ברישה,Sali Berisha,Sali Berisha,,サリ・ベリシャ,살리 베리샤,,,सली बेरिशा,Sali Berisha,Sali Berisha,Sali Berisha,Сали Бериша,,Sali Berisha,Sali Berisha,,Sali Berisha,Sali Beriša,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,Sali Beriša,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,Sali Beriša,Sali Berisha,Sali Berisha,Sali Berisha,Sali Berisha,00000020236,,,,,,,,,,,,,,,,Sali Berisha,,,,,,,,,,,,4677,,,,surgeon,,,w6432z81,700/000162214,,,,,,,,biography/Sali-Berisha,,,js20050725021,A36769411,,,,81756,,,,,Sali Berisha,,,,,,
Q5992076,Igli Cara,Igli Cara,Igli Cara,Igli Cara,Igli Cara,Igli Cara,Igli Cara,Igli Cara,male,,,Igli Cara,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/be/Igli_Cara.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Igli Cara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5998372,Ilir Bano,Ilir Bano,Ilir Bano,Ilir Bano,Ilir Bano,Ilir Bano,Ilir Bano,Ilir Bano,male,,Ilir,Ilir Bano,,Ilir Bano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ilir Bano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5998384,Ilir Rusmali,Ilir Rusmali,Ilir Rusmali,Ilir Rusmali,Ilir Rusmali,Ilir Rusmali,Ilir Rusmali,Ilir Rusmali,female,,,Ilir Rusmali,,Ilir Rusmali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ilir Rusmali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6177187,Jemin Gjana,Jemin Gjana,Jemin Gjana,Jemin Gjana,Jemin Gjana,Jemin Gjana,Jemin Gjana,Jemin Gjana,male,,,Jemin Gjana,Jemin Gjana,Jemin Gjana,,,,Jemin Gjana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jemin Gjana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6512678,Ledina Aliolli,Ledina Aliolli,Ledina Aliolli,Ledina Aliolli,Ledina Aliolli,Ledina Aliolli,Ledina Aliolli,Ledina Aliolli,female,,,Ledina Aliolli,Ledina Aliolli,Ledina Aliolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ledina Aliolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ledinaaliolli.com/,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6517015,Lefter Koka,Lefter Koka,Lefter Koka,Lefter Koka,Lefter Koka,Lefter Koka,Lefter Koka,Lefter Koka,male,1964-08-04,,Lefter Koka,,Lefter Koka,,,,Lefter Koka,,,,,,,,,,,,,,,,,,,Lefter Koka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lefter Koka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6517017,Lefter Maliqi,Lefter Maliqi,Lefter Maliqi,Lefter Maliqi,Lefter Maliqi,Lefter Maliqi,Lefter Maliqi,Lefter Maliqi,male,,,Lefter Maliqi,,Lefter Maliqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lefter Maliqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6525231,Leonard Demi,Leonard Demi,Leonard Demi,Leonard Demi,Leonard Demi,Leonard Demi,Leonard Demi,Leonard Demi,male,,Leonard,Leonard Demi,,Leonard Demi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonard Demi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,Demi,,,,,,,,,,,,
Q6694983,Luan Skuqi,Luan Skuqi,Luan Skuqi,Luan Skuqi,Luan Skuqi,Luan Skuqi,Luan Skuqi,Luan Skuqi,male,1951-10-25,Luan,Luan Skuqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luan Skuqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6706730,Luçiano Boçi,Luçiano Boçi,Luçiano Boçi,Luçiano Boçi,Luçiano Boçi,Luçiano Boçi,Luçiano Boçi,Luçiano Boçi,male,1967-03-26,,Luçiano Boçi,,Luçiano Boçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luçiano Boçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6809656,Mehmet Xheka,Mehmet Xheka,Mehmet Xheka,Mehmet Xheka,Mehmet Xheka,Mehmet Xheka,Mehmet Xheka,Mehmet Xheka,male,,Mehmet,Mehmet Xheka,,Mehmet Xheka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mehmet Xheka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6965709,Nard Ndoka,Nard Ndoka,Nard Ndoka,Nard Ndoka,Nard Ndoka,Nard Ndoka,Nard Ndoka,Nard Ndoka,male,1963-05-18,,Nard Ndoka,,Nard Ndoka,,,,,Nard Ndoka,,,,,,,,,Nard Ndoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nard Ndoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6967109,Nasip Naço,Nasip Naço,Nasip Naço,Nasip Naço,Nasip Naço,Nasip Naço,Nasip Naço,Nasip Naço,male,1961-04-05,,Nasip Naço,,Nasip Naço,,Насіп Начо,,Nasip Naço,,,,,,,,Nasip Naço,,,,,,Насіп Начо,,,,,Nasip Naço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nasip Naço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6983830,Ndue Paluca,Ndue Paluca,Ndue Paluca,Ndue Paluca,Ndue Paluca,Ndue Paluca,Ndue Paluca,Ndue Paluca,male,1966-02-28,,Ndue Paluca,,Ndue Paluca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ndue Paluca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7107089,Osman Metalla,Osman Metalla,Osman Metalla,Osman Metalla,Osman Metalla,Osman Metalla,Osman Metalla,Osman Metalla,male,,Osman,Osman Metalla,,Osman Metalla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osman Metalla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7154916,Paulin Sterkaj,Paulin Sterkaj,Paulin Sterkaj,Paulin Sterkaj,Paulin Sterkaj,Paulin Sterkaj,Paulin Sterkaj,Paulin Sterkaj,male,,Paulin,Paulin Sterkaj,,Paulin Sterkaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paulin Sterkaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7155936,Pavlina Hoti,Pavlina Hoti,Pavlina Hoti,Pavlina Hoti,Pavlina Hoti,Pavlina Hoti,Pavlina Hoti,Pavlina Hoti,female,,Pavlina,Pavlina Hoti,,Pavlina Hoti,,,,Pavlina Hoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavlina Hoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q727132,Ilir Meta,Ilir Meta,Ilir Meta,Ilir Meta,Ilir Meta,Ilir Meta,Ilir Meta,Ilir Meta,male,1969-03-24,Ilir,Ilir Meta,Ilir Meta,Ilir Meta,,Ілір Мета,Ilir Meta,Ilir Meta,Ilir Meta,伊利尔·梅塔,Илир Мета,Ilir Meta,Ilir Meta,Ilir Meta,Ilir Meta,Ilir Meta,Ilir Meta,Ilir Meta,Ilir Meta,"Мета, Илир",,Ілір Мета,伊利尔·梅塔,58738541,no2001086896,/m/05n3hp,Ilir Meta,,,https://upload.wikimedia.org/wikipedia/commons/1/12/Ilir_meta.jpg,Илир Мета,Илир Мета,Ilir Meta,,,Ιλίρ Μέτα,,,Ιλίρ Μέτα,,Ilir Meta,,0000 0000 4168 8084,,,,,Ilir Meta,Ilir Meta,,,Ilir Meta,,,Ilir Meta,,,Ilir Meta,Ilir Meta,,Ilir Meta,,Ilir Meta,Ilir Meta,Ilir Meta,,Ilir Meta,,,,,Ilir Meta,,,,,,,Ilir Meta,,,,,Ilir Meta,,,,,,,,,,,,,,,,,,Ilir Meta,,,,Ілір Мета,일리르 메타,,Илир Мета,,,,イリル・メタ,Ilir Meta,ایلیر متا,,Ilir Meta,Ilir Meta,,,,,Ілір Мета,Category:Ilir Meta,Ilir Meta,ایلیر متا,Ilir Meta,,,Ilir Meta,Ilir Meta,,일리르 메타,Ilir Meta,,,Ilir Meta,,Ilir Meta,Илир Мета,,,,,,,Ilir Meta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,Meta,,,Ilir Meta,ilir-meta,,,ایلیر متا,,ایلیر متا,Ilir Meta,,470226
Q7286315,Rajmond Hoxha,Rajmond Hoxha,Rajmond Hoxha,Rajmond Hoxha,Rajmond Hoxha,Rajmond Hoxha,Rajmond Hoxha,,male,,Rajmond,Rrajmond Hoxha,,Rajmond Hoxha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajmond Hoxha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7286316,Rajmonda Bulku,Rajmonda Bulku,Rajmonda Bulku,Rajmonda Bulku,Rajmonda Bulku,Rajmonda Bulku,Rajmonda Bulku,Rajmonda Bulku,female,1958-08-16,,Rajmonda Bulku,Rajmonda Bulku,Rajmonda Bulku,,,,,Rajmonda Bulku,,,,,,Rajmonda Bulku,,,Rajmonda Bulku,,,,,,311697289,,,,,,,,,,,,,,,,,Rajmonda Bulku,,,1062204735,,,,Rajmonda Bulku,,,,Rajmonda Bulku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajmonda Bulku,,,,,,,,,,,,,راموندا بولکو,,,,,,,,,,,راموندا بولکو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11961,p195350,203242,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7375548,Rrahim Çota,Rrahim Çota,Rrahim Çota,Rrahim Çota,Rrahim Çota,Rrahim Çota,Rrahim Çota,Rrahim Çota,male,,,Rrahim Çota,,Rrahim Çota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rrahim Çota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7494813,Sherefedin Shehu,Sherefedin Shehu,Sherefedin Shehu,Sherefedin Shehu,Sherefedin Shehu,Sherefedin Shehu,Sherefedin Shehu,Sherefedin Shehu,male,,,Sherefedin Shehu,,Sherefedin Shehu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherefedin Shehu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7578168,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,male,,Spiro,Spiro Ksera,Spiro Ksera,Spiro Ksera,,,Spiro Ksera,Spiro Ksera,Spiro Ksera,,,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,,Spiro Ksera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spiro Ksera,Spiro Ksera,,Spiro Ksera,,,,,,,Spiro Ksera,,Spiro Ksera,,,,,,,,,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,Spiro Ksera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7659498,Sybi Hida,Sybi Hida,Sybi Hida,Sybi Hida,Sybi Hida,Sybi Hida,Sybi Hida,Sybi Hida,male,,,Sybi Hida,,Sybi Hida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sybi Hida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
