id,name__de,name__en,name__es,name__nl,name__fr,name__da,name__it,name__sv,name,wikipedia__commons,wikipedia__de,wikipedia__en,image,gender,occupation,birth_date,given_name,original_wikiname,name__pt,wikipedia__pt,name__ka,name__pl,name__ru,name__hu,wikipedia__es,wikipedia__fr,wikipedia__ka,wikipedia__pl,wikipedia__ru,identifier__freebase,name__cy,name__hy,wikipedia__hy,death_date,wikipedia__sv,identifier__VIAF,identifier__SUDOC,name__nb,name__nn,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SELIBR,identifier__PTBNP,identifier__NTA,identifier__FAST,name__ja,name__diq,wikipedia__it,wikipedia__ja,wikipedia__no,identifier__DBNL,name__id,name__sl,wikipedia__id,wikipedia__sl,name__zh,family_name,name__yo,name__uk,name__et,name__el,name__zh_hant,name__zh_cn,name__fa,wikipedia__el,wikipedia__et,wikipedia__fa,wikipedia__uk,wikipedia__yo,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__ast,name__vi,name__ko,wikipedia__ast,wikipedia__ko,wikipedia__simple,wikipedia__vi,name__lb,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__be,name__he,name__af,name__gl,name__sw,name__br,name__ar,name__sr_el,name__sr_ec,name__tr,name__fi,name__la,name__cs,name__eu,name__sr,name__ss,name__ca,name__sh,wikipedia__af,wikipedia__ar,wikipedia__be,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__eu,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__la,wikipedia__lb,wikipedia__nl,wikipedia__ptwikiquote,wikipedia__sh,wikipedia__sr,wikipedia__ss,wikipedia__sw,wikipedia__tr,wikipedia__zh,identifier__Munzinger,identifier__GTAA,name__mg,wikipedia__mg,name__bg,wikipedia__bg,name__eo,name__vep,name__mr,wikipedia__eo,wikipedia__mr,wikipedia__vep,name__kg,wikipedia__kg,identifier__CERL,identifier__CSPAN,name__oc,identifier__google_knowledge,identifier__Britannica,name__ro,wikipedia__ro,identifier__CANTIC,identifier__britishmuseum,identifier__MusicBrainz,identifier__discogs,identifier__quora,name__ms,name__am,name__bcl,name__frp,name__io,name__az,name__hr,name__tg,name__lt,name__bn,name__sco,name__ml,name__lv,name__th,wikipedia__am,wikipedia__az,wikipedia__bcl,wikipedia__frp,wikipedia__hr,wikipedia__io,wikipedia__lt,wikipedia__lv,wikipedia__ml,wikipedia__ms,wikipedia__oc,wikipedia__sco,wikipedia__tg,wikipedia__th,identifier__NNDB,identifier__nyt_topic,identifier__snac,identifier__ne_se,wikipedia__uz,name__uz,name__sk,name__fo,name__kl,identifier__NUKAT,identifier__ioc_athlete,identifier__GNC,identifier__BIBSYS,wikipedia__mzn,wikipedia__tl,name__mzn,name__tl,wikipedia__bn,wikipedia__ht,name__ht,identifier__NKC,name__bar
Q59102995,,Jose Antonio Dias,Jose Antonio Dias,Jose Antonio Dias,,,,,Jose Antonio Dias,,,Jose Antonio Dias,,male,politician,,,Jose Antonio Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Antonio Dias,,,,,,,,,,,,,,,,,,,,,Jose Antonio Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59103051,,Maria Monteiro Jardin,Maria Monteiro Jardin,Maria Monteiro Jardin,,,,,Maria Monteiro Jardin,,,Maria Monteiro Jardin,,female,politician,,,Maria Monteiro Jardin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Monteiro Jardin,,,,,,,,,,,,,,,,,,,,,Maria Monteiro Jardin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59155786,,André Luís Brandão,,,,,,,André Luís Brandão,,,André Luís Brandão,,male,politician,,,André Luís Brandão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59156960,,Augusto da Silva Tomás,,Augusto da Silva Tomás,Augusto da Silva Tomás,,,,Augusto da Silva Tomás,,,Augusto da Silva Tomás,,male,politician,,Augusto,Augusto da Silva Tomás,,,,,,,,Augusto da Silva Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augusto da Silva Tomás,,,,,,,,,,,,,,,,,,,,,Augusto da Silva Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59164229,,Abel Xavier Nzuzi Lubota,Abel Xavier Nzuzi Lubota,,Abel Xavier Nzuzi Lubota,,,,Abel Xavier Nzuzi Lubota,,,Abel Xavier Nzuzi Lubota,,male,politician,,,Abel Xavier Nzuzi Lubota,,,,,,,,Abel Xavier Nzuzi Lubota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59164305,,Adalberto Costa Júnior,,Adalberto Costa Júnior,Adalberto Costa Júnior,,,,Adalberto Costa Júnior,,,Adalberto Costa Júnior,,male,politician,1962-05-08,,Adalberto Costa Júnior,Adalberto Costa Júnior,,,,,,,Adalberto Costa Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adalberto Costa Júnior,Adalberto Costa Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59180317,,Mateus de Brito Júnior,,Mateus de Brito Júnior,,,,,Mateus de Brito Júnior,,,Mateus de Brito Júnior,,male,politician,,,Mateus de Brito Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59180322,,Carlos António Fernandes,,Carlos António Fernandes,,,,,Carlos António Fernandes,,,Carlos António Fernandes,,male,politician,,,Carlos António Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59180409,,Abel Lourenço Chocolate,,Abel Lourenço Chocolate,,,,,Abel Lourenço Chocolate,,,Abel Lourenço Chocolate,,male,politician,,Abel,Abel Lourenço Chocolate,Abel Lourenço Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abel Lourenço Chocolate,Abel Lourenço Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59180465,,Adriano Abel Sapinãla,,Adriano Abel Sapinãla,,,,,Adriano Abel Sapinãla,,,Adriano Abel Sapinãla,,male,politician,1977-09-26,,Adriano Abel Sapinãla,Adriano Abel Sapinãla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriano Abel Sapinãla,Adriano Abel Sapinãla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59180833,,Manuel Bernardo de Sousa,,Manuel Bernardo de Sousa,,,,,Manuel Bernardo de Sousa,,,Manuel Bernardo de Sousa,,male,politician,,,Manuel Bernardo de Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59209455,,Adriano Meireles Patrocínio,,Adriano Meireles Patrocínio,,,,,Adriano Meireles Patrocínio,,,Adriano Meireles Patrocínio,,male,politician,,,Adriano Meireles Patrocínio,Adriano Meireles Patrocínio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriano Meireles Patrocínio,Adriano Meireles Patrocínio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59209460,,Adérito Jaime Fernandes Kandambo,,Adérito Jaime Fernandes Kandambo,,,,,Adérito Jaime Fernandes Kandambo,,,Adérito Jaime Fernandes Kandambo,,male,politician,,,Adérito Jaime Fernandes Kandambo,Adérito Jaime Fernandes Kandambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adérito Jaime Fernandes Kandambo,Adérito Jaime Fernandes Kandambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59209550,,Alberto Francisco Ngalanela,Alberto Francisco Ngalanela,Alberto Francisco Ngalanela,,,,,Alberto Francisco Ngalanela,,,Alberto Francisco Ngalanela,,male,politician,,,Alberto Francisco Ngalanela,Alberto Francisco Ngalanela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Francisco Ngalanela,Alberto Francisco Ngalanela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59209555,,Alcides Sakala Simões,,Alcides Sakala Simões,,,,,Alcides Sakala Simões,,,Alcides Sakala Simões,,male,writer,1953-12-23,,Alcides Sakala Simões,Alcides Sakala Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcides Sakala Simões,Alcides Sakala Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59209560,,Alexandre Sebastião André,,Alexandre Sebastião André,,,,,Alexandre Sebastião André,,,Alexandre Sebastião André,,male,politician,,,Alexandre Sebastião André,Alexandre Sebastião André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandre Sebastião André,Alexandre Sebastião André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59209566,,Alfredo Junqueira Dala,Alfredo Junqueira Dala,Alfredo Junqueira Dala,,,,,Alfredo Junqueira Dala,,,Alfredo Junqueira Dala,,male,politician,,Alfredo,Alfredo Junqueira Dala,Alfredo Junqueira Dala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfredo Junqueira Dala,Alfredo Junqueira Dala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59283394,,Alberto Paulino,Alberto Paulino,Alberto Paulino,,,,,Alberto Paulino,,,Alberto Paulino,,male,politician,,Alberto,Alberto Paulino,Alberto Paulino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Paulino,,,,,,,,,,,,,,,,,,,,Alberto Paulino,Alberto Paulino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59283395,,Alicerces Paulo Bartolomeu,Alicerces Paulo Bartolomeu,Alicerces Paulo Bartolomeu,,,,,Alicerces Paulo Bartolomeu,,,Alicerces Paulo Bartolomeu,,male,politician,1982-02-10,,Alicerces Paulo Bartolomeu,Alicerces Paulo Bartolomeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alicerces Paulo Bartolomeu,,,,,,,,,,,,,,,,,,,,Alicerces Paulo Bartolomeu,Alicerces Paulo Bartolomeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59283398,,Amilcar Campos Colela,Amilcar Campos Colela,Amilcar Campos Colela,,,,,Amilcar Campos Colela,,,Amilcar Campos Colela,,male,politician,,,Amilcar Campos Colela,Amilcar Campos Colela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amilcar Campos Colela,,,,,,,,,,,,,,,,,,,,Amilcar Campos Colela,Amilcar Campos Colela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59660256,,Américo António Cuononoca,,Américo António Cuononoca,,,,,Américo António Cuononoca,,,Américo António Cuononoca,,male,politician,,,Américo António Cuononoca,Américo António Cuononoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Américo António Cuononoca,Américo António Cuononoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59660258,,Anastácio Artur Ruben Sicato,,Anastácio Artur Ruben Sicato,,,,,Anastácio Artur Ruben Sicato,,,Anastácio Artur Ruben Sicato,,male,politician,,,Anastácio Artur Ruben Sicato,Anastácio Artur Ruben Sicato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anastácio Artur Ruben Sicato,Anastácio Artur Ruben Sicato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59660259,,André Gaspar Mendes de Carvalho,,André Gaspar Mendes de Carvalho,,,,,André Gaspar Mendes de Carvalho,,,André Gaspar Mendes de Carvalho,,male,politician,,André,André Gaspar Mendes de Carvalho,André Gaspar Mendes de Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,André Gaspar Mendes de Carvalho,André Gaspar Mendes de Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59660331,,Antónino Filipe Tchiyulo Jeremias,,Antónino Filipe Tchiyulo Jeremias,,,,,Antónino Filipe Tchiyulo Jeremias,,,Antónino Filipe Tchiyulo Jeremias,,male,politician,,,Antónino Filipe Tchiyulo Jeremias,Antónino Filipe Tchiyulo Jeremias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antónino Filipe Tchiyulo Jeremias,Antónino Filipe Tchiyulo Jeremias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5996066,Iko Carreira,Iko Carreira,Iko Carreira,Iko Carreira,Iko Carreira,,,,Iko Carreira,,,Iko Carreira,https://upload.wikimedia.org/wikipedia/commons/3/3a/Henrique_-_Iko_-_Teles_Carreira.png,male,diplomat,1933-06-03,Henrique,Iko Carreira,Henrique Teles Carreira,Iko Carreira,,,"Каррейра, Энрике",,Iko Carreira,,,,"Каррейра, Энрике",,,,,2000,,27322943,,,,0000 0000 6657 2221,,n97047415,,,,164264310,,,,,,,,,Iko Carreira,,,,,,,,,,,,,,,,,,,,Henrique Teles Carreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iko Carreira,,,,,,Iko Carreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60865113,Manuel Domingos Augusto,Manuel Domingos Augusto,Manuel Domingos Augusto,,Manuel Domingos Augusto,,,,Manuel Domingos Augusto,,Manuel Domingos Augusto,Manuel Domingos Augusto,,male,diplomat,1957-09-02,,Manuel Domingos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マヌエル・ドミンゴス・アウグスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Domingos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Domingos Augusto
Q6140236,Nito Alves,Nito Alves,Nito Alves,Nito Alves,Nito Alves,,,,Nito Alves,,,Nito Alves,,male,politician,1945-07-23,Nito,Nito Alves,Nito Alves,Nito Alves,,,"Алвиш, Нито",Nito Alves,,,,,"Алвиш, Ниту",/m/094t66,,,,1977,,35708428,,,,0000 0000 6705 7061,,n78014508,,,,08063480X,,ニト・アルヴェス,,,ニト・アルヴェス,,,,Nito Alves,,,,,,,,,,,,,,,,,,,,Nito Alves,Nito Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nito Alves,,,,,,Nito Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q61959637,,Kundi Paihama,Kundi Paihama,,,,,,Kundi Paihama,,,Kundi Paihama,,male,military personnel,,,Kundi Paihama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q61960012,,Roberto Francisco de Almeida,,,,,,,Roberto Francisco de Almeida,,,Roberto Francisco de Almeida,,male,,1941,,Roberto Francisco de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6305249,Juilão Mateus Paulo,Juilão Mateus Paulo,,Juilão Mateus Paulo,,,,,Juilão Mateus Paulo,,,Julião Mateus Paulo,,male,politician,1942-12-30,Julião,Julião Mateus Paulo,Julião Mateus Paulo,,,,"Паулу, Жулиу Матеуш",,,,,,"Паулу, Жулиан Матеуш",,,,,,,,,,,,,,,,,,,,,,,,,,Juilão Mateus Paulo,,,,,,,,,,,,,,,,,,,,Julião Mateus Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6346289,Kafundanga Chingunji,Kafundanga Chingunji,Kafundanga Chingunji,Kafundanga Chingunji,,,,,Kafundanga Chingunji,,,Kafundanga Chingunji,,male,politician,,,Kafundanga Chingunji,,,,,,,,,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,Kafundanga Chingunji,,,,,,,,,,,,,,,,,,,,,Kafundanga Chingunji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6671916,,,,,,,,,Adriano Botelho de Vasconcelos,,,,,male,poet,1955-09-08,Adriano,Adriano Botelho de Vasconcelos,Adriano Botelho de Vasconcelos,Adriano Botelho de Vasconcelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿德里亚诺·博特略·德·瓦斯康塞洛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriano Botelho de Vasconcelos,,,,,,Adriano Botelho de Vasconcelos,,,,,,,,,,,,,,,,,阿德里亚诺·博特略·德·瓦斯康塞洛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6706860,Luís de Almeida,Luís de Almeida,Luís de Almeida,Luís de Almeida,Luís de Almeida,,,,Luís de Almeida,,,Luís de Almeida (diplomat),https://upload.wikimedia.org/wikipedia/commons/e/e7/LuisdeAlmeida1978.jpg,male,politician,,Luís,Luís de Almeida (diplomata),Luís de Almeida,Luís de Almeida (diplomata),,,,Luís de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luís de Almeida,,,,,,,,,,,,,,,,,,,,Luís de Almeida,Luís de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7022496,Ngola Kabangu,Ngola Kabangu,Ngola Kabangu,Ngola Kabangu,Ngola Kabangu,,,,Ngola Kabangu,,,Ngola Kabangu,,male,politician,1943-02-14,,Ngola Kabangu,Ngola Kabangu,,,,"Кабангу, Нгола",,,,,,"Кабангу, Нгола",,,,,,,,,,,,,,,,,,,,,,,,,,Ngola Kabangu,,,,,,,,,,,,,,,,,,,,Ngola Kabangu,Ngola Kabangu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ngola Kabangu,,,,,,Ngola Kabangu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7160031,Pedro de Castro van Dúnem,Pedro de Castro van Dúnem,,Pedro de Castro van Dúnem,Pedro de Castro van Dúnem,,,,Pedro de Castro van Dúnem,,Pedro de Castro Van-Dúnem,Pedro de Castro Van Dúnem,,male,politician,1942-02-09,Pedro,Pedro de Castro Van Dúnem,,,,,"Каштру Ван-Дунем, Педру ди",,,,,,"Каштру Ван-Дунем, Педру ди",,,,,1997-09-23,,99685689,,,,0000 0000 7072 9359,,,,,252749,,,,,,,,,,Pedro de Castro van Dúnem,,Pedro de Castro van Dúnem,,,,,,,,,,,,,,,,,,,Pedro de Castro van Dúnem,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro de Castro van Dúnem,,,,,,Pedro de Castro van Dúnem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7199028,Pitra Neto,Pitra Neto,Pitra Neto,Pitra Neto,Pitra Neto,,Pitra Neto,,Pitra Neto,,,Pitra Neto,,male,politician,1958-02-12,,Pitra Neto,Pitra Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitra Neto,,,,,,,,,,,,,,,,,,,,Pitra Neto,Pitra Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7351774,Roberto Leal Monteiro,Roberto Leal Monteiro,Roberto Leal Monteiro,,,,,,Roberto Leal Monteiro,,,Roberto Leal Monteiro,"https://upload.wikimedia.org/wikipedia/commons/0/07/Leider_van_Angolese_leger_Luitenant_kolonel_Roberto_Monteiro_(bijnaam_Ngongo)_ti,_Bestanddeelnr_932-0893.jpg",male,politician,"",Roberto,Roberto Leal Monteiro Ngongo,Roberto Leal Monteiro Ngongo,Roberto Leal Monteiro Ngongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,ロベルト・レアル・モンテイロ,,,,,,,Roberto Leal Monteiro,,,,,,Монтейру Роберту Леал Рамуш,,,,,,,,,Монтейру Роберту Леал Рамуш,,,,,Roberto Leal Monteiro Ngongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Leal Monteiro,,,,,,Roberto Leal Monteiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
