id,name,wikipedia__pl,term,group,source,area,area_id,start_date,wikidata,end_date,replaced,name__pl,name__en,gender,birth_date,given_name,image,identifier__viaf,identifier__freebase,identifier__lcauth,identifier__europarlmep,identifier__isni,identifier__bnf,website,identifier__gnd,identifier__sudoc,identifier__nta,identifier__imdb,facebook,family_name,identifier__muzinger,death_date,twitter,identifier__gtaa,identifier__parlement,identifier__ndl,identifier__nla,identifier__nkc,identifier__nukat,identifier__nlp,identifier__ptbnp,identifier__nli,identifier__bne,identifier__bav,identifier__fifa,identifier__catholic_hierarchy
andrzej-czernecki,Andrzej Czernecki,Andrzej Czernecki,2,,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_II_kadencji,Lista ogólnopolska,,,Q11685845,1996-06-30,Anna Urbanowicz,Andrzej Czernecki,,male,1939-05-21,Andrzej,,,,,,,,,,,,,,,,2012-05-18,,,,,,,,,,,,,,
andrzej-lipski,Andrzej Lipski,Andrzej Lipski,2,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_II_kadencji,Lista ogólnopolska,,,Q9152767,1996-07-21,Bolesław Herudziński,Andrzej Lipski,,male,,Andrzej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lipskia
ewa-spychalska,Ewa Spychalska,Ewa Spychalska,2,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_II_kadencji,Województwo bielskie 5,5-2,,Q9256854,1996-11-03,Janusz Ślesak,Ewa Spychalska,,female,,Ewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-komornicki,Jan Komornicki,Jan Komornicki,2,Klub Parlamentarny Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_II_kadencji,Lista ogólnopolska,,,Q11718055,1997-04-16,Tadeusz Goć,Jan Komornicki,,male,,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-kowalczyk-(1952–1997),Tadeusz Kowalczyk,Tadeusz Kowalczyk (1952–1997),2,Koło Parlamentarne Bezpartyjnego Bloku Wspierania Reform,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_II_kadencji,Województwo radomskie 37,37-2,,Q9354452,1997-07-19,Jacek Vieth,Tadeusz Kowalczyk (1952-1997),,male,1952-06-03,Tadeusz,,,,,,,,,,,,,,,,1997-07-19,,,,,,,,,,,,,,
ryszard-jacek-Żochowski,Ryszard Żochowski,Ryszard Jacek Żochowski,2,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_II_kadencji,,,,Q7946079,1997-09-17,"",Ryszard Jacek Żochowski,Ryszard Jacek Żochowski,male,1941-06-19,Ryszard,,,,,,,,,,,,,,,,1997-09-17,,,,,,,,,,,,,,
władysław-adamski,Władysław Adamski,Władysław Adamski,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo kieleckie 8,8-1,,Q9381669,,,Władysław Adamski,,male,,Władysław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronisława-bajor,Bronisława Bajor,Bronisława Bajor,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa krośnieńskie i przemyskie 30,30-1,,Q11688884,,,Bronisława Bajor,Bronisława Bajor,female,,Bronisława,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anna-bańkowska,Anna Bańkowska,Anna Bańkowska,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo bydgoskie 17,17-1,,Q559662,,,Anna Bańkowska,Anna Bańkowska,female,1946-04-30,Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-baraniecki,Andrzej Baraniecki,Andrzej Baraniecki,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo poznańskie 18,18-1,,Q9151508,,,Andrzej Baraniecki,,male,1934-06-11,Andrzej,,,,,,,,,,,,,,,,2003-01-01,,,,,,,,,,,,,,
leszek-tadeusz-biały,Leszek Biały,Leszek Tadeusz Biały,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo radomskie 7,7-1,,Q11755117,,,Leszek Tadeusz Biały,,male,,Leszek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-biliński-(polityk),Tadeusz Biliński,Tadeusz Biliński (polityk),1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa zielonogórskie i leszczyńskie 14,14-1,,Q9354084,,,Tadeusz Biliński (polityk),,male,,Tadeusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barbara-blida,Barbara Blida,Barbara Blida,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo katowickie 36,36-1,,Q462233,,,Barbara Blida,Barbara Blida,female,1949-12-03,Barbara,,176472766,/m/02qt6sn,no2011136848,,,,,1014876214,,,,,,,2007-04-25,,,,,,,,,,,,,,
irmindo-bocheń,Irmindo Bocheń,Irmindo Bocheń,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa jeleniogórskie i legnickie 13,13-1,,Q11714060,,,Irmindo Bocheń,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marek-boral,Marek Boral,Marek Boral,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo częstochowskie 9,9-1,,Q11768032,,,Marek Boral,Marek Boral,male,1947-03-07,Marek,,,,,,,,,,,,,,,,2004-02-15,,,,,,,,,,,,,,
marek-borowski,Marek Borowski,Marek Borowski,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa gorzowskie i pilskie 19,19-1,,Q245792,,,Marek Borowski,Marek Borowski,male,1946-01-04,Marek,,249562012,/m/02zbk9,,,,,,,,,,,,,,,,,,,,,,,,,,,
włodzimierz-cimoszewicz,Włodzimierz Cimoszewicz,Włodzimierz Cimoszewicz,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa białostockie i suwalskie 25,25-1,,Q55915,,,Włodzimierz Cimoszewicz,Włodzimierz Cimoszewicz,male,1950-09-13,Włodzimierz,https://upload.wikimedia.org/wikipedia/commons/5/53/Wlodzimierz_Cimoszewicz_AB.jpg,101713409,/m/02yvnt,nr96018634,,0000 0000 7861 8100,,,119260549,,,,,,,,,,,,,,,,,,,,,
anna-dudkiewicz,Anna Dudkiewicz,Anna Dudkiewicz,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo piotrkowskie 5,5-1,,Q9155119,,,Anna Dudkiewicz,,female,,Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zbigniew-gorzelańczyk,Zbigniew Gorzelańczyk,Zbigniew Gorzelańczyk,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa zielonogórskie i leszczyńskie 14,14-1,,Q9387897,,,Zbigniew Gorzelańczyk,,male,1944-07-31,Zbigniew,,,,,,,,,,,,,,,,1996-02-06,,,,,,,,,,,,,,
adam-halber,Adam Halber,Adam Halber,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q9139640,,,Adam Halber,Adam Halber,male,1948-11-07,Adam,,,,,,,,,,,,,,,,2015-02-25,,,,,,,,,,,,,,
kazimierz-iwaniec,Kazimierz Iwaniec,Kazimierz Iwaniec,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q11737932,,,Kazimierz Iwaniec,,male,1936-03-26,Kazimierz,,,,,,,,,,,,,,,,1995-12-22,,,,,,,,,,,,,,
tadeusz-iwiński,Tadeusz Iwiński,Tadeusz Iwiński,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa olsztyńskie i elbląskie 23,23-1,,Q376871,,,Tadeusz Iwiński,Tadeusz Iwiński,male,1944-10-28,Tadeusz,https://upload.wikimedia.org/wikipedia/commons/2/2b/Tadeusz_Iwiński_Sejm_2014.JPG,166518756,/m/0f6smb,,23764,,,,,,,,,,,,,,,,,,,,,,,,,
jerzy-jankowski-(poseł),Jerzy Jankowski,Jerzy Jankowski (poseł),1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q11724742,,,Jerzy Jankowski (poseł),,male,,Jerzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zbigniew-janowski,Zbigniew Janowski,Zbigniew Janowski,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q9387957,,,Zbigniew Janowski,,male,,Zbigniew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerzy-jaskiernia,Jerzy Jaskiernia,Jerzy Jaskiernia,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa rzeszowskie i tarnobrzeskie 29,29-1,,Q11724754,,,Jerzy Jaskiernia,Jerzy Jaskiernia,male,,Jerzy,,,,,23765,,,,104383544X,,,,,,,,,,,,,,,,,,,,,
waldemar-jędryka,Waldemar Jędryka,Waldemar Jędryka,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa koszalińskie i słupskie,,,Q9370170,,,Waldemar Jędryka,,male,,Waldemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-jędrzejczak,Tadeusz Jędrzejczak,Tadeusz Jędrzejczak,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa gorzowskie i pilskie 19,19-1,,Q9354368,,,Tadeusz Jędrzejczak,,male,,Tadeusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiesław-kaczmarek,Wiesław Kaczmarek,Wiesław Kaczmarek,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo warszawskie 2,2-1,,Q11837766,,,Wiesław Kaczmarek,,male,,Wiesław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
józef-kaleta,Józef Kaleta,Józef Kaleta,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo wrocławskie 11,11-1,,Q11730472,,,Józef Kaleta,Józef Kaleta,male,1925-02-28,Józef,,,,,,,,,,,,,,,,2007-06-16,,,,,,,,,,,,,,
zbigniew-kaniewski,Zbigniew Kaniewski,Zbigniew Kaniewski,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo łódzkie 4,4-1,,Q9388001,,,Zbigniew Kaniewski,,male,,Zbigniew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marian-kozłowski-(zootechnik),Marian Kozłowski,Marian Kozłowski (zootechnik),1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa olsztyńskie i elbląskie 23,23-1,,Q11769512,,,Marian Kozłowski (zootechnik),Marian Kozłowski,male,1936-11-29,Marian,https://upload.wikimedia.org/wikipedia/commons/9/95/Marian_Kozłowski.jpg,,,,,,,,,,,,,,,2014-12-18,,,,,,,,,,,,,,
aleksander-krawczuk,Aleksander Krawczuk,Aleksander Krawczuk,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo krakowskie 33,33-1,,Q633807,,,Aleksander Krawczuk,Aleksander Krawczuk,male,1922-06-07,Alexander,https://upload.wikimedia.org/wikipedia/commons/e/ef/Aleksander_Krawczuk.jpg,2487263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aleksander-kwaśniewski,Aleksander Kwaśniewski,Aleksander Kwaśniewski,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo warszawskie 1,1-1,,Q55758,,,Aleksander Kwaśniewski,Aleksander Kwaśniewski,male,1954-11-15,Alexander,https://upload.wikimedia.org/wikipedia/commons/a/ad/Aleksander_kwasniewski_konferencja.jpg,79430209,/m/013b7z,n97006719,,0000 0000 7863 5154,,,119558009,,,,,,19583.0,,,,,,,jn20030314001,,,,,,,,
krystyna-Łybacka,Krystyna Łybacka,Krystyna Łybacka,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo poznańskie 18,18-1,,Q276161,,,Krystyna Łybacka,Krystyna Łybacka,female,1946-02-10,Krystyna,https://upload.wikimedia.org/wikipedia/commons/1/11/Krystyna_Łybacka_Piotr_Bauć_02.jpg,162026053,/m/034myx,,124883,,,,,,,,,,,,,,,,,,,,,,,,,
wit-majewski,Wit Majewski,Wit Majewski,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q9375475,,,Wit Majewski,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maciej-manicki,Maciej Manicki,Maciej Manicki,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q11765490,,,Maciej Manicki,,male,,Maciej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wacław-martyniuk,Wacław Martyniuk,Wacław Martyniuk,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo katowickie 37,37-1,,Q125349,,,Wacław Martyniuk,Wacław Martyniuk,male,1949-11-10,Wacław,,,/m/0f6vp1,,,,,,,,,,,,,,,,,,,,,,,,,,,
marek-mazurkiewicz,Marek Mazurkiewicz,Marek Mazurkiewicz,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo wrocławskie 11,11-1,,Q11768309,,,Marek Mazurkiewicz,,male,,Marek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leszek-miller,Leszek Miller,Leszek Miller,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo łódzkie 4,4-1,,Q55782,,,Leszek Miller,Leszek Miller,male,1946-07-03,Leszek,https://upload.wikimedia.org/wikipedia/commons/1/1a/Leszek_Miller_2002.jpg,6743254,/m/04nws,n2001088944,,0000 0001 1510 7650,167226284,,124259081,,,,,Miller,9482,,,,,,,,n01053379,,,,,,,
piotr-mochnaczewski,Piotr Mochnaczewski,Piotr Mochnaczewski,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q11817834,,,Piotr Mochnaczewski,Piotr Mochnaczewski,male,1965-10-28,Piotr,,167014955,,,,0000 0001 1415 5300,,,,,,,,,,,,,,,,,n2005012379,A20354885,,,,,,
irena-nowacka,Irena Nowacka,Irena Nowacka,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa konińskie i sieradzkie 6,6-1,,Q11713809,,,Irena Nowacka,,female,1950-09-08,Irena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kazimierz-nowak-(polityk),Kazimierz Nowak,Kazimierz Nowak (polityk),1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa toruńskie i włocławskie 16,16-1,,Q11738172,,,Kazimierz Nowak (polityk),,male,1952-01-16,Kazimierz,,,,,,,,,,,,,,,,1998-08-15,,,,,,,,,,,,,,
józef-oleksy,Józef Oleksy,Józef Oleksy,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa siedleckie i bialskopodlaskie 26,26-1,,Q55924,,,Józef Oleksy,Józef Oleksy,male,1946-06-22,Józef,https://upload.wikimedia.org/wikipedia/commons/c/cd/JKRUK_20090524_JÓZEF_OLEKSY_BUSKO_IMG_7314.jpg,101956021,/m/02zblg,n97015035,,0000 0001 1468 7809,,http://jozef-oleksy.blog.onet.pl,11955013X,,,,,,,2015-01-09,,,,,,,n97060835,,,,,,,
longin-pastusiak,Longin Pastusiak,Longin Pastusiak,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo gdańskie 22,22-1,,Q208929,,,Longin Pastusiak,Longin Pastusiak,male,1935-08-22,Longin,https://upload.wikimedia.org/wikipedia/commons/4/44/Longin_Pastusiak_Obchody_XX-lecia_odrodzonego_Senatu.JPG,59502713,/m/04dcc7,n80109093,,0000 0000 8139 1584,12458621q,,131483013,95320776.0,,,,,,,,,,,,kup19980000074400,n94001544,,,,,,,
jacek-piechota,Jacek Piechota,Jacek Piechota,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo szczecińskie 20,20-1,,Q6110624,,,Jacek Piechota,Jacek Piechota,male,1959-04-28,Jacek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
józef-jerzy-pilarczyk,Józef Pilarczyk,Józef Jerzy Pilarczyk,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo opolskie 10,10-1,,Q11730439,,,Józef Jerzy Pilarczyk,,male,,Józef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wojciech-saletra,Wojciech Saletra,Wojciech Saletra,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo kieleckie 8,8-1,,Q9376829,,,Wojciech Saletra,,male,,Wojciech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ireneusz-sekuła,Ireneusz Sekuła,Ireneusz Sekuła,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo katowickie 35,35-1,,Q11713957,,,Ireneusz Sekuła,Ireneusz Sekuła,male,1943-01-22,Ireneus,,166352508,,,,0000 0001 1379 9518,,,,,,,,,,2000-04-29,,,,,,,n00094739,,,,,,,
zbigniew-siemiątkowski,Zbigniew Siemiątkowski,Zbigniew Siemiątkowski,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,"Województwa ciechanowskie, ostrołęckie i łomżyńskie 24",24-1,,Q168174,,,Zbigniew Siemiątkowski,Zbigniew Siemiątkowski,male,1957-10-08,Zbigniew,,108052768,,no2010041199,,,,,,,,,,,,,,,,,,,,,,,,,,
izabella-sierakowska,Izabella Sierakowska,Izabella Sierakowska,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo lubelskie 28,28-1,,Q527874,,,Izabella Sierakowska,Izabella Sierakowska,female,1946-09-22,Izabella,https://upload.wikimedia.org/wikipedia/commons/d/d6/I_sierakowska2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marek-siwiec,Marek Siwiec,Marek Siwiec,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolskaWojewództwo kaliskie,,,Q604616,,,Marek Siwiec,Marek Siwiec,male,1955-02-13,Marek,https://upload.wikimedia.org/wikipedia/commons/5/5e/Marek_Siwiec_(Martin_Rulsch)_1.jpg,163731318,/m/05y79t,no2010034630,28380,,,http://www.mareksiwiec.pl,,,,,,,,,,,,,,,,,,,,,,
zbigniew-sobotka,Zbigniew Sobotka,Zbigniew Sobotka,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q9388306,,,Zbigniew Sobotka,,male,,Zbigniew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wanda-sokołowska,Wanda Sokołowska,Wanda Sokołowska,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa płockie i skierniewickie 3,3-1,,Q9370837,,,Wanda Sokołowska,,female,1940-10-23,Wanda,,,,,,,,,,,,,,,,1994-10-07,,,,,,,,,,,,,,
ewa-spychalska,Ewa Spychalska,Ewa Spychalska,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo bielskie 34,34-1,,Q9256854,,,Ewa Spychalska,,female,,Ewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-szarawarski,Andrzej Szarawarski,Andrzej Szarawarski,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo katowickie 35,35-1,,Q9153696,,,Andrzej Szarawarski,,male,,Andrzej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerzy-szmajdziński,Jerzy Szmajdziński,Jerzy Szmajdziński,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa jeleniogórskie i legnickie 13,13-1,,Q467761,,,Jerzy Szmajdziński,Jerzy Szmajdziński,male,1952-04-09,Jerzy,https://upload.wikimedia.org/wikipedia/commons/5/51/Jerzy_Szmajdzinski.jpg,250802418,/m/0311gs,,,,,,,,,,,,,2010-04-10,,,,,,,,,,,,,,
czesław-Śleziak,Czesław Śleziak,Czesław Śleziak,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo katowickie 36,36-1,,Q11692294,,,Czesław Śleziak,,male,,Czesław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zdzisław-tuszyński,Zdzisław Tuszyński,Zdzisław Tuszyński,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q9389884,,,Zdzisław Tuszyński,,male,1938-08-15,Zdzisław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
