id,name__bg,name__pl,name__uk,name__en,name__fr,name,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__pl,wikipedia__uk,gender,birth_date,given_name,name__mk,name__nl,wikipedia__en,wikipedia__mk,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__SUDOC,name__lb,name__zh,name__he,name__ko,name__es,name__oc,name__ie,name__yo,name__hu,name__it,name__gl,name__et,name__de,name__ja,name__el,name__sv,name__pt,name__eo,name__ru,name__sr,name__tr,name__ro,name__fi,name__la,name__cs,name__io,name__az,name__hr,name__nb,name__ml,name__pt_br,name__ar,name__sh,name__ca,name__de_ch,name__en_ca,name__en_gb,name__pam,name__cy,name__fa,name__ku,name__da,name__nn,name__vi,name__be,name__id,name__bs,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eowikiquote,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__ku,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__trwikiquote,wikipedia__vi,wikipedia__yo,wikipedia__zh,image,identifier__LCAuth,identifier__freebase,identifier__NKC,identifier__Munzinger,identifier__parlement,twitter,name__sk,name__sr_el,name__sr_ec,name__sl,wikipedia__dewikiquote,wikipedia__sk,wikipedia__sl,identifier__EuroparlMEP,facebook,identifier__BNF,death_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__se,name__be_tarask,name__lt,name__sq,wikipedia__be_x_old,wikipedia__da,wikipedia__lt,wikipedia__nn,wikipedia__se,wikipedia__sq,name__kk,wikipedia__kk,identifier__IMDB,name__mn,wikipedia__mn,identifier__NTA,family_name,wikipedia__ukwikiquote,name__is,wikipedia__is,name__mg,wikipedia__mg,name__sco,wikipedia__sco,name__lv,name__cu,name__ka,name__hy,wikipedia__bs,wikipedia__cu,wikipedia__hy,wikipedia__ka,wikipedia__lv,identifier__NNDB,name__gd,name__br,name__ast,name__mr,name__qu,name__uz,wikipedia__ast,wikipedia__br,wikipedia__gd,wikipedia__mr,wikipedia__qu,wikipedia__uz,name__ms,name__bn,name__ckb,name__te,wikipedia__bn,wikipedia__ckb,wikipedia__ms,identifier__IIAF,website,original_wikiname,identifier__FAST,identifier__OLID,last_seen,identifier__PACE,wikipedia__hsb,name__hsb,identifier__Britannica,wikipedia__fawikiquote,name__bar,occupation,identifier__nlg,identifier__NLI,identifier__NUKAT,identifier__NLP,name__tt,wikipedia__frwikinews,wikipedia__arwikinews,identifier__google_plus,identifier__quora,identifier__ioc_athlete,wikipedia__eu,name__eu,identifier__google_knowledge,name__an,name__ang,name__th,name__nds,name__os,wikipedia__ang,wikipedia__an,wikipedia__nds,wikipedia__os,wikipedia__plwikiquote,wikipedia__th,identifier__bigenc_ru,identifier__whoswho_france,name__ur,identifier__SELIBR,identifier__GNC,identifier__CiNii,identifier__BIBSYS,identifier__NLA,identifier__NSK,identifier__ne_se,wikipedia__bgwikisource,pseudonym,identifier__persee,name__fy,wikipedia__fy,identifier__CERL,identifier__kinopoisk,identifier__allmovie,identifier__PORT,wikipedia__enwikisource,identifier__BAV,identifier__SFDb,identifier__CSFD,identifier__DNF,identifier__snac,identifier__MusicBrainz,name__ba,wikipedia__ba,identifier__filmportal_de,name__rup,wikipedia__roa_rup,identifier__NDL,name__war,name__ky,name__azb,wikipedia__azb,wikipedia__eowikisource,wikipedia__frwikisource,wikipedia__hywikiquote,wikipedia__ky,wikipedia__plwikisource,wikipedia__ukwikisource,wikipedia__war,identifier__Gutenberg,identifier__N6I,identifier__NLAtrove,identifier__HDS,identifier__SBN_it,identifier__PTBNP,name__tg,wikipedia__tg,identifier__MGP,identifier__zbMATH,identifier__AlloCine,identifier__elonet,identifier__LNB,wikipedia__species,name__kl,identifier__wikitree,identifier__CONOR,wikipedia__pa,wikipedia__af,name__pa,name__af,identifier__discogs,identifier__GTAA,identifier__google_scholar,wikipedia__hi,noble_title,identifier__BNE,name__cv,wikipedia__cv
Q11792153,Николай Добрев,Nikołaj Dobrew,,Nikolay Dobrev,Nikolay Dobrev,Николай Добрев,Николай Добрев,,Nikołaj Dobrew,,male,1947-10-19,Nikolay,,,Nikolay Dobrev,,0000 0000 2248 1299,18099489,122211928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11816052,Петър Берон,Petyr Beron,Петар Берон,Petar Beron,Petʺr Beron,Петър Берон,Петър Берон (политик),Петър Берон (политик),Petyr Beron,,male,1940-03-14,Peter,,Petar Beron,Petar Beron (politician),,0000 0000 3768 5534,19797604,118656600,026723174,,,,,,,,,,,,,Petar Beron,,,,,,,,,,,,,,,,,,,,,,,,,,,پیتر بران,,,,,,,,,,,,,,,,,,,,,,پیتر بران (سیاستمدار),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d4/Peter-Kirilov-Beron-20101116.jpg,n87923160,,,,,,,,,,,,,,,12589756p,,,,,,,,,,,,,,,,,,,,,,,303222654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Петър Берон (политик),204122,,,,,,,,,zoologist,,002215208,n2012167379,A23464227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Beron,,,,,,,,,,,,,,,
Q11832497,Пламен Орешарски,Płamen Oreszarski,Пламен Орешарські,Plamen Oresharski,Plamen Orecharski,Пламен Орешарски,Пламен Орешарски,Пламен Орешарски,Płamen Oreszarski,Пламен Орешарські,male,1960-02-21,Plamen,,Plamen Oresharski,Plamen Oresharski,,0000 0000 3225 5877,78040281,107412989X,,Plamen Orescharski,普拉门·奥雷沙尔斯基,פלמן אורשרסקי,플라멘 오레샤르스키,Plamen Oresharski,,,,,Plamen Oresharski,,Plamen Orešarski,Plamen Orescharski,プラメン・オレシャルスキ,Πλάμεν Ορεσάρσκι,Plamen Oresharski,Plamen Oresharski,,"Орешарски, Пламен",Пламен Орешарски,Plamen Oresharski,Plamen Oreșarski,Plamen Oresharski,Plamen Oresharski,Plamen Orešarski,Plamen Oresharski,,,Plamen Oresjarski,പ്ലാമൻ ഓറെഷാസ്കി,,,,,Plamen Orescharski,Plamen Oresharski,Plamen Oresharski,,,پلامن اورشارسکی,,,Plamen Oresjarski,,,,,,,,,Category:Plamen Oresharski,Plamen Orešarski,,Plamen Orescharski,Πλάμεν Ορεσάρσκι,,,,Plamen Oresharski,Plamen Orešarski,پلامن اورشارسکی,Plamen Orešarski,Plamen Orecharski,,פלמן אורשרסקי,,,,,Plamen Oresharski,Plamen Orešarski,,,플라멘 오레샤르스키,,Plamen Orešarski,Plamen Orescharski,പ്ലാമൻ ഓറെഷാസ്കി,Plamen Oresjarski,Plamen Oresjarski,,,Plamen Oresharski,Plamen Oreșarski,"Орешарский, Пламен",,,Plamen Oresharski,Пламен Орешарски,Plamen Oresjarski,Plamen Oreşarski,,,,普拉门·奥雷沙尔斯基,https://upload.wikimedia.org/wikipedia/commons/3/34/Plamen_Oresharski.jpg,n96016222,/m/0vpk4qt,,,vjbnijuaqvoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Пламен Орешарски,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q119989,Димитър Пешев,,Дімітар Пешев,Dimitar Peshev,Dimitar Pechev,Димитър Пешев,Димитър Пешев,,,Димитар Пешев,male,1894-06-25,Dimitar,,Dimitar Peshev,Dimitar Peshev,,0000 0001 1964 1295,98115464,121063798,05914825X,,,דימיטר פשב,,Dimitar Peshev,,,,Dimitar Peshev,Dimităr Pešev,,,Dimitar Peschew,ディミタール・ペシェフ,,Dimitar Peshev,,,"Пешев, Димитр Иосифов",,,,,Demetrius Pešev,Dimitar Pešev,,,,Dimităr Pesjev,,,,,,,,,,,,,,Dimităr Pesjev,,,,,,,,,Category:Dimitar Peshev,Dimitar Pešev,,Dimitar Peschew,,,,,Dimitar Peshev,,,,Dimitar Pechev,,דימיטר פשב,,,,,,Dimităr Pešev,,,,,Demetrius Pešev,,,,,,,,,"Пешев, Димитр",,,,,Dimităr Pesjev,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/16/Dimitar_Peshev_2.jpg,no98094617,/m/08_6bb,,,,,,,,,,,,,,144401057,1973-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428721,,,,,,,,,politician,,,n2007121128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1200924,Десислав Чуколов,Desisław Czukołow,,Desislav Chukolov,Desislav Chukolov,Десислав Чуколов,Десислав Чуколов,,Desisław Czukołow,,male,1974-12-22,Desislav,,Desislav Chukolov,Desislav Chukolov,,,,,,,,,,Desislav Chukolov,,,,Desislav Chukolov,,,,Dessislaw Tschukolow,,,,,,,,,Desislav Ciukolov,,,,,,,Desislav Tsjukolov,,,,,,,,,,,,,,Desislav Tsjukolov,,,,,,,,,,,,Dessislaw Tschukolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desislav Ciukolov,,,,,,,,,,,,,,/m/02vr70h,,,,,Desislav Čukolov,,,,,Desislav Čukolov,,38603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Десислав Чуколов,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1225836,Димитър Стоянов,Dimityr Stojanow,,Dimitar Stoyanov,Dimitar Stoyanov,Димитър Стоянов,Димитър Стоянов (политик),Димитър Стоянов,Dimityr Stojanow,,male,1983-05-17,Dimitar,,Dimitar Stojanov,Dimitar Stoyanov (politician),,,,,,,,,,Dimitar Stoyanov,,,,Dimitar Stoyanov,,,,Dimitar Kinow Stojanow,,,,,,,,,Dimităr Stoianov,,Demetrius Stojanov,Dimitar Stojanov,,,,Dimităr Stojanov,,,,,,,,,,,,,,Dimităr Stojanov,,,,,,,,,Category:Dimitar Stoyanov,Dimitar Stojanov,,Dimitar Kinow Stojanow,,,,,,,,,Dimitar Stoyanov,,,,,,,,,,,,,Demetrius Stojanov,,,Dimitar Stojanov,,,,,Dimităr Stoianov (politician),,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/83/Dimitar_Stoyanov_(Martin_Rulsch)_4.jpg,,/m/0278dkb,,,,,,,,,,,,34254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Димитър Стоянов (политик),,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1225847,Димитър Георгиев Стефанов,,Димитар Стефанов,Dimitar Stefanow,,Димитър Георгиев Стефанов,Димитър Георгиев Стефанов,,,Димитар Стефанов,male,1872-08-15,,Димитар Стефанов,Dimitar Stefanow,,Димитар Стефанов,,,,,,,,,,,,,,,,,Dimitar Stefanow,,,,,,,,,,,,,,,,Dimităr Georgiev Stefanov,,,,,,,,,,,,,,Dimităr Georgiev Stefanov,,,,,,,,,Category:Dimitar Stefanov,,,Dimitar Stefanow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/85/Dimitar_Stefanov.jpg,,,,,,,,,,,,,,,,,1940-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4613,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1225859,Димитър Талев,Dimityr Talew,Димитр Талев,Dimitar Talev,Dimitar Talev,Димитър Талев,Димитър Талев,Димитър Талев,Dimityr Talew,Димитр Талев,male,1898-09-01,Dimitri,Димитар Талев,Dimitar Talev,Dimitar Talev,Димитар Талев,0000 0001 2125 5270,27867803,118801236,035104902,,,,,Dimitar Talev,,,,,,,,Dimitar Talew,,,,,,"Талев, Димитр",,,,,,,,,Dimitar Talev,Dimităr Talev,,,,,,,,,,,,,,Dimităr Talev,,,,,,,,,,,,Dimitar Talew,,,,,,,,,Dimitar Talev,,,Dimitar Talev,,,,,,,,,,,,,,,,,,,"Талев, Димитр",,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/40/Dimitar-Talev-closeup-1.jpg,n82119242,/m/0dvhvt,,,,,,,,,,,,,,13167312h,1966-10-20,,,,,,,,,,,,,,,,,,,,,,071349022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98433,,,,,,,,,writer,,,n02020153,A21026798,,,,,,,,,,,,,,,,,,,,,,,,95881,,,98004651,,,,,,,,,,,,,,,,,,,,,,,Dimitri Talev,Dimitri Talev,00458281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12271226,Адриана Брънчева,,,,,Адриана Брънчева,Адриана Брънчева,,,,female,1972-09-20,Adriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Адриана Брънчева,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12271373,Алеко Кюркчиев,,,,,Алеко Кюркчиев,Алеко Кюркчиев,,,,male,1960-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Алеко Кюркчиев,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12271426,Александър Василев,,,,,Александър Василев,Александър Василев (кмет),,,,male,1869-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12271527,Александър Ненков,,,,,Александър Ненков,Александър Ненков,,,,male,1983-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Александър Ненков,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12271573,Александър Стойков,,,,,Александър Стойков,Александър Стойков,,,,male,1965-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Александър Стойков,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12271761,Анастас Анастасов,,,,,Анастас Анастасов,Анастас Анастасов,,,,male,1965-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Анастас Анастасов,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12271818,Анатолий Йорданов,,,,,Анатолий Йорданов,Анатолий Йорданов,,,,male,1955-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Анатолий Йорданов,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12271851,Ангел Даскалов,,,,,Ангел Даскалов,Ангел Даскалов (политик),,,,male,1968-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ангел Даскалов (политик),,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12271858,Ангел Димитров,,,Angel Dimitrov,,Ангел Димитров,Ангел Димитров (политик),,,,male,1927-01-01,,,Angel Dimitrov,Angel Dimitrov,,,266557375,121868796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-08,,,,,,,,,,,,,,,,,,,,,,,Dimitrov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12271885,Ангел Найденов,,,Angel Naydenov,Anguel Naïdenov,Ангел Найденов,Ангел Найденов,,,,male,1958-09-28,Angel,,Angel Naydenov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anguel Naïdenov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naydenov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ангел Найденов,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12272015,Андрей Пантев,,,Andrey Pantev,Andrey Pantev,Андрей Пантев,Андрей Пантев,Андрей Пантев,,,male,1939-03-26,Andrei,,,,,0000 0001 0953 471X,9990362,121796795,059714018,,,,,,,,,,,,,,,,,,,"Пантев, Андрей Лазаров",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Пантев, Андрей",,,,,,,,,,,,n81144675,,,,,,,,,,,,,,,13203336g,,,,,,,,,,,,,,,,,,,,,,,18604058X,,,,,,,,,,,,Անդրեյ Պանտև,,,Անդրեյ Պանտև,,,,,,,,,,,,,,,,,,,,,,,,,Андрей Пантев,83786,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12272323,Ариф Агуш,,,,,Ариф Агуш,Ариф Агуш,,,,male,1953-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ариф Агуш,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12272406,Асен Агов,,,,,Асен Агов,Асен Агов,Асен Агов,,,male,1948-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/40/AssenAgov.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Асен Агов,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12272419,Асен Гагаузов,,,,,Асен Гагаузов,Асен Гагаузов,,,,male,1953-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Асен Гагаузов,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12272540,Атанас Атанасов,Atanas Atanasow,,Atanas Atanasow,,Атанас Атанасов,Атанас Атанасов (политик),Атанас Атанасов,Atanas Atanasow (polityk),,male,1959-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7f/Atanas_Atanasov_2011-06-19_portrait.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Атанас Атанасов (политик),,,,,,,,,,military officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12272601,Атанас Кожухаров,,,,,Атанас Кожухаров,Атанас Кожухаров,,,,male,1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12272662,Атанас Семов,,,,,Атанас Семов,Атанас Семов,,,,male,1970-03-23,,,,,,0000 0000 4702 5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Атанас Семов,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
