id,gender,date_of_birth,date_of_death,title,legal_name,national_identity,family_name,given_name,additional_name,honorific_prefix,honorific_suffix,email,image,image_source,summary,biography
498,Male,1952-00-00,"","",Umaru Tanko Al-Makura,"","","","","","","",http://www.shineyoureye.org/media_root/images/tanko-al-Makura.jpg,http://thenewsnigeria.com.ng/wp-content/uploads/2014/07/tanko-al-Makura.jpg,"In 1980, when Al Makura became the youth leader of the National Party of Nigeria (NPN) in the old Plateau State. He was elected to the Constituency Assembly of 1988-89, representing Lafia- Obi Federal Constituency.

He served as State Secretary of the National Republican Convention (NRC) in Plateau State from 1990 to 1992. He was also a founding member of the People’s Democratic Party in Nasarawa State.

Al-Makura defected from the PDP after losing the primary elections for the Nasarawa Governor competition. Later, on April 26, 2011, Al Makura was elected as Governor of Nasarawa State on the platform of the Congress for Progressive Change (CPC)defeating the incumbent governor, Aliyu Akwe-Doma of the PDP.","Alhaji Umaru Tanko Al- Makura was born in 1952 in Lafia, Nasarawa State.

He served as an Assistant Producer at the Broadcasting Corporation of Northern Nigeria, before proceeding to Ahmadu Bello University in Zaria where he graduated with a Bachelor of Education Degree. He served in the National Youth Service Corps as a teacher at the Government College, Makurdi.

After his youth service year he incorporated Al -Makura Nigeria Limited, a company established to import and service agricultural and industrial machinery. Later, he ventured into real estate and property development as owner and chairman of Ta’al Nigeria Limited, with property in Abuja, Lagos, Kano and Washington DC, United States. He owns the Ta’al Lake Resort, Abuja and Ta’al conference Hotel, Lafia."
521,Male,1955-11-12,"","",Mu'azu Babangida Aliyu,"","","","","","","",http://www.shineyoureye.org/media_root/images/muazu-babangida-aliyu-1.jpg,http://www.muazubabangidaaliyu.ng/wp-content/uploads/2013/10/muazu-babangida-aliyu-1.jpg,"In 2007, Dr. Mu’azu Babangida Aliyu, having reached the apex of the public service career, went into politics and was elected Governor of Niger State under the platform of Peoples Democratic Party (PDP) and assumed office in May 2007.

The position of the Chairman, Northern Governors’ Forum was unanimously conceded to him by the other 18 Governors for a tenure of two years. Dr. Mu’azu Babangida Aliyu was re-elected to another four-year term under the PDP.","Mu’azu Babangida Aliyu was born in Minna in Niger State on November 12, 1955. He attended Central Primary School, Kuta, Minna and Sultan Primary School, Sokoto, between 1963 and 1969 before proceeding to the College of Arts and Arabic Studies, Sokoto, where he obtained the Teachers’ Grade Two Certificate in 1974. Three years later, he obtained the Nigeria Certificate in Education (NCE) from the College of Education in Sokoto. In 1977 he served in the National Youth Service Corps at Jubril Martins Memorial Grammar School, Iponri-Lagos and returned home in 1978 to teach at Government Teachers’ College, Minna.

He also went to Bayero University, Kano where he obtained a Bachelor of Arts Degree in Education with specialization in English Language in 1983. He then proceeded to the University of Pittsburgh, Pennsylvania, United States of America in 1985 for his post-graduate studies in Public and International Affairs and graduated with PHD in 1989.

He joined the Federal Public Service as Acting Chief Political Affairs Officer in May 1990. Nine years later, Dr. Mu’azu Babangida Aliyu reached the apex of the public service career by his appointment as Federal Permanent Secretary.
"
523,Male,1958-01-25,"","",Ibikunle Amosun,"","","","","","","",http://www.shineyoureye.org/media_root/images/ibikunle-amosun.jpg,http://dailypost.ng/wp-content/uploads/2013/04/ibikunle-amosun.jpg,"In April 2003, Ibikunle Amosun was elected to the senatorial seat of Ogun Central Senatorial district. He was an unsuccessful candidate to become Governor of Ogun State in April 2007, running on the All Nigeria People’s Party (ANPP) platform.  He ran for Governor again on 2011, and this time with a was elected on the Action Congress of Nigeria (ACN) platform.","Amosun was born on 25 January 1958 to a Muslim family. He attended primary school at African Church Primary school in Abeokuta (1965–1970), and then African Church Grammar school, Abeokuta (1971–1977). He then went to Ogun State Polytechnic, graduating with a Higher National Diploma (HND) in 1983. Amosun gained an Associate membership of the Institute of Chartered Accountants of Nigeria (ICAN) in 1990. He became a fellow of the Institute in 1996. He also became an Associate member of the Chartered Institute of Taxation of Nigeria in 1998.

Amosun began his career as an audit trainee with Lanre Aremu & Co. (Chartered Accountants) 1984. Later he joined XtraEdge Consulting as a managing consultant. From 1990 he was Principal partner of Ibikunle Amosun & Co. (Chartered Accountants) in Lagos. Consequently, Amosun went to the University of Westminster in London, United Kingdom, where he acquired a Masters of Art in International Finance in 2000."
461,Male,1960-10-04,"","",YUSSUFF LASUN SULAIMON,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Yusuf_Lasun.jpg,http://www.channelstv.com/wp-content/uploads/2015/07/Yusuf-Lasun-deputy-speaker.jpg,"Target Achievement(s): To Add Value In The Above Named Areas Of Interest

Legistlative Interest(s): Water Resources, Education, Science & Technology

Awards & Honours: Oyo State Govt. Scholarship 1977 - 1979

",""
525,Male,2009-02-24,"",Dr.,Olusegun Mimiko,"","","","","","","",http://www.shineyoureye.org/media_root/images/mimiko.jpg,http://www.nativescoops.com/wp-content/uploads/2013/02/mimiko.jpg,"Having gained years of experience in politics and the health sector, Mimiko was appointed twice as Honourable Commissioner of Health in Ondo State. On November 7, 2002 Dr. Mimiko resigned his appointment as Ondo State Commissioner for Health, and on November 19, a fortnight later, he joined the gubernatorial race on the platform of the Alliance for Democracy (AD). He lost and joined the Peoples Democratic Party (PDP). After PDP’s election victory in 2003, he was appointed Secretary to the State Government.

On April 14, 2007, he eventually competed in gubernatorial elections on the platform of the Labour Party (LP), against the incumbent Olusegun Agagu and lost the contest in April 2007 according to the result released by the Independent Electoral Commission INEC. Mimiko contested this decision at the election tribunal and Agagu lost office on February 23, 2009 following an Appeal Court ruling which cited irregularities in the 2007 election, and was replaced by Mimiko as governor. Mimiko thus became the first member of the Labour Party to win gubernatorial office in Nigeria.

He was re-elected on October 20, 2012 enabling him to continue in office for a second term, making him the first Governor in Ondo State to win a second term election.","Mimiko was born on 3rd October, 1954 in Ondo town, where he also had his primary education. Following this he entered St. Joseph’s College, Ondo, in 1966 and graduated with his West African School Certificate in 1970. He went on to do his Higher School Certificate at Gboluji Grammar School, Ile-Oluji before gaining admission into Obafemi Awolowo University (then University of Ife) in 1972 to read medicine.  He graduated in 1980, after which he registered with the Nigerian Medical and Dental Council as a Medical Practitioner.

Dr. Mimiko for several years practised his profession in several establishments in his home state as well as in Rivers State, more specifically with the Nigeria Naval College (NNS Onura) in Onne, Port Harcourt between 1981 and 1982 before he went back home to join Ondo State Health Management Board before finally going into full-time private medical practice with the setting up of the MONA MEDICLINIC with headquarters in Ondo Town."
934,Male,"","","",AHMED ABU,"","","","","","","",http://www.shineyoureye.org/media_root/images/Ahmed_Abu_Edati....jpg,http://leadership.ng/wp-content/uploads/2015/08/Honourable-Ahmed-Abu-300x300.gif,"",""
522,Male,1949-12-16,"","",Abiola Ajimobi,"","","","","","","",http://www.shineyoureye.org/media_root/images/Abiola_ajimobi.jpg,http://saharareporters.com/sites/default/files/styles/normal_medium/public/Abiola_ajimobi.jpg?itok=ok7PbtIv,"In 2003, he voluntarily retired after 26 years of meritorious service in the Oil industry. He became a Senator of the Republic of Nigeria and was also a principal officer in the senate as the Deputy Minority leader of the Senate.
Senator Abiola Ajimobi contested and won the gubernatorial election of Oyo State under the platform of the Action Congress of Nigeria (ACN) and was sworn into office on May 2011.","Abiola Ajimobi was born to the renowned Ajimobi family of Ibadan on the 16th of December, 1949.

Abiola Adeyemi Ajimobi  had his elementary education at St. Patrick, Abebi, ICC Primary school, Aperin and later attended Lagelu Grammar School for his secondary education. Whilst in school, Abiola was very active in sports. He was the table tennis captain, football captain and games prefect. In athletics, he was the second fastest student and therefore manned 1st leg for relay races and second fastest in 100- and 200- meters races. As a result of his all-rounder nature, he was nicknamed ARCHIPELAGO. He completed his secondary school education in flying colours. He later proceeded to the United States of America where he attended the state University New York, in Buffalo, New York and the Governor’s State University, Park Forest, Illinois. He graduated with B.Sc (Honors) in Business Administration and Finance. He also obtained his Masters of Science (MBA) degree in Operations Research and Marketing. As a result of his academic credentials and excellent performance at the New York Insurance examinations, he was engaged as the 1st Nigerian state certified underwriter by Equitable Life Assurance Corporation, which was the 2nd largest Insurance Company in America.

Abiola Adeyemi Ajimobi returned to Nigeria in 1977 and joined the Management and Industrial Consulting firm as a Senior Consultant. He thereafter worked briefly with Modulor Group as the Finance and Admin Controller before joining Nestle Foods PLC as the Operations Controller and later as Marketing Controller. In 1979, Abiola Adeyemi Ajimobi joined the National Oil and Chemical Marketing Company as the Consumer Products Manager. He was the youngest Manager to occupy the position at that time.

His performance quickly earned him promotion to the levels of Divisional Manager and later Area Manager. Consequently, he was appointed the Lubricants Manager, the most important product portfolio of the company. Overtime, he became the managing Director/Chief Executive Officer of the National Oil and Chemical Marketing Company. 


"
526,Male,1944-03-13,"",Air Commodore,Jonathan David Jang,"","","","","","","",http://www.shineyoureye.org/media_root/images/GOV_Jonah-Jang.jpg,http://3.bp.blogspot.com/-tbLJ8QJKjkI/UoBa12y8ArI/AAAAAAAAB10/4eqGf9_e4DQ/s1600/GOV+Jonah-Jang.jpg,"In 1985, Jonathan David Jang became the Military Governor of Benue State (now Benue and Kogi States) under President Ibrahim Babangida. He was later posted to Gongola State (now Adamawa and Taraba states) as Governor.
Jonathan Jang became a pioneer member of the G18 that successfully metamorphosed into the largest political party in Africa (the Peoples’ Democratic Party (PDP). In April 2007, he was elected Governor of Plateau State and is today a Member of the Board of Trustees of the PDP.
","Jang was born on 13 March, 1944 in Du Local Government of Plateau State. He began his education at the Junior Primary School, Du in 1953 and proceeded to the Senior Primary School, Riyom in 1956. He attended Plateau Provincial Secondary School Kuru where he graduated in 1964.

He left Kuru for Kaduna and enlisted in the Nigeria Air Force (NAF) as OFFR Cadet in 1965, where he embarked on a Flying Training Course in Germany and subsequently the Nigerian Defense Academy (NDA) Kaduna. From 1975 to 1979, he completed the Junior and Senior Command and Staff courses at Ternhill in the United Kingdom and Kaduna respectively. On completion of these courses and satisfactory assessment in the Nigeria Air Force, he was moved to NAF Headquarters between 1981 and 1985. As a result of his operational and administrative experience he became the Commanding Officer Equipment Supply Wing and Commander, Equipment Supply Depot, Ikeja, Lagos.

In 1988 he was promoted to Air Commodore and functioned as Director of Supply at the Nigeria Air Force Headquarters, Ikeja, Lagos. He attended the Senior Executive Course at the Royal College of Defense Studies, London, United Kingdom in 1989 and returned to take up command appointment as Director of Works until he voluntarily retired in August 1990.

After retirement he ventured into self employment as Chairman Agro -Tech, Chairman LO-DONWET Mining Industry Nigeria Limited, and Chairman Jang Farms Nigeria Limited and had a brief stint with the Benue Cement Company as a Director between 1991 and 1992. In the year 2005 he became the Chairman Warri Refinery Petro Chemical Company, Warri."
527,Male,1965-05-27,"","",Rotimi Amaechi,"","","","","","","",http://www.shineyoureye.org/media_root/images/2-Duncan-OnoBello-602.jpg,http://onobello.com/images/2014/june/2-Duncan-OnoBello-602.jpg,"In University, when he served as the National President of the National Union of Rivers State Students (NURSS).  After graduating, he became actively involved in politics when he joined the National Republican Convention (NRC) and was elected Secretary of the party in Ikwerrre Local Government Area.  In recognition of his hard work, he was appointed the Special Assistant to the then Deputy Governor of Rivers State Dr. Peter Odili.

Under the platform of the Peoples Democratic Party (PDP) in 1999, he was elected to represent Ikwerre Consituency Rivers State House of Assembly where he became the Speaker of the house. In 2007, Amaechi contested and emerged the winner of the governorship election in Rivers State. He was re-elected in April 2011 and also elected as Chairman of the Nigeria Governors’ Forum in May, 2011.","
Rotimi Amaechi was born in Ubima, Ikwerre Local Government Area of Rivers State to the family of late Elder Fidelis Amaechi and Mrs Mary Amaechi. He was raised in Diobu, a densely populated neighbourhood in Port Harcourt, and had his early education at St Theresa's Primary School from 1970 to 1976. He earned his West African School Certificate in 1982 after attending Government Secondary School Okolobiri. Rotimi received a Bachelor of Arts degree (Honours) in English Studies and Literature from the University of Port Harcourt in 1987, where he was the President of the National Association of Rivers State Students (NURSS).

"
507,Male,1961-06-30,"","",Danbaba Suntai,"","","","","","","",http://www.shineyoureye.org/media_root/images/Gov-Danbaba-suntai.jpg,http://dailypost.ng/wp-content/uploads/2012/12/Gov-Danbaba-suntai.jpg,"In the run-up to the 2007 elections, Danladi Baido won the PDP gubernatorial primaries but was later disqualified.

Two months before the election the PDP national secretariat replaced Baido with Danbaba Suntai, who had not stood in the primaries. However, Baido lent his support to Suntai, and in April 2007 Suntai won election as Governor of Taraba State.

Suntai ran successfully for re-election on 26 April 2011.","Danbaba Danfulani Suntai was born on 30 June 1961 at Suntai Town in Bali Local Government Area of Taraba State. He attended Federal Government College, Kano (1975–1980) and the School of Basic Studies at Ahmadu Bello University, Zaria (1980–1981). He was admitted to Ahmadu Bello University where he read Pharmacy and graduated in 1984. He did his internship at Yola Specialist Hospital and his National Youth Service at the State Hospital, Ijaiye, Abeokuta, Ogun State (1985–1986). He then worked at the General Hospital, Ganye in old Gongola State until 1991.
In 2000, he became Chairman of Taraba State Investment and Properties Ltd. He was appointed Commissioner of the Ministry of Education (2000–2003), and worked at the Ministry of Health (2003–2005) before becoming Secretary to the Taraba State Government (2005–2007)."
508,Male,1956-09-15,"","",Ibrahim Geidam,"","","","","","","",http://www.shineyoureye.org/media_root/images/Gov.-Ibrahim-Geidam.jpg,http://www.thescoopng.com/wp-content/uploads/2013/09/Gov.-Ibrahim-Geidam.jpg,"From 1985 to 1987, he was appointed commissioner of youth and sports, and later commissioner for commerce and industries. Between 1977 and early 2007, he was Director, Final Accounts in the state Finance Ministry, and Permanent Secretary in various ministries.

In April 2007, Governor Gediam was elected Deputy to the late Governor Mamman Ali of Yobe State, on the platform of ANPP, and became Executive Governor on the 27th January, 2009 on the demise of Governor Mamman Ali. He was re-elected on 26th April, 2011 as Executive Governor of Yobe State.
","Governor Ibrahim Geidam CAN, CPA, was born on 15th September, 1956. He started his primary education at Yonusari Primary School between 1963 before proceeding to Borno Teachers College Maiduguri from 1974 – 1979 where he obtained the Teacher Grade II certificate.

His pursuit of further knowledge took him to Ahmadu Bello University (ABU) Zaria from 1981 to 1983 where he bagged a Diploma in Accountancy. He returned to ABU in 1987 for his degree programme, and obtained a Bachelor of Science in Accountancy in 1990, therefore earning him membership of certified Accountants of Nigeria (CPA)"
509,Male,1969-01-01,"","",Abdul-Aziz Yari Abubakar,"","","","","","","",http://www.shineyoureye.org/media_root/images/abdulaziz_yari_abubakar.jpg,http://www.mydailynewswatchng.com/wp-content/uploads/2013/06/abdulaziz_yari_abubakar.jpg,"In 1999, Abubakar was elected to represent Talata Mafara/Anka Federal Constituency in the House of Representatives. He was also Zamfara State Chairman of the All Nigeria Peoples Party (ANPP) and a member of the cabinet of former Governor Ahmed Sani Yerima.

When Zamfara State Governor Mahammud Shinkafi defected to the Peoples Democratic Party (PDP) in January 2009, taking the ANPP’s state executive committee with him, the ANPP’s National Headquarters in Abuja was forced to create a caretaker committee headed by Abubakar. The committee’s tenure was repeatedly extended. 

Running on the platform of the All Nigeria Peoples Party (ANPP,)Abubakar was elected Governor of Zamfara State in the April 26th, 2011 elections.",""
528,Male,1953-03-01,"","",Aliyu Magatakarda Wamakko,"","","","","","","",http://www.shineyoureye.org/media_root/images/wammako1.jpg,http://nggovernorsforum.com/wp-content/uploads/2012/11/wammako1.jpg,"Aliyu Wamakko ran successfully for Governor of Sokoto State in April 2007 on the Peoples Democratic Party (PDP) platform, and assumed office on 29 May 2007. Following an appeal, his election was annulled in April 2008 on the basis that he had still been a member of the All Nigeria Peoples Party (ANPP) when he won the PDP nomination. Abdullahi Balarabe Salame was appointed Acting Governor (11 April - 28 May 2008) while a re-run was arranged. Wamakko regained his seat in the May, 2008 re-run.","Aliyu Wamakko of Sokoto State was born on 1 March 1953 in Wamakko, Sokoto State. He spent five years (1968-1972) at the Sokoto Teachers’ College. After graduation, he worked as a teacher from 1973-1977 before being admitted to the University of Pittsburgh in the United States. He graduated with a B.Sc. in August 1980. Returning to Nigeria, he taught at Sokoto Teachers College.
"
1,male,1955-03-01,"","",ABARIBE ENYINNAYA HARCOURT,"","","","","","","",http://www.shineyoureye.org/media_root/images/NigeriaDecides-Governors.jpg,https://drive.google.com/?tab=mo&authuser=0#folders/0B805HOBcl_89WUNuNUNXNl9QcTQ,"
He was elected to represent Abia South Senatorial District in 2007. He became Abia State's deputy governor in 1999 and left office in controversial circumstances. He contested the state's governorship election in 2003 on the ticket of All Nigeria Peoples Party (ANPP) but lost. In 2007, he contested for a seat in the Senate and won on a PDP ticket.

Target Achievement(s): Deepening Democracy Through Strengthening the Legislative arm of Government and Ensuring effective Representation Of My Constituency.

Legistlative Interest(s): Public Finance, Education Human Rights,Minorities,constitutional amendment.

Awards & Honours: Nnadiohanma Ngwa and 23 Other titles from across Nigeria

",""
1,male,1955-03-01,"","",ABARIBE ENYINNAYA HARCOURT,"","","","","","","",http://www.shineyoureye.org/media_root/images/shine-your-eye_1.jpg,https://www.facebook.com/enoughaenougha/photos/a.287304607962481.90497.143545969005013/1020893931270208/?type=1&theater,"
He was elected to represent Abia South Senatorial District in 2007. He became Abia State's deputy governor in 1999 and left office in controversial circumstances. He contested the state's governorship election in 2003 on the ticket of All Nigeria Peoples Party (ANPP) but lost. In 2007, he contested for a seat in the Senate and won on a PDP ticket.

Target Achievement(s): Deepening Democracy Through Strengthening the Legislative arm of Government and Ensuring effective Representation Of My Constituency.

Legistlative Interest(s): Public Finance, Education Human Rights,Minorities,constitutional amendment.

Awards & Honours: Nnadiohanma Ngwa and 23 Other titles from across Nigeria

",""
558,Male,1974-01-01,"",Otunba,Dino Melaye,"","","","","","","",http://www.shineyoureye.org/media_root/images/Dino_Melaye.jpeg,https://pbs.twimg.com/profile_images/534347679288274944/ad--Mg7U.jpeg,"",""
561,Male,1960-07-22,"","",Ahmed Sani Yerima,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Sani_Yerima.jpg,https://destinationnigeria.files.wordpress.com/2013/03/s109.jpg,"",""
562,Male,1960-09-16,"","",Kabir Garba Marafa,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Kabir_Marafa.jpg,http://apc.com.ng/media/k2/items/cache/eebad02b9c5415f9ba153e4096437663_M.jpg,"",""
563,Male,"","","",Shehu Sani,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Shehu_Sani.jpeg,https://pbs.twimg.com/profile_images/490180383666102273/Y9frKgeZ_400x400.jpeg,"",""
565,Male,"","","",David Umaru,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_David_Umaru.jpg,http://leadership.ng/wp-content/uploads/2014/07/David_Umaru-300x225.jpg,"",""
89,Male,1962-12-19,"","",SARAKI ABUBAKAR BUKOLA,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Bukola_Saraki_Senate_President.jpg,http://static.pulse.ng/img/incoming/crop3863082/5575105794-chorizontal-w980-h640/Saraki.jpg,"Legistlative Interest(s): Enviroment, Finance, Health, Agriculture

Awards & Honours: -  Thisday Newspapers Best Governor of the Year  2004
-  Kenneth Kaunda Foundation Best Governor in Africa  2006
-  Osun State Broad Cast Corporation Man of the Year  2006
-  Harvard Business School - Africa Club Award  2005
-  Nigerian Bar Association Award of Excellence  2010
-  Institute of Chartered Accountants Award of Excellence  2010
-  Compass Newspaper Outstanding Governor on Energy  2009

",""
566,Female,1958-00-00,"","",Biodun Christine Olujimi,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Biodun_Olujimi.jpg,http://2.bp.blogspot.com/-luIFVKVutr4/VPFaF75f7WI/AAAAAAAADfo/WPFBUm1Huro/s1600/biodun%2Bolujimi.jpg,"",""
419,Female,1960-09-21,"","",TINUBU OLUREMI,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Oluremi_Tinubu1.jpg,http://globalexcellenceonline.com/wp-content/uploads/2013/10/remi-tinubu.jpg,"Legistlative Interest(s): NA

",""
547,Male,"","","",Ben Murray Bruce,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Ben_Murray_Bruce.jpeg,http://www.bellanaija.com/wp-content/uploads/2015/05/Ben-Murray-Bruce.jpeg,"",""
536,Female,"","","",BINTA MASI GARBA,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Binta_Garba.jpg,http://chiquemagazine.com/wp-content/uploads/2015/06/Senator-Binta-Masi-Garba.jpg,"",""
567,Male,1960-01-01,"","",Mohammed Sani Zorro,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Sani_Zorro2.gif,http://thenationonlineng.net/new/wp-content/uploads/2015/04/Mallam-Sani-Zorro.gif,"",""
569,Male,"","","",Idu Emeka Obiajulu,"","","","","","","",http://www.shineyoureye.org/media_root/images/IjckLPl4.jpg,https://pbs.twimg.com/profile_images/585797801717723136/IjckLPl4.jpg,"",""
571,Male,1960-11-15,"","",Peter Ayodele Fayose,"","","","","","","",http://www.shineyoureye.org/media_root/images/Ekiti_-_Fayose_2.jpg,http://www.bellanaija.com/wp-content/uploads/2015/03/Ayo-Fayose.jpg,"",""
572,Male,1963-06-14,"","",Akinwunmi Ambode,"","","","","","","",http://www.shineyoureye.org/media_root/images/Ambode-Official.jpg,http://www.naijaloaded.com.ng/wp-content/uploads/2015/05/Ambode-Official-BN-700x918.jpg,"",""
573,Male,"","",Alhaji,Buruji Kashamu,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Buruji_Kashamu2.jpg,http://punch.cdn.ng/wp-content/uploads/2015/05/Mr.-Buruji-Kashamu-360x225.jpg,"",""
549,Male,"","","",Gershom Bassey,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Gershom_Bassey.png,http://newtelegraphonline.com/wp-content/uploads/2014/08/Gershom-Bassey.png,"",""
550,Male,"","","",Peter Nwaboshi,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Peter_Nwaoboshi.jpg,http://xclusive.ng/wp-content/uploads/2015/03/peter-nwaoboshi.jpg,"",""
551,Male,"","","",Ighoyota Amori,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Ighoyota_Amori.jpg,https://pbs.twimg.com/profile_images/1845600834/IMG-20120220-00005.jpg,"",""
554,Male,"","","",Francis Alimikhena,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Francis_Alimikhena.jpg,http://cdn.dailypost.ng/wp-content/uploads/2015/07/Francis-Alimikhena.jpg?a1f46c,"",""
555,Male,"","",Engineer,Clifford Ordia,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Clifford_Ordia.gif,http://leadership.ng/wp-content/uploads/2014/01/ordia-273x300.gif,"",""
556,Male,"","","",Mathew A. Urhoghide,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Matthew_Urhoghide2.jpg,http://punch.cdn.ng/wp-content/uploads/2014/10/Matthew-Urhoghide-360x394.jpg,"",""
535,Male,"","","",Mao Ohuabunwa,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Mao_Ohuabunwa.jpg,http://abiadreamteam.com/candidates/mao_arukwe.jpg,"",""
541,Female,"","","",Stella Oduah,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Stella_Oduah.jpg,http://usafricaonline.com/wp-content/uploads/2013/10/Stella_oduah_ogiemwonyi_9.jpg,"",""
552,Male,"","","",Samuel Egwu,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Samuel_Egwu.jpg,http://www.vanguardngr.com/wp-content/uploads/2015/02/sam.jpg,"",""
553,Male,"","","",Ogba Obinna,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Ogba_Joseph_Obinna2.jpg,http://www.gongnews.net/wp-content/uploads/2014/12/Obinna-Ogba%E2%80%A6scored-a-hattrick-to-defeat-a-sitting-governor-.jpg,"
As a football administrator and sitting FA chairman, he defeated Governor Martin Elechi of Ebonyi State to emerge the PDP candidate and went on to win the senate seat for Ebonyi Central zone.

",""
576,Male,"","","",Utazi Chukwuka Godfery,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-__Utazi_Chukwuka2.jpg,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xaf1/v/t1.0-1/p200x200/10929555_1616352411944174_5085152552869554651_n.jpg?oh=3cf85137f0b4e63c04dddb0d79880038&oe=5625333D&__gda__=1448675318_36ad9d26514c88a14192c70db7e208c0,"",""
577,Male,"","","",Achonu Nneji,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Achonu_Nneji.jpg,http://www.nairaland.com/attachments/2394387_fbimg1431028449622_jpegf25e5042b1f5f1d24f8715384ea270b9,"",""
578,Male,"","","",Samuel Anyanwu,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Samuel_Anyanwu.jpg,http://www.imostateblog.com/wp-content/uploads/2014/12/samdaddy.jpg,"",""
579,Female,"","","",Fatimat Raji-Rasaki,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-__Fatimat_Raji-Rasaki.jpg,https://pbs.twimg.com/media/CDsucsdWYAAS6vK.jpg:large,"",""
580,Male,"","","",Gbolahan Dada,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Gbolahan_Dada.jpeg,http://www.gbolahandada.com/wp-content/uploads/2015/03/image_3-250x250.jpeg,"","Prince (Dr) Gbolahan Dada (FNIM) was born into the prestigious royal family of the immediate past Olota of Ota HRM, Oba Timothy Talabi Dada.Despite his affluence background, Prince Gbolahan had his primary and secondary education here in Nigeria before he proceeded to England,where he obtained his first degree in Mass Communication and post graduate studies in Marketing Economics and Business Finance. A man of vision, dream and purpose whose family background does not affect his gritty determination and pursuance of goals, Prince Gbolahan Dada did not stop his education career on the foregoing, he also studied at Robert Gordon Institute of Technology Aberdeen Scotland where he studied Industrial Marketing.


Having spent several years in England with diverse experiences, he came back to Nigeria to join the family business and later set up his personal business. He ventured into journalism with few of his colleagues and established a newspaper called “Financial Standard” which rocked the street for about 10years before it finally bowed out of the market as a result of the banking reforms.


Prince Gbolahan Dada to the glory of God today is the CEO of the flourishing Joe –Han network marketing limited; a leading payment system solution provider as well as business process outsourcing company(BPO) for electronics and cash management services. He was one time a Director of Bank of America in 1993(later known as Savanna Bank Plc). He later became a Director of Afribank Nigeria plc from 1994 to 1998.


As the event of his life unfolds with good records, he pioneered the establishment of automated cash processing centers in partnership with G&D as technical partner for the then four(4) big commercial banks namely: First bank, Afribank, Union bank, and United bank for Africa. He was also a director of Afribank international ltd,(merchant bank)in 1995 and also the first past vice chairman of the governing council of bank directors association for payment settlement system (APASS). Prince Dada is the promoter, a major player and stakeholder in business processing, outsourcing for cheques and cash processing in Nigeria banking industry.
"
581,Male,"","","",Lanre Tejuosho,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-__Lanre_Tejuosho.jpg,http://thenewsnigeria.com.ng/wp-content/uploads/2015/01/Prince-Lanre-Tejuoso-e1421924975620.jpg,"",""
582,Male,"","",Chief,Donald Alasoadura,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Donald_Alasoadura.jpg,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xaf1/v/t1.0-1/c0.0.160.160/p160x160/10959446_1374229252891724_3138375923561751654_n.jpg?oh=9c0b5e74a323c9746326f1adc7609897&oe=561064B3&__gda__=1447953589_c2e91f4135f57671b8ac3f93e02ec20f,"",""
583,Male,"","",Pastor,Yele Omogunwa,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Yele_Omogunwa.jpg,https://akinduroliveissues.files.wordpress.com/2015/03/pastor-yele.jpg?w=331&h=466,"",""
584,Male,1955-01-15,"","",Isiaka Adeleke,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Isiaka_Adeleke.png,http://2.bp.blogspot.com/-Ai1k6K3yJdU/VRlUp_BOwZI/AAAAAAAAB0g/N61sRBI0Drw/s1600/adeleke.png,"",""
