id,name__it,name__fr,name__en,name__de,name,wikipedia__it,image,gender,birth_date,given_name,identifier__italian_cod,original_wikiname,wikipedia__itwikiquote,identifier__VIAF,identifier__SBN_it,name__nb,name__da,name__nn,name__sv,name__nl,family_name,name__pl,name__es,name__hu,wikipedia__en,wikipedia__fr,wikipedia__pl,identifier__freebase,identifier__openpolis,wikipedia__commons,name__ro,wikipedia__ro,identifier__EuroparlMEP,name__la,wikipedia__de,wikipedia__la,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__eo,name__fi,website,twitter,facebook,name__ar,wikipedia__ar,name__scn,wikipedia__scn,name__ca,name__cs,name__et,name__hr,name__lt,name__pt,name__sk,name__sl,wikipedia__nl,name__ru,name__fa,name__el,wikipedia__ca,wikipedia__es,wikipedia__fa,wikipedia__ru,identifier__GND,instagram,name__lmo,wikipedia__lmo,identifier__IMDB,name__uk,wikipedia__eo,wikipedia__uk,identifier__GTAA,wikipedia__pt,name__vec,wikipedia__vec,name__oc,name__tw,name__cy,name__ga,name__eu,name__az,name__id,name__eml,name__pms,name__de_ch,name__en_ca,name__en_gb,name__ext,name__is,name__lb,name__pt_br,name__sq,name__sco,name__co,name__an,name__io,name__ay,name__gl,name__ie,name__nds_nl,name__tr,name__tl,name__lij,name__nap,name__rm,name__pcd,name__mwl,name__wa,name__ast,name__lad,name__fy,name__fo,name__gsw,name__roa_tara,name__cbk_zam,name__sc,name__diq,name__war,name__br,name__lv,name__ja,name__ko,name__zh,wikipedia__als,wikipedia__an,wikipedia__ast,wikipedia__ay,wikipedia__az,wikipedia__br,wikipedia__cbk_zam,wikipedia__co,wikipedia__cy,wikipedia__diq,wikipedia__eml,wikipedia__eu,wikipedia__ext,wikipedia__fi,wikipedia__fo,wikipedia__fy,wikipedia__ga,wikipedia__gl,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__ja,wikipedia__ko,wikipedia__lad,wikipedia__lb,wikipedia__lij,wikipedia__lv,wikipedia__mwl,wikipedia__nap,wikipedia__nds_nl,wikipedia__no,wikipedia__oc,wikipedia__pcd,wikipedia__pms,wikipedia__roa_tara,wikipedia__sco,wikipedia__sc,wikipedia__sq,wikipedia__sv,wikipedia__tl,wikipedia__tr,wikipedia__tw,wikipedia__war,wikipedia__wa,wikipedia__zh,wikipedia__da,wikipedia__sl,identifier__Munzinger,wikipedia__el,identifier__BNE,identifier__NTA,identifier__BAV,identifier__NUKAT,name__be,name__he,name__ml,name__mr,name__vi,name__bg,name__nds,name__sr,name__lo,name__sh,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__et,wikipedia__he,wikipedia__hu,wikipedia__itwikinews,wikipedia__lo,wikipedia__lt,wikipedia__ml,wikipedia__mr,wikipedia__nds,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__vi,identifier__NLA,identifier__NKC,identifier__CANTIC,identifier__parlement,identifier__FAST,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__hy,wikipedia__hy,name__ckb,name__ka,name__nan,wikipedia__ckb,wikipedia__enwikiquote,wikipedia__ka,wikipedia__zh_min_nan,identifier__Britannica,name__mk,wikipedia__mk,wikipedia__nn,name__be_tarask,wikipedia__be_x_old,wikipedia__cawikiquote,wikipedia__fiwikiquote,wikipedia__frwikiquote,wikipedia__ptwikiquote,wikipedia__slwikiquote,identifier__AlloCine,identifier__allmovie,wikipedia__itwikisource,wikipedia__dewikiquote,wikipedia__hr,identifier__NLAtrove,name__af,name__bs,name__ceb,wikipedia__cswikiquote,identifier__youtube,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__treccani,wikipedia__frwikinews,name__ia,name__nov,name__mt,name__vro,wikipedia__fiu_vro,wikipedia__ia,wikipedia__mt,wikipedia__nov,electoral_district,identifier__dialnet,identifier__NLI,identifier__google_plus,death_date,identifier__PACE,email,linkedin,identifier__britishmuseum,identifier__google_knowledge,name__bar,name__de_at,name__egl,name__frp,name__fur,name__gd,name__kg,name__li,name__mg,name__min,name__ms,name__nrm,name__sr_el,name__sw,name__vls,name__vo,name__wo,name__zu,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__vmf,occupation,identifier__GNC,identifier__flickr,name__ace,name__jv,name__su,wikipedia__bewikiquote,wikipedia__th,name__th,name__hsb,name__dsb,name__pfl,name__frr,name__xmf,wikipedia__xmf,identifier__quora,wikipedia__azb,name__azb,name__or,wikipedia__my,name__my,name__tt,identifier__ioc_athlete,wikipedia__bn,wikipedia__ukwikiquote,name__bn,identifier__PTBNP,identifier__BIBSYS,wikipedia__am,name__am,identifier__NDL,identifier__NLP,name__als,identifier__bigenc_ru,wikipedia__li,wikipedia__uz,wikipedia__jv,name__uz,name__lfn,wikipedia__af,identifier__NSK,noble_title,identifier__CONOR,name__ur
Q1071082,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,https://upload.wikimedia.org/wikipedia/commons/3/3e/Barbara_Pollastrini_daticamera.jpg,female,1947-09-30,Barbara,34180,Barbara Pollastrini,,210209103,IT\ICCU\UBOV\935606,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,Pollastrini,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,/m/065_16t,656,Category:Barbara Pollastrini,Barbara Pollastrini,,,,,,0000 0004 3208 0447,no2008183690,,116637579,,Barbara Pollastrini,,,,,,,,Barbara Pollastrini,Barbara Pollastrini,,,,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,,"Полластрини, Барбара",,,,,,"Полластрини, Барбара",,,,,,,,,,,,,Barbara Pollastrini,,,,Barbara Pollastrini,,Barbara Pollastrini,,,Barbara Pollastrini,Barbara Pollastrini,Barbara Pollastrini,,,,Barbara Pollastrini,,Barbara Pollastrini,,,,,Barbara Pollastrini,,,,Barbara Pollastrini,,,,,,,,,,,,,,,,Barbara Pollastrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Pollastrini,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Pollastrini,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1074619,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,https://upload.wikimedia.org/wikipedia/commons/3/3b/Bruno_Tabacci_daticamera.jpg,male,1946-08-27,Bruno,34580,Bruno Tabacci,Bruno Tabacci,65219175,IT\ICCU\CFIV\133848,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,/m/026f26d,740,Category:Bruno Tabacci,Bruno Tabacci,,,,,,,,,,,Bruno Tabacci,,BrunoTabacci,,,,,,Bruno Tabacci,Bruno Tabacci,,,,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,,,,,,,,,134239881,,,,,,,,,,,,Bruno Tabacci,,,,Bruno Tabacci,,Bruno Tabacci,,,Bruno Tabacci,Bruno Tabacci,Bruno Tabacci,,,,Bruno Tabacci,,Bruno Tabacci,,,,,Bruno Tabacci,,,,Bruno Tabacci,,,,,,,,,,,,,,,,Bruno Tabacci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruno Tabacci,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruno Tabacci,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10751623,Nico Stumpo,Nico Stumpo,Nico Stumpo,Nico Stumpo,Nico Stumpo,Nico Stumpo,https://upload.wikimedia.org/wikipedia/commons/d/d9/Nicola_Stumpo_daticamera_2018.jpg,male,1969-08-20,Nicola,306139,Nico Stumpo,,,,Nico Stumpo,Nico Stumpo,Nico Stumpo,Nico Stumpo,Nico Stumpo,,,,,,,,,686187,Category:Nicola Stumpo,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306139&idLegislatura=17,NicoStumpo,,,,,,,,,,,,,Nico Stumpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1079940,Elio Vito,Elio Vito,Elio Vito,Elio Vito,Elio Vito,Elio Vito,https://upload.wikimedia.org/wikipedia/commons/d/d1/Elio_Vito_daticamera.jpg,male,1960-11-12,Elio,34730,Elio Vito,,,,Elio Vito,Elio Vito,Elio Vito,Elio Vito,Elio Vito,Vito,Elio Vito,Elio Vito,Elio Vito,Elio Vito,Elio Vito,Elio Vito,/m/0dlnl1v,785,Category:Elio Vito,Elio Vito,,,,,,,,,,,Elio Vito,,elio_vito,eliovito1,,,,,Elio Vito,Elio Vito,,,,Elio Vito,Elio Vito,Elio Vito,,"Вито, Элио",,,,,,"Вито, Элио",,,,,,,,,,,,,Elio Vito,,,,Elio Vito,,Elio Vito,,,Elio Vito,Elio Vito,Elio Vito,,,,Elio Vito,,Elio Vito,,,,,Elio Vito,,,,Elio Vito,,,,,,,,,,,,,,,,Elio Vito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elio Vito,,,,,,,,,,,,,,,,,,,,,,,,,,,Elio Vito,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1102044,Paola Binetti,Paola Binetti,Paola Binetti,Paola Binetti,Paola Binetti,Paola Binetti,https://upload.wikimedia.org/wikipedia/commons/6/66/Paola_Binetti_daticamera.jpg,female,1943-03-29,Paola,302190,Paola Binetti,Paola Binetti,250660757,,Paola Binetti,Paola Binetti,Paola Binetti,Paola Binetti,Paola Binetti,Binetti,Paola Binetti,Paola Binetti,Paola Binetti,Paola Binetti,,Paola Binetti,/m/02pprzg,1483,Category:Paola Binetti,Paola Binetti,,,,,,0000 0003 7117 5943,,,,Paola Binetti,Paola Binetti,http://www.paolabinetti.it/,,paola.binetti.1,باولا بينيتي,باولا بينيتي,,,Paola Binetti,Paola Binetti,,,,Paola Binetti,Paola Binetti,Paola Binetti,,,,,,Paola Binetti,,,,,,,,,,,,,,,Paola Binetti,,,,Paola Binetti,,Paola Binetti,,,Paola Binetti,Paola Binetti,Paola Binetti,,,,Paola Binetti,,Paola Binetti,,,,,Paola Binetti,,,,Paola Binetti,,,,,,,Paola Binetti,,,,,,,,,Paola Binetti,,,,,,,,Paola Binetti,,,,,,,,,Paola Binetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX5486171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paola Binetti,,,,,,,,,,,,,,,,,,,,,,,,,,,Paola Binetti,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paola Binetti,,,,,
Q116026,Deborah Bergamini,Deborah Bergamini,Deborah Bergamini,Deborah Bergamini,Deborah Bergamini,Deborah Bergamini,https://upload.wikimedia.org/wikipedia/commons/2/2a/Deborah_Bergamini_daticamera.jpg,female,1967-10-24,Deborah,302867,Deborah Bergamini,,,,Deborah Bergamini,Deborah Bergamini,Deborah Bergamini,Deborah Bergamini,Deborah Bergamini,Bergamini,Deborah Bergamini,Deborah Bergamini,Deborah Bergamini,Deborah Bergamini,Deborah Bergamini,,/m/06w1pcw,332679,Category:Deborah Bergamini,Deborah Bergamini,,,,,,,,,,,Deborah Bergamini,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=302867&idLegislatura=17,DeborahBergamin,,,,,,Deborah Bergamini,Deborah Bergamini,,,,Deborah Bergamini,Deborah Bergamini,Deborah Bergamini,,Дебора Бергамини,,,,,,,,,,,,,,,,,,,Deborah Bergamini,,,,Deborah Bergamini,,Deborah Bergamini,,,Deborah Bergamini,Deborah Bergamini,Deborah Bergamini,,,,Deborah Bergamini,,Deborah Bergamini,,,,,Deborah Bergamini,,,,Deborah Bergamini,,,,,,,,,,,,,,,,Deborah Bergamini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deborah Bergamini,,,,,,,,,,,,,,,,,,,,,6391,,,,,,Deborah Bergamini,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11703835,Gregorio Fontana,Gregorio Fontana,Gregorio Fontana,Gregorio Fontana,Gregorio Fontana,Gregorio Fontana (politico),https://upload.wikimedia.org/wikipedia/commons/b/b4/Gregorio_Fontana_Pdl.jpg,male,1963-11-09,Gregorio,300439,Gregorio Fontana (politico),,,,,,,,Gregorio Fontana,Fontana,,,,,,,,417,Category:Gregorio Fontana,,,,,,,,,,,,,,Greg_Fontana,,غريغوريو فونتانا,,,,,,,,,,,Gregorio Fontana,,Грегорио Фонтана,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12016223,Carlo Galli,Carlo Galli,Carlo Galli,Carlo Galli,Carlo Galli,Carlo Galli (politico),https://upload.wikimedia.org/wikipedia/commons/4/41/Carlo_Galli_daticamera.jpg,male,1950-12-07,Carlo,305706,Carlo Galli (politico),,79063750,,,,,,Carlo Galli,Galli,,Carlo Galli,Carlo Galli,,,,,686197,Category:Carlo Galli,,,,,,,0000 0001 2140 9866,n84222846,12124934s,029676282,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=305706&idLegislatura=17,,,كارلو غالي,,,,,,,,,,,Carlo Galli,,Карло Галли,,,,Carlo Galli,,,137173598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX1278235,297258419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a10872048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12112673,Massimo Bray,Massimo Bray,Massimo Bray,Massimo Bray,Massimo Bray,Massimo Bray,https://upload.wikimedia.org/wikipedia/commons/0/00/Massimo_Bray_Deputato_PD.jpg,male,1959-04-11,Massimo,305902,Massimo Bray,,309561672,,,,,,Massimo Bray,Bray,Massimo Bray,Massimo Bray,Massimo Bray,Massimo Bray,Massimo Bray,Massimo Bray,/m/0w7p8p7,686441,Category:Massimo Bray,,,,,Massimo Bray,,,,,,,,,,,,,,,,,,,,,,Massimo Bray,,"Брай, Массимо",,,,,,"Брай, Массимо",105219026X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12132390,Maria Chiara Carrozza,Maria Chiara Carrozza,Maria Chiara Carrozza,Maria Chiara Carrozza,Maria Chiara Carrozza,Maria Chiara Carrozza,https://upload.wikimedia.org/wikipedia/commons/7/77/Maria_Chiara_Carrozza_daticamera.jpg,female,1965-09-16,Maria,306110,Maria Chiara Carrozza,,,,,,,,Maria Chiara Carrozza,Carrozza,Maria Chiara Carrozza,Maria Chiara Carrozza,Maria Chiara Carrozza,Maria Chiara Carrozza,Maria Chiara Carrozza,Maria Chiara Carrozza,/m/0v3b0kw,686674,Category:Maria Chiara Carrozza,,,,Maria Clara Carrozza,Maria Chiara Carrozza,Maria Clara Carrozza,,,,,,,,MC_Carro,MCCarrozza,,,,,Maria Chiara Carrozza,,,,,,,Maria Chiara Carrozza,,"Карроцца, Мария Кьяра",,,Maria Chiara Carrozza,,,"Карроцца, Мария Кьяра",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12467290,Bruno Archi,Bruno Archi,Bruno Archi,Bruno Archi,Bruno Archi,Bruno Archi,https://upload.wikimedia.org/wikipedia/commons/7/79/Bruno_Archi_daticamera.jpg,male,1962-04-14,Bruno,306264,Bruno Archi,Bruno Archi,,,,,,,Bruno Archi,,,,,,Bruno Archi,,,687659,Category:Bruno Archi,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruno Archi,,"Арки, Бруно",,,,,,"Арки, Бруно",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ブルーノ・アーキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13400951,Giancarlo Giordano,Giancarlo Giordano,Giancarlo Giordano,Giancarlo Giordano,Giancarlo Giordano,Giancarlo Giordano,https://upload.wikimedia.org/wikipedia/commons/a/a2/Giancarlo_Giordano_daticamera.jpg,male,1972-12-11,Giancarlo,306294,Giancarlo Giordano,,,,,,,,Giancarlo Giordano,Giordano,,,,,,,,20398,Category:Giancarlo Giordano,,,,,,,,,,,,,http://www.camera.it/leg17/29?shadow_deputato=306294&idpersona=306294&idlegislatura=17,giancagiordano1,,,,,,,,,,,,,Giancarlo Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13405623,Maria Coscia,Maria Coscia,Maria Coscia,Maria Coscia,Maria Coscia,Maria Coscia,https://upload.wikimedia.org/wikipedia/commons/d/d2/Maria_Coscia_-_Festa_Unità_Roma_2012.JPG,female,1948-02-01,Maria,302796,Maria Coscia,,,,,,,,Maria Coscia,Coscia,,,,,,,,313965,Category:Maria Coscia,,,,,,,,,,,,,http://www.camera.it/leg17/29?shadow_deputato=302796&idLegislatura=17,,,,,,,,,,,,,,Maria Coscia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13427077,Riccardo Nuti,Riccardo Nuti,Riccardo Nuti,Riccardo Nuti,Riccardo Nuti,Riccardo Nuti,https://upload.wikimedia.org/wikipedia/commons/9/91/Riccardo_Nuti_daticamera.jpg,male,1981-08-22,Riccardo,306038,Riccardo Nuti,,,,,,,,Riccardo Nuti,Nuti,,,,,Riccardo Nuti,,,686529,Category:Riccardo Nuti,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306038&idLegislatura=17,Riccardo_Nuti,ricnuti,,,,,,,,,,,,Riccardo Nuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13433334,Marietta Tidei,Marietta Tidei,Marietta Tidei,Marietta Tidei,Marietta Tidei,Marietta Tidei,https://upload.wikimedia.org/wikipedia/commons/3/38/Marietta_Tidei_daticamera.jpg,female,1975-11-20,Marietta,305808,Marietta Tidei,,,,,,,,Marietta Tidei,,,,,,,,,313252,Category:Marietta Tidei,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=305808&idLegislatura=17,Mariettatidei,,,,,,,,,,,,,Marietta Tidei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13472808,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,https://upload.wikimedia.org/wikipedia/commons/7/7b/Marco_donati.jpg,male,1980-01-09,Marco,306126,Marco Donati,,,,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Donati,Marco Donati,Marco Donati,Marco Donati,,,,,17508,Category:Marco Donati,Marco Donati,,,,,,,,,,Marco Donati,Marco Donati,http://www.camera.it/leg17/29?shadow_deputato=306126&idLegislatura=17,,,ماركو دوناتي,,Marco Donati,,Marco Donati,Marco Donati,Marco Donati,Marco Donati,,Marco Donati,Marco Donati,Marco Donati,,Марко Донати,,,,,,,,,,,,,,,,,Marco Donati,,Marco Donati,,Marco Donati,Marco Donati,Marco Donati,,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,,Marco Donati,Marco Donati,Marco Donati,,Marco Donati,Marco Donati,Marco Donati,Marco Donati,,Marco Donati,Marco Donati,Marco Donati,,,Marco Donati,Marco Donati,Marco Donati,Marco Donati,,Marco Donati,Marco Donati,,,,Marco Donati,,,Marco Donati,,,Marco Donati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marco Donati,,Marco Donati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marco Donati,,,,,,,,,,Marco Donati,,,,,,,,,,,,,,,,,,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,Marco Donati,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13478639,Gian Mario Fragomeli,Gian Mario Fragomeli,Gian Mario Fragomeli,Gian Mario Fragomeli,Gian Mario Fragomeli,Gian Mario Fragomeli,https://upload.wikimedia.org/wikipedia/commons/f/f6/Fragomeli_gianmario.jpg,male,1973-08-02,Gian,305559,Gian Mario Fragomeli,,,,,,,,Gian Mario Fragomeli,,,,,,,,,182044,Category:Gian Mario Fragomeli,,,,,,,,,,,,,http://www.camera.it/leg17/29?shadow_deputato=305559&idpersona=305559&idlegislatura=17,GianmarioFrago,gmfragomeli,,,,,,,,,,,,Gian Mario Fragomeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
