end_date,election_list,id,birth_date,start_date,name,source,group,area,gender,term,email,area_id,image
"",IL POPOLO DELLA LIBERTA',306214,1961-12-18,"",SQUERI Luca,http://www.camera.it/leg17/29?shadow_deputato=306214&idpersona=306214&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,LOMBARDIA 1,male,17,SQUERI_L@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/214/original_d306214.jpg
2015-02-18,SCELTA CIVICA CON MONTI PER L'ITALIA,306216,1955-03-22,"",BORLETTI DELL'ACQUA Ilaria Carla Anna,http://www.camera.it/leg17/29?shadow_deputato=306216&idpersona=306216&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,LOMBARDIA 1,female,17,BORLETTI_I@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/216/original_d306216.jpg
"",SCELTA CIVICA CON MONTI PER L'ITALIA,306216,1955-03-22,2015-02-18,BORLETTI DELL'ACQUA Ilaria Carla Anna,http://www.camera.it/leg17/29?shadow_deputato=306216&idpersona=306216&idlegislatura=17,PARTITO DEMOCRATICO,LOMBARDIA 1,female,17,BORLETTI_I@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/216/original_d306216.jpg
"",SCELTA CIVICA CON MONTI PER L'ITALIA,306218,1962-03-15,"",DAMBRUOSO Stefano,http://www.camera.it/leg17/29?shadow_deputato=306218&idpersona=306218&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,LOMBARDIA 1,male,17,DAMBRUOSO_S@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/218/original_d306218.jpg
"",SCELTA CIVICA CON MONTI PER L'ITALIA,306220,1954-08-03,"",LIBRANDI Gianfranco,http://www.camera.it/leg17/29?shadow_deputato=306220&idpersona=306220&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,LOMBARDIA 1,male,17,LIBRANDI_G@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/220/original_d306220.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,306222,1980-04-01,"",CARINELLI Paola,http://www.camera.it/leg17/29?shadow_deputato=306222&idpersona=306222&idlegislatura=17,MOVIMENTO 5 STELLE,LOMBARDIA 1,female,17,CARINELLI_P@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/222/original_d306222.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,306224,1979-07-20,"",DE ROSA Massimo Felice,http://www.camera.it/leg17/29?shadow_deputato=306224&idpersona=306224&idlegislatura=17,MOVIMENTO 5 STELLE,LOMBARDIA 1,male,17,DEROSA_M@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/224/original_d306224.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,306226,1980-08-30,"",CASO Vincenzo,http://www.camera.it/leg17/29?shadow_deputato=306226&idpersona=306226&idlegislatura=17,MOVIMENTO 5 STELLE,LOMBARDIA 1,male,17,CASO_V@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/226/original_d306226.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,306228,1981-05-16,"",DI STEFANO Manlio,http://www.camera.it/leg17/29?shadow_deputato=306228&idpersona=306228&idlegislatura=17,MOVIMENTO 5 STELLE,LOMBARDIA 1,male,17,DISTEFANO_MANLIO@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/228/original_d306228.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,306230,1984-08-07,"",TRIPIEDI Davide,http://www.camera.it/leg17/29?shadow_deputato=306230&idpersona=306230&idlegislatura=17,MOVIMENTO 5 STELLE,LOMBARDIA 1,male,17,TRIPIEDI_D@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/230/original_d306230.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,306232,1973-10-17,"",PESCO Daniele,http://www.camera.it/leg17/29?shadow_deputato=306232&idpersona=306232&idlegislatura=17,MOVIMENTO 5 STELLE,LOMBARDIA 1,male,17,PESCO_D@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/232/original_d306232.jpg
2013-12-10,CON MONTI PER L'ITALIA,306243,1955-09-03,"",CARUSO Mario,http://www.camera.it/leg17/29?shadow_deputato=306243&idpersona=306243&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,EUROPA,male,17,CARUSO_M@CAMERA.IT,A,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/243/original_d306243.jpg
"",CON MONTI PER L'ITALIA,306243,1955-09-03,2013-12-10,CARUSO Mario,http://www.camera.it/leg17/29?shadow_deputato=306243&idpersona=306243&idlegislatura=17,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO,EUROPA,male,17,CARUSO_M@CAMERA.IT,A,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/243/original_d306243.jpg
2014-02-27,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,306245,1977-09-17,"",TACCONI Alessio,http://www.camera.it/leg17/29?shadow_deputato=306245&idpersona=306245&idlegislatura=17,MOVIMENTO 5 STELLE,EUROPA,male,17,TACCONI_A@CAMERA.IT,A,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/245/original_d306245.jpg
2015-04-13,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,306245,1977-09-17,2014-02-27,TACCONI Alessio,http://www.camera.it/leg17/29?shadow_deputato=306245&idpersona=306245&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,EUROPA,male,17,TACCONI_A@CAMERA.IT,A,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/245/original_d306245.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,306245,1977-09-17,2015-04-13,TACCONI Alessio,http://www.camera.it/leg17/29?shadow_deputato=306245&idpersona=306245&idlegislatura=17,PARTITO DEMOCRATICO,EUROPA,male,17,TACCONI_A@CAMERA.IT,A,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/245/original_d306245.jpg
2013-03-21,USEI,306247,1979-11-10,"",BUENO Renata,http://www.camera.it/leg17/29?shadow_deputato=306247&idpersona=306247&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,AMERICA MERIDIONALE,female,17,BUENO_R@CAMERA.IT,B,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/247/original_d306247.jpg
2015-11-30,USEI,306247,1979-11-10,2013-03-21,BUENO Renata,http://www.camera.it/leg17/29?shadow_deputato=306247&idpersona=306247&idlegislatura=17,MISTO - ALLEANZA LIBERALPOPOLARE AUTONOMIE ALA-MAIE-MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO,AMERICA MERIDIONALE,female,17,BUENO_R@CAMERA.IT,B,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/247/original_d306247.jpg
"",USEI,306247,1979-11-10,2015-11-30,BUENO Renata,http://www.camera.it/leg17/29?shadow_deputato=306247&idpersona=306247&idlegislatura=17,MISTO - USEI (UNIONE SUDAMERICANA EMIGRATI ITALIANI),AMERICA MERIDIONALE,female,17,BUENO_R@CAMERA.IT,B,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/247/original_d306247.jpg
2013-03-21,MOV.ASSOCIATIVO ITALIANI ALL'ESTERO,306249,1981-04-14,"",BORGHESE Mario,http://www.camera.it/leg17/29?shadow_deputato=306249&idpersona=306249&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,AMERICA MERIDIONALE,male,17,BORGHESE_M@CAMERA.IT,B,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/249/original_d306249.jpg
"",MOV.ASSOCIATIVO ITALIANI ALL'ESTERO,306249,1981-04-14,2013-03-21,BORGHESE Mario,http://www.camera.it/leg17/29?shadow_deputato=306249&idpersona=306249&idlegislatura=17,MISTO - ALLEANZA LIBERALPOPOLARE AUTONOMIE ALA-MAIE-MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO,AMERICA MERIDIONALE,male,17,BORGHESE_M@CAMERA.IT,B,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/249/original_d306249.jpg
2013-04-08,CON MONTI PER L'ITALIA,306251,1963-04-17,"",FITZGERALD NISSOLI Fucsia,http://www.camera.it/leg17/29?shadow_deputato=306251&idpersona=306251&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,AMERICA SETTENTRIONALE E CENTRALE,female,17,NISSOLI_AF@CAMERA.IT,C,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/251/original_d306251.jpg
2013-04-10,CON MONTI PER L'ITALIA,306251,1963-04-17,2013-04-08,FITZGERALD NISSOLI Fucsia,http://www.camera.it/leg17/29?shadow_deputato=306251&idpersona=306251&idlegislatura=17,MISTO - MAIE-MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO,AMERICA SETTENTRIONALE E CENTRALE,female,17,NISSOLI_AF@CAMERA.IT,C,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/251/original_d306251.jpg
2013-12-10,CON MONTI PER L'ITALIA,306251,1963-04-17,2013-04-10,FITZGERALD NISSOLI Fucsia,http://www.camera.it/leg17/29?shadow_deputato=306251&idpersona=306251&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,AMERICA SETTENTRIONALE E CENTRALE,female,17,NISSOLI_AF@CAMERA.IT,C,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/251/original_d306251.jpg
"",CON MONTI PER L'ITALIA,306251,1963-04-17,2013-12-10,FITZGERALD NISSOLI Fucsia,http://www.camera.it/leg17/29?shadow_deputato=306251&idpersona=306251&idlegislatura=17,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO,AMERICA SETTENTRIONALE E CENTRALE,female,17,NISSOLI_AF@CAMERA.IT,C,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/251/original_d306251.jpg
"",PARTITO DEMOCRATICO,306253,1975-10-30,"",LA MARCA Francesca,http://www.camera.it/leg17/29?shadow_deputato=306253&idpersona=306253&idlegislatura=17,PARTITO DEMOCRATICO,AMERICA SETTENTRIONALE E CENTRALE,female,17,LAMARCA_F@CAMERA.IT,C,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/253/original_d306253.jpg
2014-06-24,SINISTRA ECOLOGIA LIBERTA',306261,1977-03-02,"",LAVAGNO Fabio,http://www.camera.it/leg17/29?shadow_deputato=306261&idpersona=306261&idlegislatura=17,SINISTRA ECOLOGIA LIBERTA',PIEMONTE 2,male,17,LAVAGNO_F@CAMERA.IT,II,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/261/original_d306261.jpg
2014-07-07,SINISTRA ECOLOGIA LIBERTA',306261,1977-03-02,2014-06-24,LAVAGNO Fabio,http://www.camera.it/leg17/29?shadow_deputato=306261&idpersona=306261&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,PIEMONTE 2,male,17,LAVAGNO_F@CAMERA.IT,II,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/261/original_d306261.jpg
2014-11-17,SINISTRA ECOLOGIA LIBERTA',306261,1977-03-02,2014-07-07,LAVAGNO Fabio,http://www.camera.it/leg17/29?shadow_deputato=306261&idpersona=306261&idlegislatura=17,MISTO - LIBERTA' E DIRITTI - SOCIALISTI EUROPEI (LED),PIEMONTE 2,male,17,LAVAGNO_F@CAMERA.IT,II,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/261/original_d306261.jpg
"",SINISTRA ECOLOGIA LIBERTA',306261,1977-03-02,2014-11-17,LAVAGNO Fabio,http://www.camera.it/leg17/29?shadow_deputato=306261&idpersona=306261&idlegislatura=17,PARTITO DEMOCRATICO,PIEMONTE 2,male,17,LAVAGNO_F@CAMERA.IT,II,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/261/original_d306261.jpg
"",IL POPOLO DELLA LIBERTA',306264,1962-04-14,"",ARCHI Bruno,http://www.camera.it/leg17/29?shadow_deputato=306264&idpersona=306264&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,PIEMONTE 2,male,17,ARCHI_B@CAMERA.IT,II,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/264/original_d306264.jpg
2014-06-26,SINISTRA ECOLOGIA LIBERTA',306266,1966-11-06,"",LACQUANITI Luigi,http://www.camera.it/leg17/29?shadow_deputato=306266&idpersona=306266&idlegislatura=17,SINISTRA ECOLOGIA LIBERTA',LOMBARDIA 2,male,17,LACQUANITI_L@CAMERA.IT,IV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/266/original_d306266.jpg
2014-07-07,SINISTRA ECOLOGIA LIBERTA',306266,1966-11-06,2014-06-26,LACQUANITI Luigi,http://www.camera.it/leg17/29?shadow_deputato=306266&idpersona=306266&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,LOMBARDIA 2,male,17,LACQUANITI_L@CAMERA.IT,IV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/266/original_d306266.jpg
2014-11-17,SINISTRA ECOLOGIA LIBERTA',306266,1966-11-06,2014-07-07,LACQUANITI Luigi,http://www.camera.it/leg17/29?shadow_deputato=306266&idpersona=306266&idlegislatura=17,MISTO - LIBERTA' E DIRITTI - SOCIALISTI EUROPEI (LED),LOMBARDIA 2,male,17,LACQUANITI_L@CAMERA.IT,IV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/266/original_d306266.jpg
"",SINISTRA ECOLOGIA LIBERTA',306266,1966-11-06,2014-11-17,LACQUANITI Luigi,http://www.camera.it/leg17/29?shadow_deputato=306266&idpersona=306266&idlegislatura=17,PARTITO DEMOCRATICO,LOMBARDIA 2,male,17,LACQUANITI_L@CAMERA.IT,IV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/266/original_d306266.jpg
"",SINISTRA ECOLOGIA LIBERTA',306268,1959-12-11,"",BORDO Franco,http://www.camera.it/leg17/29?shadow_deputato=306268&idpersona=306268&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',LOMBARDIA 3,male,17,BORDO_F@CAMERA.IT,V,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/268/original_d306268.jpg
"",SINISTRA ECOLOGIA LIBERTA',306270,1951-07-17,"",KRONBICHLER Florian,http://www.camera.it/leg17/29?shadow_deputato=306270&idpersona=306270&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',TRENTINO-ALTO ADIGE,male,17,KRONBICHLER_F@CAMERA.IT,VI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/270/original_d306270.jpg
2014-06-24,SINISTRA ECOLOGIA LIBERTA',306272,1973-10-04,"",ZAN Alessandro,http://www.camera.it/leg17/29?shadow_deputato=306272&idpersona=306272&idlegislatura=17,SINISTRA ECOLOGIA LIBERTA',VENETO 1,male,17,ZAN_A@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/272/original_d306272.jpg
2014-07-07,SINISTRA ECOLOGIA LIBERTA',306272,1973-10-04,2014-06-24,ZAN Alessandro,http://www.camera.it/leg17/29?shadow_deputato=306272&idpersona=306272&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,VENETO 1,male,17,ZAN_A@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/272/original_d306272.jpg
2014-11-17,SINISTRA ECOLOGIA LIBERTA',306272,1973-10-04,2014-07-07,ZAN Alessandro,http://www.camera.it/leg17/29?shadow_deputato=306272&idpersona=306272&idlegislatura=17,MISTO - LIBERTA' E DIRITTI - SOCIALISTI EUROPEI (LED),VENETO 1,male,17,ZAN_A@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/272/original_d306272.jpg
"",SINISTRA ECOLOGIA LIBERTA',306272,1973-10-04,2014-11-17,ZAN Alessandro,http://www.camera.it/leg17/29?shadow_deputato=306272&idpersona=306272&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,male,17,ZAN_A@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/272/original_d306272.jpg
"",SINISTRA ECOLOGIA LIBERTA',306274,1959-11-28,"",MARCON Giulio,http://www.camera.it/leg17/29?shadow_deputato=306274&idpersona=306274&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',VENETO 2,male,17,MARCON_G@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/274/original_d306274.jpg
2014-12-16,SCELTA CIVICA CON MONTI PER L'ITALIA,306276,1972-09-13,"",CAUSIN Andrea,http://www.camera.it/leg17/29?shadow_deputato=306276&idpersona=306276&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,VENETO 2,male,17,CAUSIN_A@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/276/original_d306276.jpg
"",SCELTA CIVICA CON MONTI PER L'ITALIA,306276,1972-09-13,2014-12-16,CAUSIN Andrea,http://www.camera.it/leg17/29?shadow_deputato=306276&idpersona=306276&idlegislatura=17,AREA POPOLARE (NCD-UDC),VENETO 2,male,17,CAUSIN_A@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/276/original_d306276.jpg
"",SINISTRA ECOLOGIA LIBERTA',306278,1966-11-11,"",PELLEGRINO Serena,http://www.camera.it/leg17/29?shadow_deputato=306278&idpersona=306278&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',FRIULI-VENEZIA GIULIA,female,17,PELLEGRINO_S@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/278/original_d306278.jpg
"",SINISTRA ECOLOGIA LIBERTA',306280,1971-09-14,"",QUARANTA Stefano,http://www.camera.it/leg17/29?shadow_deputato=306280&idpersona=306280&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',LIGURIA,male,17,QUARANTA_S@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/280/original_d306280.jpg
"",SINISTRA ECOLOGIA LIBERTA',306282,1977-05-21,"",PAGLIA Giovanni,http://www.camera.it/leg17/29?shadow_deputato=306282&idpersona=306282&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',EMILIA-ROMAGNA,male,17,PAGLIA_GIOVANNI@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/282/original_d306282.jpg
"",SINISTRA ECOLOGIA LIBERTA',306284,1985-07-14,"",RICCIATTI Lara,http://www.camera.it/leg17/29?shadow_deputato=306284&idpersona=306284&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',MARCHE,female,17,RICCIATTI_L@CAMERA.IT,XIV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/284/original_d306284.jpg
"",PARTITO DEMOCRATICO,306286,1972-04-23,"",FERRO Andrea,http://www.camera.it/leg17/29?shadow_deputato=306286&idpersona=306286&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 1,male,17,FERRO_A@CAMERA.IT,XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/286/original_d306286.jpg
2014-06-23,SINISTRA ECOLOGIA LIBERTA',306288,1972-11-22,"",PIAZZONI Ileana Cathia,http://www.camera.it/leg17/29?shadow_deputato=306288&idpersona=306288&idlegislatura=17,SINISTRA ECOLOGIA LIBERTA',LAZIO 1,female,17,PIAZZONI_I@CAMERA.IT,XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/288/original_d306288.jpg
2014-07-07,SINISTRA ECOLOGIA LIBERTA',306288,1972-11-22,2014-06-23,PIAZZONI Ileana Cathia,http://www.camera.it/leg17/29?shadow_deputato=306288&idpersona=306288&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,LAZIO 1,female,17,PIAZZONI_I@CAMERA.IT,XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/288/original_d306288.jpg
2014-11-17,SINISTRA ECOLOGIA LIBERTA',306288,1972-11-22,2014-07-07,PIAZZONI Ileana Cathia,http://www.camera.it/leg17/29?shadow_deputato=306288&idpersona=306288&idlegislatura=17,MISTO - LIBERTA' E DIRITTI - SOCIALISTI EUROPEI (LED),LAZIO 1,female,17,PIAZZONI_I@CAMERA.IT,XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/288/original_d306288.jpg
"",SINISTRA ECOLOGIA LIBERTA',306288,1972-11-22,2014-11-17,PIAZZONI Ileana Cathia,http://www.camera.it/leg17/29?shadow_deputato=306288&idpersona=306288&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 1,female,17,PIAZZONI_I@CAMERA.IT,XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/288/original_d306288.jpg
2014-06-23,SINISTRA ECOLOGIA LIBERTA',306290,1969-12-24,"",PILOZZI Nazzareno,http://www.camera.it/leg17/29?shadow_deputato=306290&idpersona=306290&idlegislatura=17,SINISTRA ECOLOGIA LIBERTA',LAZIO 2,male,17,PILOZZI_N@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/290/original_d306290.jpg
2014-07-07,SINISTRA ECOLOGIA LIBERTA',306290,1969-12-24,2014-06-24,PILOZZI Nazzareno,http://www.camera.it/leg17/29?shadow_deputato=306290&idpersona=306290&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,LAZIO 2,male,17,PILOZZI_N@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/290/original_d306290.jpg
2014-11-17,SINISTRA ECOLOGIA LIBERTA',306290,1969-12-24,2014-07-07,PILOZZI Nazzareno,http://www.camera.it/leg17/29?shadow_deputato=306290&idpersona=306290&idlegislatura=17,MISTO - LIBERTA' E DIRITTI - SOCIALISTI EUROPEI (LED),LAZIO 2,male,17,PILOZZI_N@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/290/original_d306290.jpg
"",SINISTRA ECOLOGIA LIBERTA',306290,1969-12-24,2014-11-17,PILOZZI Nazzareno,http://www.camera.it/leg17/29?shadow_deputato=306290&idpersona=306290&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 2,male,17,PILOZZI_N@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/290/original_d306290.jpg
"",PARTITO DEMOCRATICO,306292,1983-01-01,"",CHAOUKI Khalid,http://www.camera.it/leg17/29?shadow_deputato=306292&idpersona=306292&idlegislatura=17,PARTITO DEMOCRATICO,CAMPANIA 2,male,17,CHAOUKI_K@CAMERA.IT,XX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/292/original_d306292.jpg
"",SINISTRA ECOLOGIA LIBERTA',306294,1972-12-11,"",GIORDANO Giancarlo,http://www.camera.it/leg17/29?shadow_deputato=306294&idpersona=306294&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',CAMPANIA 2,male,17,GIORDANO_G@CAMERA.IT,XX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/294/original_d306294.jpg
2013-12-10,UNIONE DI CENTRO,306296,1968-04-27,"",DE MITA Giuseppe,http://www.camera.it/leg17/29?shadow_deputato=306296&idpersona=306296&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,CAMPANIA 2,male,17,DEMITA_G@CAMERA.IT,XX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/296/original_d306296.jpg
2014-12-16,UNIONE DI CENTRO,306296,1968-04-27,2013-12-10,DE MITA Giuseppe,http://www.camera.it/leg17/29?shadow_deputato=306296&idpersona=306296&idlegislatura=17,PER L'ITALIA - CENTRO DEMOCRATICO,CAMPANIA 2,male,17,DEMITA_G@CAMERA.IT,XX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/296/original_d306296.jpg
"",UNIONE DI CENTRO,306296,1968-04-27,2014-12-16,DE MITA Giuseppe,http://www.camera.it/leg17/29?shadow_deputato=306296&idpersona=306296&idlegislatura=17,AREA POPOLARE (NCD-UDC),CAMPANIA 2,male,17,DEMITA_G@CAMERA.IT,XX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/296/original_d306296.jpg
"",SINISTRA ECOLOGIA LIBERTA',306298,1962-03-29,"",PLACIDO Antonio,http://www.camera.it/leg17/29?shadow_deputato=306298&idpersona=306298&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',BASILICATA,male,17,PLACIDO_A@CAMERA.IT,XXII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/298/original_d306298.jpg
2014-06-19,SINISTRA ECOLOGIA LIBERTA',306300,1972-11-26,"",AIELLO Ferdinando,http://www.camera.it/leg17/29?shadow_deputato=306300&idpersona=306300&idlegislatura=17,SINISTRA ECOLOGIA LIBERTA',CALABRIA,male,17,AIELLO_F@CAMERA.IT,XXIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/300/original_d306300.jpg
"",SINISTRA ECOLOGIA LIBERTA',306300,1972-11-26,2014-06-19,AIELLO Ferdinando,http://www.camera.it/leg17/29?shadow_deputato=306300&idpersona=306300&idlegislatura=17,PARTITO DEMOCRATICO,CALABRIA,male,17,AIELLO_F@CAMERA.IT,XXIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/300/original_d306300.jpg
