id,name__en,name__nl,name,wikipedia__en,gender,original_wikiname,name__bn,wikipedia__bn,occupation,birth_date,name__es,name__de,name__hu,name__hi,wikipedia__es,wikipedia__hi,image,name__fr,name__cy,wikipedia__de,wikipedia__nl,death_date,identifier__freebase,identifier__GTAA,given_name,wikipedia__fr,name__zh,name__ka,name__ml,name__zh_hant,name__zh_cn,wikipedia__ka,wikipedia__ml,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__pl,name__ko,name__ms,name__gl,name__id,name__ja,name__sv,name__pt,name__ru,name__tr,name__fi,name__uk,name__nn,name__mr,name__fa,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__kk,name__nb,name__ar,name__da,name__it,name__eu,wikipedia__ar,wikipedia__da,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__kk,wikipedia__ko,wikipedia__mr,wikipedia__ms,wikipedia__nn,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__tr,wikipedia__uk,wikipedia__zh,identifier__VIAF,identifier__LCAuth,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__NTA,name__vi,wikipedia__vi,identifier__GND,identifier__FAST,name__ta,name__nds,name__ur,wikipedia__ur,name__bpy,wikipedia__bpy,name__af,name__an,name__ast,name__bar,name__br,name__ca,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__IMDB,wikipedia__trwikiquote,name__la,wikipedia__la,website,name__el,name__he,name__kn,name__my,name__sr,name__vep,name__yo,name__be,name__su,name__qu,name__pa,name__te,name__ne,name__hy,name__sd,name__mai,name__as,wikipedia__af,wikipedia__as,wikipedia__ba,wikipedia__be,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__et,wikipedia__fawikiquote,wikipedia__he,wikipedia__hy,wikipedia__io,wikipedia__kn,wikipedia__mai,wikipedia__mg,wikipedia__my,wikipedia__ne,wikipedia__oc,wikipedia__pa,wikipedia__plwikiquote,wikipedia__qu,wikipedia__sco,wikipedia__sd,wikipedia__sk,wikipedia__sr,wikipedia__su,wikipedia__vep,wikipedia__yo,identifier__MusicBrainz,name__xmf,name__th,wikipedia__ro,wikipedia__th,wikipedia__xmf,family_name,name__ba,wikipedia__zh_yue,name__yue,identifier__ne_se,name__bg,identifier__quora,identifier__Britannica,identifier__NNDB,identifier__GNC,facebook,wikipedia__dty,name__dty,name__lv,wikipedia__lv,wikipedia__ast,twitter,identifier__BIBSYS,wikipedia__az,name__az,identifier__bigenc_ru,wikipedia__ak,wikipedia__sl,wikipedia__hif,identifier__NLP,name__ak,name__hif,wikipedia__wuu,name__wuu,name__pnb,wikipedia__lb,wikipedia__pnb,name__or,wikipedia__or,wikipedia__eu,name__sh,wikipedia__sh,identifier__AlloCine,identifier__allmovie,identifier__elonet,identifier__PORT,identifier__CSFD,wikipedia__is,name__ky,name__bs,name__uz,name__bxr,name__pdc,name__sq,name__mt,name__am,name__crh_latn,name__tk,name__kaa,name__yi,name__xh,name__ckb,name__krc,name__be_tarask,name__gan,name__sah,name__rue,name__roa_tara,name__lmo,name__tum,name__udm,name__arz,name__frr,name__lad,name__ps,name__kbd,name__mrj,name__sa,name__ht,name__tg,name__ku,name__ext,name__mn,name__fo,name__sgs,name__os,name__arc,name__ksh,name__jv,name__ab,name__rup,name__ceb,name__ce,name__rw,name__bcl,name__xal,name__diq,name__mk,name__pfl,name__stq,name__zea,name__mzn,name__ln,name__tl,name__nan,name__pam,name__so,name__av,name__ug,name__bjn,name__lbe,name__tt,name__fy,name__cv,name__ilo,name__war,name__mhr,name__lt,name__hak,name__lez,name__sr_ec,name__new,name__gu,name__azb,name__pap,name__jam,name__ug_arab,name__ug_latn,name__szl,name__si,name__ady,name__lzh,name__crh,name__sat,wikipedia__ab,wikipedia__ady,wikipedia__als,wikipedia__am,wikipedia__an,wikipedia__arc,wikipedia__arwikiquote,wikipedia__arz,wikipedia__azb,wikipedia__azwikiquote,wikipedia__bar,wikipedia__bat_smg,wikipedia__bcl,wikipedia__be_x_old,wikipedia__bewikiquote,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__bjn,wikipedia__br,wikipedia__bs,wikipedia__bswikiquote,wikipedia__bxr,wikipedia__ceb,wikipedia__ce,wikipedia__ckb,wikipedia__co,wikipedia__crh,wikipedia__cswikiquote,wikipedia__cv,wikipedia__dewikiquote,wikipedia__diq,wikipedia__enwikisource,wikipedia__eowikiquote,wikipedia__eswikiquote,wikipedia__ext,wikipedia__fiwikiquote,wikipedia__fo,wikipedia__frp,wikipedia__frr,wikipedia__frwikiquote,wikipedia__frwikisource,wikipedia__fur,wikipedia__fy,wikipedia__gan,wikipedia__ga,wikipedia__gd,wikipedia__gu,wikipedia__hak,wikipedia__hr,wikipedia__hrwikiquote,wikipedia__ht,wikipedia__hu,wikipedia__ia,wikipedia__idwikiquote,wikipedia__ilo,wikipedia__itwikiquote,wikipedia__jam,wikipedia__jawikiquote,wikipedia__jv,wikipedia__kaa,wikipedia__kbd,wikipedia__krc,wikipedia__ksh,wikipedia__ku,wikipedia__kuwikiquote,wikipedia__ky,wikipedia__kywikiquote,wikipedia__lad,wikipedia__lbe,wikipedia__lez,wikipedia__li,wikipedia__lmo,wikipedia__ln,wikipedia__lt,wikipedia__mhr,wikipedia__min,wikipedia__mk,wikipedia__mn,wikipedia__mrj,wikipedia__mt,wikipedia__mzn,wikipedia__nap,wikipedia__nds_nl,wikipedia__nds,wikipedia__new,wikipedia__nrm,wikipedia__os,wikipedia__pam,wikipedia__pap,wikipedia__pcd,wikipedia__pdc,wikipedia__pfl,wikipedia__pms,wikipedia__ps,wikipedia__ptwikiquote,wikipedia__rm,wikipedia__roa_rup,wikipedia__roa_tara,wikipedia__rue,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__rw,wikipedia__sah,wikipedia__sat,wikipedia__sa,wikipedia__scn,wikipedia__sc,wikipedia__si,wikipedia__skwikiquote,wikipedia__so,wikipedia__sq,wikipedia__stq,wikipedia__sw,wikipedia__szl,wikipedia__tg,wikipedia__tk,wikipedia__tl,wikipedia__trwikisource,wikipedia__tt,wikipedia__tum,wikipedia__udm,wikipedia__ug,wikipedia__ukwikiquote,wikipedia__uz,wikipedia__vec,wikipedia__vls,wikipedia__vo,wikipedia__war,wikipedia__wo,wikipedia__xal,wikipedia__xh,wikipedia__yi,wikipedia__zea,wikipedia__zh_classical,wikipedia__zh_min_nan,identifier__PTBNP,identifier__NUKAT,identifier__BAV,identifier__N6I,identifier__wikitree,identifier__nlg,identifier__BiblioNet,identifier__snac,identifier__national_archives,name__zh_my,name__zh_mo,name__tcy,name__bho,wikipedia__bh,wikipedia__nnwikiquote,wikipedia__tcy,identifier__CERL,noble_title,identifier__NPG,name__ku_arab,name__ku_latn,wikipedia__arwikisource,wikipedia__fawikisource,wikipedia__itwikisource,wikipedia__urwikiquote,name__ks,name__gom,name__gom_latn,name__gom_deva,wikipedia__gom,wikipedia__ks,identifier__Oxforddnb,name__lrc,wikipedia__bnwikisource,wikipedia__lrc,identifier__britishmuseum
Q131002,Harun al-Rashid,Haroen ar-Rashid,Harun al-Rashid,Harun al-Rashid,male,,হারুনুর রশিদ,হারুনুর রশিদ,politician,0766-03-17,Harún al-Rashid,Hārūn ar-Raschīd,Hárún ar-Rasíd,हारुन अल रशीद,Harún al-Rashid,हारून अल रशीद,https://upload.wikimedia.org/wikipedia/commons/a/ae/Harun_Al-Rashid_and_the_World_of_the_Thousand_and_One_Nights.jpg,Hâroun ar-Rachîd,,Harun ar-Raschid,Haroen ar-Rashid,0809-03-24,/m/0kgnx,,Harun,Hâroun ar-Rachîd,哈伦·拉希德,ჰარუნ არ-რაშიდი,,哈倫·拉希德,哈伦·拉希德,ჰარუნ არ-რაშიდი,,哈伦·拉希德,哈倫·拉希德,哈伦·拉希德,哈倫·拉希德,Harun ar-Raszid,하룬 알라시드,Harun al-Rasyid,Harún al-Rashid,Harun Ar-Rasyid,ハールーン・アッ＝ラシード,Harun al-Rashid,Harun al-Rashid,Харун ар-Рашид,Harun Reşid,Harun al-Rašid,Гарун ар-Рашид,,,هارون‌الرشید,حارۋن ار-راشىيد,حارۋن ار-راشىيد,Xarwn ar-Raşïd,Харун ар-Рашид,Харун ар-Рашид,Xarwn ar-Raşïd,Харун ар-Рашид,Harun al-Rashid,هارون الرشيد,Harun al-Rashid,Hārūn al-Rashīd,Harun al-Rashid,هارون الرشيد,Harun al-Rashid,هارون الرشید,Harun al-Rašid,Harún al-Rashid,Harun Ar-Rasyid,Hārūn al-Rashīd,ハールーン・アッ＝ラシード,Һарун әр-Рашид,하룬 알라시드,,Harun al-Rasyid,,Harun al-Rashid,Harun ar-Raszid,Harune Arraxide,Харун ар-Рашид,Harun al-Rashid,Harun al-Rashid,,హారూన్ రషీద్,Harun Reşid,Гарун ар-Рашид,哈伦·拉希德,66445928,n50028662,0000 0000 6630 1632,,,074091743,Harun Al-Rashid,Harun Al-Rashid,118863096,1823077,,,ہارون الرشید,ہارون الرشید,,,,Harún al-Raixid,Harún al-Rashid,,Harun al-Rashid,Harun ar-Raixid,,Hárún ar-Rašíd,,,Harun al-Rashid,Harun al-Rashid,Harun ar-Raŝid,Hārūn ar-Rashīd,,,,,,Harun al-Rašid,,,,Harún Alrasjid,,,,,Harun al-Rashid,,,,,,,,Harun al-Rashid,,Harun al-Rashid,,,Harun al-Rashid,Hárún ar-Rašíd,Harun al Rašid,Harun el Rašid,Harun ar-Rashid,,,,,,,,,Aaron,Aaron (calipha),,Χαρούν αλ-Ρασίντ,הארון א-רשיד,,,Харун ел Рашид,,,Харун ар-Рашыд,,,,హారూన్ రషీద్,,Հարուն ալ Ռաշիդ,,,,,,Һарун әр-Рәшит,Харун ар-Рашыд,Harun ar-Raixid,,Hárún ar-Rašíd,,Χαρούν αλ-Ρασίντ,,Harun al-Rashid,Harun ar-Raŝid,Hārūn ar-Rashīd,هارون‌الرشید,הארון א-רשיד,Հարուն ալ-Ռաշիդ,,,,Harun al-Rashid,,,,,,,Harun al-Rashid,,Hárún ar-Rašíd,Харун ел Рашид,,,,,,,Harun al-Rashid,,,,Һарун әр-Рәшит,,,,Харун ал-Рашид,,biography/Harun-al-Rashid,849/000092573,,,,,Hārūns al Rašīds,Hārūns al Rašīds,Harún al-Rashid,,,Harun ər-Rəşid,Harun ər-Rəşid,4730537,,Harun Al Rašid,,,,,,,هارون الرشيد,,هارون الرشيد,,,Harun al-Rashid,Harun al-Rašid,Harun al-Rašid,,,,,,Harún Alrasjid,,Harun er-Rašid,Horun ar-Rashid,,,,,,,,,הארון אל-ראשיד,,ھارون ڕەشید,,,,,,,,,,هارون الرشيد,,,,,,,,,Harûn Reşîd,,,,,,,,Harun Ar-Rasyid,,,,,,,,,,,,,,,Harun al-Rashid,Harun al-Rashid,,Haaruun Alrashiid,,,,Гьарун ар-Рашид,,,,,Harun al-Rashid,,,,,Харун ел Рашид,,,هارون الرشید,,,,,,,,,,,,,,,Harún al-Raixid,,هارون الرشيد,هارون الرشيد,هارون الرشید,,,,,,,Харун ал-Рашид,Харун ал-Рашид,,Harun al-Rashid,Harun er-Rašid,,,,,ھاروون ڕەشید,,,,,,,Author:Harun al-Rashid,,,,,,,,,,,,,,,,,Harun er-Rašid,,,Hárún ar-Rasíd,,,,Hārūn al-Rashīd,,,Harun Ar-Rasyid,,,,,Harûn Reşîd,,,,,Гьарун ар-Рашид,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haaruun Alrashiid,,,Harun ar-Rashid,,,,Harun al-Rashid,,,,,,,Horun ar-Rashid,,,,Harun al-Rashid,,,,הארון אל-ראשיד,,,Harun al-Rashid,,,,,,,,,,,,,,,,,cnp00540635,,,حاروون رەشید,Harûn Reşîd,سير أعلام النبلاء/الرشيد,پدیدآورنده:هارون الرشید,Autore:Hārūn al-Rashīd,ہارون الرشید,,,,,,,,,,,
Q14325293,Obaidul Quader,,Obaidul Quader,Obaidul Quader,male,,ওবায়দুল কাদের,ওবায়দুল কাদের,politician,1952-01-01,Obaidul Quader,Obaidul Quader,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b0/Obaidul_Quader_MP.jpg,Obaidul Quader,,,,,,,,,,,,拜杜爾·卡德爾,,,,拜杜尔·卡德尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obaidul Quader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obaidul Quader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Obaidul Quader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15043824,Manoranjan Shill Gopal,Manoranjan Shill Gopal,Manoranjan Shill Gopal,Manoranjan Shill Gopal,male,,মনোরঞ্জন শীল গোপাল,মনোরঞ্জন শীল গোপাল,politician,1964-01-01,Manoranjan Shill Gopal,Manoranjan Shill Gopal,,,,,,Manoranjan Shill Gopal,,Manoranjan Shill Gopal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,منورنجن شیل گوپال,منورنجن شیل گوپال,,,,,Manoranjan Shill Gopal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manoranjan Shill Gopal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15633746,Rowshan Ershad,Rowshan Ershad,Rowshan Ershad,Rowshan Ershad,female,,রওশন এরশাদ,রওশন এরশাদ,politician,1941-07-19,Rowshan Ershad,Rowshan Ershad,Rowshan Ershad,रौशन इर्शाद,Rowshan Ershad,रौशन इर्शाद,https://upload.wikimedia.org/wikipedia/commons/8/84/Rowshan_Ershad_SAARC_in_Dhaka_1986.jpg,Rowshan Ershad,,,,,,,,Rowshan Ershad,,,,,,,,,,,,,,,,,,,Rowshan Ershad,Рушан Эршад,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowshan Ershad,,,,,,,,,,,,,,,,,,,,,روشن ارشاد,روشن ارشاد,,,,,Rowshan Ershad,,,,,,,,Rowshan Ershad,Rowshan Ershad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowshan Ershad,,,,,,,,,,,,,,Ροουσάν Ερσάντ,,,,,,,,,,,,,,,,,,,,,,,,,Ροουσάν Ερσάντ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15732454,Golam Dastagir Gazi,,Golam Dastagir Gazi,Golam Dastagir Gazi,male,,গোলাম দস্তগীর গাজী,গোলাম দস্তগীর গাজী,politician,1948-08-14,Golam Dastagir Gazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,غلام دستگیر غازی,غلام دستگیر غازی,,,,,Golam Dastagir Gazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golam Dastagir Gazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Golam Dastagir Gazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15782404,Mohammad Dabirul Islam,Dabirul Islam,Mohammad Dabirul Islam,Dabirul Islam,male,,মোহাম্মদ দাবিরুল ইসলাম,দবিরুল ইসলাম,politician,1948-09-29,Mohammad Dabirul Islam,Alhaj Mohammed Dabirul Islam,,,,,,,,Alhaj Mohammed Dabirul Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Dabirul Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15818991,Hafizuddin Ahmed,Hafizuddin Ahmed,Hafizuddin Ahmed,Hafizuddin Ahmed,male,,হাফিজ উদ্দিন আহম্মদ,হাফিজ উদ্দিন আহম্মদ,politician,1946-02-03,Hafizuddin Ahmed,Hafiz Uddin Ahmed,,,,,,Hafiz Uddin Ahmed,,Hafiz Uddin Ahmed,,,,,Hafiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hafiz Uddin Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hafizuddin Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15834620,Mazaharul Hoque Prodhan,Mazaharul Hoque Prodhan,Mazaharul Hoque Prodhan,,male,,মাযাহারুল হক প্রধান,,politician,1953-01-01,Mazaharul Hoque Prodhan,Mazaharul Hoque Prodhan,,,,,,Mazaharul Hoque Prodhan,,Mazaharul Hoque Prodhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mazaharul Hoque Prodhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mazaharul Hoque Prodhan,,,,,,,,,Mazaharul Hoque Prodhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mazaharul Hoque Prodhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15837138,Nurul Islam Sujan,Nurul Islam Sujan,Nurul Islam Sujan,Md. Nurul Islam Sujon,male,,নূরুল ইসলাম সুজন,নূরুল ইসলাম সুজন,politician,1956-01-05,Nurul Islam Sujan,Nurul Islam Sujan,,,,,,Nurul Islam Sujan,,Nurul Islam Sujan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nurul Islam Sujan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nurul Islam Sujan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15841687,Ramesh Chandra Sen,Ramesh Chandra Sen,Ramesh Chandra Sen,Ramesh Chandra Sen,male,,রমেশ চন্দ্র সেন,রমেশ চন্দ্র সেন,politician,1940-04-30,Ramesh Chandra Sen,Ramesh Chandra Sen,,,,,,Ramesh Chandra Sen,,Ramesh Chandra Sen,,,,,Ramesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramesh Chandra Sen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramesh Chandra Sen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16057946,Abdur Razzak,,Abdur Razzak,Abdur Razzak (politician),male,,আব্দুর রাজ্জাক,আব্দুর রাজ্জাক (টাঙ্গাইলের রাজনীতিবিদ),politician,1950-02-01,Abdur Razzak,Abdur Razzak,,,,,,Abdur Razzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdur Razzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdur Razzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
