id,name__sr,name__fr,name__el,name__en,name__de,name__sh,name__nl,name,wikipedia__commons,wikipedia__el,wikipedia__en,wikipedia__fr,wikipedia__sh,wikipedia__sr,image,gender,birth_date,given_name,original_wikiname,name__ru,name__cs,name__nb,name__da,name__nn,name__sv,wikipedia__cswikiquote,wikipedia__de,wikipedia__ru,identifier__MusicBrainz,family_name,name__ja,name__es,name__it,wikipedia__es,wikipedia__it,wikipedia__ja,identifier__freebase,name__pl,name__ie,name__hr,name__uk,wikipedia__cs,wikipedia__hr,wikipedia__ie,wikipedia__pl,wikipedia__uk,identifier__ISNI,identifier__VIAF,identifier__LCAuth,name__hu,name__ca,name__sr_ec,name__sr_el,name__en_ca,name__en_gb,name__bs,name__de_ch,name__lb,name__tr,name__lmo,name__la,name__sl,name__et,name__he,name__fi,name__vi,name__ka,name__gl,name__zh,wikipedia__bs,wikipedia__bswikiquote,wikipedia__ca,wikipedia__et,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__itwikiquote,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__nl,wikipedia__no,wikipedia__plwikiquote,wikipedia__slwikiquote,wikipedia__srwikiquote,wikipedia__tr,wikipedia__vi,wikipedia__zh,wikipedia__sv,name__mk,wikipedia__mk,name__ro,death_date,identifier__BNF,name__mg,wikipedia__mg,wikipedia__ro,identifier__GND,identifier__SUDOC,name__sq,wikipedia__sq,name__bg,name__io,name__be,name__oc,wikipedia__bg,wikipedia__da,wikipedia__io,name__cy,wikipedia__sl,website,identifier__NKC,identifier__NTA,identifier__IMDB,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__id,name__ar,name__pt,name__sk,name__hy,name__fa,wikipedia__ar,wikipedia__fa,wikipedia__hy,wikipedia__id,wikipedia__ko,wikipedia__pt,wikipedia__simple,wikipedia__sk,identifier__FIFA,wikipedia__be,twitter,identifier__AlloCine,identifier__allmovie,identifier__SFDb,name__rm,identifier__Munzinger,identifier__Britannica,facebook,identifier__moviemeter,identifier__elonet,identifier__PORT,identifier__CSFD,last_seen,identifier__DNF,identifier__SCOPE,identifier__kinopoisk,identifier__filmportal_de,wikipedia__ruwikinews,identifier__PACE,identifier__FAST,name__pt_br,wikipedia__enwikiquote,identifier__NLA,identifier__OLID,identifier__BAV,identifier__NUKAT,name__jv,name__hsb,name__mr,name__lt,name__tl,name__xmf,name__dsb,name__eo,wikipedia__dsb,wikipedia__hsb,wikipedia__jv,wikipedia__lt,wikipedia__mr,wikipedia__tl,wikipedia__xmf,name__za,name__yo,name__ms,name__ml,name__se,name__kk,name__be_tarask,name__lv,name__yue,wikipedia__be_x_old,wikipedia__eo,wikipedia__kk,wikipedia__lv,wikipedia__ml,wikipedia__ms,wikipedia__se,wikipedia__yo,wikipedia__za,wikipedia__zh_yue,name__rmy,wikipedia__rmy,name__eu,name__gd,name__sw,name__bn,name__br,name__pnb,name__sah,name__az,name__an,name__nan,name__pms,name__hi,name__ku,name__ilo,name__bxr,name__ur,name__ga,name__sco,name__kn,name__pa,name__ia,wikipedia__an,wikipedia__az,wikipedia__azwikiquote,wikipedia__bn,wikipedia__br,wikipedia__bxr,wikipedia__eswikisource,wikipedia__eu,wikipedia__ga,wikipedia__gd,wikipedia__hi,wikipedia__hrwikiquote,wikipedia__hrwikisource,wikipedia__ia,wikipedia__ilo,wikipedia__kn,wikipedia__ku,wikipedia__nn,wikipedia__oc,wikipedia__pa,wikipedia__pms,wikipedia__pnb,wikipedia__ptwikiquote,wikipedia__ruwikisource,wikipedia__sah,wikipedia__sco,wikipedia__simplewikiquote,wikipedia__skwikiquote,wikipedia__sw,wikipedia__trwikiquote,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__zh_min_nan,identifier__CiNii,identifier__NDL,identifier__SBN_it,identifier__DBNL,identifier__SELIBR,identifier__NLI,identifier__BNE,identifier__PTBNP,identifier__NNDB,identifier__CANTIC,identifier__KLfG,identifier__EGAXA,identifier__NSK,identifier__N6I,wikipedia__enwikisource,identifier__GNC,identifier__GTAA,wikipedia__srwikisource,identifier__britishmuseum,identifier__bigenc_ru,identifier__goodreads,wikipedia__fawikiquote,occupation,identifier__nobel_prize,identifier__BiblioNet,wikipedia__srwikinews,wikipedia__tt,name__tt,wikipedia__ba,name__ba,wikipedia__bewikiquote,name__ast,name__ext,identifier__rotten_tomatoes,identifier__CONOR,name__fo,name__is,name__kl,name__af,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__sc,name__scn,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__viwikiquote,wikipedia__azb,name__azb,identifier__whoswho_france,identifier__BIBSYS,name__ace,identifier__ne_se,wikipedia__hrwiktionary,wikipedia__ltwikiquote,identifier__LNB,identifier__NLP,wikipedia__cy,wikipedia__bgwikiquote,wikipedia__myv,name__lfn,name__myv,identifier__discogs,honorific_suffix,identifier__nyt_topic,wikipedia__tg,name__tg
Q12635617,Љиљана Хабјановић Ђуровић,Ljiljana Habjanović Đurović,,Ljiljana Habjanović Đurović,Ljiljana Habjanović Đurović,,Ljiljana Habjanović Đurović,Ljiljana Habjanović Đurović,,,Ljiljana Habjanović Đurović,,,Љиљана Хабјановић Ђуровић,https://upload.wikimedia.org/wikipedia/commons/a/af/Ljiljana_Habjanovic.jpg,female,1953-09-06,Lillian,Ljiljana Habjanović Đurović,,,,,,,,,,,Đurović,,,,,,,,Ljiljana Habjanović Đurović,,Ljiljana Habjanović Đurović,,,Ljiljana Habjanović Đurović,,Ljiljana Habjanović Đurović,,,,,Ljiljana Habjanović Đurović,,Љиљана Хабјановић Ђуровић,Ljiljana Habjanović Đurović,,,,,,,,,Ljiljana Habjanović Đurović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ljiljana Habjanović Đurović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1263807,Јоргованка Табаковић,Jorgovanka Tabaković,Τζοργκόβανκα Ταμπάκοβιτς,Jorgovanka Tabaković,Jorgovanka Tabaković,Jorgovanka Tabaković,Jorgovanka Tabaković,Jorgovanka Tabaković,Category:Jorgovanka Tabaković,Τζοργκόβανκα Ταμπάκοβιτς,Jorgovanka Tabaković,Jorgovanka Tabaković,Jorgovanka Tabaković,Јоргованка Табаковић,https://upload.wikimedia.org/wikipedia/commons/0/0f/Jorgovanka_Tabaković_Crop.jpg,female,1960-03-20,,Jorgovanka Tabaković,"Табакович, Йоргованка",,,,,,,,"Табакович, Йоргованка",,,,Jorgovanka Tabaković,,Jorgovanka Tabaković,,,/m/0j_3gpf,Jorgovanka Tabaković,,,,,,,Jorgovanka Tabaković,,,,,Jorgovanka Tabaković,,Јоргованка Табаковић,Jorgovanka Tabaković,Jorgovanka Tabaković,Jorgovanka Tabaković,,,,,,,Jorgovanka Tabaković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorgovanka Tabaković,,,,,,,,,,,,,,,,,Jorgovanka Tabaković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorgovanka Tabaković,,,,,,,,,
Q12643721,Томислав Жигманов,,,Tomislav Žigmanov,,,,Tomislav Žigmanov,,,Tomislav Žigmanov,,,Томислав Жигманов,,male,1967-04-12,,Tomislav Žigmanov,,,,,,,,,,,,,,,,,,,Tomislav Žigmanov,,Tomislav Žigmanov,,,Tomislav Žigmanov,,Tomislav Žigmanov,,0000 0000 5887 1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1265331,Расим Љајић,Rasim Ljajić,,Rasim Ljajić,Rasim Ljajić,Rasim Ljajić,Rasim Ljajić,Rasim Ljajić,Category:Rasim Ljajić,,Rasim Ljajić,Rasim Ljajić,Rasim Ljajić,Расим Љајић,https://upload.wikimedia.org/wikipedia/commons/c/ca/Rasim_Ljajic_2011-mc.rs-Crop.jpg,male,1964-01-28,Rasim,Rasim Ljajić,,Rasim Ljajić,,,,,,Rasim Ljajić,,,,,Rasim Ljajić,Rasim Ljajić,,Rasim Ljajić,,/m/07hnys,Rasim Ljajić,,,,Rasim Ljajić,,,Rasim Ljajić,,,,,Rasim Ljajić,,Расим Љајић,Rasim Ljajić,,,Rasim Ljajić,,,,,,Rasim Ljajić,,,,,,,,,Rasim Ljajić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1265898,Муамер Зукорлић,Muamer Zukorlić,,Muamer Zukorlić,Muamer Zukorlić,Muamer Zukorlić,Muamer Zukorlić,Muamer Zukorlić,Category:Muamer Zukorlić,,Muamer Zukorlić,,Muamer Zukorlić,Муамер Зукорлић,https://upload.wikimedia.org/wikipedia/commons/7/7a/Muamer_Zukorlić.jpg,male,1970-02-15,,Muamer Zukorlić,,,,,,Muamer Zukorlić,,Muamer Zukorlić,,,,,,,,,,,Muamer Zukorlić,,,,,,,Muamer Zukorlić,,0000 0004 1986 620X,305313749,no2014093245,,,Муамер Зукорлић,Muamer Zukorlić,,,Muamer Zukorlić,,,,,,Muamer Zukorlić,,,,,,,,Muamer Zukorlić,,,,,,,,,,,,,,,,,,,,,Muamer Zukorlić,,,,,167167610,,,,,,Muamer Zukorliq,Muamer Zukorliq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mufti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1267552,Душан Борковић,Dušan Borković,,Dušan Borković,Dusan Borkovic,,Dušan Borković,Dušan Borković,Category:Dušan Borković,,Dušan Borković,,,Душан Борковић,https://upload.wikimedia.org/wikipedia/commons/9/93/Dusan_borkovic_spafrancorchamps2014.JPG,male,1984-09-16,Dušan,Dušan Borković,,,,,,,,Dušan Borković,,,,,,,,,,,Dušan Borković,,,,,,,Dušan Borković,,,,,Dušan Borković,,,,,,,,,,,,Dušan Borković,,,Dušan Borković,,,,,,,,,Dušan Borković,,,Dušan Borković,,,,,,Dušan Borković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dusanborkovic.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,DucaBorkovic,,,,,,,DucaBorkovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racing driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1273025,Жарко Кораћ,Žarko Korać,Ζάρκο Κόρατς,Žarko Korać,Žarko Korać,Žarko Korać,Zjarko Korać,Žarko Korać,Category:Žarko Korać,Ζάρκο Κόρατς,Žarko Korać,Žarko Korać (homme politique),Žarko Korać,Жарко Кораћ,https://upload.wikimedia.org/wikipedia/commons/0/07/Žarko_Korać.jpg,male,1947-03-09,Žarko,Žarko Korać,,,,,,,,,,,,,Žarko Korać,Žarko Korać,,Žarko Korać,,/m/0280b3c,Žarko Korać,,,,,,,Žarko Korać,,,,,Žarko Korać,,Жарко Кораћ,Žarko Korać,Žarko Korać,Žarko Korać,Žarko Korać,,,Žarko Korać,,,Žarko Korać,,,,,,,,Žarko Korać,Žarko Korać,,,,,,,,,,,,,,,,,Žarko Korać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psychologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12747366,Vlajko Senić,Vlajko Senić,,Vlajko Senić,,,Vlajko Senić,Vlajko Senić,,,,Vlajko Senić,,Vlajko Senić,,male,1973-02-08,,Vlajko Senić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vlajko Senić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12747485,Ђорђе Вукадиновић,Djordje Vukadinović,,Djordje Vukadinović,Djordje Vukadinović,,Djordje Vukadinović,Djordje Vukadinović,Category:Đorđe Vukadinović,,Đorđe Vukadinović,,,Ђорђе Вукадиновић,https://upload.wikimedia.org/wikipedia/commons/f/f1/Đorđe_Vukadinović.jpg,male,1962-10-23,Đorđe,Đorđe Vukadinović,,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,,,,,Vukadinović,,Djordje Vukadinović,Djordje Vukadinović,,,,,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,,,,,,,,,,Djordje Vukadinović,Djordje Vukadinović,,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,,Djordje Vukadinović,Djordje Vukadinović,,,,Djordje Vukadinović,Djordje Vukadinović,,Djordje Vukadinović,Djordje Vukadinović,,Djordje Vukadinović,,,,,,,,,,,,,,,,,,,,,,,,,,Djordje Vukadinović,,,Djordje Vukadinović,,,,,,,,Djordje Vukadinović,,Djordje Vukadinović,,,,Djordje Vukadinović,,,,,,,,,,,,,Djordje Vukadinović,,Djordje Vukadinović,Djordje Vukadinović,,,,,,,,,,,,,djordjenspm,,,,Djordje Vukadinović,,,,,,,,,,,,,,,,Djordje Vukadinović,,,,,,,,,,,,,Djordje Vukadinović,,,,,,,,,,Djordje Vukadinović,,,,,,,,,,,,,,,,,,,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,,Djordje Vukadinović,,,,Djordje Vukadinović,,Djordje Vukadinović,,,,,,Djordje Vukadinović,Djordje Vukadinović,,,Djordje Vukadinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,Djordje Vukadinović,,,,,Djordje Vukadinović,,Djordje Vukadinović,Djordje Vukadinović,,Djordje Vukadinović,Djordje Vukadinović,,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,,,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,,Djordje Vukadinović,,,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,Djordje Vukadinović,,,,,,,,,,,,,,,,,,,,,
Q12747811,Јосип Јошка Броз,Josip Joška Broz,,Josip Joška Broz,Josip Joška Broz,Josip Joška Broz,Josip Joška Broz,Josip Joška Broz,,,Joška Broz,Josip Joška Broz,Josip Joška Broz,Јосип Броз Јошка,https://upload.wikimedia.org/wikipedia/commons/e/ea/Joska_Broz_sa_Gadafijem.jpg,male,1947-12-06,Josip,Joška Broz,"Броз, Йошка",,,,,,,,"Броз, Йошка",,Broz,,Josip Joška Broz,,,,,,Josip Joška Broz,,,,,,,Josip Joška Broz,,,,,Josip Joška Broz,,,,,,,,,,,,Josip Joška Broz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12748233,Александар Чотрић,,,Aleksandar Čotrić,,,Aleksandar Čotrić,Aleksandar Čotrić,,,Aleksandar Čotrić,,,Александар Чотрић,,male,1966-09-25,Aleksandar,Aleksandar Čotrić,,,,,,,,,,,,,,,,,,,Aleksandar Čotrić,,,,,,,Aleksandar Čotrić,,0000 0000 1917 5354,43067070,n00030614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2011043980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12748249,Александра Јерков,Aleksandra Jerkov,,Aleksandra Jerkov,,,Aleksandra Jerkov,Aleksandra Jerkov,Category:Aleksandra Jerkov,,Aleksandra Jerkov,Aleksandra Jerkov,,Александра Јерков,https://upload.wikimedia.org/wikipedia/commons/c/ca/Aleksandra_Jerkov.jpg,female,1982-09-02,Alexandra,Aleksandra Jerkov,"Ерков, Александра",,,,,,,,"Ерков, Александра",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleksandra Jerkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12748365,Андреја Младеновић,,,Andreja Mladenović,Andreja Mladenović,,,Andreja Mladenović,,,Andreja Mladenović,,,Андреја Младеновић,,male,1975-03-15,,Andreja Mladenović,,,,,,,,,,,,,,,,,,,Andreja Mladenović,,,,,,,Andreja Mladenović,,,,,Andreja Mladenović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreja Mladenović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12748836,Бенцион Були,,,Bencion Buli,,,,Bencion Buli,,,,,,Бенцион Були,,male,1867-05-21,,Бенцион Були,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12749238,Бошко Обрадовић,Boško Obradović,,Boško Obradović,Boško Obradović,Boško Obradović,Boško Obradović,Boško Obradović,Category:Boško Obradović,,Boško Obradović,,Boško Obradović (političar),Бошко Обрадовић,https://upload.wikimedia.org/wikipedia/commons/2/26/Bosko_Obradovic-mc.rs.jpg,male,1976-08-23,Boško,Boško Obradović,Бошко Обрадович,Bosko Obradović,,,,,Bosko Obradović,,,,Obradović,,,,,,,,Boško Obradović,,Boško Obradović,,,,,Boško Obradović,,0000 0003 8573 331X,241557623,n2008000662,Boško Obradović,,,,,,Boško Obradović,,,,,,Boško Obradović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boško Obradović,,,,,,1049271947,161572693,,,,,,,,,,,,https://dveri.rs/index-en,,374849021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2016233135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12749330,Бранко Ружић,Branko Ružić,Μπράνκο Ρούζιτς,Branko Ružić,Branko Ružić,Branko Ružić,Branko Ruzjić,Branko Ružić,,Μπράνκο Ρούζιτς,Branko Ružić (politician),Branko Ružić (homme politique),Branko Ružić,Бранко Ружић,https://upload.wikimedia.org/wikipedia/commons/8/80/Branko_Ruzic_-_WIKI_GAP_BELGRAD_018.jpg,male,1975-12-14,Branko,Branko Ružić (politician),,,,,,,,,,,,,,,,,,,Branko Ružić,,,,,,,Branko Ružić,,,,,Branko Ružić,,Бранко Ружић,Branko Ružić,,,,,,,,,Branko Ružić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branko Ružić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brankoruzicsps,,,,,,,,,,,,,,,,,,5331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12750061,Вјерица Радета,,,Vjerica Radeta,,Vjerica Radeta,,Vjerica Radeta,,,Vjerica Radeta,,Vjerica Radeta,Вјерица Радета,,female,1955-10-15,,Vjerica Radeta,,,,,,,,,,,,,,,,,,,,,Vjerica Radeta,,,,,,,,,,,,,,,,Vjerica Radeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12750313,Гордана Рајков,,,Gordana Rajkov,,,,Gordana Rajkov,,,,,,Гордана Рајков,,female,1944-12-29,,Гордана Рајков,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordana Rajkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathematician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordana Rajkov,,,,,,,,,
Q12750938,Дијана Вукомановић,Dijana Vukomanović,,Dijana Vukomanović,Dijana Vukomanović,Dijana Vukomanović,Dijana Vukomanović,Dijana Vukomanović,Category:Dijana Vukomanović,,Dijana Vukomanović,,Dijana Vukomanović,Дијана Вукомановић,https://upload.wikimedia.org/wikipedia/commons/d/d8/Dijana_Vukomanović_-_Dec._2015._(cropped).jpg,female,1967-01-03,Dijana,Dijana Vukomanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dijana Vukomanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
