id,name__is,name__en,name__fr,name,wikipedia__commons,wikipedia__is,image,gender,birth_date,given_name,original_wikiname,name__eo,name__de,name__nl,name__nb,name__es,name__ja,name__hu,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__ja,wikipedia__no,identifier__VIAF,identifier__GND,identifier__freebase,name__en_gb,wikipedia__iswikiquote,name__ru,name__pt,name__la,name__sv,name__it,name__pl,name__be,name__zh,name__da,name__nn,name__he,wikipedia__be,wikipedia__da,wikipedia__es,wikipedia__fr,wikipedia__he,wikipedia__it,wikipedia__la,wikipedia__nl,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__zh,identifier__LCAuth,wikipedia__iswikisource,identifier__ISNI,identifier__BNF,identifier__SUDOC,death_date,identifier__OLID,identifier__SELIBR,identifier__CERL,identifier__FAST,identifier__IMDB,identifier__allmovie,identifier__SFDb,identifier__DNF,identifier__britishmuseum,name__ca,name__de_ch,name__el,name__en_ca,name__cs,name__et,name__lb,name__pt_br,name__uk,name__fi,name__oc,name__sr,name__tr,name__mk,name__ie,name__ko,wikipedia__ca,wikipedia__cs,wikipedia__el,wikipedia__et,wikipedia__fi,wikipedia__hu,wikipedia__ie,wikipedia__ko,wikipedia__lb,wikipedia__oc,wikipedia__simple,wikipedia__sr,wikipedia__tr,wikipedia__uk,website,identifier__NTA,family_name,identifier__moviemeter,name__lt,wikipedia__lt,identifier__Gutenberg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gl,name__id,name__ga,name__ar,name__ro,name__io,name__tl,name__sk,name__fo,name__vo,name__br,name__cy,wikipedia__ar,wikipedia__br,wikipedia__fo,wikipedia__ga,wikipedia__gl,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__ro,wikipedia__tl,wikipedia__vo,identifier__NUKAT,name__mr,wikipedia__mr,name__bg,name__fa,wikipedia__bg,wikipedia__cy,wikipedia__fa,identifier__Munzinger,name__ka,name__gv,name__kk,wikipedia__gv,wikipedia__ka,wikipedia__kk,identifier__NPG,name__fy,wikipedia__fy,identifier__GTAA,name__bs,name__uz,name__ms,name__hr,name__nan,name__nah,name__yo,name__lv,name__vi,name__sh,name__sco,wikipedia__bs,wikipedia__hr,wikipedia__lv,wikipedia__mk,wikipedia__ms,wikipedia__nah,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__uz,wikipedia__vi,wikipedia__yo,wikipedia__zh_min_nan,name__sl,wikipedia__cswikiquote,wikipedia__sl,twitter,name__be_tarask,wikipedia__be_x_old,name__eu,wikipedia__eu,identifier__MGP,name__gd,name__ce,name__hi,name__nds,name__lmo,name__yue,wikipedia__ce,wikipedia__gd,wikipedia__hi,wikipedia__lmo,wikipedia__nds,wikipedia__plwikiquote,wikipedia__zh_yue,name__vmf,wikipedia__ruwikinews,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,facebook,identifier__NNDB,wikipedia__af,name__se,identifier__kinopoisk,identifier__PACE,wikipedia__bar,identifier__Britannica,name__ceb,name__dsb,name__eml,name__frr,name__hsb,name__mt,name__sq,occupation,identifier__parlement,name__kl,identifier__bigenc_ru,identifier__ne_se,identifier__google_knowledge,wikipedia__trwikinews,identifier__CONOR,identifier__quora,name__hy,wikipedia__ast,identifier__BIBSYS,name__ace,identifier__BAV,name__tt,wikipedia__tt,identifier__NLP,identifier__LNB,identifier__NDL,name__no,email,identifier__BNE,name__ml,wikipedia__ml,name__lfn,identifier__NLAtrove,name__aa,name__ak,name__aln,name__ang,name__arn,name__ay,name__az,name__bcl,name__bi,name__bjn,name__brh,name__cbk_zam,name__cdo,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dtp,name__ee,name__ext,name__ff,name__fit,name__fj,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__iu,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kr,name__krj,name__ksh,name__ku,name__lad,name__lg,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mus,name__mwl,name__na,name__ng,name__nov,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__qu,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sdc,name__sei,name__sg,name__sgs,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__srn,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__ve,name__vep,name__vot,name__war,name__xh,name__za,name__zea,wikipedia__qu,name__hif,name__ike_cans,name__kk_kz,name__ruq,name__shi,name__tokipona,wikipedia__dawikisource,identifier__nlg,identifier__NKC
Q12395898,Björt Ólafsdóttir,Björt Ólafsdóttir,Björt Ólafsdóttir,Björt Ólafsdóttir,,Björt Ólafsdóttir,,female,1983-03-02,Björt,Björt Ólafsdóttir,,Björt Ólafsdóttir,Björt Ólafsdóttir,,,,,Björt Ólafsdóttir,Björt Ólafsdóttir,,,,,,,,,,,,,,,,,Björt Ólafsdóttir,,,,Björt Ólafsdóttir,,Björt Ólafsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,Björt Ólafsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Björt Ólafsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1279631,Skúli Helgason,Skúli Helgason,Skúli Helgason,Skúli Helgason,,Skúli Helgason,,male,1965-04-15,,Skúli Helgason,,Skúli Helgason,Skúli Helgason,,Skúli Helgason,,Skúli Helgason,Skúli Helgason,Skúli Helgason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skúli Helgason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1304334,Magnús Orri Schram,Magnús Orri Schram,Magnús Orri Schram,Magnús Orri Schram,,Magnús Orri Schram,,male,1972-04-23,Magnús,Magnús Orri Schram,,Magnús Orri Schram,Magnús Orri Schram,,Magnús Orri Schram,,Magnús Orri Schram,Magnús Orri Schram,Magnús Orri Schram,,,,305410171,1048498069,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2013066091,,0000 0004 2365 1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnús Orri Schram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1305893,Einar K. Guðfinnsson,Einar Kristinn Guðfinnsson,Einar Kristinn Guðfinnsson,Einar Kristinn Guðfinnsson,Category:Einar K. Guðfinnsson,Einar K. Guðfinnsson,https://upload.wikimedia.org/wikipedia/commons/8/8b/Einar_Gudfinnsson_fd._fiskeriminister_Island._2009-01-27.jpg,male,1955-12-02,Einar,Einar K. Guðfinnsson,Einar K. Guðfinnsson,Einar K. Guðfinnsson,Einar Kristinn Guðfinnsson,,Einar Kristinn Guðfinnsson,,Einar Kristinn Guðfinnsson,Einar K. Guðfinnsson,Einar Kristinn Guðfinnsson,Einar K. Guðfinnsson,,,,,,,Einar K. Guðfinnsson,,,,,,Einar Kristinn Guðfinnsson,,,,,,,,,,,,,,Einar Kristinn Guðfinnsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Einar Kristinn Guðfinnsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1328085,Ragnheiður Ríkharðsdóttir,Ragnheiður Ríkharðsdóttir,Ragnheiður Ríkharðsdóttir,Ragnheiður Ríkharðsdóttir,,Ragnheiður Ríkharðsdóttir,,female,1949-06-23,Ragnheiður,Ragnheiður Ríkharðsdóttir,,Ragnheiður Ríkharðsdóttir,Ragnheiður Ríkharðsdóttir,,Ragnheiður Ríkharðsdóttir,,Ragnheiður Ríkharðsdóttir,Ragnheiður Ríkharðsdóttir,Ragnheiður Ríkharðsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ragnheiður Ríkharðsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13370916,Jón Þór Ólafsson,Jón Þór Ólafsson,Jón Þór Ólafsson,Jón Þór Ólafsson,Category:Jón Þór Ólafsson,Jón Þór Ólafsson,https://upload.wikimedia.org/wikipedia/commons/b/b9/Jón_Þór_Ólafsson_2014-04-02.jpg,male,1977-03-13,Jón,Jón Þór Ólafsson,,Jón Þór Ólafsson,Jón Þór Ólafsson,,,,,Jón Þór Ólafsson,Jón Þór Ólafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,Jón Þór Ólafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jón Þór Ólafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13405791,Thor Thors,Thor Thors,Thor Thors,Thor Thors,,Thor Thors,,male,1903-11-26,Thor,Thor Thors,,Thor Thors,Thor Thors,,,,,,Thor Thors,,,,305943098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thor Thors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13422896,Helgi Hrafn Gunnarsson,Helgi Hrafn Gunnarsson,Helgi Hrafn Gunnarsson,Helgi Hrafn Gunnarsson,Category:Helgi Hrafn Gunnarsson,Helgi Hrafn Gunnarsson,https://upload.wikimedia.org/wikipedia/commons/3/38/Helgi_Hrafn_Gunnarsson.jpg,male,1980-10-22,,Helgi Hrafn Gunnarsson,,Helgi Hrafn Gunnarsson,Helgi Hrafn Gunnarsson,,Helgi Hrafn Gunnarsson,,Helgi Hrafn Gunnarsson,Helgi Hrafn Gunnarsson,Helgi Hrafn Gunnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helgi Hrafn Gunnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13605967,Karl V. Matthíasson,Karl V. Matthíasson,Karl V. Matthíasson,Karl V. Matthíasson,Category:Karl V. Matthíasson,Karl V. Matthíasson,"https://upload.wikimedia.org/wikipedia/commons/0/0a/Formand_Vestnordisk_Rad,_Karl_V_Matthiasson,_vid_Nordiska_Radets_Session_i_Oslo._2007-11-01._Foto-_Magnus_Froderberg-norden.org.jpg",male,1952-08-12,Karl,Karl V. Matthíasson,,,Karl V. Matthíasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl V. Matthíasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13607417,Kjartan Ólafsson,Kjartan Ólafsson,Kjartan Ólafsson,Kjartan Ólafsson,Category:Kjartan Ólafsson (politician),Kjartan Ólafsson (f. 1953),https://upload.wikimedia.org/wikipedia/commons/f/f9/Kjartan_Olafsson_(Sj.)_Island.jpg,male,1953-11-02,Kjartan,Kjartan Ólafsson (f. 1953),,,Kjartan Ólafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kjartan Ólafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1385796,Eygló Harðardóttir,Eygló Harðardóttir,Eygló Harðardóttir,Eygló Harðardóttir,Category:Eygló Harðardóttir,Eygló Harðardóttir (stjórnmálamaður),https://upload.wikimedia.org/wikipedia/commons/1/1a/Eygló_Harðardóttir_-_60_års_Nordisk_Arbejdsmarked_-_norden.org.jpg,female,1972-12-12,Eygló,Eygló Harðardóttir (stjórnmálamaður),,Eygló Harðardóttir,Eygló Harðardóttir,Eygló Harðardóttir,Eygló Harðardóttir,,Eygló Harðardóttir,Eygló Harðardóttir,Eygló Harðardóttir,,,Eygló Harðardóttir,,,,,,,,,Eygló Harðardóttir,,,,,,,,,,,Eygló Harðardóttir,,,,,,,,Eygló Harðardóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eygló Harðardóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q139225,Þorgerður Katrín Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,Category:Þorgerður Katrín Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,"https://upload.wikimedia.org/wikipedia/commons/1/15/Thorgerdur_K._Gunnarsdottir,_Islands_kulturminister.jpg",female,1965-10-04,Þorgerður,Þorgerður Katrín Gunnarsdóttir,,Þorgerður Katrín Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,,Þorgerður Katrín Gunnarsdóttir,,Þorgerður Katrín Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,,,,,,/m/03bqqx,,Þorgerður Katrín Gunnarsdóttir,,Þorgerður Katrín Gunnarsdóttir,,,,Þorgerður Katrín Gunnarsdóttir,,,Þorgerður Katrín Gunnarsdóttir,,,,Þorgerður Katrín Gunnarsdóttir,,Þorgerður Katrín Gunnarsdóttir,,,,,Þorgerður Katrín Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,,,,,,,,,,,,,,,,,,,Þorgerður Katrín Gunnarsdóttir,,,,,,,,,Þorgerður Katrín Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,,,,,,,,,,Þorgerður Katrín Gunnarsdóttir,,,,,,,,,,,,,,,,,,索爾吉爾杜爾·卡特琳·貢納爾斯多蒂爾,,索尔吉尔杜尔·卡特琳·贡纳尔斯多蒂尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Þorgerður Katrín Gunnarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1397070,Albert Guðmundsson,Albert Guðmundsson,Albert Guðmundsson,Albert Guðmundsson,,Albert Guðmundsson,,male,1923-10-05,Albert,,Albert Guðmundsson,Albert Guðmundsson,Albert Guðmundsson,Albert Guðmundsson,Albert Guðmundsson,,Albert Guðmundsson,Albert Guðmundsson,Albert Guðmundsson,Albert Guðmundsson,,,,,/m/07_2lb,,,Альберт Гудмундссон,,,Albert Guðmundsson,Albert Guðmundsson,Albert Guðmundsson,,,Albert Guðmundsson,Albert Guðmundsson,,,,Albert Guðmundsson (futbolista nacido en 1923),"Albert Guðmundsson (football, 1923)",,Albert Guðmundsson,,,Albert Guðmundsson (1923–1994),,Альберт Гюдмюндссон,Albert Guðmundsson,,,,,,,1994-04-07,,,,,,,,,,Albert Guðmundsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guðmundsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Алберт Гудмундсон,آلبرت گودموندسون,Алберт Гудмундсон,,آلبرت گودموندسون,00000018237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Guðmundsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association football player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q144270,Birgitta Jónsdóttir,Birgitta Jónsdóttir,Birgitta Jónsdóttir,Birgitta Jónsdóttir,Category:Birgitta Jónsdóttir,Birgitta Jónsdóttir,"https://upload.wikimedia.org/wikipedia/commons/d/df/Praha,_PiCe,_Birgitta_Jónsdóttir.jpg",female,1967-04-17,Birgitta,Birgitta Jónsdóttir,,Birgitta Jónsdóttir,Birgitta Jónsdóttir,Birgitta Jónsdóttir,Birgitta Jónsdóttir,ビルギッタ・ヨンスドッティル,Birgitta Jónsdóttir,Birgitta Jónsdóttir,Birgitta Jónsdóttir,,ビルギッタ・ヨンスドッティル,Birgitta Jónsdóttir,288607376,,/m/0cc597m,,,Биргитта Йоунсдоуттир,Birgitta Jónsdóttir,,Birgitta Jónsdóttir,,Birgitta Jónsdóttir,,比爾基塔·瓊斯多蒂爾,Birgitta Jónsdóttir,,בירגיטה יונסדוטיר,,Birgitta Jónsdóttir,Birgitta Jónsdóttir,Birgitta Jónsdóttir,בירגיטה יונסדוטיר,,,Birgitta Jónsdóttir,Birgitta Jónsdóttir,Birgitta Jónsdóttir,,Birgitta Jónsdóttir,比爾基塔·瓊斯多蒂爾,,,0000 0003 9414 3768,,,,,,,,,,,,,Birgitta Jónsdóttir,,,,Birgitta Jónsdóttir,Birgitta Jónsdóttir,,,,,,,,,,,Birgitta Jónsdóttir,,,Birgitta Jónsdóttir,,Birgitta Jónsdóttir,,,,,,,,,http://birgitta.is/,337821577,,,,,,,,,,,,,,,,,,,,,,,Birgitta Jónsdóttir,,,,,,,,,,,,,,,,,,Birgitta Jónsdóttir,,,,,,,,,,Birgitta Jónsdóttir,Birgitta Jónsdóttir,226310,,,,,,,,,,,,,,,,,,,,,,,,,Birgitta Jónsdóttir,Birgitta Jónsdóttir,Birgitta Jónsdóttir,birgittaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,,,,,,,261526627,Birgitta-Jonsdottir-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1480281,,Sigurjón Þórðarson,Sigurjón Þórðarson,Sigurjón Þórðarson,,,https://upload.wikimedia.org/wikipedia/commons/0/01/Sigurjón_Þórðarson.jpg,male,1964-06-29,,Sigurjón Þórðarson,,Sigurjón Þórðarson,Sigurjón Þórðarson,,Sigurjón Þórðarson,,Sigurjón Þórðarson,Sigurjón Þórðarson,Sigurjón Þórðarson,,,,,,/m/05h2f0r,,,,,,,,,,,,,,,,Sigurjón Þórðarson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigurjón Þórðarson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigurjón Þórðarson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,Sigurjón Þórðarson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14894348,Rósa Björk Brynjólfsdóttir,Rósa Björk Brynjólfsdóttir,Rósa Björk Brynjólfsdóttir,Rósa Björk Brynjólfsdóttir,,Rósa Björk Brynjólfsdóttir,,female,1975-02-09,Rósa,Rósa Björk Brynjólfsdóttir,,,Rósa Björk Brynjólfsdóttir,,,,,,Rósa Björk Brynjólfsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rósa Björk Brynjólfsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
