id,name,name__ru,name__kk,name__pl,name__en,name__nl,name__de,wikipedia__de,wikipedia__kk,wikipedia__pl,wikipedia__ru,gender,birth_date,occupation,original_wikiname,death_date,name__fr,name__uz,name__uk,wikipedia__uk,wikipedia__uz,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__NUKAT,identifier__ISNI,identifier__NTA,image,family_name,name__sv,name__nb,name__nn,wikipedia__sv,name__ja,name__kk_arab,name__kk_cyrl,name__kk_latn,name__es,wikipedia__en,wikipedia__ja,identifier__freebase,name__ky,name__tr,name__az,wikipedia__az,wikipedia__fr,wikipedia__ky,wikipedia__tr,identifier__FAST,given_name,identifier__LNB,name__ar,wikipedia__ar,name__fi,wikipedia__fi,website,twitter,name__pt,name__sk,name__tg_latn,name__it,name__cs,name__bg,name__kk_cn,name__kk_tr,name__kk_kz,name__tg,name__fa,name__ms,name__hu,name__mg,name__ps,name__cv,wikipedia__bg,wikipedia__commons,wikipedia__cs,wikipedia__cv,wikipedia__fa,wikipedia__hu,wikipedia__it,wikipedia__mg,wikipedia__ms,wikipedia__nl,wikipedia__ps,wikipedia__pt,wikipedia__sk,wikipedia__tg,name__cy,name__et,wikipedia__es,wikipedia__et,name__el,name__en_ca,name__en_gb,wikipedia__el,identifier__google_knowledge,identifier__BIBSYS,name__ro,name__hy,name__be,name__eu,name__zh,name__sq,name__zh_hant,name__zh_cn,name__ml,name__hr,wikipedia__be,wikipedia__hr,wikipedia__hy,wikipedia__ml,wikipedia__ro,wikipedia__ruwikiquote,wikipedia__sq,wikipedia__zh,name__zh_hans
Q4740658,Аслан Есболайұлы Мусин,"Мусин, Аслан Еспулаевич",Аслан Есболайұлы Мусин,,Aslan Musin,Aslan Musin,Aslan Musin,Aslan Mussin,Аслан Есболайұлы Мусин,,"Мусин, Аслан Еспулаевич",male,1954-01-02,diplomat,Аслан Есболайұлы Мусин,,Aslan Musin,,,,,,,,,,,,Musin,,,,,,اسلان ەسبولايۇلى مۋسىين,Аслан Есболайұлы Мусин,Aslan Esbolaýulı Mwsïn,,Aslan Musin,,,,,,,,,,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4740849,Қайырбек Шошанұлы Сүлейменов,"Сулейменов, Каирбек Шошанович",Қайырбек Шошанұлы Сүлейменов,,,,Qajyrbek Süleimenow,Qajyrbek Süleimenow,Қайырбек Шошанұлы Сүлейменов,,"Сулейменов, Каирбек Шошанович",male,1949-05-12,politician,"Сулейменов, Каирбек Шошанович",,,,,,,,,,,,,,,,,,,カイルベク・スレイメノフ,قايىربەك شوشانۇلى سۇلەيمەنوۆ,Қайырбек Шошанұлы Сүлейменов,Qaýırbek Şoşanulı Süleýmenov,,,カイルベク・スレイメノフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48876540,"Калижанов, Уалихан Калижанулы","Калижанов, Уалихан Калижанулы",,,,,,,,,"Калижанов, Уалихан Калижанулы",male,1948-03-18,scientist,"Калижанов, Уалихан Калижанулы",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55103401,"Мурадов, Ахмет Сейдарахманович","Мурадов, Ахмет Сейдарахманович",,,,,,,,,"Мурадов, Ахмет Сейдарахманович",,,politician,"Мурадов, Ахмет Сейдарахманович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60695320,"Дымов, Олег Григорьевич","Дымов, Олег Григорьевич",,,,,,,,,"Дымов, Олег Григорьевич",,1946-12-04,,"Дымов, Олег Григорьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60834997,"Ережепов, Кайролла Жеткизгенович","Ережепов, Кайролла Жеткизгенович",,,,,,,,,"Ережепов, Кайролла Жеткизгенович",,,,"Ережепов, Кайролла Жеткизгенович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60835006,"Алшымбаев, Зейнулла Утежанович","Алшымбаев, Зейнулла Утежанович",,,,,,,,,"Алшымбаев, Зейнулла Утежанович",,,,"Алшымбаев, Зейнулла Утежанович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60835084,"Клебанова, Дарья Владимировна","Клебанова, Дарья Владимировна",,,,,,,,,"Клебанова, Дарья Владимировна",,,,"Клебанова, Дарья Владимировна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60835300,"Исимбаева, Гульмира Истайбековна","Исимбаева, Гульмира Истайбековна",,,,,,,,,"Исимбаева, Гульмира Истайбековна",,,,"Исимбаева, Гульмира Истайбековна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60835329,"Шиповских, Геннадий Геннадиевич","Шиповских, Геннадий Геннадиевич",,,,,,,,,"Шиповских, Геннадий Геннадиевич",,,,"Шиповских, Геннадий Геннадиевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60835338,"Ким, Роман Ухенович","Ким, Роман Ухенович",,,,,,,,,"Ким, Роман Ухенович",,,,"Ким, Роман Ухенович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60835425,"Айсина, Майра Араповна","Айсина, Майра Араповна",,,,,,,,,"Айсина, Майра Араповна",,,,"Айсина, Майра Араповна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60835443,"Тимощенко, Юрий Евгениевич","Тимощенко, Юрий Евгениевич",,,,,,,,,"Тимощенко, Юрий Евгениевич",,,,"Тимощенко, Юрий Евгениевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60835454,"Мырзахметов, Шалатай Мырзахметович","Мырзахметов, Шалатай Мырзахметович",,,,,,,,,"Мырзахметов, Шалатай Мырзахметович",,,,"Мырзахметов, Шалатай Мырзахметович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60835466,"Чиркалин, Иван Федорович","Чиркалин, Иван Федорович",,,,,,,,,"Чиркалин, Иван Федорович",,,,"Чиркалин, Иван Федорович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60835657,"Бейсенбаев, Аскар Асанович","Бейсенбаев, Аскар Асанович",,,,,,,,,"Бейсенбаев, Аскар Асанович",,,,"Бейсенбаев, Аскар Асанович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60835661,"Веснин, Виктор Николаевич","Веснин, Виктор Николаевич",,,,,,,,,"Веснин, Виктор Николаевич",,,,"Веснин, Виктор Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60837057,"Хаменова, Бакытгуль Кайржановна","Хаменова, Бакытгуль Кайржановна",,,,,,,,,"Хаменова, Бакытгуль Кайржановна",,,,"Хаменова, Бакытгуль Кайржановна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60837217,"Асангазы, Оразкуль Асангазиевна","Асангазы, Оразкуль Асангазиевна",,,,,,,,,"Асангазы, Оразкуль Асангазиевна",,,,"Асангазы, Оразкуль Асангазиевна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60837364,"Баймагамбетова, Багила Бирмагамбетовна","Баймагамбетова, Багила Бирмагамбетовна",,,,,,,,,"Баймагамбетова, Багила Бирмагамбетовна",,,,"Баймагамбетова, Багила Бирмагамбетовна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60837638,"Аманжолова, Зауреш Джуманалиевна","Аманжолова, Зауреш Джуманалиевна",,,,,,,,,"Аманжолова, Зауреш Джуманалиевна",,,,"Аманжолова, Зауреш Джуманалиевна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60838112,"Доскалов, Валерий Алексеевич","Доскалов, Валерий Алексеевич",,,,,,,,,"Доскалов, Валерий Алексеевич",,,,"Доскалов, Валерий Алексеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60838204,"Жаилганова, Анар Нуралиевна","Жаилганова, Анар Нуралиевна",,,,,,,,,"Жаилганова, Анар Нуралиевна",,,,"Жаилганова, Анар Нуралиевна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60838255,"Соловьёва, Айгуль Сагадибековна","Соловьёва, Айгуль Сагадибековна",,,,,,,,,"Соловьёва, Айгуль Сагадибековна",,,,"Соловьёва, Айгуль Сагадибековна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60838267,"Кусаинов, Даулбай Мейрамович","Кусаинов, Даулбай Мейрамович",,,,,,,,,"Кусаинов, Даулбай Мейрамович",,,,"Кусаинов, Даулбай Мейрамович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7258508,Жәнібек Сәлімұлы Кәрібжанов,"Карибжанов, Жаныбек Салимович",Жәнібек Сәлімұлы Кәрібжанов,,,,Schänibek Käribschanow,Schänibek Käribschanow,Жәнібек Сәлімұлы Кәрібжанов,,"Карибжанов, Жаныбек Салимович",male,1948-11-23,economist,"Карибжанов, Жаныбек Салимович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q743386,Серік Керімбекұлы Қонақбаев,"Конакбаев, Серик Керимбекович",Серік Керімбекұлы Қонақбаев,Seryk Konakbajew,Serik Konakbayev,Serik Konakbayev,Serik Konakbajew,Serik Qonaqbajew,Серік Керімбекұлы Қонақбаев,Seryk Konakbajew,"Конакбаев, Серик Керимбекович",male,1959-10-25,boxer,"Конакбаев, Серик Керимбекович",,Serik Konakbayev,,Конакбаєв Серік Керімбекович,Конакбаєв Серік Керімбекович,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/RIAN_archive_585194_Boxers_Serik_Konakabayev_and_Jose_Aguilar.jpg,,Serik Konakbajev,Serik Konakbajev,Serik Konakbajev,Serik Konakbajev,,سەرىك كەرىمبەكۇلى قوناقبايەۆ,Серік Керімбекұлы Қонақбаев,Serik Kerimbekulı Qonaqbayev,Serik Konakbayev,Serik Konakbayev,,/m/0ghmql,,,,,Serik Konakbayev,,,,Serik,,سريك كوناكباييف,سريك كوناكباييف,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q981187,Дәулет Болатұлы Тұрлыханов,"Турлыханов, Даулет Болатович",Дәулет Болатұлы Тұрлыханов,Däulet Turłychanow,Daulet Turlykhanov,Daulet Turlykhanov,Daulet Turlychanow,Däulet Turlychanow,Дәулет Болатұлы Тұрлыханов,Däulet Turłychanow,"Турлыханов, Даулет Болатович",male,1963-11-18,amateur wrestler,"Турлыханов, Даулет Болатович",,Daulet Turlykhanov,,Турлиханов Даулет Болатович,Турлиханов Даулет Болатович,,,,,,,,,,Daulet Turlychanov,Däwlet Tulyxanov,Däwlet Tulyxanov,Daulet Turlychanov,ダウレット・ツルリハノフ,داۋلەت بولاتۇلى تۇرلىحانوۆ,Дәулет Болатұлы Тұрлыханов,Däwlet Bolatulı Turlıxanov,Daulet Turlykhanov,Daulet Turlykhanov,,,,,,,,,,,,,,,,,,,,,,Daulet Turlykhanov,Daulet Turlychanov,,,,,,,,,,,,,,Daulet Turlychanov,,,,Daulet Turlykhanov,,,,,,,,,Däulet Turlõhhanov,Daulet Turlyjanov,Däulet Turlõhhanov,,,,,,,,,,,,,,,,,,,,,,,,,
