id,name__nl,name__it,name__fr,name,wikipedia__nl,gender,birth_date,death_date,original_wikiname,name__en,name__de,wikipedia__de,wikipedia__en,image,identifier__VIAF,given_name,identifier__FAST,identifier__GTAA,name__af,name__an,name__ast,name__bar,name__br,name__ca,name__co,name__cs,name__cy,name__da,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__es,name__et,name__eu,name__fi,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__nrm,name__oc,name__pcd,name__pl,name__pms,name__pt,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__srn,wikipedia__srn,name__hi,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__ru,name__ja,name__el,name__ar,name__zh,wikipedia__ar,wikipedia__ca,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__fi,wikipedia__fr,wikipedia__hi,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__zh,identifier__GND,identifier__freebase,identifier__LCAuth,identifier__BNF,identifier__NTA,identifier__Britannica,identifier__DBNL,wikipedia__commons,wikipedia__id,name__fy,wikipedia__fy,identifier__ISNI,identifier__SUDOC,identifier__OLID,identifier__BPN,wikipedia__no,wikipedia__sv,family_name,wikipedia__af,wikipedia__da,wikipedia__eu,wikipedia__ro,wikipedia__tr,wikipedia__vi,name__he,name__yo,name__sr_ec,name__lt,name__sr,name__fa,wikipedia__et,wikipedia__fa,wikipedia__gl,wikipedia__he,wikipedia__lt,wikipedia__sr,wikipedia__yo,wikipedia__ast,occupation,identifier__bigenc_ru,name__bg,wikipedia__bg,name__la,wikipedia__la,wikipedia__nlwikinews,name__ace,identifier__BIBSYS,identifier__SELIBR,wikipedia__simple,identifier__BNE,identifier__CONOR,twitter,facebook,identifier__NLA
Q2734643,John Hardjoprajitno,,John Hardjoprajitno,John Hardjoprajitno,John Hardjoprajitno,male,1952,,John Hardjoprajitno,John Hardjoprajitno,,,,,,John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Hardjoprajitno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Hardjoprajitno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2742570,Rupert Christopher,Rupert Christopher,Rupert Christopher,Rupert Christopher,Rupert Christopher,male,1956-02-02,2007-03-15,Rupert Christopher,Rupert Christopher,,,,,,Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2742903,Ganeshkoemar Kandhai,,Ganeshkoemar Kandhai,Ganeshkoemar Kandhai,Ganeshkoemar Kandhai,male,1967-12-08,,Ganeshkoemar Kandhai,Ganeshkoemar Kandhai,Ganeshkoemar Kandhai,,,,,,,,,,,,,,,,,Ganeshkoemar Kandhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganeshkoemar Kandhai,,,Ganeshkoemar Kandhai,,,,,,,,,,,,,,Ganeshkoemar Kandhai,,Ganeshkoemar Kandhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2750500,Winston Caldeira,,Winston Caldeira,Winston Caldeira,Winston Caldeira,male,1941-06-04,,Winston Caldeira,Winston Caldeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2752415,Guno Castelen,,Guno Castelen,Guno Castelen,Guno Castelen,male,1962-09-28,,Guno Castelen,Guno Castelen,Guno Castelen,,Guno Castelen,,,,,,,,,,,,,,,Guno Castelen,,,,,,Guno Castelen,,,,,,,,,,,Guno Castelen,,,,,,,,,,,,,,Guno Castelen,,,Guno Castelen,,,,,,,,,,,,,,Guno Castelen,,Guno Castelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guno Castelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2757274,Rashied Doekhi,Rashied Doekhi,Rashied Doekhi,Rashied Doekhi,Rashied Doekhi,male,"",,Rashied Doekhi,Rashied Doekhi,Rashied Doekhi,,Rashied Doekhi,,,,,,,,,,,,,,,Rashied Doekhi,,,,,,Rashied Doekhie,,,,,,,,,,,Rashied Doekhie,,,,,,,,,,,,,,Rashied Doekhi,,,Rashied Doekhi,,,,,,Rashied Doekhie,,,,,,,,Rashied Doekhie,,Rashied Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rashied Doekhie,,,,,Rashied Doekhi,,,,Rashied Doekhie,,,,/m/0kvfcl6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2773644,William Emanuël Juglall,,William Emanuël Juglall,William Emanuël Juglall,William Emanuël Juglall,male,1899-05-15,1980-06-20,William Emanuël Juglall,William Emanuël Juglall,,,,,,William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Emanuël Juglall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2775362,Jack Tjon Tjin Joe,,Jack Tjon Tjin Joe,Jack Tjon Tjin Joe,Jack Tjon Tjin Joe,male,1932-03-13,2002-09-11,Jack Tjon Tjin Joe,Jack Tjon Tjin Joe,,,,,,Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,張運華,,张运华,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2778834,Marijke Djwalapersad,,Marijke Djwalapersad,Marijke Djwalapersad,Marijke Djwalapersad,male,1951-12-28,,Marijke Djwalapersad,Marijke Djwalapersad,,,,,,Marijke,,210784,,,,,,,,,,Marijke Djwalapersad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marijke Djwalapersad,,,Marijke Djwalapersad,,,,,,,,,,,,,,Marijke Djwalapersad,,Marijke Djwalapersad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2780876,Paul Sjak Shie,,Paul Sjak Shie,Paul Sjak Shie,Paul Sjak Shie,male,1929-07-26,2006-09-24,Paul Sjak Shie,Paul Sjak Shie,,,,,,Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2783504,Emile Ensberg,Emile Ensberg,Emile Ensberg,Emile Ensberg,Emile Ensberg,male,1905-04-25,1984-11-25,Emile Ensberg,Emile Ensberg,,,,https://upload.wikimedia.org/wikipedia/commons/3/38/Emile_Ensberg_(1961).jpg,,Emile,,97249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emile Ensberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Emile Ensberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2787762,Ramon Dwarka Panday,,Ramon Dwarka Panday,Ramon Dwarka Panday,Ramon Dwarka Panday,male,1950-04-10,2013-10-19,Ramon Dwarka Panday,Ramon Dwarka Panday,,,,,,Ramon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2794098,Badrissein Sital,Badrissein Sital,Badrissein Sital,Badrissein Sital,Badrissein Sital,male,,,Badrissein Sital,Badrissein Sital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Badrissein Sital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2802506,Tjan Gobardhan,,Tjan Gobardhan,Tjan Gobardhan,Tjan Gobardhan,male,1948-06-26,,Tjan Gobardhan,Tjan Gobardhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2804775,Mike Brahim,,Mike Brahim,Mike Brahim,Mike Brahim,male,1928-10-28,,Mike Brahim,Mike Brahim,,,,,,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Brahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brahim,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2853792,Ramon Abrahams,Ramon Abrahams,Ramon Abrahams,Ramon Abrahams,Ramon Abrahams,male,1953,,Ramon Abrahams,Ramon Abrahams,,,,,,Ramon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q28859452,Yildiz Pollack-Beighle,,Yildiz Pollack-Beighle,Yildiz Pollack-Beighle,Yldiz Pollack-Beighle,female,1983-04-21,,Yldiz Pollack-Beighle,Yildiz Pollack-Beighle,Yildiz Pollack-Beighle,,Yldiz Pollack-Beighle,https://upload.wikimedia.org/wikipedia/commons/8/82/Yldiz_Pollack-Beighle.jpg,,,,,,,,,,,,,,,,,,,,Yildiz Pollack-Beighle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yildiz Pollack-Beighle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,イエルズ・ポラック＝ビゲリ,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Yldiz Pollack-Beighle,,,,,,,,Yldiz Pollack-Beighle,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,Yildiz Pollack-Beighle,Yldiz Pollack-Beighle,Categorie:Yldiz Pollack-Beighle,,,,,,,,,
Q2899353,Lesley Goede,,Lesley Goede,Lesley Goede,Lesley Goede,male,1930-03-29,1982-08-26,Lesley Goede,Lesley Goede,,,,https://upload.wikimedia.org/wikipedia/commons/8/84/Lesley_Goede_(1979).jpg,,Lesley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesley Goede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2955950,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,male,1960-07-08,,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,,,,,,,,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,Celsius Waterberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q299020,Ronald Venetiaan,Runaldo Ronald Venetiaan,Ronald Venetiaan,Ronald Venetiaan,Ronald Venetiaan,male,1936-06-18,,Ronald Venetiaan,Ronald Venetiaan,Ronald Venetiaan,Ronald Venetiaan,Ronald Venetiaan,https://upload.wikimedia.org/wikipedia/commons/0/0b/Ronald_Venetiaan.jpg,282596543,Ronald,,162558,Ronald Venetiaan,,Ronald Venetiaan,,,Ronald Venetiaan,,,,Ronald Venetiaan,,,,,Ronald Venetiaan,Ronald Venetiaan,Ronald Venetiaan,,Ronald Venetiaan,,,,,Ronald Venetiaan,,,Ronald Venetiaan,,Ronald Venetiaan,,Ronald Venetiaan,,,,,,,,,,Ronald Venetiaan,,,Ronald Venetiaan,,,,Ronald Venetiaan,,Ronald Venetiaan,,,,,,,,Ronald Venetiaan,Ronald Venetijan,Ronald Venetiaan,,Ronald Venetiaan,,,,,,,,Ronald Venetiaan,Ronald Venetiaan,रोनाल्ड वीनीटियन,罗纳德·韦内蒂安,羅納德·韋內蒂安,羅納德·韋內蒂安,罗纳德·韦内蒂安,罗纳德·韦内蒂安,羅納德·韋內蒂安,로날트 페네티안,Рональд Венетиан,ロナルト・フェネティアーン,Ρόναλντ Βενεσιάαν,رونالد فينيتيان,罗纳德·韦内蒂安,رونالد فينيتيان,Ronald Venetiaan,Ρόναλντ Βενεσιάαν,Ronald Venetiaan,Ronald Venetiaan,Ronald Venetiaan,Ronald Venetiaan,रोनाल्ड वीनीटियन,Ronald Venetiaan,Runaldo Ronald Venetiaan,ロナルト・フェネティアーン,로날트 페네티안,Ronald Venetiaan,Ronald Venetiaan,"Венетиан, Рональд",罗纳德·韦内蒂安,,/m/023089,,,132273608,,,Ronald Venetiaan,Ronald Venetiaan,Ronald Venetiaan,Ronald Venetiaan,0000 0003 8921 8040,,,,Ronald Venetiaan,Ronald Venetiaan,Venetiaan,Ronald Venetiaan,Ronald Venetiaan,,,Ronald Venetiaan,,רונלד ונטיאן,Ronald Venetiaan,Роналд Венетијан,Ronald Venetiaan,Роналд Венетијан,رونالدو ونتیان,Ronald Venetiaan,رونالدو ونتیان,Ronald Venetiaan,רונלד ונטיאן,Ronald Venetiaan,Роналд Венетијан,Ronald Venetiaan,Ronald Venetiaan,playwright,,,,,,,,,,Ronald Venetiaan,,,,,
Q3030572,Michael Jong Tjien Fa,,Michael Jong Tjien Fa,Michael Jong Tjien Fa,Michael Jong Tjien Fa,male,,,Michael Jong Tjien Fa,Michael Jong Tjien Fa,,,,,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,楊進華,,杨进华,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q3127467,Marie Levens,,Marie Levens,Marie Levens,Marie Levens,female,1950-07-13,,Marie Levens,Marie Levens,,,Marie Levens,,,Marie,,125834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marie Levens,,,,,,,,Marie Levens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marie Levens,,,,,,,Marie Levens,,,,,,,,,,,,,,,,,,,,Levens,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q3137559,Herman Adhin,Herman Adhin,Herman Adhin,Herman Adhin,Herman Adhin,male,1933-07-27,1992,Herman Adhin,Herman Adhin,,,,,,Herman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q3153557,Lamuré Latour,,,Lamuré Latour,Lamuré Latour,male,1953,,Lamuré Latour,Lamuré Latour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamuré Latour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q3245564,André Misiekaba,,André Misiekaba,André Misiekaba,André Misiekaba,male,1976-07-28,,André Misiekaba,André Misiekaba,,,,,,André,,,,,,,,,,,,André Misiekaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,André Misiekaba,,,André Misiekaba,,,,,,,,,,,,,,André Misiekaba,,André Misiekaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q333135,Chandrikapersad Santokhi,Chan Santokhi,Chan Santokhi,Chandrikapersad Santokhi,Chan Santokhi,male,1959-02-03,,Chan Santokhi,Chan Santokhi,Chan Santokhi,Chan Santokhi,Chan Santokhi,https://upload.wikimedia.org/wikipedia/commons/6/62/Santokhi.jpg,280117608,,,211087,Chan Santokhi,,,,,Chan Santokhi,,,,Chan Santokhi,,,,,Chan Santokhi,Chan Santokhi,,Chan Santokhi,,,,,,,,,Chan Santokhi,,Chan Santokhi,,,,,,,,,,,,Chan Santokhi,,,Chandrikapersad Santokhi,,,,Chandrikapersad Santokhi,,Chan Santokhi,,,Chan Santokhi,,,,,Chan Santokhi,,Chan Santokhi,,Chan Santokhi,,Chan Santokhi,,,,,,Chan Santokhi,Chan Santokhi,,,,,,,,,,チャン・サントクヒ,,تشان سانتوخي,,تشان سانتوخي,Chan Santokhi,,Chan Santokhi,Chan Santokhi,,Chan Santokhi,,,Chan Santokhi,チャン・サントクヒ,,Chandrikapersad Santokhi,Chan Santokhi,,,,/m/0kbgyqk,,,243504217,,,Category:Chan Santokhi,Chan Santokhi,,,0000 0003 8720 7794,,,,Chan Santokhi,Chan Santokhi,,Chan Santokhi,Chan Santokhi,Chan Santokhi,Chan Santokhi,Chan Santokhi,Chan Santokhi,,,,,,,,,,,,,,,politician,,,,,,Categorie:Chan Santokhi,,,,,,,chansantokhi,chansantokhi.su,
Q335287,Jagernath Lachmon,,Jagernath Lachmon,Jagernath Lachmon,Jagernath Lachmon,male,1916-09-21,2001-10-19,Jagernath Lachmon,Jagernath Lachmon,Jagernath Lachmon,Jagernath Lachmon,Jagernath Lachmon,https://upload.wikimedia.org/wikipedia/commons/a/ad/Jagernath_Lachmon_1975.jpg,47849374,,226602,123211,,,,,,,,,Jagernath Lachmon,Jagernath Lachmon,,,,,,Jagernath Lachmon,,,,,,,,Jagernath Lachmon,,,Jagernath Lachmon,,,,,,,,,,,,,,Jagernath Lachmon,,,Jagernath Lachmon,,,,,,,,,,,,,,Jagernath Lachmon,,Jagernath Lachmon,,,,,,,,,,,,जगरनाथ लछमन,,,,,,,,,,,,,,,,,Jagernath Lachmon,,,जगरनाथ लछमन,,,,,,,,,129711829,/m/059_st6,n88065818,12191301w,070631115,biography/Jaggernath-Lachmon,,Category:Jagernath Lachmon,,,,0000 0000 7871 0580,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q3373045,Jack Kross,,,Jack Kross,Jack Kross,male,,,Jack Kross,Jack Kross,,,,,,Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q3486213,Winston Lackin,,Winston Lackin,Winston Lackin,Winston Lackin,male,1954-12-23,,Winston Lackin,Winston Lackin,Winston Lackin,,Winston Lackin,https://upload.wikimedia.org/wikipedia/commons/f/f3/Winston_Lackin_(cropped).jpg,,Winston,,226169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winston Lackin,,,,,,,,Winston Lackin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Winston Lackin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q3539633,Saimin Redjosentono,,,Saimin Redjosentono,Saimin Redjosentono,male,1940-12-16,,Saimin Redjosentono,Saimin Redjosentono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saimin Redjosentono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saimin Redjosentono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q380734,Jules Wijdenbosch,Jules Wijdenbosch,Jules Wijdenbosch,Jules Wijdenbosch,Jules Wijdenbosch,male,1941-05-02,,Jules Wijdenbosch,Jules Wijdenbosch,Jules Albert Wijdenbosch,Jules Albert Wijdenbosch,Jules Wijdenbosch,https://upload.wikimedia.org/wikipedia/commons/e/ed/JulesWijdenbosch2017.jpg,215390770,Jules,,170008,,,Jules Wijdenbosch,,,Jules Wijdenbosch,,,,Jules Wijdenbosch,,,,,Jules Wijdenbosch,Jules Wijdenbosch,,,Jules Wijdenbosch,,,,,,,,Jules Wijdenbosch,,,,Jules Wijdenbosch,,,,,,,,,,Jules Wijdenbosch,,,Jules Wijdenbosch,,,,Jules Wijdenbosch,,Jules Albert Wijdenbosch,,,,,,,,Jules Wijdenbosch,,Jules Wijdenbosch,,,,,,,,,,Jules Wijdenbosch,Jules Wijdenbosch,जूल्स विज्देनबोश्क,尤勒斯·韦登博斯,尤勒斯·韋登博斯,尤勒斯·韋登博斯,尤勒斯·韦登博斯,尤勒斯·韦登博斯,尤勒斯·韋登博斯,윌러스 베이던보스,Жюль Альберт Вейденбос,ユーレス・ヴェイデンボス,Ζυλ Βάιντενμπος,خوليس ويدنبوش,尤勒斯·韋登博斯,خوليس ويدنبوش,Jules Wijdenbosch,Ζυλ Βάιντενμπος,Jules Wijdenbosch,Jules Wijdenbosch,Jules Wijdenbosch,Jules Wijdenbosch,जूल्स विज्देनबोश्क,Jules Wijdenbosch,Jules Wijdenbosch,ユーレス・ヴェイデンボス,윌러스 베이던보스,Jules Wijdenbosch,Jules Albert Wijdenbosch,"Вейденбос, Жюль Альберт",尤勒斯·韋登博斯,173551068,/m/036h_g,,,,biography/Jules-Wijdenbosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jules Wijdenbosch,politician,,,,,,,,,,,,,,,
Q3905227,Sonny Kertoidjojo,,,Sonny Kertoidjojo,Sonny Kertoidjojo,male,1966-03-03,,Sonny Kertoidjojo,Sonny Kertoidjojo,,,,,,Sonny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonny Kertoidjojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonny Kertoidjojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q39238068,Ferdinand Welzijn,,,Ferdinand Welzijn,Ferdinand Welzijn,male,1960,,Ferdinand Welzijn,Ferdinand Welzijn,Ferdinand Welzijn,,,https://upload.wikimedia.org/wikipedia/commons/f/fd/Min-welzijn-1_(cropped).jpg,,Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferdinand Welzijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ferdinand Welzijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,Categorie:Ferdinand Welzijn,,,,,,,,,
Q39400109,Robert Peneux,,,Robert Peneux,Robert Peneux,male,,,Robert Peneux,Robert Peneux,Robert Peneux,,,https://upload.wikimedia.org/wikipedia/commons/0/08/Robert_Peneux2_(cropped).jpg,,Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Peneux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Robert Peneux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,Categorie:Robert Peneux,,,,,,,,,
Q39400212,Jerry Miranda,,,Jerry Miranda,Jerry Miranda,male,1961,,Jerry Miranda,Jerry Miranda,Jerry Miranda,,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Jerry_Miranda_(cropped).jpg,,Jerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerry Miranda,,,,,,,,,,,,,,,,,,,,,,,,,جيري ميراندا,,,,,,,,,,,,,,,,,,,,,,,,,Category:Jerry Miranda,,,,,,,,,,Miranda,,,,,,,,,,,,,,,,,,,,,politician,,,,,,Categorie:Jerry Miranda,,,,,,,,,
