id,name__ko,name,wikipedia__ko,original_wikiname,name__zh,birth_date,name__en,gender,occupation,family_name,name__ja,wikipedia__en,name__pt,name__fr,name__nl,wikipedia__ja,wikipedia__pt,wikipedia__zh,twitter,name__en_ca,name__en_gb,name__es,name__hu,name__zh_hant,name__zh_cn,name__it,image,identifier__IMDB,identifier__KMDb,name__de,given_name,identifier__kinopoisk,name__sv,name__fa,name__nb,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fr,wikipedia__no,wikipedia__sv,identifier__freebase,name__zh_hans,name__zh_tw,name__ca,name__oc,name__ru,name__lt,name__vi,name__id,name__mg,name__ar,name__th,wikipedia__ar,wikipedia__commons,wikipedia__id,wikipedia__it,wikipedia__kowikiquote,wikipedia__kowikisource,wikipedia__lt,wikipedia__mg,wikipedia__ru,wikipedia__ruwikinews,wikipedia__th,wikipedia__vi,name__yue,name__zh_hk,name__zh_mo,name__zh_my,name__zh_sg,name__kana,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,website,facebook,name__eo,wikipedia__eo,wikipedia__simple,identifier__NDL,identifier__FAST,death_date,name__pl,wikipedia__pl,name__tr,instagram,name__ka,name__he,name__bg,name__bn,name__cs,name__cy,name__da,name__de_ch,name__fi,name__lb,name__lv,name__ml,name__mn,name__ms,name__my,name__pt_br,name__ro,name__sco,name__sh,name__sr,name__uk,name__xmf,name__yo,name__nn,name__la,name__tl,name__mr,name__et,name__az,name__hr,name__kk,name__af,name__fo,name__io,name__nan,name__arz,name__sgs,name__hy,name__el,name__qu,name__hak,name__ne,name__cdo,name__ast,name__sk,name__wuu,name__ie,name__eu,name__ga,wikipedia__af,wikipedia__arz,wikipedia__ast,wikipedia__az,wikipedia__bat_smg,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__cdo,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__et,wikipedia__fi,wikipedia__fo,wikipedia__ga,wikipedia__hak,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__ie,wikipedia__io,wikipedia__ka,wikipedia__kk,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__ml,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__my,wikipedia__ne,wikipedia__nl,wikipedia__nn,wikipedia__plwikiquote,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sr,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__wuu,wikipedia__xmf,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikiquote,identifier__GND,name__gl,name__bcl,wikipedia__bcl,wikipedia__gl,weblog,wikipedia__oc,identifier__CiNii,identifier__google_knowledge,identifier__ISNI,wikipedia__bi,name__bi,identifier__nyt_topic,wikipedia__cawikiquote,wikipedia__mai,name__mai,wikipedia__hi,wikipedia__ur,name__hi,name__ur,wikipedia__arwikinews,identifier__quora,wikipedia__eu,name__mk,name__or,name__br,wikipedia__br,wikipedia__be,wikipedia__bewikiquote,name__be,name__an,name__ext,wikipedia__ky,name__ky,wikipedia__pnb,wikipedia__enwikiquote,wikipedia__ta,name__pnb,wikipedia__uz,name__ta,name__uz,identifier__Britannica,wikipedia__is,identifier__BIBSYS,wikipedia__hr,name__is,wikipedia__tt,identifier__NLP,name__tt,identifier__GNC,identifier__NTA,name__pam,wikipedia__bs,wikipedia__enwikinews,name__bs,wikipedia__an,identifier__CSPAN,identifier__GTAA,wikipedia__enwikisource,name__ace,name__min,name__jv,name__su,name__map_bms,name__bjn,name__gor,name__bug,name__tet,identifier__Munzinger,wikipedia__ukwikisource,name__sl
Q24000515,위성곤,위성곤,위성곤,위성곤,魏聖坤,1968-01-20,Wi Seong-gon,male,politician,,,,,,Wi Seong-gon,,,,,,,,,魏聖坤,,,,,,,,,,,,,,,,,,,,魏聖坤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wisg1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000516,박찬대,박찬대,박찬대,박찬대,,1967-05-10,Park Chan-dae,male,politician,,,,,,Park Chan-dae,,,,,,,,,樸贊大,朴贊大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000517,조응천,조응천,조응천,조응천,,1962-09-17,Cho Eung-cheon,male,politician,,,,,,Cho Eung-cheon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000521,윤종오,윤종오,윤종오,윤종오,,1963-08-14,Yoon Jong-o,,politician,,,,,,Yoon Jong-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000528,박재호,박재호,박재호,박재호,,1959-02-13,Park Jae-ho,male,politician,Park,,,,,Park Jae-ho,,,,,,,,,,,,,,,,Jae-ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000530,김해영,김해영,김해영,김해영,,1977-02-06,Kim Hae-young,,politician,,,,,,Kim Hae-young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3693 560X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000531,송석준,송석준,송석준,송석준,,1964-03-10,Song Seog-jun,,politician,,,,,,Song Seog-jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000550,임종성,임종성,임종성,임종성,,1965-08-05,Lim Jong-seong,male,politician,,,,,,Lim Jong-seong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000551,권칠승,권칠승,권칠승,권칠승,,1965-11-18,Kwon Chil-seung,male,politician,,,,,,Kwon Chil-seung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000552,정태옥,정태옥,정태옥,정태옥,,1961-11-27,Choung Tae-ok,male,politician,,,,,,Choung Tae-ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000553,소병훈,소병훈,소병훈,소병훈,,1954-06-03,So Byung-hoon,male,politician,Soh,,,,,So Byung-hoon,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/07/Sobyunghoon.jpg,,,,Byung-hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000554,윤한홍,윤한홍,윤한홍,윤한홍,,1962-11-01,Yoon Han-hong,male,politician,,,,,,Yoon Han-hong,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/75/윤한홍_국회의원.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000555,정유섭,정유섭,정유섭,정유섭,,1954-12-06,Jung You-sub,male,politician,,,,,,Jung You-sub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000557,유동수,유동수,유동수,유동수,,1961-09-18,Yoo Dong-soo,male,politician,Yoo,,,,,Yoo Dong-soo,,,,,,,,,,,,,,,,Dong-soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000558,정인화,정인화,정인화,정인화,,1957-07-27,Jeong In-hwa,,politician,,,,,,Jeong In-hwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000559,이은권,이은권,이은권,이은권,李殷權,1958-11-05,Lee Eun-kwon,male,politician,,,,,,Lee Eun-kwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000560,어기구,어기구,어기구,어기구,,1963-01-10,Eoh Kiy-ku,,politician,,,,,,Eoh Kiy-ku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000561,조승래,조승래,조승래,조승래,,1968-02-21,Jo Seoung-lae,,politician,,,,,,Jo Seoung-lae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000566,김수민,김수민,김수민 (1986년),김수민 (1986년),,1986-12-25,Kim Su-min,female,politician,Kim,,,,,Kim Su-min,,,,,,,,,,,,,,,,Soo-min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000567,김정재,김정재,김정재,김정재,,1966-02-15,Kim Jung-jae,female,politician,,,,,,Kim Jung-jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000578,권석창,권석창,권석창,권석창,,,Kwon Sok-chang,male,politician,,,,,,Kwon Sok-chang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000579,송기헌,송기헌,송기헌,송기헌,宋基憲,1963-10-02,Song Ki-hun,male,politician,,,,,,Song Ki-hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000580,성일종,성일종,성일종,성일종,,1963-03-19,Sung Il-jong,,politician,,,,,,Sung Il-jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000592,강훈식,강훈식,강훈식,강훈식,,1973-10-24,Kang Hoon-sik,male,politician,,,,,,Kang Hoon-sik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000595,손금주,손금주,손금주,손금주,,1971-07-29,Son Kum-ju,male,politician,,,,,,Son Kum-ju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000598,장석춘,장석춘,장석춘,장석춘,,1957-08-18,Jang Seok-chun,,politician,,,,,,Jang Seok-chun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000599,임이자,임이자,임이자,임이자,,1964-03-05,Lim Lee-ja,female,trade unionist,,,,,,Lim Lee-ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000600,송기석,송기석,송기석,송기석,,1962-10-28,Song Ki-seok,,politician,,,Song Ki-seok,,,Song Ki-seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Song Ki-sok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000601,송희경,송희경,송희경 (1964년),송희경 (1964년),,1964-07-24,Song Hee-kgyoung,female,politician,Song,,,,,Song Hee-kgyoung,,,,,,,,,,,,,,,,Hee-kyung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000602,김현권,김현권,김현권,김현권,,1964-05-17,Kim Hyun-kwon,male,politician,,,,,,Kim Hyun-kwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000603,문진국,문진국,문진국,문진국,,1949-02-01,Moon Jin-kook,,trade unionist,,,,,,Moon Jin-kook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000618,문미옥,문미옥,문미옥,문미옥,,1968-12-20,Mun Mi-ock,female,politician,,,,,,Mun Mi-ock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000620,박경미,박경미,박경미,박경미,,1965-10-15,Park Kyung-mee,female,politician,,,,,,Park Kyung-mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000702,윤종필,윤종필,윤종필,윤종필,,1953,Yoon Jong-pil,female,politician,,,,,,Yoon Jong-pil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000760,송옥주,송옥주,송옥주,송옥주,,1965-12-20,Song Ok-joo,female,politician,,,,,,Song Ok-joo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000761,권미혁,권미혁,권미혁,권미혁,,1959-01-10,Kwon Mi-hyuk,female,politician,,,,,,Kwon Mi-hyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000763,최운열,최운열,최운열,최운열,,1950-04-02,Choi Woon-youl,,politician,,,,,,Choi Woon-youl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000765,신용현,신용현,신용현,신용현,,1961-03-09,Shin Yong-hyeon,female,politician,,,,,,Shin Yong-hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24000766,최도자,최도자,최도자,최도자,,1955-03-04,Choi Do-ja,,politician,,,,,,Choi Do-ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
