id,name__la,name__de,name__cs,name__pl,name__fr,name__en,name__fi,name__it,name__nl,name__es,name__hu,name__nb,name__da,name__nn,name__sv,name__ar,name,wikipedia__ar,wikipedia__cs,wikipedia__de,wikipedia__en,wikipedia__fi,wikipedia__fr,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__pl,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,birth_date,identifier__freebase,identifier__NKC,given_name,identifier__NTA,identifier__Munzinger,identifier__FAST,original_wikiname,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cy,name__eo,name__et,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,wikipedia__cswikiquote,wikipedia__commons,name__hsb,wikipedia__hsb,wikipedia__sk,name__ru,wikipedia__ro,wikipedia__ru,identifier__EuroparlMEP,identifier__PACE,name__he,name__be,name__sr,name__uk,name__ja,name__bg,name__zh,name__oc,name__be_tarask,name__vi,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__dewikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__he,wikipedia__ja,wikipedia__nl,wikipedia__no,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ruwikinews,wikipedia__sl,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,noble_title,identifier__BNF,identifier__NDL,website,death_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__yo,name__id,name__el,name__sh,name__sr_el,name__sr_ec,name__io,name__lv,name__mg,name__fa,wikipedia__ast,wikipedia__ca,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__fa,wikipedia__gl,wikipedia__hr,wikipedia__id,wikipedia__io,wikipedia__ko,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__nn,wikipedia__oc,wikipedia__sco,wikipedia__sh,wikipedia__yo,identifier__NNDB,name__de_ch,name__en_ca,name__en_gb,identifier__NLP,wikipedia__enwikiquote,wikipedia__itwikiquote,identifier__parlement,name__eml,name__fo,name__frr,name__min,name__pt_br,family_name,wikipedia__als,wikipedia__simple,identifier__MusicBrainz,wikipedia__bs,twitter,facebook,name__ie,wikipedia__ie,identifier__IMDB,identifier__CSFD,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__PORT,identifier__kinopoisk,identifier__filmportal_de,name__szl,name__rue,wikipedia__eu,wikipedia__rue,wikipedia__szl,name__ur,name__ka,name__ms,name__pam,name__ps,name__tl,name__hy,name__az,name__mr,wikipedia__az,wikipedia__cswikisource,wikipedia__gd,wikipedia__hy,wikipedia__ka,wikipedia__lt,wikipedia__mr,wikipedia__ms,wikipedia__pam,wikipedia__ps,wikipedia__tl,wikipedia__ur,identifier__GTAA,identifier__CSPAN,identifier__NUKAT,name__qu,name__uz,name__yi,name__mn,name__nov,name__ilo,name__dsb,name__jv,name__kk,wikipedia__dsb,wikipedia__eowikiquote,wikipedia__ilo,wikipedia__jv,wikipedia__kk,wikipedia__lmo,wikipedia__ltwikiquote,wikipedia__mn,wikipedia__nov,wikipedia__qu,wikipedia__sq,wikipedia__uz,wikipedia__yi,identifier__NLA,identifier__BNE,identifier__CANTIC,identifier__Britannica,identifier__goodreads,wikipedia__skwikiquote,name__vo,wikipedia__vo,identifier__elonet,name__ml,wikipedia__ml,identifier__NLI,wikipedia__ga,identifier__GNC,identifier__discogs,occupation,identifier__wikitree,wikipedia__br,identifier__ORCID,wikipedia__zh_yue,name__yue,name__tt,identifier__quora,identifier__persee,name__ext,name__bm,name__de_at,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__wo,name__zu,identifier__songkick,name__mk,identifier__BAV,identifier__BIBSYS,wikipedia__th,identifier__bigenc_ru,name__kl,name__th,identifier__ne_se,wikipedia__tt,weblog,wikipedia__ta,name__ta,identifier__LAC,name__lfn,wikipedia__af,name__fit,identifier__ioc_athlete,linkedin,identifier__CONOR,wikipedia__mk
Q10774373,,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,,Aleš Roztočil,,Aleš Roztočil,,,,,,,,,,male,0000 0000 5786 5217,85003367,,,,1953-05-10,,,Aleš,,,,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,Aleš Roztočil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleš Roztočil,,,,,,
Q10774386,,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,,Aleš Rádl,,Aleš Rádl,,,,,,,,,,male,,,,,,1966-04-13,,,Aleš,,,,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,Aleš Rádl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10775340,,,Alfred Frommer,,Alfred Frommer,Alfred Frommer,,Alfred Frommer,Alfred Frommer,,,,,,,,Alfred Frommer,,Alfred Frommer,,,,,,,,,,male,,,,,,1943-08-07,,,Alfred,,,,Alfred Frommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfred Frommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10775703,,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,,Alfréd Michalík,,Alfréd Michalík,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1d/Alfréd_Michalík_2013.JPG,male,,84046597,,,,1944-08-25,,,Alfréd,,,,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,Alfréd Michalík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10816432,,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,,Jan Koucký,,Jan Koucký,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Jan_Koucký.jpg,male,,84040688,,,,1953-06-23,,jn20000710286,Jan,,,,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,Jan Koucký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Koucký,,,,,,
Q10817784,,,Jaroslav Palas,,Jaroslav Palas,Jaroslav Palas,,,Jaroslav Palas,,,,,,,,Jaroslav Palas,,Jaroslav Palas,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/97/Jaroslav_Palas_2.jpg,male,0000 0000 5821 0191,84143043,,,,1952-10-02,,,Yaroslav,,,,Jaroslav Palas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaroslav Palas,,,,,,,Category:Jaroslav Palas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10819807,Andreas Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,,Andrej Babiš,,Andrej Babiš,,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andrej Babiš,Andreas Babiš,Andrej Babiš,https://upload.wikimedia.org/wikipedia/commons/f/f7/Andrej_Babiš_2015_Praha.JPG,male,0000 0000 5696 3202,85365171,1037001699,no2003111074,,1954-09-02,/m/0wylrz5,xx0009631,Andrej,,00000029773,501399,Andrej Babiš,Andrej Babiš,,,,,,Andrej Babiš,,,,Andrej Babiš,,,,,,,Andrej Babiš,,Andrej Babiš,,,Andrej Babiš,,,,,,,Andrej Babiš,,,,,,Andrej Babiš,Andrej Babiš,,Andrej Babiš,,,,Andrej Babiš,,,,Andrej Babiš,"Бабиш, Андрей",,"Бабиш, Андрей",,,אנדריי באביש,,,Андрей Бабіш,アンドレイ・バビシュ,Андрей Бабиш,安德烈·巴比什,,,Andrej Babiš,,,Андрей Бабиш,,,Andrej Babiš,Andrej Babiš,אנדריי באביש,,,Andrej Babiš,,Andrej Babiš,,,,Andrej Babiš,Andrej Babiš,Андрей Бабіш,Andrej Babiš,安德烈·巴比什,,,,,,,,,,,,안드레이 바비시,,Andrej Babiš,Αντρέι Μπάμπις,Andrej Babiš,,,,,,آندری بابیش,,Andrej Babiš,,,Αντρέι Μπάμπις,آندری بابیش,,Andrej Babiš,Andrej Babiš,,안드레이 바비시,Andrej Babiš,,,,,,Andrej Babiš,,,,Andrej Babiš,Andrej Babiš,,,,,,Andrej Babiš,,,Andrej Babiš,Babiš,,Andrej Babiš,,,AndrejBabis,AndrejBabis,,,,70932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrej Babiš,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,Андреј Бабиш,,,อันเดรจ บาบิส,,Andrej Babiš,อันเดรจ บาบิส,,,https://andrejbabis.blog.idnes.cz,,,,,Andrej Babiš,,,,,
Q10820050,,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,,Andrej Gjurič,,Andrej Gjurič,,,,,,,,,,male,0000 0000 5563 3674,6971311,,,,1938-11-29,,jn20000400776,Andrej,,,,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,Andrej Gjurič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10820075,,,Andrej Grega,,Andrej Grega,Andrej Grega,,Andrej Grega,Andrej Grega,,,,,,,,Andrej Grega,,Andrej Grega,,,,,,,,,,male,,,,,,1950-09-12,,,Andrej,,,,Andrej Grega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrej Grega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10839149,,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,,Walter Bartoš,,Walter Bartoš,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/18/WalterBartos.jpg,male,0000 0000 5626 8736,84003886,,,,1961-04-23,,,Walter,,,,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,Walter Bartoš,,Category:Walter Bartoš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedagogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10853438,,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,,Anna Putnová,,Anna Putnová,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/20/Anna_putnova.jpg,female,0000 0000 5647 4492,84079022,,,,1960-07-24,,jn20010712013,Anna,,,,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,Anna Putnová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2011205265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedagogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10853442,,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,,Anna Röschová,,Anna Röschová,,,,,,,,,,female,0000 0000 5642 2158,85355971,,,,1951-05-26,,,Anna,,,,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,Anna Röschová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10853473,,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,,Anna Váchalová,,Anna Váchalová,,,,,,,,,,female,,,,,,1932-01-13,,,Anna,,,,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,Anna Váchalová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10853483,,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,,Anna Čurdová,,Anna Čurdová,,,,,,,,,,female,0000 0000 8454 0370,84677414,,no2010131372,,1962-04-19,,mzk2006354144,Anna,,,,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,Anna Čurdová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedagogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10853712,,,Anton Zima,,Anton Zima,Anton Zima,,Anton Zima,Anton Zima,,,,,,,,Anton Zima,,Anton Zima,,,,,,,,,,male,,,,,,1946-10-07,,,Anton,,,,Anton Zima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anton Zima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
