id,name__de,name__uk,name__en,name__nl,name__fr,name,wikipedia__de,wikipedia__en,wikipedia__uk,gender,birth_date,given_name,original_wikiname,wikipedia__fr,name__it,identifier__VIAF,name__nb,name__da,name__nn,name__sv,identifier__SUDOC,name__rm,name__ru,wikipedia__ru,name__es,name__pt,image,name__cy,death_date,identifier__GND,identifier__LCAuth,name__sh,wikipedia__sh,identifier__freebase,name__hu,last_seen,name__ja,family_name,occupation,name__ms,name__bar,name__cs,name__id,name__se,name__sk,name__sl,name__ro,name__sc,name__tr,name__af,name__an,name__ast,name__br,name__ceb,name__co,name__ca,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__gd,name__ga,name__fur,name__frp,name__gl,name__gsw,name__hr,name__ia,name__ie,name__is,name__io,name__kg,name__li,name__lb,name__lij,name__lt,name__de_formal,name__pl,name__nl_informal,name__bs,name__fy,name__pt_br,name__eml,name__dsb,name__mt,name__hsb,name__min,name__lv,name__nds,name__jam,name__frr,name__scn,name__fo,name__sco,name__sq,name__tl,name__vls,name__wa,name__vi,name__uz,name__hif,name__mg,name__ht,name__jv,name__la,name__oc,name__pcd,name__ang,name__su,name__ay,identifier__PACE,email,name__mk,name__aa,name__ak,name__aln,name__arn,name__az,name__bcl,name__bi,name__bjn,name__bm,name__brh,name__cbk_zam,name__cdo,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dtp,name__ee,name__ext,name__ff,name__fit,name__fj,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__hz,name__ig,name__ik,name__ike_cans,name__ike_latn,name__ilo,name__iu,name__jbo,name__kaa,name__kab,name__ki,name__kj,name__kk_latn,name__kk_kz,name__kk_tr,name__kl,name__kr,name__krj,name__ksh,name__ku,name__lad,name__lg,name__lmo,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mus,name__mwl,name__na,name__nah,name__nap,name__nds_nl,name__ng,name__nov,name__nrm,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__pms,name__qu,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq,name__ruq_latn,name__rw,name__sat,name__sdc,name__sei,name__sg,name__sgs,name__shi,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__sr_el,name__srn,name__st,name__stq,name__sw,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tokipona,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__ve,name__vec,name__vep,name__vmf,name__vo,name__vot,name__war,name__wo,name__xh,name__yo,name__za,name__zea,name__zu,identifier__ULAN,wikipedia__et,wikipedia__pl,identifier__HDS,name__zh,name__ar,identifier__ISNI,name__el,name__he,name__ko,wikipedia__ca,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__sv,identifier__Munzinger,identifier__BNF,wikipedia__als
Q1697816,Johannes Kaiser,,Johannes Kaiser,Johannes Kaiser,Johannes Kaiser,Johannes Kaiser,Johannes Kaiser (Politiker),,,male,1958-06-29,Johannes,Johannes Kaiser (Politiker),,,171770477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1704250,Josef Bargetze,,Josef Bargetze,Josef Bargetze,Josef Bargetze,Josef Bargetze,Josef Bargetze,,,male,1810-04-20,Josef,,,,,Josef Bargetze,Josef Bargetze,Josef Bargetze,Josef Bargetze,,,,,,,,,1874-02-09,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1704281,Josef Beck,,Josef Beck,Josef Beck,Josef Beck,Josef Beck,Josef Beck (Politiker),,,male,1877-02-16,Josef,,,,,,,,,,,,,,,,,1936-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1704549,Josef Erni,,Josef Erni,Josef Erni,Josef Erni,Josef Erni,Josef Erni,,,male,1811-03-26,Josef,,,,,Josef Erni,Josef Erni,Josef Erni,Josef Erni,,,,,,,,,1882-12-11,,,,,,,,,Erni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1705229,Josef Marxer,,Josef Marxer,Josef Marxer,Josef Marxer,Josef Marxer,Josef Marxer (Politiker),,,male,1889-11-29,Josef,,,,,,,,,,,,,,,,,1972-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1705408,Josef Oehri,,Josef Oehri,Josef Oehri,Josef Oehri,Josef Oehri,Josef Oehri (Politiker),,,male,1918-08-25,Josef,,,,,,,,,,,,,,,,,1990-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1708859,Josy Biedermann,,Josy Biedermann,Josy Biedermann,Josy Biedermann,Josy Biedermann,Josy Biedermann,,,female,1941-12-23,Josy,Josy Biedermann,,,,Josy Biedermann,Josy Biedermann,Josy Biedermann,Josy Biedermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1717859,Jürgen Zech,,Jürgen Zech,Jürgen Zech,Jürgen Zech,Jürgen Zech,Jürgen Zech,,,male,"",Jürgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1731872,Karl Kaiser,,Karl Kaiser,Karl Kaiser,Karl Kaiser,Karl Kaiser,Karl Kaiser (Politiker),,,male,1866-11-03,Karl,,,,,,,,,,,,,,,,,1935-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1732970,Karl Schädler,Карл Шедлер,Karl Schädler,Karl Schädler,Karl Schädler,Karl Schädler,Karl Schädler,,Карл Шедлер,male,1804-10-23,Karl,,,,,Karl Schädler,Karl Schädler,Karl Schädler,Karl Schädler,,,"Шедлер, Карл","Шедлер, Карл",,,,,1872-01-30,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1733434,Karl Wilhelm Schlegel,Карл Вільгельм Шлегель,Karl Wilhelm Schlegel,Karl Wilhelm Schlegel,Karl Wilhelm Schlegel,Karl Wilhelm Schlegel,Karl Wilhelm Schlegel,,Карл Вільгельм Шлегель,male,1828-11-18,Karl,,,,,Karl Wilhelm Schlegel,Karl Wilhelm Schlegel,Karl Wilhelm Schlegel,Karl Wilhelm Schlegel,,,,,,,,,1900-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl Wilhelm Schlegel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1733821,Karlheinz Ospelt,,Karlheinz Ospelt,Karlheinz Ospelt,Karlheinz Ospelt,Karlheinz Ospelt,Karlheinz Ospelt,,,male,1961-09-11,Karlheinz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1773400,Peter Lampert,,Peter Lampert,Peter Lampert,Peter Lampert,Peter Lampert,Peter Lampert,,,male,1951-09-23,Peter,Peter Lampert,Peter Lampert,Peter Lampert,,,,,,,,Питер Ламперт,,,,,Peter Lampert,2015-07-04,,,,,,,,,Lampert,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1784643,Peter Hilti,,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,,,male,1972-06-26,Peter,Peter Hilti,,Peter Hilti,,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,,Peter Hilti,,,Peter Hilti,Peter Hilti,,Peter Hilti,,,,Peter Hilti,,,Peter Hilti,,,,politician,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,,Peter Hilti,,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,Peter Hilti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18016349,Walter Oehry,,Walter Oehry,Walter Oehry,Walter Oehry,Walter Oehry,Walter Oehry,,,male,1926-02-18,Walter,,,,311376705,,,,,,,,,,,,Walter Oehry,2014-09-04,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18681674,Meinrad Ospelt,,Meinrad Ospelt,Meinrad Ospelt,Meinrad Ospelt,Meinrad Ospelt,"Meinrad Ospelt (Politiker, 1844)",,,male,1844-12-10,Meinrad,,,,,,,,,,,,,,,,,1934-07-17,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18694737,Hilmar Ospelt,,Hilmar Ospelt,Hilmar Ospelt,Hilmar Ospelt,Hilmar Ospelt,Hilmar Ospelt,,,male,1929-05-05,Hilmar,,,Hilmar Ospelt,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18698320,Josef Brunhart,,Josef Brunhart,Josef Brunhart,Josef Brunhart,Josef Brunhart,Josef Brunhart (Politiker),,,male,1854-01-02,Josef,,,,76950739,,,,,050542575,,,,,,,,1914-12-26,1137140887,n91011961,,,,Josef Brunhart,,,,architect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18698322,Josef Isidor Brunhart,,Josef Isidor Brunhart,,Josef Isidor Brunhart,Josef Isidor Brunhart,Josef Isidor Brunhart,,,male,1840-03-31,Josef,,,,,,,,,,,,,,,,,1920-01-23,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1871555,Louis Brunhart,,Louis Brunhart,Louis Brunhart,Louis Brunhart,Louis Brunhart,Louis Brunhart,,,male,1902-12-29,Louis,,,Louis Brunhart,,,,,,,,,,,,,,1980-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1874344,Ludwig Elkuch,,Ludwig Elkuch,Ludwig Elkuch,Ludwig Elkuch,Ludwig Elkuch,Ludwig Elkuch,,,male,1851-09-19,Ludwig,,,,,Ludwig Elkuch,Ludwig Elkuch,Ludwig Elkuch,Ludwig Elkuch,,,,,,,,,1919-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18746889,Josef Anton Amann,,Josef Anton Amann,,Josef Anton Amann,Josef Anton Amann,Josef Anton Amann,,,male,1823-01-11,Josef,,,,,,,,,,,,,,,,,1891-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1874763,Ludwig Marxer,,Ludwig Marxer,Ludwig Marxer,Ludwig Marxer,Ludwig Marxer,Ludwig Marxer (Tierarzt),,,male,1855-01-18,Ludwig,,,,,,,,,,,,,,,,,1946-10-26,,,,,,,,,,veterinarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1889205,Manfred Batliner,,Manfred Batliner,Manfred Batliner,Manfred Batliner,Manfred Batliner,Manfred Batliner,,,male,1963-10-01,Manfred,Manfred Batliner,Manfred Batliner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1893854,Marco Ospelt,,,Marco Ospelt,,Marco Ospelt,Marco Ospelt,,,male,"",Marco,,,Marco Ospelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19277335,Christian Brunhart,,Christian Brunhart,Christian Brunhart,Christian Brunhart,Christian Brunhart,"Christian Brunhart (Politiker, 1851)",,,male,1851-10-07,Christian,,,,,,,,,,,,,,,,,1911-09-02,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19277900,David Strub,,David Strub,David Strub,David Strub,David Strub,David Strub,,,male,1897-09-16,David,,,David Strub,,,,,,,,,,,,,,1985-11-15,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19279367,Eugen Schädler,,Eugen Schädler,Eugen Schädler,Eugen Schädler,Eugen Schädler,Eugen Schädler,,,male,1899-04-17,Eugen,,,,,,,,,,,,,,,,,1973-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19287100,Josef Tschetter,,Josef Tschetter,Josef Tschetter,Josef Tschetter,Josef Tschetter,Josef Tschetter,,,male,1829-10-13,Josef,,,,,,,,,,,,,,,,,1899-12-24,,,,,,,,,,farmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19296170,Meinrad Ospelt,,Meinrad Ospelt,Meinrad Ospelt,Meinrad Ospelt,Meinrad Ospelt,"Meinrad Ospelt (Politiker, 1906)",,,male,1906-12-24,Meinrad,,,,,,,,,,,,,,,,,1983-01-11,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19337627,Franz Xaver Hoop,,Franz Xaver Hoop,Franz Xaver Hoop,Franz Xaver Hoop,Franz Xaver Hoop,Franz Xaver Hoop,,,male,1886-09-05,Franz,,,,,,,,,,,,,,,,,1960-11-02,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
