id,name__fr,name__nl,name__de,name__en,name__it,name,wikipedia__fr,wikipedia__nl,gender,birth_date,given_name,original_wikiname,name__pl,name__es,name__nb,name__da,name__nn,name__sv,name__hu,name__et,wikipedia__commons,wikipedia__de,wikipedia__en,wikipedia__et,wikipedia__no,wikipedia__pl,image,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__freebase,website,identifier__NTA,name__ca,wikipedia__ca,wikipedia__es,wikipedia__sv,name__zh_hant,name__zh_cn,name__ku,name__tr,name__ckb,name__ro,name__bg,wikipedia__bg,wikipedia__ckb,wikipedia__ku,wikipedia__ro,wikipedia__tr,name__eo,name__de_ch,name__en_ca,name__en_gb,name__lb,name__oc,name__ru,name__uk,name__el,name__zh,name__vi,name__ko,name__la,name__cs,name__br,name__ja,name__ar,name__he,name__id,name__ie,name__io,name__fi,name__af,name__fa,name__li,wikipedia__af,wikipedia__ar,wikipedia__br,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__oc,wikipedia__ru,wikipedia__ruwikinews,wikipedia__uk,wikipedia__vi,wikipedia__zh,family_name,name__an,name__ast,name__bar,name__co,name__cy,name__de_at,name__eu,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__is,name__kg,name__lij,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt,name__pt_br,name__rm,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,wikipedia__wa,name__bs,name__ceb,name__lmo,name__lt,name__sq,wikipedia__vls,death_date,twitter,identifier__ODIS,name__be,name__mr,name__sh,name__sr,name__th,name__nan,wikipedia__be,wikipedia__cswikiquote,wikipedia__cy,wikipedia__frwikiquote,wikipedia__hr,wikipedia__lmo,wikipedia__lt,wikipedia__mg,wikipedia__mr,wikipedia__ms,wikipedia__plwikiquote,wikipedia__pt,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__th,wikipedia__zh_min_nan,identifier__EuroparlMEP,identifier__Munzinger,identifier__parlement,identifier__FAST,facebook,wikipedia__nlwikiquote,name__ksh,name__frr,name__fy,name__lfn,name__pdc,name__pdt,name__pfl,name__sli,name__stq,name__vmf,identifier__IMDB,identifier__DBNL,name__rw,wikipedia__rw,identifier__PACE,wikipedia__hsb,name__hsb,occupation,wikipedia__ga,identifier__belgian_senate,identifier__flemish_parliament,identifier__quora,identifier__NUKAT,identifier__persee,name__hy,linkedin,name__ext,identifier__Britannica,email,identifier__youtube,name__be_tarask,identifier__google_knowledge,identifier__OLID,identifier__BIBSYS,wikipedia__nn,wikipedia__nlwikinews,identifier__bigenc_ru,identifier__GTAA,wikipedia__uz,wikipedia__ast,name__uz,noble_title,instagram,identifier__NKC,wikipedia__wuu,name__dsb,name__jv,name__tl,name__war,name__yo
Q2415346,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,male,1962-10-22,Peter,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,,Category:Peter Vanvelthoven,,Peter Vanvelthoven,,,Peter Vanvelthoven,https://upload.wikimedia.org/wikipedia/commons/7/7e/Peterwiki.jpg,,,,,,,/m/026jb_k,http://www.petervanvelthoven.be/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Vanvelthoven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Vanvelthoven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,1923,,,,,,,,,,,,,,,,,231721,,,,,,,,,,,,
Q2417142,Bert Wollants,Bert Wollants,Bert Wollants,Bert Wollants,Bert Wollants,Bert Wollants,Bert Wollants,Bert Wollants,male,1979-08-30,Bert,Bert Wollants,,Bert Wollants,Bert Wollants,Bert Wollants,Bert Wollants,Bert Wollants,Bert Wollants,,,,Bert Wollants,,,,,,,,,,,,http://www.n-va.be/cv/bert-wollants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bert Wollants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2503975,Monica De Coninck,Monica De Coninck,Monica De Coninck,Monica De Coninck,Monica De Coninck,Monica De Coninck,Monica De Coninck,Monica De Coninck,female,1956-03-21,Monica,Monica De Coninck,Monica De Coninck,Monica De Coninck,Monica De Coninck,Monica De Coninck,Monica De Coninck,Monica De Coninck,Monica De Coninck,,,Monica De Coninck,Monica De Coninck,,,Monica De Coninck,,,,,,,,/m/0hzmd2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Coninck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monica De Coninck,,,,Monica De Coninck,,,,,,,,,,,Monica De Coninck,,,PS_1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2562437,Wouter De Vriendt,Wouter De Vriendt,Wouter De Vriendt,Wouter De Vriendt,Wouter De Vriendt,Wouter De Vriendt,Wouter De Vriendt,Wouter De Vriendt,male,1977-06-22,Wouter,Wouter De Vriendt,,Wouter De Vriendt,,,,,Wouter De Vriendt,,Category:Wouter De Vriendt,,Wouter De Vriendt,,,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Wouter_7_klein.jpg,,,,,,,,http://www.wouterdevriendt.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wouter De Vriendt,,,,Wouter De Vriendt,,,,,,,,,,,Wouter De Vriendt,,WouterDeVriendt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2580685,Peter Dedecker,Peter Dedecker,Peter Dedecker,Peter Dedecker,Peter Dedecker,Peter Dedecker,Peter Dedecker,Peter Dedecker,male,1983-11-07,Peter,Peter Dedecker,,Peter Dedecker,,,,,,,Category:Peter Dedecker,,Peter Dedecker,,,,https://upload.wikimedia.org/wikipedia/commons/9/92/Peter_Dedecker.jpg,0000 0004 3656 1344,310508080,105229801X,n2015049365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dedecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dedecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2586065,Stefaan Vercamer,Stefaan Vercamer,Stefaan Vercamer,Stefaan Vercamer,Stefaan Vercamer,Stefaan Vercamer,Stefaan Vercamer,Stefaan Vercamer,male,1961-06-09,Stefaan,Stefaan Vercamer,,Stefaan Vercamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefaan Vercamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6638,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2608481,Jacques Chabot,Jacques Chabot,Jacques Chabot,Jacques Chabot,Jacques Chabot,Jacques Chabot,Jacques Chabot,Jacques Chabot,male,1953-10-10,Jacques,Jacques Chabot,,Jacques Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacques Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,OL469485A,,,,,,,,,,,,,,,,,
Q2633390,Kristof Calvo,Kristof Calvo,Kristof Calvo,Kristof Calvo,Kristof Calvo,Kristof Calvo,Kristof Calvo,Kristof Calvo,male,1987-01-30,Kristof,Kristof Calvo,,Kristof Calvo,,,,,Kristof Calvo,,Category:Kristof Calvo,,Kristof Calvo,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/Kristof_Calvo_2014.jpg,,,,,,,/m/0s8wv5s,http://www.kristofcalvo.be/,,,,,,,,,,,,,,,,,,,,,,,,,,Κριστόφ Κάλβο,,,,,,,,,,,,,,,,,,,,,,Κριστόφ Κάλβο,,,,,,,,,,,,,,,,,,,,,Calvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristof Calvo,,,,,,,,,,,,,,,,,kristofcalvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kristofcalvo,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2665838,Laurent Devin,Laurent Devin,Laurent Devin,Laurent Devin,Laurent Devin,Laurent Devin,Laurent Devin,Laurent Devin,male,1970-03-16,Laurent,Laurent Devin,,Laurent Devin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurent Devin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2757281,Daphné Dumery,Daphné Dumery,Daphné Dumery,Daphné Dumery,Daphné Dumery,Daphné Dumery,Daphné Dumery,Daphné Dumery,female,1974-01-04,Daphné,Daphné Dumery,,Daphné Dumery,,,,,Daphné Dumery,,,,Daphné Dumery,,,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Daphné_Dumery_2014.JPG,,,,,,,/m/0cm8xq5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daphné Dumery,,,,Daphné Dumery,,,,,,,,,,,Daphné Dumery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2757876,Meryame Kitir,Meryame Kitir,Meryame Kitir,Meryame Kitir,Meryame Kitir,Meryame Kitir,Meryame Kitir,Meryame Kitir,female,1980-04-20,,Meryame Kitir,,Meryame Kitir,,,,,,,,,Meryame Kitir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meryame Kitir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,/g/120j8h23,,,,,,,,,,,,,,,,,,
Q27826608,Vincent Van Peteghem,Vincent Van Peteghem,Vincent Van Peteghem,Vincent Van Peteghem,Vincent Van Peteghem,Vincent Van Peteghem,,Vincent Van Peteghem,male,1980-10-28,Vincent,Vincent Van Peteghem,,Vincent Van Peteghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincent Van Peteghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2784190,Robert Van de Velde,Rob Van de Velde,Rob Van de Velde,Rob Van de Velde,Robert Van de Velde,Rob Van de Velde,Robert Van de Velde,Rob Van de Velde,male,1967-02-14,Rob,Rob Van de Velde,,Rob Van de Velde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Van de Velde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rob Van de Velde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2788852,Damien Thiéry,Damien Thiéry,Damien Thiéry,Damien Thiéry,Damien Thiéry,Damien Thiéry,Damien Thiéry,Damien Thiéry,male,1963-05-21,Damien,Damien Thiéry,,Damien Thiéry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damien Thiéry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2788977,Frank Wilrycx,Frank Wilrycx,Frank Wilrycx,Frank Wilrycx,Frank Wilrycx,Frank Wilrycx,Frank Wilrycx,Frank Wilrycx,male,1965-04-25,Frank,Frank Wilrycx,,Frank Wilrycx,Frank Wilrycx,Frank Wilrycx,Frank Wilrycx,Frank Wilrycx,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e4/Frank_Wilrycx.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Wilrycx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2800268,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,female,1962-04-28,Maggie,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Category:Maggie De Block,Maggie De Block,Maggie De Block,,,Maggie De Block,https://upload.wikimedia.org/wikipedia/commons/6/62/MBEEK16046339_(26432435241)_Cropped.jpg,,315591351,,n2015022662,,,/m/0s8wbkd,http://www.maggiedeblock.be/,412347849,Maggie De Block,,,,,,,Maggie De Block,,Maggie De Block,Маги Де Блок,Маги Де Блок,,,,,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,,,,,Maggie De Block,,,Maggie De Block,Maggie De Block,マギー・デ・ブロック,,מגי דה בלוק,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,,Maggie De Block,,,,,,,,,,מגי דה בלוק,,,,,Maggie De Block,マギー・デ・ブロック,,,,,,,,,,,De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,Maggie De Block,,,,,,,,,Maggie_DeBlock,,,,,,,,,,,,,,,,,,,,,,Maggie De Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,238421,,,,,,,,,,,,
Q2835834,Catherine Fonck,Catherine Fonck,Catherine Fonck,Catherine Fonck,Catherine Fonck,Catherine Fonck,Catherine Fonck,Catherine Fonck,female,1968-09-22,Catherine,Catherine Fonck,,Catherine Fonck,Catherine Fonck,Catherine Fonck,Catherine Fonck,Catherine Fonck,,,Category:Catherine Fonck,Catherine Fonck,Catherine Fonck,,,,https://upload.wikimedia.org/wikipedia/commons/1/10/Catherineblog01.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catherine Fonck,,,,,,,,,,,,Fonck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catherine Fonck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2847784,André Frédéric,André Frédéric,André Frédéric,André Frédéric,André Frédéric,André Frédéric,André Frédéric,André Frédéric,male,1958-07-04,André,André Frédéric,,André Frédéric,André Frédéric,André Frédéric,André Frédéric,André Frédéric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,André Frédéric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2850424,Ann Vanheste,Ann Vanheste,Ann Vanheste,Ann Vanheste,Ann Vanheste,Ann Vanheste,Ann Vanheste,Ann Vanheste,female,1969-03-05,Ann,Ann Vanheste,,Ann Vanheste,,,,,,,,,Ann Vanheste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ann Vanheste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2850746,Anne-Catherine Goffinet,Anne-Catherine Goffinet,Anne-Catherine Goffinet,Anne-Catherine Goffinet,Anne-Catherine Goffinet,Anne-Catherine Goffinet,Anne-Catherine Goffinet,Anne-Catherine Goffinet,female,1978-01-04,Anne-Catherine,Anne-Catherine Goffinet,,Anne-Catherine Goffinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne-Catherine Goffinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2884009,Barbara Pas,Barbara Pas,Barbara Pas,Barbara Pas,Barbara Pas,Barbara Pas,Barbara Pas,Barbara Pas,female,1981-03-01,Barbara,Barbara Pas,,Barbara Pas,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8d/Barbara_pas-1496696589.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Pas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2888701,Éric Thiébaut,Éric Thiébaut,Éric Thiébaut,Éric Thiébaut,Éric Thiébaut,Éric Thiébaut,Éric Thiébaut,Éric Thiébaut,male,1969-06-30,Éric,Eric Thiébaut,,Éric Thiébaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Éric Thiébaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2896384,Benoit Hellings,Benoit Hellings,Benoit Hellings,Benoit Hellings,Benoit Hellings,Benoit Hellings,Benoit Hellings,Benoit Hellings,male,1978-07-07,Benoit,Benoit Hellings,,Benoit Hellings,,,,,,,Category:Benoit Hellings,,,,,,"https://upload.wikimedia.org/wikipedia/commons/1/1f/Michèle_Loijens,_Benoit_Hellings,_and_Yolande_Duviver_compaigning_for_Ecolo_on_Rue_des_Tanneurs_(Brussels)_(DSCF0952).jpg",,,,,,,,http://www.benoithellings.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benoit Hellings,,,,,,,,,,,,,,,,,benoithellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benoithellings,,,,,,,,,,,,,,,,,,,politician,,4552,,,,,,,,,mailto:benoit.hellings@ecolo.be,UCrO_o5T0--gg6Ms94GW0dTg,,,,,,,,,,,,,,,,,,,,
Q29051908,Wim Van der Donckt,Wim Van der Donckt,,Wim Van der Donckt,,Wim Van der Donckt,,Wim Van der Donckt,male,,Wim,,,,,,,,,,Category:Wim Van der Donckt,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/74/Wim_Van_der_Donckt_20171109.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wim Van der Donckt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2926869,Jean-Marc Nollet,Jean-Marc Nollet,Jean-Marc Nollet,Jean-Marc Nollet,Jean-Marc Nollet,Jean-Marc Nollet,Jean-Marc Nollet,Jean-Marc Nollet,male,1970-01-07,Jean-Marc,Jean-Marc Nollet,,Jean-Marc Nollet,Jean-Marc Nollet,Jean-Marc Nollet,Jean-Marc Nollet,Jean-Marc Nollet,,,Category:Jean-Marc Nollet,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ec/Jean-Marc_Nollet.jpg,,,,,,,,http://www.nollet.info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean-Marc Nollet,,,,,,,,,,,,,,,,,jmnollet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeanmarc.nollet.5,,,,,,,,,,,,,,,,6444,,,politician,,,,,,,,,,,mailto:jean-marc.nollet@ecolo.be,,,,,,,,,,,,,,,,,,,,,
Q2938795,Carina Van Cauter,Carina Van Tittelboom-Van Cauter,Carina Van Cauter,Carina Van Cauter,Carina Van Cauter,Carina Van Tittelboom-Van Cauter,Carina Van Cauter,Carina Van Cauter,female,1962-06-27,Carina,Carina Van Cauter,,Carina Van Cauter,Carina Van Tittelboom-Van Cauter,Carina Van Tittelboom-Van Cauter,Carina Van Tittelboom-Van Cauter,Carina Van Tittelboom-Van Cauter,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Carina-van-tittelboom-van-cauter-1359732140.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carina Van Cauter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2939974,Caroline Cassart-Mailleux,Caroline Cassart-Mailleux,Caroline Cassart-Mailleux,Caroline Cassart-Mailleux,Caroline Cassart-Mailleux,Caroline Cassart-Mailleux,Caroline Cassart-Mailleux,Caroline Cassart-Mailleux,female,1973-06-01,Caroline,Caroline Cassart-Mailleux,,Caroline Cassart-Mailleux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caroline Cassart-Mailleux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2949528,Daniel Bacquelaine,Daniel Bacquelaine,Daniel Bacquelaine,Daniel Bacquelaine,Daniel Bacquelaine,Daniel Bacquelaine,Daniel Bacquelaine,Daniel Bacquelaine,male,1952-10-30,Daniel,Daniel Bacquelaine,Daniel Bacquelaine,Daniel Bacquelaine,Daniel Bacquelaine,Daniel Bacquelaine,Daniel Bacquelaine,Daniel Bacquelaine,,,Category:Daniel Bacquelaine,Daniel Bacquelaine,Daniel Bacquelaine,,,Daniel Bacquelaine,"https://upload.wikimedia.org/wikipedia/commons/2/27/Daniel_Bacquelaine,_2014-12-02_DB_Wavre.jpg",0000 0003 9109 9853,284856431,,,,,,,291287654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Bacquelaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Bacquelaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
