id,name__sk,name__cs,name,wikipedia__cs,wikipedia__sk,gender,occupation,identifier__VIAF,birth_date,given_name,original_wikiname,name__pl,wikipedia__pl,image,name__id,name__de,name__en,name__fi,name__nl,name__ru,name__uk,name__fr,wikipedia__de,wikipedia__en,wikipedia__fi,wikipedia__id,wikipedia__ru,wikipedia__uk,identifier__freebase,name__rue,name__et,wikipedia__et,wikipedia__fr,wikipedia__rue,wikipedia__skwikiquote,identifier__EuroparlMEP,name__hu,wikipedia__hu,name__es,identifier__GND,identifier__LCAuth,identifier__FAST,name__pa,name__nb,name__da,name__nn,name__sv,wikipedia__commons,wikipedia__pa,identifier__SUDOC,identifier__IMDB,identifier__NKC,identifier__PACE,name__it,wikipedia__it,death_date,name__ca,name__gl,wikipedia__cswikiquote,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gsw,name__hr,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,name__ja,wikipedia__ca,wikipedia__eo,identifier__ISNI,identifier__BNF,identifier__MusicBrainz,identifier__BMLO,name__be_tarask,name__de_ch,name__en_ca,name__en_gb,wikipedia__be_x_old,wikipedia__itwikiquote,website,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,family_name,name__zh,wikipedia__zh,identifier__quora,identifier__Munzinger,name__be,name__ko,name__he,name__ta,name__yo,name__oc,name__ms,name__el,name__ar,name__sr,name__mr,name__io,name__pt_br,name__vi,name__bg,name__ie,name__fa,name__mk,name__ka,name__la,name__sh,name__zh_hant,name__hsb,wikipedia__ar,wikipedia__ast,wikipedia__be,wikipedia__bg,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__fa,wikipedia__he,wikipedia__hr,wikipedia__hsb,wikipedia__huwikiquote,wikipedia__ie,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ruwikinews,wikipedia__sh,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__tr,wikipedia__ukwikiquote,wikipedia__vi,wikipedia__yo,identifier__parlement,wikipedia__ro,name__dsb,name__lv,name__zh_cn,wikipedia__gl,wikipedia__lv,wikipedia__sl,wikipedia__ga,wikipedia__lt,name__ceb,name__eml,name__fo,name__frr,name__fy,name__jam,name__min,name__mt,name__tl,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__mg,wikipedia__mg,name__ty,name__qu,wikipedia__eu,wikipedia__qu,identifier__N6I,name__az,wikipedia__az,name__tt,identifier__bigenc_ru,twitter,name__bm,name__de_at,name__frc,name__frp,name__ia,name__kab,name__kg,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__vo,name__wo,name__zu,name__sr_el,name__sr_ec,name__mn,wikipedia__mn,wikipedia__sq,name__szl,name__ba,name__hy,name__uz,wikipedia__ba,wikipedia__bs,wikipedia__gd,wikipedia__hy,wikipedia__sw,wikipedia__szl,wikipedia__uz,identifier__OLID,identifier__NTA,identifier__NSK,identifier__NLP,identifier__NNDB,wikipedia__sco,wikipedia__mk,identifier__NUKAT,identifier__BAV,identifier__NSZL,identifier__Britannica,identifier__BIBSYS,facebook,name__ace,name__jv,name__su,identifier__GTAA,identifier__ne_se,identifier__snac,wikipedia__simple,wikipedia__cy,identifier__google_plus,wikipedia__eml,name__lfn,identifier__FIFA,wikipedia__af,identifier__CONOR
Q503099,Andrej Ďurkovský,Andrej Ďurkovský,Andrej Ďurkovský,,Andrej Ďurkovský,male,politician,,1958-09-05,Andrej,Andrej Ďurkovský,Andrej Ďurkovský,Andrej Ďurkovský,https://upload.wikimedia.org/wikipedia/commons/2/2b/Andrej_Durkovsky.jpg,,Andrej Ďurkovský,Andrej Ďurkovský,,Andrej Ďurkovský,"Дюрковский, Андрей",,Andrej Ďurkovský,Andrej Ďurkovský,Andrej Ďurkovský,,,"Дюрковский, Андрей",,/m/02rxzsy,,,,,,,,,,Andrej Ďurkovský,,,,,Andrej Ďurkovský,Andrej Ďurkovský,Andrej Ďurkovský,Andrej Ďurkovský,Category:Andrej Ďurkovský,,,,,,Andrej Ďurkovský,,,Andrej Ďurkovský,,,Andrej Ďurkovský,Andrej Ďurkovský,,,,Andrej Ďurkovský,,,,,,,,,Andrej Ďurkovský,,,,,,,,,,,,Andrej Ďurkovský,,,,,,Andrej Ďurkovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrej Ďurkovský,,,,,,,,,Andrej Ďurkovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrej Ďurkovský,,,,,,,,,,,,Andrej Ďurkovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50737422,Igor Janckulík,,Igor Janckulík,,Igor Janckulík,male,politician,,,,Igor Janckulík,,,,,,Igor Janckulík,,Igor Janckulík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q52197721,Ladislav Balódi,,Ladislav Balódi,,Ladislav Balódi,male,politician,,1971-05-23,,Ladislav Balódi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q52234791,Denisa Saková,Denisa Saková,Denisa Saková,Denisa Saková,Denisa Saková,female,politician,,1976-04-17,Denisa,Denisa Saková,Denisa Saková,Denisa Saková,https://upload.wikimedia.org/wikipedia/commons/6/68/PRESS_TRIP_2016-06-30_(27394023874).jpg,,Denisa Saková,Denisa Saková,,Denisa Saková,,,Denisa Saková,,,,,,,,,,,Denisa Saková,,,,,,,,,,,,,,,Category:Denisa Saková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denisa Saková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q538743,Jirko Malchárek,,Jirko Malchárek,,Jirko Malchárek,male,politician,,1966-06-28,,Jirko Malchárek,Jirko Malchárek,Jirko Malchárek,,,Jirko Malchárek,Jirko Malchárek,,Jirko Malchárek,,,Jirko Malchárek,Jirko Malchárek,Jirko Malchárek,,,,,/m/02x8t5n,,,,,,Jirko Malchárek,,Jirko Malchárek,,Jirko Malchárek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jirko Malchárek,,,,,,Jirko Malchárek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jirko Malchárek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jirko Malchárek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q544068,Anna Belousovová,Anna Belousovová,Anna Belousovová,,Anna Belousovová,female,politician,,1959-08-08,Anna,Anna Belousovová,Anna Belousovová,Anna Belousovová,,,Anna Belousovová,Anna Belousovová,,Anna Belousovová,,,,Anna Belousovová,Anna Belousovová,,,,,,,,,,,Anna Belousovová,,,,,,,,,,,,,,,,,,,,,,,,Anna Belousovová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna Belousovová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q546561,Jozef Mikuš,,Jozef Mikuš,,Jozef Mikuš,male,politician,,1960-05-18,Jozef,Jozef Mikuš,Jozef Mikuš,Jozef Mikuš,,,,Jozef Mikuš,,Jozef Mikuš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54991677,Milan Krajniak,,Milan Krajniak,,Milan Krajniak,,,,,,Milan Krajniak,Milan Krajniak,Milan Krajniak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q552534,Peter Kažimír,Peter Kažimír,Peter Kažimír,Peter Kažimír,Peter Kažimír,male,economist,,1968-06-28,Peter,Peter Kažimír,Peter Kažimír,Peter Kažimír,https://upload.wikimedia.org/wikipedia/commons/7/7d/Peter_Kažimír_(36400657164)_crop.jpg,,Peter Kažimír,Peter Kažimír,,Peter Kažimír,,,Peter Kažimír,Peter Kažimír,Peter Kažimír,,,,,/m/0t553wg,,,,Peter Kažimír,,,,Peter Kažimír,Peter Kažimír,,,,,,,,,,Category:Peter Kažimír,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Kažimír,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q552706,Igor Matovič,,Igor Matovič,,Igor Matovič,male,politician,,1973-05-11,Igor,Igor Matovič,Igor Matovič,Igor Matovič,https://upload.wikimedia.org/wikipedia/commons/b/bf/Igor_Matovič.jpg,,Igor Matovič,Igor Matovič,,Igor Matovič,,,Igor Matovič,Igor Matovič,Igor Matovič,,,,,,,,,Igor Matovič,,,,,,,,,,,,,,,,,,,,,Igor Matovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Igor Matovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊果·馬托維奇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55281161,Martin Kotleba,,Martin Kotleba,,Martin Kotleba,,,,,,Martin Kotleba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55376476,Milan Mazurek,,Milan Mazurek,,Milan Mazurek,,,,,,Milan Mazurek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55499066,Stanislav Fořt,,Stanislav Fořt,,Stanislav Fořt,,,,,,Stanislav Fořt,,,,,,Stanislav Fořt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57295,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,male,politician,9620899,1941-03-27,Ivan,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,https://upload.wikimedia.org/wikipedia/commons/6/67/Ivan_Gašparovič.jpg,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,Иван Гашпарович,Іван Гашпарович,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,"Гашпарович, Иван",Іван Гашпарович,/m/02rtj2,,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,,Ivan Gašparovič,,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,129530972,no2007046731,1673451,,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,,,183436814,,xx0020938,,Ivan Gašparovič,Ivan Gašparovič,,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,,,,,,Ivan Gašparovič,,,Ivan Gašparovič,,,,Ivan Gašparovič,,Ivan Gašparovič,,Ivan Gašparovič,,,,Ivan Gašparovič,,,,,,Ivan Gašparovič,,Ivan Gašparovič,,,,Ivan Gašparovič,,Ivan Gašparovič,,,,イヴァン・ガシュパロヴィッチ,Ivan Gašparovič,Ivan Gašparovič,0000 0000 7870 1385,,,,Іван Гашпаравіч,,,,Іван Гашпаравіч,,,,,,,,,,,,伊万·加什帕罗维奇,伊万·加什帕罗维奇,Ivan-Gašparovič,,Іван Гашпаравіч,이반 가슈파로비치,איוואן גשפארוביץ',,Ivan Gašparovič,Ivan Gašparovič,,Ιβάν Γκασπάροβιτς,إيفان غاشباروفيتش,Иван Гашпарович,इव्हान गास्पारोविच,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,,Ivan Gašparovič,ایوان گاشپاروویچ,,ივან გაშპაროვიჩი,,Ivan Gašparovič,,,إيفان غاشباروفيتش,,Іван Гашпаравіч,,Ivan Gašparovič,Ιβάν Γκασπάροβιτς,Ivan Gašparovič,ایوان گاشپاروویچ,איוואן גשפארוביץ',Ivan Gašparovič,,,Ivan Gašparovič,Ivan Gašparovič,イヴァン・ガシュパロヴィッチ,ივან გაშპაროვიჩი,이반 가슈파로비치,,Ivan Gašparovič,,इव्हान गास्पारोविच,,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,,Ivan Gašparovič,,Ivan Gašparovič,Иван Гашпарович,Ivan Gašparovič,,Ivan Gašparovič,,Ivan Gašparovič,Ivan Gašparovič,,Ivan Gašparovič,,Ivans Gašparovičs,,Ivan Gašparovič,Ivans Gašparovičs,,,Ivan Gašparovič,,,,,,,,,,,,,,,,,,Ivan Gašparovič,,,,,,,,,,,,,,,,,,,Ivan Gašparovič,,,,,,,,,,Ivan Gašparovič,Иван Гашпарович,Իվան Գաշպարովիչ,Gashparovich Ivan,Иван Гашпарович,Ivan Gašparovič,Ivan Gašparovič,Իվան Գաշպարովիչ,Ivan Gašparovič,Ivan Gašparovič,Ivan Gašparovič,,,,,,,,,,,biography/Ivan-Gasparovic,,,,,,,,,Ivan Gašparovič,,,,,,,112883811
Q57606,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Robert Fico,male,politician,43561737,1964-09-15,Robert,Robert Fico,Robert Fico,Robert Fico,https://upload.wikimedia.org/wikipedia/commons/7/7c/Fico_Juncker_(cropped).jpg,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Роберт Фицо,Роберт Фіцо,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Robert Fico,"Фицо, Роберт",Роберт Фіцо,/m/0bkjs4,,Robert Fico,Robert Fico,Robert Fico,,Robert Fico,23869,Robert Fico,Robert Fico,Robert Fico,1073950670,n96011805,,,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Category:Robert Fico,,202700801,,js20051003013,3264,Robert Fico,Robert Fico,,Robert Fico,,Robert Fico,,,Robert Fico,,,,,,Robert Fico,,,,,,Robert Fico,,Robert Fico,,,Robert Fico,,,,,,,Robert Fico,,,,,Robert Fico,Robert Fico,,Robert Fico,,,,ロベルト・フィツォ,Robert Fico,Robert Fico,0000 0001 0967 6494,,,,Робэрт Фіца,,,,Робэрт Фіца,,,,,,,,,,,,罗伯特·菲乔,罗伯特·菲佐,,,Роберт Фіца,로베르트 피초,רוברט פיצו,இராபர்ட் பிகோ,Robert Fico,Robert Fico,Robert Fico,Ρόμπερτ Φίτσο,روبرت فيتسو,Роберт Фицо,रॉबर्ट फायको,Robert Fico,Robert Fico,Robert Fico,Роберт Фицо,Robert Fico,رابرت فیکو,Роберт Фицо,რობერტ ფიცო,Robertus Fico,Robert Fico,羅伯特·菲喬,Robert Fico,روبرت فيتسو,Robert Fico,Роберт Фіца,Роберт Фицо,Robert Fico,Ρόμπερτ Φίτσο,Robert Fico,رابرت فیچو,רוברט פיצו,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Robert Fico,ロベルト・フィツォ,რობერტ ფიცო,로베르트 피초,Robertus Fico,Robert Fico,Robert Fico,रॉबर्ट फायको,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Категория:Роберт Фицо,Robert Fico,Роберт Фицо,Robert Fico,இராபர்ட் பிகோ,Robert Fico,Роберт Фіцо,Robert Fico,Robert Fico,vhyzn0pwf8rq,,,Roberts Fico,,,Roberts Fico,,,,,Robert Fico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2873578X,,Robert Fico,,n2003062660,,,biography/Fico-Robert,,robertficosk,,,,231646,,,,,,Robert Fico,,,,
Q586798,Richard Sulík,Richard Sulík,Richard Sulík,Richard Sulík,Richard Sulík,male,politician,100844214,1968-01-12,Richard,Richard Sulík,Richard Sulík,Richard Sulík,https://upload.wikimedia.org/wikipedia/commons/e/ea/Richard_Sulík_-2011-.jpg,,Richard Sulík,Richard Sulík,,Richard Sulík,"Сулик, Рихард",Ріхард Сулик,Richard Sulík,Richard Sulík,Richard Sulík,,,"Сулик, Рихард",Ріхард Сулик,/m/09v7vj8,,,,Richard Sulík,,,124928,Richard Sulík,,Richard Sulík,,,,,,,,,Category:Richard Sulík,,,,jx20090907027,,,,,,,Richard Sulík,,,,,,,,,Richard Sulík,,,,,,,,,,,,,,,,,,,,,,,,Richard Sulík,,,,,,,,Richard Sulík,,,,,,,,,,,http://sulik.sk/,,,,,,,,,Sulik,理查德·蘇里克,理查德·蘇里克,Richard-Sulik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58806964,Vladimír Sloboda,,Vladimír Sloboda,,Vladimír Sloboda,male,politician,,1979-07-08,,Vladimír Sloboda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q588689,László Miklós,László Miklós,László Miklós,László Miklós,László Miklós,male,academic,,1949-01-24,László,László Miklós,,,,,,László Miklós,,László Miklós,,,László Miklós,,,,,,,,,,,László Miklós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,László Miklós,,,,,,,,,0000 0001 2141 8068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59271135,Juraj Kolesár,,Juraj Kolesár,,Juraj Kolesár (1978),,,,,,Juraj Kolesár (1978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q602437,Daniel Krajcer,Daniel Krajcer,Daniel Krajcer,Daniel Krajcer,Daniel Krajcer,male,writer,,1969-09-19,Daniel,Daniel Krajcer,Daniel Krajcer,Daniel Krajcer,https://upload.wikimedia.org/wikipedia/commons/b/b7/Daniel_Krajcer_2011-01.jpg,,,Daniel Krajcer,,Daniel Krajcer,,,Daniel Krajcer,,,,,,,,,,,Daniel Krajcer,,,,,,,,,,,,,,,Category:Daniel Krajcer,,,,,,Daniel Krajcer,Daniel Krajcer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Krajcer,,,,,,ダニエル・クライツェル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6150597,Jana Vaľová,Jana Vaľová,Jana Vaľová,,Jana Vaľová,female,politician,,1965-07-08,Jana,Jana Vaľová,Jana Vaľová,,https://upload.wikimedia.org/wikipedia/commons/7/78/Jana_Vaľová.JPG,,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Яна Валёва,,Jana Vaľová,,Jana Vaľová,,,,,,,Jana Vaľová,,,,,,Jana Vaľová,,Jana Vaľová,,,,,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,,,,,,,Jana Vaľová,,,Jana Vaľová,Jana Vaľová,,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6315895,Ladislav Ballek,Ladislav Ballek,Ladislav Ballek,Ladislav Ballek,Ladislav Ballek,male,writer,97645299,1941-04-02,Ladislav,Ladislav Ballek,,,,,Ladislav Ballek,Ladislav Ballek,,Ladislav Ballek,"Баллек, Владислав",,Ladislav Ballek,Ladislav Ballek,,,,"Баллек, Ладислав",,,,Ladislav Ballek,Ladislav Ballek,,,,,,,Ladislav Ballek,118983482,n85193611,1476055,,Ladislav Ballek,Ladislav Ballek,Ladislav Ballek,Ladislav Ballek,,,07325147X,,jn19990009491,,,,2014-04-15,,,,,,,,,,,Ladislav Ballek,,,,,,,,,,,,,,,,,,,,,,,,,Ladislav Ballek,,,,,,ラディスラフ・バレク,,,0000 0001 1776 956X,,,,,,,,,,,,,,,,,,,Ballek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ラディスラフ・バレク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n01017311,,,,,,,,,,,,,,,,,,,
