id,name__en,name,wikipedia__en,gender,original_wikiname,name__de,name__nl,name__fr,name__es,name__hu,wikipedia__de,image,birth_date,given_name,name__nb,name__da,name__nn,name__sv,name__sco,wikipedia__sco,name__fa,name__ru,family_name,identifier__ISNI,identifier__VIAF,name__zh_hant,name__zh_cn,name__ja,wikipedia__es,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__hansard,wikipedia__commons,name__ro,wikipedia__fr,wikipedia__gd,identifier__freebase,identifier__FAST,name__pl,name__gd,name__cy,name__zh,name__id,name__br,name__he,name__la,name__mk,name__el,name__ca,name__eu,name__az,name__oc,name__fi,name__uk,name__ie,name__is,name__it,name__pt,name__yue,name__bar,name__fy,name__ko,name__eo,name__tr,name__ka,wikipedia__az,wikipedia__bar,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fy,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,twitter,identifier__parliamentDOTuk,identifier__publicwhip,identifier__TWFY,identifier__bbc_democracy_live,facebook,death_date,name__fo,name__kl,website,identifier__IIAF,noble_title,name__en_gb,name__af,name__an,name__cs,name__gl,name__sh,name__bg,name__be,name__be_tarask,name__vi,name__ar,name__mg,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__cawikiquote,wikipedia__cs,wikipedia__enwikiquote,wikipedia__eowikinews,wikipedia__gl,wikipedia__mg,wikipedia__sh,wikipedia__vi,identifier__Munzinger,identifier__GNC,identifier__GTAA,name__ga,wikipedia__ga,name__nds,name__en_ca,name__de_ch,identifier__current_hansard,identifier__EuroparlMEP,wikipedia__ro,identifier__BNF,identifier__NTA,identifier__Oxforddnb,identifier__NPG,identifier__CANTIC,identifier__N6I,name__io,name__qu,wikipedia__io,wikipedia__qu,identifier__Britannica,identifier__NLA,identifier__SELIBR,identifier__NUKAT,identifier__journalisted,name__sr_el,name__sr_ec,name__sr,wikipedia__sr,wikipedia__et,name__et,name__ast,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__hr,name__ia,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__zh_hk,identifier__NNDB,name__zh_hans,name__zh_mo,name__zh_my,name__zh_sg,name__zh_tw,identifier__guardian_topic,wikipedia__enwikinews,occupation,identifier__wikitree,identifier__ne_se,name__ty,identifier__quora,identifier__snac,wikipedia__eml,name__eml,identifier__BBC_things,name__or,name__ext,identifier__google_knowledge,identifier__PACE,wikipedia__bewikiquote,name__sl,name__hy,identifier__BIBSYS,identifier__national_archives,honorific_prefix,wikipedia__nlwikinews,wikipedia__ms,identifier__LNB,wikipedia__enwikisource,wikipedia__te,identifier__rush,wikipedia__azb,name__te,name__kn,honorific_suffix,identifier__CONOR,identifier__BNE,name__azb,identifier__NLI,identifier__NLAtrove,wikipedia__ast,name__bn,identifier__NKC,identifier__parliamentid,identifier__ukparliamentid,identifier__democracyclub,wikipedia__ruwikinews
Q1906255,Mary Fee,Mary Fee,Mary Fee,female,Mary Fee,Mary Fee,Mary Fee,Mary Fee,Mary Fee,Mary Fee,Mary Fee,https://upload.wikimedia.org/wikipedia/commons/9/9c/MaryFeeMSP20110510.JPG,1954-03-23,Mary,,,,,,,,,,,,,,,,,,,,Category:Mary Fee,,,Mary Fee,,,,Mary Fee,,,,,,,,,Mary Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MaryFeeMSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Mary Fee,,,,,,,,,,,,,,,,,,,,,,,,,9205,
Q1906394,Mary Scanlon,Mary Scanlon,Mary Scanlon,female,Mary Scanlon,Mary Scanlon,Mary Scanlon,Mary Scanlon,Mary Scanlon,Mary Scanlon,Mary Scanlon,https://upload.wikimedia.org/wikipedia/commons/4/47/MaryScanlonMSP20110509.JPG,1947-05-25,Mary,,,,,,,,,Scanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Scanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Scanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Mary Scanlon,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1929110,Michael Russell,Michael Russell,Michael Russell (politician),male,Michael Russell (politician),Michael Russell,Michael Russell,Michael Russell,Michael Russell,Michael Russell,Michael Russell (Politiker),"https://upload.wikimedia.org/wikipedia/commons/0/0d/Michael_Russell,_Cabinet_Secretary_for_Education_&_Lifelong_Learning_(2).jpg",1953-08-09,Michael,,,,,Michael Russell,Michael Russell (politeecian),مایکل راسل,Майкл Расселл,Russell,0000 0000 3808 4773,32839875,,,マイケル・ラッセル,,120930471,nb98035021,,,Category:Michael William Russell,,Michael Russell (politique),Mìcheal Ruiseal,/m/03bzbx,416568,,Mìcheal Ruiseal,,,,Michael Russell,,,,,Michael Russell,,,,Michael Russell,,,,Michael Russell,Michael William Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael William Russell,,,,,,,,Feorlean,,,,,Feorlean,,,,http://www.scottish.parliament.uk/msps/95959.aspx,,,,,,,,,,,,,ميخائيل راسيل,,,,ميخائيل راسيل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Michael Russell,,,,,,,,,,,,,,,,,,,,,,,,,8863,
Q1929744,"Mike Watson, Baron Watson of Invergowrie","Mike Watson, Baron Watson of Invergowrie","Mike Watson, Baron Watson of Invergowrie",male,"Mike Watson, Baron Watson of Invergowrie","Michael Watson, Baron Watson of Invergowrie","Mike Watson, Baron Watson of Invergowrie",Mike Watson,"Mike Watson, Baron Watson of Invergowrie","Mike Watson, Baron Watson of Invergowrie","Michael Watson, Baron Watson of Invergowrie",https://upload.wikimedia.org/wikipedia/commons/5/53/Official_portrait_of_Lord_Watson_of_Invergowrie_crop_2.jpg,1949-05-01,Mike,,,,"Mike Watson, Baron Watson of Invergowrie",,,,,Watson,,78282613,,,,,,nb2001028358,,mr-mike-watson,,,,,/m/02lcmv,,,,,,,,,,,,Mike Watson,,,,,,,,"Mike Watson, Baron Watson of Invergowrie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lords/lord-watson-of-invergowrie/1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,w60c8ctz,,,,,,,,,Mike Watson,,,,,,,,,,2952,,,,,,,,,,,,,,KxukMtpH,,
Q1953630,Murdo Fraser,Murdo Fraser,Murdo Fraser,male,Murdo Fraser,Murdo Fraser,Murdo Fraser,Murdo Fraser,Murdo Fraser,Murdo Fraser,Murdo Fraser,https://upload.wikimedia.org/wikipedia/commons/b/bc/MurdoFraserMSP20110510.JPG,1965-09-05,Murdo,,,,,Murdo Fraser,Murdo Fraser,,,Fraser,,,,,,,,,,,,,,Murchadh Friseal,,,,Murchadh Friseal,,,,,,,,,Murdo Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,murdo_fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Murdo Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Murdo Fraser,,,,,,,,,,,,,,,,,,,,,,,,,8211,
Q1953855,Murray Tosh,Murray Tosh,Murray Tosh,male,Murray Tosh,Murray Tosh,Murray Tosh,Murray Tosh,Murray Tosh,Murray Tosh,Murray Tosh,,1950-09-01,Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Murray Tosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Murray Tosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Murray Tosh,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19667404,Andy Wightman,Andy Wightman,Andy Wightman,male,Andy Wightman,Andy Wightman,Andy Wightman,,Andy Wightman,,Andy Wightman,https://upload.wikimedia.org/wikipedia/commons/d/dc/AndyWightmanMSP.JPG,1963-05-29,Andy,,,,,Andy Wightman,Andy Wightman,,,,0000 0000 4619 0584,34067761,,,,,1021904554,no97077276,,,,,,Andy Wightman,,,,Andy Wightman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,andywightman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andy Wightman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7484,
Q1985419,Nick Johnston,Nick Johnston,Nick Johnston (politician),male,Nick Johnston (politician),Nick Johnston,Nick Johnston,Nick Johnston,Nick Johnston,Nick Johnston,Nick Johnston,,1948-01-05,Nick,Nick Johnston,Nick Johnston,Nick Johnston,Nick Johnston,,,نیک جانستون,,Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,نيك جونستون,,,,نيك جونستون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Nick Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1996594,Nora Radcliffe,Nora Radcliffe,Nora Radcliffe,female,Nora Radcliffe,Nora Radcliffe,Nora Radcliffe,Nora Radcliffe,Nora Radcliffe,Nora Radcliffe,Nora Radcliffe,,1946-03-04,Nora,Nora Radcliffe,Nora Radcliffe,Nora Radcliffe,Nora Radcliffe,,,,,Radcliffe,,,諾拉·拉德克利弗,诺拉·拉德克利弗,,,,,,,,,,,,,,,,,,,,,,,Nora Radcliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nora Radcliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,诺拉·拉德克利弗,,,,,,,politician,,,,,,,,,,,,,,Nora Radcliffe,,,,,,,,,,,,,,,,,,,,,,,,,,
Q200615,Gil Paterson,Gil Paterson,Gil Paterson,male,Gil Paterson,Gil Paterson,Gil Paterson,Gil Paterson,Gil Paterson,Gil Paterson,Gil Paterson,https://upload.wikimedia.org/wikipedia/commons/7/77/GilPatersonMSP20110510.JPG,1942-11-11,Gil,Gil Paterson,Gil Paterson,Gil Paterson,Gil Paterson,Gil Paterson,Gil Paterson,,,,,,,,,,,,,,,,,Gil Paterson,/m/05pvd2,,,Gil Paterson,,,,,,,,,Gil Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GilMPaterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gil Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Gil Paterson,,,,,,,,,,,,,,,,,,,,,,,,,7922,
Q202002,Robin Harper,Robin Harper,Robin Harper,male,Robin Harper,Robin Harper,Robin Harper,Robin Harper,Robin Harper,Robin Harper,Robin Harper,,1940-08-04,Robin,,,,,,,,Робин Харпер,Harper,0000 0001 2304 4370,172705753,,,,,14393404X,no2011102056,,,,,,Robin Harper,/m/03t1c3,,,Robin Harper,,,,,,,,,Robin Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://robinharper.wordpress.com/,,,,,,,,,,,,,روبن هاربر,,,,روبن هاربر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robin Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Robin Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2057182,Patricia Ferguson,Patricia Ferguson,Patricia Ferguson,female,Patricia Ferguson,Patricia Ferguson,Patricia Ferguson,Patricia Ferguson,Patricia Ferguson,Patricia Ferguson,Patricia Ferguson,https://upload.wikimedia.org/wikipedia/commons/e/e0/PatriciaFergusonMSPPortrait.jpg,1958-09-24,Patricia,Patricia Ferguson,Patricia Ferguson,Patricia Ferguson,Patricia Ferguson,,,,,Ferguson,,,,,,,,,,,,,,,/m/05qwcn,,,,,,,,,,,,Patricia Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patricia Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Patricia Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2057190,Trish Godman,Trish Godman,Trish Godman,female,Trish Godman,Patricia Godman,Trish Godman,Trish Godman,Trish Godman,Trish Godman,Patricia Godman,,1939-10-31,Patricia,Trish Godman,Trish Godman,Trish Godman,Trish Godman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trish Godman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trish Godman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Trish Godman,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2057654,Patrick Harvie,Patrick Harvie,Patrick Harvie,male,Patrick Harvie,Patrick Harvie,Patrick Harvie,Patrick Harvie,Patrick Harvie,Patrick Harvie,Patrick Harvie,https://upload.wikimedia.org/wikipedia/commons/6/6d/PatrickHavieMSP2013_(cropped).jpg,1973-03-18,Patrick,,,,Patrick Harvie,Patrick Harvie,Patrick Harvie,,,Harvie,,,,,,,,,,,Category:Patrick Harvie,,Patrick Harvie,Patrick Harvie,/m/05ylb9,,,Pàdraig Harvie,,帕特里克·哈維,,,,,,,Patrick Harvie,,,,Patrick Harvie,,,,,,,,,,,,,,,,Patrick Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Harvie,Patrick Harvie,,,,,patrickharvie,,,,,,,,,http://www.patrickharviemsp.com/,,,,,,,Patrick Harvie,,,,,,باتريك هارفي,,,,باتريك هارفي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,d5d12d0b-5d07-4a77-a7b5-54cd2abe3202,,,,,,Patrick Harvie,,,,,,,,,,,,,,,,,,,,,,,,,7449,
Q2061163,Paul Martin,Paul Martin,Paul Martin (Scottish politician),male,Paul Martin (Scottish politician),Paul Martin,Paul Martin,Paul Martin,Paul Martin,Paul Martin,"Paul Martin (Politiker, 1967)",https://upload.wikimedia.org/wikipedia/commons/7/7a/PaulMartinMSP20110511.JPG,1967-03-17,Paul,,,,,,,پل مارتین,Пол Мартин,Martin,,,,,,,,,,,,,,,,,,,,,,,פול מרטין,,,,Paul Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,باول مارتن,,,,باول مارتن (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Paul Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2063093,Paul Wheelhouse,Paul Wheelhouse,Paul Wheelhouse,male,Paul Wheelhouse,Paul Wheelhouse,Paul Wheelhouse,Paul Wheelhouse,Paul Wheelhouse,Paul Wheelhouse,Paul Wheelhouse,https://upload.wikimedia.org/wikipedia/commons/8/8b/PaulWheelhouseMSP20110507.JPG,1970-06-22,Paul,,,,,Paul Wheelhouse,Paul Wheelhouse,,,,,,,,,,,,,,,,,Paul Wheelhouse,,,,Paul Wheelhouse,,保羅·惠爾豪斯,,,,,,,Paul Wheelhouse,,,,,,,,,,,,,,,Paul Wheelhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Wheelhouse,,,,PaulWheelhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Wheelhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Paul Wheelhouse,,,,,,,,,,,,,,,,,,,,,,,,,140,
Q2063795,Pauline McNeill,Pauline McNeill,Pauline McNeill,female,Pauline McNeill,Pauline McNeill,Pauline McNeill,Pauline McNeill,Pauline McNeill,Pauline McNeill,Pauline McNeill,https://upload.wikimedia.org/wikipedia/commons/7/7e/Pauline_McNeill.jpg,1962-09-12,Pauline,,,,,,,,,,,,,,,,,,,,,,,Pauline McNeill,,,,Pauline McNeill,,,,,,,,,Pauline McNeill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pauline4glasgow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pauline McNeill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Pauline McNeill,,,,,,,,,,,,,,,,,,,,,,,,,8393,
Q2077496,Peter Peacock,Peter Peacock,Peter Peacock,male,Peter Peacock,Peter Peacock,Peter Peacock,Peter Peacock,Peter Peacock,Peter Peacock,Peter Peacock,https://upload.wikimedia.org/wikipedia/commons/5/5d/Peter_Peacock.jpg,1952-05-27,Peter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Peacock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بيتر بيكوك,,,,بيتر بيكوك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Peacock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Peter Peacock,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2150126,Richard Lyle,Richard Lyle,Richard Lyle,male,Richard Lyle,Richard Lyle,Richard Lyle,Richard Lyle,Richard Lyle,Richard Lyle,Richard Lyle,https://upload.wikimedia.org/wikipedia/commons/6/60/RichardLyleMSP20120127.jpg,1950-06-12,Richard,,,,,Richard Lyle,Richard Lyle,,,Lyle,,,,,,,,,,,,,,Richard Lyle,,,,Richard Lyle,,,,,,,,,Richard Lyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RichardlyleSnp,,,,,,,,,,,,,,,,,,,,,,ريتشارد لايلي,,,,ريتشارد لايلي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Lyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Richard Lyle,,,,,,,,,,,,,,,,,,,,,,,,,8298,
Q2150619,Richard Simpson,Richard Simpson,Richard Simpson (Scottish politician),male,Richard Simpson (Scottish politician),Richard Simpson,Richard Simpson,Richard Simpson,Richard Simpson,Richard Simpson,Richard Simpson (Politiker),https://upload.wikimedia.org/wikipedia/commons/c/c3/RichardSimpsonMSP20110511.JPG,1942-10-22,Richard,,,,,,,,Ричард Симпсон,Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ريتشارد سمبسون,,,,ريتشارد سمبسون (سياسي اسكتلندي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Richard Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2156625,Robert Brown,Robert Brown,Robert Brown (Scottish politician),male,Robert Brown (Scottish politician),Robert Brown,Robert Brown,Robert Brown,Robert Brown,Robert Brown,"Robert Brown (Politiker, 1947)",https://upload.wikimedia.org/wikipedia/commons/c/c3/Robert_Brown_(Scottish_Government).jpg,1947-12-25,Robert,Robert Brown,Robert Brown,Robert Brown,Robert Brown,,,رابرت براون,Роберт Браун,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,روبرت براون,,,,روبرت براون (سياسي بريطاني),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Robert Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2167587,Ross Finnie,Ross Finnie,Ross Finnie,male,Ross Finnie,Ross Finnie,Ross Finnie,Ross Finnie,Ross Finnie,Ross Finnie,Ross Finnie,https://upload.wikimedia.org/wikipedia/commons/7/7f/Ross_Finnie.jpg,1947-02-11,Ross,Ross Finnie,Ross Finnie,Ross Finnie,Ross Finnie,,,,Росс Финни,,,,,,,,,,,,Category:Ross Finnie,,,,,,,,,,,,,,,,Ross Finnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ross Finnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Ross Finnie,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2177593,Ruth Davidson,Ruth Davidson,Ruth Davidson,female,Ruth Davidson,Ruth Davidson,Ruth Davidson,Ruth Davidson,Ruth Davidson,Ruth Davidson,Ruth Davidson,https://upload.wikimedia.org/wikipedia/commons/f/ff/RuthDavidsonMSP20120529.jpg,1978-11-10,Ruth,,,,,Ruth Davidson,Ruth Davidson,,,Davidson,,,,,ルース・デービッドソン,,,n2018058726,,,Category:Ruth Davidson,,Ruth Davidson,Ruth Davidson,/m/0gmgjgw,,,Ruth Davidson,,露絲·戴維森,,,רות דייווידסון,,,,Ruth Davidson,,,,Ruth Davidson,Рут Девідсон,,,,,,,,,,,,,,,Ruth Davidson,,,,,,,,,רות דייווידסון,,,,,,,,,,Ruth Davidson,,,,,,,Ruth Davidson,,,Рут Девідсон,,露絲·戴維森,RuthDavidsonMSP,,,,,,,,,http://www.ruthdavidson.co.uk/,,,,,,,Ruth Davidson,,,,,,روث دافيدسون,,,,روث دافيدسون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruth Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,Ruth-Davidson-3,,,,e1ad1570-0b97-414d-b61a-15008c27f6c7,,,,,,Ruth Davidson,,,,,,,,,,,,,,,,,,,,,,,,,737,
Q2216457,Sam Galbraith,Sam Galbraith,Sam Galbraith,male,Sam Galbraith,Sam Galbraith,Sam Galbraith,Sam Galbraith,Sam Galbraith,Sam Galbraith,Sam Galbraith,,1945-10-18,Sam,Sam Galbraith,Sam Galbraith,Sam Galbraith,Sam Galbraith,Sam Galbraith,Sam Galbraith,,,Galbraith,0000 0000 6732 254X,18606278,,,,,,n83208452,,mr-sam-galbraith,,,,,,120569,,,Sam Galbraith,,,,,,,,Sam Galbraith,,,,,,,,Sam Galbraith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08-18,,,,,,,,,,,,,,,,سام قالبرايث,,,,سام قالبرايث,,,,,,,,,,,,,,,,,,,,,,,,069498997,,,,,,,,,,,,n2012075858,,,,,,,,Sam Galbraith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Sam Galbraith,,90219936,,,,,,,,293,,,,,,,,,,,,,,,,
